Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,2,Eucerin 16.9oz Lotion 20pc PDQ,Full EC,1,2,
1,14,60PC Blender Bottle Pro28 Tray Asmt,Half EC,1,2,Replaced with BB PRO24 ASST TRAY
1,92,147pc Malt O Meal Bag Cereal Pallet,Full Stack,1,2,
1,95,"198ct GV Potato Chip (Asstd PC Core, Prop65) DRP",Full Stack,2,2,
1,95,OTB Café Style 16.5oz,Full Stack,1,2,
2,12,6pc Good Kit,Full EC,1,2,Cancel - item no longer part of mod. New items not available for this time frame.
2,17,BHG Plugin/ 454 pcs,Quarter Stack,1,2,
2,17,Mainstays 54x72 30pc Remnant Rug,Full EC,1,2,
2,22,Every Day Pillow 50 PC Pallet,Full Stack,2,2,
2,23,PATRIOTIC Assorted Caps,Side-stack,1,2,
2,40,10PC ALLEGRA KIDS,SDK,1,2,
2,40,24PCEQ DS EC Omeprazole/BR,Full EC,1,2,
2,74,Dirt Devil Power Max Upright,Full EC,2,2,
2,95,"198ct GV Potato Chip (Asstd PC Core, Prop65) DRP",Full Stack,1,2,
2,95,Mac's 11oz BBQ and Original Barrel Mixed 16,Full EC,1,2,
2,95,OTB Café Style 16.5oz,Full Stack,1,2,
2,95,Sensible Portions 14oz Veggie Straws 192ct pallet,Full Stack,1,2,
3,11,Pine Mountain 6pk/3hr Firelog,Full Stack,1,2,
3,20,Freshee Beach Towel Assortment Pallet (400 PCS),Full EC,1,2,
3,40,24pc Icy Hot PRO + Aspercreme Wellness PDQ,4ft Wall Section,1,2,
3,40,30pc Tums,Full EC,1,2,
3,40,GAS-X 18ct Flavored Tablet Sidekick,SDK,1,2,
3,92,Heinz Art of the Burger Pallet 484 units,Full Stack,1,2,
4,9,Blitzball and Bat - 100 pieces,Half Stack,2,2,
4,14,60PC Blender Bottle Pro28 Tray Asmt,Half EC,1,2,Replaced with BB PRO24 ASST TRAY
4,20,Beach Rollup Mat End Cap (48 Pcs),Full EC,1,2,
4,71,X ROCKER LUIGI,Half EC,3,2,
4,71,X ROCKER PEACH,Half EC,3,2,
4,71,X ROCKER YOSHI,Half EC,3,2,
4,71,X Rocker® Super Mario™ Bowser Gaming chair,Half EC,3,2,
4,71,XROCKER MARIO FLR,Half EC,3,2,
4,80,"Bella Rosa Party Savors Entertain Tray, 36 units",Bunker,1,2,
4,80,FC PIZZA HUMMUS - 96 Units,Bunker,1,2,
4,80,"President Coeur de Brie, Heart Shaped,  42 units",Bunker,1,2,
4,92,Jambalaya Girl Gumbo and Jambalaya Mix,Half EC,1,2,
4,95,"198ct GV Potato Chip (Asstd PC Core, Prop65) DRP",Full Stack,2,2,
5,9,ESPN $5 Ball Bin - 120 units,Full Stack,1,2,
5,9,Neon Volleyball/120 units,Full Stack,1,2,
5,12,"3pcGood Brush Set,5pc Good Brush Set Asmt",SDK,2,2,Cancel - item no longer part of mod. New items not available for this time frame.
5,12,6pc Good Kit,Full EC,2,2,Cancel - item no longer part of mod. New items not available for this time frame.
5,14,60PC Blender Bottle Pro28 Tray Asmt,Half EC,1,2,Replaced with BB PRO24 ASST TRAY
5,17,BHG Plugin/ 454 pcs,Quarter Stack,1,2,
5,17,Mainstays 54x72 30pc Remnant Rug,Full EC,1,2,
5,74,Dirt Devil Power Max Upright,Full EC,2,2,
5,79,Infantino Q1 Rubber Ducks 96ct,SDK,2,2,
5,80,FC PIZZA HUMMUS - 96 Units,Bunker,1,2,
7,14,60PC Blender Bottle Pro28 Tray Asmt,Half EC,1,2,Replaced with BB PRO24 ASST TRAY
7,17,BHG Plugin/ 454 pcs,Quarter Stack,1,2,
7,17,Mainstays 54x72 30pc Remnant Rug,Full EC,1,2,
7,74,Dirt Devil Power Max Upright,Full EC,2,2,
8,10,Rain-X All Season 2-in-1,Full Stack,1,2,
8,12,6pc Good Kit,Full EC,1,2,Cancel - item no longer part of mod. New items not available for this time frame.
8,95,OTB Café Style 16.5oz,Full Stack,1,2,
9,10,Rain-X All Season 2-in-1,Full Stack,1,2,
9,12,6pc Good Kit,Full EC,1,2,Cancel - item no longer part of mod. New items not available for this time frame.
9,12,Best Brushes 2pc set & 4pc set Asmt,SDK,1,2,Cancel - item no longer part of mod. New items not available for this time frame.
9,16,Arrow 10ft x 15ft Steel Carport,Half Stack,1,2,
9,16,"Mainstays Folding High Back Web Chair, Red White &",Quarter Stack,1,2,
9,40,24PCEQ DS EC Omeprazole/BR,Full EC,1,2,
9,40,30pc Tums,Full EC,1,2,
9,40,BioFreeze 16 pc XL Patch,Full EC,1,2,
9,40,Equate MPS 2x12oz PDQ 12pcs,4-way,1,2,
9,71,X ROCKER LUIGI,Half EC,4,2,
9,71,X Rocker® Super Mario™ Bowser Gaming chair,Half EC,4,2,
9,71,XROCKER MARIO FLR,Half EC,8,2,
9,79,Infantino Q1 Rubber Ducks 96ct,SDK,1,2,
9,92,Peeps 192ct Short,Half Stack,1,2,
9,92,WM GMI CHOCO STRAWBERRY CHEERIOS 252PC,Full Stack,1,2,
9,95,23oz Utz CheeseBall Barrel 100ct,Full Stack,1,2,
9,95,Sensible Portions 14oz Veggie Straws 192ct,Full Stack,1,2,
10,22,Every Day Pillow 50 PC Pallet,Full Stack,1,2,
10,40,20 PC Prilosec Sidekick,SDK,1,2,
10,40,24PCEQ DS EC Omeprazole/BR,Full EC,1,2,
