store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
86,WK17,8,0,
87,WK17,7,0,
88,WK17,8,0,
89,WK17,3,100,
89,WK19,6,0,
89,WK21,3,91,
90,WK17,6,0,
90,WK21,2,0,
92,WK17,12,0,
92,WK21,2,0,
93,WK17,7,0,
95,WK17,25,0,
95,WK19,4,0,
95,WK21,3,0,
96,WK17,5,0,
98,WK17,8,0,
99,WK17,4,0,
100,WK17,11,0,
100,WK21,2,0,
101,WK17,7,79,
101,WK19,6,0,
101,WK21,3,90,
103,WK17,8,0,
104,WK17,9,0,
104,WK21,1,0,
105,WK17,13,0,
105,WK20,2,0,
107,WK17,12,0,
107,WK21,1,0,
108,WK17,7,0,
109,WK17,6,0,
112,WK17,7,0,
113,WK17,8,0,
113,WK21,3,0,
114,WK17,12,0,
114,WK20,2,0,
117,WK17,3,0,
117,WK20,3,0,
118,WK17,8,0,
119,WK17,13,116,
119,WK20,4,120,
121,WK17,9,0,
122,WK17,9,0,
122,WK20,20,0,
125,WK17,17,0,
125,WK21,2,0,
126,WK17,7,0,
127,WK17,11,0,
128,WK17,12,0,
129,WK17,4,0,
129,WK18,1,0,
131,WK17,22,0,
131,WK20,2,0,
134,WK17,2,0,
135,WK17,2,0,
137,WK17,11,0,
137,WK21,2,0,
138,WK17,2,0,
138,WK21,2,0,
139,WK17,5,0,
140,WK17,10,0,
140,WK20,2,0,
141,WK17,9,0,
143,WK17,49,0,
143,WK21,2,0,
144,WK17,11,0,
144,WK21,2,0,
146,WK17,10,0,
146,WK20,1,0,
147,WK17,18,0,
147,WK21,4,0,
148,WK17,13,0,
148,WK20,2,0,
149,WK17,9,0,
149,WK19,3,0,
151,WK17,11,0,
151,WK21,2,0,
152,WK17,7,0,
153,WK17,9,0,
154,WK17,6,0,
154,WK21,1,0,
155,WK17,8,0,
157,WK17,9,150,
158,WK17,4,0,
158,WK20,2,0,
159,WK17,4,0,
160,WK17,20,108,
160,WK20,5,100,
161,WK17,8,0,
161,WK21,2,0,
163,WK17,6,0,
163,WK20,2,0,
165,WK17,8,0,
166,WK17,6,127,
166,WK21,2,0,
167,WK17,10,0,
168,WK17,3,0,
170,WK17,10,0,
170,WK19,3,0,
172,WK17,12,0,
172,WK21,2,0,
173,WK17,11,0,
173,WK21,2,0,
174,WK17,8,0,
177,WK17,8,0,
177,WK21,2,0,
179,WK17,13,0,
179,WK21,2,0,
180,WK17,8,0,
180,WK20,2,0,
181,WK17,9,0,
182,WK17,5,0,
184,WK17,6,0,
185,WK17,5,0,
186,WK17,7,0,
188,WK17,6,0,
188,WK20,41,0,
189,WK17,4,0,
189,WK21,3,0,
190,WK17,5,0,
192,WK17,8,0,
194,WK17,2,0,
195,WK17,6,0,
196,WK17,5,0,
202,WK17,4,0,
204,WK17,11,0,
205,WK17,14,0,
206,WK17,6,0,
207,WK17,8,0,
207,WK19,3,0,
211,WK17,11,0,
211,WK20,2,0,
212,WK17,3,0,
212,WK18,1,0,
213,WK17,5,0,
214,WK17,13,0,
214,WK20,3,0,
216,WK17,8,0,
217,WK17,5,0,
219,WK17,11,0,
220,WK17,12,0,
220,WK21,3,0,
221,WK17,5,0,
222,WK17,4,0,
222,WK19,3,0,
225,WK17,3,0,
226,WK17,9,0,
226,WK20,1,0,
228,WK17,6,0,
230,WK17,5,0,
230,WK19,3,0,
231,WK17,7,0,
232,WK17,14,0,
232,WK21,3,0,
234,WK17,7,0,
236,WK17,4,0,
237,WK17,9,0,
238,WK17,17,0,
238,WK20,2,0,
242,WK17,9,0,
243,WK17,4,0,
243,WK19,3,0,
246,WK17,8,0,
247,WK17,7,0,
248,WK17,7,0,
248,WK20,1,0,
249,WK17,7,0,
250,WK17,13,0,
250,WK19,3,0,
250,WK21,3,0,
251,WK17,10,0,
251,WK20,2,0,
252,WK17,5,0,
252,WK19,2,0,
256,WK17,4,0,
256,WK19,3,0,
257,WK17,4,0,
258,WK17,6,0,
259,WK17,6,0,
260,WK17,8,0,
261,WK17,17,0,
262,WK17,9,0,
262,WK21,1,0,
264,WK17,23,0,
264,WK21,2,0,
265,WK17,7,0,
266,WK17,4,0,
267,WK17,30,0,
268,WK17,13,0,
268,WK20,2,0,
272,WK17,8,0,
273,WK17,5,0,
274,WK17,8,0,
274,WK18,1,0,
275,WK17,9,0,
275,WK20,1,0,
279,WK17,15,0,
281,WK17,15,94,
281,WK20,4,86,
284,WK17,6,0,
284,WK20,1,0,
285,WK17,8,0,
286,WK17,8,0,
287,WK17,12,0,
287,WK20,2,0,
288,WK17,6,0,
288,WK20,1,0,
295,WK17,6,0,
295,WK19,3,0,
296,WK17,6,0,
297,WK17,5,0,
298,WK17,17,0,
298,WK20,2,0,
299,WK17,11,0,
299,WK21,1,0,
300,WK17,12,0,
300,WK20,2,0,
301,WK17,6,0,
306,WK17,7,0,
307,WK17,11,0,
308,WK17,14,0,
308,WK20,3,0,
309,WK17,7,0,
309,WK19,3,0,
310,WK17,6,0,
310,WK19,3,0,
313,WK17,13,0,
313,WK21,2,0,
314,WK17,6,0,
315,WK17,7,0,
316,WK17,15,0,
316,WK20,2,0,
318,WK17,15,0,
319,WK17,6,0,
321,WK17,6,0,
329,WK17,9,0,
330,WK17,9,0,
331,WK17,15,0,
332,WK17,6,0,
335,WK17,5,0,
336,WK17,8,0,
337,WK17,8,0,
337,WK20,44,0,
338,WK17,4,0,
338,WK19,4,0,
340,WK17,12,0,
340,WK21,2,0,
342,WK17,6,0,
345,WK17,9,0,
345,WK20,2,0,
348,WK17,11,0,
350,WK17,5,0,
352,WK17,5,0,
352,WK19,2,0,
353,WK17,2,0,
353,WK21,3,0,
354,WK17,7,0,
355,WK17,15,0,
357,WK17,13,0,
357,WK21,2,0,
359,WK17,11,0,
360,WK17,6,0,
364,WK17,6,0,
365,WK17,9,0,
366,WK17,14,0,
369,WK17,4,0,
369,WK19,4,0,
371,WK17,7,0,
371,WK18,2,0,
371,WK21,4,0,
372,WK17,8,0,
373,WK17,4,0,
373,WK19,5,0,
373,WK21,2,0,
376,WK17,8,0,
379,WK17,12,79,
379,WK19,6,0,
379,WK21,3,76,
381,WK17,9,0,
381,WK20,2,0,
382,WK17,5,0,
383,WK17,7,0,
384,WK17,5,0,
386,WK17,11,0,
387,WK17,8,0,
389,WK17,6,0,
389,WK19,4,0,
390,WK17,9,0,
390,WK21,1,0,
391,WK17,10,0,
394,WK17,11,0,
396,WK17,5,0,
398,WK17,10,0,
399,WK17,9,0,
399,WK20,1,0,
400,WK17,3,0,
403,WK17,9,0,
404,WK17,17,0,
405,WK17,15,0,
406,WK17,11,0,
406,WK21,1,0,
407,WK17,4,0,
408,WK17,10,0,
409,WK17,9,0,
410,WK17,5,95,
410,WK20,0,83,
410,WK21,2,0,
412,WK17,9,0,
412,WK20,1,0,
413,WK17,13,0,
414,WK17,3,0,
416,WK17,9,0,
416,WK21,1,0,
417,WK17,8,0,
417,WK20,2,0,
419,WK17,5,0,
419,WK19,4,0,
421,WK17,15,0,
421,WK21,4,0,
423,WK17,9,0,
424,WK17,12,0,
426,WK17,3,0,
427,WK17,8,0,
427,WK20,2,0,
428,WK17,8,0,
428,WK19,3,0,
430,WK17,3,0,
431,WK17,7,0,
431,WK21,1,0,
434,WK17,8,0,
436,WK17,10,0,
436,WK21,2,0,
440,WK17,8,0,
442,WK17,7,0,
443,WK17,11,0,
444,WK17,1,0,
444,WK19,5,0,
444,WK21,2,0,
445,WK17,17,0,
445,WK21,2,0,
447,WK17,13,0,
450,WK17,12,0,
451,WK17,4,0,
451,WK19,3,0,
457,WK17,8,0,
458,WK17,12,0,
459,WK17,12,0,
462,WK17,3,0,
464,WK17,11,0,
467,WK17,5,0,
469,WK17,6,0,
470,WK17,8,0,
475,WK17,12,0,
477,WK17,8,0,
479,WK17,6,0,
481,WK17,9,0,
483,WK17,14,0,
484,WK17,6,0,
489,WK17,7,0,
490,WK17,18,0,
493,WK17,13,0,
494,WK17,11,0,
495,WK17,7,0,
497,WK17,9,0,
497,WK19,4,0,
498,WK17,13,0,
501,WK17,11,0,
502,WK17,16,0,
504,WK17,3,0,
505,WK17,19,0,
508,WK17,37,109,
508,WK20,0,131,
510,WK17,22,0,
510,WK21,1,0,
511,WK17,9,0,
514,WK17,5,0,
515,WK17,6,95,
515,WK20,0,83,
515,WK21,2,0,
516,WK17,5,127,
517,WK17,4,0,
518,WK17,9,0,
519,WK17,6,0,
520,WK17,7,0,
521,WK17,10,0,
523,WK17,10,0,
523,WK20,1,0,
526,WK17,11,0,
528,WK17,8,0,
529,WK17,3,0,
531,WK17,8,0,
531,WK19,3,0,
532,WK17,16,0,
533,WK17,9,0,
535,WK17,12,0,
536,WK17,4,0,
538,WK17,2,0,
539,WK17,17,0,
541,WK17,13,0,
542,WK17,13,0,
542,WK19,4,0,
543,WK17,11,0,
543,WK19,3,0,
544,WK17,7,0,
545,WK17,9,0,
547,WK17,6,0,
548,WK17,12,0,
551,WK17,12,0,
552,WK17,7,0,
552,WK21,1,0,
553,WK17,10,0,
555,WK17,9,0,
556,WK17,13,0,
557,WK17,9,0,
558,WK17,3,0,
559,WK17,7,0,
560,WK17,4,0,
561,WK17,9,0,
561,WK18,1,0,
561,WK21,4,0,
562,WK17,6,0,
563,WK17,11,0,
563,WK21,3,0,
564,WK17,4,0,
565,WK17,10,0,
565,WK20,1,0,
568,WK17,11,0,
568,WK21,1,0,
569,WK17,11,0,
569,WK21,2,0,
571,WK17,15,0,
572,WK17,9,0,
573,WK17,2,0,
574,WK17,19,0,
574,WK20,2,0,
577,WK17,3,0,
577,WK19,4,0,
578,WK17,5,0,
578,WK21,1,0,
579,WK17,16,0,
579,WK21,3,0,
580,WK17,9,0,
582,WK17,18,0,
582,WK21,3,0,
583,WK17,6,0,
583,WK21,1,0,
584,WK17,16,0,
585,WK17,7,0,
586,WK17,6,0,
586,WK20,4,0,
587,WK17,6,0,
588,WK17,16,0,
588,WK20,2,0,
589,WK17,9,0,
589,WK19,4,0,
592,WK17,8,0,
593,WK17,14,0,
596,WK17,5,0,
598,WK17,4,0,
598,WK19,5,0,
599,WK17,7,0,
601,WK17,8,0,
603,WK17,5,0,
604,WK17,10,0,
605,WK17,9,0,
606,WK17,9,0,
609,WK17,4,0,
610,WK17,7,0,
610,WK21,4,0,
613,WK17,13,0,
614,WK17,9,0,
615,WK17,15,0,
616,WK17,12,0,
619,WK17,15,0,
619,WK21,1,0,
620,WK17,9,0,
620,WK21,1,0,
621,WK17,14,0,
621,WK20,2,0,
623,WK17,12,0,
624,WK17,8,0,
625,WK17,15,0,
625,WK20,4,0,
630,WK17,7,0,
631,WK17,10,0,
632,WK17,14,0,
632,WK20,2,0,
634,WK17,9,0,
634,WK21,3,0,
635,WK17,22,0,
635,WK20,2,0,
636,WK17,3,0,
637,WK17,3,0,
637,WK19,4,0,
638,WK17,10,0,
638,WK21,3,0,
639,WK17,19,0,
640,WK17,7,0,
642,WK17,7,0,
643,WK17,6,0,
644,WK17,10,0,
644,WK21,3,0,
645,WK17,1,0,
645,WK19,5,0,
646,WK17,6,0,
648,WK17,4,0,
649,WK17,13,0,
652,WK17,12,0,
653,WK17,9,0,
653,WK21,2,0,
656,WK17,14,0,
656,WK18,1,0,
656,WK20,2,0,
657,WK17,12,0,
657,WK21,2,0,
658,WK17,12,0,
659,WK17,7,0,
660,WK17,14,0,
660,WK20,2,0,
661,WK17,8,0,
662,WK17,9,0,
663,WK17,14,0,
663,WK21,1,0,
664,WK17,11,0,
665,WK17,15,95,
665,WK20,0,83,
665,WK21,2,0,
666,WK17,10,0,
667,WK17,15,0,
667,WK20,2,0,
668,WK17,27,0,
668,WK21,2,0,
669,WK17,12,0,
670,WK17,7,0,
670,WK18,2,0,
671,WK17,11,0,
672,WK17,15,0,
673,WK17,10,0,
673,WK21,2,0,
674,WK17,33,59,
674,WK20,0,82,
674,WK21,2,0,
675,WK17,8,0,
676,WK17,12,108,
676,WK20,0,82,
676,WK21,1,0,
677,WK17,8,0,
678,WK17,15,0,
678,WK21,1,0,
680,WK17,16,0,
680,WK21,1,0,
681,WK17,4,0,
682,WK17,8,0,
683,WK17,5,110,
683,WK20,3,90,
684,WK21,2,0,
685,WK17,7,93,
685,WK20,0,76,
685,WK21,1,0,
686,WK17,14,0,
687,WK17,6,0,
687,WK21,1,0,
688,WK17,4,0,
689,WK17,12,76,
689,WK20,0,84,
689,WK21,2,0,
690,WK17,13,118,
690,WK20,0,94,
690,WK21,1,0,
691,WK17,11,0,
692,WK17,9,0,
692,WK21,2,0,
694,WK17,4,0,
696,WK17,5,0,
697,WK17,15,0,
698,WK17,14,0,
698,WK21,1,0,
699,WK17,14,0,
701,WK17,8,0,
702,WK17,11,0,
705,WK17,9,0,
708,WK17,6,0,
709,WK17,10,0,
709,WK19,5,0,
710,WK17,7,0,
711,WK17,7,0,
711,WK21,2,0,
712,WK17,14,0,
712,WK20,2,0,
715,WK17,7,0,
716,WK17,8,0,
719,WK17,6,0,
720,WK17,10,0,
720,WK19,4,0,
721,WK17,14,0,
722,WK17,49,0,
723,WK17,12,0,
724,WK17,14,0,
724,WK21,1,0,
726,WK17,21,0,
727,WK17,22,0,
728,WK17,14,0,
728,WK20,3,0,
729,WK17,15,0,
730,WK17,9,0,
731,WK17,7,0,
734,WK17,14,0,
734,WK20,2,0,
735,WK17,9,0,
735,WK20,2,0,
737,WK17,14,0,
738,WK17,6,92,
738,WK20,0,92,
738,WK21,2,0,
739,WK17,11,93,
739,WK20,0,90,
739,WK21,1,0,
740,WK17,18,0,
740,WK20,2,0,
741,WK17,13,0,
741,WK21,1,0,
742,WK17,14,118,
742,WK20,0,95,
742,WK21,1,0,
744,WK17,3,0,
746,WK17,6,0,
750,WK17,5,0,
751,WK17,6,0,
753,WK17,10,0,
753,WK21,2,0,
754,WK17,15,0,
754,WK20,3,0,
756,WK17,15,0,
756,WK20,2,0,
758,WK17,15,0,
761,WK17,8,0,
761,WK19,3,0,
765,WK17,5,0,
766,WK17,10,0,
767,WK17,17,0,
767,WK21,3,0,
769,WK17,9,0,
770,WK17,6,0,
771,WK17,10,0,
776,WK17,2,0,
776,WK21,3,0,
777,WK17,12,0,
778,WK17,23,0,
781,WK17,12,124,
781,WK20,0,103,
782,WK17,15,0,
784,WK17,25,0,
785,WK17,4,0,
788,WK17,3,120,
788,WK20,4,102,
789,WK17,4,0,
794,WK17,2,0,
794,WK19,4,0,
795,WK17,9,0,
797,WK17,4,0,
800,WK17,8,0,
801,WK17,6,0,
802,WK17,3,0,
802,WK19,2,0,
803,WK17,8,0,
804,WK17,3,0,
805,WK17,5,0,
805,WK19,2,0,
806,WK17,1,0,
807,WK17,9,0,
808,WK17,4,0,
809,WK17,4,0,
810,WK17,3,0,
811,WK17,12,0,
814,WK17,4,0,
815,WK17,32,84,
815,WK19,4,0,
815,WK21,3,76,
816,WK17,14,0,
817,WK17,9,0,
818,WK17,12,0,
819,WK17,14,0,
826,WK17,1,0,
826,WK18,2,0,
826,WK20,3,0,
827,WK17,8,0,
829,WK17,1,0,
835,WK17,3,0,
836,WK17,13,0,
837,WK17,4,103,
837,WK20,5,100,
838,WK17,12,0,
838,WK21,2,0,
842,WK17,6,0,
842,WK18,1,0,
842,WK20,2,0,
844,WK17,7,0,
846,WK17,3,0,
847,WK17,7,0,
848,WK17,9,0,
849,WK17,2,0,
853,WK17,7,0,
856,WK17,35,0,
857,WK17,9,0,
859,WK17,11,0,
862,WK17,11,0,
863,WK17,11,0,
864,WK17,15,0,
865,WK17,40,0,
866,WK17,6,0,
867,WK17,6,0,
868,WK17,6,0,
869,WK17,8,0,
870,WK17,13,0,
871,WK17,7,0,
874,WK17,7,0,
875,WK17,4,0,
876,WK17,12,0,
876,WK19,4,0,
877,WK17,4,0,
878,WK17,9,0,
879,WK17,10,0,
880,WK17,3,0,
881,WK17,13,0,
882,WK17,2,0,
882,WK19,2,0,
886,WK17,4,0,
889,WK17,12,0,
892,WK17,9,0,
895,WK17,8,0,
896,WK17,2,0,
899,WK17,16,0,
901,WK17,15,0,
904,WK17,9,0,
905,WK17,7,0,
905,WK18,1,0,
905,WK20,2,0,
908,WK17,9,0,
909,WK17,8,0,
909,WK19,3,0,
910,WK17,2,0,
913,WK17,5,0,
913,WK21,3,0,
914,WK17,4,0,
915,WK17,2,0,
916,WK17,11,0,
917,WK17,11,0,
918,WK17,10,0,
918,WK20,2,0,
919,WK17,14,0,
922,WK17,4,0,
923,WK17,4,0,
924,WK17,6,0,
924,WK20,1,0,
928,WK17,15,0,
928,WK21,3,0,
929,WK17,4,0,
931,WK17,9,0,
932,WK17,12,0,
934,WK17,7,0,
935,WK17,11,0,
935,WK19,3,0,
936,WK17,9,0,
937,WK17,7,0,
939,WK17,16,0,
939,WK20,2,0,
940,WK17,3,0,
941,WK17,9,0,
943,WK17,5,0,
944,WK17,20,0,
947,WK17,6,0,
948,WK17,12,0,
948,WK21,3,0,
950,WK17,4,0,
952,WK17,9,0,
953,WK17,9,0,
955,WK17,13,0,
956,WK17,11,0,
958,WK17,4,0,
958,WK19,2,0,
959,WK17,12,0,
960,WK17,35,0,
960,WK21,4,0,
961,WK17,5,0,
961,WK19,3,0,
962,WK17,7,0,
963,WK17,5,0,
966,WK17,1,0,
966,WK19,1,0,
967,WK17,14,0,
968,WK17,12,0,
969,WK17,4,0,
970,WK17,11,0,
971,WK17,9,0,
971,WK19,2,0,
972,WK17,7,0,
973,WK17,3,0,
974,WK17,8,0,
975,WK17,11,0,
975,WK21,3,0,
976,WK17,8,0,
977,WK17,12,0,
977,WK21,2,0,
978,WK17,6,0,
978,WK21,2,0,
979,WK19,2,0,
981,WK17,14,0,
984,WK17,5,0,
985,WK17,40,0,
985,WK21,3,0,
986,WK17,4,0,
986,WK20,2,0,
987,WK17,8,0,
988,WK17,6,0,
989,WK17,7,0,
989,WK19,4,0,
990,WK17,12,0,
991,WK17,10,0,
994,WK17,9,0,
995,WK17,6,0,
995,WK19,4,0,
996,WK17,10,0,
996,WK19,4,0,
999,WK17,5,0,
1004,WK17,7,0,
1005,WK17,5,0,
1005,WK21,3,0,
1006,WK17,16,0,
1007,WK17,5,0,
1007,WK19,2,0,
1008,WK17,15,0,
1008,WK20,2,0,
1010,WK17,6,0,
1010,WK20,2,0,
1011,WK17,16,0,
1012,WK17,7,0,
1014,WK17,3,0,
1014,WK19,4,0,
1016,WK17,8,0,
1016,WK19,3,0,
1017,WK17,20,0,
1017,WK20,3,0,
1019,WK17,61,0,
1020,WK17,1,0,
1021,WK17,6,0,
1022,WK17,9,0,
1023,WK17,1,102,
1023,WK20,0,78,
1023,WK21,2,0,
1024,WK17,10,0,
1025,WK17,9,0,
1026,WK17,12,0,
1028,WK17,6,0,
1029,WK17,11,0,
1030,WK17,15,0,
1030,WK21,3,0,
1032,WK17,20,0,
1032,WK20,3,0,
1033,WK17,14,0,
1034,WK17,10,0,
1035,WK17,3,0,
1036,WK17,19,0,
1037,WK17,11,0,
1037,WK20,3,0,
1039,WK17,14,0,
1042,WK17,10,0,
1044,WK17,8,0,
1048,WK17,17,0,
1048,WK21,1,0,
1053,WK17,8,0,
1053,WK19,4,0,
1055,WK17,3,0,
1058,WK17,2,0,
1058,WK20,2,0,
1060,WK17,12,0,
1062,WK17,3,0,
1064,WK17,4,0,
1066,WK17,10,0,
1068,WK17,5,0,
1070,WK17,17,0,
1070,WK21,1,0,
1071,WK17,6,0,
1072,WK17,14,0,
1074,WK17,15,0,
1074,WK20,3,0,
1075,WK17,8,0,
1077,WK17,7,0,
1079,WK17,13,0,
1079,WK21,3,0,
1080,WK17,11,0,
1080,WK21,1,0,
1081,WK17,6,0,
1082,WK17,11,0,
1083,WK17,10,0,
1083,WK21,3,0,
1084,WK17,6,0,
1085,WK17,13,0,
1086,WK17,9,0,
1087,WK17,14,0,
1088,WK17,7,0,
1089,WK17,17,0,
1089,WK20,3,0,
1090,WK17,1,0,
1091,WK17,12,0,
1095,WK17,8,0,
1097,WK17,8,0,
1098,WK17,4,0,
1100,WK17,12,0,
1100,WK20,3,0,
1101,WK17,8,0,
1104,WK17,18,0,
1105,WK17,7,0,
1106,WK17,10,0,
1107,WK17,7,0,
1107,WK19,3,0,
1110,WK17,14,0,
1110,WK19,3,0,
1111,WK17,23,0,
1111,WK21,3,0,
1112,WK17,10,0,
1113,WK17,13,84,
1113,WK21,1,77,
1114,WK17,15,0,
1114,WK20,3,0,
1115,WK17,11,0,
1115,WK21,1,0,
1116,WK17,8,0,
1116,WK21,3,0,
1119,WK17,3,0,
1120,WK17,1,0,
1120,WK19,4,0,
1121,WK17,18,0,
1121,WK20,2,0,
1122,WK17,12,0,
1122,WK21,1,0,
1123,WK17,21,100,
1123,WK21,2,104,
1124,WK17,11,0,
1125,WK17,6,0,
1126,WK17,18,0,
1128,WK17,8,0,
1128,WK19,3,0,
1129,WK17,6,0,
1131,WK17,8,0,
1132,WK17,10,0,
1133,WK17,8,0,
1134,WK17,11,0,
1135,WK17,5,0,
1136,WK17,7,0,
1136,WK19,3,0,
1138,WK17,6,0,
1139,WK17,6,0,
1139,WK20,2,0,
1140,WK17,8,0,
1146,WK17,13,0,
1146,WK20,2,0,
1147,WK17,1,121,
1147,WK19,5,0,
1147,WK20,0,63,
1147,WK21,3,0,
1149,WK17,1,0,
1149,WK18,1,0,
1150,WK17,2,0,
1153,WK17,9,0,
1154,WK17,17,0,
1155,WK17,10,0,
1156,WK17,7,0,
1156,WK21,3,0,
1159,WK17,7,0,
1159,WK21,2,0,
1160,WK17,7,0,
1160,WK19,4,0,
1161,WK17,4,0,
1161,WK19,2,0,
1162,WK17,8,0,
1164,WK17,13,0,
1165,WK17,11,0,
1166,WK17,11,0,
1167,WK17,4,0,
1167,WK19,2,0,
1168,WK17,12,0,
1169,WK17,5,0,
1171,WK17,10,0,
1172,WK17,9,0,
1172,WK21,3,0,
1173,WK17,3,0,
1174,WK17,5,0,
1177,WK17,4,0,
1177,WK19,3,0,
1178,WK17,3,0,
1179,WK17,7,0,
1180,WK17,9,0,
1180,WK19,4,0,
1182,WK17,15,0,
1182,WK21,3,0,
1183,WK17,9,0,
1186,WK17,1,0,
1190,WK17,9,0,
1191,WK17,10,0,
1192,WK17,10,0,
1193,WK17,11,0,
1194,WK17,17,0,
1194,WK21,1,0,
1195,WK17,27,0,
1196,WK17,7,0,
1196,WK19,3,0,
1197,WK17,6,0,
1198,WK17,10,0,
1199,WK17,7,0,
1201,WK17,13,0,
1202,WK17,3,0,
1203,WK17,9,0,
1204,WK17,8,0,
1204,WK19,4,0,
1205,WK17,8,0,
1206,WK17,7,0,
1206,WK19,3,0,
1207,WK17,26,0,
1207,WK20,3,0,
1209,WK17,6,0,
1210,WK17,8,0,
1210,WK19,4,0,
1211,WK17,1,0,
1211,WK19,2,0,
1212,WK17,10,0,
1213,WK17,10,0,
1215,WK17,10,0,
1217,WK17,8,0,
1217,WK21,1,0,
1219,WK17,7,0,
1220,WK17,5,0,
1221,WK17,8,0,
1222,WK17,9,0,
1223,WK17,5,0,
1224,WK17,10,0,
1225,WK17,10,0,
1226,WK17,9,0,
1226,WK21,2,0,
1227,WK17,12,0,
1229,WK17,9,0,
1230,WK17,0,179,
1230,WK18,0,105,
1230,WK20,0,109,
1232,WK17,13,0,
1232,WK20,2,0,
1233,WK17,8,0,
1233,WK21,1,0,
1234,WK17,6,0,
1234,WK21,1,0,
1236,WK17,7,0,
1237,WK17,8,0,
1240,WK17,2,0,
1241,WK17,4,0,
1241,WK21,3,0,
1242,WK17,3,0,
1243,WK17,8,0,
1243,WK21,2,0,
1244,WK17,9,0,
1245,WK17,24,0,
1245,WK18,4,0,
1247,WK17,16,85,
1247,WK21,1,0,
1249,WK17,7,0,
1252,WK17,6,0,
1253,WK17,10,0,
1254,WK17,7,0,
1255,WK17,4,0,
1257,WK17,3,0,
1259,WK17,10,0,
1259,WK21,1,0,
1260,WK17,10,0,
1261,WK17,8,0,
1263,WK17,6,0,
1263,WK21,1,0,
1267,WK17,3,0,
1267,WK19,2,0,
1268,WK17,4,0,
1271,WK17,17,0,
1273,WK17,10,0,
1273,WK18,1,0,
1273,WK20,1,0,
1276,WK17,6,0,
1276,WK19,2,0,
1277,WK17,5,0,
1277,WK20,2,0,
1280,WK17,10,0,
1283,WK17,7,0,
1284,WK17,8,0,
1285,WK17,39,0,
1285,WK21,3,0,
1287,WK17,5,0,
1288,WK17,10,0,
1289,WK17,12,0,
1289,WK20,2,0,
1290,WK17,3,0,
1291,WK17,8,0,
1291,WK18,1,0,
1291,WK20,2,0,
1292,WK17,18,67,
1292,WK21,2,0,
1293,WK17,8,0,
1295,WK17,6,0,
1297,WK17,36,0,
1297,WK21,3,0,
1298,WK17,9,0,
1300,WK17,7,0,
1301,WK17,5,0,
1301,WK21,2,0,
1302,WK17,5,83,
1302,WK21,2,83,
1303,WK17,11,0,
1304,WK17,3,0,
1305,WK17,1,0,
1305,WK19,2,0,
1307,WK17,5,0,
1309,WK17,6,0,
1310,WK17,12,0,
1311,WK17,7,0,
1312,WK17,7,0,
1314,WK17,5,0,
1315,WK17,1,0,
1315,WK20,1,0,
1316,WK17,3,0,
1316,WK19,2,0,
1317,WK17,3,0,
1318,WK17,10,0,
1319,WK17,8,0,
1319,WK21,1,0,
1320,WK17,9,0,
1321,WK17,8,0,
1322,WK17,11,0,
1327,WK17,15,0,
1331,WK17,8,0,
1335,WK17,11,0,
1335,WK21,2,0,
1336,WK17,3,0,
1337,WK17,18,0,
1337,WK21,3,0,
