Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
26,1452,ROADIE,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202327,73.70%,99.10%,3.8,58.30%,82.60%,82.10%,77.80%
26,1452,SPARK,Scheduled Standard Delivery,40,Executive Review,Recovering,Driver Supply Focus,202327,93.60%,98.50%,4.8,98.10%,87.90%,94.40%,95.10%
76,2833,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202327,82.80%,98.20%,4.8,83.30%,75.00%,85.70%,85.00%
75,5344,SPARK,Scheduled Standard Delivery,48,Executive Review,Recovering,Driver Supply Focus,202327,91.10%,88.40%,9.2,94.90%,92.00%,83.80%,94.10%
75,1523,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202327,88.50%,88.90%,9.8,88.60%,86.90%,89.80%,88.70%
75,5488,ROADIE,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202327,88.10%,92.10%,8.3,90.80%,88.90%,89.50%,83.30%
75,1309,ROADIE,Scheduled Standard Delivery,11,Executive Review,-,Driver Supply Focus,202327,76.00%,100.00%,4.9,,,71.40%,77.80%
4,3191,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202327,74.50%,96.20%,7.4,68.10%,76.50%,70.30%,85.70%
4,3222,ROADIE,Scheduled Standard Delivery,6,Active Monitoring,-,Driver Supply Focus,202327,70.00%,100.00%,5.5,,,50.00%,100.00%
4,2806,ROADIE,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202327,88.20%,93.50%,9.8,86.10%,88.50%,87.50%,90.50%
22,5891,ROADIE,Scheduled Express Delivery ,33,Executive Review,Recovering,Driver Supply Focus,202327,92.50%,92.50%,7.9,93.10%,89.70%,92.10%,95.10%
22,5414,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202327,62.50%,88.90%,7.8,100.00%,0.00%,0.00%,100.00%
22,2272,ROADIE,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202327,74.50%,97.10%,6,72.20%,70.80%,72.00%,81.70%
22,2419,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202327,90.30%,99.30%,5.3,88.80%,89.60%,88.70%,94.30%
22,3843,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202327,52.40%,100.00%,4.8,0.00%,70.00%,50.00%,50.00%
4,1242,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202327,73.00%,88.70%,8.5,73.00%,76.00%,81.80%,63.00%
4,1795,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202327,73.90%,94.40%,5.9,59.50%,88.10%,66.70%,80.50%
22,5047,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202327,87.10%,97.60%,7.4,96.40%,91.80%,82.20%,82.00%
5,1117,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202327,83.70%,79.60%,15.6,79.10%,91.20%,89.00%,75.70%
5,3406,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202327,77.40%,86.30%,13.7,88.70%,84.90%,52.30%,82.30%
5,6300,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202327,84.30%,85.20%,13.8,88.60%,76.40%,87.20%,85.50%
7,781,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202327,82.90%,81.50%,10,78.40%,85.00%,79.30%,86.90%
44,622,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,77.60%,88.90%,20.6,88.80%,74.80%,75.80%,72.60%
44,1626,,Scheduled Delivery Standard,12,At Risk,Degrading,Store Focus,202327,87.40%,80.20%,13.2,72.00%,95.80%,95.60%,85.20%
13,5022,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,85.30%,91.50%,15.6,86.80%,86.00%,78.60%,89.40%
13,989,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,84.20%,78.40%,18.2,87.80%,90.20%,74.60%,84.20%
13,4129,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,86.10%,79.80%,18.6,84.40%,88.80%,82.50%,88.50%
13,1206,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,81.40%,83.00%,20.8,77.00%,91.90%,95.10%,69.10%
13,1136,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202327,87.30%,82.90%,12.7,85.10%,94.60%,80.20%,89.10%
13,4295,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202327,80.60%,66.50%,14.3,78.70%,85.20%,67.00%,91.60%
13,816,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,84.40%,77.10%,12.9,88.80%,86.20%,85.10%,78.00%
13,916,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,68.40%,65.60%,26,67.50%,67.10%,58.10%,81.50%
13,1025,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202327,80.90%,88.30%,15,83.80%,88.40%,78.10%,73.80%
13,1066,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202327,88.50%,75.30%,14.8,94.00%,97.40%,87.70%,75.40%
13,1346,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202327,88.80%,74.20%,14.5,96.80%,91.70%,91.50%,76.80%
6,3298,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202327,88.80%,86.70%,12.6,94.60%,82.10%,89.50%,88.70%
6,504,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202327,78.70%,79.20%,20.4,80.20%,78.20%,84.60%,71.30%
6,3572,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,77.40%,73.20%,15.9,63.60%,86.00%,80.10%,79.40%
6,3569,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,79.90%,73.30%,21,79.00%,83.90%,75.90%,80.60%
46,1411,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,78.50%,65.40%,17.3,81.40%,66.70%,79.90%,85.00%
46,5190,,Scheduled Delivery Standard,39,Executive Review,Recovering,Store Focus,202327,89.50%,91.70%,11.5,92.80%,93.00%,83.30%,89.30%
46,5768,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202327,88.50%,92.40%,10.1,89.90%,87.60%,83.40%,92.70%
46,2656,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202327,91.20%,82.50%,9.5,95.00%,89.60%,90.80%,89.90%
41,5417,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202327,81.60%,86.20%,21.4,90.80%,91.80%,76.40%,67.20%
41,5418,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,75.50%,67.80%,22.7,63.40%,87.40%,76.40%,75.00%
41,1580,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202327,89.30%,82.30%,19,92.10%,86.70%,89.80%,88.40%
41,5443,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,79.50%,71.70%,22.5,87.00%,67.40%,76.30%,86.30%
41,729,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,85.20%,91.60%,13.3,81.50%,86.60%,81.40%,91.40%
41,689,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,87.80%,78.20%,14.2,86.80%,89.20%,85.40%,89.90%
41,1518,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202327,91.50%,91.00%,12.4,92.80%,93.10%,91.40%,88.50%
59,5804,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,91.40%,80.40%,12.5,87.00%,91.60%,93.30%,93.30%
41,870,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202327,85.80%,86.80%,13,84.40%,79.70%,90.00%,88.90%
19,2631,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,71.40%,66.20%,18.5,43.00%,90.30%,67.50%,76.60%
19,3476,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,83.00%,75.40%,16.9,79.70%,91.50%,80.20%,82.00%
19,4383,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202327,91.30%,94.40%,11.9,94.90%,89.70%,89.00%,91.90%
19,1923,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,84.40%,81.40%,10.5,81.40%,90.30%,78.40%,88.60%
19,3453,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202327,91.00%,88.30%,10.5,91.90%,91.40%,88.70%,92.10%
19,5386,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202327,88.70%,91.00%,10.5,93.30%,90.30%,86.40%,84.50%
19,5280,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,86.30%,71.30%,12.1,84.50%,91.50%,83.70%,84.90%
19,2080,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,86.50%,93.90%,12.2,87.70%,84.50%,85.60%,88.10%
19,5472,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,86.30%,94.30%,11.5,79.90%,89.40%,84.20%,92.00%
19,2618,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202327,87.70%,87.40%,12.7,89.60%,84.90%,89.10%,87.50%
19,1432,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202327,85.70%,95.00%,12.4,89.70%,80.10%,85.70%,86.40%
19,2559,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,83.80%,81.50%,16,89.00%,91.50%,86.30%,65.80%
19,5844,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,80.70%,78.30%,18.7,84.70%,86.20%,78.30%,74.50%
19,1487,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202327,87.40%,96.40%,12.2,87.80%,88.20%,82.50%,91.10%
19,2544,,Scheduled Delivery Standard,44,Executive Review,Recovering,Store Focus,202327,91.20%,84.60%,14.9,92.60%,93.20%,91.10%,88.30%
19,2818,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,72.30%,69.00%,18,71.90%,67.00%,81.10%,68.60%
19,4631,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,82.70%,75.80%,18.8,86.30%,95.40%,89.60%,59.90%
25,786,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202327,89.80%,91.20%,12.9,92.10%,94.50%,94.10%,79.60%
25,1814,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202327,92.00%,94.10%,15.8,93.60%,93.20%,93.00%,88.80%
25,5965,,Scheduled Delivery Standard,40,Executive Review,Recovering,Store Focus,202327,90.20%,95.80%,12.9,95.20%,96.30%,89.40%,77.80%
25,1998,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202327,89.80%,98.10%,10.5,90.40%,91.40%,91.30%,86.00%
25,5402,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,89.30%,90.80%,13.7,84.40%,95.00%,90.90%,86.60%
25,5617,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202327,90.20%,87.40%,11.2,91.60%,93.50%,93.10%,82.50%
25,5485,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,85.90%,85.50%,21.1,83.40%,89.20%,89.10%,80.40%
25,2491,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202327,89.50%,80.40%,11.4,92.90%,98.00%,92.80%,77.90%
25,1602,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202327,83.50%,84.90%,11.1,91.60%,91.80%,89.70%,30.20%
25,2728,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202327,79.60%,85.00%,13.5,85.20%,96.60%,82.80%,57.80%
25,3210,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202327,84.20%,83.50%,12.5,81.00%,87.40%,86.70%,81.30%
25,3602,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202327,90.10%,78.10%,14.7,92.90%,92.00%,94.60%,77.50%
25,1028,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202327,77.30%,80.40%,14,84.90%,78.70%,74.40%,71.30%
25,3460,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202327,83.50%,83.30%,14,81.60%,88.50%,87.00%,76.10%
59,3110,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,87.30%,93.20%,15.6,88.20%,94.90%,93.70%,71.00%
20,2541,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202327,91.40%,94.20%,12,88.60%,93.60%,90.90%,92.70%
20,2362,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,84.30%,85.90%,15.8,80.10%,92.90%,85.50%,83.60%
20,4285,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,88.10%,94.20%,10.3,83.90%,89.60%,89.60%,89.30%
20,1770,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202327,90.70%,77.30%,12.6,94.60%,92.30%,81.80%,94.80%
20,1883,,Scheduled Delivery Standard,8,Active Monitoring,Degrading,Store Focus,202327,93.20%,97.40%,10,87.70%,96.70%,95.20%,94.10%
40,60,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202327,90.20%,93.10%,11.5,92.00%,93.40%,86.20%,89.30%
40,1161,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,90.90%,85.10%,10.5,89.70%,91.30%,89.50%,93.20%
40,1188,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,78.70%,70.70%,23.4,76.30%,83.70%,78.90%,75.30%
40,1265,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202327,92.90%,98.40%,15.5,93.40%,95.60%,93.40%,89.50%
40,2213,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202327,80.70%,75.30%,20.8,74.80%,88.40%,77.40%,82.30%
40,2694,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202327,87.70%,89.70%,13.9,83.70%,89.70%,88.70%,89.10%
40,3061,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,76.10%,73.20%,25.8,68.40%,85.80%,72.20%,78.30%
40,5150,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,87.60%,89.70%,12.1,81.50%,90.90%,89.90%,88.00%
40,560,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202327,84.30%,75.10%,13.7,89.30%,83.10%,87.10%,78.50%
40,1094,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,75.60%,69.90%,20.2,47.60%,86.70%,75.50%,87.20%
40,2490,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202327,84.40%,79.00%,11.4,81.90%,84.80%,82.80%,88.40%
53,2079,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202327,86.80%,95.30%,10.3,91.80%,82.40%,89.90%,82.60%
53,2452,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202327,88.70%,92.00%,14.2,95.80%,94.00%,87.60%,76.60%
21,1564,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,91.00%,88.90%,12,90.90%,93.90%,87.40%,92.40%
21,2726,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202327,87.80%,79.10%,16.3,85.90%,89.00%,85.60%,90.40%
21,1407,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202327,92.10%,87.70%,11.3,94.00%,87.70%,91.80%,94.50%
21,3502,,Scheduled Delivery Standard,42,Executive Review,Recovering,Store Focus,202327,82.70%,79.40%,21,94.30%,95.20%,65.30%,76.00%
21,5104,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202327,93.70%,96.60%,13.8,94.10%,95.40%,95.70%,89.90%
21,5409,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202327,92.40%,91.00%,13,95.10%,97.80%,87.00%,90.50%
21,2447,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202327,83.40%,99.40%,10.9,80.00%,88.70%,78.90%,87.10%
21,1665,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202327,86.60%,80.70%,16.4,83.90%,87.00%,90.40%,85.30%
21,1294,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,87.90%,82.10%,15.8,88.70%,89.60%,88.80%,84.60%
14,934,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202327,80.40%,77.10%,16.1,77.90%,71.10%,81.40%,86.60%
14,1212,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202327,85.00%,83.70%,14,91.50%,82.60%,85.20%,80.70%
14,1158,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202327,82.60%,76.00%,18.8,81.30%,83.40%,88.50%,76.70%
14,1711,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202327,90.50%,96.00%,13.2,91.20%,91.90%,86.10%,92.30%
14,5113,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202327,89.90%,90.50%,12.9,78.00%,94.60%,93.20%,93.50%
14,301,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202327,83.60%,77.80%,17.5,86.50%,92.90%,74.80%,79.30%
14,1201,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,79.30%,87.80%,18.1,75.20%,77.40%,84.80%,80.80%
14,2713,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202327,88.30%,92.50%,13.8,88.40%,89.50%,87.80%,87.90%
14,356,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202327,86.90%,74.30%,13.7,82.90%,93.30%,88.60%,82.80%
14,730,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,84.90%,81.80%,12.9,79.70%,82.60%,89.20%,87.20%
14,1229,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202327,88.40%,85.80%,17.4,80.50%,95.20%,92.20%,87.70%
14,1481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,69.50%,68.10%,30.7,86.40%,78.00%,70.40%,29.90%
14,1222,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,86.10%,75.00%,16.6,80.80%,90.50%,87.00%,86.10%
14,5845,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,87.50%,83.50%,15.8,84.90%,87.10%,89.80%,87.90%
14,932,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202327,86.20%,89.10%,18.3,93.60%,74.30%,94.70%,80.00%
14,1284,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202327,90.30%,89.90%,15.8,90.90%,92.20%,90.80%,86.80%
14,4200,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202327,86.80%,91.60%,17.2,96.30%,96.40%,82.30%,74.50%
14,5363,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202327,89.70%,85.40%,14.2,95.20%,97.40%,91.20%,75.30%
14,1077,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,84.20%,71.90%,14,70.80%,88.60%,87.00%,91.00%
14,1223,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202327,82.80%,81.40%,14,69.50%,78.80%,88.80%,94.10%
14,3307,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,85.60%,80.90%,8.4,84.50%,89.20%,89.90%,77.50%
3,1390,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202327,86.70%,82.10%,18.1,88.90%,74.70%,94.30%,84.80%
3,5218,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,88.80%,88.00%,14.3,76.80%,93.70%,89.90%,95.50%
3,779,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202327,91.20%,90.60%,13.3,90.80%,95.40%,89.50%,88.80%
3,1245,,Scheduled Delivery Standard,44,Executive Review,Recovering,Store Focus,202327,94.10%,92.10%,16,94.60%,98.10%,89.00%,94.40%
3,843,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202327,91.10%,93.70%,11.6,85.60%,92.50%,91.60%,95.10%
3,1072,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,81.80%,79.90%,18.6,56.50%,85.60%,88.80%,96.50%
3,556,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202327,91.90%,84.20%,11.4,92.50%,89.70%,88.30%,97.10%
3,639,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,82.70%,87.50%,16.2,81.80%,91.60%,84.40%,74.20%
3,862,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,80.50%,71.20%,19.4,82.10%,96.00%,81.20%,66.10%
3,864,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,82.50%,74.70%,15.4,73.70%,79.00%,86.10%,89.90%
3,5326,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202327,90.80%,85.10%,13.6,89.00%,91.80%,97.60%,84.70%
3,582,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202327,89.20%,88.30%,15.1,91.90%,92.30%,83.80%,88.60%
3,613,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,86.50%,75.90%,15,81.20%,85.50%,90.00%,89.40%
3,857,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,80.20%,58.60%,15.5,61.40%,83.40%,87.40%,89.50%
3,1182,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202327,80.80%,68.70%,22.2,64.30%,78.40%,92.00%,88.30%
3,3310,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,82.40%,76.50%,23.3,87.00%,94.80%,68.50%,77.40%
12,332,,Scheduled Delivery Standard,40,Executive Review,Recovering,Store Focus,202327,87.80%,83.10%,11.1,92.50%,84.60%,88.70%,85.80%
11,764,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,86.20%,69.40%,16.1,83.30%,85.20%,88.70%,87.30%
11,2306,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202327,81.00%,80.40%,15.3,90.60%,73.80%,80.70%,81.80%
12,1469,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,84.30%,77.10%,15.1,79.70%,71.20%,93.30%,89.60%
12,4635,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,86.70%,92.90%,11.4,84.40%,85.80%,84.30%,92.20%
12,1318,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202327,88.20%,75.80%,13.9,89.90%,91.60%,86.30%,85.20%
12,578,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202327,75.90%,67.90%,16.2,64.90%,82.70%,69.80%,83.00%
12,680,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202327,84.10%,80.10%,14.4,82.60%,88.90%,80.10%,85.30%
11,182,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,86.70%,83.00%,16.1,86.30%,92.80%,82.00%,85.70%
11,660,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202327,85.40%,81.10%,15.3,74.20%,90.70%,91.80%,84.80%
11,661,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,79.90%,80.70%,19.9,89.50%,76.60%,62.20%,89.80%
11,875,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,83.80%,78.50%,14.7,84.10%,90.80%,82.60%,78.10%
11,2720,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,82.10%,81.40%,15.6,77.60%,85.60%,79.00%,85.40%
11,6469,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,80.50%,73.00%,15.7,88.40%,75.40%,74.90%,82.00%
11,175,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202327,90.10%,81.40%,14.1,87.00%,84.20%,91.80%,94.70%
11,848,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,80.20%,79.90%,15.4,83.10%,86.10%,78.60%,68.00%
11,2846,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,84.80%,85.60%,16.5,77.60%,91.80%,82.80%,88.40%
11,5419,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,82.10%,88.70%,12.5,85.80%,85.70%,75.50%,79.80%
11,6807,,Scheduled Delivery Standard,39,Executive Review,Recovering,Store Focus,202327,92.00%,92.90%,12.9,91.70%,88.10%,92.40%,95.70%
11,120,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202327,88.50%,88.50%,10.8,84.30%,93.50%,91.00%,85.00%
11,335,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,83.90%,71.00%,16.5,81.20%,85.50%,76.00%,90.30%
11,393,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,90.00%,91.50%,10.9,84.40%,95.10%,90.60%,89.90%
12,4435,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202327,90.60%,93.00%,12.1,93.20%,92.80%,84.50%,93.10%
12,659,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,89.30%,94.30%,13,86.20%,91.80%,89.20%,90.40%
12,710,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,89.40%,88.70%,11.9,83.90%,91.70%,92.60%,90.10%
2,1403,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,79.40%,69.70%,15.4,83.20%,78.60%,73.50%,81.40%
2,3874,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202327,84.50%,77.60%,12.1,76.10%,85.10%,89.60%,87.40%
2,3402,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,63.50%,54.90%,24.7,74.70%,60.30%,46.70%,71.40%
2,3709,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202327,91.00%,94.00%,12.4,91.60%,94.40%,92.20%,86.50%
2,5709,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,78.10%,87.60%,24.3,85.60%,86.10%,63.40%,74.00%
2,6998,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,80.10%,66.90%,14.3,84.80%,78.20%,73.90%,83.30%
2,1340,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,89.50%,92.40%,17.4,87.70%,93.70%,85.30%,91.20%
2,3118,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,87.20%,86.30%,12.5,86.30%,91.30%,81.80%,89.50%
2,3627,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,73.10%,58.80%,19,66.40%,59.60%,79.50%,87.30%
2,594,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,88.70%,91.10%,16,91.20%,95.00%,84.60%,84.30%
