Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
3004,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,79.70%,89.70%,17.7,88.60%,87.90%,60.10%,79.50%
5485,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,89.20%,96.10%,16.9,91.90%,93.60%,85.60%,85.80%
2063,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,86.30%,91.10%,14.5,93.80%,78.00%,82.60%,91.40%
2197,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,87.60%,91.20%,12.2,91.90%,87.90%,84.70%,85.90%
2541,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,13,82.80%,83.80%,11.8,89.50%,88.70%,77.40%,76.90%
1739,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,69.40%,71.10%,15.1,76.80%,65.00%,66.10%,67.90%
3838,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,8,72.80%,78.60%,19.3,92.70%,80.80%,55.50%,64.20%
5040,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,47,86.30%,84.80%,8.7,91.30%,87.30%,80.70%,86.40%
1883,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,83.70%,90.80%,15.1,88.70%,80.20%,84.80%,81.40%
2588,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,47,76.70%,78.50%,13.3,86.60%,73.70%,70.20%,77.50%
1863,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,79.70%,74.60%,18.9,77.90%,87.30%,79.90%,73.00%
1927,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,87.70%,94.60%,11.6,87.20%,84.90%,89.90%,88.80%
1839,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,84.50%,85.60%,16.8,91.60%,88.30%,80.10%,77.90%
2266,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,89.70%,88.50%,13.1,92.00%,89.30%,89.50%,88.00%
2362,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,86.70%,92.70%,13.4,89.00%,92.40%,85.00%,79.60%
4255,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,88.40%,80.10%,16.2,94.90%,88.20%,85.70%,84.70%
4285,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,10,72.90%,75.40%,17.4,85.20%,69.40%,77.00%,57.60%
1894,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,88.70%,94.10%,13,96.70%,89.40%,88.60%,83.50%
2149,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,87.90%,94.40%,12.5,92.80%,91.00%,82.40%,85.70%
3262,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,84.90%,88.90%,12.6,87.90%,81.20%,88.60%,80.80%
3581,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,86.20%,93.20%,12,87.30%,88.20%,88.60%,81.20%
1247,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,89.20%,96.00%,10.8,93.90%,89.90%,88.50%,84.90%
1302,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,91.60%,96.30%,10.9,96.70%,96.60%,87.30%,88.30%
2244,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,80.00%,90.90%,16.4,87.30%,76.70%,75.90%,80.70%
234,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,69.50%,73.40%,21.1,72.80%,64.50%,71.90%,68.70%
560,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,88.80%,94.10%,12.7,87.10%,87.00%,91.60%,89.70%
2857,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,83.60%,90.60%,18.9,84.80%,84.70%,84.40%,81.00%
573,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,83.90%,80.00%,16.4,86.10%,81.10%,81.90%,86.80%
1014,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,85.20%,89.60%,13,88.70%,84.30%,79.70%,88.00%
1094,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,31,45.10%,67.70%,34,34.10%,52.50%,48.50%,43.70%
4553,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,71.70%,77.70%,22.5,67.90%,64.00%,73.80%,80.50%
4590,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,86.10%,87.30%,12.2,87.30%,91.60%,78.90%,86.20%
2490,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,21,68.80%,76.90%,12.9,72.60%,72.00%,59.10%,71.10%
2855,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,8,85.80%,80.60%,13.7,86.50%,82.30%,84.40%,89.90%
2955,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,75.40%,83.20%,16.5,79.30%,72.40%,77.20%,72.90%
2442,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,86.00%,86.10%,8.7,85.70%,87.60%,86.70%,84.10%
5207,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,79.90%,71.80%,13.1,84.20%,82.20%,76.00%,77.10%
379,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,83.50%,73.60%,17.1,85.00%,91.90%,74.10%,83.30%
2221,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,84.50%,87.80%,16.3,83.00%,86.10%,78.90%,89.90%
21,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,88.80%,86.50%,16.3,92.40%,93.10%,87.50%,82.10%
101,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,87.90%,87.30%,17.5,93.40%,89.10%,82.00%,86.90%
1161,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,77.10%,72.50%,14.8,66.20%,82.80%,87.00%,72.70%
1188,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,72.50%,75.60%,26.6,69.60%,65.70%,79.50%,75.00%
1265,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,76.70%,90.80%,20.6,74.90%,71.40%,84.50%,75.90%
313,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,88.60%,88.40%,12.2,92.20%,90.30%,90.20%,82.00%
1177,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,84.40%,90.90%,17.2,82.10%,82.50%,88.60%,84.20%
1514,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,88.90%,82.30%,12,89.00%,87.80%,89.60%,89.10%
2213,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,23,77.30%,80.60%,20.1,77.60%,78.30%,78.30%,74.90%
2694,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,79.20%,81.20%,16.8,87.30%,78.80%,73.70%,77.50%
5150,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,77.20%,84.10%,15.7,78.70%,70.00%,80.30%,80.30%
201,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,77.00%,81.70%,21.6,96.50%,83.30%,69.70%,60.50%
328,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,9,90.50%,98.80%,11.3,92.80%,88.50%,86.20%,93.90%
361,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,82.40%,84.80%,13.9,90.50%,86.80%,76.20%,77.60%
1071,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,7,87.80%,92.10%,14.8,92.90%,92.20%,79.00%,87.30%
1490,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,84.80%,92.60%,12.7,91.40%,88.10%,79.40%,81.00%
1955,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,77.80%,84.90%,15.7,93.80%,83.40%,60.90%,73.30%
5398,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,85.40%,90.60%,15.1,93.60%,91.00%,80.80%,77.50%
882,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,83.10%,80.00%,13.9,76.60%,77.40%,87.90%,93.30%
1971,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,84.60%,87.70%,15.1,89.10%,86.10%,82.80%,81.00%
3534,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,15,91.40%,96.60%,10.4,95.10%,97.40%,87.30%,86.10%
2335,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,85.80%,88.40%,11.3,82.90%,89.90%,85.70%,84.40%
3857,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,85.50%,80.80%,11.9,85.60%,80.70%,89.40%,85.90%
1515,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,82.40%,81.50%,12.6,84.20%,82.30%,77.80%,84.60%
1394,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,78.50%,70.90%,15.7,92.00%,86.30%,66.90%,71.10%
2828,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,67.00%,77.60%,17.9,90.50%,74.20%,60.70%,47.40%
2452,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,15,83.50%,89.10%,18,91.40%,83.70%,78.40%,80.90%
2658,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,78.80%,79.70%,14.4,87.90%,86.50%,75.70%,66.80%
5438,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,83.30%,89.20%,14.4,81.80%,90.90%,83.20%,77.00%
1679,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,84.30%,81.10%,12.6,92.40%,82.80%,78.60%,84.10%
5127,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,72.80%,70.90%,13.2,80.90%,68.20%,69.20%,73.20%
1453,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,88.70%,92.90%,10.8,93.10%,89.80%,84.80%,87.10%
1407,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,45,90.20%,90.70%,10.6,91.30%,90.90%,85.90%,93.30%
3502,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,69.30%,74.80%,25.2,80.10%,75.90%,57.20%,65.30%
3571,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,3,86.80%,78.70%,16.1,94.20%,89.90%,75.60%,87.10%
2124,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,87.80%,86.80%,13.2,89.40%,83.30%,89.90%,88.40%
3783,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,77.90%,90.60%,19.5,86.60%,72.70%,78.80%,74.50%
5104,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,18,65.10%,82.20%,24.7,73.00%,37.00%,70.00%,75.70%
5409,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,45,82.80%,87.30%,13.8,87.50%,84.50%,81.00%,78.80%
2447,,Scheduled Delivery Express,Executive Review,-,Store Focus,202335,15,68.10%,99.30%,10.4,,63.50%,67.40%,73.30%
2447,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,83.40%,96.60%,17.4,89.00%,75.80%,80.00%,89.20%
3894,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,88.00%,92.60%,12.6,85.80%,88.70%,89.00%,88.10%
1665,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,43,87.20%,85.80%,15.6,90.20%,81.50%,85.20%,92.20%
1547,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,86.30%,88.20%,14.4,88.60%,91.10%,83.00%,83.10%
1962,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,80.90%,76.80%,14.4,85.40%,72.40%,79.80%,85.00%
2339,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,88.40%,94.90%,14.3,93.30%,90.80%,88.00%,81.40%
3851,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,8,87.50%,86.70%,13.3,93.40%,88.20%,86.50%,81.40%
1294,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,10,79.60%,82.60%,17.3,81.90%,78.70%,75.50%,81.20%
1564,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,43,83.60%,91.30%,13.6,88.00%,81.80%,81.60%,83.70%
3486,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,79.90%,82.10%,14.3,81.10%,77.90%,84.70%,76.80%
2726,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,19,86.70%,86.80%,15.2,85.90%,88.60%,85.10%,87.00%
5466,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,84.30%,74.60%,17.7,87.10%,83.70%,80.80%,85.60%
853,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,90.50%,93.30%,11.7,93.40%,90.30%,86.60%,91.90%
934,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,21,77.90%,68.30%,17.2,91.40%,75.30%,53.00%,91.10%
1212,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,13,86.60%,85.70%,11.3,88.70%,82.70%,86.10%,89.60%
483,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,90.90%,96.00%,14.5,89.00%,89.50%,89.60%,95.50%
930,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,82.80%,90.50%,14.9,79.00%,78.60%,83.90%,89.50%
938,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,5,88.80%,87.60%,12.9,87.10%,91.60%,83.70%,92.30%
5348,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,6,83.30%,88.00%,17.5,90.80%,88.20%,66.80%,88.40%
1481,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,74.20%,76.80%,21.4,84.00%,66.90%,61.90%,85.10%
2111,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,86.80%,89.30%,13.5,85.50%,85.30%,86.90%,89.50%
4504,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,69.20%,76.90%,17.5,70.90%,58.70%,71.20%,77.00%
1077,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,45,87.90%,88.70%,11.6,87.10%,89.20%,89.20%,86.00%
1223,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,43,85.40%,77.70%,13.1,84.50%,86.50%,88.70%,81.70%
1408,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,81.30%,83.90%,17.7,79.10%,80.30%,78.20%,87.00%
3307,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,14,93.50%,82.80%,8.4,96.60%,93.80%,97.00%,82.20%
4427,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,87.40%,91.70%,13.7,83.10%,89.10%,90.10%,87.40%
4520,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,85.60%,85.40%,13.6,83.40%,85.50%,86.50%,87.20%
562,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,84.90%,91.50%,14.6,86.90%,84.10%,87.80%,80.70%
1158,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,30,80.40%,85.40%,15.9,83.10%,78.10%,82.20%,78.40%
1711,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,84.60%,97.10%,14.5,91.30%,80.50%,84.50%,82.60%
301,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,19,80.00%,91.00%,20.7,95.80%,77.00%,73.80%,73.30%
2713,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,30,88.30%,90.20%,14.1,88.30%,80.90%,94.70%,89.60%
730,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,10,86.80%,84.20%,11.8,83.80%,90.90%,87.60%,84.80%
1284,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,44,88.80%,95.40%,17.3,89.00%,87.30%,90.50%,88.60%
4283,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,93.40%,96.70%,13.9,96.80%,88.60%,92.10%,96.60%
5363,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,26,90.10%,92.80%,13.7,90.20%,85.90%,95.10%,89.70%
1390,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,24,89.10%,88.30%,16.2,94.40%,87.70%,96.20%,78.10%
5218,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,16,76.70%,83.40%,22.7,85.20%,74.80%,90.20%,48.60%
1960,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.10%,96.20%,14.1,93.20%,92.70%,91.80%,87.10%
2627,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,91.00%,95.60%,13.1,92.90%,93.40%,93.90%,84.00%
5964,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,4,93.20%,97.80%,13.1,95.50%,96.00%,93.60%,87.50%
547,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,92.50%,90.80%,14,95.00%,90.10%,96.90%,88.30%
779,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,13,90.30%,89.60%,14.1,90.00%,90.00%,94.00%,87.40%
1245,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,91.00%,94.30%,17.8,94.50%,94.10%,89.40%,86.50%
3463,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,75.50%,79.50%,21.9,68.30%,73.30%,88.60%,72.90%
800,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,93.30%,97.40%,10.3,91.60%,96.20%,96.40%,89.00%
613,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,11,93.00%,95.10%,12.3,92.90%,93.50%,96.20%,89.70%
1182,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,26,91.80%,94.70%,17.5,95.30%,95.00%,96.20%,79.70%
889,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,5,87.40%,87.30%,12,93.80%,81.70%,89.90%,84.10%
899,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.60%,97.70%,11.1,91.10%,92.80%,91.30%,89.60%
1072,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,13,87.70%,83.10%,14.3,89.90%,91.10%,89.10%,81.30%
2615,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.60%,94.40%,12.7,90.00%,91.60%,94.90%,84.70%
5797,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,5,92.10%,91.90%,12.7,92.40%,89.50%,93.60%,93.20%
593,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,8,93.80%,96.80%,14.1,88.20%,94.20%,95.40%,97.10%
639,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,14,82.40%,97.40%,15.7,76.80%,80.40%,89.90%,82.40%
864,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,11,77.80%,81.80%,14.6,83.40%,76.10%,69.60%,82.30%
697,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,89.70%,92.80%,12.8,99.10%,95.60%,97.20%,68.40%
1081,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,68.50%,68.80%,29,89.00%,66.50%,67.80%,51.70%
1847,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,92.10%,92.80%,14.7,90.10%,97.70%,98.50%,82.80%
4368,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.20%,93.10%,15.4,98.70%,99.20%,99.30%,60.40%
5326,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,13,90.50%,79.90%,14.1,91.10%,89.40%,89.40%,92.30%
767,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,7,87.00%,87.20%,14.9,96.80%,91.20%,90.90%,61.10%
1225,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,7,93.50%,97.40%,10.8,96.10%,95.40%,94.00%,88.80%
5198,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,8,84.50%,82.20%,14.2,86.50%,92.20%,68.60%,100.00%
3835,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,91.50%,89.80%,13.4,95.00%,91.20%,95.10%,85.00%
741,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,6,90.90%,96.70%,11.3,89.70%,91.30%,92.70%,90.00%
1318,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,75.80%,69.30%,20.1,82.40%,75.10%,72.10%,73.80%
680,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,89.80%,98.80%,10.9,86.00%,91.90%,87.50%,93.90%
2310,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,88.30%,93.80%,12,92.40%,89.70%,85.30%,86.30%
1080,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,2,88.90%,93.00%,11.3,96.70%,87.40%,86.40%,85.40%
2496,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,13,84.80%,83.60%,12.1,89.00%,83.80%,80.20%,85.50%
182,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,45,89.70%,88.80%,14.1,95.30%,90.20%,86.50%,87.80%
699,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,8,87.90%,91.40%,13.1,84.00%,88.30%,89.20%,90.50%
175,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,45,88.80%,85.20%,12.1,90.70%,85.60%,89.40%,89.30%
848,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,84.60%,80.70%,15,86.70%,78.60%,90.20%,83.90%
335,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,47,88.50%,96.40%,13,88.60%,89.40%,88.10%,87.60%
3599,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,81.70%,85.30%,14.3,88.30%,79.30%,79.10%,80.50%
332,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,90.30%,95.60%,11,88.30%,93.20%,89.60%,89.90%
434,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,6,76.90%,59.40%,17.1,76.00%,82.80%,79.10%,70.80%
673,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.50%,84.80%,11,93.00%,93.80%,87.00%,92.70%
3495,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,8,90.00%,89.60%,15.2,89.10%,90.90%,90.60%,89.30%
656,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,3,87.10%,95.50%,13.4,89.70%,88.10%,85.70%,85.10%
671,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,2,79.40%,81.80%,16.8,90.00%,67.80%,84.40%,77.00%
659,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,47,90.60%,96.30%,11,92.50%,87.90%,91.50%,90.50%
710,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,47,84.70%,87.90%,13.3,82.50%,86.70%,82.80%,86.40%
764,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,9,87.10%,78.90%,13.4,96.00%,88.70%,81.60%,81.80%
660,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,13,92.40%,97.30%,12.5,94.90%,95.70%,88.70%,91.10%
875,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,14,83.10%,91.60%,13.1,87.20%,77.50%,84.00%,84.40%
2720,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,85.30%,83.10%,13.2,85.00%,83.60%,86.60%,86.10%
1340,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,44,90.40%,93.70%,16.1,92.50%,87.20%,90.30%,91.70%
3118,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,84.30%,91.70%,12.4,86.90%,82.80%,83.60%,84.20%
510,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,90.50%,89.10%,10.6,90.30%,89.90%,85.70%,96.20%
594,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,49,92.30%,98.70%,11.9,92.40%,92.70%,89.80%,94.40%
787,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,48,92.60%,97.00%,13.9,95.80%,86.60%,94.00%,94.50%
855,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,90.40%,94.80%,12.7,95.20%,92.70%,84.60%,87.60%
459,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,8,89.10%,92.90%,10.3,88.80%,91.90%,84.10%,91.00%
780,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,8,90.30%,91.80%,18.3,91.90%,92.30%,89.50%,87.40%
4558,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202335,10,88.90%,91.30%,12.7,94.60%,84.80%,90.20%,86.60%
5267,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,8,81.10%,79.00%,8.8,95.60%,73.80%,74.10%,80.70%
1070,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202335,5,84.10%,73.90%,10.4,81.40%,76.60%,91.80%,86.50%
1403,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,9,83.90%,73.70%,13,79.70%,85.80%,87.60%,82.90%
3874,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,28,85.40%,75.30%,10.5,81.60%,73.20%,95.10%,92.30%
1766,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,89.20%,88.80%,11.6,89.30%,89.60%,88.80%,89.00%
3621,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,48,79.70%,86.80%,10.3,92.90%,70.50%,76.60%,78.00%
3741,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,78.20%,89.50%,14.4,80.60%,74.00%,70.40%,86.80%
3069,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202335,1,83.30%,82.30%,12.1,89.90%,80.50%,81.50%,81.30%
3609,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202335,6,91.40%,90.90%,13.5,94.40%,84.40%,93.10%,95.10%
3709,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,49,87.80%,97.90%,10.6,89.10%,86.50%,89.00%,86.70%
6998,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202335,48,73.40%,70.40%,14.3,81.50%,56.60%,67.90%,87.10%
754,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202335,42,79.10%,68.60%,16.4,96.70%,63.30%,69.30%,82.90%
