Market,Store,Store Type,Shipped Devices ,
488,3104,WNM,2,
488,4380,WNM,2,
488,4441,WNM,2,
488,4546,WNM,2,
488,4560,WNM,2,
488,5704,WNM,2,
488,5758,WNM,2,
488,5759,WNM,2,
488,6967,WNM,2,
488,7299,WNM,3,
548,2391,WNM,2,
548,3013,WNM,2,
548,3161,WNM,2,
548,4141,WNM,3,
548,4667,WNM,2,
548,5221,WNM,2,
548,5654,WNM,2,
548,5670,WNM,3,
548,5831,WNM,3,
548,6207,WNM,4,
549,525,WNM,3,
549,2944,WNM,3,
549,5005,WNM,2,
549,5816,WNM,2,
549,5817,WNM,2,
549,5818,WNM,2,
549,5819,WNM,2,
549,5820,WNM,2,
559,3617,WNM,2,
559,3817,WNM,2,
559,4159,WNM,2,
559,5255,WNM,2,
559,5741,WNM,3,
559,5760,WNM,2,
559,5846,WNM,2,
559,5875,WNM,2,
559,5988,WNM,3,
559,6149,WNM,2,
559,6548,WNM,2,
29,605,SUP,4,
29,606,W/M,2,
29,635,SUP,4,
29,1011,SUP,5,
29,2860,SUP,4,
29,4556,SUP,3,
283,2258,W/M,4,
197,1790,SUP,6,
197,2631,SUP,4,
197,2872,SUP,5,
197,2912,SUP,7,
197,3336,SUP,7,
197,3476,SUP,6,
197,4383,SUP,6,
197,5761,SUP,4,
197,5842,SUP,6,
200,1791,SUP,5,
200,1923,SUP,5,
200,1942,SUP,7,
200,2102,SUP,4,
200,2238,SUP,5,
200,2493,SUP,4,
200,2567,SUP,6,
200,3328,SUP,4,
200,3453,SUP,7,
200,3458,SUP,4,
200,3876,SUP,5,
200,5386,SUP,3,
201,1540,SUP,3,
201,2010,SUP,6,
201,2061,SUP,5,
201,2062,SUP,5,
201,2678,SUP,7,
201,3436,SUP,4,
201,4439,SUP,4,
201,5064,SUP,5,
201,5065,SUP,4,
201,5280,SUP,5,
202,1593,SUP,5,
202,1642,SUP,5,
202,1771,SUP,4,
202,1809,SUP,5,
202,1836,SUP,6,
202,2080,SUP,5,
202,2620,SUP,2,
202,3791,SUP,3,
202,5160,SUP,6,
202,5411,SUP,4,
202,5472,SUP,5,
203,1423,SUP,4,
203,1733,SUP,4,
203,1754,SUP,5,
203,2618,SUP,6,
203,2700,SUP,4,
203,2866,W/M,3,
203,2867,W/M,3,
203,2869,SUP,7,
203,4540,SUP,4,
203,5048,SUP,6,
203,5893,SUP,5,
204,1422,SUP,4,
204,1428,SUP,7,
204,1432,SUP,5,
204,1719,SUP,5,
204,1752,SUP,5,
204,2014,SUP,5,
204,2619,SUP,8,
204,2644,SUP,6,
204,5097,SUP,5,
204,5159,SUP,5,
204,5376,SUP,4,
205,1592,SUP,6,
205,1611,SUP,6,
205,1798,SUP,5,
205,1928,SUP,5,
205,1987,SUP,5,
205,2273,SUP,6,
205,2354,SUP,4,
205,2693,SUP,8,
205,3632,SUP,4,
205,3726,SUP,8,
205,4243,SUP,7,
206,2558,W/M,3,
206,2559,SUP,5,
206,2692,SUP,5,
206,2873,SUP,5,
206,2959,SUP,5,
206,3487,SUP,5,
206,4424,SUP,5,
206,4660,SUP,4,
206,5844,SUP,5,
239,1480,SUP,3,
239,1665,SUP,7,
239,1728,SUP,7,
239,1729,SUP,4,
239,1745,SUP,7,
239,1758,SUP,6,
239,2388,SUP,4,
239,3747,SUP,7,
246,854,SUP,5,
246,1329,SUP,4,
246,1547,SUP,6,
246,1962,SUP,6,
246,2339,SUP,6,
246,2771,SUP,4,
246,3851,SUP,7,
247,1294,SUP,5,
247,1304,SUP,6,
247,1378,SUP,6,
247,1425,SUP,4,
247,1566,SUP,5,
247,1639,SUP,4,
247,1667,SUP,5,
247,1978,SUP,8,
247,2311,SUP,6,
247,2679,SUP,5,
247,4399,SUP,6,
248,1388,SUP,5,
248,1419,SUP,5,
248,1570,SUP,7,
248,1647,SUP,5,
248,1709,SUP,6,
248,1804,SUP,6,
248,2819,SUP,5,
248,4230,SUP,6,
248,4231,SUP,4,
248,5025,SUP,7,
243,922,SUP,6,
243,1033,SUP,6,
243,1142,SUP,8,
243,1157,SUP,4,
243,1160,SUP,7,
243,1180,SUP,4,
243,1327,SUP,6,
243,1476,SUP,6,
243,2691,SUP,6,
243,7087,SUP,5,
249,884,SUP,7,
249,1141,SUP,8,
249,1459,SUP,6,
249,1580,SUP,5,
249,2787,SUP,5,
249,3435,SUP,5,
249,3529,SUP,4,
249,5443,SUP,6,
249,5483,SUP,5,
251,828,SUP,7,
251,902,SUP,4,
251,995,SUP,6,
251,996,W/M,2,
251,1013,W/M,2,
251,1310,SUP,8,
251,1356,SUP,5,
251,1629,W/M,2,
251,1991,SUP,7,
251,4235,SUP,10,
251,4417,SUP,6,
482,923,SUP,7,
482,1275,SUP,3,
482,1518,SUP,4,
482,1557,SUP,6,
482,1601,SUP,6,
482,1655,SUP,5,
482,2786,SUP,7,
482,2788,SUP,6,
482,3781,SUP,3,
482,6476,SUP,4,
580,492,SUP,7,
580,617,W/M,2,
580,870,SUP,6,
580,1002,SUP,3,
580,1026,SUP,4,
580,1162,SUP,4,
580,1371,SUP,6,
580,2563,SUP,4,
580,4216,SUP,6,
196,1542,SUP,6,
196,1936,SUP,7,
196,2079,SUP,9,
196,2100,SUP,5,
196,2338,SUP,5,
196,2358,SUP,8,
196,2417,SUP,5,
196,2522,SUP,6,
436,2192,SUP,8,
18,1070,SUP,5,
18,1122,SUP,8,
18,1403,SUP,6,
18,2513,SUP,5,
18,2753,SUP,4,
18,3485,SUP,5,
18,3874,SUP,6,
18,4616,SUP,7,
18,5786,SUP,5,
18,5812,SUP,6,
19,745,SUP,4,
19,3201,SUP,6,
19,3401,SUP,6,
19,3402,SUP,5,
19,3609,SUP,4,
19,3709,SUP,5,
19,5709,SUP,6,
19,6998,SUP,5,
20,1184,SUP,6,
20,1340,SUP,5,
20,2475,SUP,5,
20,2584,SUP,4,
20,3067,SUP,4,
20,3118,SUP,4,
20,3188,SUP,4,
20,3710,SUP,5,
20,4472,SUP,4,
21,3,SUP,5,
21,510,SUP,4,
21,1111,SUP,5,
21,1121,SUP,5,
21,1363,SUP,4,
21,1400,SUP,6,
21,1701,W/M,2,
21,2811,SUP,6,
21,3627,SUP,4,
21,5482,SUP,3,
22,594,SUP,6,
22,722,SUP,7,
22,727,SUP,5,
22,787,SUP,7,
22,855,SUP,6,
22,856,SUP,7,
22,1047,SUP,6,
22,1488,SUP,6,
22,2732,SUP,5,
22,4409,SUP,6,
23,1181,SUP,6,
23,1578,SUP,7,
23,1766,SUP,4,
23,2360,SUP,6,
23,3205,SUP,5,
23,3621,SUP,4,
23,3741,SUP,6,
23,5390,SUP,5,
24,575,SUP,8,
24,878,SUP,5,
24,1314,SUP,6,
24,1373,SUP,4,
24,2154,SUP,5,
24,2941,SUP,4,
24,3462,SUP,5,
24,4185,SUP,5,
24,4436,SUP,6,
24,7185,SUP,6,
25,459,SUP,8,
25,520,SUP,7,
25,548,SUP,6,
25,780,SUP,6,
25,1720,SUP,5,
25,3388,SUP,4,
25,3389,SUP,5,
25,3786,SUP,6,
25,4558,SUP,6,
25,5252,SUP,6,
26,518,SUP,6,
26,615,SUP,7,
26,618,SUP,6,
26,937,SUP,5,
26,1586,SUP,5,
26,3403,SUP,10,
26,3471,SUP,8,
26,3611,SUP,5,
26,3748,SUP,8,
26,5275,SUP,8,
26,5814,SUP,5,
30,754,SUP,4,
30,1024,SUP,4,
30,1143,SUP,2,
30,1227,SUP,5,
30,1293,SUP,5,
30,1658,SUP,3,
30,2754,SUP,2,
30,3570,SUP,6,
30,4144,SUP,5,
30,5735,SUP,4,
32,555,SUP,4,
32,758,SUP,4,
32,907,SUP,5,
32,1076,SUP,5,
32,1153,SUP,4,
32,1367,SUP,6,
32,2733,SUP,4,
32,2890,SUP,5,
32,3750,SUP,7,
32,7246,SUP,3,
27,588,SUP,6,
27,843,SUP,2,
27,889,SUP,4,
27,899,SUP,5,
27,952,SUP,4,
27,1006,SUP,4,
27,1072,SUP,5,
27,2615,SUP,5,
27,5797,SUP,4,
27,7194,SUP,3,
27,7245,SUP,2,
28,556,SUP,5,
28,593,SUP,6,
28,639,SUP,6,
28,686,SUP,4,
28,836,SUP,6,
28,862,SUP,6,
28,864,SUP,5,
28,1018,SUP,3,
28,1061,SUP,3,
28,2630,SUP,6,
28,5392,SUP,4,
89,110,SUP,6,
89,705,SUP,7,
89,800,SUP,6,
89,942,SUP,10,
89,959,SUP,4,
89,2695,SUP,9,
89,2843,SUP,6,
89,4262,SUP,8,
89,5299,SUP,7,
93,538,SUP,5,
93,551,SUP,6,
93,697,SUP,9,
93,960,SUP,6,
93,1081,SUP,6,
93,1283,SUP,5,
93,1297,SUP,6,
93,1847,SUP,8,
93,3877,SUP,6,
93,4368,SUP,10,
93,5326,SUP,8,
94,563,SUP,8,
94,579,SUP,7,
94,582,SUP,8,
94,613,SUP,7,
94,857,SUP,6,
94,860,SUP,8,
94,1079,SUP,6,
94,1182,SUP,7,
94,1391,SUP,5,
94,3207,SUP,7,
94,3310,SUP,8,
98,928,SUP,8,
98,977,W/M,2,
98,1082,SUP,6,
98,1172,SUP,6,
98,1173,SUP,6,
98,1444,SUP,6,
98,3309,SUP,6,
98,3702,SUP,6,
98,4444,SUP,7,
98,5037,SUP,6,
98,5054,SUP,7,
101,767,SUP,7,
101,1083,SUP,8,
101,1090,SUP,6,
101,1205,SUP,8,
101,1219,SUP,5,
101,1225,SUP,5,
101,2626,SUP,3,
101,2920,SUP,8,
101,3308,SUP,8,
101,6978,SUP,7,
104,967,SUP,6,
104,988,SUP,8,
104,994,SUP,10,
104,1029,SUP,4,
104,1085,SUP,7,
104,1104,SUP,6,
104,1213,SUP,7,
104,3415,SUP,4,
104,3526,SUP,5,
104,5266,SUP,8,
104,5772,SUP,5,
111,1390,SUP,9,
111,1513,SUP,6,
111,1536,SUP,8,
111,1712,SUP,6,
111,2081,SUP,6,
111,2796,SUP,6,
111,3372,SUP,6,
111,4690,SUP,5,
111,5218,SUP,6,
112,1482,W/M,3,
112,1501,W/M,2,
112,1960,SUP,6,
112,2627,SUP,4,
112,2740,SUP,8,
112,3197,SUP,7,
112,3418,SUP,10,
112,4681,SUP,5,
112,5036,SUP,8,
112,5220,SUP,4,
112,5964,SUP,5,
114,547,SUP,7,
114,706,SUP,8,
114,713,W/M,2,
114,718,SUP,8,
114,725,SUP,9,
114,779,SUP,6,
114,925,W/M,3,
114,1245,SUP,8,
114,2387,SUP,9,
114,3463,SUP,6,
90,817,SUP,8,
90,908,SUP,6,
90,1086,SUP,8,
90,1220,SUP,7,
90,2881,SUP,8,
90,4332,SUP,8,
90,4365,SUP,6,
90,5214,SUP,5,
90,5250,SUP,7,
90,5420,SUP,6,
91,890,SUP,10,
91,943,SUP,10,
91,955,SUP,9,
91,1084,W/M,2,
91,1374,W/M,3,
91,3782,SUP,8,
91,4588,SUP,9,
91,5871,SUP,4,
91,5894,SUP,6,
92,174,SUP,8,
92,649,SUP,8,
92,771,SUP,6,
92,931,SUP,8,
92,956,W/M,3,
92,973,SUP,5,
92,974,SUP,8,
92,1068,SUP,6,
92,1702,SUP,6,
92,3538,SUP,7,
92,5455,SUP,8,
105,819,SUP,8,
105,987,SUP,6,
105,1119,W/M,3,
105,1957,SUP,4,
105,3417,SUP,4,
105,4063,SUP,3,
105,5034,SUP,6,
105,5055,SUP,6,
105,5347,SUP,6,
105,5391,SUP,6,
107,814,SUP,7,
107,929,SUP,6,
107,1087,SUP,8,
107,1436,SUP,4,
107,1541,SUP,8,
107,2176,SUP,4,
107,3348,SUP,6,
107,3527,SUP,6,
107,4260,SUP,6,
107,4446,SUP,6,
107,5301,SUP,5,
108,1387,SUP,8,
108,1398,SUP,5,
108,1517,SUP,4,
108,1589,SUP,3,
108,1916,SUP,7,
108,2789,SUP,7,
108,2962,SUP,8,
108,2963,SUP,6,
108,3858,SUP,5,
108,5882,SUP,4,
108,5911,SUP,3,
109,1349,SUP,6,
109,1845,SUP,6,
109,1851,SUP,7,
109,2151,SUP,6,
109,2591,SUP,6,
109,2946,SUP,7,
109,2987,SUP,5,
109,3625,SUP,6,
109,5325,SUP,4,
109,5932,SUP,6,
110,1680,SUP,3,
110,2091,SUP,8,
110,2727,SUP,6,
110,2814,SUP,5,
110,4161,SUP,2,
110,5671,SUP,5,
110,5854,SUP,4,
110,5912,SUP,4,
110,6397,SUP,5,
115,528,SUP,5,
115,666,SUP,7,
115,769,SUP,8,
115,1004,SUP,8,
115,1171,SUP,4,
115,2459,SUP,5,
115,3370,SUP,7,
115,3474,SUP,6,
115,3887,SUP,7,
115,5264,SUP,6,
115,5727,SUP,5,
116,580,SUP,5,
116,759,SUP,3,
116,859,SUP,6,
116,941,SUP,6,
116,968,SUP,7,
116,1203,SUP,10,
116,3347,SUP,8,
116,5035,SUP,8,
116,5300,SUP,10,
118,623,SUP,9,
118,721,SUP,6,
118,778,SUP,6,
118,811,SUP,3,
118,1874,SUP,5,
118,2237,SUP,5,
118,2484,SUP,5,
118,3349,SUP,6,
118,3387,SUP,7,
118,6190,SUP,5,
553,1511,SUP,6,
553,1590,SUP,8,
553,1996,SUP,2,
553,3163,SUP,6,
553,3235,SUP,8,
553,3311,SUP,5,
553,3397,SUP,9,
553,4303,SUP,5,
120,658,SUP,8,
120,669,SUP,6,
120,756,SUP,5,
120,1215,SUP,7,
120,1458,SUP,9,
120,2988,SUP,6,
120,5151,SUP,6,
120,5173,SUP,6,
16,494,SUP,6,
16,614,SUP,5,
16,932,SUP,6,
16,1112,SUP,4,
16,1284,SUP,6,
16,1311,SUP,6,
16,1338,SUP,5,
16,3461,SUP,4,
16,4200,SUP,5,
16,4283,SUP,7,
16,5363,SUP,5,
97,488,SUP,3,
97,858,SUP,4,
97,1077,SUP,5,
97,1223,SUP,4,
97,1375,SUP,5,
97,1408,SUP,5,
97,3307,SUP,5,
97,4427,SUP,4,
97,4520,SUP,4,
97,5172,SUP,5,
97,5422,SUP,4,
485,5695,WNM,4,
485,5697,WNM,2,
566,2488,WNM,2,
566,3185,WNM,2,
566,4188,WNM,2,
566,5059,WNM,3,
566,5716,WNM,3,
566,5925,WNM,2,
566,7342,WNM,2,
543,4586,WNM,2,
543,5776,WNM,3,
543,6165,WNM,3,
543,6166,WNM,2,
543,6323,WNM,4,
543,6849,WNM,2,
492,3593,WNM,2,
544,3184,WNM,2,
544,4504,WNM,3,
544,4672,WNM,2,
544,4691,WNM,2,
544,5062,WNM,3,
544,5100,WNM,2,
545,4210,WNM,2,
545,4357,WNM,3,
545,4582,WNM,3,
545,4648,WNM,2,
545,4657,WNM,2,
545,5098,WNM,2,
427,1627,SUP,6,
432,1965,SUP,8,
432,3150,SUP,7,
412,1632,SUP,8,
412,1696,SUP,5,
412,2957,SUP,5,
412,3758,SUP,2,
412,3761,SUP,3,
412,4244,SUP,4,
412,4246,SUP,4,
412,4253,SUP,4,
413,751,SUP,3,
413,1393,SUP,4,
413,1435,SUP,3,
413,1491,SUP,5,
413,1683,SUP,3,
413,1723,SUP,7,
413,1764,SUP,7,
413,2935,SUP,3,
413,3394,SUP,4,
413,3762,SUP,7,
413,4606,SUP,3,
414,581,SUP,4,
414,647,SUP,2,
414,748,SUP,4,
414,749,SUP,5,
414,892,SUP,8,
414,1389,SUP,4,
414,1732,SUP,2,
414,1787,SUP,4,
414,2764,SUP,5,
414,4256,SUP,6,
414,5748,SUP,8,
415,646,SUP,3,
415,750,SUP,4,
415,753,SUP,8,
415,841,W/M,2,
415,1496,SUP,8,
415,1506,SUP,3,
415,1509,SUP,3,
415,1528,SUP,6,
415,2004,SUP,5,
415,2716,SUP,7,
415,2889,SUP,6,
415,3630,SUP,8,
418,559,SUP,7,
418,784,SUP,4,
418,797,SUP,7,
418,985,SUP,4,
418,1241,SUP,9,
418,1285,SUP,6,
418,1431,SUP,6,
418,1475,SUP,3,
418,1621,SUP,3,
418,1721,SUP,5,
418,5115,SUP,10,
419,1447,SUP,8,
419,1609,SUP,7,
419,1634,SUP,6,
419,1654,SUP,8,
419,1757,SUP,7,
419,1929,SUP,8,
419,2367,SUP,5,
419,2937,SUP,5,
419,3233,SUP,5,
419,4849,SUP,4,
421,1415,SUP,4,
421,1470,SUP,9,
421,1473,SUP,4,
421,1722,SUP,4,
421,1738,SUP,6,
421,1858,SUP,4,
421,1865,SUP,2,
421,2820,SUP,4,
421,3760,SUP,3,
421,3806,SUP,4,
421,4374,SUP,5,
422,1861,SUP,5,
422,1864,SUP,4,
422,1952,SUP,5,
422,2087,SUP,5,
422,2643,SUP,4,
422,2882,SUP,5,
422,3364,SUP,4,
422,3404,SUP,4,
422,3498,SUP,4,
423,1472,SUP,5,
423,1786,W/M,4,
423,1855,SUP,4,
423,2198,SUP,4,
423,2448,SUP,6,
423,2642,SUP,6,
423,3513,SUP,6,
423,5089,W/M,2,
423,5977,SUP,4,
423,5992,SUP,5,
424,1562,W/M,2,
424,1577,SUP,6,
424,1633,SUP,5,
424,1999,SUP,6,
424,2274,SUP,7,
424,2352,SUP,8,
424,3088,SUP,4,
424,3102,SUP,6,
424,3209,SUP,7,
424,3624,SUP,6,
424,5976,SUP,5,
426,810,SUP,7,
426,886,SUP,7,
426,1005,SUP,6,
426,1152,SUP,4,
426,1361,SUP,6,
426,1526,SUP,6,
426,1546,W/M,2,
426,1625,SUP,4,
426,2714,SUP,5,
426,3590,SUP,8,
253,143,SUP,6,
253,204,SUP,4,
253,282,SUP,4,
253,294,SUP,4,
253,430,SUP,5,
253,431,SUP,5,
253,491,SUP,10,
253,653,SUP,6,
253,655,SUP,6,
253,736,SUP,6,
253,3362,SUP,4,
254,257,SUP,3,
254,299,SUP,8,
254,333,SUP,5,
254,694,SUP,6,
254,701,SUP,10,
254,3363,SUP,8,
254,5236,SUP,7,
256,445,SUP,8,
256,760,W/M,2,
257,569,SUP,5,
257,711,SUP,10,
257,2654,SUP,3,
196,2545,SUP,6,
263,802,SUP,4,
263,958,SUP,6,
263,2532,SUP,6,
425,882,SUP,4,
425,913,SUP,4,
425,982,SUP,4,
425,1020,SUP,6,
425,1038,SUP,2,
425,1657,SUP,4,
425,1971,SUP,6,
425,2812,SUP,6,
425,3534,SUP,6,
425,4257,SUP,6,
435,1167,SUP,8,
435,1394,SUP,5,
435,1551,SUP,4,
435,2668,SUP,8,
435,2828,SUP,5,
435,3488,SUP,5,
435,4677,SUP,5,
435,5667,SUP,4,
435,5668,SUP,4,
435,5669,SUP,5,
436,1365,W/M,3,
436,1446,SUP,6,
436,1672,SUP,5,
436,1819,SUP,9,
436,2421,SUP,6,
436,3245,SUP,4,
436,4281,SUP,3,
436,5432,SUP,8,
438,965,SUP,6,
438,971,SUP,3,
438,979,SUP,4,
438,1007,SUP,4,
438,1202,SUP,7,
438,1277,SUP,4,
438,1669,SUP,7,
438,1679,SUP,7,
438,5127,SUP,4,
438,5373,SUP,9,
438,5397,SUP,6,
439,1316,SUP,4,
439,1430,SUP,6,
439,1449,SUP,6,
439,1471,W/M,2,
439,1643,SUP,8,
439,1727,SUP,3,
439,1828,SUP,6,
439,1982,SUP,6,
439,2509,SUP,4,
439,2958,SUP,7,
439,2986,SUP,6,
440,1366,SUP,4,
440,1453,SUP,8,
440,1908,SUP,6,
440,1931,SUP,8,
440,2127,SUP,8,
440,2271,SUP,5,
440,2510,SUP,5,
440,2813,SUP,8,
440,3268,SUP,3,
440,3643,SUP,3,
440,5090,SUP,8,
441,847,SUP,4,
441,1138,W/M,4,
441,1176,SUP,6,
441,1267,SUP,5,
441,1274,SUP,3,
441,1305,SUP,6,
441,1396,SUP,5,
441,1799,SUP,5,
441,2335,SUP,5,
441,3505,SUP,5,
441,3857,SUP,3,
442,910,SUP,7,
442,1515,SUP,4,
442,1571,SUP,7,
442,1635,SUP,6,
442,1678,SUP,5,
442,1776,SUP,6,
442,3247,SUP,6,
442,3322,W/M,2,
442,3499,SUP,6,
444,1012,SUP,7,
444,1276,SUP,7,
444,1650,SUP,5,
444,2452,SUP,6,
444,2658,SUP,6,
444,3324,SUP,5,
444,3497,SUP,6,
444,5438,SUP,5,
444,5463,SUP,7,
444,6394,SUP,4,
141,501,SUP,6,
141,785,SUP,4,
141,816,SUP,5,
141,874,SUP,6,
141,887,SUP,5,
141,916,SUP,7,
141,954,SUP,3,
141,1025,SUP,6,
141,1168,SUP,6,
141,1192,SUP,4,
141,2717,SUP,6,
143,969,SUP,6,
143,970,SUP,8,
143,1066,SUP,6,
143,1088,SUP,4,
143,1195,SUP,7,
143,1260,SUP,6,
143,1346,SUP,8,
143,2715,SUP,8,
143,3528,SUP,5,
143,5079,SUP,7,
4,105,SUP,7,
4,114,SUP,3,
4,118,SUP,5,
4,153,SUP,2,
4,164,SUP,7,
4,176,W/M,2,
4,258,SUP,6,
4,273,SUP,4,
4,274,W/M,2,
4,303,SUP,2,
4,391,SUP,7,
11,287,SUP,7,
11,362,SUP,3,
11,425,SUP,2,
11,715,SUP,5,
11,731,SUP,4,
11,764,SUP,4,
11,1052,SUP,2,
11,2306,SUP,6,
136,155,SUP,2,
136,182,SUP,4,
136,347,SUP,2,
136,699,SUP,5,
136,707,SUP,6,
136,716,SUP,4,
136,1074,SUP,6,
136,1468,SUP,3,
136,1530,SUP,4,
137,394,SUP,5,
137,403,SUP,5,
137,409,SUP,5,
137,660,SUP,7,
137,661,SUP,7,
137,662,SUP,6,
137,766,SUP,7,
137,1100,SUP,4,
137,1124,SUP,5,
137,2690,SUP,4,
137,4187,SUP,7,
137,5703,SUP,7,
138,112,SUP,7,
138,115,SUP,4,
138,183,SUP,3,
138,205,SUP,2,
138,239,SUP,3,
138,305,SUP,3,
138,411,W/M,2,
138,495,SUP,6,
138,981,SUP,7,
138,1059,SUP,4,
138,1069,SUP,2,
138,1271,SUP,4,
140,365,SUP,5,
140,708,SUP,4,
140,875,SUP,4,
140,903,SUP,4,
140,1710,SUP,4,
140,2720,SUP,6,
140,2755,SUP,6,
140,2939,SUP,5,
140,3059,SUP,3,
140,3060,SUP,2,
140,6469,SUP,4,
144,848,SUP,6,
144,2846,SUP,6,
144,5419,SUP,5,
144,6964,SUP,4,
146,106,SUP,3,
146,410,SUP,8,
5,298,SUP,8,
5,306,SUP,6,
5,332,SUP,4,
5,375,SUP,4,
5,433,SUP,4,
5,434,SUP,5,
5,712,SUP,6,
5,5197,SUP,6,
5,6878,SUP,7,
5,7324,SUP,4,
1,853,SUP,6,
1,866,SUP,6,
1,904,SUP,5,
1,934,SUP,6,
1,991,SUP,6,
1,1212,SUP,6,
1,2748,SUP,9,
1,4333,SUP,6,
1,4581,SUP,6,
1,5174,SUP,6,
1,6173,SUP,5,
2,562,SUP,6,
2,670,SUP,9,
2,762,SUP,4,
2,1158,SUP,4,
2,1711,SUP,6,
2,2723,SUP,5,
2,5113,SUP,7,
2,7280,SUP,8,
3,300,SUP,5,
3,301,SUP,7,
3,315,SUP,5,
3,316,SUP,6,
3,681,SUP,6,
3,691,SUP,9,
3,1201,SUP,5,
3,2713,SUP,5,
3,3386,SUP,5,
3,5126,SUP,5,
7,604,SUP,6,
7,723,SUP,6,
7,734,SUP,6,
7,740,SUP,5,
7,1063,W/M,2,
7,1091,SUP,8,
7,1134,SUP,6,
7,1462,SUP,3,
7,1638,SUP,3,
7,2114,SUP,5,
7,2534,SUP,6,
8,424,SUP,6,
8,483,SUP,6,
8,700,SUP,5,
8,930,SUP,5,
8,938,SUP,4,
8,1101,SUP,7,
8,4318,SUP,8,
8,4407,SUP,6,
8,5348,SUP,4,
10,329,SUP,6,
10,355,SUP,4,
10,356,SUP,4,
10,432,SUP,4,
10,726,SUP,4,
10,730,SUP,4,
10,733,SUP,4,
10,809,SUP,8,
10,863,SUP,3,
10,1057,SUP,2,
13,423,SUP,5,
13,1229,SUP,5,
13,1481,SUP,5,
13,2111,SUP,6,
13,3271,SUP,6,
13,4330,SUP,7,
13,4497,SUP,4,
13,5262,SUP,5,
14,990,SUP,9,
14,1174,SUP,3,
14,1222,SUP,7,
14,1224,SUP,5,
14,1493,SUP,4,
14,1605,SUP,6,
14,1620,SUP,4,
14,2533,SUP,5,
14,2739,SUP,4,
14,2760,SUP,3,
14,3484,SUP,6,
14,3785,SUP,4,
14,7247,SUP,2,
15,818,SUP,8,
15,919,SUP,7,
15,944,SUP,6,
15,1032,SUP,5,
15,1207,SUP,5,
15,1362,SUP,10,
15,3075,SUP,5,
15,3119,SUP,8,
15,3439,SUP,8,
15,5845,SUP,7,
15,5872,SUP,8,
58,2979,WNM,3,
58,2981,WNM,2,
58,3043,WNM,3,
58,3135,WNM,2,
58,3341,WNM,2,
58,3392,WNM,2,
58,3419,WNM,3,
58,3594,WNM,2,
58,3653,WNM,2,
58,5613,WNM,3,
58,5614,WNM,2,
58,5624,WNM,3,
58,6578,WNM,3,
58,7251,WNM,3,
58,7347,WNM,2,
504,2995,WNM,2,
504,3199,WNM,2,
504,3287,WNM,2,
504,3521,WNM,3,
504,3574,WNM,2,
504,4104,WNM,3,
504,4453,WNM,3,
504,5657,WNM,2,
504,5963,WNM,4,
504,6078,WNM,2,
504,6851,WNM,2,
504,6966,WNM,3,
526,7229,WNM,2,
528,2835,WNM,2,
528,3449,WNM,2,
528,3450,WNM,2,
528,4056,WNM,2,
528,5224,WNM,2,
528,5226,WNM,2,
528,5290,WNM,2,
528,5490,WNM,2,
528,5715,WNM,3,
528,6098,WNM,2,
528,6159,WNM,2,
528,6459,WNM,2,
528,6786,WNM,2,
528,6850,WNM,2,
528,7220,WNM,2,
528,7311,WNM,2,
542,4114,WNM,3,
542,4193,WNM,2,
542,4367,WNM,2,
542,4371,WNM,3,
542,4373,WNM,3,
542,4605,WNM,3,
542,4674,WNM,3,
542,5700,WNM,3,
561,2397,WNM,3,
561,2433,WNM,2,
561,2975,WNM,2,
561,2976,WNM,2,
561,2977,WNM,3,
561,3015,WNM,2,
561,3204,WNM,2,
561,3530,WNM,2,
561,3870,WNM,3,
561,4046,WNM,2,
561,5824,WNM,2,
561,7224,WNM,2,
561,7232,WNM,2,
561,7240,WNM,3,
562,3452,WNM,2,
562,3509,WNM,2,
562,3542,WNM,2,
562,3579,WNM,2,
562,4465,WNM,2,
562,4466,WNM,2,
562,4468,WNM,2,
562,4618,WNM,3,
562,5094,WNM,2,
562,5353,WNM,3,
562,7309,WNM,2,
562,7357,WNM,2,
562,7361,WNM,2,
570,4464,WNM,3,
570,5702,WNM,2,
570,7349,WNM,4,
570,7362,WNM,2,
44,1455,SUP,6,
44,1801,SUP,6,
44,2978,SUP,6,
44,3285,SUP,4,
44,3631,SUP,6,
44,4279,SUP,6,
44,4503,SUP,5,
45,251,SUP,5,
45,265,SUP,5,
45,412,SUP,6,
45,516,SUP,5,
45,827,SUP,6,
45,1022,SUP,4,
45,1044,SUP,6,
45,2688,SUP,8,
45,3764,SUP,6,
45,6467,SUP,6,
48,220,SUP,9,
48,228,SUP,8,
48,353,SUP,5,
48,371,SUP,7,
48,590,SUP,8,
48,804,SUP,7,
48,963,SUP,8,
48,3431,SUP,7,
48,4509,SUP,8,
48,5359,SUP,10,
49,284,SUP,8,
49,471,SUP,5,
49,896,SUP,8,
49,3014,SUP,4,
49,3432,SUP,6,
49,3433,SUP,6,
49,5288,SUP,5,
49,5810,SUP,5,
50,807,SUP,7,
50,880,SUP,8,
50,1178,SUP,8,
50,2649,SUP,8,
50,2834,SUP,9,
50,3044,SUP,4,
50,3274,SUP,6,
50,5080,SUP,6,
50,5416,SUP,4,
51,202,SUP,4,
51,1117,SUP,5,
51,2918,SUP,5,
51,2973,SUP,4,
51,5210,SUP,8,
51,5672,SUP,6,
52,206,SUP,6,
52,467,SUP,7,
52,3286,SUP,7,
52,4627,SUP,6,
52,5211,SUP,8,
52,5311,SUP,8,
52,5707,SUP,8,
