Store Number,Market,Approved Installation Date,Planned Go-Live Date,Boxed Coin Delivery Date
1958,80,8/27/2024,8/28/2024,6/28/2024
3227,391,8/27/2024,8/28/2024,8/19/2024
3269,180,8/27/2024,8/28/2024,8/19/2024
5167,582,8/27/2024,8/28/2024,8/20/2024
823,345,8/27/2024,8/28/2024,8/20/2024
962,389,8/27/2024,8/28/2024,8/21/2024
1099,409,8/28/2024,8/29/2024,8/19/2024
1896,391,8/28/2024,8/29/2024,8/19/2024
2046,180,8/28/2024,8/29/2024,8/19/2024
2153,183,8/28/2024,8/29/2024,8/20/2024
2178,179,8/28/2024,8/29/2024,8/22/2024
2307,403,8/28/2024,8/29/2024,8/20/2024
2634,180,8/28/2024,8/29/2024,8/20/2024
2924,384,8/28/2024,8/29/2024,8/20/2024
3232,403,8/28/2024,8/29/2024,8/20/2024
395,80,8/28/2024,8/29/2024,7/1/2024
4696,582,8/28/2024,8/29/2024,8/20/2024
5270,582,8/28/2024,8/29/2024,8/20/2024
873,375,8/28/2024,8/29/2024,8/19/2024
1788,183,8/29/2024,8/30/2024,8/19/2024
1827,582,8/29/2024,8/30/2024,8/20/2024
1932,179,8/29/2024,8/30/2024,8/20/2024
2013,179,8/29/2024,8/30/2024,8/19/2024
2140,180,8/29/2024,8/30/2024,8/21/2024
2656,375,8/29/2024,8/30/2024,8/20/2024
397,80,8/29/2024,8/30/2024,7/1/2024
4068,582,8/29/2024,8/30/2024,8/20/2024
5123,391,8/29/2024,8/30/2024,8/19/2024
5763,403,8/29/2024,8/30/2024,8/20/2024
850,385,8/29/2024,8/30/2024,8/19/2024
986,388,8/29/2024,8/30/2024,8/21/2024
1954,183,8/30/2024,8/31/2024,8/19/2024
2143,179,8/30/2024,8/31/2024,8/19/2024
2183,180,8/30/2024,8/31/2024,8/22/2024
2293,585,8/30/2024,8/31/2024,8/19/2024
2511,582,8/30/2024,8/31/2024,8/20/2024
2659,183,8/30/2024,8/31/2024,8/21/2024
2763,569,8/30/2024,8/31/2024,7/1/2024
3208,582,8/30/2024,8/31/2024,8/20/2024
3423,385,8/30/2024,8/31/2024,8/20/2024
4208,401,8/30/2024,8/31/2024,8/20/2024
4335,391,8/30/2024,8/31/2024,8/19/2024
5076,179,8/30/2024,8/31/2024,8/19/2024
5235,403,8/30/2024,8/31/2024,8/20/2024
4676,570,8/30/2024,8/31/2024,8/19/2024
1200,391,8/31/2024,9/1/2024,8/26/2024
1856,179,8/31/2024,9/1/2024,8/26/2024
1868,180,8/31/2024,9/1/2024,8/26/2024
2047,179,8/31/2024,9/1/2024,8/26/2024
2202,180,8/31/2024,9/1/2024,8/26/2024
2207,403,8/31/2024,9/1/2024,8/27/2024
3620,403,8/31/2024,9/1/2024,8/26/2024
4438,582,8/31/2024,9/1/2024,8/27/2024
5049,380,8/31/2024,9/1/2024,8/26/2024
5350,403,8/31/2024,9/1/2024,8/27/2024
5809,80,8/31/2024,9/1/2024,6/28/2024
829,385,8/31/2024,9/1/2024,8/26/2024
3886,80,9/3/2024,9/4/2024,6/28/2024
458,78,9/3/2024,9/4/2024,7/1/2024
463,84,9/4/2024,9/5/2024,7/1/2024
5808,569,9/4/2024,9/5/2024,7/1/2024
3724,496,9/5/2024,9/6/2024,7/22/2024
5449,62,9/5/2024,9/6/2024,7/1/2024
595,569,9/5/2024,9/6/2024,7/1/2024
4466,562,9/6/2024,9/7/2024,6/18/2024
4577,542,9/6/2024,9/7/2024,7/16/2024
490,78,9/6/2024,9/7/2024,7/1/2024
864,28,9/6/2024,9/7/2024,7/22/2024
1316,439,9/9/2024,9/10/2024,8/30/2024
1592,205,9/9/2024,9/10/2024,
1749,183,9/9/2024,9/10/2024,9/4/2024
1931,440,9/9/2024,9/10/2024,9/4/2024
1936,196,9/9/2024,9/10/2024,9/3/2024
1994,187,9/9/2024,9/10/2024,9/3/2024
2192,436,9/9/2024,9/10/2024,9/2/2024
2228,154,9/9/2024,9/10/2024,9/2/2024
2332,181,9/9/2024,9/10/2024,
2358,196,9/9/2024,9/10/2024,
2504,188,9/9/2024,9/10/2024,9/2/2024
2530,181,9/9/2024,9/10/2024,9/2/2024
2639,181,9/9/2024,9/10/2024,9/3/2024
2644,204,9/9/2024,9/10/2024,
2681,180,9/9/2024,9/10/2024,9/4/2024
3019,490,9/9/2024,9/10/2024,
3127,490,9/9/2024,9/10/2024,9/2/2024
3268,440,9/9/2024,9/10/2024,9/4/2024
3824,585,9/9/2024,9/10/2024,9/2/2024
4734,585,9/9/2024,9/10/2024,
1366,440,9/10/2024,9/11/2024,8/30/2024
1798,205,9/10/2024,9/11/2024,
1908,440,9/10/2024,9/11/2024,8/30/2024
1984,154,9/10/2024,9/11/2024,9/2/2024
2055,183,9/10/2024,9/11/2024,9/4/2024
2079,196,9/10/2024,9/11/2024,8/30/2024
2100,196,9/10/2024,9/11/2024,
2224,181,9/10/2024,9/11/2024,9/2/2024
2351,188,9/10/2024,9/11/2024,9/2/2024
2398,183,9/10/2024,9/11/2024,9/4/2024
2424,187,9/10/2024,9/11/2024,9/2/2024
2510,440,9/10/2024,9/11/2024,9/4/2024
2758,181,9/10/2024,9/11/2024,9/3/2024
2892,376,9/10/2024,9/11/2024,9/2/2024
3126,490,9/10/2024,9/11/2024,
3334,187,9/10/2024,9/11/2024,
5097,204,9/10/2024,9/11/2024,
5334,376,9/10/2024,9/11/2024,9/2/2024
5376,204,9/10/2024,9/11/2024,
5957,585,9/10/2024,9/11/2024,
1698,183,9/11/2024,9/12/2024,9/4/2024
1752,204,9/11/2024,9/12/2024,
1946,187,9/11/2024,9/12/2024,
2097,188,9/11/2024,9/12/2024,9/2/2024
2125,380,9/11/2024,9/12/2024,9/2/2024
2127,440,9/11/2024,9/12/2024,8/30/2024
2130,183,9/11/2024,9/12/2024,9/4/2024
2138,181,9/11/2024,9/12/2024,9/4/2024
2289,154,9/11/2024,9/12/2024,9/3/2024
2417,196,9/11/2024,9/12/2024,
2522,196,9/11/2024,9/12/2024,8/30/2024
2682,181,9/11/2024,9/12/2024,9/3/2024
3128,490,9/11/2024,9/12/2024,
3313,376,9/11/2024,9/12/2024,
3632,205,9/11/2024,9/12/2024,9/4/2024
4403,187,9/11/2024,9/12/2024,9/2/2024
5090,440,9/11/2024,9/12/2024,8/30/2024
5159,204,9/11/2024,9/12/2024,
5444,436,9/11/2024,9/12/2024,9/4/2024
984,376,9/11/2024,9/12/2024,9/2/2024
1252,380,9/12/2024,9/13/2024,9/2/2024
1453,440,9/12/2024,9/13/2024,8/30/2024
1542,196,9/12/2024,9/13/2024,
1611,205,9/12/2024,9/13/2024,
1672,436,9/12/2024,9/13/2024,9/4/2024
1828,439,9/12/2024,9/13/2024,8/30/2024
2014,204,9/12/2024,9/13/2024,
2116,187,9/12/2024,9/13/2024,9/2/2024
2369,181,9/12/2024,9/13/2024,9/4/2024
2370,188,9/12/2024,9/13/2024,9/2/2024
2399,184,9/12/2024,9/13/2024,9/4/2024
2434,196,9/12/2024,9/13/2024,8/30/2024
2619,204,9/12/2024,9/13/2024,
3329,187,9/12/2024,9/13/2024,
3535,157,9/12/2024,9/13/2024,9/4/2024
3566,380,9/12/2024,9/13/2024,9/2/2024
3583,188,9/12/2024,9/13/2024,9/2/2024
4156,181,9/12/2024,9/13/2024,9/3/2024
4284,380,9/12/2024,9/13/2024,9/2/2024
4639,376,9/12/2024,9/13/2024,9/2/2024
1202,439,9/13/2024,9/14/2024,8/30/2024
1428,204,9/13/2024,9/14/2024,
1432,204,9/13/2024,9/14/2024,
1753,184,9/13/2024,9/14/2024,9/4/2024
1762,157,9/13/2024,9/14/2024,
1940,188,9/13/2024,9/14/2024,9/2/2024
1975,181,9/13/2024,9/14/2024,9/4/2024
1987,205,9/13/2024,9/14/2024,
1997,188,9/13/2024,9/14/2024,9/2/2024
2056,188,9/13/2024,9/14/2024,9/2/2024
2092,187,9/13/2024,9/14/2024,
2338,196,9/13/2024,9/14/2024,9/2/2024
2545,196,9/13/2024,9/14/2024,9/4/2024
3176,490,9/13/2024,9/14/2024,
3245,436,9/13/2024,9/14/2024,9/2/2024
3740,490,9/13/2024,9/14/2024,9/2/2024
4196,490,9/13/2024,9/14/2024,9/2/2024
4389,181,9/13/2024,9/14/2024,9/2/2024
5676,380,9/13/2024,9/14/2024,9/2/2024
1422,204,9/14/2024,9/15/2024,
1434,391,9/14/2024,9/15/2024,
1659,379,9/14/2024,9/15/2024,
1930,184,9/14/2024,9/15/2024,9/4/2024
2142,184,9/14/2024,9/15/2024,9/4/2024
2152,188,9/14/2024,9/15/2024,
2271,440,9/14/2024,9/15/2024,
2813,440,9/14/2024,9/15/2024,9/4/2024
2844,188,9/14/2024,9/15/2024,
5137,376,9/14/2024,9/15/2024,
905,379,9/14/2024,9/15/2024,
1446,436,9/16/2024,9/17/2024,
1677,189,9/16/2024,9/17/2024,
1733,203,9/16/2024,9/17/2024,
1806,189,9/16/2024,9/17/2024,
1918,156,9/16/2024,9/17/2024,
2102,200,9/16/2024,9/17/2024,
2155,156,9/16/2024,9/17/2024,
2222,157,9/16/2024,9/17/2024,
2234,189,9/16/2024,9/17/2024,
2729,378,9/16/2024,9/17/2024,
2869,203,9/16/2024,9/17/2024,
3328,200,9/16/2024,9/17/2024,
3404,422,9/16/2024,9/17/2024,
3513,423,9/16/2024,9/17/2024,
3549,184,9/16/2024,9/17/2024,
3643,440,9/16/2024,9/17/2024,
4288,379,9/16/2024,9/17/2024,9/2/2024
4747,490,9/16/2024,9/17/2024,9/2/2024
5370,379,9/16/2024,9/17/2024,
5498,187,9/16/2024,9/17/2024,
1231,379,9/17/2024,9/18/2024,9/2/2024
1719,204,9/17/2024,9/18/2024,
1855,423,9/17/2024,9/18/2024,
1907,184,9/17/2024,9/18/2024,
1923,200,9/17/2024,9/18/2024,
1952,422,9/17/2024,9/18/2024,
2093,189,9/17/2024,9/18/2024,
2146,189,9/17/2024,9/18/2024,
2225,161,9/17/2024,9/18/2024,
2421,436,9/17/2024,9/18/2024,
2444,189,9/17/2024,9/18/2024,
2867,203,9/17/2024,9/18/2024,
2903,157,9/17/2024,9/18/2024,
3409,156,9/17/2024,9/18/2024,
3867,379,9/17/2024,9/18/2024,
4243,205,9/17/2024,9/18/2024,
4281,436,9/17/2024,9/18/2024,
4653,381,9/17/2024,9/18/2024,
5497,187,9/17/2024,9/18/2024,
953,378,9/17/2024,9/18/2024,
1008,378,9/18/2024,9/19/2024,
1315,381,9/18/2024,9/19/2024,
1669,438,9/18/2024,9/19/2024,
1785,184,9/18/2024,9/19/2024,
1791,200,9/18/2024,9/19/2024,
1864,422,9/18/2024,9/19/2024,
1871,187,9/18/2024,9/19/2024,
1873,161,9/18/2024,9/19/2024,
1928,205,9/18/2024,9/19/2024,
2012,156,9/18/2024,9/19/2024,
2198,423,9/18/2024,9/19/2024,
2223,585,9/18/2024,9/19/2024,
2238,200,9/18/2024,9/19/2024,
2285,189,9/18/2024,9/19/2024,
2683,154,9/18/2024,9/19/2024,
2866,203,9/18/2024,9/19/2024,
2874,189,9/18/2024,9/19/2024,
4567,379,9/18/2024,9/19/2024,9/2/2024
5242,191,9/18/2024,9/19/2024,
5432,436,9/18/2024,9/19/2024,
1412,381,9/19/2024,9/20/2024,
1796,184,9/19/2024,9/20/2024,
1861,422,9/19/2024,9/20/2024,
1942,200,9/19/2024,9/20/2024,
2166,191,9/19/2024,9/20/2024,
2262,190,9/19/2024,9/20/2024,
2264,189,9/19/2024,9/20/2024,
2273,205,9/19/2024,9/20/2024,
2797,154,9/19/2024,9/20/2024,
2882,422,9/19/2024,9/20/2024,
2911,191,9/19/2024,9/20/2024,
3177,378,9/19/2024,9/20/2024,
3301,161,9/19/2024,9/20/2024,
3364,422,9/19/2024,9/20/2024,
3458,200,9/19/2024,9/20/2024,
4540,203,9/19/2024,9/20/2024,
5278,154,9/19/2024,9/20/2024,
5341,379,9/19/2024,9/20/2024,9/2/2024
5373,438,9/19/2024,9/20/2024,
980,378,9/19/2024,9/20/2024,
1045,379,9/20/2024,9/21/2024,9/2/2024
1562,424,9/20/2024,9/21/2024,
1754,203,9/20/2024,9/21/2024,
1819,436,9/20/2024,9/21/2024,
1831,191,9/20/2024,9/21/2024,
2057,184,9/20/2024,9/21/2024,
2087,422,9/20/2024,9/21/2024,
2120,190,9/20/2024,9/21/2024,
2135,190,9/20/2024,9/21/2024,
2174,154,9/20/2024,9/21/2024,
2366,160,9/20/2024,9/21/2024,
2386,154,9/20/2024,9/21/2024,
2581,191,9/20/2024,9/21/2024,
2643,422,9/20/2024,9/21/2024,
3453,200,9/20/2024,9/21/2024,
3726,205,9/20/2024,9/21/2024,
3876,200,9/20/2024,9/21/2024,
4471,381,9/20/2024,9/21/2024,
4599,378,9/20/2024,9/21/2024,
5051,378,9/20/2024,9/21/2024,
1447,419,9/23/2024,9/24/2024,
1457,381,9/23/2024,9/24/2024,
1543,430,9/23/2024,9/24/2024,
1757,419,9/23/2024,9/24/2024,
1778,382,9/23/2024,9/24/2024,
1781,190,9/23/2024,9/24/2024,
1891,162,9/23/2024,9/24/2024,
1926,191,9/23/2024,9/24/2024,
2184,160,9/23/2024,9/24/2024,
2480,226,9/23/2024,9/24/2024,
2618,203,9/23/2024,9/24/2024,
2692,206,9/23/2024,9/24/2024,
2693,205,9/23/2024,9/24/2024,
2854,162,9/23/2024,9/24/2024,
3088,424,9/23/2024,9/24/2024,
3476,197,9/23/2024,9/24/2024,
3560,160,9/23/2024,9/24/2024,
3624,424,9/23/2024,9/24/2024,
5033,378,9/23/2024,9/24/2024,
5732,190,9/23/2024,9/24/2024,
1577,424,9/24/2024,9/25/2024,
1604,430,9/24/2024,9/25/2024,
1835,190,9/24/2024,9/25/2024,
1884,226,9/24/2024,9/25/2024,
2170,162,9/24/2024,9/25/2024,
2354,205,9/24/2024,9/25/2024,
2367,419,9/24/2024,9/25/2024,
2373,161,9/24/2024,9/25/2024,
2608,382,9/24/2024,9/25/2024,
2631,197,9/24/2024,9/25/2024,
2700,203,9/24/2024,9/25/2024,
2885,161,9/24/2024,9/25/2024,
3209,424,9/24/2024,9/25/2024,
3332,191,9/24/2024,9/25/2024,
3778,381,9/24/2024,9/25/2024,
4660,206,9/24/2024,9/25/2024,
4849,419,9/24/2024,9/25/2024,
5095,163,9/24/2024,9/25/2024,
5240,190,9/24/2024,9/25/2024,
924,378,9/24/2024,9/25/2024,
1617,381,9/25/2024,9/26/2024,
1738,421,9/25/2024,9/26/2024,
1830,191,9/25/2024,9/26/2024,
1999,424,9/25/2024,9/26/2024,
2200,162,9/25/2024,9/26/2024,
2208,226,9/25/2024,9/26/2024,
2261,161,9/25/2024,9/26/2024,
2352,424,9/25/2024,9/26/2024,
2559,206,9/25/2024,9/26/2024,
2747,161,9/25/2024,9/26/2024,
2900,163,9/25/2024,9/26/2024,
2923,382,9/25/2024,9/26/2024,
2937,419,9/25/2024,9/26/2024,
3221,190,9/25/2024,9/26/2024,
3487,206,9/25/2024,9/26/2024,
3872,430,9/25/2024,9/26/2024,
4276,226,9/25/2024,9/26/2024,
4383,197,9/25/2024,9/26/2024,
5048,203,9/25/2024,9/26/2024,
5170,429,9/25/2024,9/26/2024,
1485,382,9/26/2024,9/27/2024,
1609,419,9/26/2024,9/27/2024,
1705,191,9/26/2024,9/27/2024,
1945,226,9/26/2024,9/27/2024,
1956,382,9/26/2024,9/27/2024,
1976,190,9/26/2024,9/27/2024,
1980,162,9/26/2024,9/27/2024,
2274,424,9/26/2024,9/27/2024,
2283,161,9/26/2024,9/27/2024,
2331,162,9/26/2024,9/27/2024,
2543,226,9/26/2024,9/27/2024,
2558,206,9/26/2024,9/27/2024,
2579,429,9/26/2024,9/27/2024,
2912,197,9/26/2024,9/27/2024,
2965,163,9/26/2024,9/27/2024,
4374,421,9/26/2024,9/27/2024,
4424,206,9/26/2024,9/27/2024,
5893,203,9/26/2024,9/27/2024,
5976,424,9/26/2024,9/27/2024,
7129,429,9/26/2024,9/27/2024,
1470,421,9/27/2024,9/28/2024,
1508,382,9/27/2024,9/28/2024,
1585,429,9/27/2024,9/28/2024,
1623,226,9/27/2024,9/28/2024,
1731,192,9/27/2024,9/28/2024,
1929,419,9/27/2024,9/28/2024,
1964,161,9/27/2024,9/28/2024,
2024,226,9/27/2024,9/28/2024,
2299,163,9/27/2024,9/28/2024,
2873,206,9/27/2024,9/28/2024,
2898,162,9/27/2024,9/28/2024,
2959,206,9/27/2024,9/28/2024,
2992,190,9/27/2024,9/28/2024,
3498,422,9/27/2024,9/28/2024,
4412,382,9/27/2024,9/28/2024,
5777,162,9/27/2024,9/28/2024,
5842,197,9/27/2024,9/28/2024,
5844,206,9/27/2024,9/28/2024,
5977,423,9/27/2024,9/28/2024,
867,429,9/27/2024,9/28/2024,
1423,203,9/30/2024,10/1/2024,
1593,202,9/30/2024,10/1/2024,
1633,424,9/30/2024,10/1/2024,
1634,419,9/30/2024,10/1/2024,
1813,192,9/30/2024,10/1/2024,
1858,421,9/30/2024,10/1/2024,
2062,201,9/30/2024,10/1/2024,
2107,195,9/30/2024,10/1/2024,
2144,173,9/30/2024,10/1/2024,
2232,163,9/30/2024,10/1/2024,
2259,383,9/30/2024,10/1/2024,
2326,194,9/30/2024,10/1/2024,
2448,423,9/30/2024,10/1/2024,
2585,173,9/30/2024,10/1/2024,
3280,192,9/30/2024,10/1/2024,
3545,163,9/30/2024,10/1/2024,
4247,383,9/30/2024,10/1/2024,
4625,491,9/30/2024,10/1/2024,
5472,202,9/30/2024,10/1/2024,
637,429,9/30/2024,10/1/2024,
1472,423,10/1/2024,10/2/2024,
1654,419,10/1/2024,10/2/2024,
1673,192,10/1/2024,10/2/2024,
1722,421,10/1/2024,10/2/2024,
1809,202,10/1/2024,10/2/2024,
1966,194,10/1/2024,10/2/2024,
2355,195,10/1/2024,10/2/2024,
2371,163,10/1/2024,10/2/2024,
2455,383,10/1/2024,10/2/2024,
2607,383,10/1/2024,10/2/2024,
2899,163,10/1/2024,10/2/2024,
2954,173,10/1/2024,10/2/2024,
5065,201,10/1/2024,10/2/2024,
5089,423,10/1/2024,10/2/2024,
5282,192,10/1/2024,10/2/2024,
5411,202,10/1/2024,10/2/2024,
5439,163,10/1/2024,10/2/2024,
5761,197,10/1/2024,10/2/2024,
652,406,10/1/2024,10/2/2024,
790,429,10/1/2024,10/2/2024,
1610,192,10/2/2024,10/3/2024,
1786,423,10/2/2024,10/3/2024,
1836,202,10/2/2024,10/3/2024,
1865,421,10/2/2024,10/3/2024,
2210,195,10/2/2024,10/3/2024,
2284,173,10/2/2024,10/3/2024,
2493,200,10/2/2024,10/3/2024,
2562,406,10/2/2024,10/3/2024,
2719,163,10/2/2024,10/3/2024,
2785,192,10/2/2024,10/3/2024,
2859,194,10/2/2024,10/3/2024,
2872,197,10/2/2024,10/3/2024,
3159,577,10/2/2024,10/3/2024,
3259,383,10/2/2024,10/3/2024,
3534,425,10/2/2024,10/3/2024,
3803,173,10/2/2024,10/3/2024,
4246,412,10/2/2024,10/3/2024,
5064,201,10/2/2024,10/3/2024,
7199,383,10/2/2024,10/3/2024,
799,406,10/2/2024,10/3/2024,
1214,406,10/3/2024,10/4/2024,
1632,412,10/3/2024,10/4/2024,
1872,383,10/3/2024,10/4/2024,
1971,425,10/3/2024,10/4/2024,
1993,195,10/3/2024,10/4/2024,
2043,194,10/3/2024,10/4/2024,
2147,383,10/3/2024,10/4/2024,
2567,200,10/3/2024,10/4/2024,
2642,423,10/3/2024,10/4/2024,
2897,173,10/3/2024,10/4/2024,
3336,197,10/3/2024,10/4/2024,
3543,173,10/3/2024,10/4/2024,
3562,577,10/3/2024,10/4/2024,
3760,421,10/3/2024,10/4/2024,
3842,192,10/3/2024,10/4/2024,
4597,195,10/3/2024,10/4/2024,
5030,207,10/3/2024,10/4/2024,
5280,201,10/3/2024,10/4/2024,
5294,173,10/3/2024,10/4/2024,
770,406,10/3/2024,10/4/2024,
1473,421,10/4/2024,10/5/2024,
1744,192,10/4/2024,10/5/2024,
1790,197,10/4/2024,10/5/2024,
1901,383,10/4/2024,10/5/2024,
1909,195,10/4/2024,10/5/2024,
2084,382,10/4/2024,10/5/2024,
2088,195,10/4/2024,10/5/2024,
2163,173,10/4/2024,10/5/2024,
2812,425,10/4/2024,10/5/2024,
3445,207,10/4/2024,10/5/2024,
3546,173,10/4/2024,10/5/2024,
3548,173,10/4/2024,10/5/2024,
3607,195,10/4/2024,10/5/2024,
419,406,10/4/2024,10/5/2024,
4253,412,10/4/2024,10/5/2024,
5160,202,10/4/2024,10/5/2024,
5386,200,10/4/2024,10/5/2024,
5447,176,10/4/2024,10/5/2024,
5992,423,10/4/2024,10/5/2024,
664,406,10/4/2024,10/5/2024,
1267,441,10/7/2024,10/8/2024,
1429,213,10/7/2024,10/8/2024,
1565,427,10/7/2024,10/8/2024,
1622,213,10/7/2024,10/8/2024,
1636,427,10/7/2024,10/8/2024,
1657,425,10/7/2024,10/8/2024,
1810,164,10/7/2024,10/8/2024,
2159,194,10/7/2024,10/8/2024,
2586,195,10/7/2024,10/8/2024,
2916,172,10/7/2024,10/8/2024,
3281,228,10/7/2024,10/8/2024,
369,406,10/7/2024,10/8/2024,
4439,201,10/7/2024,10/8/2024,
4570,164,10/7/2024,10/8/2024,
5360,228,10/7/2024,10/8/2024,
5397,438,10/7/2024,10/8/2024,
5471,213,10/7/2024,10/8/2024,
8331,171,10/7/2024,10/8/2024,
913,425,10/7/2024,10/8/2024,
993,407,10/7/2024,10/8/2024,
1138,441,10/8/2024,10/9/2024,
1448,213,10/8/2024,10/9/2024,
1567,427,10/8/2024,10/9/2024,
1913,207,10/8/2024,10/9/2024,
2061,201,10/8/2024,10/9/2024,
2104,164,10/8/2024,10/9/2024,
2156,171,10/8/2024,10/9/2024,
2547,164,10/8/2024,10/9/2024,
2597,228,10/8/2024,10/9/2024,
3420,172,10/8/2024,10/9/2024,
3514,228,10/8/2024,10/9/2024,
370,406,10/8/2024,10/9/2024,
4569,427,10/8/2024,10/9/2024,
5027,194,10/8/2024,10/9/2024,
5127,438,10/8/2024,10/9/2024,
5309,213,10/8/2024,10/9/2024,
5445,228,10/8/2024,10/9/2024,
558,407,10/8/2024,10/9/2024,
971,438,10/8/2024,10/9/2024,
982,425,10/8/2024,10/9/2024,
1038,425,10/9/2024,10/10/2024,
1539,213,10/9/2024,10/10/2024,
1679,438,10/9/2024,10/10/2024,
1695,427,10/9/2024,10/10/2024,
1959,164,10/9/2024,10/10/2024,
1986,213,10/9/2024,10/10/2024,
2033,427,10/9/2024,10/10/2024,
2064,226,10/9/2024,10/10/2024,
2335,441,10/9/2024,10/10/2024,
2405,194,10/9/2024,10/10/2024,
2540,229,10/9/2024,10/10/2024,
2561,228,10/9/2024,10/10/2024,
2620,202,10/9/2024,10/10/2024,
2915,171,10/9/2024,10/10/2024,
3155,491,10/9/2024,10/10/2024,
3429,228,10/9/2024,10/10/2024,
43,407,10/9/2024,10/10/2024,
4479,207,10/9/2024,10/10/2024,
5293,172,10/9/2024,10/10/2024,
882,425,10/9/2024,10/10/2024,
4626,491,10/10/2024,10/11/2024,8/21/2024
1020,425,10/10/2024,10/11/2024,
1277,438,10/10/2024,10/11/2024,
1628,213,10/10/2024,10/11/2024,
1642,202,10/10/2024,10/11/2024,
1973,194,10/10/2024,10/11/2024,
2008,229,10/10/2024,10/11/2024,
2164,194,10/10/2024,10/11/2024,
2278,228,10/10/2024,10/11/2024,
2604,174,10/10/2024,10/11/2024,
2613,213,10/10/2024,10/11/2024,
2637,164,10/10/2024,10/11/2024,
3469,175,10/10/2024,10/11/2024,
3648,427,10/10/2024,10/11/2024,
3857,441,10/10/2024,10/11/2024,
5029,207,10/10/2024,10/11/2024,
5202,171,10/10/2024,10/11/2024,
5806,412,10/10/2024,10/11/2024,
592,406,10/10/2024,10/11/2024,
958,263,10/10/2024,10/11/2024,
1176,441,10/11/2024,10/12/2024,
1282,407,10/11/2024,10/12/2024,
1445,213,10/11/2024,10/12/2024,
1534,427,10/11/2024,10/12/2024,
1545,412,10/11/2024,10/12/2024,
1949,194,10/11/2024,10/12/2024,
2080,202,10/11/2024,10/12/2024,
2090,174,10/11/2024,10/12/2024,
2674,228,10/11/2024,10/12/2024,
2909,228,10/11/2024,10/12/2024,
3253,228,10/11/2024,10/12/2024,
3443,577,10/11/2024,10/12/2024,
3809,213,10/11/2024,10/12/2024,
4184,502,10/11/2024,10/12/2024,
4257,425,10/11/2024,10/12/2024,
5028,207,10/11/2024,10/12/2024,
5281,175,10/11/2024,10/12/2024,
5991,491,10/11/2024,10/12/2024,
847,438,10/11/2024,10/12/2024,
979,438,10/11/2024,10/12/2024,
1430,439,10/14/2024,10/15/2024,
1449,439,10/14/2024,10/15/2024,
1471,439,10/14/2024,10/15/2024,
1556,266,10/14/2024,10/15/2024,
1618,238,10/14/2024,10/15/2024,
1649,427,10/14/2024,10/15/2024,
2083,320,10/14/2024,10/15/2024,
2318,231,10/14/2024,10/15/2024,
2365,174,10/14/2024,10/15/2024,
2664,231,10/14/2024,10/15/2024,
3291,174,10/14/2024,10/15/2024,
3292,176,10/14/2024,10/15/2024,
3436,201,10/14/2024,10/15/2024,
3499,442,10/14/2024,10/15/2024,
35,407,10/14/2024,10/15/2024,
3758,412,10/14/2024,10/15/2024,
4372,320,10/14/2024,10/15/2024,
484,411,10/14/2024,10/15/2024,
5201,175,10/14/2024,10/15/2024,
5385,207,10/14/2024,10/15/2024,
1416,207,10/15/2024,10/16/2024,
1576,238,10/15/2024,10/16/2024,
1627,427,10/15/2024,10/16/2024,
1643,444,10/15/2024,10/16/2024,
1776,442,10/15/2024,10/16/2024,
1982,439,10/15/2024,10/16/2024,
2003,174,10/15/2024,10/16/2024,
2252,168,10/15/2024,10/16/2024,
2276,238,10/15/2024,10/16/2024,
2509,439,10/15/2024,10/16/2024,
2833,320,10/15/2024,10/16/2024,
2894,320,10/15/2024,10/16/2024,
3228,231,10/15/2024,10/16/2024,
341,407,10/15/2024,10/16/2024,
3601,266,10/15/2024,10/16/2024,
3761,412,10/15/2024,10/16/2024,
3912,176,10/15/2024,10/16/2024,
5111,176,10/15/2024,10/16/2024,
5219,411,10/15/2024,10/16/2024,
5356,231,10/15/2024,10/16/2024,
1012,444,10/16/2024,10/17/2024,
1487,238,10/16/2024,10/17/2024,
1653,320,10/16/2024,10/17/2024,
1678,442,10/16/2024,10/17/2024,
1779,265,10/16/2024,10/17/2024,
2027,320,10/16/2024,10/17/2024,
2350,207,10/16/2024,10/17/2024,
2497,174,10/16/2024,10/17/2024,
26,411,10/16/2024,10/17/2024,
2633,175,10/16/2024,10/17/2024,
2663,231,10/16/2024,10/17/2024,
2817,238,10/16/2024,10/17/2024,
2958,439,10/16/2024,10/17/2024,
3078,175,10/16/2024,10/17/2024,
3233,419,10/16/2024,10/17/2024,
3324,444,10/16/2024,10/17/2024,
342,411,10/16/2024,10/17/2024,
4352,427,10/16/2024,10/17/2024,
5178,176,10/16/2024,10/17/2024,
5241,231,10/16/2024,10/17/2024,
1054,411,10/17/2024,10/18/2024,
1276,444,10/17/2024,10/18/2024,
1479,238,10/17/2024,10/18/2024,
1515,442,10/17/2024,10/18/2024,
1935,231,10/17/2024,10/18/2024,
1938,268,10/17/2024,10/18/2024,
2059,231,10/17/2024,10/18/2024,
2474,320,10/17/2024,10/18/2024,
2503,174,10/17/2024,10/18/2024,
2651,175,10/17/2024,10/18/2024,
2678,201,10/17/2024,10/18/2024,
2809,320,10/17/2024,10/18/2024,
2825,175,10/17/2024,10/18/2024,
2986,439,10/17/2024,10/18/2024,
378,411,10/17/2024,10/18/2024,
3875,427,10/17/2024,10/18/2024,
4244,412,10/17/2024,10/18/2024,
5077,577,10/17/2024,10/18/2024,
