Store Number,Market,Approved Installation Date,Planned Go-Live Date,Boxed Coin Delivery Date
4644,227,12/6/2024,12/7/2024,
5184,219,12/6/2024,12/7/2024,
5319,317,12/6/2024,12/7/2024,
5381,227,12/6/2024,12/7/2024,
5882,108,12/6/2024,12/7/2024,
653,253,12/6/2024,12/7/2024,
6967,488,12/6/2024,12/7/2024,
701,254,12/6/2024,12/7/2024,
1160,243,12/7/2024,12/8/2024,
1594,219,12/7/2024,12/8/2024,
1750,222,12/7/2024,12/8/2024,
1885,229,12/7/2024,12/8/2024,
1990,217,12/7/2024,12/8/2024,
2078,216,12/7/2024,12/8/2024,
2300,227,12/7/2024,12/8/2024,
2611,235,12/7/2024,12/8/2024,
2638,259,12/7/2024,12/8/2024,
2849,316,12/7/2024,12/8/2024,
294,253,12/7/2024,12/8/2024,
3362,253,12/7/2024,12/8/2024,
3581,216,12/7/2024,12/8/2024,
4278,317,12/7/2024,12/8/2024,
4609,225,12/7/2024,12/8/2024,
491,253,12/7/2024,12/8/2024,
5040,227,12/7/2024,12/8/2024,
5466,219,12/7/2024,12/8/2024,
5499,221,12/7/2024,12/8/2024,
833,271,12/7/2024,12/8/2024,
1139,259,12/9/2024,12/10/2024,
1331,223,12/9/2024,12/10/2024,
1349,109,12/9/2024,12/10/2024,
1387,108,12/9/2024,12/10/2024,
1511,553,12/9/2024,12/10/2024,
1544,320,12/9/2024,12/10/2024,
1564,218,12/9/2024,12/10/2024,
1595,217,12/9/2024,12/10/2024,
1640,237,12/9/2024,12/10/2024,
1794,232,12/9/2024,12/10/2024,
1845,109,12/9/2024,12/10/2024,
2359,209,12/9/2024,12/10/2024,
2654,257,12/9/2024,12/10/2024,
3412,232,12/9/2024,12/10/2024,
3784,221,12/9/2024,12/10/2024,
4607,494,12/9/2024,12/10/2024,
4612,168,12/9/2024,12/10/2024,
5082,214,12/9/2024,12/10/2024,
5088,235,12/9/2024,12/10/2024,
5374,239,12/9/2024,12/10/2024,
569,257,12/9/2024,12/10/2024,
589,256,12/9/2024,12/10/2024,
7290,242,12/9/2024,12/10/2024,
825,257,12/9/2024,12/10/2024,
1140,259,12/10/2024,12/11/2024,
1264,222,12/10/2024,12/11/2024,
1368,218,12/10/2024,12/11/2024,
1517,108,12/10/2024,12/11/2024,
1714,320,12/10/2024,12/11/2024,
1739,235,12/10/2024,12/11/2024,
1851,109,12/10/2024,12/11/2024,
1996,553,12/10/2024,12/11/2024,
2023,233,12/10/2024,12/11/2024,
2151,109,12/10/2024,12/11/2024,
2230,237,12/10/2024,12/11/2024,
2266,214,12/10/2024,12/11/2024,
2481,232,12/10/2024,12/11/2024,
2628,260,12/10/2024,12/11/2024,
3571,221,12/10/2024,12/11/2024,
3608,209,12/10/2024,12/11/2024,
3765,223,12/10/2024,12/11/2024,
445,256,12/10/2024,12/11/2024,
5104,223,12/10/2024,12/11/2024,
526,242,12/10/2024,12/11/2024,
5417,242,12/10/2024,12/11/2024,
5888,234,12/10/2024,12/11/2024,
665,257,12/10/2024,12/11/2024,
692,260,12/10/2024,12/11/2024,
1170,256,12/11/2024,12/12/2024,
1239,217,12/11/2024,12/12/2024,
1407,221,12/11/2024,12/12/2024,
1410,223,12/11/2024,12/12/2024,
1504,221,12/11/2024,12/12/2024,
1569,259,12/11/2024,12/12/2024,
1675,256,12/11/2024,12/12/2024,
1857,209,12/11/2024,12/12/2024,
1886,234,12/11/2024,12/12/2024,
1916,108,12/11/2024,12/12/2024,
2193,227,12/11/2024,12/12/2024,
2316,214,12/11/2024,12/12/2024,
2528,232,12/11/2024,12/12/2024,
2535,232,12/11/2024,12/12/2024,
2591,109,12/11/2024,12/12/2024,
2888,233,12/11/2024,12/12/2024,
2930,103,12/11/2024,12/12/2024,
3163,553,12/11/2024,12/12/2024,
3215,320,12/11/2024,12/12/2024,
4413,494,12/11/2024,12/12/2024,
4450,242,12/11/2024,12/12/2024,
519,260,12/11/2024,12/12/2024,
702,259,12/11/2024,12/12/2024,
760,256,12/11/2024,12/12/2024,
1210,260,12/12/2024,12/13/2024,
1503,221,12/12/2024,12/13/2024,
1591,234,12/12/2024,12/13/2024,
1676,254,12/12/2024,12/13/2024,
1863,209,12/12/2024,12/13/2024,
1887,232,12/12/2024,12/13/2024,
1948,227,12/12/2024,12/13/2024,
2429,223,12/12/2024,12/13/2024,
2574,234,12/12/2024,12/13/2024,
2962,108,12/12/2024,12/13/2024,
2963,108,12/12/2024,12/13/2024,
2987,109,12/12/2024,12/13/2024,
3311,553,12/12/2024,12/13/2024,
3502,221,12/12/2024,12/13/2024,
3634,232,12/12/2024,12/13/2024,
4524,498,12/12/2024,12/13/2024,
493,260,12/12/2024,12/13/2024,
5066,214,12/12/2024,12/13/2024,
507,260,12/12/2024,12/13/2024,
5297,498,12/12/2024,12/13/2024,
5409,223,12/12/2024,12/13/2024,
5446,235,12/12/2024,12/13/2024,
591,259,12/12/2024,12/13/2024,
729,256,12/12/2024,12/13/2024,
1463,223,12/13/2024,12/14/2024,
1644,232,12/13/2024,12/14/2024,
1707,208,12/13/2024,12/14/2024,
1839,214,12/13/2024,12/14/2024,
2019,235,12/13/2024,12/14/2024,
2205,233,12/13/2024,12/14/2024,
2255,232,12/13/2024,12/14/2024,
2441,221,12/13/2024,12/14/2024,
2691,243,12/13/2024,12/14/2024,
2783,260,12/13/2024,12/14/2024,
3104,488,12/13/2024,12/14/2024,
3625,109,12/13/2024,12/14/2024,
3641,223,12/13/2024,12/14/2024,
3783,223,12/13/2024,12/14/2024,
4285,214,12/13/2024,12/14/2024,
4563,103,12/13/2024,12/14/2024,
4595,103,12/13/2024,12/14/2024,
497,242,12/13/2024,12/14/2024,
5135,498,12/13/2024,12/14/2024,
5183,498,12/13/2024,12/14/2024,
5358,234,12/13/2024,12/14/2024,
571,260,12/13/2024,12/14/2024,
719,257,12/13/2024,12/14/2024,
922,243,12/13/2024,12/14/2024,
1053,242,12/14/2024,12/15/2024,
1165,256,12/14/2024,12/15/2024,
1190,257,12/14/2024,12/15/2024,
1476,243,12/14/2024,12/15/2024,
1495,223,12/14/2024,12/15/2024,
1529,233,12/14/2024,12/15/2024,
1850,234,12/14/2024,12/15/2024,
1883,229,12/14/2024,12/15/2024,
2073,214,12/14/2024,12/15/2024,
2124,223,12/14/2024,12/15/2024,
2169,232,12/14/2024,12/15/2024,
2185,232,12/14/2024,12/15/2024,
2275,239,12/14/2024,12/15/2024,
3894,259,12/14/2024,12/15/2024,
4118,256,12/14/2024,12/15/2024,
4255,214,12/14/2024,12/15/2024,
4498,103,12/14/2024,12/15/2024,
4501,235,12/14/2024,12/15/2024,
4826,103,12/14/2024,12/15/2024,
5203,217,12/14/2024,12/15/2024,
5325,109,12/14/2024,12/15/2024,
5932,109,12/14/2024,12/15/2024,
6931,256,12/14/2024,12/15/2024,
720,260,12/14/2024,12/15/2024,
1142,243,12/16/2024,12/17/2024,
1263,254,12/16/2024,12/17/2024,
1590,553,12/16/2024,12/17/2024,
1680,110,12/16/2024,12/17/2024,
1718,222,12/16/2024,12/17/2024,
1860,284,12/16/2024,12/17/2024,
2089,311,12/16/2024,12/17/2024,
2491,273,12/16/2024,12/17/2024,
2614,168,12/16/2024,12/17/2024,
2727,110,12/16/2024,12/17/2024,
2814,110,12/16/2024,12/17/2024,
2910,208,12/16/2024,12/17/2024,
3223,229,12/16/2024,12/17/2024,
3270,311,12/16/2024,12/17/2024,
3293,209,12/16/2024,12/17/2024,
3337,165,12/16/2024,12/17/2024,
3563,168,12/16/2024,12/17/2024,
3722,208,12/16/2024,12/17/2024,
4230,248,12/16/2024,12/17/2024,
4461,259,12/16/2024,12/17/2024,
5025,248,12/16/2024,12/17/2024,
5355,222,12/16/2024,12/17/2024,
545,258,12/16/2024,12/17/2024,
566,580,12/16/2024,12/17/2024,
1033,243,12/17/2024,12/18/2024,
1113,258,12/17/2024,12/18/2024,
1302,311,12/17/2024,12/18/2024,
1336,311,12/17/2024,12/18/2024,
1341,254,12/17/2024,12/18/2024,
1388,248,12/17/2024,12/18/2024,
1419,248,12/17/2024,12/18/2024,
1670,168,12/17/2024,12/18/2024,
1783,580,12/17/2024,12/18/2024,
2145,168,12/17/2024,12/18/2024,
2287,229,12/17/2024,12/18/2024,
2323,215,12/17/2024,12/18/2024,
2541,208,12/17/2024,12/18/2024,
2548,316,12/17/2024,12/18/2024,
2907,103,12/17/2024,12/18/2024,
3183,103,12/17/2024,12/18/2024,
3206,222,12/17/2024,12/18/2024,
3212,165,12/17/2024,12/18/2024,
3840,222,12/17/2024,12/18/2024,
4161,110,12/17/2024,12/18/2024,
5387,209,12/17/2024,12/18/2024,
5403,273,12/17/2024,12/18/2024,
5495,166,12/17/2024,12/18/2024,
5615,103,12/17/2024,12/18/2024,
1259,258,12/18/2024,12/19/2024,
1330,222,12/18/2024,12/19/2024,
1378,247,12/18/2024,12/19/2024,
1505,258,12/18/2024,12/19/2024,
154,311,12/18/2024,12/19/2024,
1568,229,12/18/2024,12/19/2024,
1895,215,12/18/2024,12/19/2024,
2109,165,12/18/2024,12/19/2024,
2340,233,12/18/2024,12/19/2024,
2542,222,12/18/2024,12/19/2024,
2641,168,12/18/2024,12/19/2024,
3235,553,12/18/2024,12/19/2024,
3250,209,12/18/2024,12/19/2024,
3255,273,12/18/2024,12/19/2024,
3935,103,12/18/2024,12/19/2024,
4216,580,12/18/2024,12/19/2024,
4231,248,12/18/2024,12/19/2024,
5285,215,12/18/2024,12/19/2024,
5372,485,12/18/2024,12/19/2024,
552,258,12/18/2024,12/19/2024,
5719,103,12/18/2024,12/19/2024,
5891,166,12/18/2024,12/19/2024,
5945,103,12/18/2024,12/19/2024,
870,580,12/18/2024,12/19/2024,
1048,257,12/19/2024,12/20/2024,
1329,246,12/19/2024,12/20/2024,
1333,222,12/19/2024,12/20/2024,
1371,580,12/19/2024,12/20/2024,
1566,247,12/19/2024,12/20/2024,
1894,215,12/19/2024,12/20/2024,
1927,209,12/19/2024,12/20/2024,
2091,110,12/19/2024,12/20/2024,
2191,207,12/19/2024,12/20/2024,
2914,215,12/19/2024,12/20/2024,
3339,165,12/19/2024,12/20/2024,
3397,553,12/19/2024,12/20/2024,
3480,311,12/19/2024,12/20/2024,
3772,311,12/19/2024,12/20/2024,
3810,168,12/19/2024,12/20/2024,
3860,208,12/19/2024,12/20/2024,
481,273,12/19/2024,12/20/2024,
5200,233,12/19/2024,12/20/2024,
5229,166,12/19/2024,12/20/2024,
5452,485,12/19/2024,12/20/2024,
5671,110,12/19/2024,12/20/2024,
5854,110,12/19/2024,12/20/2024,
696,258,12/19/2024,12/20/2024,
7087,243,12/19/2024,12/20/2024,
1026,580,12/20/2024,12/21/2024,
1157,243,12/20/2024,12/21/2024,
1233,258,12/20/2024,12/21/2024,
1234,257,12/20/2024,12/21/2024,
1433,222,12/20/2024,12/21/2024,
1709,248,12/20/2024,12/21/2024,
1743,258,12/20/2024,12/21/2024,
1962,246,12/20/2024,12/21/2024,
2063,208,12/20/2024,12/21/2024,
2313,209,12/20/2024,12/21/2024,
2334,233,12/20/2024,12/21/2024,
2361,215,12/20/2024,12/21/2024,
2679,247,12/20/2024,12/21/2024,
2761,311,12/20/2024,12/21/2024,
2966,215,12/20/2024,12/21/2024,
4140,103,12/20/2024,12/21/2024,
4303,553,12/20/2024,12/21/2024,
5131,170,12/20/2024,12/21/2024,
5239,167,12/20/2024,12/21/2024,
5384,165,12/20/2024,12/21/2024,
5728,254,12/20/2024,12/21/2024,
5912,110,12/20/2024,12/21/2024,
612,273,12/20/2024,12/21/2024,
6397,110,12/20/2024,12/21/2024,
1189,258,12/21/2024,12/22/2024,
1327,243,12/21/2024,12/22/2024,
1570,248,12/21/2024,12/22/2024,
1812,215,12/21/2024,12/22/2024,
1911,215,12/21/2024,12/22/2024,
1991,251,12/21/2024,12/22/2024,
2041,284,12/21/2024,12/22/2024,
2211,208,12/21/2024,12/22/2024,
2263,167,12/21/2024,12/22/2024,
2506,208,12/21/2024,12/22/2024,
254,273,12/21/2024,12/22/2024,
3300,222,12/21/2024,12/22/2024,
3303,311,12/21/2024,12/22/2024,
3781,482,12/21/2024,12/22/2024,
4399,247,12/21/2024,12/22/2024,
5012,178,12/21/2024,12/22/2024,
5795,284,12/21/2024,12/22/2024,
689,257,12/21/2024,12/22/2024,
693,259,12/21/2024,12/22/2024,
694,254,12/21/2024,12/22/2024,
