WeekNumber,STORE_NBR ,ITEM1_DESC,ITEM_NBR3,TY_Projection,LY_UNITS,LLY_UNITS
3,1015,12CT WHITE CUPCAKES,9804080,2,1,0
3,261,6CT ASRT CUPCAKES,568472664,10,8,0
3,738,6CT WHITE CUPCAKES,568472602,2,1,0
3,514,6CT WHITE CUPCAKES,568472602,2,1,0
2,3258,12CT ASRT CUPCAKES,9809315,3,2,11
2,2520,12CT WHITE CUPCAKES,9804080,8,6,11
2,1522,12CT WHITE CUPCAKES,9804080,12,10,11
2,181,12CT ASRT CUPCAKES,9809315,11,9,11
2,299,12CT CHOC CUPCAKES,9804094,18,15,11
2,5947,12CT WHITE CUPCAKES,9804080,0,0,11
2,5467,12CT CHOC CUPCAKES,9804094,0,0,11
2,7181,12CT ASRT CUPCAKES,9809315,0,0,11
2,368,12CT WHITE CUPCAKES,9804080,0,0,11
2,2111,12CT ASRT CUPCAKES,9809315,11,9,11
2,1750,12CT WHITE CUPCAKES,9804080,4,3,11
2,1152,12CT ASRT CUPCAKES,9809315,24,20,11
2,2399,12CT ASRT CUPCAKES,9809315,45,37,11
2,364,12CT CHOC CUPCAKES,9804094,0,0,11
2,761,12CT WHITE CUPCAKES,9804080,28,23,11
2,2881,12CT WHITE CUPCAKES,9804080,17,14,11
2,1074,12CT ASRT CUPCAKES,9809315,23,19,11
2,568,12CT ASRT CUPCAKES,9809315,0,0,11
2,1028,12CT ASRT CUPCAKES,9809315,26,21,11
2,766,12CT WHITE CUPCAKES,9804080,12,10,11
2,5079,12CT WHITE CUPCAKES,9804080,12,10,11
2,3726,12CT WHITE CUPCAKES,9804080,6,5,11
2,1404,12CT ASRT CUPCAKES,9809315,15,12,11
2,5082,12CT ASRT CUPCAKES,9809315,41,34,11
2,1842,12CT CHOC CUPCAKES,9804094,8,6,11
2,1206,12CT ASRT CUPCAKES,9809315,35,29,11
2,1385,12CT WHITE CUPCAKES,9804080,0,0,11
2,1641,12CT WHITE CUPCAKES,9804080,5,4,11
2,2428,12CT WHITE CUPCAKES,9804080,9,7,11
2,7188,12CT WHITE CUPCAKES,9804080,16,13,11
2,1497,12CT WHITE CUPCAKES,9804080,10,8,11
2,2700,12CT WHITE CUPCAKES,9804080,3,2,11
2,1522,12CT CHOC CUPCAKES,9804094,0,0,11
2,4330,12CT ASRT CUPCAKES,9809315,4,3,11
2,1703,12CT WHITE CUPCAKES,9804080,14,11,11
2,197,12CT WHITE CUPCAKES,9804080,12,10,11
2,1834,12CT ASRT CUPCAKES,9809315,0,0,11
2,3772,12CT WHITE CUPCAKES,9804080,15,12,11
2,3804,12CT WHITE CUPCAKES,9804080,0,0,11
2,1792,12CT WHITE CUPCAKES,9804080,12,10,11
2,618,12CT WHITE CUPCAKES,9804080,9,7,11
2,1685,12CT ASRT CUPCAKES,9809315,10,8,11
2,2400,12CT CHOC CUPCAKES,9804094,4,3,11
2,574,12CT WHITE CUPCAKES,9804080,8,6,11
2,7020,12CT WHITE CUPCAKES,9804080,17,14,11
2,589,12CT ASRT CUPCAKES,9809315,16,13,12
2,634,12CT WHITE CUPCAKES,9804080,16,13,11
2,2774,12CT ASRT CUPCAKES,9809315,14,11,11
2,424,12CT WHITE CUPCAKES,9804080,42,35,11
2,212,12CT ASRT CUPCAKES,9809315,8,6,11
2,2436,12CT ASRT CUPCAKES,9809315,5,4,11
2,2204,12CT ASRT CUPCAKES,9809315,11,9,11
2,430,12CT WHITE CUPCAKES,9804080,28,23,11
2,1240,12CT WHITE CUPCAKES,9804080,10,8,11
2,573,12CT CHOC CUPCAKES,9804094,0,0,11
2,1486,12CT WHITE CUPCAKES,9804080,57,47,11
2,1768,12CT WHITE CUPCAKES,9804080,11,9,11
2,2695,12CT WHITE CUPCAKES,9804080,10,8,11
2,5126,12CT WHITE CUPCAKES,9804080,18,15,11
2,1288,12CT WHITE CUPCAKES,9804080,11,9,11
2,1472,12CT ASRT CUPCAKES,9809315,16,13,11
2,5403,12CT WHITE CUPCAKES,9804080,20,16,11
2,9,12CT CHOC CUPCAKES,9804094,28,23,11
2,3259,12CT CHOC CUPCAKES,9804094,5,4,11
2,684,12CT ASRT CUPCAKES,9809315,35,29,11
2,1227,12CT WHITE CUPCAKES,9804080,8,6,11
2,286,12CT WHITE CUPCAKES,9804080,29,24,11
2,126,12CT ASRT CUPCAKES,9809315,11,9,11
2,807,12CT WHITE CUPCAKES,9804080,3,2,11
2,2720,12CT CHOC CUPCAKES,9804094,0,0,12
2,4352,12CT WHITE CUPCAKES,9804080,0,0,11
2,3150,12CT ASRT CUPCAKES,9809315,14,11,11
2,3150,12CT WHITE CUPCAKES,9804080,10,8,11
2,2918,12CT ASRT CUPCAKES,9809315,15,12,11
2,3192,12CT WHITE CUPCAKES,9804080,14,11,12
2,1997,12CT ASRT CUPCAKES,9809315,29,24,11
2,604,12CT ASRT CUPCAKES,9809315,45,37,11
2,2463,12CT ASRT CUPCAKES,9809315,46,38,11
2,2511,12CT ASRT CUPCAKES,9809315,47,39,11
2,2131,12CT WHITE CUPCAKES,9804080,0,0,11
2,5418,12CT WHITE CUPCAKES,9804080,10,8,11
2,4318,12CT ASRT CUPCAKES,9809315,42,35,11
2,93,12CT WHITE CUPCAKES,9804080,24,20,11
2,4407,12CT WHITE CUPCAKES,9804080,4,3,11
2,4664,12CT WHITE CUPCAKES,9804080,0,0,11
2,651,12CT WHITE CUPCAKES,9804080,47,39,11
2,2322,12CT CHOC CUPCAKES,9804094,9,7,11
2,4201,12CT ASRT CUPCAKES,9809315,14,11,11
2,1904,12CT WHITE CUPCAKES,9804080,5,4,11
2,1009,12CT CHOC CUPCAKES,9804094,2,1,11
2,1767,12CT ASRT CUPCAKES,9809315,0,0,11
2,1371,12CT WHITE CUPCAKES,9804080,15,12,11
2,3501,12CT ASRT CUPCAKES,9809315,53,44,11
2,2400,12CT WHITE CUPCAKES,9804080,5,4,11
2,1370,12CT CHOC CUPCAKES,9804094,4,3,11
2,3777,12CT WHITE CUPCAKES,9804080,0,0,11
2,4440,12CT ASRT CUPCAKES,9809315,83,69,11
2,1777,12CT ASRT CUPCAKES,9809315,57,47,11
2,1864,12CT ASRT CUPCAKES,9809315,8,6,11
2,4407,12CT ASRT CUPCAKES,9809315,9,7,11
2,1910,12CT ASRT CUPCAKES,9809315,28,23,11
2,5175,12CT WHITE CUPCAKES,9804080,15,12,11
2,2197,12CT CHOC CUPCAKES,9804094,29,24,11
2,2514,12CT WHITE CUPCAKES,9804080,27,22,11
2,641,12CT ASRT CUPCAKES,9809315,10,8,11
2,553,12CT WHITE CUPCAKES,9804080,11,9,11
2,2279,12CT WHITE CUPCAKES,9804080,0,0,11
2,1424,12CT WHITE CUPCAKES,9804080,2,1,11
2,2892,12CT ASRT CUPCAKES,9809315,26,21,11
2,1018,12CT ASRT CUPCAKES,9809315,3,2,11
2,629,12CT WHITE CUPCAKES,9804080,11,9,11
2,1695,12CT WHITE CUPCAKES,9804080,9,7,11
2,1719,12CT CHOC CUPCAKES,9804094,9,7,11
2,4256,12CT WHITE CUPCAKES,9804080,8,6,11
2,1019,12CT WHITE CUPCAKES,9804080,0,0,11
2,2100,12CT ASRT CUPCAKES,9809315,15,12,11
2,46,12CT WHITE CUPCAKES,9804080,0,0,11
2,2455,12CT ASRT CUPCAKES,9809315,6,5,11
2,587,12CT WHITE CUPCAKES,9804080,5,4,11
2,2641,12CT ASRT CUPCAKES,9809315,56,46,11
2,681,12CT WHITE CUPCAKES,9804080,12,10,11
2,172,12CT WHITE CUPCAKES,9804080,8,6,11
2,1788,12CT ASRT CUPCAKES,9809315,15,12,11
2,776,12CT WHITE CUPCAKES,9804080,12,10,11
2,1602,12CT ASRT CUPCAKES,9809315,23,19,11
2,5893,12CT ASRT CUPCAKES,9809315,10,8,11
2,2388,12CT ASRT CUPCAKES,9809315,12,10,11
2,3624,12CT WHITE CUPCAKES,9804080,6,5,11
2,2255,12CT ASRT CUPCAKES,9809315,15,12,11
2,553,12CT ASRT CUPCAKES,9809315,6,5,11
2,1915,12CT WHITE CUPCAKES,9804080,15,12,11
2,2117,12CT CHOC CUPCAKES,9804094,0,0,11
2,876,12CT WHITE CUPCAKES,9804080,0,0,11
2,1218,12CT ASRT CUPCAKES,9809315,17,14,11
2,4156,12CT ASRT CUPCAKES,9809315,6,5,11
2,3258,12CT WHITE CUPCAKES,9804080,2,1,11
3,1640,12CT ASRT CUPCAKES,9809315,22,18,11
3,3234,12CT WHITE CUPCAKES,9804080,9,7,12
3,5105,12CT WHITE CUPCAKES,9804080,5,4,11
3,3633,12CT CHOC CUPCAKES,9804094,4,3,11
3,5898,12CT CHOC CUPCAKES,9804094,10,8,11
3,1641,12CT WHITE CUPCAKES,9804080,39,32,11
3,854,12CT ASRT CUPCAKES,9809315,16,13,11
3,1457,12CT WHITE CUPCAKES,9804080,0,0,11
3,2135,12CT ASRT CUPCAKES,9809315,20,16,11
3,5912,12CT CHOC CUPCAKES,9804094,47,39,11
3,1350,12CT ASRT CUPCAKES,9809315,45,37,11
3,807,12CT CHOC CUPCAKES,9804094,0,0,11
3,62,12CT CHOC CUPCAKES,9804094,0,0,11
3,5490,12CT CHOC CUPCAKES,9804094,0,0,11
3,3891,12CT WHITE CUPCAKES,9804080,16,13,11
3,7020,12CT CHOC CUPCAKES,9804094,11,9,11
3,3484,12CT WHITE CUPCAKES,9804080,28,23,11
3,2857,12CT WHITE CUPCAKES,9804080,6,5,11
3,1394,12CT WHITE CUPCAKES,9804080,24,20,11
3,1742,12CT WHITE CUPCAKES,9804080,22,18,11
3,1765,12CT WHITE CUPCAKES,9804080,14,11,11
3,5786,12CT WHITE CUPCAKES,9804080,0,0,11
3,1413,12CT WHITE CUPCAKES,9804080,9,7,11
3,1555,12CT WHITE CUPCAKES,9804080,3,2,11
3,794,12CT ASRT CUPCAKES,9809315,93,77,11
3,87,12CT ASRT CUPCAKES,9809315,62,51,11
3,2107,12CT WHITE CUPCAKES,9804080,18,15,11
3,2548,12CT ASRT CUPCAKES,9809315,44,36,11
3,365,12CT CHOC CUPCAKES,9804094,22,18,11
3,1890,12CT WHITE CUPCAKES,9804080,5,4,11
3,618,12CT CHOC CUPCAKES,9804094,9,7,11
3,47,12CT CHOC CUPCAKES,9804094,42,35,11
3,6929,12CT WHITE CUPCAKES,9804080,5,4,11
3,43,12CT ASRT CUPCAKES,9809315,8,6,11
3,1220,12CT CHOC CUPCAKES,9804094,3,2,11
3,7290,12CT WHITE CUPCAKES,9804080,12,10,11
3,5142,12CT WHITE CUPCAKES,9804080,29,24,11
3,457,12CT CHOC CUPCAKES,9804094,3,2,11
3,3360,12CT WHITE CUPCAKES,9804080,0,0,11
3,1194,12CT CHOC CUPCAKES,9804094,30,25,11
3,3449,12CT ASRT CUPCAKES,9809315,21,17,11
3,1056,12CT WHITE CUPCAKES,9804080,2,1,11
3,6789,12CT CHOC CUPCAKES,9804094,4,3,11
3,317,12CT WHITE CUPCAKES,9804080,15,12,11
3,448,12CT ASRT CUPCAKES,9809315,71,59,11
3,1646,12CT WHITE CUPCAKES,9804080,4,3,11
3,12,12CT WHITE CUPCAKES,9804080,12,10,11
3,2289,12CT WHITE CUPCAKES,9804080,0,0,11
3,2278,12CT WHITE CUPCAKES,9804080,14,11,11
3,2712,12CT WHITE CUPCAKES,9804080,27,22,11
3,2946,12CT CHOC CUPCAKES,9804094,0,0,11
3,1934,12CT WHITE CUPCAKES,9804080,2,1,11
3,1385,12CT WHITE CUPCAKES,9804080,10,8,11
3,1403,12CT WHITE CUPCAKES,9804080,8,6,11
3,2514,12CT WHITE CUPCAKES,9804080,56,46,11
3,3342,12CT WHITE CUPCAKES,9804080,10,8,11
3,741,12CT WHITE CUPCAKES,9804080,17,14,11
3,764,12CT ASRT CUPCAKES,9809315,26,21,11
3,1463,12CT WHITE CUPCAKES,9804080,16,13,11
3,2872,12CT WHITE CUPCAKES,9804080,24,20,11
3,4383,12CT ASRT CUPCAKES,9809315,99,82,11
3,1883,12CT WHITE CUPCAKES,9804080,5,4,11
3,4472,12CT WHITE CUPCAKES,9804080,5,4,11
3,1122,12CT WHITE CUPCAKES,9804080,16,13,11
3,5369,12CT CHOC CUPCAKES,9804094,0,0,11
3,25,12CT WHITE CUPCAKES,9804080,11,9,11
3,13,12CT WHITE CUPCAKES,9804080,52,43,11
3,1318,12CT WHITE CUPCAKES,9804080,18,15,11
3,2322,12CT CHOC CUPCAKES,9804094,8,6,11
3,2644,12CT WHITE CUPCAKES,9804080,16,13,11
3,535,12CT CHOC CUPCAKES,9804094,2,1,11
3,2913,12CT ASRT CUPCAKES,9809315,14,11,11
3,2804,12CT WHITE CUPCAKES,9804080,3,2,11
3,2844,12CT ASRT CUPCAKES,9809315,83,69,11
3,1632,12CT WHITE CUPCAKES,9804080,14,11,11
3,2684,12CT ASRT CUPCAKES,9809315,28,23,11
3,2455,12CT ASRT CUPCAKES,9809315,2,1,11
3,3639,12CT CHOC CUPCAKES,9804094,12,10,11
3,456,12CT WHITE CUPCAKES,9804080,17,14,11
3,2547,12CT WHITE CUPCAKES,9804080,2,1,11
3,1156,12CT WHITE CUPCAKES,9804080,11,9,11
3,4330,12CT WHITE CUPCAKES,9804080,59,49,11
3,1739,12CT CHOC CUPCAKES,9804094,0,0,11
3,2282,12CT ASRT CUPCAKES,9809315,6,5,11
3,1351,12CT WHITE CUPCAKES,9804080,20,16,11
3,3380,12CT WHITE CUPCAKES,9804080,40,33,11
3,5263,12CT WHITE CUPCAKES,9804080,27,22,11
3,1174,12CT ASRT CUPCAKES,9809315,42,35,11
3,1726,12CT WHITE CUPCAKES,9804080,17,14,11
3,219,12CT CHOC CUPCAKES,9804094,16,13,11
3,867,12CT CHOC CUPCAKES,9804094,16,13,11
3,3792,12CT CHOC CUPCAKES,9804094,3,2,11
3,3597,12CT CHOC CUPCAKES,9804094,0,0,11
3,3581,12CT WHITE CUPCAKES,9804080,32,26,11
3,1584,12CT WHITE CUPCAKES,9804080,14,11,11
3,4459,12CT ASRT CUPCAKES,9809315,2,1,11
3,1331,12CT CHOC CUPCAKES,9804094,14,11,11
3,1703,12CT WHITE CUPCAKES,9804080,10,8,11
3,347,12CT WHITE CUPCAKES,9804080,108,90,11
3,4384,12CT ASRT CUPCAKES,9809315,5,4,11
3,6807,12CT ASRT CUPCAKES,9809315,87,72,11
3,976,12CT WHITE CUPCAKES,9804080,35,29,11
3,59,12CT WHITE CUPCAKES,9804080,20,16,11
3,3207,12CT CHOC CUPCAKES,9804094,0,0,11
3,911,12CT ASRT CUPCAKES,9809315,96,80,11
3,816,12CT WHITE CUPCAKES,9804080,32,26,11
3,94,12CT WHITE CUPCAKES,9804080,66,55,11
3,6898,12CT CHOC CUPCAKES,9804094,0,0,11
3,7243,12CT ASRT CUPCAKES,9809315,6,5,11
3,5706,12CT WHITE CUPCAKES,9804080,16,13,11
3,1578,12CT ASRT CUPCAKES,9809315,44,36,11
3,1373,12CT WHITE CUPCAKES,9804080,9,7,11
3,2708,12CT WHITE CUPCAKES,9804080,11,9,11
3,1384,12CT ASRT CUPCAKES,9809315,48,40,11
3,6898,12CT WHITE CUPCAKES,9804080,0,0,11
3,126,12CT WHITE CUPCAKES,9804080,9,7,11
3,1351,12CT CHOC CUPCAKES,9804094,5,4,11
3,2986,12CT ASRT CUPCAKES,9809315,11,9,11
3,1510,12CT WHITE CUPCAKES,9804080,9,7,11
3,5450,12CT ASRT CUPCAKES,9809315,21,17,11
3,3150,12CT ASRT CUPCAKES,9809315,20,16,11
3,1771,12CT WHITE CUPCAKES,9804080,20,16,11
3,1677,12CT CHOC CUPCAKES,9804094,33,27,11
3,884,12CT ASRT CUPCAKES,9809315,16,13,11
3,1529,12CT WHITE CUPCAKES,9804080,23,19,11
3,1301,12CT ASRT CUPCAKES,9809315,24,20,11
3,2145,12CT ASRT CUPCAKES,9809315,80,66,11
3,2013,12CT WHITE CUPCAKES,9804080,4,3,11
3,5123,12CT CHOC CUPCAKES,9804094,0,0,11
3,1549,12CT CHOC CUPCAKES,9804094,0,0,11
3,2400,12CT ASRT CUPCAKES,9809315,23,19,11
3,2514,12CT ASRT CUPCAKES,9809315,44,36,11
3,1273,12CT CHOC CUPCAKES,9804094,0,0,11
3,3285,12CT CHOC CUPCAKES,9804094,3,2,11
3,1009,12CT WHITE CUPCAKES,9804080,0,0,11
3,427,12CT WHITE CUPCAKES,9804080,0,0,11
3,3652,12CT CHOC CUPCAKES,9804094,0,0,11
3,1071,12CT CHOC CUPCAKES,9804094,6,5,11
3,1432,12CT WHITE CUPCAKES,9804080,10,8,11
3,5317,12CT WHITE CUPCAKES,9804080,3,2,11
3,3061,12CT WHITE CUPCAKES,9804080,11,9,11
2,1338,24CT CPCK ASRT BCRM,9873326,4,3,7
2,2063,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1901,24CT CPCK ASRT BCRM,9873326,15,12,7
2,3280,24CT CPCK ASRT BCRM,9873326,3,2,7
2,2617,24CT CPCK ASRT BCRM,9873326,0,0,7
2,355,24CT CPCK ASRT BCRM,9873326,11,9,7
2,3436,24CT CPCK ASRT BCRM,9873326,17,14,7
2,2024,24CT CPCK ASRT BCRM,9873326,5,4,7
2,5232,24CT CPCK ASRT BCRM,9873326,2,1,7
2,5369,24CT CPCK ASRT BCRM,9873326,9,7,7
2,1180,24CT CPCK ASRT BCRM,9873326,20,16,7
2,79,24CT CPCK ASRT BCRM,9873326,22,18,7
2,3360,24CT CPCK ASRT BCRM,9873326,10,8,7
2,1688,24CT CPCK ASRT BCRM,9873326,11,9,7
2,2540,24CT CPCK ASRT BCRM,9873326,6,5,7
2,1361,24CT CPCK ASRT BCRM,9873326,20,16,7
2,242,24CT CPCK ASRT BCRM,9873326,4,3,7
2,725,24CT CPCK ASRT BCRM,9873326,6,5,7
2,2218,24CT CPCK ASRT BCRM,9873326,3,2,7
2,2059,24CT CPCK ASRT BCRM,9873326,6,5,7
2,5057,24CT CPCK ASRT BCRM,9873326,0,0,7
2,1823,24CT CPCK ASRT BCRM,9873326,6,5,7
2,519,24CT CPCK ASRT BCRM,9873326,3,2,7
2,2475,24CT CPCK ASRT BCRM,9873326,3,2,7
2,428,24CT CPCK ASRT BCRM,9873326,6,5,7
2,3623,24CT CPCK ASRT BCRM,9873326,3,2,7
2,664,24CT CPCK ASRT BCRM,9873326,14,11,7
2,807,24CT CPCK ASRT BCRM,9873326,2,1,7
2,742,24CT CPCK ASRT BCRM,9873326,14,11,7
2,1685,24CT CPCK ASRT BCRM,9873326,12,10,7
2,817,24CT CPCK ASRT BCRM,9873326,9,7,7
2,1188,24CT CPCK ASRT BCRM,9873326,12,10,7
2,2385,24CT CPCK ASRT BCRM,9873326,8,6,7
2,404,24CT CPCK ASRT BCRM,9873326,0,0,7
2,3423,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1372,24CT CPCK ASRT BCRM,9873326,0,0,7
2,2931,24CT CPCK ASRT BCRM,9873326,0,0,7
2,5463,24CT CPCK ASRT BCRM,9873326,4,3,7
2,1247,24CT CPCK ASRT BCRM,9873326,28,23,7
2,1396,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1861,24CT CPCK ASRT BCRM,9873326,8,6,7
2,29,24CT CPCK ASRT BCRM,9873326,6,5,7
2,1545,24CT CPCK ASRT BCRM,9873326,3,2,7
2,1886,24CT CPCK ASRT BCRM,9873326,12,10,7
2,5203,24CT CPCK ASRT BCRM,9873326,8,6,7
2,995,24CT CPCK ASRT BCRM,9873326,10,8,7
2,477,24CT CPCK ASRT BCRM,9873326,12,10,7
2,2005,24CT CPCK ASRT BCRM,9873326,17,14,7
2,364,24CT CPCK ASRT BCRM,9873326,17,14,7
2,501,24CT CPCK ASRT BCRM,9873326,4,3,7
2,2152,24CT CPCK ASRT BCRM,9873326,0,0,7
2,3488,24CT CPCK ASRT BCRM,9873326,6,5,7
2,3560,24CT CPCK ASRT BCRM,9873326,3,2,7
2,2053,24CT CPCK ASRT BCRM,9873326,8,6,7
2,891,24CT CPCK ASRT BCRM,9873326,16,13,7
2,3828,24CT CPCK ASRT BCRM,9873326,0,0,7
2,126,24CT CPCK ASRT BCRM,9873326,0,0,7
2,1105,24CT CPCK ASRT BCRM,9873326,18,15,7
2,5175,24CT CPCK ASRT BCRM,9873326,11,9,7
2,2083,24CT CPCK ASRT BCRM,9873326,5,4,7
2,1205,24CT CPCK ASRT BCRM,9873326,2,1,7
2,3208,24CT CPCK ASRT BCRM,9873326,11,9,7
2,4849,24CT CPCK ASRT BCRM,9873326,3,2,7
2,3067,24CT CPCK ASRT BCRM,9873326,4,3,7
2,5,24CT CPCK ASRT BCRM,9873326,8,6,7
2,2121,24CT CPCK ASRT BCRM,9873326,4,3,7
2,3626,24CT CPCK ASRT BCRM,9873326,9,7,7
2,3329,24CT CPCK ASRT BCRM,9873326,8,6,7
2,204,24CT CPCK ASRT BCRM,9873326,9,7,7
2,4451,24CT CPCK ASRT BCRM,9873326,8,6,7
2,4274,24CT CPCK ASRT BCRM,9873326,14,11,7
2,5312,24CT CPCK ASRT BCRM,9873326,17,14,7
2,3397,24CT CPCK ASRT BCRM,9873326,0,0,7
2,4202,24CT CPCK ASRT BCRM,9873326,0,0,7
2,91,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1330,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1430,24CT CPCK ASRT BCRM,9873326,10,8,7
2,5420,24CT CPCK ASRT BCRM,9873326,9,7,7
2,674,24CT CPCK ASRT BCRM,9873326,14,11,7
2,922,24CT CPCK ASRT BCRM,9873326,3,2,7
2,1719,24CT CPCK ASRT BCRM,9873326,15,12,7
2,2626,24CT CPCK ASRT BCRM,9873326,3,2,7
2,1059,24CT CPCK ASRT BCRM,9873326,4,3,7
2,2405,24CT CPCK ASRT BCRM,9873326,14,11,7
2,2708,24CT CPCK ASRT BCRM,9873326,15,12,7
2,3648,24CT CPCK ASRT BCRM,9873326,12,10,7
2,5155,24CT CPCK ASRT BCRM,9873326,2,1,7
2,4209,24CT CPCK ASRT BCRM,9873326,2,1,7
2,5781,24CT CPCK ASRT BCRM,9873326,4,3,7
2,520,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1198,24CT CPCK ASRT BCRM,9873326,9,7,7
2,6878,24CT CPCK ASRT BCRM,9873326,12,10,7
2,4404,24CT CPCK ASRT BCRM,9873326,8,6,7
2,5051,24CT CPCK ASRT BCRM,9873326,6,5,7
2,3656,24CT CPCK ASRT BCRM,9873326,0,0,7
2,526,24CT CPCK ASRT BCRM,9873326,6,5,7
2,820,24CT CPCK ASRT BCRM,9873326,3,2,7
2,3621,24CT CPCK ASRT BCRM,9873326,9,7,7
2,935,24CT CPCK ASRT BCRM,9873326,5,4,7
2,2146,24CT CPCK ASRT BCRM,9873326,6,5,7
2,4277,24CT CPCK ASRT BCRM,9873326,16,13,7
2,4243,24CT CPCK ASRT BCRM,9873326,14,11,7
2,2767,24CT CPCK ASRT BCRM,9873326,23,19,7
2,1825,24CT CPCK ASRT BCRM,9873326,30,25,7
2,3835,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1021,24CT CPCK ASRT BCRM,9873326,4,3,7
2,1211,24CT CPCK ASRT BCRM,9873326,5,4,7
2,2740,24CT CPCK ASRT BCRM,9873326,9,7,7
2,1940,24CT CPCK ASRT BCRM,9873326,14,11,7
2,1314,24CT CPCK ASRT BCRM,9873326,9,7,7
2,1539,24CT CPCK ASRT BCRM,9873326,16,13,7
2,1153,24CT CPCK ASRT BCRM,9873326,0,0,7
2,2337,24CT CPCK ASRT BCRM,9873326,6,5,7
2,5193,24CT CPCK ASRT BCRM,9873326,9,7,7
2,111,24CT CPCK ASRT BCRM,9873326,10,8,7
2,1309,24CT CPCK ASRT BCRM,9873326,8,6,7
2,2597,24CT CPCK ASRT BCRM,9873326,15,12,7
2,2755,24CT CPCK ASRT BCRM,9873326,4,3,7
2,999,24CT CPCK ASRT BCRM,9873326,22,18,7
2,1122,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1544,24CT CPCK ASRT BCRM,9873326,9,7,7
2,553,24CT CPCK ASRT BCRM,9873326,9,7,7
2,2991,24CT CPCK ASRT BCRM,9873326,9,7,7
2,3799,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1521,24CT CPCK ASRT BCRM,9873326,5,4,7
2,155,24CT CPCK ASRT BCRM,9873326,12,10,7
2,5058,24CT CPCK ASRT BCRM,9873326,14,11,7
2,5246,24CT CPCK ASRT BCRM,9873326,2,1,7
2,1904,24CT CPCK ASRT BCRM,9873326,16,13,7
2,1507,24CT CPCK ASRT BCRM,9873326,12,10,7
2,2033,24CT CPCK ASRT BCRM,9873326,10,8,7
2,2831,24CT CPCK ASRT BCRM,9873326,12,10,7
2,562,24CT CPCK ASRT BCRM,9873326,0,0,7
2,930,24CT CPCK ASRT BCRM,9873326,8,6,7
2,4609,24CT CPCK ASRT BCRM,9873326,4,3,7
2,4258,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1813,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1997,24CT CPCK ASRT BCRM,9873326,2,1,7
2,3837,24CT CPCK ASRT BCRM,9873326,22,18,7
2,43,24CT CPCK ASRT BCRM,9873326,6,5,7
2,4417,24CT CPCK ASRT BCRM,9873326,11,9,7
2,1859,24CT CPCK ASRT BCRM,9873326,15,12,7
2,1516,24CT CPCK ASRT BCRM,9873326,0,0,7
2,1910,24CT CPCK ASRT BCRM,9873326,0,0,7
2,2852,24CT CPCK ASRT BCRM,9873326,17,14,7
2,1403,24CT CPCK ASRT BCRM,9873326,9,7,7
2,2820,24CT CPCK ASRT BCRM,9873326,3,2,7
2,3739,24CT CPCK ASRT BCRM,9873326,8,6,7
2,5843,24CT CPCK ASRT BCRM,9873326,0,0,7
2,1440,24CT CPCK ASRT BCRM,9873326,6,5,7
2,1411,24CT CPCK ASRT BCRM,9873326,8,6,7
2,2575,24CT CPCK ASRT BCRM,9873326,0,0,7
2,7156,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1853,24CT CPCK ASRT BCRM,9873326,18,15,7
2,1961,24CT CPCK ASRT BCRM,9873326,12,10,7
2,3058,24CT CPCK ASRT BCRM,9873326,5,4,7
2,1999,24CT CPCK ASRT BCRM,9873326,18,15,7
2,2554,24CT CPCK ASRT BCRM,9873326,10,8,7
2,886,24CT CPCK ASRT BCRM,9873326,27,22,7
2,2994,24CT CPCK ASRT BCRM,9873326,2,1,7
2,2985,24CT CPCK ASRT BCRM,9873326,3,2,7
2,652,24CT CPCK ASRT BCRM,9873326,10,8,7
2,2567,24CT CPCK ASRT BCRM,9873326,10,8,7
2,2889,24CT CPCK ASRT BCRM,9873326,14,11,7
2,55,24CT CPCK ASRT BCRM,9873326,4,3,7
2,2587,24CT CPCK ASRT BCRM,9873326,14,11,7
2,46,24CT CPCK ASRT BCRM,9873326,0,0,7
2,2352,24CT CPCK ASRT BCRM,9873326,21,17,7
2,195,24CT CPCK ASRT BCRM,9873326,0,0,7
2,2113,24CT CPCK ASRT BCRM,9873326,11,9,7
2,3339,24CT CPCK ASRT BCRM,9873326,20,16,7
2,774,24CT CPCK ASRT BCRM,9873326,0,0,7
2,1890,24CT CPCK ASRT BCRM,9873326,11,9,7
3,3463,24CT CPCK ASRT BCRM,9873326,12,10,7
3,849,24CT CPCK ASRT BCRM,9873326,16,13,7
3,4259,24CT CPCK ASRT BCRM,9873326,11,9,7
3,5932,24CT CPCK ASRT BCRM,9873326,3,2,7
3,296,24CT CPCK ASRT BCRM,9873326,0,0,7
3,5320,24CT CPCK ASRT BCRM,9873326,20,16,7
3,1261,24CT CPCK ASRT BCRM,9873326,3,2,7
3,3837,24CT CPCK ASRT BCRM,9873326,20,16,7
