Store Nbr,Brilliant Roses WS (20),Mixed BQT Plt (81),Mixed BQT Dbl Bkt WS (18),Mixed BQT Dbl Plt (234),Rose Lily Dbl Bkt WS (20),Small Bqt Dbl Bkt WS (32),Wild Mix Plt (54),Tulips Dbl Bkt WS (28)
1663,0,1,2,1,2,0,1,0
1664,0,0,2,5,1,0,0,0
1665,0,0,0,2,2,6,0,1
1666,0,0,0,2,2,0,0,3
1667,0,2,2,1,3,0,0,0
1668,1,1,0,2,0,0,0,1
1669,0,0,0,2,2,2,0,1
1671,1,0,1,2,2,4,0,3
1672,0,2,1,1,0,0,0,3
1673,0,2,0,1,2,3,0,1
1674,0,0,0,4,1,3,0,3
1675,0,2,2,1,0,0,1,0
1676,0,1,2,1,2,0,0,0
1677,0,0,0,2,0,2,0,3
1678,0,1,1,0,0,0,0,0
1679,0,0,1,2,3,6,0,3
1680,0,1,3,2,0,2,0,0
1681,0,1,2,1,0,3,0,3
1682,6,1,3,2,2,0,0,0
1683,0,2,1,1,1,0,0,0
1685,0,2,1,1,0,2,0,3
1686,0,1,0,3,1,5,0,0
1687,0,1,0,2,2,2,0,0
1688,0,0,2,4,2,2,0,0
1689,1,2,0,1,3,1,0,0
1690,0,0,0,2,0,7,0,1
1692,11,1,0,3,2,0,0,0
1694,0,0,1,2,0,0,0,0
1695,0,0,0,2,1,3,0,0
1696,0,2,1,1,1,2,0,3
1698,0,0,0,2,1,2,0,1
1699,0,1,0,3,1,3,0,0
1700,0,1,0,1,2,0,0,0
1702,0,1,4,3,0,0,0,1
1703,0,2,0,4,0,0,1,0
1704,5,1,2,1,4,2,0,3
1705,0,1,1,1,0,0,0,1
1707,0,0,0,4,2,3,0,0
1708,0,1,1,3,3,3,0,0
1709,0,1,2,1,2,3,0,3
1710,0,1,2,1,0,2,0,0
1711,0,2,0,1,1,1,0,1
1712,0,1,3,3,3,3,0,0
1714,0,0,1,5,2,0,0,3
1718,0,0,0,2,1,0,0,1
1719,0,2,0,0,0,0,0,3
1720,0,2,1,1,2,0,0,0
1721,1,1,2,1,1,0,0,0
1722,1,0,0,2,1,0,0,0
1723,1,2,2,1,1,2,0,3
1724,0,0,0,2,2,0,0,3
1726,0,1,3,1,3,0,0,1
1727,0,2,1,0,0,0,0,1
1728,0,1,0,3,0,5,0,3
1729,0,1,0,3,0,0,0,0
1730,0,1,2,2,0,0,1,1
1731,0,1,3,1,2,0,0,0
1732,5,2,2,0,0,0,0,1
1733,0,1,2,1,2,1,0,0
1734,0,1,0,2,1,2,0,3
1735,6,1,2,3,0,0,0,3
1736,0,1,1,3,1,2,0,0
1737,1,2,1,1,0,0,0,0
1738,0,1,2,1,1,0,0,1
1739,0,0,0,2,2,1,0,0
1740,0,1,0,2,2,2,0,3
1741,0,1,4,5,1,3,0,0
1742,0,1,2,3,2,2,0,0
1744,0,1,1,2,0,2,0,0
1745,0,2,2,1,3,1,0,0
1746,8,2,2,1,2,0,1,0
1747,12,1,0,5,2,3,0,0
1748,0,1,3,2,2,2,0,3
1749,0,0,0,2,1,2,0,1
1750,0,1,2,1,0,0,0,0
1752,0,1,2,1,2,2,0,1
1753,0,0,0,3,3,2,0,0
1754,0,2,1,0,2,0,1,0
1757,0,2,2,1,2,0,0,0
1758,0,0,2,2,0,2,0,0
1759,0,0,0,6,2,2,0,1
1760,0,1,0,1,0,1,0,0
1761,0,0,0,2,0,0,0,0
1762,0,0,1,2,1,0,0,0
1763,0,0,0,2,0,0,1,3
1764,1,1,0,2,0,1,0,3
1765,0,0,0,4,1,2,0,3
1766,0,2,1,0,0,0,0,0
1767,0,1,0,4,4,0,2,1
1768,0,0,0,5,1,3,0,1
1769,0,0,1,3,1,3,0,3
1770,0,0,2,2,0,0,0,1
1771,1,1,2,1,2,0,1,0
1772,0,2,0,1,1,0,0,0
1773,0,1,1,0,5,0,1,0
1774,0,2,0,4,2,0,2,1
1775,0,1,0,1,1,2,0,0
1776,0,0,0,2,2,1,0,0
1777,0,0,2,1,0,0,0,0
1778,0,1,3,1,4,1,0,3
1780,0,1,0,1,0,0,0,0
1781,0,0,1,3,3,2,0,3
1782,0,1,1,0,2,0,0,3
1783,0,0,0,2,5,0,0,0
1784,7,1,3,0,3,4,0,0
1787,0,1,3,1,1,0,0,0
1788,0,2,0,1,1,3,0,0
1789,5,0,2,2,3,1,0,0
1790,0,1,2,1,3,0,1,3
1791,0,2,2,0,2,3,0,0
1792,0,2,1,2,1,3,0,3
1793,6,1,0,1,0,0,0,0
1794,0,2,1,2,0,2,0,0
1796,0,0,2,3,0,0,0,3
1797,0,0,1,2,4,2,0,0
1798,0,1,3,1,0,3,0,3
1799,0,0,0,2,3,3,0,3
1800,3,0,1,4,2,3,0,0
1801,2,1,0,4,2,0,1,3
1802,0,1,3,1,0,2,0,1
1803,5,2,1,2,0,0,0,0
1804,0,2,1,1,0,0,0,0
1805,5,2,0,1,3,0,0,0
1806,0,1,0,1,0,0,0,0
1807,0,2,1,1,0,2,0,0
1809,0,1,2,1,2,2,0,0
1810,0,1,2,6,0,7,0,3
1811,0,2,0,2,0,0,0,0
1812,0,1,2,3,0,0,1,0
1813,0,1,2,1,2,4,0,1
1814,8,0,0,2,0,3,0,3
1815,0,1,1,0,0,0,0,3
1817,6,2,0,1,4,2,0,0
1819,0,2,2,1,3,1,0,3
1820,0,0,1,2,2,0,0,0
1823,0,1,3,3,0,2,0,3
1825,0,2,1,0,0,0,0,3
1826,5,1,1,0,3,0,0,3
1827,0,1,0,1,0,0,0,1
1828,0,0,0,2,0,1,0,0
1829,0,1,2,1,2,3,0,0
1830,0,2,0,1,1,0,0,0
1831,0,0,0,2,1,2,0,0
1832,7,2,1,1,2,0,0,0
1833,0,1,0,5,0,2,0,3
1834,0,0,0,2,2,0,0,0
1835,0,2,0,3,2,2,0,3
1836,0,1,2,1,2,0,1,3
1837,4,0,1,5,2,3,0,0
1839,0,1,0,4,2,3,0,0
1840,0,2,1,0,0,0,0,0
1841,0,1,0,1,0,2,0,0
1842,0,2,2,1,0,3,0,0
1845,0,0,2,2,2,0,0,0
1846,7,0,1,5,2,0,1,0
1847,0,1,2,1,2,0,0,0
1848,0,0,0,2,0,0,0,0
1849,0,0,0,4,0,2,0,0
1850,0,0,0,2,1,3,0,0
1851,0,0,0,4,0,3,0,0
1852,0,1,1,0,2,0,0,1
1853,14,1,0,2,4,2,0,0
1855,1,0,3,0,0,3,0,0
1856,0,0,0,2,2,0,0,3
1858,1,2,1,0,0,2,0,3
1859,13,0,0,6,4,0,2,0
1860,0,1,1,2,0,3,0,1
1861,0,1,2,1,1,0,0,3
1862,8,2,1,2,5,0,1,0
1863,0,0,0,4,4,0,0,0
1864,0,1,2,1,0,2,0,0
1865,0,0,0,1,0,2,0,0
1866,0,0,0,2,0,2,0,3
1868,0,0,0,2,1,0,1,3
1870,0,0,1,1,1,2,0,0
1871,0,1,0,3,1,2,0,0
1872,0,1,4,2,1,0,0,0
1873,0,0,0,3,0,4,0,0
1874,0,2,0,2,0,0,0,3
1875,0,0,0,5,2,0,1,1
1878,0,0,0,6,5,0,0,3
1879,15,1,4,0,0,0,0,0
1880,0,1,1,1,1,0,0,0
1881,8,1,2,1,6,4,0,0
1882,0,0,1,12,11,0,2,3
1883,0,1,3,4,0,0,2,3
1884,0,3,1,0,0,1,0,3
1885,0,0,1,2,0,3,0,3
1886,0,2,3,0,1,0,0,0
1888,0,2,0,2,2,3,0,3
1889,0,0,2,1,1,0,1,0
1890,0,0,0,2,3,3,0,3
1891,0,0,0,3,0,2,0,0
1892,9,1,2,1,0,5,0,0
1894,0,0,0,2,0,3,0,1
1896,0,1,3,1,1,3,0,3
1897,0,0,0,2,2,0,1,3
1898,1,1,0,2,0,0,0,0
1899,11,2,0,1,6,0,0,1
1900,6,1,1,1,0,0,1,3
1901,0,0,0,2,1,0,0,0
1902,0,1,0,4,2,0,0,1
1903,5,1,2,1,6,0,0,1
1904,0,1,0,2,0,0,0,1
1905,0,0,0,7,2,0,1,0
1907,0,1,2,1,0,0,0,0
1908,1,2,1,1,4,3,0,1
1909,0,1,0,3,1,0,0,3
1910,0,2,1,0,0,1,0,0
1911,0,2,1,1,0,3,0,0
1912,6,1,1,1,0,1,0,0
1913,0,0,0,2,0,3,0,3
1914,12,0,0,2,0,2,0,0
1915,7,0,2,1,0,0,0,0
1916,0,1,4,2,2,3,0,0
1923,1,2,1,1,4,4,0,3
1924,0,1,2,3,0,0,1,1
1925,0,1,2,0,2,0,0,0
1926,0,0,0,2,1,2,0,0
1927,0,0,0,2,2,3,0,0
1928,0,1,2,0,2,2,0,1
1929,0,0,0,2,2,3,0,3
1931,0,0,1,2,3,2,0,3
1932,0,1,2,3,0,3,0,1
1934,0,1,2,1,4,0,0,1
1935,0,0,0,4,2,0,0,1
1936,0,1,0,1,2,2,0,3
1937,0,0,0,2,1,0,0,1
1938,9,1,2,1,2,0,0,0
1939,0,0,0,2,0,2,0,3
1940,0,0,0,2,1,0,0,3
1941,7,0,1,1,2,2,0,0
1942,4,1,0,1,1,2,0,1
1943,1,0,0,2,1,0,2,3
1945,0,0,0,1,2,0,0,0
1946,0,1,1,4,2,0,0,1
1947,0,2,1,0,2,2,0,0
1948,0,2,1,0,3,0,0,0
1949,0,2,0,4,2,0,0,3
1950,0,0,2,1,0,0,0,0
1951,5,0,0,5,1,0,1,0
1952,1,0,1,1,0,0,0,3
1953,0,0,0,2,3,0,0,0
1954,0,0,0,2,0,0,0,0
1955,1,2,1,3,0,0,0,0
1956,0,0,2,3,1,2,0,0
1957,0,2,0,1,2,0,0,1
1958,9,0,1,4,0,5,0,0
1959,0,0,1,4,2,0,0,1
1960,0,1,1,3,2,0,0,1
1961,0,0,1,3,0,0,0,0
1962,0,0,0,3,4,0,0,1
1964,0,1,0,2,3,0,0,1
1965,1,0,0,2,2,2,0,3
1966,0,2,1,1,1,0,0,0
1967,0,2,2,1,2,3,0,0
1968,0,1,0,3,3,1,0,3
1969,0,0,2,0,0,0,0,0
1970,0,0,3,0,1,0,0,3
1971,0,0,1,2,3,3,0,3
1973,0,0,0,2,0,0,0,0
1975,0,0,0,2,1,2,0,3
1976,0,2,0,3,1,3,0,0
1977,0,0,2,3,2,2,0,0
1978,0,0,0,5,1,0,0,3
1980,0,0,0,2,0,0,0,0
1981,0,1,2,1,1,0,0,0
1982,0,0,0,2,0,3,0,1
1983,7,1,0,6,4,2,0,1
1984,0,2,1,1,0,2,0,0
1985,0,1,1,0,2,0,0,0
1986,0,0,2,2,2,0,2,3
1987,0,1,2,1,1,2,0,3
1988,1,0,1,1,2,0,0,0
1989,0,2,1,0,0,0,0,0
1991,0,1,2,1,6,4,0,3
1993,0,0,0,4,0,2,0,0
1994,0,1,3,3,0,0,1,3
1995,0,0,2,3,0,0,0,3
1996,0,1,2,1,2,1,0,0
1997,0,2,1,1,1,0,1,1
1998,0,1,2,1,2,0,0,0
1999,0,1,3,1,0,2,0,0
2000,0,0,3,0,1,0,0,0
2001,0,0,0,0,0,0,0,0
2002,9,1,0,0,0,0,1,0
2003,0,0,0,2,2,4,0,3
2004,0,2,2,1,0,2,0,0
2005,0,0,0,2,0,0,1,1
2006,0,0,2,2,1,0,0,0
2007,9,1,0,2,4,5,0,0
2010,0,1,0,1,3,2,0,0
2012,0,1,0,4,2,2,0,0
2013,0,0,2,4,1,0,0,3
2014,0,1,0,1,3,2,0,3
2015,0,1,0,1,2,0,1,3
2016,0,0,1,1,2,0,0,0
2019,0,0,0,4,1,4,0,3
2021,0,1,1,5,1,0,2,1
2022,0,1,1,4,2,3,0,0
2023,0,1,0,2,3,3,0,0
2024,0,1,4,1,0,4,0,0
2025,6,2,1,0,3,2,0,0
2027,0,1,2,1,2,4,0,3
2028,7,1,0,1,1,0,0,0
2030,0,1,0,1,2,0,0,0
2032,11,2,0,0,0,0,0,0
2033,0,1,2,3,1,3,0,0
2035,0,0,1,2,2,0,0,3
2036,0,1,4,1,1,0,0,0
2037,8,0,1,2,2,0,0,0
2038,0,0,0,2,2,5,0,3
2040,0,1,4,2,2,0,0,0
2045,0,1,0,2,1,0,0,0
2046,0,0,0,3,1,2,0,3
2047,0,0,0,2,2,0,0,0
2048,5,2,2,1,3,0,0,0
2049,0,1,0,2,0,0,0,1
2050,0,1,1,2,0,0,0,0
2051,0,2,1,1,0,2,0,3
2053,6,2,1,0,4,1,0,0
2055,0,2,1,2,1,0,0,0
2056,0,0,0,3,0,1,0,3
2058,0,2,1,0,2,0,0,0
2059,0,1,3,4,3,0,0,3
2061,0,0,3,1,1,2,0,3
2062,0,2,3,0,3,2,0,3
2063,0,0,0,5,2,0,2,1
2064,0,1,0,3,1,0,1,3
2065,0,0,0,2,2,0,0,1
2066,4,1,2,3,0,0,0,1
2068,0,1,1,3,2,3,0,0
2069,0,0,3,1,1,1,0,0
2073,0,0,2,3,0,0,1,0
2075,0,0,1,1,1,0,0,0
2077,8,0,0,0,4,0,0,3
2078,0,2,1,3,2,0,0,0
2079,0,0,0,2,2,0,0,0
2080,0,1,0,1,1,2,0,0
2081,0,1,0,4,1,2,0,0
2082,7,0,0,1,0,3,0,0
2083,0,1,0,3,2,1,0,3
2084,0,1,0,1,0,0,0,0
2086,2,1,2,1,0,0,0,3
2087,1,1,4,1,0,0,1,3
2088,0,1,2,0,5,0,2,1
2089,0,2,1,1,1,0,0,0
2091,0,0,1,1,4,0,0,1
2093,0,0,1,4,0,0,2,1
2094,6,2,2,1,0,0,0,0
2095,0,0,1,2,0,0,1,0
2096,0,2,0,1,0,0,0,3
2097,0,2,1,1,1,0,0,3
2098,0,1,4,1,2,5,0,0
2100,0,1,2,1,3,2,0,1
2101,5,1,3,1,4,3,0,0
2102,0,0,2,1,0,2,0,0
2103,0,1,3,1,1,0,0,0
2104,0,1,0,5,2,0,2,3
2105,2,0,0,3,2,2,0,0
2106,5,0,2,1,4,0,0,0
2107,0,0,0,2,3,0,2,0
2108,0,0,2,1,2,4,0,0
2110,10,1,2,1,0,1,0,0
2111,0,0,2,1,0,0,0,0
2112,0,1,2,0,2,2,0,0
2113,10,1,0,1,1,1,0,0
2114,0,1,1,2,1,0,1,1
2115,0,2,1,1,2,2,0,0
2116,0,1,0,2,0,0,0,0
2117,1,1,2,6,10,0,1,0
2119,4,0,0,0,2,2,0,0
2120,0,0,0,2,1,3,0,3
2121,0,0,0,2,2,2,0,0
2122,0,0,1,2,2,3,0,0
2123,1,1,0,4,0,0,2,0
2124,0,2,2,1,0,0,0,0
2125,8,2,1,0,0,1,0,0
2127,0,0,0,2,1,0,0,3
2128,0,2,2,1,0,0,0,3
2129,0,1,2,3,2,4,0,3
2130,0,1,3,0,0,0,0,0
2131,0,1,1,1,2,2,0,0
2132,0,0,2,1,0,0,0,0
2133,4,2,1,1,1,0,2,0
2134,0,0,1,3,1,2,0,0
2135,0,1,4,1,0,3,0,0
2136,0,2,1,0,1,2,0,0
2137,0,0,3,1,1,0,0,0
2140,0,0,0,2,2,0,0,0
2141,0,0,4,1,0,2,0,0
2142,0,0,0,2,1,4,0,3
2143,0,0,0,2,1,0,0,1
2145,0,0,2,2,1,2,0,0
2146,0,2,2,1,0,1,0,0
2147,0,0,2,2,0,1,0,0
2149,0,0,0,0,0,0,0,0
2151,0,1,1,2,1,0,0,1
2152,0,1,2,1,1,0,0,3
2153,0,1,2,1,0,0,0,1
2154,0,0,2,4,2,2,0,1
2155,0,0,1,2,3,0,0,0
2157,0,0,0,2,2,2,0,0
2158,0,0,1,1,0,3,0,0
2159,0,0,0,2,1,7,0,3
2160,0,2,2,1,0,0,1,0
2164,0,2,1,1,0,5,0,3
2166,0,2,1,1,1,0,0,0
2169,0,1,0,1,3,2,0,0
2174,0,0,0,2,0,2,0,0
2175,0,0,0,2,0,0,0,3
2176,0,0,0,3,0,0,0,0
2178,0,2,1,1,0,0,0,0
2181,8,1,1,5,2,0,0,0
2183,0,0,0,2,0,0,0,3
2185,0,1,2,1,0,2,0,0
2187,3,1,4,0,3,3,0,0
2189,5,0,2,1,3,0,0,0
2191,0,1,2,1,2,0,0,1
2192,0,0,0,2,1,4,0,3
2193,0,2,0,1,2,0,0,0
2195,0,2,1,1,1,2,0,0
2196,0,0,0,1,0,0,0,0
2197,0,1,3,5,0,0,0,1
2198,4,0,0,0,2,4,0,3
2199,0,1,1,1,0,0,0,0
2201,8,0,0,7,4,2,0,0
2202,0,1,1,2,0,0,0,3
2204,5,1,0,2,0,6,0,0
2205,0,2,0,2,3,1,0,0
2207,2,0,1,1,0,0,0,0
2208,0,1,0,3,1,2,0,3
2209,0,2,1,1,1,0,0,0
2210,0,0,2,0,2,0,0,0
2211,0,1,0,4,1,0,1,0
2213,0,2,2,1,0,3,0,3
2214,0,0,2,1,0,3,0,0
2215,0,2,1,1,0,3,0,1
2218,0,1,0,1,0,0,0,0
2221,0,1,0,4,0,2,0,3
2222,0,1,1,0,4,0,1,0
2223,6,0,0,2,2,4,0,0
2225,0,0,0,2,0,3,0,3
2226,4,0,0,0,1,0,0,0
2230,0,0,0,2,1,2,0,0
2231,1,0,0,3,6,1,0,0
2233,0,0,0,2,0,0,0,3
2234,0,1,4,4,0,1,0,0
2237,9,1,1,5,2,0,0,1
2238,0,0,0,2,2,0,1,3
2239,11,0,2,7,2,0,1,1
2241,6,0,2,3,1,4,0,0
2242,8,1,4,1,2,1,0,0
2243,0,0,0,2,2,5,0,1
2244,0,2,1,2,1,0,0,0
2245,7,1,1,1,3,0,0,0
2247,0,0,1,1,1,1,0,0
2249,0,0,0,2,5,6,0,3
2250,0,0,1,2,0,0,0,0
2251,7,0,1,1,0,0,0,3
2252,0,1,3,2,1,0,0,0
2253,5,2,0,1,0,0,0,0
2255,0,0,0,4,2,3,0,0
2256,0,2,2,1,0,0,0,0
2257,7,0,0,2,2,4,0,1
2259,0,0,1,1,2,3,0,3
2261,0,0,1,2,2,0,1,3
2262,0,0,0,2,1,6,0,3
2263,0,0,2,0,0,0,0,0
2265,0,0,1,3,1,3,0,0
2266,0,1,2,3,2,0,2,3
2269,9,1,2,1,4,5,0,0
2270,3,2,0,1,5,3,0,1
2271,0,1,2,3,0,0,0,3
2272,0,1,1,0,2,3,0,0
2273,0,0,1,2,0,2,0,3
2274,0,1,4,1,3,5,0,1
2275,0,0,3,0,0,0,0,0
2276,0,1,0,4,4,0,2,3
2277,0,2,1,0,0,2,0,0
2278,0,1,2,3,0,0,1,0
2279,0,3,1,0,0,0,0,0
2281,0,1,0,4,0,0,1,0
2282,0,0,2,2,1,3,0,0
2283,0,1,0,4,4,0,1,3
2284,0,1,0,4,2,4,0,0
2285,0,1,1,3,3,0,1,3
2287,0,1,2,5,0,0,0,0
2289,0,1,2,1,0,0,0,3
2292,8,0,0,2,7,0,0,0
2293,0,0,0,0,1,0,0,3
2294,0,0,2,1,5,2,0,3
2295,0,2,1,0,1,0,0,0
2299,0,0,0,2,0,1,0,0
2300,0,1,0,4,0,2,0,0
2306,0,0,0,2,3,0,1,1
2307,0,1,4,2,0,3,0,3
2309,0,2,1,1,2,3,0,1
2310,0,1,2,1,0,2,0,0
2311,0,0,1,2,2,0,0,0
2312,0,0,0,0,0,0,0,0
2313,0,0,0,4,0,1,0,3
2316,0,2,1,1,2,3,0,0
2318,0,1,2,3,0,0,1,3
2320,0,0,2,1,1,0,0,0
2322,0,1,0,0,2,0,0,1
2323,0,1,0,2,1,0,0,1
2325,0,1,2,1,0,0,0,0
2328,0,1,0,0,0,0,0,0
2329,0,0,3,0,2,0,0,0
2330,0,0,1,2,2,4,0,0
2331,0,0,0,0,1,4,0,3
2334,0,2,2,1,1,3,0,1
2335,1,2,2,1,2,0,0,1
2336,0,0,0,2,0,4,0,1
2337,0,0,0,2,0,0,0,0
2338,0,2,0,1,0,3,0,1
2339,0,0,0,2,1,2,0,3
2340,0,0,0,3,2,5,0,1
2348,0,0,2,1,0,0,0,0
2350,0,0,1,2,2,2,0,3
2351,0,1,1,3,1,3,0,3
2352,0,1,2,2,1,3,0,3
2354,0,0,0,2,2,3,0,3
2355,0,0,0,2,1,0,0,3
2357,0,2,0,1,1,3,0,0
2358,0,0,3,1,0,2,0,3
2359,0,1,0,4,4,0,0,1
2362,0,1,2,1,0,0,0,3
2365,0,0,0,2,4,2,0,0
2366,0,0,1,2,2,0,0,0
2367,0,2,2,1,2,1,0,0
2368,0,1,4,1,2,0,0,3
2369,0,0,1,2,0,2,0,0
2370,0,0,0,2,0,3,0,0
2371,0,1,0,5,1,0,2,3
2385,0,0,0,1,1,0,0,0
2386,0,0,1,2,0,2,0,0
2387,0,0,0,4,3,6,0,0
2388,0,2,0,1,2,0,0,0
2391,0,2,0,2,0,0,0,0
2392,0,0,0,1,1,0,0,0
2393,0,1,0,3,3,0,0,0
2394,8,1,0,1,0,0,0,1
2395,0,0,0,1,0,0,0,0
2396,0,2,0,0,0,0,0,0
2397,0,1,1,0,0,0,0,0
2399,0,0,0,2,2,1,0,0
2400,0,1,2,1,0,1,0,0
2402,4,1,3,0,2,1,0,0
2403,2,0,1,2,4,4,0,3
2404,5,0,1,3,2,1,1,0
2405,0,1,0,4,1,7,0,0
2406,0,1,3,0,0,0,0,0
2412,0,0,1,2,0,3,0,0
2414,0,1,1,0,0,2,0,0
2417,0,1,0,1,2,4,0,3
2420,0,1,1,5,2,0,2,1
2421,0,1,4,1,4,2,0,3
2424,0,0,3,1,1,0,0,1
2425,0,0,2,1,0,0,0,3
2426,0,1,2,1,1,0,0,0
2427,5,0,0,2,0,0,0,0
2428,0,2,3,0,0,0,1,0
2429,0,2,0,4,4,0,0,0
2431,0,1,2,1,4,0,0,3
2432,1,1,4,0,0,0,0,0
2433,4,1,3,1,0,1,0,3
2434,0,1,4,1,3,0,0,3
2435,0,1,3,1,1,3,0,0
2436,0,2,0,3,1,1,0,3
2437,0,0,1,2,1,2,0,0
2438,0,0,0,5,4,0,1,3
2439,4,1,2,6,2,2,0,0
2440,0,1,2,1,0,1,0,1
2441,0,1,2,0,0,0,0,0
2442,1,0,0,0,0,2,0,3
2443,0,1,4,1,2,3,0,3
2444,0,0,1,2,2,2,0,3
2445,0,0,3,0,2,0,0,0
2446,0,0,2,0,2,2,0,3
2447,0,1,4,1,0,0,0,0
2448,0,0,0,2,3,0,0,0
2451,6,1,2,0,0,0,0,0
2452,0,1,4,1,0,0,0,0
2453,0,0,0,1,2,1,0,3
2455,0,2,1,1,0,1,0,0
2457,5,1,1,1,0,0,0,0
2458,7,1,1,0,0,0,0,0
2459,0,2,1,2,1,0,0,1
2460,0,1,1,2,3,5,0,1
2463,1,0,0,4,1,0,0,1
2464,4,1,2,1,1,1,0,3
2465,0,0,0,2,0,0,0,0
2468,0,0,2,1,0,0,0,0
2469,0,1,0,0,2,2,0,0
2471,0,1,4,0,0,2,0,3
2472,0,1,2,0,0,0,0,0
2474,0,1,3,1,0,0,0,0
2475,0,2,0,0,1,4,0,0
2476,5,0,0,1,4,4,0,1
2477,0,2,3,0,0,0,0,0
2479,8,0,2,1,1,0,1,0
2480,0,1,4,2,0,2,0,3
2481,0,0,2,2,1,2,0,0
2482,11,1,0,5,0,3,0,0
2483,0,1,0,0,3,3,0,0
2484,9,0,1,3,2,5,0,0
2485,0,2,0,1,6,5,0,3
2486,0,1,3,0,0,0,0,0
2487,5,1,3,1,3,2,0,0
2488,0,0,0,1,1,2,0,1
2491,0,2,1,0,0,0,0,0
2492,0,2,2,0,1,0,0,0
2493,0,1,1,0,0,2,0,0
2494,4,2,0,1,0,0,0,0
2496,0,0,0,2,2,2,0,1
2497,0,1,3,1,2,2,0,1
2499,0,0,0,1,2,0,0,0
2502,0,0,0,2,2,4,0,3
2503,0,2,1,1,0,0,0,0
2504,0,2,2,1,0,0,1,0
2505,0,0,0,4,0,0,0,0
2506,0,1,3,1,2,2,0,3
2508,0,1,0,2,0,0,0,1
2509,0,2,1,1,4,0,0,3
2510,0,1,4,0,0,0,0,1
2511,0,1,3,4,3,0,1,1
2512,4,0,0,2,4,3,0,0
2513,0,2,0,1,3,0,0,1
2514,0,2,2,1,0,2,0,3
2515,8,1,2,3,2,2,0,0
2516,4,2,3,0,1,2,0,0
2517,7,1,2,1,2,0,0,0
2519,0,0,0,2,1,2,0,3
2520,0,0,1,2,2,0,0,0
2522,0,0,1,2,3,2,0,1
2526,0,0,0,0,0,0,0,0
2528,0,0,0,2,0,2,0,0
2529,0,1,1,3,3,4,0,3
2532,7,1,3,1,1,0,0,1
2533,0,1,1,1,1,0,1,3
2534,0,2,2,1,1,0,0,0
2535,0,0,0,4,2,2,0,0
2537,1,1,1,0,0,1,0,0
2539,0,0,2,2,3,4,0,3
2540,0,2,2,1,1,1,0,3
2541,0,1,0,5,2,4,0,3
2542,0,0,0,2,1,0,0,1
2543,0,2,1,0,2,4,0,0
2544,0,0,0,4,0,0,0,0
2545,0,2,1,1,4,5,0,3
2547,0,2,2,1,0,3,0,3
2548,0,2,2,1,0,0,0,0
2549,0,1,0,0,1,3,0,1
2550,4,0,2,1,0,0,0,0
2554,6,1,1,4,2,3,0,3
2557,0,2,0,0,0,0,0,0
2559,0,2,2,1,1,0,1,1
2560,0,0,0,0,0,0,0,1
2561,0,0,1,2,0,0,0,0
2562,1,0,3,1,0,0,0,0
2563,0,2,3,0,2,0,0,0
2564,0,1,1,1,2,2,0,0
2565,0,0,3,1,0,0,0,0
2566,0,1,2,1,2,3,0,3
2567,0,0,3,0,2,2,0,0
2572,0,1,3,0,0,1,0,0
2574,0,1,2,1,2,2,0,0
2575,0,0,0,3,2,0,0,0
2576,0,1,1,1,1,0,0,3
2577,0,0,2,1,3,0,0,0
2579,0,1,1,0,2,0,0,3
2580,0,0,0,2,2,0,0,0
2581,0,2,1,1,2,2,0,1
2584,0,0,1,1,2,0,0,0
2586,0,2,1,2,3,2,0,0
2587,0,1,0,5,2,0,2,3
2588,0,1,4,4,1,0,1,0
2590,0,1,0,0,0,0,0,0
2591,0,1,1,3,2,0,1,0
2592,6,2,1,1,2,0,1,0
2593,0,0,0,3,3,1,0,0
2595,0,0,3,0,0,0,0,0
2596,4,1,4,0,1,2,0,0
2597,0,1,3,3,2,0,0,0
2599,9,0,0,3,2,1,2,0
2600,0,2,1,1,1,0,0,3
2605,0,2,2,1,2,3,0,0
2607,0,0,0,1,1,0,0,0
2608,0,1,2,1,2,0,0,0
2609,6,0,0,0,0,0,0,1
2610,0,0,0,0,2,0,0,0
2611,0,0,0,2,1,3,0,3
2612,9,0,0,10,3,0,2,3
2613,0,2,1,1,0,0,0,0
2614,0,0,2,1,1,4,0,3
2615,0,0,0,4,0,2,0,0
2616,0,1,3,5,4,3,0,3
2617,4,1,2,1,3,1,0,3
2618,0,0,0,2,3,0,1,3
2619,0,1,3,1,0,3,0,3
2620,0,0,3,1,2,2,0,0
2626,0,2,0,1,2,0,0,0
2627,0,0,0,4,1,0,0,3
2628,0,2,2,1,0,0,0,0
2629,0,1,0,4,0,4,0,0
2630,0,1,1,4,5,0,1,0
2631,0,0,0,2,2,3,0,3
2632,6,2,2,1,2,0,0,3
2634,0,0,0,2,0,0,0,0
2637,0,1,4,4,2,7,0,3
2638,0,1,0,3,2,4,0,0
2639,0,0,0,2,0,0,0,0
2641,0,1,1,1,0,0,0,0
2642,1,2,0,1,2,3,0,3
2643,5,1,3,1,2,0,0,0
2644,0,0,0,2,0,2,0,0
2645,0,1,2,1,0,0,0,0
2646,0,1,3,0,2,0,0,0
2647,0,2,2,0,2,2,0,3
2649,2,0,0,4,0,0,0,3
2650,0,2,1,1,2,0,0,0
2651,0,1,3,1,3,4,0,0
2652,5,1,1,2,2,2,0,0
2653,6,1,3,0,2,0,0,0
2654,0,0,3,1,2,0,0,0
2656,10,1,2,5,0,0,0,1
2658,0,0,0,2,1,0,0,3
