Store Nbr,Item Number,Item Description,Qty,Remarks
4250,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4564,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5046,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5118,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5292,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5346,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5851,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
7009,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
511,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
628,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
630,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
643,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1017,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1037,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1146,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1197,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1236,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1237,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1298,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1321,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1352,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1354,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1379,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1641,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
1953,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
2058,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
2137,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
2580,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
2730,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
3182,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
3701,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
3889,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
4250,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
4564,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
5046,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
5118,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
5292,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
5346,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
5851,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
7009,673938139,BTFL STRIPE COMF QN,2,2 Week Delay
511,673938142,BTFL FLSG COMF QN,2,2 Week Delay
628,673938142,BTFL FLSG COMF QN,2,2 Week Delay
630,673938142,BTFL FLSG COMF QN,2,2 Week Delay
643,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1017,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1037,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1146,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1197,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1236,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1237,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1298,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1321,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1352,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1354,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1379,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1641,673938142,BTFL FLSG COMF QN,2,2 Week Delay
1953,673938142,BTFL FLSG COMF QN,2,2 Week Delay
2058,673938142,BTFL FLSG COMF QN,2,2 Week Delay
2137,673938142,BTFL FLSG COMF QN,2,2 Week Delay
2580,673938142,BTFL FLSG COMF QN,2,2 Week Delay
2730,673938142,BTFL FLSG COMF QN,2,2 Week Delay
3182,673938142,BTFL FLSG COMF QN,2,2 Week Delay
3701,673938142,BTFL FLSG COMF QN,2,2 Week Delay
3889,673938142,BTFL FLSG COMF QN,2,2 Week Delay
4250,673938142,BTFL FLSG COMF QN,2,2 Week Delay
4564,673938142,BTFL FLSG COMF QN,2,2 Week Delay
5046,673938142,BTFL FLSG COMF QN,2,2 Week Delay
5118,673938142,BTFL FLSG COMF QN,2,2 Week Delay
5292,673938142,BTFL FLSG COMF QN,2,2 Week Delay
5346,673938142,BTFL FLSG COMF QN,2,2 Week Delay
5851,673938142,BTFL FLSG COMF QN,2,2 Week Delay
7009,673938142,BTFL FLSG COMF QN,2,2 Week Delay
511,673938163,BTFL FLSG COMF KG,2,2 Week Delay
628,673938163,BTFL FLSG COMF KG,2,2 Week Delay
630,673938163,BTFL FLSG COMF KG,2,2 Week Delay
643,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1017,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1037,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1146,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1197,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1236,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1237,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1298,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1321,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1352,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1354,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1379,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1641,673938163,BTFL FLSG COMF KG,2,2 Week Delay
1953,673938163,BTFL FLSG COMF KG,2,2 Week Delay
2058,673938163,BTFL FLSG COMF KG,2,2 Week Delay
2137,673938163,BTFL FLSG COMF KG,2,2 Week Delay
2580,673938163,BTFL FLSG COMF KG,2,2 Week Delay
2730,673938163,BTFL FLSG COMF KG,2,2 Week Delay
3182,673938163,BTFL FLSG COMF KG,2,2 Week Delay
3701,673938163,BTFL FLSG COMF KG,2,2 Week Delay
3889,673938163,BTFL FLSG COMF KG,2,2 Week Delay
4250,673938163,BTFL FLSG COMF KG,2,2 Week Delay
4564,673938163,BTFL FLSG COMF KG,2,2 Week Delay
5046,673938163,BTFL FLSG COMF KG,2,2 Week Delay
5118,673938163,BTFL FLSG COMF KG,2,2 Week Delay
5292,673938163,BTFL FLSG COMF KG,2,2 Week Delay
5346,673938163,BTFL FLSG COMF KG,2,2 Week Delay
5851,673938163,BTFL FLSG COMF KG,2,2 Week Delay
7009,673938163,BTFL FLSG COMF KG,2,2 Week Delay
511,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
628,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
630,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
643,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1017,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1037,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1146,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1197,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1236,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1237,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1298,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1321,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1352,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1354,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1379,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1641,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
1953,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
2058,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
2137,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
2580,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
2730,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
3182,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
3701,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
3889,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
4250,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
4564,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
5046,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
5118,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
5292,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
5346,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
5851,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
7009,673938166,BTFL STRIPE COMF KG,2,2 Week Delay
104,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
120,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
143,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
192,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
233,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
257,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
282,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
390,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
416,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
430,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
587,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
655,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
657,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
659,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
674,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
675,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
688,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
695,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
710,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
711,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
736,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
833,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1263,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1783,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3017,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3137,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3717,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
4435,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
4482,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
4483,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5058,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5175,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
104,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
120,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
143,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
192,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
233,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
257,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
282,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
390,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
416,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
430,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
587,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
655,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
657,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
659,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
674,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
675,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
688,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
695,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
710,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
711,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
736,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
833,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1263,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1783,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3017,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3137,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3717,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
4435,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
4482,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
4483,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
5058,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
5175,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
104,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
120,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
143,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
192,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
233,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
257,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
282,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
390,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
416,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
430,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
587,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
655,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
657,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
659,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
674,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
675,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
688,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
695,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
710,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
711,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
736,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
833,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1263,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1783,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3017,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3137,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3717,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
4435,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
4482,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
4483,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
5058,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
5175,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
104,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
120,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
143,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
192,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
233,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
257,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
282,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
390,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
416,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
430,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
587,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
655,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
657,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
659,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
674,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
675,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
688,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
695,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
710,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
711,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
736,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
833,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1263,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1783,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3017,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3137,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3717,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4435,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4482,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4483,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5058,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5175,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1623,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1959,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2252,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2446,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2497,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2535,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3159,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3520,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3795,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5447,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
8331,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1623,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1959,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2252,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2446,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2497,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2535,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3159,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3520,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3795,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
5447,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
8331,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1623,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1959,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2252,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2446,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2497,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2535,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3159,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3520,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3795,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
5447,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
8331,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1623,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1959,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2252,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2446,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2497,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2535,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3159,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3520,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3795,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5447,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
8331,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
612,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1329,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1547,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1618,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1734,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1892,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2339,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2544,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2771,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3255,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3851,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5403,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
612,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1329,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1547,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1618,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1734,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1892,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2339,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2544,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2771,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3255,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3851,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
5403,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
612,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1329,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1547,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1618,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1734,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1892,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2339,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2544,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2771,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3255,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3851,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
5403,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
612,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1329,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1547,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1618,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1734,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1892,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2339,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2544,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2771,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3255,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3851,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
5403,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
16,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
72,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
108,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
130,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
141,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
227,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
392,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
544,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1099,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2804,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3430,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
4108,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
4195,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
7326,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
16,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
72,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
108,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
130,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
141,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
227,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
392,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
544,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
1099,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2804,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
3430,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
4108,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
4195,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
7326,673938177,BTFL ROSE VELQLT Q,2,2 Week Delay
2,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
16,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
72,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
108,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
130,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
141,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
227,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
392,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
544,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
1099,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2804,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
3430,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
4108,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
4195,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
7326,673938178,BTFL ROSE VELQLT K,2,2 Week Delay
2,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
16,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
72,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
108,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
130,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
141,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
227,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
392,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
544,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
1099,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
2804,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
3430,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4108,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
4195,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
7326,673938179,BTFL STCHQLTBLU KG,2,2 Week Delay
802,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
847,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
882,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
971,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1007,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1202,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1316,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1366,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1430,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1515,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1551,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1571,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
1635,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
2510,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3268,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
3324,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5044,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5127,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
5199,673938175,BTFL STCHQLTBLU QN,2,2 Week Delay
