Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,2,26 Pc Jumbo Pouf PDQ,Full Endcap,1,3,
1,40,Cortizone 12pc PDQ,Full Endcap,1,3,
1,72,ONN. 10OZ SINGLE CANNED AIR,Full Endcap,1,3,
2,8,OUTBACK DOG HOUSE,Full Stack,2,2,
2,40,24 Piece EQ Omeprazole Feature,PDQ,1,2,
2,74,Ball Wide Mouth Quart Canning Jars,Full Endcap,1,2,
2,74,Regular Mouth 16oz Pint Mason Jars,Full Endcap,1,2,
2,92,KNORR RICE/PASTA MIXED 768 COUNT SCOG PALLET,Full Stack,1,2,
2,92,Old El Paso Taco Hut 620 Units,Full Stack,1,2,
2,93,FZ 31/40 RAW PD SHMP,Bunker,1,2,
2,93,GV CKN WINGS,Bunker,1,2,
2,2,Aveeno 24pc Pdq,Full Endcap,1,3,
2,13,Dawn PW/EZ Half Pallet 222pcs - feature has 2 price points,Train,2,3,
2,13,LIBMAN 30CT LG BRM W,Train,1,3,
2,22,"Snoop Dogg Hooded Blanket Half Pallet, 80 Units",PDQ,1,3,
2,40,Airborne,Full Endcap,1,3,
2,40,"EQ Fluticasone 24ct, 96pcs",PDQ,1,3,
2,40,EQ HI PEF CH 12P FEATURE PALLET 192 UNITS,Full Stack,1,3,
2,40,EQ HI PEF VAN 12P FEATURE PALLET 192 UNITS,Full Stack,1,3,
2,40,Equate 91% Isopropyl Alcohol 32oz 12ct PDQ,Full Endcap,1,3,
2,40,MUCINEX Pediatrics  24CT,SK,1,3,
2,79,Parent's Choice Fragrance-Free 1200ct,Full Stack,1,3,
2,92,Heinz Grilling Mixed Pallet 484pcs - feature has multiple price points,Full Stack,1,3,
2,92,Knorr SCOG Pallet 768 ct,Full Stack,1,3,
2,92,Taco Bell 600 Piece Mixed 1/2 Pallet - feature has multiple price points,Half Stack,2,3,
2,95,Great Value Potato Chip Pallet Display 284 Units,Full Stack,1,3,
3,11,Duraflame 6pk Gold Firelog,Full Stack,1,2,
3,72,HP DESKJET 4152E -14,Half Stack,1,2,
3,74,"Frigidaire 10.0 Cu. ft. Chest Freezer, White",Full Endcap,1,2,
3,92,38oz Heinz Ketchup Half Pallet 216 units,Half Stack,1,2,
3,93,FZ GV TILAPIA FIL 4,Bunker,2,2,
3,93,GV CKN WINGS,Bunker,2,2,
3,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,3,
3,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,3,
3,13,Fabuloso 2x 56oz Lavender/Lemon Shipper 216 Pieces,Train,1,3,
3,14,Chefman Dynamic Blender,Full Endcap,1,3,
3,40,10 Piece ClearLax/ Orange lax,PDQ,1,3,
3,40,Cortizone 12pc PDQ,Full Endcap,1,3,
3,40,"EQ Fluticasone 24ct, 96pcs",PDQ,1,3,
3,40,Vicks Severe 30 IN,4-way,1,3,
3,40,Vicks Severe honey 24pc,Full Endcap,1,3,
3,72,ONN. 10OZ SINGLE CANNED AIR,Full Endcap,1,3,
3,92,Heinz Grilling Mixed Pallet 484pcs - feature has multiple price points,Full Stack,1,3,
3,92,"Peeps Cereal, 192 pieces",Full Stack,1,3,
4,22,"Snoop Dogg Hooded Blanket Half Pallet, 80 Units",PDQ,1,3,
5,82,Energizer 580PC,Full Stack,1,2,
5,7,Hot Wheels Monster Trucks Dump Bin,Full Endcap,1,3,
5,13,Dawn PW/EZ Half Pallet 222pcs - feature has 2 price points,Train,1,3,
5,20,Mainstays Beach Towel / 288 Pieces,Half Stack,1,3,
5,22,"Snoop Dogg Hooded Blanket Half Pallet, 80 Units",PDQ,1,3,
5,40,"EQ Fluticasone 24ct, 96pcs",PDQ,1,3,
5,40,Equate 91% Isopropyl Alcohol 32oz 12ct PDQ,Full Endcap,1,3,
5,72,Canon MG2522- 14,Full Endcap,1,3,
5,79,8X DRP Pampers Baby Wipes,Full Stack,1,3,
7,13,LIBMAN 30CT LG BRM W,Train,1,3,
7,16,King Kooker 90qt Boiling Kit / 8,Full Stack,1,3,
7,40,Equate 91% Isopropyl Alcohol 32oz 12ct PDQ,Full Endcap,1,3,
7,79,8X DRP Pampers Baby Wipes,Full Stack,1,3,
7,79,Parent's Choice Fragrance-Free 1200ct,Full Stack,1,3,
7,92,Heinz Grilling Mixed Pallet 484pcs - feature has multiple price points,Full Stack,1,3,
8,2,26 Pc Jumbo Pouf PDQ,Full Endcap,1,3,
8,13,LIBMAN 30CT LG BRM W,Train,1,3,
8,14,Chefman Dynamic Blender,Full Endcap,2,3,
8,16,King Kooker 90qt Boiling Kit / 8,Full Stack,1,3,
8,40,10 Piece ClearLax/ Orange lax,PDQ,1,3,
8,40,Equate 91% Isopropyl Alcohol 32oz 12ct PDQ,Full Endcap,1,3,
8,79,Parent's Choice Fragrance-Free 1200ct,Full Stack,2,3,
8,82,552PCDUR MIXED - feature has multiple price points,Half Stack,1,3,
8,92,38oz Heinz Ketchup Half Pallet 216 units,Half Stack,1,3,
8,92,Hellmann's Real Mayo 30oz 480PC,Full Stack,1,3,
