Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,Building Type,Day of Month
7067,Systems Outage Monthly Placeholder,Pending,9,March 23,12:30 a.m.,,Central,IDC,
6097,Systems Outage Monthly Placeholder,Pending,9,March 24,11:00 p.m.,,Central,GDC,
6030,Systems Outage Monthly Placeholder,Pending,9,March 25,04:30 a.m.,,Central,RDC,
6038,Systems Outage Monthly Placeholder,Pending,9,March 25,06:00 p.m.,,Central,RDC,
6082,Systems Outage Monthly Placeholder,Pending,9,March 25,12:30 a.m.,,Central,GDC,
6858,Systems Outage Monthly Placeholder,Pending,9,March 25,11:30 p.m.,,Central,GDC,
6056,Systems Outage Monthly Placeholder,Pending,9,March 26,11:00 p.m.,,Central,GDC,
7019,Systems Outage Monthly Placeholder,Pending,9,March 26,12:30 a.m.,,Central,GDC,
6025,Systems Outage Monthly Placeholder,Pending,9,March 27,1:00 a.m.,,Central,RDC,
6071,Systems Outage Monthly Placeholder,Pending,9,March 27,12:00 a.m.,,Central,GDC,
6099,Systems Outage Monthly Placeholder,Pending,9,March 27,11:30 p.m.,,Central,GDC,
6066,Systems Outage Monthly Placeholder,Pending,9,March 28,1:30 a.m.,,Central,RDC,
6039,Systems Outage Monthly Placeholder,Pending,10,April 01,6:00 p.m.,,Central,RDC,
6040,Systems Outage Monthly Placeholder,Pending,10,April 01,11:30 p.m.,,Central,RDC,
6043,Systems Outage Monthly Placeholder,Pending,10,April 01,12:00 a.m.,,Central,RDC,
7014,Systems Outage Monthly Placeholder,Pending,10,April 01,10:00 p.m.,,Central,GDC,
7018,Systems Outage Monthly Placeholder,Pending,10,April 02,1:00 a.m.,,Central,GDC,
7036,Systems Outage Monthly Placeholder,Pending,10,April 02,1:00 a.m.,,Central,RDC,
7038,Systems Outage Monthly Placeholder,Pending,10,April 02,12:30 a.m.,,Central,RDC,
8851,Systems Outage Monthly Placeholder,Pending,10,April 02,8:00 p.m.,,Central,GDC,
6010,Systems Outage Monthly Placeholder,Pending,10,April 03,1:00 a.m.,,Central,RDC,
6016,Systems Outage Monthly Placeholder,Pending,10,April 03,1:30 a.m.,,Central,RDC,
6035,Systems Outage Monthly Placeholder,Pending,10,April 03,1:30 a.m.,,Central,RDC,
6012,Systems Outage Monthly Placeholder,Pending,10,April 04,1:00 a.m.,,Central,RDC,
6031,Systems Outage Monthly Placeholder,Pending,10,April 04,3:00 a.m.,,Central,RDC,
6061,Systems Outage Monthly Placeholder,Pending,10,April 04,11:30 p.m.,,Central,IDC,
7033,Systems Outage Monthly Placeholder,Pending,10,April 05,5:00 a.m.,,Central,RDC,
6019,Systems Outage Monthly Placeholder,Pending,11,April 06,2:00 a.m.,,Central,RDC,
7026,Systems Outage Monthly Placeholder,Pending,11,April 06,9:00 p.m.,,Central,RDC,
6005,Systems Outage Monthly Placeholder,Pending,11,April 07,8:00 p.m.,,Central,RDC,
6022,Systems Outage Monthly Placeholder,Pending,11,April 07,9:00 p.m.,,Central,RDC,
6095,Systems Outage Monthly Placeholder,Pending,11,April 07,11:00 p.m.,,Central,GDC,
7035,Systems Outage Monthly Placeholder,Pending,11,April 07,12:30 a.m.,,Central,RDC,
7055,Systems Outage Monthly Placeholder,Pending,11,April 07,10:30 p.m.,,Central,GDC,
6021,Systems Outage Monthly Placeholder,Pending,11,April 08,4:30 a.m.,,Central,RDC,
6069,Systems Outage Monthly Placeholder,Pending,11,April 08,1:00 a.m.,,Central,RDC,
6072,Systems Outage Monthly Placeholder,Pending,11,April 08,12:30 a.m.,,Central,GDC,
6085,Systems Outage Monthly Placeholder,Pending,11,April 08,12:30 a.m.,,Central,GDC,
3960,Systems Outage Monthly Placeholder,Pending,11,April 09,1:00 a.m.,,Central,RDC,
6006,Systems Outage Monthly Placeholder,Pending,11,April 09,12:00 a.m.,,Central,RDC,
6020,Systems Outage Monthly Placeholder,Pending,11,April 09,1:00 a.m.,,Central,RDC,
6026,Systems Outage Monthly Placeholder,Pending,11,April 09,5:00 a.m.,,Central,RDC,
6057,Systems Outage Monthly Placeholder,Pending,11,April 09,11:00 p.m.,,Central,GDC,
6073,Systems Outage Monthly Placeholder,Pending,11,April 09,11:30 p.m.,,Central,GDC,
6077,Systems Outage Monthly Placeholder,Pending,11,April 09,12:30 a.m.,,Central,GDC,
7013,Systems Outage Monthly Placeholder,Pending,11,April 09,2:30 a.m.,,Central,GDC,
7016,Systems Outage Monthly Placeholder,Pending,11,April 09,12:00 a.m.,,Central,GDC,
7034,Systems Outage Monthly Placeholder,Pending,11,April 09,02:00 a.m.,,Central,RDC,
6059,Systems Outage Monthly Placeholder,Pending,11,April 10,12:30 a.m.,,Central,GDC,
6090,Systems Outage Monthly Placeholder,Pending,11,April 10,2:00 a.m.,,Central,GDC,
6092,Systems Outage Monthly Placeholder,Pending,11,April 10,1:00 a.m.,,Central,RDC,
7048,Systems Outage Monthly Placeholder,Pending,11,April 10,1:00 a.m.,,Central,GDC,
7039,Systems Outage Monthly Placeholder,Pending,11,April 11,2:00 a.m.,,Central,RDC,
8397,Systems Outage Monthly Placeholder,Pending,11,April 11,3:00 a.m.,,Central,GDC,
6009,Systems Outage Monthly Placeholder,Pending,11,April 12,12:30 a.m.,,Central,RDC,
6094,Systems Outage Monthly Placeholder,Pending,11,April 12,1:00 a.m.,,Central,RDC,
7077,Systems Outage Monthly Placeholder,Pending,11,April 12,11:00 p.m.,,Central,GDC,
6070,Systems Outage Monthly Placeholder,Pending,12,April 13,1:00 a.m.,,Central,RDC,
6088,Systems Outage Monthly Placeholder,Pending,12,April 13,12:00 a.m.,,Central,IDC,
6023,Systems Outage Monthly Placeholder,Pending,12,April 14,11:00 p.m.,,Central,RDC,
6055,Systems Outage Monthly Placeholder,Pending,12,April 14,11:30 p.m.,,Central,GDC,
7023,Systems Outage Monthly Placeholder,Pending,12,April 14,11:30 p.m.,,Central,GDC,
7079,Systems Outage Monthly Placeholder,Pending,12,April 14,12:30 a.m.,,Central,GDC,
6011,Systems Outage Monthly Placeholder,Pending,12,April 15,12:00 a.m.,,Central,RDC,
6042,Systems Outage Monthly Placeholder,Pending,12,April 15,12:30 a.m.,,Central,GDC,
6062,Systems Outage Monthly Placeholder,Pending,12,April 15,12:30 a.m.,,Central,GDC,
6096,Systems Outage Monthly Placeholder,Pending,12,April 15,11:30 p.m.,,Central,GDC,
7010,Systems Outage Monthly Placeholder,Pending,12,April 15,1:00 a.m.,,Central,GDC,
7012,Systems Outage Monthly Placeholder,Pending,12,April 15,11:30 p.m.,,Central,GDC,
7042,Systems Outage Monthly Placeholder,Pending,12,April 15,12:00 a.m.,,Central,IDC,
3951,Systems Outage Monthly Placeholder,Pending,12,April 16,1:00 a.m.,,Central,RDC,
6047,Systems Outage Monthly Placeholder,Pending,12,April 16,10:30 p.m.,,Central,GDC,
6064,Systems Outage Monthly Placeholder,Pending,12,April 16,12:30 a.m.,,Central,GDC,
6065,Systems Outage Monthly Placeholder,Pending,12,April 16,12:30 a.m.,,Central,GDC,
7017,Systems Outage Monthly Placeholder,Pending,12,April 16,11:00 p.m.,,Central,GDC,
7021,Systems Outage Monthly Placeholder,Pending,12,April 16,1:00 a.m.,,Central,GDC,
7047,Systems Outage Monthly Placeholder,Pending,12,April 16,3:00 a.m.,,Central,GDC,
7078,Systems Outage Monthly Placeholder,Pending,12,April 16,2:00 a.m.,,Central,IDC,
7084,Systems Outage Monthly Placeholder,Pending,12,April 16,2:30 a.m.,,Central,GDC,
6068,Systems Outage Monthly Placeholder,Pending,12,April 17,2:00 a.m.,,Central,RDC,
6084,Systems Outage Monthly Placeholder,Pending,12,April 17,12:00 a.m.,,Central,GDC,
6091,Systems Outage Monthly Placeholder,Pending,12,April 17,12:00 a.m.,,Central,GDC,
7015,Systems Outage Monthly Placeholder,Pending,12,April 17,10:00 p.m.,,Central,GDC,
7024,Systems Outage Monthly Placeholder,Pending,12,April 17,11:00 p.m.,,Central,GDC,
7045,Systems Outage Monthly Placeholder,Pending,12,April 17,1:00 a.m.,,Central,RDC,
7095,Systems Outage Monthly Placeholder,Pending,12,April 17,4:00 a.m.,,Central,IDC,
6037,Systems Outage Monthly Placeholder,Pending,12,April 18,2:00 a.m.,,Central,RDC,
6048,Systems Outage Monthly Placeholder,Pending,12,April 18,12:00 a.m.,,Central,RDC,
6054,Systems Outage Monthly Placeholder,Pending,12,April 18,1:30 a.m.,,Central,RDC,
6083,Systems Outage Monthly Placeholder,Pending,12,April 18,12:30 a.m.,,Central,GDC,
7030,Systems Outage Monthly Placeholder,Pending,12,April 18,12:00 a.m.,,Central,GDC,
6018,Systems Outage Monthly Placeholder,Pending,12,April 19,3:00 a.m.,,Central,RDC,
6024,Systems Outage Monthly Placeholder,Pending,12,April 19,1:00 a.m.,,Central,RDC,
6097,Systems Outage Monthly Placeholder,Pending,13,April 19,11:00 p.m.,,Central,GDC,
4154,Systems Outage Monthly Placeholder,Pending,13,April 20,9:00 p.m.,,Central,GDC,
6027,Systems Outage Monthly Placeholder,Pending,13,April 20,6:00 p.m.,,Central,RDC,
6060,Systems Outage Monthly Placeholder,Pending,13,April 20,11:00 p.m.,,Central,GDC,
6080,Systems Outage Monthly Placeholder,Pending,13,April 20,6:00 p.m.,,Central,RDC,
6041,Systems Outage Monthly Placeholder,Pending,13,April 21,9:00 p.m.,,Central,WPM,
6285,Systems Outage Monthly Placeholder,Pending,13,April 21,9:30 p.m.,,Central,GDC,
7842,Systems Outage Monthly Placeholder,Pending,13,April 21,9:00 p.m.,,Central,WPM,
6030,Systems Outage Monthly Placeholder,Pending,13,April 22,04:30 a.m.,,Central,RDC,
6038,Systems Outage Monthly Placeholder,Pending,13,April 22,06:00 p.m.,,Central,RDC,
6082,Systems Outage Monthly Placeholder,Pending,13,April 22,12:30 a.m.,,Central,GDC,
6858,Systems Outage Monthly Placeholder,Pending,13,April 22,11:30 p.m.,,Central,GDC,
6056,Systems Outage Monthly Placeholder,Pending,13,April 23,11:00 p.m.,,Central,GDC,
6074,Systems Outage Monthly Placeholder,Pending,13,April 23,10:00 a.m.,,Central,GDC,
7019,Systems Outage Monthly Placeholder,Pending,13,April 23,12:30 a.m.,,Central,GDC,
6025,Systems Outage Monthly Placeholder,Pending,13,April 24,1:00 a.m.,,Central,RDC,
6071,Systems Outage Monthly Placeholder,Pending,13,April 24,12:00 a.m.,,Central,GDC,
6099,Systems Outage Monthly Placeholder,Pending,13,April 24,11:30 p.m.,,Central,GDC,
6066,Systems Outage Monthly Placeholder,Pending,13,April 25,1:30 a.m.,,Central,RDC,
6017,Systems Outage Monthly Placeholder,Pending,13,April 26,02:00 a.m.,,Central,RDC,
6036,Systems Outage Monthly Placeholder,Pending,14,April 27,6:00 p.m.,,Central,RDC,
7067,Systems Outage Monthly Placeholder,Pending,14,April 27,12:30 a.m.,,Central,IDC,
7014,Systems Outage Monthly Placeholder,Pending,14,April 29,10:00 p.m.,,Central,GDC,
6010,Systems Outage Monthly Placeholder,Pending,14,May 01,1:00 a.m.,,Central,RDC,
6016,Systems Outage Monthly Placeholder,Pending,14,May 01,1:30 a.m.,,Central,RDC,
6035,Systems Outage Monthly Placeholder,Pending,14,May 01,1:30 a.m.,,Central,RDC,
6012,Systems Outage Monthly Placeholder,Pending,14,May 02,1:00 a.m.,,Central,RDC,
6031,Systems Outage Monthly Placeholder,Pending,14,May 02,3:00 a.m.,,Central,RDC,
6061,Systems Outage Monthly Placeholder,Pending,14,May 02,11:30 p.m.,,Central,IDC,
7033,Systems Outage Monthly Placeholder,Pending,14,May 03,5:00 a.m.,,Central,RDC,
6019,Systems Outage Monthly Placeholder,Pending,15,May 04,2:00 a.m.,,Central,RDC,
7026,Systems Outage Monthly Placeholder,Pending,15,May 04,9:00 p.m.,,Central,RDC,
6005,Systems Outage Monthly Placeholder,Pending,15,May 05,8:00 p.m.,,Central,RDC,
6022,Systems Outage Monthly Placeholder,Pending,15,May 05,9:00 p.m.,,Central,RDC,
7035,Systems Outage Monthly Placeholder,Pending,15,May 05,12:30 a.m.,,Central,RDC,
7055,Systems Outage Monthly Placeholder,Pending,15,May 05,10:30 p.m.,,Central,GDC,
6039,Systems Outage Monthly Placeholder,Pending,15,May 06,6:00 p.m.,,Central,RDC,
6040,Systems Outage Monthly Placeholder,Pending,15,May 06,11:30 p.m.,,Central,RDC,
6043,Systems Outage Monthly Placeholder,Pending,15,May 06,12:00 a.m.,,Central,RDC,
6020,Systems Outage Monthly Placeholder,Pending,15,May 07,1:00 a.m.,,Central,RDC,
6026,Systems Outage Monthly Placeholder,Pending,15,May 07,5:00 a.m.,,Central,RDC,
7018,Systems Outage Monthly Placeholder,Pending,15,May 07,1:00 a.m.,,Central,GDC,
7036,Systems Outage Monthly Placeholder,Pending,15,May 07,1:00 a.m.,,Central,RDC,
7038,Systems Outage Monthly Placeholder,Pending,15,May 07,12:30 a.m.,,Central,RDC,
8851,Systems Outage Monthly Placeholder,Pending,15,May 07,8:00 p.m.,,Central,GDC,
6059,Systems Outage Monthly Placeholder,Pending,15,May 08,12:30 a.m.,,Central,GDC,
6090,Systems Outage Monthly Placeholder,Pending,15,May 08,2:00 a.m.,,Central,GDC,
6092,Systems Outage Monthly Placeholder,Pending,15,May 08,1:00 a.m.,,Central,RDC,
7048,Systems Outage Monthly Placeholder,Pending,15,May 08,1:00 a.m.,,Central,GDC,
7039,Systems Outage Monthly Placeholder,Pending,15,May 09,2:00 a.m.,,Central,RDC,
8397,Systems Outage Monthly Placeholder,Pending,15,May 09,3:00 a.m.,,Central,GDC,
6009,Systems Outage Monthly Placeholder,Pending,15,May 10,12:30 a.m.,,Central,RDC,
6094,Systems Outage Monthly Placeholder,Pending,15,May 10,1:00 a.m.,,Central,RDC,
7077,Systems Outage Monthly Placeholder,Pending,15,May 10,11:00 p.m.,,Central,GDC,
6070,Systems Outage Monthly Placeholder,Pending,16,May 11,1:00 a.m.,,Central,RDC,
6088,Systems Outage Monthly Placeholder,Pending,16,May 11,12:00 a.m.,,Central,IDC,
6023,Systems Outage Monthly Placeholder,Pending,16,May 12,11:00 p.m.,,Central,RDC,
6055,Systems Outage Monthly Placeholder,Pending,16,May 12,11:30 p.m.,,Central,GDC,
6095,Systems Outage Monthly Placeholder,Pending,16,May 12,11:00 p.m.,,Central,GDC,
7023,Systems Outage Monthly Placeholder,Pending,16,May 12,11:30 p.m.,,Central,GDC,
6021,Systems Outage Monthly Placeholder,Pending,16,May 13,4:30 a.m.,,Central,RDC,
6042,Systems Outage Monthly Placeholder,Pending,16,May 13,12:30 a.m.,,Central,GDC,
6069,Systems Outage Monthly Placeholder,Pending,16,May 13,1:00 a.m.,,Central,RDC,
6072,Systems Outage Monthly Placeholder,Pending,16,May 13,12:30 a.m.,,Central,GDC,
6085,Systems Outage Monthly Placeholder,Pending,16,May 13,12:30 a.m.,,Central,GDC,
6096,Systems Outage Monthly Placeholder,Pending,16,May 13,11:30 p.m.,,Central,GDC,
3960,Systems Outage Monthly Placeholder,Pending,16,May 14,1:00 a.m.,,Central,RDC,
6006,Systems Outage Monthly Placeholder,Pending,16,May 14,12:00 a.m.,,Central,RDC,
6057,Systems Outage Monthly Placeholder,Pending,16,May 14,11:00 p.m.,,Central,GDC,
6073,Systems Outage Monthly Placeholder,Pending,16,May 14,11:30 p.m.,,Central,GDC,
6077,Systems Outage Monthly Placeholder,Pending,16,May 14,12:30 a.m.,,Central,GDC,
7013,Systems Outage Monthly Placeholder,Pending,16,May 14,2:30 a.m.,,Central,GDC,
7016,Systems Outage Monthly Placeholder,Pending,16,May 14,12:00 a.m.,,Central,GDC,
7017,Systems Outage Monthly Placeholder,Pending,16,May 14,11:00 p.m.,,Central,GDC,
7034,Systems Outage Monthly Placeholder,Pending,16,May 14,02:00 a.m.,,Central,RDC,
6068,Systems Outage Monthly Placeholder,Pending,16,May 15,2:00 a.m.,,Central,RDC,
6084,Systems Outage Monthly Placeholder,Pending,16,May 15,12:00 a.m.,,Central,GDC,
6091,Systems Outage Monthly Placeholder,Pending,16,May 15,12:00 a.m.,,Central,GDC,
7015,Systems Outage Monthly Placeholder,Pending,16,May 15,10:00 p.m.,,Central,GDC,
7024,Systems Outage Monthly Placeholder,Pending,16,May 15,11:00 p.m.,,Central,GDC,
7045,Systems Outage Monthly Placeholder,Pending,16,May 15,1:00 a.m.,,Central,RDC,
7095,Systems Outage Monthly Placeholder,Pending,16,May 15,4:00 a.m.,,Central,IMP,
6037,Systems Outage Monthly Placeholder,Pending,16,May 16,2:00 a.m.,,Central,RDC,
6048,Systems Outage Monthly Placeholder,Pending,16,May 16,12:00 a.m.,,Central,RDC,
6054,Systems Outage Monthly Placeholder,Pending,16,May 16,1:30 a.m.,,Central,RDC,
6083,Systems Outage Monthly Placeholder,Pending,16,May 16,12:30 a.m.,,Central,GDC,
7030,Systems Outage Monthly Placeholder,Pending,16,May 16,12:00 a.m.,,Central,GDC,
6018,Systems Outage Monthly Placeholder,Pending,16,May 17,3:00 a.m.,,Central,RDC,
6024,Systems Outage Monthly Placeholder,Pending,16,May 17,1:00 a.m.,,Central,RDC,
4154,Systems Outage Monthly Placeholder,Pending,17,May 18,9:00 p.m.,,Central,GDC,
6027,Systems Outage Monthly Placeholder,Pending,17,May 18,6:00 p.m.,,Central,RDC,
6060,Systems Outage Monthly Placeholder,Pending,17,May 18,11:00 p.m.,,Central,GDC,
6080,Systems Outage Monthly Placeholder,Pending,17,May 18,6:00 p.m.,,Central,RDC,
6041,Systems Outage Monthly Placeholder,Pending,17,May 19,9:00 p.m.,,Central,WPM,
6097,Systems Outage Monthly Placeholder,Pending,17,May 19,11:00 p.m.,,Central,GDC,
7079,Systems Outage Monthly Placeholder,Pending,17,May 19,12:30 a.m.,,Central,GDC,
7842,Systems Outage Monthly Placeholder,Pending,17,May 19,9:00 p.m.,,Central,WPM,
6011,Systems Outage Monthly Placeholder,Pending,17,May 20,12:00 a.m.,,Central,RDC,
6030,Systems Outage Monthly Placeholder,Pending,17,May 20,04:30 a.m.,,Central,RDC,
6062,Systems Outage Monthly Placeholder,Pending,17,May 20,12:30 a.m.,,Central,GDC,
7010,Systems Outage Monthly Placeholder,Pending,17,May 20,1:00 a.m.,,Central,GDC,
7012,Systems Outage Monthly Placeholder,Pending,17,May 20,11:30 p.m.,,Central,GDC,
7042,Systems Outage Monthly Placeholder,Pending,17,May 20,12:00 a.m.,,Central,IDC,
3951,Systems Outage Monthly Placeholder,Pending,17,May 21,1:00 a.m.,,Central,RDC,
6047,Systems Outage Monthly Placeholder,Pending,17,May 21,10:30 p.m.,,Central,GDC,
6064,Systems Outage Monthly Placeholder,Pending,17,May 21,12:30 a.m.,,Central,GDC,
6065,Systems Outage Monthly Placeholder,Pending,17,May 21,12:30 a.m.,,Central,GDC,
6074,Systems Outage Monthly Placeholder,Pending,17,May 21,10:00 a.m.,,Central,GDC,
7021,Systems Outage Monthly Placeholder,Pending,17,May 21,1:00 a.m.,,Central,GDC,
7047,Systems Outage Monthly Placeholder,Pending,17,May 21,3:00 a.m.,,Central,GDC,
7078,Systems Outage Monthly Placeholder,Pending,17,May 21,2:00 a.m.,,Central,EDC,
7084,Systems Outage Monthly Placeholder,Pending,17,May 21,2:30 a.m.,,Central,GDC,
6025,Systems Outage Monthly Placeholder,Pending,17,May 22,1:00 a.m.,,Central,RDC,
6071,Systems Outage Monthly Placeholder,Pending,17,May 22,12:00 a.m.,,Central,GDC,
6099,Systems Outage Monthly Placeholder,Pending,17,May 22,11:30 p.m.,,Central,GDC,
6066,Systems Outage Monthly Placeholder,Pending,17,May 23,1:30 a.m.,,Central,RDC,
6017,Systems Outage Monthly Placeholder,Pending,17,May 24,02:00 a.m.,,Central,RDC,
6036,Systems Outage Monthly Placeholder,Pending,18,May 25,6:00 p.m.,,Central,RDC,
7067,Systems Outage Monthly Placeholder,Pending,18,May 25,12:30 a.m.,,Central,IDC,
6285,Systems Outage Monthly Placeholder,Pending,19,May 26,9:30 p.m.,,Central,GDC,
6038,Systems Outage Monthly Placeholder,Pending,18,May 27,06:00 p.m.,,Central,RDC,
6082,Systems Outage Monthly Placeholder,Pending,18,May 27,12:30 a.m.,,Central,GDC,
6858,Systems Outage Monthly Placeholder,Pending,18,May 27,11:30 p.m.,,Central,GDC,
6056,Systems Outage Monthly Placeholder,Pending,18,May 28,11:00 p.m.,,Central,GDC,
7019,Systems Outage Monthly Placeholder,Pending,18,May 28,12:30 a.m.,,Central,GDC,
6019,Systems Outage Monthly Placeholder,Pending,19,June 01,2:00 a.m.,,Central,RDC,
7026,Systems Outage Monthly Placeholder,Pending,19,June 01,9:00 p.m.,,Central,RDC,
6005,Systems Outage Monthly Placeholder,Pending,19,June 02,8:00 p.m.,,Central,RDC,
6022,Systems Outage Monthly Placeholder,Pending,19,June 02,9:00 p.m.,,Central,RDC,
7035,Systems Outage Monthly Placeholder,Pending,19,June 02,12:30 a.m.,,Central,RDC,
7055,Systems Outage Monthly Placeholder,Pending,19,June 02,10:30 p.m.,,Central,GDC,
6039,Systems Outage Monthly Placeholder,Pending,19,June 03,6:00 p.m.,,Central,RDC,
6040,Systems Outage Monthly Placeholder,Pending,19,June 03,11:30 p.m.,,Central,RDC,
6043,Systems Outage Monthly Placeholder,Pending,19,June 03,12:00 a.m.,,Central,RDC,
7014,Systems Outage Monthly Placeholder,Pending,19,June 03,10:00 p.m.,,Central,GDC,
7018,Systems Outage Monthly Placeholder,Pending,19,June 04,1:00 a.m.,,Central,GDC,
7036,Systems Outage Monthly Placeholder,Pending,19,June 04,1:00 a.m.,,Central,RDC,
7038,Systems Outage Monthly Placeholder,Pending,19,June 04,12:30 a.m.,,Central,RDC,
8851,Systems Outage Monthly Placeholder,Pending,19,June 04,8:00 p.m.,,Central,GDC,
6010,Systems Outage Monthly Placeholder,Pending,19,June 05,1:00 a.m.,,Central,RDC,
6016,Systems Outage Monthly Placeholder,Pending,19,June 05,1:30 a.m.,,Central,RDC,
6035,Systems Outage Monthly Placeholder,Pending,19,June 05,1:30 a.m.,,Central,RDC,
6012,Systems Outage Monthly Placeholder,Pending,19,June 06,5:00 p.m.,,Central,RDC,
6031,Systems Outage Monthly Placeholder,Pending,19,June 06,3:00 a.m.,,Central,RDC,
6061,Systems Outage Monthly Placeholder,Pending,19,June 06,11:30 p.m.,,Central,IDC,
7033,Systems Outage Monthly Placeholder,Pending,19,June 07,5:00 a.m.,,Central,RDC,
6070,Systems Outage Monthly Placeholder,Pending,20,June 08,1:00 a.m.,,Central,RDC,
6088,Systems Outage Monthly Placeholder,Pending,20,June 08,12:00 a.m.,,Central,IDC,
6095,Systems Outage Monthly Placeholder,Pending,20,June 09,11:00 p.m.,,Central,GDC,
6021,Systems Outage Monthly Placeholder,Pending,20,June 10,4:30 a.m.,,Central,RDC,
6069,Systems Outage Monthly Placeholder,Pending,20,June 10,1:00 a.m.,,Central,RDC,
6072,Systems Outage Monthly Placeholder,Pending,20,June 10,12:30 a.m.,,Central,GDC,
6085,Systems Outage Monthly Placeholder,Pending,20,June 10,12:30 a.m.,,Central,GDC,
3960,Systems Outage Monthly Placeholder,Pending,20,June 11,1:00 a.m.,,Central,RDC,
6006,Systems Outage Monthly Placeholder,Pending,20,June 11,12:00 a.m.,,Central,RDC,
6020,Systems Outage Monthly Placeholder,Pending,20,June 11,1:00 a.m.,,Central,RDC,
6026,Systems Outage Monthly Placeholder,Pending,20,June 11,5:00 a.m.,,Central,RDC,
6057,Systems Outage Monthly Placeholder,Pending,20,June 11,11:00 p.m.,,Central,GDC,
6073,Systems Outage Monthly Placeholder,Pending,20,June 11,11:30 p.m.,,Central,GDC,
6077,Systems Outage Monthly Placeholder,Pending,20,June 11,12:30 a.m.,,Central,GDC,
7013,Systems Outage Monthly Placeholder,Pending,20,June 11,2:30 a.m.,,Central,GDC,
7016,Systems Outage Monthly Placeholder,Pending,20,June 11,12:00 a.m.,,Central,GDC,
7034,Systems Outage Monthly Placeholder,Pending,20,June 11,02:00 a.m.,,Central,RDC,
6059,Systems Outage Monthly Placeholder,Pending,20,June 12,12:30 a.m.,,Central,GDC,
6090,Systems Outage Monthly Placeholder,Pending,20,June 12,2:00 a.m.,,Central,GDC,
6092,Systems Outage Monthly Placeholder,Pending,20,June 12,1:00 a.m.,,Central,RDC,
7048,Systems Outage Monthly Placeholder,Pending,20,June 12,1:00 a.m.,,Central,GDC,
6083,Systems Outage Monthly Placeholder,Pending,20,June 13,12:30 a.m.,,Central,GDC,
7039,Systems Outage Monthly Placeholder,Pending,20,June 13,2:00 a.m.,,Central,RDC,
8397,Systems Outage Monthly Placeholder,Pending,20,June 13,3:00 a.m.,,Central,GDC,
6009,Systems Outage Monthly Placeholder,Pending,20,June 14,12:30 a.m.,,Central,RDC,
6018,Systems Outage Monthly Placeholder,Pending,20,June 14,3:00 a.m.,,Central,RDC,
6024,Systems Outage Monthly Placeholder,Pending,20,June 14,1:00 a.m.,,Central,RDC,
6094,Systems Outage Monthly Placeholder,Pending,20,June 14,1:00 a.m.,,Central,RDC,
7077,Systems Outage Monthly Placeholder,Pending,20,June 14,11:00 p.m.,,Central,GDC,
6023,Systems Outage Monthly Placeholder,Pending,21,June 16,11:00 p.m.,,Central,RDC,
6041,Systems Outage Monthly Placeholder,Pending,21,June 16,9:00 p.m.,,Central,WPM,
6055,Systems Outage Monthly Placeholder,Pending,21,June 16,11:30 p.m.,,Central,GDC,
6285,Systems Outage Monthly Placeholder,Pending,21,June 16,9:30 p.m.,,Central,GDC,
7023,Systems Outage Monthly Placeholder,Pending,21,June 16,11:30 p.m.,,Central,GDC,
7079,Systems Outage Monthly Placeholder,Pending,21,June 16,12:30 a.m.,,Central,GDC,
7842,Systems Outage Monthly Placeholder,Pending,21,June 16,9:00 p.m.,,Central,WPM,
6011,Systems Outage Monthly Placeholder,Pending,21,June 17,12:00 a.m.,,Central,RDC,
6042,Systems Outage Monthly Placeholder,Pending,21,June 17,12:30 a.m.,,Central,GDC,
6062,Systems Outage Monthly Placeholder,Pending,21,June 17,12:30 a.m.,,Central,GDC,
6096,Systems Outage Monthly Placeholder,Pending,21,June 17,11:30 p.m.,,Central,GDC,
7010,Systems Outage Monthly Placeholder,Pending,21,June 17,1:00 a.m.,,Central,GDC,
7012,Systems Outage Monthly Placeholder,Pending,21,June 17,11:30 p.m.,,Central,GDC,
7042,Systems Outage Monthly Placeholder,Pending,21,June 17,12:00 a.m.,,Central,IDC,
3951,Systems Outage Monthly Placeholder,Pending,21,June 18,1:00 a.m.,,Central,RDC,
6047,Systems Outage Monthly Placeholder,Pending,21,June 18,10:30 p.m.,,Central,GDC,
6064,Systems Outage Monthly Placeholder,Pending,21,June 18,12:30 a.m.,,Central,GDC,
6065,Systems Outage Monthly Placeholder,Pending,21,June 18,12:30 a.m.,,Central,GDC,
6074,Systems Outage Monthly Placeholder,Pending,21,June 18,10:00 a.m.,,Central,GDC,
7017,Systems Outage Monthly Placeholder,Pending,21,June 18,11:00 p.m.,,Central,GDC,
7021,Systems Outage Monthly Placeholder,Pending,21,June 18,1:00 a.m.,,Central,GDC,
7047,Systems Outage Monthly Placeholder,Pending,21,June 18,3:00 a.m.,,Central,GDC,
7078,Systems Outage Monthly Placeholder,Pending,21,June 18,2:00 a.m.,,Central,EDC,
7084,Systems Outage Monthly Placeholder,Pending,21,June 18,2:30 a.m.,,Central,GDC,
6068,Systems Outage Monthly Placeholder,Pending,21,June 19,2:00 a.m.,,Central,RDC,
6084,Systems Outage Monthly Placeholder,Pending,21,June 19,12:00 a.m.,,Central,GDC,
6091,Systems Outage Monthly Placeholder,Pending,21,June 19,12:00 a.m.,,Central,GDC,
7015,Systems Outage Monthly Placeholder,Pending,21,June 19,10:00 p.m.,,Central,GDC,
