store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
196,WK12,7,0,
196,WK14,2,0,
196,WK18,2,0,
196,WK22,2,0,
197,WK18,2,0,
200,WK14,2,0,
204,WK12,3,0,
204,WK13,3,0,
204,WK14,2,0,
205,WK12,8,0,
211,WK12,2,0,
214,WK12,3,0,
216,WK12,3,0,
220,WK14,2,0,
221,WK13,1,0,
225,WK13,3,0,
227,WK14,2,0,
232,WK13,6,0,
237,WK12,3,0,
237,WK13,3,0,
238,WK12,2,0,
246,WK14,1,0,
247,WK14,5,0,
250,WK12,4,0,
251,WK14,2,0,
251,WK22,2,0,
257,WK12,3,0,
261,WK12,8,0,
262,WK12,10,0,
264,WK12,8,0,
264,WK13,2,0,
267,WK12,28,0,
267,WK13,2,0,
268,WK12,5,0,
272,WK12,4,0,
272,WK13,2,0,
273,WK12,1,0,
274,WK12,1,0,
275,WK12,3,0,
279,WK12,5,0,
281,WK12,20,100,
281,WK14,2,108,
281,WK18,2,0,
281,WK20,0,86,
281,WK22,2,0,
294,WK14,4,0,
296,WK12,7,0,
298,WK12,2,0,
299,WK12,7,0,
299,WK13,2,0,
300,WK12,2,0,
301,WK12,0,126,
306,WK12,1,0,
307,WK13,6,0,
308,WK12,3,0,
309,WK14,1,0,
314,WK12,1,0,
315,WK12,2,0,
316,WK12,3,0,
318,WK12,8,0,
318,WK14,4,0,
318,WK18,4,0,
318,WK22,2,0,
321,WK13,1,0,
329,WK12,1,0,
335,WK12,6,0,
335,WK13,2,0,
336,WK12,6,0,
339,WK14,1,0,
339,WK18,1,0,
340,WK13,3,0,
348,WK12,8,0,
355,WK12,2,0,
359,WK13,2,0,
360,WK13,2,0,
366,WK12,2,0,
366,WK13,2,0,
366,WK14,2,0,
366,WK18,2,0,
373,WK13,3,0,
379,WK14,1,0,
379,WK16,0,100,
379,WK18,1,0,
379,WK21,0,76,
383,WK14,2,0,
383,WK18,2,0,
383,WK22,2,0,
384,WK13,1,0,
387,WK13,1,0,
390,WK12,5,0,
390,WK13,3,0,
391,WK12,2,0,
400,WK13,1,0,
406,WK12,2,0,
406,WK13,2,0,
410,WK12,0,81,
410,WK13,2,0,
410,WK15,0,123,
410,WK20,0,83,
412,WK12,1,0,
413,WK14,1,0,
413,WK18,1,0,
413,WK22,1,0,
416,WK12,5,0,
416,WK13,3,0,
421,WK13,6,0,
423,WK12,2,0,
424,WK12,3,0,
430,WK12,2,0,
431,WK12,3,0,
436,WK12,1,0,
440,WK13,2,0,
444,WK13,3,0,
445,WK12,5,0,
445,WK13,4,0,
453,WK14,1,0,
457,WK13,3,0,
459,WK12,2,0,
477,WK12,2,0,
477,WK13,3,0,
481,WK12,37,0,
483,WK12,2,0,
490,WK14,1,0,
490,WK18,1,0,
490,WK22,1,0,
494,WK12,4,0,
495,WK12,2,0,
501,WK12,6,0,
504,WK13,2,0,
507,WK14,2,0,
507,WK18,2,0,
508,WK15,0,125,
508,WK20,0,131,
510,WK12,1,0,
510,WK13,2,0,
511,WK12,6,0,
515,WK12,2,0,
515,WK13,4,0,
515,WK14,4,0,
515,WK15,0,123,
515,WK18,5,0,
515,WK20,0,83,
519,WK12,4,0,
528,WK12,5,0,
533,WK13,1,0,
538,WK12,11,0,
544,WK13,2,0,
547,WK12,3,0,
548,WK12,4,0,
551,WK12,12,0,
552,WK12,2,0,
552,WK13,2,0,
561,WK13,7,0,
562,WK12,1,0,
563,WK12,14,0,
568,WK12,2,0,
568,WK13,2,0,
569,WK12,5,0,
569,WK13,3,0,
569,WK14,3,0,
572,WK14,2,0,
572,WK18,2,0,
572,WK22,2,0,
574,WK12,18,0,
578,WK13,2,0,
579,WK12,23,0,
580,WK12,8,0,
582,WK12,17,0,
583,WK12,2,0,
583,WK13,4,0,
586,WK12,7,0,
587,WK13,2,0,
588,WK18,5,0,
592,WK13,2,0,
596,WK12,1,0,
598,WK17,0,123,
599,WK14,4,0,
600,WK14,6,0,
600,WK18,4,0,
603,WK12,6,0,
610,WK13,1,0,
613,WK12,13,0,
619,WK12,4,0,
619,WK13,2,0,
620,WK12,3,0,
620,WK13,3,0,
620,WK14,3,0,
620,WK18,2,0,
620,WK22,1,0,
621,WK12,14,0,
624,WK12,3,0,
625,WK12,19,0,
628,WK12,9,0,
630,WK12,4,0,
630,WK13,1,0,
632,WK12,8,0,
633,WK14,2,0,
633,WK18,2,0,
634,WK13,2,0,
635,WK12,4,0,
636,WK12,19,0,
637,WK14,2,0,
637,WK18,2,0,
638,WK12,3,0,
643,WK12,6,0,
644,WK12,2,0,
644,WK13,2,0,
645,WK14,1,0,
647,WK14,2,0,
647,WK18,2,0,
653,WK13,3,0,
656,WK12,2,0,
657,WK12,1,0,
657,WK13,3,0,
657,WK14,2,0,
657,WK18,2,0,
657,WK22,2,0,
658,WK12,2,0,
659,WK12,5,0,
659,WK13,2,0,
662,WK12,1,0,
662,WK14,4,0,
663,WK12,1,0,
663,WK13,3,0,
663,WK14,4,0,
665,WK12,2,91,
665,WK13,4,0,
665,WK15,0,123,
665,WK20,0,83,
667,WK12,1,0,
668,WK12,10,0,
668,WK13,3,0,
669,WK12,3,0,
670,WK12,1,0,
671,WK12,3,0,
671,WK14,2,0,
672,WK12,2,0,
672,WK13,2,0,
673,WK12,1,0,
673,WK13,3,0,
674,WK12,1,0,
674,WK13,3,0,
674,WK14,0,94,
674,WK20,0,82,
675,WK13,2,0,
676,WK12,7,0,
676,WK13,3,0,
676,WK14,0,122,
676,WK20,0,82,
677,WK12,3,0,
678,WK12,2,0,
678,WK13,2,0,
678,WK14,4,0,
680,WK12,1,0,
680,WK13,3,0,
682,WK12,1,0,
682,WK13,2,0,
683,WK12,2,0,
683,WK14,0,131,
683,WK20,0,90,
684,WK13,2,0,
685,WK12,3,0,
685,WK13,2,0,
685,WK14,0,114,
685,WK20,0,76,
687,WK12,2,0,
687,WK13,2,0,
689,WK12,3,103,
689,WK13,4,0,
689,WK14,0,104,
689,WK20,0,84,
690,WK12,6,0,
690,WK13,2,0,
690,WK15,0,132,
690,WK20,0,94,
691,WK12,2,0,
692,WK12,1,0,
692,WK13,3,0,
694,WK12,4,0,
696,WK12,1,0,
696,WK13,2,0,
696,WK14,4,0,
697,WK12,13,0,
698,WK13,2,0,
699,WK12,7,0,
705,WK12,11,0,
710,WK12,1,0,
710,WK13,3,0,
711,WK13,1,0,
712,WK12,34,0,
715,WK12,1,0,
722,WK12,51,0,
722,WK14,1,0,
724,WK12,8,0,
724,WK13,3,0,
726,WK12,8,0,
727,WK12,22,0,
727,WK14,2,0,
727,WK18,2,0,
730,WK12,1,0,
735,WK12,1,101,
737,WK12,4,0,
738,WK13,2,0,
738,WK14,1,113,
738,WK20,0,92,
739,WK13,2,0,
739,WK14,0,114,
739,WK20,0,90,
741,WK12,2,0,
741,WK13,3,0,
742,WK12,0,91,
742,WK13,2,0,
742,WK14,4,0,
742,WK15,0,132,
742,WK20,0,95,
756,WK12,1,0,
766,WK12,2,0,
767,WK12,19,0,
767,WK14,5,0,
767,WK18,5,0,
769,WK12,8,0,
769,WK14,3,0,
770,WK14,2,0,
776,WK14,3,0,
778,WK14,1,0,
778,WK18,1,0,
781,WK12,4,0,
781,WK15,0,124,
781,WK20,0,103,
784,WK12,17,0,
785,WK12,6,0,
788,WK12,2,0,
788,WK14,2,141,
788,WK18,2,0,
788,WK20,0,102,
800,WK12,8,0,
802,WK12,7,0,
802,WK14,2,0,
809,WK12,5,0,
813,WK14,1,0,
815,WK12,5,0,
815,WK16,0,105,
815,WK21,0,76,
817,WK12,5,0,
826,WK13,1,0,
826,WK14,3,0,
826,WK18,1,0,
826,WK22,1,0,
836,WK14,4,0,
837,WK12,3,101,
837,WK14,0,124,
837,WK20,0,100,
838,WK13,2,0,
842,WK12,3,111,
844,WK12,38,0,
847,WK12,22,0,
848,WK12,8,0,
856,WK12,34,0,
857,WK12,5,0,
859,WK12,8,0,
863,WK12,4,0,
867,WK12,7,0,
869,WK12,6,0,
878,WK12,4,0,
879,WK12,1,0,
879,WK13,2,0,
881,WK12,6,0,
882,WK12,7,0,
882,WK14,3,0,
882,WK18,3,0,
882,WK22,4,0,
904,WK12,6,0,
905,WK12,5,0,
908,WK12,5,0,
910,WK12,25,0,
913,WK12,0,84,
914,WK13,2,0,
916,WK12,6,0,
921,WK12,4,0,
924,WK12,5,0,
928,WK12,17,0,
928,WK14,10,0,
932,WK12,2,0,
937,WK12,2,0,
939,WK12,2,0,
939,WK18,3,0,
941,WK12,5,0,
943,WK12,4,0,
948,WK13,1,0,
950,WK12,4,0,
953,WK12,6,0,
955,WK12,12,0,
958,WK12,7,0,
959,WK12,13,0,
959,WK14,2,0,
960,WK12,40,0,
963,WK14,1,0,
963,WK18,1,0,
963,WK22,1,0,
965,WK12,45,0,
966,WK12,3,0,
967,WK12,16,0,
968,WK12,9,0,
970,WK12,9,0,
971,WK12,28,0,
977,WK12,9,0,
978,WK13,2,0,
979,WK12,28,0,
981,WK12,6,0,
984,WK12,2,0,
986,WK12,3,111,
988,WK12,9,0,
990,WK12,8,0,
990,WK14,6,0,
994,WK12,13,0,
996,WK14,2,0,
996,WK18,2,0,
996,WK22,2,0,
1004,WK12,8,0,
1005,WK14,2,0,
1007,WK12,53,0,
1008,WK12,8,111,
1010,WK12,10,0,
1012,WK12,16,0,
1012,WK14,2,0,
1012,WK18,2,0,
1017,WK12,21,0,
1019,WK12,2,0,
1019,WK14,10,0,
1020,WK12,9,0,
1021,WK12,2,0,
1023,WK12,3,0,
1023,WK13,2,0,
1023,WK14,0,123,
1023,WK20,0,78,
1026,WK14,10,0,
1028,WK12,19,0,
1029,WK12,17,0,
1032,WK12,4,0,
1037,WK12,12,0,
1039,WK12,4,0,
1048,WK12,2,0,
1048,WK13,3,0,
1058,WK12,8,111,
1066,WK12,6,0,
1070,WK12,1,0,
1070,WK13,2,0,
1071,WK12,1,0,
1074,WK12,13,0,
1075,WK13,2,0,
1077,WK12,6,0,
1079,WK12,18,0,
1080,WK12,2,0,
1080,WK13,3,0,
1081,WK12,15,0,
1081,WK14,4,0,
1081,WK18,4,0,
1082,WK12,9,0,
1083,WK12,14,0,
1084,WK12,5,0,
1085,WK12,17,0,
1085,WK14,1,0,
1086,WK12,7,0,
1089,WK12,4,0,
1090,WK12,2,0,
1091,WK12,3,0,
1095,WK12,4,0,
1095,WK18,1,0,
1095,WK22,1,0,
1097,WK12,5,0,
1100,WK12,1,0,
1101,WK12,1,0,
1104,WK12,16,0,
1104,WK14,3,0,
1105,WK12,3,0,
1111,WK12,10,0,
1112,WK12,4,0,
1112,WK14,1,0,
1112,WK18,1,0,
1112,WK22,1,0,
1113,WK12,1,0,
1113,WK13,2,0,
1113,WK14,0,105,
1113,WK21,0,77,
1114,WK12,14,0,
1115,WK12,1,0,
1115,WK13,2,0,
1121,WK12,3,0,
1122,WK12,4,0,
1122,WK13,5,0,
1123,WK13,2,0,
1123,WK14,2,0,
1123,WK15,0,100,
1123,WK21,0,104,
1124,WK12,1,0,
1125,WK12,31,0,
1131,WK12,4,0,
1134,WK14,4,0,
1135,WK12,8,0,
1138,WK12,6,0,
1139,WK12,10,0,
1146,WK12,16,0,
1147,WK13,3,0,
1147,WK14,0,142,
1147,WK20,0,63,
1149,WK14,2,0,
1155,WK12,11,0,
1156,WK12,5,0,
1156,WK13,1,0,
1159,WK12,8,0,
1159,WK13,2,0,
1159,WK14,3,0,
1159,WK18,4,0,
1159,WK22,3,0,
1162,WK12,2,0,
1162,WK13,2,0,
1162,WK14,3,0,
1164,WK12,4,0,
1167,WK12,6,0,
1168,WK12,8,0,
1169,WK12,7,0,
1171,WK12,9,0,
1172,WK12,16,0,
1173,WK12,10,0,
1174,WK12,1,0,
1179,WK12,1,0,
1179,WK13,2,0,
1182,WK12,21,0,
1187,WK18,2,0,
1187,WK22,2,0,
1190,WK12,1,0,
1190,WK13,2,0,
1191,WK12,6,0,
1192,WK12,6,0,
1194,WK12,2,0,
1194,WK13,3,0,
1197,WK12,4,0,
1199,WK12,5,0,
1201,WK12,1,0,
1202,WK12,65,0,
1203,WK12,6,0,
1205,WK12,11,0,
1207,WK12,2,0,
1211,WK12,6,0,
1213,WK12,8,0,
1215,WK12,1,0,
1217,WK12,2,0,
1217,WK13,4,0,
1219,WK12,12,0,
1220,WK12,4,0,
1221,WK13,1,0,
1223,WK12,9,0,
1225,WK12,9,0,
1226,WK12,4,0,
1226,WK13,3,0,
1230,WK12,0,115,
1230,WK14,0,134,
1230,WK17,0,115,
1230,WK18,0,105,
1230,WK20,0,116,
1233,WK12,2,0,
1233,WK13,2,0,
1234,WK12,1,0,
1234,WK13,2,0,
1236,WK12,6,0,
1237,WK12,2,0,
1240,WK13,1,0,
1240,WK14,2,0,
1243,WK12,11,0,
1243,WK14,1,0,
1245,WK12,11,0,
1247,WK12,2,0,
1247,WK13,2,0,
1247,WK15,0,113,
1252,WK12,4,0,
1252,WK14,10,0,
1255,WK12,3,0,
1259,WK13,2,0,
1260,WK12,8,0,
1261,WK12,5,0,
1263,WK12,3,0,
1263,WK13,2,0,
1267,WK12,6,0,
1268,WK12,7,0,
1271,WK14,4,0,
1273,WK12,3,0,
1276,WK12,6,0,
1277,WK12,57,0,
1280,WK12,10,0,
1283,WK12,14,0,
1284,WK12,4,0,
1289,WK12,4,0,
1289,WK14,3,0,
1291,WK14,2,0,
1292,WK12,32,0,
1292,WK15,0,102,
1297,WK12,51,0,
1297,WK14,3,0,
1298,WK12,5,0,
1300,WK12,6,0,
1300,WK14,2,0,
1301,WK12,15,0,
1302,WK13,2,0,
1302,WK14,4,0,
1302,WK15,0,104,
1302,WK18,2,0,
1302,WK21,0,95,
1302,WK22,2,0,
1304,WK12,11,0,
1305,WK12,6,0,
1307,WK12,21,0,
1309,WK12,8,0,
1310,WK14,10,0,
1311,WK12,2,0,
1312,WK12,8,0,
1315,WK12,0,112,
1316,WK12,5,0,
1317,WK12,1,0,
1317,WK13,2,0,
1318,WK12,2,0,
1318,WK13,2,0,
1319,WK12,1,0,
1319,WK13,2,0,
1320,WK12,1,0,
1320,WK13,2,0,
1321,WK12,4,0,
1322,WK12,3,0,
1328,WK14,10,0,
1331,WK12,3,0,
1335,WK12,21,0,
1335,WK14,1,0,
1335,WK18,1,0,
1337,WK12,3,0,
1337,WK13,2,0,
1341,WK12,2,0,
1341,WK13,3,0,
1341,WK14,2,0,
1344,WK12,10,0,
1348,WK12,21,0,
1350,WK12,14,0,
1350,WK14,1,0,
1350,WK18,1,0,
1350,WK22,1,0,
1351,WK12,13,0,
1352,WK12,7,0,
1354,WK12,7,0,
1355,WK12,5,0,
1360,WK12,7,0,
1363,WK12,2,0,
1364,WK14,1,0,
1365,WK12,17,0,
1366,WK12,4,0,
1369,WK13,1,0,
1370,WK13,1,0,
1370,WK14,2,0,
1376,WK13,3,0,
1377,WK12,4,0,
1378,WK12,11,0,
1378,WK13,3,0,
1379,WK12,4,0,
1382,WK12,6,0,
1384,WK12,4,0,
1386,WK12,32,0,
1390,WK12,8,0,
1391,WK12,17,0,
1393,WK14,2,0,
1394,WK12,4,0,
1396,WK12,4,0,
1396,WK14,2,0,
1396,WK22,2,0,
1399,WK12,10,0,
1399,WK14,2,0,
1399,WK18,2,0,
1403,WK12,2,0,
1403,WK13,4,0,
1404,WK12,21,0,
1406,WK12,7,0,
1407,WK12,1,0,
1408,WK12,10,0,
1410,WK12,3,0,
1413,WK12,4,0,
1415,WK12,16,192,
1415,WK16,0,106,
1415,WK22,0,91,
1416,WK12,11,0,
1416,WK13,2,0,
1422,WK12,15,0,
1422,WK13,3,0,
1426,WK12,1,0,
1427,WK12,4,0,
1427,WK14,0,127,
1428,WK12,16,0,
1428,WK13,3,0,
1428,WK14,3,0,
1428,WK18,3,0,
1430,WK12,4,0,
1431,WK14,2,0,
1432,WK12,0,97,
1432,WK13,4,0,
1434,WK12,2,0,
1438,WK12,3,0,
1439,WK12,3,0,
1440,WK12,2,0,
1444,WK12,10,0,
1446,WK12,21,0,
1446,WK14,4,0,
1447,WK12,20,0,
1447,WK14,2,0,
1447,WK18,2,0,
1448,WK12,1,0,
1449,WK12,4,0,
1450,WK12,4,0,
1451,WK14,1,0,
1451,WK18,1,0,
1453,WK12,4,0,
1456,WK12,1,0,
1457,WK12,11,111,
1457,WK22,0,92,
1458,WK12,6,0,
1461,WK12,7,0,
1461,WK19,0,127,
1466,WK12,3,0,
1466,WK13,4,0,
1467,WK12,1,0,
1468,WK12,6,0,
1469,WK12,1,0,
1470,WK12,13,0,
1470,WK14,3,0,
1472,WK12,14,0,
1474,WK13,1,0,
1474,WK14,4,0,
1477,WK12,20,0,
1477,WK15,0,106,
1477,WK21,0,96,
1478,WK12,1,0,
1479,WK18,1,0,
1479,WK22,1,0,
1482,WK12,6,0,
1483,WK14,5,0,
1485,WK12,4,111,
1485,WK16,0,125,
1485,WK22,0,91,
1487,WK12,35,0,
1495,WK12,29,0,
1499,WK12,20,103,
1499,WK14,1,0,
1499,WK15,0,95,
1499,WK20,0,96,
1500,WK12,15,0,
1505,WK12,0,91,
1505,WK13,2,0,
1505,WK15,0,133,
1505,WK20,0,86,
1508,WK12,4,111,
1508,WK16,0,151,
1508,WK22,0,98,
1513,WK12,7,0,
1519,WK12,3,0,
1520,WK12,12,0,
1522,WK12,14,0,
1529,WK12,1,0,
1530,WK12,4,0,
1531,WK12,21,0,
1534,WK12,20,0,
1534,WK14,2,0,
1534,WK18,2,0,
1534,WK22,2,0,
1535,WK12,9,0,
1536,WK12,19,0,
1536,WK14,1,0,
1537,WK12,6,0,
1538,WK12,10,0,
1540,WK12,8,0,
1540,WK14,10,0,
1542,WK12,2,89,
1542,WK13,2,0,
1542,WK16,0,90,
1542,WK22,0,91,
1543,WK12,4,111,
1544,WK12,12,0,
1544,WK14,4,0,
1544,WK18,5,0,
1547,WK12,21,0,
1550,WK12,8,0,
1550,WK14,2,0,
1565,WK12,6,111,
1565,WK16,0,134,
1565,WK22,0,84,
1566,WK12,8,0,
1567,WK12,16,0,
1567,WK14,10,0,
1568,WK12,8,0,
1571,WK12,48,0,
1572,WK12,6,0,
1572,WK14,0,124,
1572,WK20,0,106,
1573,WK12,2,0,
1575,WK12,17,0,
1575,WK13,8,0,
1575,WK15,0,135,
1575,WK20,0,113,
1576,WK12,27,0,
1577,WK12,12,0,
1578,WK12,2,0,
1581,WK12,14,0,
1585,WK12,0,111,
1592,WK12,9,0,
1592,WK13,2,0,
1593,WK12,15,0,
1593,WK13,3,0,
1594,WK12,1,0,
1597,WK13,2,0,
1604,WK12,4,123,
1606,WK12,1,0,
1606,WK14,1,0,
1606,WK18,1,0,
1606,WK22,1,0,
1608,WK12,4,0,
1608,WK13,3,0,
1609,WK12,11,96,
1610,WK12,4,0,
1610,WK13,2,0,
1611,WK12,2,89,
1611,WK13,3,0,
1611,WK18,1,0,
1612,WK14,2,0,
1614,WK12,4,0,
1616,WK12,4,0,
1616,WK13,3,0,
1617,WK12,4,123,
1619,WK12,3,0,
1620,WK14,4,0,
1624,WK13,1,0,
1624,WK14,1,0,
1627,WK12,10,0,
1629,WK14,2,0,
1632,WK12,3,97,
1632,WK17,0,127,
1633,WK12,22,0,
1634,WK12,20,0,
1635,WK12,4,0,
1636,WK12,2,90,
1639,WK12,35,0,
1641,WK12,4,0,
1641,WK14,1,0,
1642,WK12,14,0,
1642,WK13,3,0,
1644,WK12,6,0,
1648,WK12,4,0,
1648,WK13,2,0,
1648,WK15,0,135,
1648,WK21,0,106,
1649,WK12,9,0,
1652,WK12,8,0,
1653,WK12,8,0,
1653,WK14,2,0,
1653,WK18,2,0,
1653,WK22,2,0,
1654,WK12,15,89,
1654,WK16,0,106,
1654,WK22,0,101,
1656,WK12,10,0,
1657,WK12,12,0,
1659,WK12,5,0,
1661,WK12,4,0,
1662,WK12,3,0,
1663,WK12,4,0,
1663,WK13,2,0,
1664,WK12,3,0,
1668,WK12,4,0,
1669,WK12,58,0,
1672,WK12,12,0,
1673,WK12,5,0,
1673,WK13,3,0,
1674,WK12,12,0,
1677,WK12,8,0,
1677,WK13,2,0,
1678,WK12,4,0,
1679,WK12,4,83,
1684,WK12,6,0,
1685,WK12,5,0,
1686,WK12,2,0,
1689,WK12,2,0,
1695,WK12,19,0,
1696,WK12,20,0,
1698,WK12,15,0,
1698,WK13,1,0,
1698,WK16,0,81,
1698,WK21,0,83,
1699,WK12,2,0,
1701,WK14,10,0,
1703,WK12,16,0,
1705,WK12,8,0,
1705,WK13,2,0,
1708,WK12,2,0,
1709,WK12,0,109,
1709,WK13,2,0,
1711,WK12,1,0,
1712,WK12,8,0,
1714,WK12,19,0,
1714,WK14,9,0,
1719,WK12,10,0,
1719,WK13,3,0,
1721,WK12,18,0,
1722,WK12,9,0,
1724,WK18,2,0,
1726,WK12,7,0,
1727,WK12,4,0,
1733,WK12,8,0,
1739,WK12,6,0,
1741,WK12,4,0,
1742,WK12,8,0,
1743,WK12,1,0,
1743,WK13,2,0,
1744,WK12,11,0,
1744,WK13,3,0,
1749,WK12,3,0,
1749,WK13,2,0,
1751,WK12,2,0,
1752,WK12,7,0,
1753,WK12,6,0,
1753,WK13,2,0,
1754,WK12,8,0,
1754,WK13,3,0,
1755,WK12,3,0,
1757,WK12,10,0,
1759,WK14,2,0,
1759,WK18,2,0,
1762,WK12,8,0,
1763,WK12,2,0,
1763,WK13,2,0,
1765,WK14,2,0,
1767,WK12,8,0,
1767,WK13,3,0,
1769,WK12,7,0,
1770,WK12,5,0,
1771,WK12,8,0,
1771,WK13,2,0,
1772,WK12,16,115,
1772,WK13,10,0,
1772,WK15,0,126,
1772,WK20,0,112,
1774,WK12,5,0,
1775,WK12,4,0,
1776,WK12,43,0,
1778,WK12,8,123,
1780,WK12,6,0,
1781,WK12,1,0,
1781,WK13,2,0,
1782,WK12,1,0,
1783,WK13,2,0,
1785,WK12,8,0,
1785,WK13,2,0,
1786,WK12,13,0,
1788,WK12,8,0,
1788,WK13,2,0,
1789,WK12,4,0,
1789,WK13,2,0,
1790,WK12,14,0,
1790,WK13,3,0,
1791,WK12,14,0,
1791,WK13,4,0,
1792,WK12,5,0,
1794,WK12,10,0,
1796,WK12,1,0,
1796,WK13,1,0,
1797,WK12,15,0,
1797,WK14,5,0,
1797,WK16,0,89,
1798,WK12,9,0,
1798,WK14,3,0,
1798,WK18,3,0,
1799,WK12,9,0,
1802,WK14,2,0,
1802,WK18,2,0,
1806,WK12,3,0,
1806,WK13,2,0,
1807,WK12,2,0,
1808,WK12,9,0,
1809,WK12,4,116,
1809,WK13,3,0,
1809,WK14,1,0,
1809,WK16,0,100,
1809,WK18,1,0,
1809,WK22,0,85,
1810,WK12,4,0,
1815,WK14,1,0,
1817,WK12,3,0,
1817,WK13,2,0,
1817,WK15,0,114,
1817,WK22,0,91,
1819,WK12,22,0,
1820,WK12,11,0,
1822,WK12,20,0,
1828,WK12,4,0,
1829,WK12,3,0,
1830,WK12,11,0,
1830,WK13,2,0,
1831,WK12,8,0,
1831,WK13,2,0,
1833,WK12,9,0,
1834,WK12,4,0,
1834,WK13,2,0,
1836,WK12,7,0,
1840,WK13,2,0,
1840,WK14,2,0,
1847,WK12,24,0,
1850,WK12,5,0,
1854,WK12,24,0,
1854,WK14,2,0,
1855,WK12,11,0,
1856,WK12,1,0,
1856,WK13,5,0,
1857,WK12,5,0,
1861,WK12,11,0,
1866,WK12,10,0,
1866,WK13,1,0,
1866,WK14,2,0,
1866,WK18,2,0,
1866,WK22,2,0,
1868,WK12,6,0,
1868,WK13,2,0,
1871,WK12,2,101,
1871,WK13,3,0,
1871,WK16,0,117,
1871,WK17,0,130,
1871,WK21,0,101,
1872,WK12,0,103,
1872,WK15,0,134,
1872,WK17,0,108,
1872,WK20,0,92,
1874,WK12,13,0,
1875,WK12,11,0,
1876,WK13,2,0,
1877,WK13,2,0,
1878,WK12,14,0,
1878,WK14,0,135,
1878,WK20,0,116,
1880,WK12,4,0,
1880,WK13,2,0,
1885,WK12,6,0,
1886,WK12,11,0,
1887,WK12,1,0,
1888,WK12,2,0,
1888,WK13,2,0,
1891,WK12,3,0,
1896,WK12,4,0,
1900,WK12,7,103,
1900,WK14,0,125,
