Store,DSL Gen,DSL Start Date ,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date,Mobile Calling,
5349,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/5/2025,4/28/2025,TBD,
5368,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/17/2025,6/9/2025,TBD,
5440,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/7/2025,6/5/2025,7/8/2025,
5494,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,6/4/2025,5/26/2025,7/8/2025,
5725,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/22/2025,5/13/2025,TBD,
5835,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,8/18/2024,TBD,TBD,5/1/2025,4/21/2025,6/10/2025,
5839,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/25/2025,6/16/2025,TBD,
5841,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,6/7/2025,6/3/2025,TBD,
5929,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/2/2025,5/26/2025,TBD,
5991,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,Completed,Completed,TBD,
6078,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,TBD,TBD,3/7/2025,2/24/2025,TBD,
6585,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
6966,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,Completed,Completed,8/14/2023,TBD,TBD,2/25/2025,2/18/2025,TBD,
4438,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,TBD,TBD,TBD,Completed,Completed,TBD,
6930,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
1532,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,4/30/2025,4/21/2025,TBD,
1775,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/21/2025,6/16/2025,7/8/2025,
1947,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/22/2024,TBD,TBD,6/26/2025,6/17/2025,7/8/2025,
2037,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/9/2024,LIVE,Completed,6/13/2025,6/3/2025,7/8/2025,
2101,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,8/6/2024,1/14/2025,Completed,6/17/2025,6/9/2025,TBD,
2121,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,6/18/2024,LIVE,Completed,6/12/2025,6/3/2025,7/8/2025,
2144,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
2163,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6080,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
2187,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,9/18/2024,TBD,TBD,6/24/2025,6/17/2025,7/8/2025,
2232,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6080,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2269,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/10/2024,1/9/2025,Completed,6/19/2025,6/9/2025,TBD,
2283,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,LIVE,Completed,Completed,Completed,6/12/2025,
2284,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6080,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2299,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6038,8/15/2024,10/24/2025,2/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2315,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,6/7/2025,6/2/2025,TBD,
2319,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,6/16/2024,TBD,TBD,6/4/2025,5/26/2025,TBD,
2325,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,6/17/2024,LIVE,Completed,6/13/2025,6/2/2025,7/8/2025,
2450,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/2/2025,5/26/2025,TBD,
2476,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/18/2025,6/9/2025,TBD,
2550,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,7/8/2025,
2571,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/25/2025,6/16/2025,TBD,
2747,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2865,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/24/2024,LIVE,Completed,6/24/2025,6/16/2025,7/8/2025,
2885,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2897,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6080,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD,
2899,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6038,8/15/2024,10/24/2025,2/24/2027,,,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2947,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,6/19/2024,LIVE,Completed,6/3/2025,5/26/2025,7/8/2025,
2974,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,TBD,TBD,3/20/2025,3/10/2025,TBD,
2995,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,TBD,TBD,2/27/2025,2/17/2025,TBD,
3241,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,4/28/2025,4/21/2025,6/10/2025,
3261,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/21/2024,1/10/2025,Completed,6/16/2025,6/9/2025,TBD,
3522,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,LIVE,Completed,5/20/2025,5/12/2025,TBD,
3525,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/20/2025,6/10/2025,TBD,
3757,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/10/2024,TBD,TBD,6/5/2025,5/26/2025,7/8/2025,
4221,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/4/2025,5/27/2025,7/8/2025,
5073,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/27/2025,6/16/2025,7/8/2025,
5189,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
5396,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/20/2025,6/9/2025,TBD,
5498,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/12/2025,
5657,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,LIVE,Completed,3/12/2025,3/3/2025,TBD,
5853,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,3/6/2024,LIVE,Completed,6/20/2025,6/9/2025,TBD,
5861,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/16/2025,6/10/2025,TBD,
5883,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/17/2024,LIVE,Completed,6/26/2025,6/16/2025,7/8/2025,
5935,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/4/2025,5/27/2025,TBD,
6477,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,8/14/2024,LIVE,Completed,5/3/2025,4/28/2025,6/10/2025,
7311,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,TBD,TBD,TBD,5/9/2025,4/28/2025,TBD,
2070,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/6/2025,5/26/2025,7/8/2025,
2188,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/12/2025,6/2/2025,TBD,
5291,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
2074,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/11/2025,6/2/2025,TBD,
2500,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,,,,,,,,,,TBD,TBD,TBD,
4176,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/5/2025,5/27/2025,TBD,
647,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,7/8/2025,
1214,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,7/8/2025,
2054,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/24/2025,6/16/2025,7/8/2025,
3771,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,LIVE,Completed,5/12/2025,5/5/2025,TBD,
4244,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
254,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/17/2025,
835,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,LIVE,Completed,5/8/2025,4/28/2025,6/10/2025,
851,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/12/2025,5/5/2025,TBD,
868,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,TBD,TBD,TBD,5/17/2025,5/12/2025,TBD,
1512,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,LIVE,Completed,5/7/2025,4/28/2025,TBD,
1598,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,8/27/2024,TBD,TBD,4/30/2025,4/21/2025,TBD,
1753,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD,
1784,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/16/2025,6/9/2025,7/8/2025,
1793,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/12/2025,6/2/2025,7/8/2025,
1796,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
1817,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/13/2025,6/2/2025,TBD,
1868,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
1870,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,9/11/2024,TBD,TBD,6/20/2025,6/10/2025,TBD,
1918,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
1932,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,TBD,
1964,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,TBD,TBD,TBD,Completed,Completed,6/12/2025,
1970,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6030,7/20/2024,11/24/2025,3/24/2027,8/5/2024,8/5/2024,7/14/2024,TBD,TBD,Completed,Completed,6/12/2025,
1997,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,TBD,1/6/2025,Completed,Completed,Completed,6/12/2025,
2006,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,7/28/2024,TBD,TBD,6/19/2025,6/10/2025,7/8/2025,
