Store,DSL Gen,DSL Start Date ,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date,Mobile Calling,
2360,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,,,,8/5/2024,8/5/2024,TBD,TBD,TBD,TBD,TBD,TBD,
2666,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6024,,,,,,TBD,TBD,TBD,TBD,TBD,TBD, 
3069,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,,,,8/5/2024,8/5/2024,TBD,TBD,TBD,TBD,TBD,TBD,
3524,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5344,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7034,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5426,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5638,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5697,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5954,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
5980,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
6178,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
7261,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,,,,,,,,,,TBD,TBD,TBD,
2203,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,,,,,,TBD,TBD,TBD,TBD,TBD,TBD,
4108,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,1/1/2028,4/1/2029,,Completed,Completed,6/20/2024,LIVE,Completed,4/25/2025,4/14/2025,TBD,
3654,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,1/1/2028,4/1/2029,,Completed,Completed,6/5/2023,TBD,TBD,3/12/2025,3/3/2025,7/8/2025,
220,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,3/4/2024,TBD,TBD,3/21/2025,3/10/2025,TBD,
228,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,3/10/2024,TBD,TBD,3/22/2025,3/17/2025,TBD,
265,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/9/2024,TBD,TBD,2/17/2025,Completed,TBD,
384,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/9/2024,LIVE,Completed,4/14/2025,4/7/2025,6/10/2025,
396,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6070,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
872,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,TBD,TBD,TBD,3/17/2025,3/10/2025,6/10/2025,
980,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,8/11/2024,TBD,TBD,Completed,Completed,TBD,
1554,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/2026,4/6/2027,8/6/2028,Completed,Completed,TBD,LIVE,Completed,6/20/2025,6/9/2025,7/8/2025,
1726,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,7/28/2024,TBD,TBD,Completed,Completed,TBD,
1770,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6027,7/25/2024,11/24/2025,3/24/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
5063,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6070,1/1/2028,4/1/2029,,Completed,Completed,9/8/2024,LIVE,Completed,Completed,Completed,6/12/2025,
5210,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/11/2024,TBD,TBD,3/4/2025,2/24/2025,TBD,
5435,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,LIVE,Completed,6/21/2025,6/16/2025,7/8/2025,
6300,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/3/2024,LIVE,Completed,2/27/2025,2/17/2025,TBD,
1225,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/24/2024,TBD,TBD,Completed,Completed,TBD,
1535,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
1608,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,LIVE,Completed,6/25/2025,6/16/2025,TBD,
371,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,2/28/2024,TBD,TBD,Completed,Completed,TBD,
427,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,9/18/2024,LIVE,Completed,5/19/2025,5/12/2025,6/10/2025,
516,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,TBD,TBD,TBD,2/18/2025,Completed,TBD,
804,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/19/2024,TBD,TBD,2/19/2025,Completed,TBD,
896,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,7/31/2023,LIVE,Completed,3/24/2025,3/17/2025,TBD,
963,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/10/2024,TBD,TBD,2/18/2025,Completed,TBD,
1238,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/27/2024,LIVE,Completed,Completed,Completed,TBD,
1555,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,7/8/2025,
1560,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,5/7/2024,LIVE,Completed,4/30/2025,4/21/2025,TBD,
2978,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,2/25/2024,TBD,TBD,Completed,Completed,TBD,
7178,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/21/2024,TBD,TBD,Completed,Completed,TBD,
2135,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6038,8/15/2024,10/24/2025,2/24/2027,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/12/2025,
266,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/3/2024,LIVE,Completed,3/5/2025,2/24/2025,TBD,
2104,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6080,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD,
3284,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,3/3/2024,LIVE,Completed,Completed,Completed,TBD,
3431,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/9/2024,TBD,TBD,2/17/2025,Completed,TBD,
3594,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,2/28/2024,TBD,TBD,3/28/2025,3/17/2025,TBD,
3631,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,5/21/2024,TBD,TBD,3/20/2025,3/10/2025,TBD,
4279,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/18/2024,LIVE,Completed,3/25/2025,3/17/2025,TBD,
5288,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,6/5/2024,TBD,TBD,Completed,Completed,TBD,
5359,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/16/2024,TBD,TBD,2/19/2025,Completed,TBD,
1255,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/12/2024,TBD,TBD,Completed,Completed,6/12/2025,
2637,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6080,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/12/2025,
2667,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,TBD,LIVE,Completed,Completed,Completed,TBD,
2884,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7026,7/1/2027,10/1/2028,,8/19/2024,8/19/2024,TBD,LIVE,Completed,5/3/2025,4/28/2025,TBD,
2980,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,5/29/2024,LIVE,Completed,Completed,Completed,TBD,
3777,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,3/13/2024,LIVE,Completed,2/28/2025,2/17/2025,TBD,
202,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,3/11/2024,TBD,TBD,2/24/2025,2/17/2025,TBD,
272,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,6/24/2024,LIVE,Completed,3/13/2025,3/3/2025,TBD,
2082,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,LIVE,Completed,5/21/2025,5/12/2025,7/8/2025,
4284,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,5/21/2024,LIVE,Completed,Completed,Completed,TBD,
3164,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,3/17/2025,3/10/2025,TBD,
5837,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,4/26/2025,4/21/2025,7/8/2025,
100,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,7/28/2024,LIVE,Completed,3/18/2025,3/11/2025,TBD,
359,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,10/9/2023,TBD,TBD,5/3/2025,4/28/2025,TBD,
4516,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,TBD,TBD,TBD,4/28/2025,4/21/2025,7/8/2025,
5260,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,8/4/2024,TBD,TBD,4/25/2025,4/14/2025,TBD,
1216,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/15/2024,LIVE,Completed,3/12/2025,3/3/2025,TBD,
4104,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,TBD,TBD,2/27/2025,2/17/2025,TBD,
4215,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,5/29/2024,TBD,TBD,2/19/2025,Completed,TBD,
5316,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/4/2024,TBD,TBD,Completed,Completed,TBD,
6963,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,Completed,Completed,6/10/2024,LIVE,Completed,2/28/2025,2/17/2025,TBD,
2226,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/16/2025,5/5/2025,7/8/2025,
2468,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,Completed,Completed,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD,
2486,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/2025,9/17/2026,1/17/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/17/2025,6/9/2025,TBD,
2590,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,TBD,TBD,6/10/2025,6/2/2025,TBD,
3019,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,TBD,LIVE,Completed,Completed,Completed,TBD,
3047,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/9/2025,6/2/2025,TBD,
3099,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/2027,1/1/2029,,8/19/2024,8/19/2024,TBD,TBD,TBD,5/20/2025,5/12/2025,TBD,
3126,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD,
3127,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,TBD,LIVE,Completed,Completed,Completed,TBD,
3128,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,LIVE,Completed,Completed,Completed,TBD,
3139,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/11/2025,6/2/2025,TBD,
3140,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/13/2025,6/2/2025,TBD,
3145,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/2025,11/8/2026,Completed,Completed,TBD,LIVE,Completed,6/9/2025,6/2/2025,TBD,
3176,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,Completed,Completed,TBD,
3604,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/14/2025,5/5/2025,TBD,
3740,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,TBD,LIVE,Completed,Completed,Completed,TBD,
3844,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/7/2025,4/28/2025,TBD,
4174,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/2026,4/6/2027,8/6/2028,8/19/2024,8/19/2024,TBD,TBD,TBD,6/20/2025,6/10/2025,TBD,
4218,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,4/30/2025,4/21/2025,TBD,
4233,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/2025,10/30/2026,,Completed,Completed,TBD,TBD,TBD,5/3/2025,4/28/2025,TBD,
