Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
2,8,"6 Qt Round Heated Pet Bowl, 16",Full Endcap,2,37,
2,8,"OUTBACK DOG HOUSE, 4 units",Full Stack,2,37,
2,14,Hamilton Beach Slow Cooker w Dipper/ 24 units / EC,Full Endcap,1,37,
2,14,Yellowstone Dinnerware Sets (12 pieces),Half Stack,2,37,
2,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,1,37,Feature removed by buyer - store is planned to receive more Expert Grill Turkey Fryers than qty ordered via SCOG.
2,22,"Eco Thread Plush Dobby Plaid Throw, 168pcs",Full Stack,1,37,
2,40,Kids DQNQ,Full Endcap,1,37,
2,40,Vicks Vap Steam/Pads 13pc,Sidekick,1,37,
2,71,ASHTON FP TV STAND BL/5 PCS,Full Endcap,2,37,
2,92,270 PC Jet Puff Marsh Mini 10 oz,Half Stack,2,37,
2,92,Flavored Chex 270 piece,Full Stack,2,37,
2,93,GV B/S BRST 3LB,Bunker,1,37,
3,5,"CL JUKEBOX W/ TT, 5 units",Full Stack,1,37,
4,5,"CL JUKEBOX W/ TT, 5 units",Full Stack,1,37,
4,8,"1 Qt Round Heated Pet Bowl, 56",Full Endcap,1,37,
4,9,Lifetime 5 FT Table,Half Stack,3,37,
4,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,1,37,Qty reduced by buyer due to store getting similar corporate feature 
4,40,ASP Power Fast Fizz,Full Endcap,1,37,
4,40,Kids DQNQ,Full Endcap,1,37,
4,40,Vicks Vap Steam/Pads 13pc,Sidekick,1,37,
4,93,GV B/S BRST 3LB,Bunker,1,37,
5,7,Hot Wheels Monster Trucks Charge & Chase Challenge,Full Endcap,1,37,
5,8,"OUTBACK DOG HOUSE, 4 units",Full Stack,2,37,
5,74,MS 18PK HNGR BRORG,Full Stack,5,37,
5,74,MS 18PK HNGR REDENG,Full Stack,5,37,
5,74,MS 18PK HNGR RYLSPC,Full Stack,2,37,
5,74,MS 18PK HNGR SLVHAI,Full Stack,2,37,
5,74,MS 18PK HNGR VICBLU,Full Stack,2,37,
5,92,Flavored Chex 270 piece,Full Stack,1,37,
9,5,"CL JUKEBOX W/ TT, 5 units",Full Stack,1,37,
9,14,Yellowstone Dinnerware Sets (12 pieces),Half Stack,1,37,
9,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,2,37,Feature removed by buyer - store is planned to receive more Expert Grill Turkey Fryers than qty ordered via SCOG.
9,31,"30"" 3D Licensed Beanie 60pc",PDQ,4,37,
9,56,Fall Harvest Large Straw Hay Bale 30 lb.,Full Stack,8,37,
9,71,Big Joe Sport Ball BeanBag Asmt,Full Endcap,1,37,
9,92,Flavored Chex 270 piece,Full Stack,1,37,
9,92,Loaded/Minis Innovation 280 piece,Full Stack,1,37,
9,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,37,
10,2,26 Pc Jumbo Pouf,Full Endcap,1,37,
10,40,24 Piece EQ Omeprazole,Full Endcap,1,37,
10,40,Carmex 84 pc ,Sidekick,1,37,
10,92,300PC MOM BAG ,Full Stack,1,37,
10,92,Flavored Chex 270 piece,Full Stack,1,37,
10,93,GV B/S BRST 3LB,Bunker,1,37,
10,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,37,
10,95,Great Value Tort Chips DRP 156 Units Cantina/Rest,Full Stack,1,37,
10,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,37,
11,5,"CL JUKEBOX W/ TT, 5 units",Full Stack,1,37,
11,8,"1 Qt Round Heated Pet Bowl, 56",Full Endcap,1,37,
11,8,"6 Qt Round Heated Pet Bowl, 16",Full Endcap,2,37,
11,8,"OUTBACK DOG HOUSE, 4 units",Full Stack,2,37,
11,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,2,37,Feature removed by buyer - store is planned to receive more Expert Grill Turkey Fryers than qty ordered via SCOG.
11,31,Licensed Cold Weather Asmt 430pcs,Half Stack,1,37,
11,40,Carmex 84 pc ,Sidekick,1,37,
11,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,1,37,
11,40,Vicks Vap Steam/Pads 13pc,Sidekick,1,37,
11,82,Star Shower Ultra 9,Half Stack,1,37,
12,2,26 Pc Jumbo Pouf,Full Endcap,1,37,
12,5,"CL JUKEBOX W/ TT, 5 units",Full Stack,1,37,
12,8,"OUTBACK DOG HOUSE, 4 units",Full Stack,1,37,
12,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,1,37,Qty reduced by buyer due to store getting similar corporate feature 
12,40,24 Piece EQ Omeprazole,Full Endcap,1,37,
12,40,Carmex 84 pc ,Sidekick,1,37,
12,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,2,37,
12,74,MS 18PK HNG BLUSAP,Full Stack,1,37,
12,74,MS 18PK HNGR SLVHAI,Full Stack,1,37,
12,74,MS 18PK HNGR VICBLU,Full Stack,1,37,
12,92,300PC MOM BAG ,Full Stack,1,37,
12,92,Subway/BuffaloWildWings/ChickFilA/OliveGarden 424pc,Full Stack,1,37,
12,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,37,
12,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,37,
13,14,Hamilton Beach Slow Cooker w Dipper/ 24 units / EC,Full Endcap,2,37,
13,14,Yellowstone Dinnerware Sets (12 pieces),Half Stack,1,37,
13,16,"SmartTemp Turkey Fryer Kit, 9 units",Full Stack,2,37,Feature removed by buyer - store is planned to receive more Expert Grill Turkey Fryers than qty ordered via SCOG.
13,22,"Eco Thread Plush Dobby Plaid Throw, 168pcs",Full Stack,1,37,
13,40,24 Piece EQ Omeprazole,Full Endcap,1,37,
13,40,Kids DQNQ,Full Endcap,1,37,
13,67,Lorann 126CT Twin Flavor,Sidekick,1,37,
13,71,ASHTON FP TV STAND BL/5 PCS,Full Endcap,1,37,
13,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,37,
14,2,BIC Best Selling 4-way,4-way,1,37,
14,2,Equate 5 Blade Razors -Men/Women Display,4-way,1,37,
14,7,157pc Model Kit,Half Stack,2,37,
14,7,Hot Wheels Monster Trucks Charge & Chase Challenge,Full Endcap,1,37,
14,14,Hamilton Beach Slow Cooker w Dipper/ 24 units / EC,Full Endcap,2,37,
14,14,Yellowstone Dinnerware Sets (12 pieces),Half Stack,1,37,
14,22,"Eco Thread Plush Dobby Plaid Throw, 168pcs",Full Stack,1,37,
14,23,SKI/SNOWBOARDING BIBS,4-way,3,37,
14,31,Licensed Cold Weather Asmt 430pcs,Half Stack,1,37,
14,34,Faux Fur Lined Jacket & Leggings Asmt,4-way,2,37,
14,34,Insulated Snow Pants & Bib,4-way,2,37,
14,40,24 Piece EQ Omeprazole,Full Endcap,1,37,
14,40,Carmex 84 pc ,Sidekick,1,37,
14,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,1,37,
14,40,Kids DQNQ,Full Endcap,1,37,
14,40,Vicks Vap Steam/Pads 13pc,Sidekick,1,37,
14,92,270 PC Jet Puff Marsh Mini 10 oz,Half Stack,1,37,
14,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,37,
