Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,40,Equate 91% Isopropyl 12PC PDQs,Full Endcap,1,37,
1,40,Equate Hydrogen Peroxide 32oz 12pc PDQ,Full Endcap,1,37,
2,2,Working Hands Combo 26pc,SK,1,37,
2,14,Beautiful Stand Mixer-White,Full Endcap,1,37,
2,31,Swiss Tech Ski Gloves & Headwear,Half Stack,1,37,
2,34,12PC CRM SHACKET Faux Jkt Faux Legging Assortment,4-way,1,37,
2,40,19pc Mucinex AIO,Full Endcap,1,37,
2,40,24 Piece EQ Omeprazole Feature,PDQ,1,37,
2,40,24pc Vicks Severe Honey,Full Endcap,1,37,
2,40,Equate 91% Isopropyl 12PC PDQs,Full Endcap,1,37,
2,40,Equate Hydrogen Peroxide 32oz 12pc PDQ,Full Endcap,1,37,
2,92,Knorr Pasta/Rice Sides Mixed Pallet,Full Stack,1,37,
2,92,"Seasonal Cheerios Pallet, 240 units",Full Stack,1,37,
2,95,CIRCUS TIME $1 BUTTER POPCORN,Full Stack,1,37,
3,7,Fall 2023 Holiday Barbie Doll,Full Endcap,1,37,Delivery change to 9/25
3,14,CONIMAR COASTR SHPR 24PC,SK,1,37,
3,14,T-fal 20pc Cookware Set in Grey/8,Full Endcap,1,37,
3,14,T-fal 20pc Cookware Set in Red/8,Full Endcap,1,37,
3,40,19pc Mucinex AIO,Full Endcap,1,37,
3,40,24pc Vicks Severe Honey,Full Endcap,1,37,
3,40,Equate 91% Isopropyl 12PC PDQs,Full Endcap,1,37,
3,40,Equate Hydrogen Peroxide 32oz 12pc PDQ,Full Endcap,1,37,
3,79,PC APPLE JUICE 96OZ 30 PIECE FEAUTRE,4-way,1,37,
3,80,YANCEY ARTISAN SMPLR,Bunker,1,37,
3,95,CIRCUS TIME $1 BUTTER POPCORN,Full Stack,1,37,
5,7,Hot Wheels Car Dump Bin /,Q-Bin,1,37,
5,14,Beautiful Stand Mixer-White,Full Endcap,1,37,
5,79,PC APPLE JUICE 96OZ 30 PIECE FEAUTRE,4-way,1,37,
9,80,YANCEY ARTISAN SMPLR,Bunker,1,37,
9,92,Knorr Pasta/Rice Sides Mixed Pallet,Full Stack,1,37,
9,92,"Seasonal Cheerios Pallet, 240 units",Full Stack,1,37,
9,95,Pumpkin Pie Super Coffee Sidekick 144ct,SK,1,37,
11,2,Working Hands Combo 26pc,SK,1,37,
11,7,Hot Wheels Car Dump Bin /,Q-Bin,1,37,
11,7,Monster Jam 1:64 Dump Bin / 192 pieces in feature,Q-Bin,1,37,
11,40,Alkaseltzer 20pc,SK,1,37,
11,79,PC APPLE JUICE 96OZ 30 PIECE FEAUTRE,4-way,1,37,
12,7,Hot Wheels Car Dump Bin /,Q-Bin,1,37,
12,7,Monster Jam 1:64 Dump Bin / 192 pieces in feature,Q-Bin,1,37,
13,40,Equate Hydrogen Peroxide 32oz 12pc PDQ,Full Endcap,1,37,
13,79,PC APPLE JUICE 96OZ 30 PIECE FEAUTRE,4-way,1,37,
13,92,Knorr Pasta/Rice Sides Mixed Pallet,Full Stack,1,37,
14,14,MS 3PC NS COOKIE SET,Half Endcap,1,37,
14,14,PW HERITAGE 12PC,Full Endcap,1,37,
14,40,Atkins Fall Seasonal PDQ 18 count,PDQ,1,37,
14,92,"Seasonal Cheerios Pallet, 240 units",Full Stack,1,37,
15,40,22pc Vicks Sinex,SK,1,37,
15,92,Knorr Pasta/Rice Sides Mixed Pallet,Full Stack,1,37,
16,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,37,
16,7,M2 Collectible Diecast Ornaments 2PK / 140 Units,Half Stack,1,37,
16,7,Monster Jam 1:64 Dump Bin / 192 pieces in feature,Q-Bin,1,37,
16,40,24 Piece EQ Omeprazole Feature,PDQ,1,37,
16,95,CIRCUS TIME $1 BUTTER POPCORN,Full Stack,2,37,
17,2,Working Hands Combo 26pc,SK,1,37,
17,40,24pc Vicks Severe Honey,Full Endcap,1,37,
17,40,Equate Hydrogen Peroxide 32oz 12pc PDQ,Full Endcap,1,37,
18,2,Working Hands Combo 26pc,SK,1,37,
18,74,Frigidaire 7.5 Cu. Ft. Top Freezer Refrigerator in,Full Stack,1,37,
18,92,Knorr Pasta/Rice Sides Mixed Pallet,Full Stack,1,37,
19,2,Working Hands Combo 26pc,SK,1,37,
19,7,Fall 2023 Holiday Barbie Doll,Full Endcap,1,37,Delivery change to 9/25
19,7,Hot Wheels Car Dump Bin /,Q-Bin,1,37,
19,7,M2 Collectible Diecast Ornaments 2PK / 140 Units,Half Stack,1,37,
19,40,"Allegra, Nasacort & Xyzal 42pc PDQ",Full Endcap,1,37,
19,79,Pampers Swaddlers/CR360 DRP,PDQ,1,37,
19,79,PC APPLE JUICE 96OZ 30 PIECE FEAUTRE,4-way,1,37,
19,80,YANCEY ARTISAN SMPLR,Bunker,1,37,
19,95,CIRCUS TIME $1 BUTTER POPCORN,Full Stack,1,37,
20,7,"Care Bears 3"" Micro Plush Sidekick (40 pcs)",SK,1,37,
20,7,"Care Bears 9"" Bean Plush Sidekick (30 pcs)",SK,1,37,Cancel - supplier not able to fill order
20,14,IMUSA 4.4qt BS Caldero / 12,Full Endcap,1,37,
20,40,19pc Mucinex AIO,Full Endcap,1,37,
