Store,Reference Number,Pieces,Delivery_date,Status
1197,1251831,1,10/25/2024,DELIVERED
1204,1251837,1,10/25/2024,DELIVERED
1209,1251841,1,10/25/2024,DELIVERED
1212,1251843,1,10/25/2024,DELIVERED
1215,1251846,1,10/25/2024,DELIVERED
1220,1251851,1,10/25/2024,DELIVERED
1222,1251852,1,10/25/2024,DELIVERED
1224,1251854,1,10/25/2024,DELIVERED
1225,1251855,1,10/25/2024,DELIVERED
1230,1251859,1,10/25/2024,DELIVERED
1232,1251861,1,10/25/2024,DELIVERED
1238,1251865,1,10/25/2024,DELIVERED
1239,1251866,1,10/25/2024,DELIVERED
1241,1251868,1,10/25/2024,DELIVERED
1242,1251869,1,10/25/2024,DELIVERED
1253,1251874,1,10/25/2024,DELIVERED
1254,1251875,1,10/25/2024,DELIVERED
1255,1251876,1,10/25/2024,DELIVERED
1257,1251878,1,10/25/2024,DELIVERED
1260,1251879,1,10/25/2024,DELIVERED
1261,1251880,1,10/25/2024,DELIVERED
1272,1251887,1,10/25/2024,DELIVERED
1273,1251888,1,10/25/2024,DELIVERED
1274,1251889,1,10/25/2024,DELIVERED
1276,1251891,1,10/25/2024,DELIVERED
1283,1251895,1,10/25/2024,DELIVERED
1285,1251896,1,10/25/2024,DELIVERED
1291,1251898,1,10/25/2024,DELIVERED
1295,1251902,1,10/25/2024,DELIVERED
1298,1251904,1,10/25/2024,DELIVERED
1300,1251906,1,10/25/2024,DELIVERED
1303,1251908,1,10/25/2024,DELIVERED
1305,1251910,1,10/25/2024,DELIVERED
1306,1251911,1,10/25/2024,DELIVERED
1311,1251916,1,10/25/2024,DELIVERED
1314,1251919,1,10/25/2024,DELIVERED
1324,1251925,1,10/25/2024,DELIVERED
1325,1251926,1,10/25/2024,DELIVERED
1330,1251930,1,10/25/2024,DELIVERED
1334,1251934,1,10/25/2024,DELIVERED
1338,1251937,1,10/25/2024,DELIVERED
1340,1251938,1,10/25/2024,DELIVERED
1342,1251940,1,10/25/2024,DELIVERED
1347,1251943,1,10/25/2024,DELIVERED
1349,1251945,1,10/25/2024,DELIVERED
1353,1251949,1,10/25/2024,DELIVERED
1356,1251952,1,10/25/2024,DELIVERED
1357,1251953,1,10/25/2024,DELIVERED
1362,1251956,1,10/25/2024,DELIVERED
1363,1251957,1,10/25/2024,DELIVERED
1364,1251958,1,10/25/2024,DELIVERED
1365,1251959,1,10/25/2024,DELIVERED
1367,1251961,1,10/25/2024,DELIVERED
1369,1251962,1,10/25/2024,DELIVERED
1370,1251963,1,10/25/2024,DELIVERED
1374,1251967,1,10/25/2024,DELIVERED
1385,1251975,1,10/25/2024,DELIVERED
1388,1251978,1,10/25/2024,DELIVERED
1389,1251979,1,10/25/2024,DELIVERED
1390,1251980,1,10/25/2024,DELIVERED
1391,1251981,1,10/25/2024,DELIVERED
1393,1251983,1,10/25/2024,DELIVERED
1394,1251984,1,10/25/2024,DELIVERED
1395,1251985,1,10/25/2024,DELIVERED
1396,1251986,1,10/25/2024,DELIVERED
1410,1251996,1,10/25/2024,DELIVERED
1411,1251997,1,10/25/2024,DELIVERED
1418,1252002,1,10/25/2024,DELIVERED
1419,1252003,1,10/25/2024,DELIVERED
1425,1252008,1,10/25/2024,DELIVERED
1427,1252009,1,10/25/2024,DELIVERED
1430,1252011,1,10/25/2024,DELIVERED
1431,1252012,1,10/25/2024,DELIVERED
1435,1252016,1,10/25/2024,DELIVERED
1436,1252017,1,10/25/2024,DELIVERED
1440,1252020,1,10/25/2024,DELIVERED
1446,1252023,1,10/25/2024,DELIVERED
1448,1252025,1,10/25/2024,DELIVERED
1449,1252026,1,10/25/2024,DELIVERED
1450,1252027,1,10/25/2024,DELIVERED
1452,1252029,1,10/25/2024,DELIVERED
1454,1252031,1,10/25/2024,DELIVERED
1458,1252033,1,10/25/2024,DELIVERED
1459,1252034,1,10/25/2024,DELIVERED
1463,1252036,1,10/25/2024,DELIVERED
1464,1252037,1,10/25/2024,DELIVERED
1469,1252039,1,10/25/2024,DELIVERED
1473,1252043,1,10/25/2024,DELIVERED
1475,1252045,1,10/25/2024,DELIVERED
1479,1252047,1,10/25/2024,DELIVERED
1482,1252049,1,10/25/2024,DELIVERED
1492,1252057,1,10/25/2024,DELIVERED
1493,1252058,1,10/25/2024,DELIVERED
1494,1252059,1,10/25/2024,DELIVERED
1495,1252060,1,10/25/2024,DELIVERED
1496,1252061,1,10/25/2024,DELIVERED
1501,1252065,1,10/25/2024,DELIVERED
1503,1252067,1,10/25/2024,DELIVERED
1504,1252068,1,10/25/2024,DELIVERED
1506,1252069,1,10/25/2024,DELIVERED
1511,1252070,1,10/25/2024,DELIVERED
1512,1252071,1,10/25/2024,DELIVERED
1513,1252072,1,10/25/2024,DELIVERED
1514,1252073,1,10/25/2024,DELIVERED
1515,1252074,1,10/25/2024,DELIVERED
1519,1252077,1,10/25/2024,DELIVERED
1525,1252080,1,10/25/2024,DELIVERED
1528,1252083,1,10/25/2024,DELIVERED
1529,1252084,1,10/25/2024,DELIVERED
1532,1252087,1,10/25/2024,DELIVERED
1533,1252088,1,10/25/2024,DELIVERED
1536,1252091,1,10/25/2024,DELIVERED
1537,1252092,1,10/25/2024,DELIVERED
1539,1252094,1,10/25/2024,DELIVERED
1541,1252096,1,10/25/2024,DELIVERED
1546,1252101,1,10/25/2024,DELIVERED
1552,1252107,1,10/25/2024,DELIVERED
1554,1252109,1,10/25/2024,DELIVERED
1559,1252113,1,10/25/2024,DELIVERED
1560,1252114,1,10/25/2024,DELIVERED
1562,1252116,1,10/25/2024,DELIVERED
1568,1252121,1,10/25/2024,DELIVERED
1570,1252122,1,10/25/2024,DELIVERED
1571,1252123,1,10/25/2024,DELIVERED
1574,1252126,1,10/25/2024,DELIVERED
1575,1252127,1,10/25/2024,DELIVERED
1576,1252128,1,10/25/2024,DELIVERED
1578,1252130,1,10/25/2024,DELIVERED
1580,1252132,1,10/25/2024,DELIVERED
1581,1252133,1,10/25/2024,DELIVERED
1583,1252134,1,10/25/2024,DELIVERED
1584,1252135,1,10/25/2024,DELIVERED
1585,1252136,1,10/25/2024,DELIVERED
1587,1252138,1,10/25/2024,DELIVERED
1590,1252141,1,10/25/2024,DELIVERED
1591,1252142,1,10/25/2024,DELIVERED
1594,1252145,1,10/25/2024,DELIVERED
1595,1252146,1,10/25/2024,DELIVERED
1597,1252148,1,10/25/2024,DELIVERED
1598,1252149,1,10/25/2024,DELIVERED
1599,1252150,1,10/25/2024,DELIVERED
1601,1252152,1,10/25/2024,DELIVERED
1603,1252154,1,10/25/2024,DELIVERED
1605,1252156,1,10/25/2024,DELIVERED
1606,1252157,1,10/25/2024,DELIVERED
1608,1252159,1,10/25/2024,DELIVERED
1615,1252164,1,10/25/2024,DELIVERED
1618,1252166,1,10/25/2024,DELIVERED
1620,1252167,1,10/25/2024,DELIVERED
1621,1252168,1,10/25/2024,DELIVERED
1623,1252169,1,10/25/2024,DELIVERED
1624,1252170,1,10/25/2024,DELIVERED
1626,1252172,1,10/25/2024,DELIVERED
1627,1252173,1,10/25/2024,DELIVERED
1628,1252174,1,10/25/2024,DELIVERED
1632,1252178,1,10/25/2024,DELIVERED
1633,1252179,1,10/25/2024,DELIVERED
1634,1252180,1,10/25/2024,DELIVERED
1635,1252181,1,10/25/2024,DELIVERED
1637,1252183,1,10/25/2024,DELIVERED
1643,1252188,1,10/25/2024,DELIVERED
1645,1252190,1,10/25/2024,DELIVERED
1647,1252192,1,10/25/2024,DELIVERED
1648,1252193,1,10/25/2024,DELIVERED
1649,1252194,1,10/25/2024,DELIVERED
1650,1252195,1,10/25/2024,DELIVERED
1651,1252196,1,10/25/2024,DELIVERED
1654,1252199,1,10/25/2024,DELIVERED
1656,1252201,1,10/25/2024,DELIVERED
1657,1252202,1,10/25/2024,DELIVERED
1666,1252211,1,10/25/2024,DELIVERED
1671,1252216,1,10/25/2024,DELIVERED
1680,1252221,1,10/25/2024,DELIVERED
1684,1252225,1,10/25/2024,DELIVERED
1686,1252227,1,10/25/2024,DELIVERED
1689,1252230,1,10/25/2024,DELIVERED
1691,1252232,1,10/25/2024,DELIVERED
1694,1252235,1,10/25/2024,DELIVERED
1696,1252237,1,10/25/2024,DELIVERED
1697,1252238,1,10/25/2024,DELIVERED
1698,1252239,1,10/25/2024,DELIVERED
1699,1252240,1,10/25/2024,DELIVERED
1700,1252241,1,10/25/2024,DELIVERED
1702,1252243,1,10/25/2024,DELIVERED
1704,1252245,1,10/25/2024,DELIVERED
1707,1252246,1,10/25/2024,DELIVERED
1708,1252247,1,10/25/2024,DELIVERED
1709,1252248,1,10/25/2024,DELIVERED
1712,1252249,1,10/25/2024,DELIVERED
1715,1252252,1,10/25/2024,DELIVERED
1718,1252255,1,10/25/2024,DELIVERED
1721,1252258,1,10/25/2024,DELIVERED
1724,1252261,1,10/25/2024,DELIVERED
1727,1252263,1,10/25/2024,DELIVERED
1730,1252266,1,10/25/2024,DELIVERED
1736,1252271,1,10/25/2024,DELIVERED
1741,1252276,1,10/25/2024,DELIVERED
1742,1252277,1,10/25/2024,DELIVERED
1745,1252278,1,10/25/2024,DELIVERED
1746,1252279,1,10/25/2024,DELIVERED
1749,1252281,1,10/25/2024,DELIVERED
1750,1252282,1,10/25/2024,DELIVERED
1753,1252285,1,10/25/2024,DELIVERED
1755,1252287,1,10/25/2024,DELIVERED
1758,1252290,1,10/25/2024,DELIVERED
1760,1252292,1,10/25/2024,DELIVERED
1761,1252293,1,10/25/2024,DELIVERED
1762,1252294,1,10/25/2024,DELIVERED
1764,1252296,1,10/25/2024,DELIVERED
1765,1252297,1,10/25/2024,DELIVERED
1768,1252300,1,10/25/2024,DELIVERED
1769,1252301,1,10/25/2024,DELIVERED
1770,1252302,1,10/25/2024,DELIVERED
1772,1252304,1,10/25/2024,DELIVERED
1775,1252307,1,10/25/2024,DELIVERED
1784,1252314,1,10/25/2024,DELIVERED
1785,1252315,1,10/25/2024,DELIVERED
1786,1252316,1,10/25/2024,DELIVERED
1789,1252319,1,10/25/2024,DELIVERED
1790,1252320,1,10/25/2024,DELIVERED
1793,1252323,1,10/25/2024,DELIVERED
1794,1252324,1,10/25/2024,DELIVERED
1796,1252326,1,10/25/2024,DELIVERED
1799,1252329,1,10/25/2024,DELIVERED
1800,1252330,1,10/25/2024,DELIVERED
1801,1252331,1,10/25/2024,DELIVERED
1802,1252332,1,10/25/2024,DELIVERED
1803,1252333,1,10/25/2024,DELIVERED
1804,1252334,1,10/25/2024,DELIVERED
1805,1252335,1,10/25/2024,DELIVERED
1807,1252336,1,10/25/2024,DELIVERED
1812,1252341,1,10/25/2024,DELIVERED
1819,1252346,1,10/25/2024,DELIVERED
1820,1252347,1,10/25/2024,DELIVERED
1821,1252348,1,10/25/2024,DELIVERED
1823,1252349,1,10/25/2024,DELIVERED
1827,1252352,1,10/25/2024,DELIVERED
1832,1252354,1,10/25/2024,DELIVERED
1833,1252355,1,10/25/2024,DELIVERED
1834,1252356,1,10/25/2024,DELIVERED
1838,1252359,1,10/25/2024,DELIVERED
1839,1252360,1,10/25/2024,DELIVERED
1840,1252361,1,10/25/2024,DELIVERED
1841,1252362,1,10/25/2024,DELIVERED
1845,1252365,1,10/25/2024,DELIVERED
1852,1252371,1,10/25/2024,DELIVERED
1853,1252372,1,10/25/2024,DELIVERED
1855,1252373,1,10/25/2024,DELIVERED
1857,1252375,1,10/25/2024,DELIVERED
1859,1252377,1,10/25/2024,DELIVERED
1860,1252378,1,10/25/2024,DELIVERED
1861,1252379,1,10/25/2024,DELIVERED
1863,1252381,1,10/25/2024,DELIVERED
1867,1252385,1,10/25/2024,DELIVERED
1869,1252387,1,10/25/2024,DELIVERED
1875,1252391,1,10/25/2024,DELIVERED
1877,1252393,1,10/25/2024,DELIVERED
1878,1252394,1,10/25/2024,DELIVERED
1881,1252397,1,10/25/2024,DELIVERED
1882,1252398,1,10/25/2024,DELIVERED
1884,1252400,1,10/25/2024,DELIVERED
1886,1252402,1,10/25/2024,DELIVERED
1888,1252404,1,10/25/2024,DELIVERED
1889,1252405,1,10/25/2024,DELIVERED
1890,1252406,1,10/25/2024,DELIVERED
1891,1252407,1,10/25/2024,DELIVERED
1893,1252409,1,10/25/2024,DELIVERED
1902,1252417,1,10/25/2024,DELIVERED
1903,1252418,1,10/25/2024,DELIVERED
1904,1252419,1,10/25/2024,DELIVERED
1905,1252420,1,10/25/2024,DELIVERED
1907,1252422,1,10/25/2024,DELIVERED
1910,1252424,1,10/25/2024,DELIVERED
1913,1252427,1,10/25/2024,DELIVERED
1919,1252433,1,10/25/2024,DELIVERED
1920,1252434,1,10/25/2024,DELIVERED
1924,1252438,1,10/25/2024,DELIVERED
1927,1252440,1,10/25/2024,DELIVERED
1928,1252441,1,10/25/2024,DELIVERED
1930,1252443,1,10/25/2024,DELIVERED
1937,1252450,1,10/25/2024,DELIVERED
1951,1252459,1,10/25/2024,DELIVERED
1952,1252460,1,10/25/2024,DELIVERED
1954,1252462,1,10/25/2024,DELIVERED
1960,1252466,1,10/25/2024,DELIVERED
1962,1252467,1,10/25/2024,DELIVERED
1963,1252468,1,10/25/2024,DELIVERED
1965,1252470,1,10/25/2024,DELIVERED
1967,1252471,1,10/25/2024,DELIVERED
1968,1252472,1,10/25/2024,DELIVERED
1970,1252473,1,10/25/2024,DELIVERED
1972,1252475,1,10/25/2024,DELIVERED
1975,1252477,1,10/25/2024,DELIVERED
1979,1252480,1,10/25/2024,DELIVERED
1980,1252481,1,10/25/2024,DELIVERED
1981,1252482,1,10/25/2024,DELIVERED
1983,1252484,1,10/25/2024,DELIVERED
1985,1252485,1,10/25/2024,DELIVERED
1986,1252486,1,10/25/2024,DELIVERED
1988,1252488,1,10/25/2024,DELIVERED
1990,1252490,1,10/25/2024,DELIVERED
1991,1252491,1,10/25/2024,DELIVERED
1995,1252493,1,10/25/2024,DELIVERED
1999,1252496,1,10/25/2024,DELIVERED
2002,1252499,1,10/25/2024,DELIVERED
2005,1252501,1,10/25/2024,DELIVERED
2008,1252504,1,10/25/2024,DELIVERED
2009,1252505,1,10/25/2024,DELIVERED
2012,1252507,1,10/25/2024,DELIVERED
2015,1252510,1,10/25/2024,DELIVERED
2022,1252515,1,10/25/2024,DELIVERED
2023,1252516,1,10/25/2024,DELIVERED
2024,1252517,1,10/25/2024,DELIVERED
2025,1252518,1,10/25/2024,DELIVERED
2027,1252519,1,10/25/2024,DELIVERED
2030,1252521,1,10/25/2024,DELIVERED
2031,1252522,1,10/25/2024,DELIVERED
2032,1252523,1,10/25/2024,DELIVERED
2035,1252525,1,10/25/2024,DELIVERED
2037,1252527,1,10/25/2024,DELIVERED
2039,1252529,1,10/25/2024,DELIVERED
2041,1252531,1,10/25/2024,DELIVERED
2044,1252532,1,10/25/2024,DELIVERED
2045,1252533,1,10/25/2024,DELIVERED
2048,1252536,1,10/25/2024,DELIVERED
2049,1252537,1,10/25/2024,DELIVERED
2050,1252538,1,10/25/2024,DELIVERED
2051,1252539,1,10/25/2024,DELIVERED
2052,1252540,1,10/25/2024,DELIVERED
2053,1252541,1,10/25/2024,DELIVERED
2054,1252542,1,10/25/2024,DELIVERED
2055,1252543,1,10/25/2024,DELIVERED
2057,1252544,1,10/25/2024,DELIVERED
2059,1252546,1,10/25/2024,DELIVERED
2063,1252549,1,10/25/2024,DELIVERED
2064,1252550,1,10/25/2024,DELIVERED
2069,1252553,1,10/25/2024,DELIVERED
2073,1252554,1,10/25/2024,DELIVERED
2075,1252555,1,10/25/2024,DELIVERED
2078,1252557,1,10/25/2024,DELIVERED
2080,1252559,1,10/25/2024,DELIVERED
2081,1252560,1,10/25/2024,DELIVERED
2082,1252561,1,10/25/2024,DELIVERED
2087,1252564,1,10/25/2024,DELIVERED
2091,1252566,1,10/25/2024,DELIVERED
2094,1252567,1,10/25/2024,DELIVERED
2106,1252578,1,10/25/2024,DELIVERED
2112,1252582,1,10/25/2024,DELIVERED
2113,1252583,1,10/25/2024,DELIVERED
2115,1252585,1,10/25/2024,DELIVERED
2117,1252586,1,10/25/2024,DELIVERED
2118,1252587,1,10/25/2024,DELIVERED
2119,1252588,1,10/25/2024,DELIVERED
2121,1252589,1,10/25/2024,DELIVERED
2129,1252596,1,10/25/2024,DELIVERED
2130,1252597,1,10/25/2024,DELIVERED
2133,1252600,1,10/25/2024,DELIVERED
2134,1252601,1,10/25/2024,DELIVERED
2136,1252602,1,10/25/2024,DELIVERED
2138,1252604,1,10/25/2024,DELIVERED
2140,1252606,1,10/25/2024,DELIVERED
2141,1252607,1,10/25/2024,DELIVERED
2142,1252608,1,10/25/2024,DELIVERED
2144,1252610,1,10/25/2024,DELIVERED
2145,1252611,1,10/25/2024,DELIVERED
2149,1252612,1,10/25/2024,DELIVERED
2150,1252613,1,10/25/2024,DELIVERED
2151,1252614,1,10/25/2024,DELIVERED
2153,1252615,1,10/25/2024,DELIVERED
2154,1252616,1,10/25/2024,DELIVERED
2155,1252617,1,10/25/2024,DELIVERED
2156,1252618,1,10/25/2024,DELIVERED
2158,1252620,1,10/25/2024,DELIVERED
2160,1252621,1,10/25/2024,DELIVERED
2161,1252622,1,10/25/2024,DELIVERED
2163,1252623,1,10/25/2024,DELIVERED
2169,1252625,1,10/25/2024,DELIVERED
2170,1252626,1,10/25/2024,DELIVERED
2175,1252628,1,10/25/2024,DELIVERED
2176,1252629,1,10/25/2024,DELIVERED
2178,1252631,1,10/25/2024,DELIVERED
2181,1252633,1,10/25/2024,DELIVERED
2189,1252638,1,10/25/2024,DELIVERED
2190,1252639,1,10/25/2024,DELIVERED
2191,1252640,1,10/25/2024,DELIVERED
2193,1252642,1,10/25/2024,DELIVERED
2194,1252643,1,10/25/2024,DELIVERED
2197,1252646,1,10/25/2024,DELIVERED
2198,1252647,1,10/25/2024,DELIVERED
2199,1252648,1,10/25/2024,DELIVERED
2200,1252649,1,10/25/2024,DELIVERED
2207,1252655,1,10/25/2024,DELIVERED
2209,1252656,1,10/25/2024,DELIVERED
2213,1252658,1,10/25/2024,DELIVERED
2221,1252661,1,10/25/2024,DELIVERED
2223,1252663,1,10/25/2024,DELIVERED
2232,1252669,1,10/25/2024,DELIVERED
2233,1252670,1,10/25/2024,DELIVERED
2242,1252676,1,10/25/2024,DELIVERED
2243,1252677,1,10/25/2024,DELIVERED
2248,1252681,1,10/25/2024,DELIVERED
2252,1252684,1,10/25/2024,DELIVERED
2253,1252685,1,10/25/2024,DELIVERED
2255,1252687,1,10/25/2024,DELIVERED
2258,1252690,1,10/25/2024,DELIVERED
2267,1252694,1,10/25/2024,DELIVERED
2272,1252698,1,10/25/2024,DELIVERED
2277,1252702,1,10/25/2024,DELIVERED
2280,1252704,1,10/25/2024,DELIVERED
2282,1252706,1,10/25/2024,DELIVERED
2284,1252708,1,10/25/2024,DELIVERED
2286,1252709,1,10/25/2024,DELIVERED
2287,1252710,1,10/25/2024,DELIVERED
2291,1252712,1,10/25/2024,DELIVERED
2295,1252716,1,10/25/2024,DELIVERED
2299,1252718,1,10/25/2024,DELIVERED
2300,1252719,1,10/25/2024,DELIVERED
2307,1252720,1,10/25/2024,DELIVERED
2311,1252721,1,10/25/2024,DELIVERED
2313,1252723,1,10/25/2024,DELIVERED
2315,1252724,1,10/25/2024,DELIVERED
2316,1252725,1,10/25/2024,DELIVERED
2318,1252727,1,10/25/2024,DELIVERED
2320,1252729,1,10/25/2024,DELIVERED
2323,1252731,1,10/25/2024,DELIVERED
2329,1252733,1,10/25/2024,DELIVERED
2330,1252734,1,10/25/2024,DELIVERED
2331,1252735,1,10/25/2024,DELIVERED
2332,1252736,1,10/25/2024,DELIVERED
2335,1252739,1,10/25/2024,DELIVERED
2339,1252743,1,10/25/2024,DELIVERED
2340,1252744,1,10/25/2024,DELIVERED
2354,1252747,1,10/25/2024,DELIVERED
2362,1252752,1,10/25/2024,DELIVERED
2365,1252753,1,10/25/2024,DELIVERED
2368,1252756,1,10/25/2024,DELIVERED
2369,1252757,1,10/25/2024,DELIVERED
2371,1252758,1,10/25/2024,DELIVERED
2385,1252760,1,10/25/2024,DELIVERED
2398,1252764,1,10/25/2024,DELIVERED
2399,1252765,1,10/25/2024,DELIVERED
2400,1252766,1,10/25/2024,DELIVERED
2403,1252768,1,10/25/2024,DELIVERED
2412,1252770,1,10/25/2024,DELIVERED
2418,1252772,1,10/25/2024,DELIVERED
2419,1252773,1,10/25/2024,DELIVERED
2420,1252774,1,10/25/2024,DELIVERED
2422,1252776,1,10/25/2024,DELIVERED
2426,1252777,1,10/25/2024,DELIVERED
2429,1252779,1,10/25/2024,DELIVERED
2432,1252780,1,10/25/2024,DELIVERED
2435,1252782,1,10/25/2024,DELIVERED
2436,1252783,1,10/25/2024,DELIVERED
2437,1252784,1,10/25/2024,DELIVERED
2438,1252785,1,10/25/2024,DELIVERED
2439,1252786,1,10/25/2024,DELIVERED
2452,1252793,1,10/25/2024,DELIVERED
2457,1252795,1,10/25/2024,DELIVERED
2458,1252796,1,10/25/2024,DELIVERED
2460,1252798,1,10/25/2024,DELIVERED
2463,1252799,1,10/25/2024,DELIVERED
2464,1252800,1,10/25/2024,DELIVERED
2469,1252801,1,10/25/2024,DELIVERED
2471,1252802,1,10/25/2024,DELIVERED
2474,1252803,1,10/25/2024,DELIVERED
2475,1252804,1,10/25/2024,DELIVERED
2477,1252806,1,10/25/2024,DELIVERED
2479,1252807,1,10/25/2024,DELIVERED
2480,1252808,1,10/25/2024,DELIVERED
2483,1252811,1,10/25/2024,DELIVERED
2484,1252812,1,10/25/2024,DELIVERED
2490,1252814,1,10/25/2024,DELIVERED
2492,1252816,1,10/25/2024,DELIVERED
2493,1252817,1,10/25/2024,DELIVERED
2494,1252818,1,10/25/2024,DELIVERED
2502,1252822,1,10/25/2024,DELIVERED
2506,1252825,1,10/25/2024,DELIVERED
2511,1252830,1,10/25/2024,DELIVERED
2512,1252831,1,10/25/2024,DELIVERED
2514,1252833,1,10/25/2024,DELIVERED
2515,1252834,1,10/25/2024,DELIVERED
2516,1252835,1,10/25/2024,DELIVERED
2517,1252836,1,10/25/2024,DELIVERED
2519,1252838,1,10/25/2024,DELIVERED
2520,1252839,1,10/25/2024,DELIVERED
2528,1252844,1,10/25/2024,DELIVERED
2532,1252847,1,10/25/2024,DELIVERED
2533,1252848,1,10/25/2024,DELIVERED
2535,1252849,1,10/25/2024,DELIVERED
2536,1252850,1,10/25/2024,DELIVERED
2537,1252851,1,10/25/2024,DELIVERED
2538,1252852,1,10/25/2024,DELIVERED
2539,1252853,1,10/25/2024,DELIVERED
2541,1252855,1,10/25/2024,DELIVERED
2543,1252857,1,10/25/2024,DELIVERED
2546,1252860,1,10/25/2024,DELIVERED
2549,1252862,1,10/25/2024,DELIVERED
2550,1252863,1,10/25/2024,DELIVERED
2551,1252864,1,10/25/2024,DELIVERED
2553,1252865,1,10/25/2024,DELIVERED
2554,1252866,1,10/25/2024,DELIVERED
2555,1252867,1,10/25/2024,DELIVERED
2557,1252869,1,10/25/2024,DELIVERED
2558,1252870,1,10/25/2024,DELIVERED
2559,1252871,1,10/25/2024,DELIVERED
2560,1252872,1,10/25/2024,DELIVERED
2564,1252875,1,10/25/2024,DELIVERED
2571,1252880,1,10/25/2024,DELIVERED
2572,1252881,1,10/25/2024,DELIVERED
2574,1252882,1,10/25/2024,DELIVERED
2577,1252884,1,10/25/2024,DELIVERED
2579,1252885,1,10/25/2024,DELIVERED
2583,1252888,1,10/25/2024,DELIVERED
2584,1252889,1,10/25/2024,DELIVERED
2585,1252890,1,10/25/2024,DELIVERED
2588,1252891,1,10/25/2024,DELIVERED
2591,1252892,1,10/25/2024,DELIVERED
2592,1252893,1,10/25/2024,DELIVERED
2593,1252894,1,10/25/2024,DELIVERED
2597,1252898,1,10/25/2024,DELIVERED
2598,1252899,1,10/25/2024,DELIVERED
2600,1252901,1,10/25/2024,DELIVERED
2611,1252906,1,10/25/2024,DELIVERED
2613,1252908,1,10/25/2024,DELIVERED
2617,1252911,1,10/25/2024,DELIVERED
2620,1252914,1,10/25/2024,DELIVERED
2626,1252916,1,10/25/2024,DELIVERED
2627,1252917,1,10/25/2024,DELIVERED
2629,1252918,1,10/25/2024,DELIVERED
2630,1252919,1,10/25/2024,DELIVERED
2634,1252922,1,10/25/2024,DELIVERED
2639,1252925,1,10/25/2024,DELIVERED
2641,1252927,1,10/25/2024,DELIVERED
2642,1252928,1,10/25/2024,DELIVERED
2643,1252929,1,10/25/2024,DELIVERED
2646,1252932,1,10/25/2024,DELIVERED
2647,1252933,1,10/25/2024,DELIVERED
2648,1252934,1,10/25/2024,DELIVERED
2650,1252936,1,10/25/2024,DELIVERED
2658,1252939,1,10/25/2024,DELIVERED
2664,1252944,1,10/25/2024,DELIVERED
2665,1252945,1,10/25/2024,DELIVERED
2667,1252946,1,10/25/2024,DELIVERED
2668,1252947,1,10/25/2024,DELIVERED
2671,1252948,1,10/25/2024,DELIVERED
2674,1252950,1,10/25/2024,DELIVERED
2681,1252953,1,10/25/2024,DELIVERED
2682,1252954,1,10/25/2024,DELIVERED
2683,1252955,1,10/25/2024,DELIVERED
2684,1252956,1,10/25/2024,DELIVERED
2692,1252958,1,10/25/2024,DELIVERED
2694,1252960,1,10/25/2024,DELIVERED
2695,1252961,1,10/25/2024,DELIVERED
2697,1252963,1,10/25/2024,DELIVERED
2702,1252965,1,10/25/2024,DELIVERED
2703,1252966,1,10/25/2024,DELIVERED
2706,1252968,1,10/25/2024,DELIVERED
2715,1252971,1,10/25/2024,DELIVERED
2716,1252972,1,10/25/2024,DELIVERED
2719,1252974,1,10/25/2024,DELIVERED
2725,1252976,1,10/25/2024,DELIVERED
2726,1252977,1,10/25/2024,DELIVERED
2729,1252980,1,10/25/2024,DELIVERED
2733,1252983,1,10/25/2024,DELIVERED
2735,1252985,1,10/25/2024,DELIVERED
2748,1252989,1,10/25/2024,DELIVERED
2749,1252990,1,10/25/2024,DELIVERED
2751,1252991,1,10/25/2024,DELIVERED
2752,1252992,1,10/25/2024,DELIVERED
2757,1252996,1,10/25/2024,DELIVERED
2758,1252997,1,10/25/2024,DELIVERED
2760,1252998,1,10/25/2024,DELIVERED
2764,1253000,1,10/25/2024,DELIVERED
2766,1253001,1,10/25/2024,DELIVERED
2774,1253007,1,10/25/2024,DELIVERED
2777,1253008,1,10/25/2024,DELIVERED
2786,1253014,1,10/25/2024,DELIVERED
2788,1253016,1,10/25/2024,DELIVERED
2789,1253017,1,10/25/2024,DELIVERED
2791,1253019,1,10/25/2024,DELIVERED
2796,1253022,1,10/25/2024,DELIVERED
2799,1253024,1,10/25/2024,DELIVERED
2803,1253025,1,10/25/2024,DELIVERED
2804,1253026,1,10/25/2024,DELIVERED
2814,1253034,1,10/25/2024,DELIVERED
2818,1253038,1,10/25/2024,DELIVERED
2819,1253039,1,10/25/2024,DELIVERED
2821,1253041,1,10/25/2024,DELIVERED
2827,1253045,1,10/25/2024,DELIVERED
2828,1253046,1,10/25/2024,DELIVERED
2830,1253047,1,10/25/2024,DELIVERED
2834,1253050,1,10/25/2024,DELIVERED
2838,1253052,1,10/25/2024,DELIVERED
2841,1253053,1,10/25/2024,DELIVERED
2847,1253057,1,10/25/2024,DELIVERED
2849,1253058,1,10/25/2024,DELIVERED
2850,1253059,1,10/25/2024,DELIVERED
2852,1253060,1,10/25/2024,DELIVERED
2855,1253063,1,10/25/2024,DELIVERED
2856,1253064,1,10/25/2024,DELIVERED
2857,1253065,1,10/25/2024,DELIVERED
2860,1253066,1,10/25/2024,DELIVERED
2865,1253070,1,10/25/2024,DELIVERED
2866,1253071,1,10/25/2024,DELIVERED
2867,1253072,1,10/25/2024,DELIVERED
2869,1253073,1,10/25/2024,DELIVERED
2871,1253074,1,10/25/2024,DELIVERED
