Store Number,Vendor,Regular Visits,Plus up Visits,Total WK20 Visits,Regular Visits,Plus up Visits,Total Weekend Visits
1203,American Greetings,3,2,5,1,2,3
1211,American Greetings,2,3,5,0,3,3
1149,American Greetings,3,2,5,1,2,3
1213,American Greetings,3,2,5,1,2,3
1215,American Greetings,3,2,5,1,2,3
2249,American Greetings,3,2,5,1,2,3
2256,American Greetings,2,3,5,0,3,3
2309,American Greetings,2,3,5,0,3,3
2308,American Greetings,3,2,5,1,2,3
2318,American Greetings,3,2,5,1,2,3
2274,American Greetings,3,2,5,1,2,3
2159,American Greetings,3,2,5,1,2,3
2313,American Greetings,3,2,5,1,2,3
2314,American Greetings,4,2,6,1,2,3
2350,American Greetings,2,3,5,0,3,3
2321,American Greetings,3,2,5,1,2,3
2263,American Greetings,2,3,5,0,3,3
2266,American Greetings,4,2,6,1,2,3
2158,American Greetings,2,3,5,0,3,3
2262,American Greetings,3,2,5,1,2,3
2286,American Greetings,4,2,6,1,2,3
2259,American Greetings,3,2,5,1,2,3
2135,American Greetings,3,2,5,1,2,3
2230,American Greetings,3,2,5,1,2,3
2289,American Greetings,3,2,5,1,2,3
2267,American Greetings,2,3,5,0,3,3
2116,American Greetings,2,3,5,0,3,3
2386,American Greetings,3,2,5,1,2,3
2329,American Greetings,2,3,5,0,3,3
2194,American Greetings,3,2,5,1,2,3
2177,American Greetings,3,2,5,1,2,3
2429,American Greetings,3,2,5,1,2,3
2359,American Greetings,3,2,5,1,2,3
2426,American Greetings,3,2,5,1,2,3
2434,American Greetings,3,2,5,1,2,3
2438,American Greetings,3,2,5,1,2,3
2355,American Greetings,3,2,5,1,2,3
2441,American Greetings,2,3,5,0,3,3
2316,American Greetings,3,2,5,1,2,3
2371,American Greetings,3,3,6,1,3,4
2400,American Greetings,3,2,5,1,2,3
2325,American Greetings,3,2,5,1,2,3
2440,American Greetings,2,3,5,0,3,3
2471,American Greetings,2,3,5,0,3,3
2370,American Greetings,3,2,5,1,2,3
2336,American Greetings,3,2,5,1,2,3
2475,American Greetings,2,3,5,0,3,3
2491,American Greetings,2,3,5,0,3,3
2144,American Greetings,2,3,5,0,3,3
2199,American Greetings,3,2,5,1,2,3
2334,American Greetings,2,3,5,0,3,3
2300,American Greetings,3,2,5,1,2,3
2522,American Greetings,3,2,5,1,2,3
2361,American Greetings,3,2,5,1,2,3
2510,American Greetings,3,2,5,1,2,3
2211,American Greetings,2,3,5,0,3,3
2264,American Greetings,2,3,5,0,3,3
2330,American Greetings,3,2,5,1,2,3
2506,American Greetings,2,3,5,0,3,3
2447,American Greetings,2,3,5,0,3,3
2511,American Greetings,3,2,5,1,2,3
2512,American Greetings,3,2,5,1,2,3
2536,American Greetings,3,2,5,1,2,3
2530,American Greetings,3,2,5,1,2,3
2473,American Greetings,4,2,6,1,2,3
2460,American Greetings,3,2,5,1,2,3
2420,American Greetings,3,2,5,1,2,3
2412,American Greetings,3,2,5,1,2,3
2542,American Greetings,2,3,5,0,3,3
2534,American Greetings,2,3,5,0,3,3
2261,American Greetings,3,2,5,1,2,3
2423,American Greetings,4,2,6,1,2,3
2501,American Greetings,3,2,5,1,2,3
2282,American Greetings,3,2,5,1,2,3
2532,American Greetings,3,2,5,1,2,3
2529,American Greetings,2,3,5,0,3,3
2299,American Greetings,3,2,5,1,2,3
2472,American Greetings,3,2,5,1,2,3
2367,American Greetings,3,2,5,1,2,3
2484,American Greetings,2,3,5,0,3,3
2563,American Greetings,2,3,5,0,3,3
2284,American Greetings,3,2,5,1,2,3
2540,American Greetings,3,2,5,1,2,3
2481,American Greetings,3,2,5,1,2,3
2519,American Greetings,4,3,7,1,3,4
2583,American Greetings,2,3,5,0,3,3
2497,American Greetings,3,3,6,1,3,4
2610,American Greetings,2,3,5,0,3,3
2544,American Greetings,2,4,6,0,4,4
2629,American Greetings,3,2,5,1,2,3
2541,American Greetings,3,2,5,1,2,3
2026,American Greetings,3,2,5,1,2,3
2567,American Greetings,2,3,5,0,3,3
2593,American Greetings,4,2,6,1,2,3
2586,American Greetings,2,3,5,0,3,3
2617,American Greetings,2,3,5,0,3,3
2545,American Greetings,3,2,5,1,2,3
2520,American Greetings,3,2,5,1,2,3
2607,American Greetings,2,3,5,0,3,3
2572,American Greetings,2,3,5,0,3,3
2613,American Greetings,2,3,5,0,3,3
2579,American Greetings,2,3,5,0,3,3
2533,American Greetings,3,2,5,1,2,3
2341,American Greetings,2,3,5,0,3,3
2616,American Greetings,3,2,5,1,2,3
2523,American Greetings,3,2,5,1,2,3
2639,American Greetings,3,2,5,1,2,3
2634,American Greetings,2,3,5,0,3,3
2128,American Greetings,3,2,5,1,2,3
2568,American Greetings,2,3,5,0,3,3
2494,American Greetings,2,3,5,0,3,3
2480,American Greetings,3,2,5,1,2,3
2605,American Greetings,3,2,5,1,2,3
2270,American Greetings,3,2,5,1,2,3
2531,American Greetings,3,2,5,1,2,3
2598,American Greetings,2,3,5,0,3,3
2576,American Greetings,3,3,6,1,3,4
2424,American Greetings,2,3,5,0,3,3
2626,American Greetings,2,3,5,0,3,3
2591,American Greetings,3,2,5,1,2,3
2662,American Greetings,2,3,5,0,3,3
2646,American Greetings,2,3,5,0,3,3
2687,American Greetings,2,3,5,0,3,3
2557,American Greetings,3,2,5,1,2,3
2528,American Greetings,3,2,5,1,2,3
2638,American Greetings,2,3,5,0,3,3
2658,American Greetings,3,2,5,1,2,3
2741,American Greetings,1,3,4,0,2,2
2743,American Greetings,1,3,4,0,2,2
2667,American Greetings,3,2,5,1,2,3
2742,American Greetings,1,3,4,0,2,2
2744,American Greetings,1,3,4,0,2,2
2138,American Greetings,3,2,5,1,2,3
2647,American Greetings,2,3,5,0,3,3
2362,American Greetings,2,3,5,0,3,3
2577,American Greetings,3,2,5,1,2,3
2705,American Greetings,3,2,5,1,2,3
2663,American Greetings,3,2,5,1,2,3
2561,American Greetings,3,2,5,1,2,3
2620,American Greetings,3,2,5,1,2,3
2180,American Greetings,3,2,5,1,2,3
2556,American Greetings,3,2,5,1,2,3
2319,American Greetings,3,2,5,1,2,3
2684,American Greetings,2,3,5,0,3,3
2631,American Greetings,2,3,5,0,3,3
2702,American Greetings,3,2,5,1,2,3
2696,American Greetings,2,3,5,0,3,3
2654,American Greetings,2,3,5,0,3,3
2704,American Greetings,2,3,5,0,3,3
2571,American Greetings,2,3,5,0,3,3
2652,American Greetings,2,3,5,0,3,3
2621,American Greetings,3,2,5,1,2,3
2555,American Greetings,2,3,5,0,3,3
2435,American Greetings,3,3,6,1,3,4
2560,American Greetings,3,2,5,1,2,3
2160,American Greetings,2,3,5,0,3,3
2716,American Greetings,2,3,5,0,3,3
2597,American Greetings,3,2,5,1,2,3
2733,American Greetings,2,3,5,0,3,3
2714,American Greetings,2,3,5,0,3,3
2717,American Greetings,2,3,5,0,3,3
2665,American Greetings,2,3,5,0,3,3
2762,American Greetings,2,3,5,0,3,3
2755,American Greetings,2,4,6,0,4,4
2723,American Greetings,2,4,6,0,4,4
2724,American Greetings,3,2,5,1,2,3
2527,American Greetings,3,2,5,1,2,3
2797,American Greetings,3,2,5,1,2,3
2090,American Greetings,3,2,5,1,2,3
2285,American Greetings,3,2,5,1,2,3
2614,American Greetings,2,3,5,0,3,3
2806,American Greetings,3,3,6,1,3,4
2754,American Greetings,2,3,5,0,3,3
2611,American Greetings,3,2,5,1,2,3
2140,American Greetings,3,2,5,1,2,3
2745,American Greetings,1,3,4,0,2,2
2793,American Greetings,3,2,5,1,2,3
2772,American Greetings,3,2,5,1,2,3
2564,American Greetings,3,2,5,1,2,3
2833,American Greetings,2,3,5,0,3,3
2860,American Greetings,3,2,5,1,2,3
2575,American Greetings,2,3,5,0,3,3
2783,American Greetings,2,3,5,0,3,3
2788,American Greetings,3,2,5,1,2,3
2810,American Greetings,2,3,5,0,3,3
2766,American Greetings,3,2,5,1,2,3
2726,American Greetings,3,2,5,1,2,3
2725,American Greetings,3,2,5,1,2,3
2712,American Greetings,3,2,5,1,2,3
2683,American Greetings,2,3,5,0,3,3
2604,American Greetings,3,2,5,1,2,3
2603,American Greetings,3,2,5,1,2,3
2503,American Greetings,3,2,5,1,2,3
2697,American Greetings,3,2,5,1,2,3
2856,American Greetings,3,2,5,1,2,3
2526,American Greetings,3,2,5,1,2,3
2323,American Greetings,3,2,5,1,2,3
2821,American Greetings,2,3,5,0,3,3
2764,American Greetings,3,2,5,1,2,3
2479,American Greetings,2,3,5,0,3,3
2846,American Greetings,2,4,6,0,4,4
2816,American Greetings,2,3,5,0,3,3
2897,American Greetings,2,3,5,0,3,3
2865,American Greetings,3,2,5,1,2,3
2803,American Greetings,3,3,6,1,3,4
2889,American Greetings,3,2,5,1,2,3
2815,American Greetings,2,3,5,0,3,3
2694,American Greetings,2,3,5,0,3,3
2808,American Greetings,3,2,5,1,2,3
2903,American Greetings,3,2,5,1,2,3
2832,American Greetings,2,3,5,0,3,3
2713,American Greetings,3,2,5,1,2,3
2891,American Greetings,2,3,5,0,3,3
2843,American Greetings,3,2,5,1,2,3
2818,American Greetings,2,3,5,0,3,3
2548,American Greetings,2,3,5,0,3,3
2931,American Greetings,2,3,5,0,3,3
2804,American Greetings,3,2,5,1,2,3
2914,American Greetings,3,2,5,1,2,3
2904,American Greetings,2,3,5,0,3,3
2900,American Greetings,2,3,5,0,3,3
2791,American Greetings,2,3,5,0,3,3
2831,American Greetings,2,3,5,0,3,3
2794,American Greetings,2,3,5,0,3,3
2935,American Greetings,2,3,5,0,3,3
2850,American Greetings,3,2,5,1,2,3
2780,American Greetings,3,2,5,1,2,3
2809,American Greetings,3,2,5,1,2,3
2781,American Greetings,3,2,5,1,2,3
2892,American Greetings,3,2,5,1,2,3
2938,American Greetings,3,2,5,1,2,3
2928,American Greetings,3,2,5,1,2,3
2926,American Greetings,3,2,5,1,2,3
2884,American Greetings,3,2,5,1,2,3
2932,American Greetings,3,2,5,1,2,3
2872,American Greetings,3,2,5,1,2,3
2923,American Greetings,3,2,5,1,2,3
2939,American Greetings,2,3,5,0,3,3
2906,American Greetings,3,2,5,1,2,3
2828,American Greetings,2,3,5,0,3,3
2719,American Greetings,3,2,5,1,2,3
2905,American Greetings,3,2,5,1,2,3
2476,American Greetings,3,2,5,1,2,3
2921,American Greetings,3,2,5,1,2,3
2978,American Greetings,3,2,5,1,2,3
2894,American Greetings,3,2,5,1,2,3
2957,American Greetings,3,2,5,1,2,3
2857,American Greetings,3,2,5,1,2,3
2862,American Greetings,3,2,5,1,2,3
2888,American Greetings,3,2,5,1,2,3
2994,American Greetings,3,2,5,1,2,3
3226,American Greetings,3,2,5,1,2,3
3230,American Greetings,3,2,5,1,2,3
2842,American Greetings,3,2,5,1,2,3
2721,American Greetings,3,2,5,1,2,3
2595,American Greetings,2,3,5,0,3,3
2920,American Greetings,3,2,5,1,2,3
3208,American Greetings,3,2,5,1,2,3
3267,American Greetings,3,2,5,1,2,3
2551,American Greetings,3,2,5,1,2,3
3217,American Greetings,3,2,5,1,2,3
3216,American Greetings,3,2,5,1,2,3
2958,American Greetings,3,2,5,1,2,3
3251,American Greetings,2,3,5,0,3,3
3268,American Greetings,3,2,5,1,2,3
2844,American Greetings,3,2,5,1,2,3
2959,American Greetings,2,3,5,0,3,3
2965,American Greetings,2,3,5,0,3,3
3475,American Greetings,2,3,5,0,3,3
2992,American Greetings,3,2,5,1,2,3
3292,American Greetings,2,3,5,0,3,3
2854,American Greetings,3,2,5,1,2,3
3259,American Greetings,3,2,5,1,2,3
3277,American Greetings,3,2,5,1,2,3
2825,American Greetings,3,2,5,1,2,3
3297,American Greetings,3,2,5,1,2,3
2991,American Greetings,3,2,5,1,2,3
3210,American Greetings,3,2,5,1,2,3
3290,American Greetings,3,2,5,1,2,3
2419,American Greetings,3,2,5,1,2,3
3469,American Greetings,2,3,5,0,3,3
3261,American Greetings,3,2,5,1,2,3
3262,American Greetings,3,2,5,1,2,3
3282,American Greetings,2,3,5,0,3,3
2985,American Greetings,3,2,5,1,2,3
3472,American Greetings,3,2,5,1,2,3
2636,American Greetings,3,2,5,1,2,3
2693,American Greetings,3,3,6,1,3,4
2747,American Greetings,2,3,5,0,3,3
2941,American Greetings,2,3,5,0,3,3
3291,American Greetings,3,2,5,1,2,3
3218,American Greetings,2,3,5,0,3,3
2950,American Greetings,2,3,5,0,3,3
2951,American Greetings,3,2,5,1,2,3
3239,American Greetings,3,2,5,1,2,3
2916,American Greetings,2,3,5,0,3,3
3570,American Greetings,3,2,5,1,2,3
3245,American Greetings,2,3,5,0,3,3
3502,American Greetings,2,3,5,0,3,3
3473,American Greetings,2,3,5,0,3,3
3288,American Greetings,3,2,5,1,2,3
2549,American Greetings,4,2,6,1,2,3
3495,American Greetings,3,2,5,1,2,3
2836,American Greetings,3,2,5,1,2,3
2756,American Greetings,3,2,5,1,2,3
2909,American Greetings,3,2,5,1,2,3
3258,American Greetings,2,3,5,0,3,3
3464,American Greetings,3,2,5,1,2,3
3505,American Greetings,2,3,5,0,3,3
3564,American Greetings,3,2,5,1,2,3
2691,American Greetings,2,3,5,0,3,3
2902,American Greetings,2,3,5,0,3,3
2664,American Greetings,3,2,5,1,2,3
3518,American Greetings,3,2,5,1,2,3
3528,American Greetings,2,3,5,0,3,3
3265,American Greetings,3,2,5,1,2,3
3545,American Greetings,3,2,5,1,2,3
3489,American Greetings,2,3,5,0,3,3
3223,American Greetings,3,2,5,1,2,3
3497,American Greetings,2,3,5,0,3,3
2911,American Greetings,2,3,5,0,3,3
2861,American Greetings,3,2,5,1,2,3
3486,American Greetings,2,3,5,0,3,3
3463,American Greetings,3,2,5,1,2,3
3206,American Greetings,3,2,5,1,2,3
2193,American Greetings,3,2,5,1,2,3
3533,American Greetings,3,2,5,1,2,3
3280,American Greetings,2,3,5,0,3,3
1677,American Greetings,3,2,5,1,2,3
3538,American Greetings,3,2,5,1,2,3
3483,American Greetings,2,3,5,0,3,3
3243,American Greetings,3,2,5,1,2,3
3279,American Greetings,2,3,5,0,3,3
3285,American Greetings,3,2,5,1,2,3
3459,American Greetings,2,3,5,0,3,3
2948,American Greetings,2,3,5,0,3,3
2886,American Greetings,2,3,5,0,3,3
3461,American Greetings,3,2,5,1,2,3
3476,American Greetings,2,3,5,0,3,3
3531,American Greetings,3,2,5,1,2,3
5043,American Greetings,1,3,4,0,2,2
3515,American Greetings,3,2,5,1,2,3
5041,American Greetings,4,2,6,1,2,3
3487,American Greetings,2,3,5,0,3,3
3477,American Greetings,2,3,5,0,3,3
3543,American Greetings,3,2,5,1,2,3
3247,American Greetings,3,2,5,1,2,3
2871,American Greetings,2,3,5,0,3,3
3219,American Greetings,3,2,5,1,2,3
3241,American Greetings,3,2,5,1,2,3
5033,American Greetings,2,3,5,0,3,3
3596,American Greetings,2,3,5,0,3,3
3580,American Greetings,3,2,5,1,2,3
2917,American Greetings,3,2,5,1,2,3
2915,American Greetings,3,2,5,1,2,3
2418,American Greetings,2,3,5,0,3,3
3250,American Greetings,2,3,5,0,3,3
5098,American Greetings,1,3,4,0,2,2
3574,American Greetings,1,3,4,0,2,2
5100,American Greetings,1,3,4,0,2,2
5021,American Greetings,1,3,4,0,2,2
5109,American Greetings,1,3,4,0,2,2
5093,American Greetings,1,3,4,0,2,2
3716,American Greetings,2,3,5,0,3,3
5071,American Greetings,3,2,5,1,2,3
5031,American Greetings,3,2,5,1,2,3
3278,American Greetings,3,2,5,1,2,3
3534,American Greetings,2,3,5,0,3,3
5029,American Greetings,2,3,5,0,3,3
2910,American Greetings,3,2,5,1,2,3
3221,American Greetings,2,3,5,0,3,3
3465,American Greetings,3,2,5,1,2,3
5039,American Greetings,3,2,5,1,2,3
3571,American Greetings,2,3,5,0,3,3
5032,American Greetings,3,2,5,1,2,3
5122,American Greetings,1,3,4,0,2,2
5101,American Greetings,2,3,5,0,3,3
5076,American Greetings,3,2,5,1,2,3
2866,American Greetings,2,3,5,0,3,3
5046,American Greetings,3,2,5,1,2,3
2720,American Greetings,4,3,7,1,3,4
5110,American Greetings,1,3,4,0,2,2
3573,American Greetings,3,2,5,1,2,3
3276,American Greetings,3,2,5,1,2,3
5090,American Greetings,3,2,5,1,2,3
5147,American Greetings,3,2,5,1,2,3
5132,American Greetings,1,3,4,0,2,2
5023,American Greetings,3,2,5,1,2,3
3581,American Greetings,2,3,5,0,3,3
3587,American Greetings,3,2,5,1,2,3
5048,American Greetings,2,3,5,0,3,3
5126,American Greetings,2,3,5,0,3,3
5166,American Greetings,2,3,5,0,3,3
5104,American Greetings,2,3,5,0,3,3
5155,American Greetings,3,2,5,1,2,3
5200,American Greetings,2,3,5,0,3,3
5066,American Greetings,3,2,5,1,2,3
3228,American Greetings,3,2,5,1,2,3
3481,American Greetings,2,3,5,0,3,3
3541,American Greetings,3,2,5,1,2,3
2708,American Greetings,3,2,5,1,2,3
3569,American Greetings,3,2,5,1,2,3
5030,American Greetings,2,3,5,0,3,3
5060,American Greetings,2,3,5,0,3,3
5035,American Greetings,3,2,5,1,2,3
5115,American Greetings,2,3,5,0,3,3
5118,American Greetings,3,2,5,1,2,3
5145,American Greetings,2,3,5,0,3,3
5183,American Greetings,1,3,4,0,2,2
5227,American Greetings,3,2,5,1,2,3
3331,American Greetings,3,2,5,1,2,3
5065,American Greetings,2,3,5,0,3,3
3527,American Greetings,3,2,5,1,2,3
3207,American Greetings,2,3,5,0,3,3
3494,American Greetings,2,3,5,0,3,3
5263,American Greetings,2,3,5,0,3,3
5173,American Greetings,3,2,5,1,2,3
5175,American Greetings,2,3,5,0,3,3
5203,American Greetings,2,3,5,0,3,3
5216,American Greetings,3,2,5,1,2,3
5028,American Greetings,2,3,5,0,3,3
5082,American Greetings,3,2,5,1,2,3
5146,American Greetings,2,3,5,0,3,3
5159,American Greetings,3,2,5,1,2,3
5087,American Greetings,3,2,5,1,2,3
5152,American Greetings,2,3,5,0,3,3
5228,American Greetings,2,3,5,0,3,3
5328,American Greetings,1,3,4,0,2,2
5332,American Greetings,1,3,4,0,2,2
2502,American Greetings,3,2,5,1,2,3
2767,American Greetings,3,2,5,1,2,3
3488,American Greetings,3,2,5,1,2,3
5049,American Greetings,3,2,5,1,2,3
5165,American Greetings,3,2,5,1,2,3
5167,American Greetings,3,2,5,1,2,3
5234,American Greetings,3,2,5,1,2,3
5184,American Greetings,3,2,5,1,2,3
5262,American Greetings,2,3,5,0,3,3
5252,American Greetings,3,3,6,1,3,4
2890,American Greetings,3,2,5,1,2,3
5172,American Greetings,2,3,5,0,3,3
5372,American Greetings,1,3,4,0,2,2
5075,American Greetings,2,3,5,0,3,3
5288,American Greetings,3,2,5,1,2,3
5151,American Greetings,3,2,5,1,2,3
2722,American Greetings,3,2,5,1,2,3
2980,American Greetings,3,2,5,1,2,3
5298,American Greetings,2,3,5,0,3,3
5251,American Greetings,2,3,5,0,3,3
5185,American Greetings,2,3,5,0,3,3
3522,American Greetings,3,2,5,1,2,3
5338,American Greetings,3,2,5,1,2,3
5254,American Greetings,3,2,5,1,2,3
5438,American Greetings,2,3,5,0,3,3
5439,American Greetings,2,3,5,0,3,3
5389,American Greetings,3,2,5,1,2,3
5325,American Greetings,2,3,5,0,3,3
5077,American Greetings,3,2,5,1,2,3
5189,American Greetings,2,3,5,0,3,3
5297,American Greetings,1,3,4,0,2,2
5270,American Greetings,3,2,5,1,2,3
5292,American Greetings,2,3,5,0,3,3
5276,American Greetings,2,3,5,0,3,3
5381,American Greetings,4,2,6,1,2,3
3478,American Greetings,4,2,6,1,2,3
3589,American Greetings,2,3,5,0,3,3
5296,American Greetings,2,3,5,0,3,3
5063,American Greetings,2,3,5,0,3,3
2956,American Greetings,3,3,6,1,3,4
5458,American Greetings,2,3,5,0,3,3
2967,American Greetings,3,2,5,1,2,3
5273,American Greetings,3,2,5,1,2,3
3693,American Greetings,3,2,5,1,2,3
5466,American Greetings,3,2,5,1,2,3
2966,American Greetings,3,3,6,1,3,4
5236,American Greetings,2,3,5,0,3,3
5433,American Greetings,2,3,5,0,3,3
5299,American Greetings,3,2,5,1,2,3
5281,American Greetings,2,3,5,0,3,3
5285,American Greetings,2,3,5,0,3,3
5040,American Greetings,3,2,5,1,2,3
5326,American Greetings,3,2,5,1,2,3
3520,American Greetings,3,2,5,1,2,3
5137,American Greetings,3,2,5,1,2,3
5199,American Greetings,3,2,5,1,2,3
5157,American Greetings,3,2,5,1,2,3
5275,American Greetings,3,2,5,1,2,3
5190,American Greetings,4,2,6,1,2,3
5492,American Greetings,2,3,5,0,3,3
5240,American Greetings,2,3,5,0,3,3
5330,American Greetings,2,3,5,0,3,3
5494,American Greetings,3,2,5,1,2,3
3420,American Greetings,3,2,5,1,2,3
5196,American Greetings,1,3,4,0,2,2
5340,American Greetings,2,3,5,0,3,3
5269,American Greetings,1,3,4,0,2,2
5259,American Greetings,1,3,4,0,2,2
5373,American Greetings,3,2,5,1,2,3
5392,American Greetings,2,3,5,0,3,3
5460,American Greetings,2,3,5,0,3,3
5197,American Greetings,3,2,5,1,2,3
5418,American Greetings,3,2,5,1,2,3
5419,American Greetings,3,2,5,1,2,3
5073,American Greetings,2,3,5,0,3,3
5261,American Greetings,3,2,5,1,2,3
5303,American Greetings,3,2,5,1,2,3
5280,American Greetings,2,3,5,0,3,3
5365,American Greetings,1,3,4,0,2,2
5481,American Greetings,2,3,5,0,3,3
5162,American Greetings,2,3,5,0,3,3
5044,American Greetings,3,2,5,1,2,3
3384,American Greetings,2,3,5,0,3,3
3392,American Greetings,1,3,4,0,2,2
5343,American Greetings,3,3,6,1,3,4
5374,American Greetings,3,2,5,1,2,3
5409,American Greetings,3,2,5,1,2,3
3391,American Greetings,3,2,5,1,2,3
5247,American Greetings,3,2,5,1,2,3
5480,American Greetings,3,2,5,1,2,3
3300,American Greetings,2,3,5,0,3,3
3320,American Greetings,3,2,5,1,2,3
3388,American Greetings,2,3,5,0,3,3
3357,American Greetings,1,3,4,0,2,2
5399,American Greetings,2,3,5,0,3,3
5387,American Greetings,3,2,5,1,2,3
3367,American Greetings,2,3,5,0,3,3
5260,American Greetings,3,2,5,1,2,3
5317,American Greetings,3,2,5,1,2,3
5420,American Greetings,2,3,5,0,3,3
5442,American Greetings,2,3,5,0,3,3
5178,American Greetings,2,3,5,0,3,3
3314,American Greetings,1,3,4,0,2,2
5072,American Greetings,2,3,5,0,3,3
5329,American Greetings,3,2,5,1,2,3
3615,American Greetings,1,3,4,0,2,2
5379,American Greetings,2,3,5,0,3,3
3624,American Greetings,2,3,5,0,3,3
5417,American Greetings,2,3,5,0,3,3
3354,American Greetings,1,3,4,0,2,2
5360,American Greetings,3,2,5,1,2,3
5482,American Greetings,2,3,5,0,3,3
3632,American Greetings,2,3,5,0,3,3
2671,American Greetings,3,2,5,1,2,3
3431,American Greetings,3,2,5,1,2,3
5107,American Greetings,1,3,4,0,2,2
5141,American Greetings,3,2,5,1,2,3
3419,American Greetings,1,3,4,0,2,2
5423,American Greetings,1,3,4,0,2,2
5352,American Greetings,2,3,5,0,3,3
3344,American Greetings,4,3,7,1,3,4
3336,American Greetings,2,3,5,0,3,3
3362,American Greetings,2,3,5,0,3,3
3383,American Greetings,2,3,5,0,3,3
5390,American Greetings,2,3,5,0,3,3
3645,American Greetings,2,3,5,0,3,3
3764,American Greetings,3,2,5,1,2,3
5432,American Greetings,3,2,5,1,2,3
5264,American Greetings,2,3,5,0,3,3
5239,American Greetings,3,2,5,1,2,3
3371,American Greetings,2,3,5,0,3,3
5320,American Greetings,2,3,5,0,3,3
3703,American Greetings,1,3,4,0,2,2
5416,American Greetings,2,3,5,0,3,3
5047,American Greetings,2,3,5,0,3,3
5305,American Greetings,2,3,5,0,3,3
3386,American Greetings,2,3,5,0,3,3
3347,American Greetings,3,2,5,1,2,3
3389,American Greetings,2,3,5,0,3,3
3236,American Greetings,3,3,6,1,3,4
3630,American Greetings,2,3,5,0,3,3
5359,American Greetings,3,2,5,1,2,3
5498,American Greetings,2,3,5,0,3,3
5346,American Greetings,2,3,5,0,3,3
5487,American Greetings,2,3,5,0,3,3
5272,American Greetings,3,2,5,1,2,3
2695,American Greetings,3,2,5,1,2,3
3305,American Greetings,2,3,5,0,3,3
3342,American Greetings,2,3,5,0,3,3
3403,American Greetings,3,3,6,1,3,4
3765,American Greetings,2,3,5,0,3,3
3608,American Greetings,3,2,5,1,2,3
3523,American Greetings,3,2,5,1,2,3
5471,American Greetings,3,2,5,1,2,3
3660,American Greetings,2,3,5,0,3,3
2852,American Greetings,2,3,5,0,3,3
3380,American Greetings,3,2,5,1,2,3
5313,American Greetings,3,2,5,1,2,3
5462,American Greetings,3,2,5,1,2,3
3406,American Greetings,2,3,5,0,3,3
5274,American Greetings,4,2,6,1,2,3
3617,American Greetings,1,3,4,0,2,2
5436,American Greetings,2,3,5,0,3,3
2449,American Greetings,3,2,5,1,2,3
3709,American Greetings,2,3,5,0,3,3
3750,American Greetings,3,2,5,1,2,3
3770,American Greetings,2,3,5,0,3,3
3612,American Greetings,2,3,5,0,3,3
3648,American Greetings,3,2,5,1,2,3
3817,American Greetings,1,3,4,0,2,2
3702,American Greetings,3,3,6,1,3,4
3809,American Greetings,2,3,5,0,3,3
3601,American Greetings,2,3,5,0,3,3
3641,American Greetings,2,3,5,0,3,3
3700,American Greetings,3,3,6,1,3,4
3370,American Greetings,2,3,5,0,3,3
3387,American Greetings,3,2,5,1,2,3
3783,American Greetings,2,3,5,0,3,3
3309,American Greetings,2,3,5,0,3,3
5447,American Greetings,2,3,5,0,3,3
3293,American Greetings,3,2,5,1,2,3
3307,American Greetings,2,3,5,0,3,3
3852,American Greetings,2,3,5,0,3,3
3840,American Greetings,3,2,5,1,2,3
5348,American Greetings,2,3,5,0,3,3
3874,American Greetings,3,2,5,1,2,3
5085,American Greetings,3,3,6,1,3,4
3768,American Greetings,2,3,5,0,3,3
3891,American Greetings,2,3,5,0,3,3
3397,American Greetings,2,3,5,0,3,3
3658,American Greetings,2,3,5,0,3,3
4235,American Greetings,3,2,5,1,2,3
3349,American Greetings,3,2,5,1,2,3
3348,American Greetings,2,3,5,0,3,3
3772,American Greetings,2,3,5,0,3,3
3311,American Greetings,2,3,5,0,3,3
4211,American Greetings,1,3,4,0,2,2
3623,American Greetings,3,2,5,1,2,3
3625,American Greetings,1,3,4,0,2,2
5426,American Greetings,2,3,5,0,3,3
5309,American Greetings,2,3,5,0,3,3
3786,American Greetings,3,2,5,1,2,3
3402,American Greetings,3,3,6,1,3,4
3851,American Greetings,3,2,5,1,2,3
3739,American Greetings,3,2,5,1,2,3
3862,American Greetings,1,3,4,0,2,2
3810,American Greetings,2,3,5,0,3,3
4264,American Greetings,1,3,4,0,2,2
4231,American Greetings,3,2,5,1,2,3
3227,American Greetings,3,2,5,1,2,3
5154,American Greetings,3,2,5,1,2,3
3722,American Greetings,3,3,6,1,3,4
3807,American Greetings,1,3,4,0,2,2
4488,American Greetings,2,3,5,0,3,3
3443,American Greetings,3,2,5,1,2,3
5088,American Greetings,2,3,5,0,3,3
3886,American Greetings,3,2,5,1,2,3
3351,American Greetings,3,2,5,1,2,3
4284,American Greetings,2,3,5,0,3,3
5202,American Greetings,2,3,5,0,3,3
3869,American Greetings,2,3,5,0,3,3
4226,American Greetings,2,4,6,0,4,4
3831,American Greetings,2,3,5,0,3,3
2351,American Greetings,3,3,6,1,3,4
3436,American Greetings,2,3,5,0,3,3
3447,American Greetings,2,3,5,0,3,3
3867,American Greetings,3,2,5,1,2,3
3434,American Greetings,2,3,5,0,3,3
3812,American Greetings,2,3,5,0,3,3
4224,American Greetings,3,2,5,1,2,3
3301,American Greetings,2,3,5,0,3,3
3626,American Greetings,2,3,5,0,3,3
3835,American Greetings,4,2,6,1,2,3
4299,American Greetings,4,2,6,1,2,3
