Store Number,Vendor,Regular Visits,Plus up Visits,Total WK20 Visits,Regular Visits,Plus up Visits,Total Weekend Visits
3621,American Greetings,2,3,5,0,3,3
5488,American Greetings,3,2,5,1,2,3
4246,American Greetings,2,3,5,0,3,3
3833,American Greetings,3,2,5,1,2,3
4262,American Greetings,3,2,5,1,2,3
4249,American Greetings,3,2,5,1,2,3
5499,American Greetings,2,3,5,0,3,3
4413,American Greetings,1,3,4,0,2,2
4273,American Greetings,3,2,5,1,2,3
5235,American Greetings,3,2,5,1,2,3
3728,American Greetings,2,3,5,0,3,3
3803,American Greetings,2,3,5,0,3,3
5479,American Greetings,3,2,5,1,2,3
3409,American Greetings,3,2,5,1,2,3
3837,American Greetings,3,2,5,1,2,3
3455,American Greetings,2,3,5,0,3,3
4325,American Greetings,3,2,5,1,2,3
3777,American Greetings,3,2,5,1,2,3
3784,American Greetings,3,2,5,1,2,3
3760,American Greetings,2,3,5,0,3,3
4255,American Greetings,3,2,5,1,2,3
3828,American Greetings,2,3,5,0,3,3
4407,American Greetings,2,3,5,0,3,3
5425,American Greetings,3,2,5,1,2,3
3337,American Greetings,3,2,5,1,2,3
3652,American Greetings,2,3,5,0,3,3
4330,American Greetings,2,3,5,0,3,3
5345,American Greetings,3,2,5,1,2,3
4298,American Greetings,3,2,5,1,2,3
3846,American Greetings,1,3,4,0,2,2
5453,American Greetings,1,3,4,0,2,2
4335,American Greetings,3,2,5,1,2,3
4333,American Greetings,3,2,5,1,2,3
4450,American Greetings,2,3,5,0,3,3
3705,American Greetings,2,3,5,0,3,3
4409,American Greetings,2,3,5,0,3,3
5294,American Greetings,2,3,5,0,3,3
4580,American Greetings,1,3,4,0,2,2
3791,American Greetings,2,3,5,0,3,3
3806,American Greetings,2,3,5,0,3,3
3875,American Greetings,2,3,5,0,3,3
4374,American Greetings,2,3,5,0,3,3
3407,American Greetings,3,2,5,1,2,3
3758,American Greetings,2,3,5,0,3,3
4461,American Greetings,2,3,5,0,3,3
4521,American Greetings,3,2,5,1,2,3
4372,American Greetings,2,3,5,0,3,3
4659,American Greetings,1,3,4,0,2,2
4286,American Greetings,3,2,5,1,2,3
4384,American Greetings,3,2,5,1,2,3
3790,American Greetings,3,2,5,1,2,3
4412,American Greetings,2,3,5,0,3,3
4285,American Greetings,2,3,5,0,3,3
4377,American Greetings,2,3,5,0,3,3
4394,American Greetings,3,2,5,1,2,3
4240,American Greetings,3,2,5,1,2,3
4232,American Greetings,2,3,5,0,3,3
4524,American Greetings,1,3,4,0,2,2
4283,American Greetings,2,3,5,0,3,3
3643,American Greetings,2,3,5,0,3,3
3792,American Greetings,2,3,5,0,3,3
3896,American Greetings,4,2,6,1,2,3
4277,American Greetings,3,2,5,1,2,3
4323,American Greetings,2,3,5,0,3,3
4405,American Greetings,2,3,5,0,3,3
4479,American Greetings,2,3,5,0,3,3
4499,American Greetings,2,3,5,0,3,3
4511,American Greetings,2,3,5,0,3,3
4569,American Greetings,2,3,5,0,3,3
5463,American Greetings,3,2,5,1,2,3
5266,American Greetings,3,2,5,1,2,3
4370,American Greetings,2,3,5,0,3,3
4603,American Greetings,1,3,4,0,2,2
4460,American Greetings,2,3,5,0,3,3
3332,American Greetings,3,2,5,1,2,3
3738,American Greetings,3,2,5,1,2,3
3782,American Greetings,3,2,5,1,2,3
4348,American Greetings,3,2,5,1,2,3
4356,American Greetings,3,2,5,1,2,3
4274,American Greetings,3,2,5,1,2,3
4337,American Greetings,3,2,5,1,2,3
4218,American Greetings,1,3,4,0,2,2
3284,American Greetings,3,2,5,1,2,3
4230,American Greetings,3,2,5,1,2,3
4451,American Greetings,3,2,5,1,2,3
4538,American Greetings,3,2,5,1,2,3
4609,American Greetings,2,3,5,0,3,3
3620,American Greetings,3,2,5,1,2,3
4475,American Greetings,3,2,5,1,2,3
3499,American Greetings,3,2,5,1,2,3
4381,American Greetings,3,2,5,1,2,3
3602,American Greetings,3,2,5,1,2,3
4473,American Greetings,1,3,4,0,2,2
5802,American Greetings,3,2,5,1,2,3
3329,American Greetings,2,3,5,0,3,3
3379,American Greetings,3,2,5,1,2,3
4583,American Greetings,2,3,5,0,3,3
4477,American Greetings,3,2,5,1,2,3
4687,American Greetings,3,2,5,1,2,3
5335,American Greetings,3,2,5,1,2,3
3802,American Greetings,3,2,5,1,2,3
5758,American Greetings,1,3,4,0,2,2
5759,American Greetings,1,3,4,0,2,2
4427,American Greetings,2,3,5,0,3,3
4446,American Greetings,2,3,5,0,3,3
4438,American Greetings,3,2,5,1,2,3
4641,American Greetings,4,2,6,1,2,3
4250,American Greetings,2,3,5,0,3,3
4334,American Greetings,3,2,5,1,2,3
4664,American Greetings,2,3,5,0,3,3
5477,American Greetings,2,3,5,0,3,3
5747,American Greetings,3,2,5,1,2,3
4574,American Greetings,3,3,6,0,3,3
3860,American Greetings,2,3,5,0,3,3
5728,American Greetings,3,2,5,1,2,3
4440,American Greetings,3,2,5,1,2,3
5414,American Greetings,3,2,5,1,2,3
4352,American Greetings,3,2,5,1,2,3
4682,American Greetings,3,2,5,1,2,3
4660,American Greetings,3,2,5,1,2,3
5832,American Greetings,1,3,4,0,2,2
5787,American Greetings,2,3,5,0,3,3
5844,American Greetings,2,3,5,0,3,3
4428,American Greetings,2,3,5,0,3,3
4237,American Greetings,3,2,5,1,2,3
5786,American Greetings,2,3,5,0,3,3
5752,American Greetings,2,3,5,0,3,3
4638,American Greetings,3,2,5,1,2,3
2302,American Greetings,3,2,5,1,2,3
5745,American Greetings,3,3,6,1,3,4
4600,American Greetings,3,2,5,1,2,3
3511,American Greetings,3,2,5,1,2,3
5705,American Greetings,3,2,5,1,2,3
3757,American Greetings,2,3,5,0,3,3
3763,American Greetings,3,2,5,1,2,3
4456,American Greetings,2,3,5,0,3,3
4252,American Greetings,2,3,5,0,3,3
4509,American Greetings,3,2,5,1,2,3
4529,American Greetings,3,2,5,1,2,3
4627,American Greetings,3,2,5,1,2,3
4677,American Greetings,2,3,5,0,3,3
4681,American Greetings,2,3,5,0,3,3
5761,American Greetings,2,3,5,0,3,3
5753,American Greetings,2,3,5,0,3,3
5751,American Greetings,2,3,5,0,3,3
4526,American Greetings,3,2,5,1,2,3
5845,American Greetings,4,2,6,1,2,3
3844,American Greetings,1,3,4,0,2,2
2918,American Greetings,2,3,5,0,3,3
4484,American Greetings,2,3,5,0,3,3
4695,American Greetings,2,3,5,0,3,3
4556,American Greetings,2,3,5,0,3,3
4612,American Greetings,2,3,5,0,3,3
3780,American Greetings,3,2,5,1,2,3
5737,American Greetings,1,3,4,0,2,2
5653,American Greetings,1,3,4,0,2,2
3789,American Greetings,3,2,5,1,2,3
5797,American Greetings,1,3,4,0,2,2
5872,American Greetings,3,2,5,1,2,3
3644,American Greetings,2,3,5,0,3,3
4690,American Greetings,2,3,5,0,3,3
3850,American Greetings,2,3,5,0,3,3
5826,American Greetings,1,3,4,0,2,2
4696,American Greetings,3,2,5,1,2,3
5842,American Greetings,2,3,5,0,3,3
5863,American Greetings,1,3,4,0,2,2
5835,American Greetings,3,2,5,1,2,3
5898,American Greetings,4,2,6,1,2,3
4631,American Greetings,2,3,5,0,3,3
5881,American Greetings,2,3,5,0,3,3
5880,American Greetings,2,3,5,0,3,3
5867,American Greetings,2,3,5,0,3,3
5846,American Greetings,1,3,4,0,2,2
5911,American Greetings,2,3,5,0,3,3
5991,American Greetings,1,3,4,0,2,2
5990,American Greetings,1,3,4,0,2,2
5241,American Greetings,3,2,5,1,2,3
5616,American Greetings,2,3,5,0,3,3
5932,American Greetings,2,3,5,0,3,3
5882,American Greetings,2,3,5,0,3,3
3883,American Greetings,4,2,6,1,2,3
5969,American Greetings,2,3,5,0,3,3
5894,American Greetings,2,3,5,0,3,3
5623,American Greetings,1,3,4,0,2,2
4558,American Greetings,2,3,5,0,3,3
5429,American Greetings,4,3,7,1,3,4
5727,American Greetings,3,2,5,1,2,3
5960,American Greetings,1,3,4,0,2,2
5624,American Greetings,1,3,4,0,2,2
5657,American Greetings,1,3,4,0,2,2
5994,American Greetings,1,3,4,0,2,2
5993,American Greetings,1,3,4,0,2,2
5962,American Greetings,1,3,4,0,2,2
5693,American Greetings,1,3,4,0,2,2
3433,American Greetings,3,3,6,1,3,4
5692,American Greetings,2,3,5,0,3,3
5713,American Greetings,2,3,5,0,3,3
5947,American Greetings,2,3,5,0,3,3
3128,American Greetings,1,3,4,0,2,2
3126,American Greetings,1,3,4,0,2,2
3098,American Greetings,1,3,4,0,2,2
3774,American Greetings,3,2,5,1,2,3
5886,American Greetings,2,3,5,0,3,3
5629,American Greetings,2,3,5,0,3,3
3074,American Greetings,1,3,4,0,2,2
3127,American Greetings,1,3,4,0,2,2
5627,American Greetings,1,3,4,0,2,2
5600,American Greetings,1,3,4,0,2,2
3352,American Greetings,2,3,5,0,3,3
5601,American Greetings,1,3,4,0,2,2
3019,American Greetings,1,3,4,0,2,2
3083,American Greetings,1,3,4,0,2,2
3415,American Greetings,2,3,5,0,3,3
4457,American Greetings,1,3,4,0,2,2
4597,American Greetings,3,2,5,1,2,3
5795,American Greetings,3,2,5,1,2,3
5282,American Greetings,2,3,5,0,3,3
5893,American Greetings,2,3,5,0,3,3
3072,American Greetings,1,3,4,0,2,2
5605,American Greetings,1,3,4,0,2,2
3077,American Greetings,3,2,5,1,2,3
3872,American Greetings,3,2,5,1,2,3
4340,American Greetings,3,2,5,1,2,3
5449,American Greetings,3,3,6,1,3,4
3022,American Greetings,1,3,4,0,2,2
3066,American Greetings,1,3,4,0,2,2
5675,American Greetings,1,3,4,0,2,2
5979,American Greetings,1,3,4,0,2,2
5610,American Greetings,1,3,4,0,2,2
3046,American Greetings,1,3,4,0,2,2
5982,American Greetings,1,3,4,0,2,2
5640,American Greetings,1,3,4,0,2,2
4157,American Greetings,2,3,5,0,3,3
3111,American Greetings,1,3,4,0,2,2
5883,American Greetings,2,3,5,0,3,3
3804,American Greetings,2,3,5,0,3,3
5684,American Greetings,1,3,4,0,2,2
3062,American Greetings,1,3,4,0,2,2
5691,American Greetings,1,3,4,0,2,2
5658,American Greetings,1,3,4,0,2,2
5615,American Greetings,1,3,4,0,2,2
5678,American Greetings,1,3,4,0,2,2
5992,American Greetings,2,3,5,0,3,3
5959,American Greetings,2,3,5,0,3,3
5847,American Greetings,2,3,5,0,3,3
5641,American Greetings,2,3,5,0,3,3
5977,American Greetings,2,3,5,0,3,3
5706,American Greetings,2,3,5,0,3,3
5626,American Greetings,2,3,5,0,3,3
5938,American Greetings,2,3,5,0,3,3
5703,American Greetings,3,3,6,1,3,4
4208,American Greetings,2,3,5,0,3,3
3198,American Greetings,1,3,4,0,2,2
3843,American Greetings,2,3,5,0,3,3
3088,American Greetings,2,3,5,0,3,3
3199,American Greetings,1,3,4,0,2,2
2346,American Greetings,3,2,5,1,2,3
5683,American Greetings,1,3,4,0,2,2
5981,American Greetings,1,3,4,0,2,2
5614,American Greetings,2,3,5,0,3,3
5643,American Greetings,1,3,4,0,2,2
5603,American Greetings,1,3,4,0,2,2
3178,American Greetings,1,3,4,0,2,2
3103,American Greetings,2,3,5,0,3,3
3082,American Greetings,1,3,4,0,2,2
5613,American Greetings,1,3,4,0,2,2
3011,American Greetings,1,3,4,0,2,2
3087,American Greetings,2,3,5,0,3,3
3075,American Greetings,2,3,5,0,3,3
3157,American Greetings,1,3,4,0,2,2
5644,American Greetings,2,3,5,0,3,3
5668,American Greetings,2,3,5,0,3,3
5843,American Greetings,2,3,5,0,3,3
5864,American Greetings,2,3,5,0,3,3
5889,American Greetings,2,3,5,0,3,3
5957,American Greetings,2,3,5,0,3,3
5772,American Greetings,3,2,5,1,2,3
3042,American Greetings,1,3,4,0,2,2
3023,American Greetings,1,3,4,0,2,2
4501,American Greetings,2,3,5,0,3,3
4623,American Greetings,2,3,5,0,3,3
3102,American Greetings,2,3,5,0,3,3
3044,American Greetings,2,3,5,0,3,3
4145,American Greetings,1,3,4,0,2,2
2431,American Greetings,1,3,4,0,2,2
5337,American Greetings,3,2,5,1,2,3
5763,American Greetings,2,4,6,0,4,4
2499,American Greetings,2,3,5,0,3,3
5635,American Greetings,1,3,4,0,2,2
4138,American Greetings,1,3,4,0,2,2
3119,American Greetings,2,3,5,0,3,3
3192,American Greetings,2,3,5,0,3,3
3146,American Greetings,1,3,4,0,2,2
3191,American Greetings,2,3,5,0,3,3
5669,American Greetings,2,3,5,0,3,3
3057,American Greetings,2,3,5,0,3,3
2488,American Greetings,1,3,4,0,2,2
3143,American Greetings,1,3,4,0,2,2
3112,American Greetings,2,3,5,0,3,3
5634,American Greetings,1,3,4,0,2,2
4134,American Greetings,1,3,4,0,2,2
3099,American Greetings,1,3,4,0,2,2
3104,American Greetings,1,3,4,0,2,2
4601,American Greetings,3,2,5,1,2,3
3188,American Greetings,2,3,5,0,3,3
4188,American Greetings,1,3,4,0,2,2
3182,American Greetings,2,3,5,0,3,3
3153,American Greetings,2,3,5,0,3,3
5871,American Greetings,1,3,4,0,2,2
5820,American Greetings,1,3,4,0,2,2
5818,American Greetings,1,3,4,0,2,2
5659,American Greetings,1,3,4,0,2,2
3071,American Greetings,1,3,4,0,2,2
3162,American Greetings,1,3,4,0,2,2
4147,American Greetings,1,3,4,0,2,2
2432,American Greetings,2,3,5,0,3,3
2414,American Greetings,1,3,4,0,2,2
3013,American Greetings,1,3,4,0,2,2
5604,American Greetings,1,3,4,0,2,2
4160,American Greetings,1,3,4,0,2,2
5879,American Greetings,2,3,5,0,3,3
5611,American Greetings,1,3,4,0,2,2
5617,American Greetings,2,3,5,0,3,3
5608,American Greetings,1,3,4,0,2,2
4137,American Greetings,2,3,5,0,3,3
3168,American Greetings,1,3,4,0,2,2
4168,American Greetings,2,3,5,0,3,3
5819,American Greetings,1,3,4,0,2,2
3176,American Greetings,1,3,4,0,2,2
3070,American Greetings,1,3,4,0,2,2
5701,American Greetings,2,3,5,0,3,3
3184,American Greetings,1,3,4,0,2,2
3093,American Greetings,3,2,5,1,2,3
3067,American Greetings,2,3,5,0,3,3
5014,American Greetings,1,3,4,0,2,2
3144,American Greetings,1,3,4,0,2,2
4686,American Greetings,2,3,5,0,3,3
4182,American Greetings,1,3,4,0,2,2
5215,American Greetings,2,3,5,0,3,3
5936,American Greetings,3,2,5,1,2,3
3047,American Greetings,1,3,4,0,2,2
5996,American Greetings,2,3,5,0,3,3
3801,American Greetings,2,3,5,0,3,3
2033,American Greetings,2,3,5,0,3,3
5912,American Greetings,2,3,5,0,3,3
4178,American Greetings,1,3,4,0,2,2
3133,American Greetings,1,3,4,0,2,2
4472,American Greetings,2,4,6,0,4,4
5695,American Greetings,1,3,4,0,2,2
3017,American Greetings,3,3,6,1,3,4
3796,American Greetings,3,2,5,1,2,3
4131,American Greetings,2,3,5,0,3,3
4196,American Greetings,1,3,4,0,2,2
5707,American Greetings,3,3,6,1,3,4
3131,American Greetings,1,3,4,0,2,2
3741,American Greetings,2,3,5,0,3,3
3175,American Greetings,1,3,4,0,2,2
5777,American Greetings,2,3,5,0,3,3
1999,American Greetings,2,3,5,0,3,3
4611,American Greetings,3,2,5,1,2,3
2328,American Greetings,1,3,4,0,2,2
5767,American Greetings,1,3,4,0,2,2
5664,American Greetings,1,3,4,0,2,2
4187,American Greetings,2,3,5,0,3,3
4046,American Greetings,1,3,4,0,2,2
4127,American Greetings,1,0,1,0,0,0
3147,American Greetings,1,3,4,0,2,2
3084,American Greetings,1,3,4,0,2,2
2406,American Greetings,1,3,4,0,2,2
3650,American Greetings,2,3,5,0,3,3
3137,American Greetings,2,4,6,0,4,4
3730,American Greetings,3,2,5,1,2,3
3059,American Greetings,2,3,5,0,3,3
1803,American Greetings,2,3,5,0,3,3
5612,American Greetings,3,2,5,1,2,3
999,American Greetings,3,2,5,1,2,3
3170,American Greetings,2,3,5,0,3,3
5806,American Greetings,2,3,5,0,3,3
5858,American Greetings,3,2,5,1,2,3
3161,American Greetings,1,3,4,0,2,2
4141,American Greetings,1,3,4,0,2,2
4129,American Greetings,2,3,5,0,3,3
4153,American Greetings,3,2,5,1,2,3
3123,American Greetings,1,3,4,0,2,2
2769,American Greetings,2,3,5,0,3,3
7162,American Greetings,1,3,4,0,2,2
3101,American Greetings,1,3,4,0,2,2
2826,American Greetings,1,3,4,0,2,2
4164,American Greetings,3,2,5,1,2,3
3004,American Greetings,2,3,5,0,3,3
4643,American Greetings,3,2,5,1,2,3
5809,American Greetings,2,3,5,0,3,3
2774,American Greetings,2,3,5,0,3,3
5814,American Greetings,2,3,5,0,3,3
5812,American Greetings,2,3,5,0,3,3
912,American Greetings,2,3,5,0,3,3
6953,American Greetings,1,3,4,0,2,2
5231,American Greetings,3,2,5,1,2,3
7098,American Greetings,1,3,4,0,2,2
2998,American Greetings,1,3,4,0,2,2
4180,American Greetings,1,3,4,0,2,2
4357,American Greetings,1,3,4,0,2,2
4747,American Greetings,1,3,4,0,2,2
4195,American Greetings,3,2,5,1,2,3
5673,American Greetings,2,3,5,0,3,3
7238,American Greetings,2,3,5,0,3,3
4108,American Greetings,3,3,6,1,3,4
6098,American Greetings,1,3,4,0,2,2
4105,American Greetings,1,3,4,0,2,2
1998,American Greetings,2,3,5,0,3,3
3453,American Greetings,2,3,5,0,3,3
5888,American Greetings,2,3,5,0,3,3
4700,American Greetings,1,3,4,0,2,2
7242,American Greetings,1,3,4,0,2,2
3418,American Greetings,4,2,6,1,2,3
4865,American Greetings,2,3,5,0,3,3
7246,American Greetings,2,3,5,0,3,3
3330,American Greetings,1,3,4,0,2,2
4053,American Greetings,1,3,4,0,2,2
6586,American Greetings,1,3,4,0,2,2
6548,American Greetings,1,3,4,0,2,2
6960,American Greetings,1,3,4,0,2,2
3858,American Greetings,2,3,5,0,3,3
6470,American Greetings,1,3,4,0,2,2
2439,American Greetings,3,2,5,1,2,3
2468,American Greetings,1,3,4,0,2,2
6390,American Greetings,1,3,4,0,2,2
3114,American Greetings,2,3,5,0,3,3
4165,American Greetings,2,3,5,0,3,3
3078,American Greetings,2,3,5,0,3,3
4471,American Greetings,1,3,4,0,2,2
6576,American Greetings,2,3,5,0,3,3
6998,American Greetings,2,3,5,0,3,3
3069,American Greetings,1,3,4,0,2,2
7249,American Greetings,2,3,5,0,3,3
2392,American Greetings,1,3,4,0,2,2
4148,American Greetings,1,3,4,0,2,2
4757,American Greetings,1,3,4,0,2,2
5628,American Greetings,2,3,5,0,3,3
6942,American Greetings,1,3,4,0,2,2
7146,American Greetings,1,3,4,0,2,2
2907,American Greetings,1,3,4,0,2,2
3517,American Greetings,1,3,4,0,2,2
6577,American Greetings,1,3,4,0,2,2
5005,American Greetings,1,3,4,0,2,2
7329,American Greetings,1,3,4,0,2,2
2801,American Greetings,1,3,4,0,2,2
4174,American Greetings,1,3,4,0,2,2
2835,American Greetings,1,3,4,0,2,2
7334,American Greetings,1,3,4,0,2,2
6851,American Greetings,1,3,4,0,2,2
3512,American Greetings,1,3,4,0,2,2
3727,American Greetings,1,3,4,0,2,2
4275,American Greetings,1,3,4,0,2,2
6588,American Greetings,1,3,4,0,2,2
7180,American Greetings,1,3,4,0,2,2
4048,American Greetings,1,3,4,0,2,2
2391,American Greetings,1,3,4,0,2,2
5654,American Greetings,1,3,4,0,2,2
3238,American Greetings,1,3,4,0,2,2
3600,American Greetings,1,3,4,0,2,2
3628,American Greetings,1,3,4,0,2,2
3132,American Greetings,1,3,4,0,2,2
6943,American Greetings,1,3,4,0,2,2
5841,American Greetings,3,2,5,1,2,3
5632,American Greetings,2,3,5,0,3,3
3150,American Greetings,2,3,5,0,3,3
3635,American Greetings,1,3,4,0,2,2
2731,American Greetings,1,3,4,0,2,2
2840,American Greetings,1,3,4,0,2,2
3638,American Greetings,1,3,4,0,2,2
6078,American Greetings,1,3,4,0,2,2
7361,American Greetings,2,3,5,0,3,3
3614,American Greetings,1,3,4,0,2,2
7357,American Greetings,1,3,4,0,2,2
7232,American Greetings,1,3,4,0,2,2
7224,American Greetings,1,3,4,0,2,2
7072,American Greetings,1,3,4,0,2,2
7043,American Greetings,1,3,4,0,2,2
6876,American Greetings,1,3,4,0,2,2
6178,American Greetings,1,3,4,0,2,2
2396,American Greetings,1,3,4,0,2,2
2699,American Greetings,1,3,4,0,2,2
2930,American Greetings,1,3,4,0,2,2
3202,American Greetings,1,3,4,0,2,2
3745,American Greetings,1,3,4,0,2,2
3880,American Greetings,1,3,4,0,2,2
4210,American Greetings,1,3,4,0,2,2
4390,American Greetings,1,3,4,0,2,2
4445,American Greetings,1,3,4,0,2,2
6585,American Greetings,1,3,4,0,2,2
6962,American Greetings,1,3,4,0,2,2
7099,American Greetings,1,3,4,0,2,2
7205,American Greetings,1,3,4,0,2,2
7241,American Greetings,1,3,4,0,2,2
7308,American Greetings,1,3,4,0,2,2
3724,American Greetings,1,3,4,0,2,2
3743,American Greetings,1,3,4,0,2,2
2940,American Greetings,1,3,4,0,2,2
3043,American Greetings,1,3,4,0,2,2
2487,American Greetings,1,3,4,0,2,2
5689,American Greetings,1,3,4,0,2,2
7174,American Greetings,1,3,4,0,2,2
2763,American Greetings,2,3,5,0,3,3
2765,American Greetings,2,3,5,0,3,3
3708,American Greetings,2,3,5,0,3,3
4068,American Greetings,3,2,5,1,2,3
6480,American Greetings,2,3,5,0,3,3
416,American Greetings,3,2,5,1,2,3
5003,American Greetings,2,3,5,0,3,3
4112,American Greetings,2,3,5,0,3,3
7337,American Greetings,1,3,4,0,2,2
3646,American Greetings,1,3,4,0,2,2
4118,American Greetings,2,3,5,0,3,3
6951,American Greetings,2,3,5,0,3,3
5964,American Greetings,2,3,5,0,3,3
3159,American Greetings,3,2,5,1,2,3
4101,American Greetings,2,3,5,0,3,3
7243,American Greetings,2,3,5,0,3,3
4443,American Greetings,1,3,4,0,2,2
6531,American Greetings,1,3,4,0,2,2
6786,American Greetings,1,3,4,0,2,2
6323,American Greetings,1,3,4,0,2,2
4376,American Greetings,1,3,4,0,2,2
7304,American Greetings,1,3,4,0,2,2
7349,American Greetings,1,3,4,0,2,2
4065,American Greetings,3,2,5,1,2,3
3584,American Greetings,2,3,5,0,3,3
3639,American Greetings,3,2,5,1,2,3
3058,American Greetings,2,3,5,0,3,3
5816,American Greetings,1,3,4,0,2,2
6174,American Greetings,1,3,4,0,2,2
7296,American Greetings,1,3,4,0,2,2
3713,American Greetings,1,3,4,0,2,2
3338,American Greetings,1,3,4,0,2,2
5927,American Greetings,2,3,5,0,3,3
5347,American Greetings,3,2,5,1,2,3
4373,American Greetings,1,3,4,0,2,2
3411,American Greetings,1,3,4,0,2,2
6398,American Greetings,1,3,4,0,2,2
5256,American Greetings,1,3,4,0,2,2
4756,American Greetings,1,3,4,0,2,2
4579,American Greetings,1,3,4,0,2,2
4453,American Greetings,1,3,4,0,2,2
3414,American Greetings,1,3,4,0,2,2
5461,American Greetings,2,3,5,0,3,3
3061,American Greetings,2,3,5,0,3,3
3056,American Greetings,3,2,5,1,2,3
920,American Greetings,1,3,4,0,2,2
3204,American Greetings,1,3,4,0,2,2
4528,American Greetings,1,3,4,0,2,2
4585,American Greetings,1,3,4,0,2,2
6243,American Greetings,1,3,4,0,2,2
840,American Greetings,1,3,4,0,2,2
3504,American Greetings,1,3,4,0,2,2
3619,American Greetings,1,3,4,0,2,2
4104,American Greetings,1,3,4,0,2,2
4692,American Greetings,1,3,4,0,2,2
3035,American Greetings,2,3,5,0,3,3
4468,American Greetings,1,3,4,0,2,2
3164,American Greetings,1,3,4,0,2,2
4491,American Greetings,1,3,4,0,2,2
4545,American Greetings,1,3,4,0,2,2
4626,American Greetings,1,3,4,0,2,2
5382,American Greetings,3,2,5,1,2,3
5734,American Greetings,1,3,4,0,2,2
5987,American Greetings,3,2,5,1,2,3
7280,American Greetings,3,2,5,1,2,3
2465,American Greetings,1,3,4,0,2,2
2946,American Greetings,2,3,5,0,3,3
5859,American Greetings,2,3,5,0,3,3
6207,American Greetings,1,3,4,0,2,2
6165,American Greetings,1,3,4,0,2,2
5188,American Greetings,1,3,4,0,2,2
5062,American Greetings,1,3,4,0,2,2
4654,American Greetings,1,3,4,0,2,2
4530,American Greetings,1,3,4,0,2,2
5421,American Greetings,1,3,4,0,2,2
3521,American Greetings,1,3,4,0,2,2
4421,American Greetings,1,3,4,0,2,2
5008,American Greetings,1,3,4,0,2,2
5102,American Greetings,1,3,4,0,2,2
4577,American Greetings,1,3,4,0,2,2
7137,American Greetings,1,3,4,0,2,2
4426,American Greetings,1,3,4,0,2,2
4490,American Greetings,1,3,4,0,2,2
4517,American Greetings,1,3,4,0,2,2
6966,American Greetings,1,3,4,0,2,2
7347,American Greetings,1,3,4,0,2,2
7221,American Greetings,1,3,4,0,2,2
5769,American Greetings,1,3,4,0,2,2
5744,American Greetings,1,3,4,0,2,2
5716,American Greetings,1,3,4,0,2,2
5490,American Greetings,1,3,4,0,2,2
5452,American Greetings,1,3,4,0,2,2
5393,American Greetings,1,3,4,0,2,2
5371,American Greetings,1,3,4,0,2,2
5182,American Greetings,1,3,4,0,2,2
5148,American Greetings,1,3,4,0,2,2
4674,American Greetings,1,3,4,0,2,2
4672,American Greetings,1,3,4,0,2,2
4519,American Greetings,1,3,4,0,2,2
4432,American Greetings,1,3,4,0,2,2
3449,American Greetings,1,3,4,0,2,2
3359,American Greetings,1,3,4,0,2,2
5903,American Greetings,1,3,4,0,2,2
5467,American Greetings,1,3,4,0,2,2
5135,American Greetings,1,3,4,0,2,2
5125,American Greetings,1,3,4,0,2,2
4465,American Greetings,1,3,4,0,2,2
3746,American Greetings,1,3,4,0,2,2
2590,American Greetings,1,3,4,0,2,2
6964,American Greetings,2,3,5,0,3,3
6932,American Greetings,2,3,5,0,3,3
6476,American Greetings,2,3,5,0,3,3
4115,American Greetings,3,2,5,1,2,3
5791,American Greetings,1,3,4,0,2,2
5602,American Greetings,1,0,1,0,0,0
4691,American Greetings,1,3,4,0,2,2
6898,American Greetings,3,3,6,1,3,4
2839,American Greetings,1,3,4,0,2,2
7290,American Greetings,2,3,5,0,3,3
6879,American Greetings,2,3,5,0,3,3
4355,American Greetings,2,3,5,0,3,3
7299,American Greetings,1,3,4,0,2,2
7233,American Greetings,1,3,4,0,2,2
5908,American Greetings,1,3,4,0,2,2
7194,American Greetings,2,3,5,0,3,3
3163,American Greetings,2,3,5,0,3,3
6978,American Greetings,2,3,5,0,3,3
7307,American Greetings,1,3,4,0,2,2
5907,American Greetings,1,3,4,0,2,2
5265,American Greetings,1,3,4,0,2,2
7294,American Greetings,2,3,5,0,3,3
7188,American Greetings,2,3,5,0,3,3
7178,American Greetings,2,3,5,0,3,3
4132,American Greetings,2,3,5,0,3,3
2443,American Greetings,3,2,5,1,2,3
4441,American Greetings,1,3,4,0,2,2
4431,American Greetings,1,3,4,0,2,2
3450,American Greetings,1,3,4,0,2,2
4586,American Greetings,1,3,4,0,2,2
7324,American Greetings,2,3,5,0,3,3
5780,American Greetings,1,3,4,0,2,2
5741,American Greetings,1,3,4,0,2,2
7177,American Greetings,1,3,4,0,2,2
7251,American Greetings,1,3,4,0,2,2
6807,American Greetings,2,3,5,0,3,3
5686,American Greetings,3,2,5,1,2,3
4826,American Greetings,1,3,4,0,2,2
5378,American Greetings,1,3,4,0,2,2
5789,American Greetings,1,3,4,0,2,2
4055,American Greetings,3,2,5,1,2,3
6952,American Greetings,2,3,5,0,3,3
3830,American Greetings,3,3,6,1,3,4
3629,American Greetings,1,3,4,0,2,2
4388,American Greetings,1,3,4,0,2,2
4434,American Greetings,1,3,4,0,2,2
5702,American Greetings,1,3,4,0,2,2
4056,American Greetings,1,3,4,0,2,2
5291,American Greetings,1,3,4,0,2,2
7020,American Greetings,2,3,5,0,3,3
4494,American Greetings,1,3,4,0,2,2
5774,American Greetings,1,3,4,0,2,2
