Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
1542,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1570,Same Day,18:00-06:00,Same Day,16:00-04:00,
1579,Same Day,18:00-07:00,Same Day,16:00-04:00,
1592,Same Day,18:00-06:00,Same Day,16:00-04:00,
1593,Same Day,18:00-06:00,Same Day,16:00-04:00,
1599,Same Day ,18:00-07:00,Same Day ,16:00-04:00,
1611,Same Day,18:00-06:00,Same Day,16:00-04:00,
1628,Same Day,18:00-06:00,Same Day,16:00-04:00,
1631,Same Day,18:00-06:00,Same Day,16:00-04:00,
1641,Same Day,18:00-07:00,Same Day,16:00-04:00,
1642,Same Day,18:00-06:00,Same Day,16:00-04:00,
1661,Same Day,18:00-06:00,Same Day,16:00-04:00,
1664,Same Day,18:00-06:00,Same Day,16:00-04:00,
1682,Same Day,06:30-09:30,Same Day,16:00-21:00,
1687,Same Day,18:00-06:00,Same Day,16:00-04:00,
1688,Same Day,18:00-06:00,Same Day,16:00-04:00,
1709,Same Day,18:00-06:00,Same Day,16:00-04:00,
1719,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1733,Same Day,18:00-06:00,Same Day,16:00-04:00,
1752,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1754,Same Day,18:00-06:00,Same Day,16:00-04:00,
1771,Same Day,18:00-06:00,Same Day,16:00-04:00,
1773,Same Day,18:00-06:00,Same Day,16:00-04:00,
1790,Same Day,18:00-06:00,Same Day,16:00-04:00,
1791,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1798,Same Day,18:00-06:00,Same Day,16:00-04:00,
1802,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
1809,Same Day,18:00-06:00,Same Day,16:00-04:00,
1811,Same Day,18:00-06:00,Same Day,16:00-04:00,
1836,Same Day,18:00-06:00,Same Day,16:00-04:00,
1841,Same Day,18:00-06:00,Same Day,16:00-04:00,
1913,Same Day,18:00-06:00,Same Day,16:00-04:00,
1923,Same Day,18:00-06:00,Same Day,18:00-04:00,
1928,Same Day,18:00-06:00,Same Day,16:00-04:00,
1934,Same Day,18:00-06:00,Same Day,16:00-04:00,
1936,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1942,Same Day,18:00-06:00,Same Day,18:00-04:00,
1950,Same Day,18:00-07:00,Same Day,16:00-04:00,
1953,Same Day,18:00-07:00,Same Day,16:00-04:00,
1969,Same Day,18:00-06:00,Same Day,16:00-04:00,
1987,Same Day,18:00-06:00,Same Day,16:00-04:00,
2000,Same Day,18:00-06:00,Same Day,16:00-04:00,
2010,Same Day,18:00-06:00,Same Day,16:00-04:00,
2014,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2061,Same Day,18:00-07:00,Same Day,16:00-04:00,
2062,Same Day,18:00-06:00,Same Day,16:00-04:00,
2080,Same Day,18:00-06:00,Same Day,16:00-04:00,
2100,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2102,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2131,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
2160,Same Day,18:00-06:00,Same Day,16:00-04:00,
2191,Same Day,18:00-06:00,Same Day,16:00-04:00,
2221,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
2238,Same Day,18:00-06:00,Same Day,16:00-04:00,
2256,Same Day,18:00-04:00,Same Day,16:00-04:00,
2273,Same Day,18:00-06:00,Same Day,16:00-04:00,
2338,Same Day,06:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2350,Same Day,18:00-06:00,Same Day,16:00-04:00,
2354,Same Day,18:00-06:00,Same Day,16:00-04:00,
2358,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2417,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2442,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
2493,Same Day,18:00-07:00,Same Day,16:00-04:00,
2529,Same Day,18:00-06:00,Same Day,16:00-04:00,
2558,Same Day,18:00-07:00,Same Day,16:00-04:00,
2559,Same Day,18:00-06:00,Same Day,16:00-04:00,
2567,Same Day,18:00-06:00,Same Day,16:00-04:00,
2618,Same Day,18:00-07:00,Same Day,16:00-04:00,
2619,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2620,Same Day,18:00-07:00,Same Day,16:00-04:00,
2631,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2644,Same Day,18:00-06:00,Same Day,16:00-04:00,
2645,Same Day,18:00-07:00,Same Day,16:00-04:00,
2692,Same Day,18:00-06:00,Same Day,16:00-04:00,
2693,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2700,Same Day,18:00-06:00,Same Day,16:00-04:00,
2702,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
2705,Same Day,18:00-06:00,Same Day,16:00-04:00,
2730,Same Day,18:00-07:00,Same Day,16:00-04:00,
2805,Same Day,18:00-07:00,Same Day,16:00-04:00,
2808,Same Day,18:00-06:00,Same Day,16:00-04:00,
2821,Same Day,18:00-06:00,Same Day,16:00-04:00,
2839,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
2855,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
2857,Same Day ,18:00-04:00,Same Day ,16:00-04:00,
2869,Same Day,18:00-06:00,Same Day,18:00-04:00,
2872,Same Day,05:00-08:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2873,Same Day,18:00-06:00,Same Day,16:00-04:00,
2912,Same Day,18:00-06:00,Same Day,18:00-04:00,
2955,Same Day ,18:00-05:00,Same Day ,16:00-04:00,
2959,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3062,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
3111,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
3156,Same Day,20:00-06:00,Same Day,18:00-04:00,
3157,Same Day,20:00-06:00,Same Day,18:00-04:00,
3214,Same Day,18:00-06:00,Same Day,16:00-04:00,
3216,Same Day,18:00-04:00,Same Day,16:00-04:00,
3238,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
3265,Same Day,18:00-04:00,Same Day,16:00-04:00,
3273,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
3299,Same Day,20:00-06:00,Same Day,18:00-04:00,
3328,Same Day,18:00-06:00,Same Day,16:00-04:00,
3330,Same Day,20:00-06:00,Same Day,18:00-04:00,
3336,Same Day,18:00-06:00,Same Day,16:00-04:00,
3445,Same Day,18:00-06:00,Same Day,16:00-04:00,
3453,Same Day,18:00-06:00,Same Day,18:00-04:00,
3458,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3476,Same Day,18:00-06:00,Same Day,16:00-04:00,
3487,Same Day,18:00-06:00,Same Day,16:00-04:00,
3632,Same Day,18:00-07:00,Same Day,16:00-04:00,
3644,Same Day,18:00-06:00,Same Day,16:00-04:00,
3726,Same Day,18:00-06:00,Same Day,16:00-04:00,
3791,Same Day,18:00-07:00,Same Day,16:00-04:00,
3825,Same Day,18:00-06:00,Same Day,16:00-04:00,
3831,Same Day,18:00-06:00,Same Day,16:00-04:00,
3840,Same Day,18:00-06:00,Same Day,16:00-04:00,
3876,Same Day,18:00-07:00,Same Day,16:00-04:00,
4064,Same Day,18:00-06:00,Same Day,16:00-04:00,
4198,Same Day ,07:00-09:00,Same Day ,16:00-22:00,
4220,Same Day,20:00-06:00,Same Day,18:00-04:00,
4243,Same Day,18:00-06:00,Same Day,16:00-04:00,
4383,Same Day,18:00-06:00,Same Day,18:00-04:00,
4424,Same Day,18:00-06:00,Same Day,18:00-04:00,
4439,Same Day,18:00-07:00,Same Day,16:00-04:00,
4459,Same Day,18:00-07:00,Same Day,16:00-04:00,
4475,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
4476,Same Day,18:00-04:00,Same Day,16:00-04:00,
4479,Same Day,18:00-06:00,Same Day,16:00-04:00,
4499,Same Day,18:00-06:00,Same Day,18:00-04:00,
4540,Same Day,18:00-07:00,Same Day,16:00-04:00,
4545,Same Day,20:00-06:00,Same Day,18:00-04:00,
4553,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
4564,Same Day,18:00-06:00,Same Day,16:00-04:00,
4590,Same Day ,18:00-07:00,Same Day ,16:00-04:00,
4611,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
4623,Same Day,18:00-06:00,Same Day,16:00-04:00,
4660,Same Day,18:00-06:00,Same Day,16:00-04:00,
5028,Same Day,18:00-06:00,Same Day,16:00-04:00,
5029,Same Day,18:00-06:00,Same Day,16:00-04:00,
5030,Same Day,18:00-06:00,Same Day,16:00-04:00,
5048,Same Day,18:00-06:00,Same Day,16:00-04:00,
5064,Same Day,18:00-06:00,Same Day,16:00-04:00,
5065,Same Day,18:00-06:00,Same Day,16:00-04:00,
5097,Same Day,18:00-06:00,Same Day,16:00-04:00,
5149,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5159,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5160,Same Day,18:00-06:00,Same Day,16:00-04:00,
5207,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
5219,Same Day ,18:00-07:00,Same Day ,16:00-04:00,
5253,Same Day,18:00-04:00,Same Day,16:00-04:00,
5254,Same Day,18:00-06:00,Same Day,16:00-04:00,
5280,Same Day,18:00-07:00,Same Day,16:00-04:00,
5307,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5308,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
5376,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5385,Same Day,18:00-06:00,Same Day,16:00-04:00,
5386,Same Day,18:00-07:00,Same Day,16:00-04:00,
5411,Same Day,18:00-07:00,Same Day,16:00-04:00,
5441,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5472,Same Day,18:00-06:00,Same Day,16:00-04:00,
5488,Same Day,18:00-06:00,Same Day,16:00-04:00,
5692,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5693,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5755,Same Day,20:00-06:00,Same Day,18:00-04:00,
5761,Same Day,18:00-06:00,Same Day,16:00-04:00,
5842,Same Day,18:00-06:00,Same Day,18:00-04:00,
5844,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5847,Same Day,18:00-06:00,Same Day,16:00-04:00,
5851,Same Day,18:00-06:00,Same Day,18:00-04:00,
5893,Same Day,18:00-07:00,Same Day,16:00-04:00,
5922,Same Day,18:00-06:00,Same Day,16:00-04:00,
6172,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
6226,Same Day,20:00-06:00,Same Day,18:00-04:00,
6392,Same Day ,18:00-07:00,Same Day ,16:00-04:00,
6500,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
6585,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
6798,Same Day,20:00-06:00,Same Day,18:00-04:00,
7098,Same Day,20:00-06:00,Same Day,18:00-04:00,
7174,Same Day,20:00-06:00,Same Day,18:00-04:00,
7218,Same Day,20:00-06:00,Same Day,18:00-04:00,
7222,Same Day,20:00-06:00,Same Day,18:00-04:00,
7235,Same Day,20:00-06:00,Same Day,18:00-04:00,
7238,Same Day,18:00-07:00,Same Day,16:00-04:00,
7334,Same Day,20:00-06:00,Same Day,18:00-04:00,
7337,Same Day,20:00-06:00,Same Day,18:00-04:00,
7340,Same Day,20:00-06:00,Same Day,18:00-04:00,
33,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
67,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
102,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
127,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
279,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
318,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
336,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1065,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3331,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1350,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1399,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1486,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2565,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3603,Same Day,18:00-04:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3605,Same Day,18:00-04:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3768,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4636,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4697,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 23, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
