DC,BANNER ,Commodity,Pick Type,Item #,21-Apr,22-Apr,23-Apr,24-Apr,28-Apr,29-Apr,30-Apr,1-May,2-May,3-May,4-May,5-May,6-May,7-May,8-May,9-May
6096,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
6096,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0
6096,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,24,25,27,52
6096,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,49,156
6096,WM,CUT FLORAL,PALLET,599974156,0,0,0,0,0,0,0,0,0,0,0,143,6,0,0,0
6096,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
6096,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,26,52,42,52
6096,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
6096,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0
6097,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
6097,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,144,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,599974155,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,599977041,0,0,0,0,0,0,0,0,0,234,47,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,658791714,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
6097,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0
6097,WM,CUT FLORAL,PALLET,579770230,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,31
6097,WM,CUT FLORAL,PALLET,579770232,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0
6097,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,29,156
6097,WM,CUT FLORAL,PALLET,650819842,0,0,0,0,0,0,0,0,0,0,0,0,26,51,39,65
6097,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
6097,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
6097,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0
6099,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6099,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
6099,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,234,4,0,0,0,0,0
6099,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
6099,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
6099,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
6099,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0
6099,WM,CUT FLORAL,CASE,669179708,0,0,0,0,0,0,0,0,0,234,150,0,0,0,0,0
6099,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,39,25,53,33
6099,WM,CUT FLORAL,PALLET,579770259,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0
6099,WM,CUT FLORAL,PALLET,650819874,0,0,0,0,0,0,0,0,0,0,0,0,65,26,91,71
6099,WM,CUT FLORAL,PALLET,658419903,0,0,0,0,0,0,0,0,0,0,0,0,78,78,134,156
6099,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
6099,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
6099,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0
6858,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6858,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0
6858,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0
6858,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
6858,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,36,61,0,0,0,0
6858,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0
6858,WM,CUT FLORAL,CASE,658898795,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
6858,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
6858,WM,CUT FLORAL,PALLET,579770256,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0
6858,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,7,39,26,21,43
6858,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,167,234
6858,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
6858,WM,CUT FLORAL,PALLET,650819874,0,0,0,0,0,0,0,0,0,0,0,13,39,25,62,35
6858,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
6858,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0
7010,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0
7010,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599903580,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599934311,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599974162,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,599974165,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,658873680,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,658898789,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0
7010,WM,CUT FLORAL,CASE,658939898,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
7010,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,39,78,78,104,108
7010,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0
7010,WM,CUT FLORAL,PALLET,599934343,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
7010,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,36,78,84,118,101
7010,WM,CUT FLORAL,PALLET,599974166,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
7010,WM,CUT FLORAL,PALLET,599974167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
7010,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,156,156,174,234
7010,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0
7010,WM,CUT FLORAL,PALLET,658873740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7010,WM,CUT FLORAL,PALLET,659086592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78
7010,WM,CUT FLORAL,PALLET,669403688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
7012,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
7012,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
7012,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7012,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
7012,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
7012,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,78,0,78,0,0,19,0
7012,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
7012,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
7012,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,78,78,78,78,12,0
7012,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,19,0,0
7012,SAMS,LIVE PLANTS,CASE,990293789,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0
7012,SAMS,LIVE PLANTS,CASE,990338204,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
7012,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0
7012,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,16,16,16,16,16,16,16,16,16,16,0,0
7012,WM,CUT FLORAL,CASE,579770260,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
7012,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,33,0,0,0,0,0
7012,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,234,38,0,0,0,0,0
7012,WM,CUT FLORAL,CASE,650819873,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
7012,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
7012,WM,CUT FLORAL,CASE,658898790,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
7012,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0
7012,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,21
7012,WM,CUT FLORAL,PALLET,599974164,0,0,0,0,0,0,0,0,0,0,0,0,78,78,86,156
7012,WM,CUT FLORAL,PALLET,599977251,0,0,0,0,0,0,0,0,0,0,0,0,19,52,39,56
7012,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
7012,WM,CUT FLORAL,PALLET,658898806,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
7012,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0
7013,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0
7013,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
7013,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0
7013,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0
7013,WM,CUT FLORAL,CASE,650819873,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
7013,WM,CUT FLORAL,CASE,658419904,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0
7013,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0
7013,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0
7013,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,73
7013,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,111,55,0,0,0
7013,WM,CUT FLORAL,PALLET,599974170,0,0,0,0,0,0,0,0,0,0,0,0,85,74,74,57
7013,WM,CUT FLORAL,PALLET,599974171,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
7013,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,156,156,205,234
7013,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
7014,WM,CUT FLORAL,CASE,579770228,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
7014,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
7014,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,234,54,0,0,0,0,0
7014,WM,CUT FLORAL,CASE,599974175,0,0,0,0,0,0,0,0,0,234,173,0,0,0,0,0
7014,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
7014,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
7014,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
7014,WM,CUT FLORAL,PALLET,579770226,0,0,0,0,0,0,0,0,0,0,0,0,11,41,26,26
7014,WM,CUT FLORAL,PALLET,579770227,0,0,0,0,0,0,0,0,0,0,0,94,45,0,0,0
7014,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,8,156
7014,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
7014,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,26,59,21,52
7014,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
7014,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0
7015,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
7015,WM,CUT FLORAL,CASE,599903580,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0
7015,WM,CUT FLORAL,CASE,599974146,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
7015,WM,CUT FLORAL,CASE,658791714,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
7015,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0
7015,WM,CUT FLORAL,CASE,658898790,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0
7015,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0
7015,WM,CUT FLORAL,CASE,669179708,0,0,0,0,0,0,0,0,0,180,152,0,0,0,0,0
7015,WM,CUT FLORAL,PALLET,599974148,0,0,0,0,0,0,0,0,0,0,0,11,26,26,26,72
7015,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,84,234
7015,WM,CUT FLORAL,PALLET,599974156,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0
7015,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
7015,WM,CUT FLORAL,PALLET,651110735,0,0,0,0,0,0,0,0,0,0,0,26,26,75,52,29
7015,WM,CUT FLORAL,PALLET,658791798,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
7015,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0
7016,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
7016,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,450,75,0,0,0,0,0
7016,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
7016,WM,CUT FLORAL,CASE,658419904,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0
7016,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
7016,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
7016,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
7016,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,2,39,39,39,36
7016,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
7016,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
7016,WM,CUT FLORAL,PALLET,599974151,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,41
7016,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,138,234
7016,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
7016,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0
7017,WM,CUT FLORAL,CASE,579770228,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
7017,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,624,45,0,0,0,0,0
7017,WM,CUT FLORAL,CASE,650819837,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0
7017,WM,CUT FLORAL,CASE,658791713,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
7017,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0
7017,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0
7017,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0
7017,WM,CUT FLORAL,PALLET,563059991,0,0,0,0,0,0,0,0,0,0,0,0,26,52,39,43
7017,WM,CUT FLORAL,PALLET,579770226,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,31
7017,WM,CUT FLORAL,PALLET,579770227,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
7017,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
7017,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,156,156,66,156
7017,WM,CUT FLORAL,PALLET,658791846,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
7017,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0
7018,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0
7018,WM,CUT FLORAL,CASE,579770260,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
7018,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,187,0,0,0,0,0
7018,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,234,99,0,0,0,0,0
7018,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
7018,WM,CUT FLORAL,CASE,658873677,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0
7018,WM,CUT FLORAL,CASE,658898791,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
7018,WM,CUT FLORAL,CASE,658939901,0,0,0,0,0,0,0,0,0,0,18,148,0,0,0,0
7018,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,10,26,39,27
7018,WM,CUT FLORAL,PALLET,579770259,0,0,0,0,0,0,0,0,0,0,0,58,93,0,0,0
7018,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
7018,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,37,43,39,51
7018,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,156,156,151,234
7018,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
7018,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0
7019,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,658898791,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
7019,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0
7019,WM,CUT FLORAL,PALLET,579770232,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
7019,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,13,26,26,26,27
7019,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
7019,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,19,234
7019,WM,CUT FLORAL,PALLET,650819842,0,0,0,0,0,0,0,0,0,0,0,9,26,52,56,44
7019,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
7019,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0
7021,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0
7021,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,98,0,0,0,0,0
7021,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,81,0,0,0,0,0
7021,WM,CUT FLORAL,CASE,599976807,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
7021,WM,CUT FLORAL,CASE,658873679,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0
7021,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0
7021,WM,CUT FLORAL,CASE,658898795,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
7021,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0
7021,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,78,78,84,156
7021,WM,CUT FLORAL,PALLET,599976806,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
7021,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,0,25,18,52,56
7021,WM,CUT FLORAL,PALLET,658898794,0,0,0,0,0,0,0,0,0,0,0,84,40,0,0,0
7021,WM,CUT FLORAL,PALLET,658898796,0,0,0,0,0,0,0,0,0,0,0,0,13,0,26,18
7023,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
7023,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0
7023,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0
7023,WM,CUT FLORAL,CASE,599974155,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
7023,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0
7023,WM,CUT FLORAL,CASE,658791850,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
7023,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
7023,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0
7023,WM,CUT FLORAL,PALLET,593017512,0,0,0,0,0,0,0,0,0,0,0,0,39,21,39,45
7023,WM,CUT FLORAL,PALLET,599974139,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
7023,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,78,78,145,156
7023,WM,CUT FLORAL,PALLET,599974156,0,0,0,0,0,0,0,0,0,0,0,86,31,0,0,0
7023,WM,CUT FLORAL,PALLET,650819874,0,0,0,0,0,0,0,0,0,0,0,0,52,26,65,58
7023,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
7024,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0
7024,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
7024,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
7024,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
7024,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
7024,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,29,0
7024,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
7024,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,156,45,0,0,0,0,0,0
7024,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,78,78,0,0
7024,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,78,7,0
7024,SAMS,LIVE PLANTS,CASE,990293789,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0
7024,SAMS,LIVE PLANTS,CASE,990338204,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
7024,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0
7024,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,13,13,13,13,13,13,13,13,13,13,0,0
7024,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
