Market Nbr,Facility,OKM Tracking ,OKM Delivery Date,OKM Install Date,Digital Lock Tracking,Carrier,Digital Lock Install Week,Digital Lock Installation Date,Total lock count,Length of install
242,1327,TBD,,,,,TBD,,,
580,1371,TBD,,,,,TBD,,,
262,1386,TBD,,,,,TBD,,,
270,1413,TBD,,,,,TBD,,,
248,1419,TBD,,,,,TBD,,,
264,1420,TBD,,,,,TBD,,,
204,1422,TBD,,,,,TBD,,,
203,1423,TBD,,,,,TBD,,,
247,1425,TBD,,,,,TBD,,,
204,1428,TBD,,,,,TBD,,,
204,1432,TBD,,,,,TBD,,,
222,1433,TBD,,,,,TBD,,,
391,1434,TBD,,,,,TBD,,,
213,1448,TBD,,,,,TBD,,,
275,1454,TBD,,,,,TBD,,,
433,1460,TBD,,,,,TBD,,,
13,1481,TBD,,,,,TBD,,,
223,1495,TBD,,,,,TBD,,,
266,1497,TBD,,,,,TBD,,,
223,1503,TBD,,,,,TBD,,,
233,1529,TBD,,,,,TBD,,,
270,1531,TBD,,,,,TBD,,,
234,1537,TBD,,,,,TBD,,,
213,1539,TBD,,,,,TBD,,,
388,1550,TBD,,,,,TBD,,,
218,1564,TBD,,,,,TBD,,,
247,1566,TBD,,,,,TBD,,,
202,1593,TBD,,,,,TBD,,,
219,1594,TBD,,,,,TBD,,,
205,1611,TBD,,,,,TBD,,,
202,1642,TBD,,,,,TBD,,,
379,1659,TBD,,,,,TBD,,,
239,1665,TBD,,,,,TBD,,,
275,1690,TBD,,,,,TBD,,,
203,1733,TBD,,,,,TBD,,,
273,1734,TBD,,,,,TBD,,,
239,1745,TBD,,,,,TBD,,,
183,1749,TBD,,,,,TBD,,,
204,1752,TBD,,,,,TBD,,,
203,1754,TBD,,,,,TBD,,,
168,1777,TBD,,,,,TBD,,,
184,1796,TBD,,,,,TBD,,,
59,1837,TBD,,,,,TBD,,,
161,1873,TBD,,,,,TBD,,,
234,1886,TBD,,,,,TBD,,,
215,1894,TBD,,,,,TBD,,,
209,1927,TBD,,,,,TBD,,,
231,1935,TBD,,,,,TBD,,,
200,1942,TBD,,,,,TBD,,,
226,1945,TBD,,,,,TBD,,,
267,1998,TBD,,,,,TBD,,,
201,2010,TBD,,,,,TBD,,,
233,2023,TBD,,,,,TBD,,,
226,2024,TBD,,,,,TBD,,,
237,2049,TBD,,,,,TBD,,,
183,2055,TBD,,,,,TBD,,,
196,2079,TBD,,,,,TBD,,,
196,2100,TBD,,,,,TBD,,,
200,2102,TBD,,,,,TBD,,,
47,2123,TBD,,,,,TBD,,,
223,2124,TBD,,,,,TBD,,,
183,2130,TBD,,,,,TBD,,,
181,2138,TBD,,,,,TBD,,,
163,2144,TBD,,,,,TBD,,,
167,2167,TBD,,,,,TBD,,,
232,2185,TBD,,,,,TBD,,,
207,2191,TBD,,,,,TBD,,,
227,2193,TBD,,,,,TBD,,,
208,2197,TBD,,,,,TBD,,,
235,2199,TBD,,,,,TBD,,,
162,2200,TBD,,,,,TBD,,,
226,2208,TBD,,,,,TBD,,,
208,2211,TBD,,,,,TBD,,,
585,2223,TBD,,,,,TBD,,,
168,2252,TBD,,,,,TBD,,,
167,2263,TBD,,,,,TBD,,,
238,2276,TBD,,,,,TBD,,,
173,2284,TBD,,,,,TBD,,,
585,2293,TBD,,,,,TBD,,,
215,2323,TBD,,,,,TBD,,,
233,2334,TBD,,,,,TBD,,,
233,2340,TBD,,,,,TBD,,,
196,2358,TBD,,,,,TBD,,,
174,2365,TBD,,,,,TBD,,,
181,2369,TBD,,,,,TBD,,,
161,2373,TBD,,,,,TBD,,,
223,2429,TBD,,,,,TBD,,,
217,2471,TBD,,,,,TBD,,,
226,2480,TBD,,,,,TBD,,,
273,2491,TBD,,,,,TBD,,,
200,2493,TBD,,,,,TBD,,,
62,2505,TBD,,,,,TBD,,,
196,2522,TBD,,,,,TBD,,,
232,2528,TBD,,,,,TBD,,,
226,2543,TBD,,,,,TBD,,,
238,2544,TBD,,,,,TBD,,,
206,2559,TBD,,,,,TBD,,,
200,2567,TBD,,,,,TBD,,,
234,2574,TBD,,,,,TBD,,,
326,2587,TBD,,,,,TBD,,,
86,2599,TBD,,,,,TBD,,,
168,2614,TBD,,,,,TBD,,,
202,2620,TBD,,,,,TBD,,,
197,2631,TBD,,,,,TBD,,,
168,2641,TBD,,,,,TBD,,,
204,2644,TBD,,,,,TBD,,,
389,2672,TBD,,,,,TBD,,,
180,2681,TBD,,,,,TBD,,,
3,2713,TBD,,,,,TBD,,,
217,2725,TBD,,,,,TBD,,,
219,2726,TBD,,,,,TBD,,,
378,2729,TBD,,,,,TBD,,,
585,2752,TBD,,,,,TBD,,,
246,2771,TBD,,,,,TBD,,,
407,2784,TBD,,,,,TBD,,,
482,2786,TBD,,,,,TBD,,,
482,2788,TBD,,,,,TBD,,,
50,2834,TBD,,,,,TBD,,,
506,2864,TBD,,,,,TBD,,,
233,2888,TBD,,,,,TBD,,,
163,2897,TBD,,,,,TBD,,,
163,2899,TBD,,,,,TBD,,,
163,2900,TBD,,,,,TBD,,,
228,2909,TBD,,,,,TBD,,,
173,2954,TBD,,,,,TBD,,,
206,2959,TBD,,,,,TBD,,,
163,2965,TBD,,,,,TBD,,,
44,2978,TBD,,,,,TBD,,,
62,2993,TBD,,,,,TBD,,,
506,3056,TBD,,,,,TBD,,,
490,3082,TBD,,,,,TBD,,,
490,3176,TBD,,,,,TBD,,,
378,3177,TBD,,,,,TBD,,,
222,3206,TBD,,,,,TBD,,,
229,3223,TBD,,,,,TBD,,,
209,3250,TBD,,,,,TBD,,,
218,3251,TBD,,,,,TBD,,,
166,3252,TBD,,,,,TBD,,,
216,3262,TBD,,,,,TBD,,,
50,3274,TBD,,,,,TBD,,,
228,3281,TBD,,,,,TBD,,,
60,3298,TBD,,,,,TBD,,,
80,3320,TBD,,,,,TBD,,,
200,3328,TBD,,,,,TBD,,,
232,3412,TBD,,,,,TBD,,,
49,3433,TBD,,,,,TBD,,,
200,3458,TBD,,,,,TBD,,,
197,3476,TBD,,,,,TBD,,,
218,3486,TBD,,,,,TBD,,,
60,3500,TBD,,,,,TBD,,,
62,3510,TBD,,,,,TBD,,,
173,3543,TBD,,,,,TBD,,,
173,3545,TBD,,,,,TBD,,,
234,3633,TBD,,,,,TBD,,,
232,3634,TBD,,,,,TBD,,,
223,3641,TBD,,,,,TBD,,,
73,3645,TBD,,,,,TBD,,,
208,3722,TBD,,,,,TBD,,,
205,3726,TBD,,,,,TBD,,,
227,3738,TBD,,,,,TBD,,,
505,3763,TBD,,,,,TBD,,,
45,3764,TBD,,,,,TBD,,,
391,3805,TBD,,,,,TBD,,,
64,3827,TBD,,,,,TBD,,,
46,3828,TBD,,,,,TBD,,,
263,3837,TBD,,,,,TBD,,,
222,3840,TBD,,,,,TBD,,,
379,3867,TBD,,,,,TBD,,,
200,3876,TBD,,,,,TBD,,,
269,3893,TBD,,,,,TBD,,,
266,4049,TBD,,,,,TBD,,,
82,4163,TBD,,,,,TBD,,,
326,4168,TBD,,,,,TBD,,,
407,4209,TBD,,,,,TBD,,,
580,4216,TBD,,,,,TBD,,,
248,4230,TBD,,,,,TBD,,,
248,4231,TBD,,,,,TBD,,,
251,4235,TBD,,,,,TBD,,,
205,4243,TBD,,,,,TBD,,,
379,4288,TBD,,,,,TBD,,,
388,4377,TBD,,,,,TBD,,,
247,4399,TBD,,,,,TBD,,,
233,4404,TBD,,,,,TBD,,,
264,4405,TBD,,,,,TBD,,,
8,4407,TBD,,,,,TBD,,,
324,4460,TBD,,,,,TBD,,,
13,4497,TBD,,,,,TBD,,,
235,4501,TBD,,,,,TBD,,,
279,4511,TBD,,,,,TBD,,,
203,4540,TBD,,,,,TBD,,,
432,4568,TBD,,,,,TBD,,,
1,4581,TBD,,,,,TBD,,,
378,4599,TBD,,,,,TBD,,,
168,4612,TBD,,,,,TBD,,,
227,4644,TBD,,,,,TBD,,,
206,4660,TBD,,,,,TBD,,,
490,4747,TBD,,,,,TBD,,,
248,5025,TBD,,,,,TBD,,,
207,5030,TBD,,,,,TBD,,,
378,5033,TBD,,,,,TBD,,,
227,5040,TBD,,,,,TBD,,,
203,5048,TBD,,,,,TBD,,,
380,5049,TBD,,,,,TBD,,,
270,5060,TBD,,,,,TBD,,,
214,5066,TBD,,,,,TBD,,,
204,5097,TBD,,,,,TBD,,,
60,5116,TBD,,,,,TBD,,,
77,5144,TBD,,,,,TBD,,,
86,5145,TBD,,,,,TBD,,,
202,5160,TBD,,,,,TBD,,,
80,5165,TBD,,,,,TBD,,,
269,5199,TBD,,,,,TBD,,,
388,5232,TBD,,,,,TBD,,,
77,5245,TBD,,,,,TBD,,,
323,5260,TBD,,,,,TBD,,,
49,5288,TBD,,,,,TBD,,,
173,5294,TBD,,,,,TBD,,,
379,5341,TBD,,,,,TBD,,,
48,5359,TBD,,,,,TBD,,,
200,5386,TBD,,,,,TBD,,,
388,5458,TBD,,,,,TBD,,,
234,5469,TBD,,,,,TBD,,,
213,5471,TBD,,,,,TBD,,,
249,5483,TBD,,,,,TBD,,,
221,5499,TBD,,,,,TBD,,,
267,5617,TBD,,,,,TBD,,,
137,5703,TBD,,,,,TBD,,,
324,5706,TBD,,,,,TBD,,,
254,5728,TBD,,,,,TBD,,,
162,5777,TBD,,,,,TBD,,,
197,5842,TBD,,,,,TBD,,,
206,5844,TBD,,,,,TBD,,,
234,5888,TBD,,,,,TBD,,,
78,5898,TBD,,,,,TBD,,,
482,6476,TBD,,,,,TBD,,,
5,6878,TBD,,,,,TBD,,,
2,7280,TBD,,,,,TBD,,,
,,,,,,,,,,
