DC Number,Type,Date,Application,Summary,Status,CRQ,CRQ Link,Cell
2971,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
4047,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
7047,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
6059,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
6074,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
6091,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
6097,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
6858,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
7014,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
7016,Enhancement,8/14/2025,Atlas Moves,Common Relayer deployment & Receiving policy migration,Scheduled,CHG3405469,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=590a8ca9975faa1033c7b9f6f053af30&recordUrl=change_request.do%3Fsys_id%3D590a8ca9975faa1033c7b9f6f053af30&sysparm_stack=&sysparm_view=,10
2971,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
4047,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
7047,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
6059,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
6074,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
6091,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
6097,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
6858,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
7014,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
7016,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,10
2364,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
4020,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
6055,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
6062,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
6071,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
6073,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
6099,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
7019,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
7030,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
7055,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,11
3010,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
4154,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
6072,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
6085,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
6095,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
6096,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
7012,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
7017,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
7023,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
8851,Bug Fix,8/15/2025,Atlas Loading,Atlas Loading defects and vulnerability fixes,Scheduled,CHG3391468,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=dda4d9638743a6507e997595dabb3537&recordUrl=change_request.do%3Fsys_id%3Ddda4d9638743a6507e997595dabb3537&sysparm_stack=&sysparm_view=,12
6056,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
6064,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
6090,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
7010,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
7015,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
7018,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
7024,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
7079,Bug Fix,8/15/2025,Shore,Fixing LTC orders with order id -1 in Atlas Shore to prevent duplicate line IDs and failed sales transactions.,Scheduled,CHG3415966,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c3d67352475362546f752d12736d430e&recordUrl=change_request.do%3Fsys_id%3Dc3d67352475362546f752d12736d430e&sysparm_stack=&sysparm_view=,0
6042,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6057,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6065,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6077,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6082,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6083,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6084,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
8348,Pilot,8/18/2025,Count It,Upgrading COUNT to Walmart Cosmos SDK (a toolkit for building software) ,Scheduled,CHG3413257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e168d89697d7e690eb32f7771153af84&recordUrl=change_request.do%3Fsys_id%3De168d89697d7e690eb32f7771153af84&sysparm_stack=&sysparm_view=,1
6099,Bug Fix,8/18/2025,Count It,Fixing COUNTit data mismatch by updating aggregated counts to match detailed records,Scheduled,CHG3416314,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=22aad4ae97d3a2d0eb32f7771153afdc&recordUrl=change_request.do%3Fsys_id%3D22aad4ae97d3a2d0eb32f7771153afdc&sysparm_stack=&sysparm_view=,12
7018,Bug Fix,8/18/2025,Count It,Fixing COUNTit data mismatch by updating aggregated counts to match detailed records,Scheduled,CHG3416314,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=22aad4ae97d3a2d0eb32f7771153afdc&recordUrl=change_request.do%3Fsys_id%3D22aad4ae97d3a2d0eb32f7771153afdc&sysparm_stack=&sysparm_view=,0
6042,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6057,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6065,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6077,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6082,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6083,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6084,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
8348,Enhancement,8/18/2025,Location,Enabling Rapid Relayer for GLS Atlas Location to improve location event processing.,Scheduled,CHG3409580,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f93d7794793aa50558cc8c4f16d4363&recordUrl=change_request.do%3Fsys_id%3D8f93d7794793aa50558cc8c4f16d4363&sysparm_stack=&sysparm_view=,1
6056,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
6064,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
6090,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
7010,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
7015,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
7018,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
7024,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
7079,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,0
6042,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,1
6057,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,1
6065,Enhancement,8/19/2025,Atlas Moves,Rotating ATLAS GDC Moves service account passwords,Scheduled,CHG3414620,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=242ae5de4797ea904a1bfc97536d431c&recordUrl=change_request.do%3Fsys_id%3D242ae5de4797ea904a1bfc97536d431c&sysparm_stack=&sysparm_view=,1
