Market,Region,Store Number,Percentage
459,58,5140,114.35%
459,58,5338,54.40%
459,58,5886,26.42%
459,58,5996,51.55%
460,58,2077,61.41%
460,58,2094,89.16%
460,58,2245,63.22%
460,58,2494,59.60%
460,58,2527,45.09%
460,58,2708,65.08%
460,58,2952,30.26%
460,58,5075,43.43%
461,58,1747,54.25%
461,58,1853,53.12%
461,58,1899,90.69%
461,58,1912,63.84%
461,58,2028,53.46%
461,58,2842,37.37%
461,58,5193,59.54%
461,58,5425,96.77%
462,58,1756,100.46%
462,58,1862,56.01%
462,58,1922,67.24%
462,58,1941,74.61%
462,58,1992,17.03%
462,58,2288,53.79%
462,58,3464,85.62%
462,58,3796,81.67%
463,58,1555,34.87%
463,58,1805,55.11%
463,58,1832,49.29%
463,58,1859,4.97%
463,58,1915,46.74%
463,58,2181,31.32%
463,58,5096,59.63%
463,58,5156,77.36%
463,58,5335,28.00%
464,58,2082,55.06%
464,58,2242,74.28%
464,58,2523,55.36%
464,58,2546,37.40%
464,58,3248,51.73%
464,58,5032,47.74%
464,58,5641,41.29%
464,58,5930,57.32%
466,58,2206,105.14%
466,58,2218,105.58%
466,58,2495,70.27%
466,58,2517,48.12%
466,58,2636,119.23%
466,58,4171,62.11%
466,58,5644,62.20%
Region Total,58,,60.26%
485,59,998,57.69%
485,59,2425,89.10%
485,59,2442,76.95%
485,59,4198,65.80%
485,59,5149,28.95%
485,59,5207,70.02%
485,59,5308,94.20%
485,59,5372,76.93%
485,59,5421,50.03%
485,59,5427,44.94%
485,59,5452,69.61%
485,59,6172,71.94%
485,59,6500,72.14%
494,59,3110,50.78%
494,59,4053,70.09%
494,59,4054,114.12%
494,59,4413,117.92%
494,59,4607,15.03%
494,59,5408,76.43%
494,59,5695,71.29%
494,59,5767,53.79%
494,59,5804,125.00%
494,59,6390,106.63%
494,59,6470,63.08%
496,59,2840,125.00%
496,59,3646,68.10%
496,59,3713,54.96%
496,59,3724,94.48%
496,59,3899,75.78%
496,59,4519,55.45%
496,59,4525,105.06%
496,59,4530,62.60%
496,59,5279,60.70%
496,59,5291,62.74%
496,59,5378,53.45%
496,59,6174,116.47%
497,59,2328,38.91%
497,59,2465,87.92%
497,59,2699,46.86%
497,59,2731,62.84%
497,59,3338,47.96%
497,59,3628,40.62%
497,59,4145,69.72%
497,59,4206,88.81%
497,59,4443,75.59%
497,59,4445,43.33%
497,59,4452,33.66%
497,59,5371,46.22%
497,59,5813,36.71%
497,59,7339,74.91%
498,59,3603,48.51%
498,59,3605,52.30%
498,59,3614,77.83%
498,59,3622,66.75%
498,59,3959,39.11%
498,59,4524,125.00%
498,59,5135,32.02%
498,59,5183,58.14%
498,59,5297,58.03%
498,59,5467,35.01%
498,59,5734,26.94%
498,59,5908,19.01%
499,59,3359,125.00%
499,59,3504,42.37%
499,59,4148,25.59%
499,59,4432,25.39%
499,59,4848,101.98%
499,59,6962,38.45%
499,59,7004,35.89%
499,59,7062,43.68%
499,59,7146,52.06%
499,59,7180,52.10%
499,59,7296,32.99%
499,59,7304,66.74%
499,59,7315,42.68%
500,59,2414,87.09%
500,59,3411,75.26%
500,59,3456,50.06%
500,59,3600,58.44%
500,59,4147,87.09%
500,59,4157,62.38%
500,59,4545,34.88%
500,59,5829,27.93%
500,59,7222,97.88%
500,59,7235,115.36%
500,59,7334,125.00%
500,59,7337,116.66%
500,59,7340,76.73%
502,59,3156,71.29%
502,59,3157,125.00%
502,59,3299,52.57%
502,59,3330,72.92%
502,59,3880,87.16%
502,59,4184,125.00%
502,59,4220,91.29%
502,59,4388,65.42%
502,59,5754,61.82%
502,59,5755,85.60%
502,59,6226,59.98%
502,59,6798,125.00%
502,59,6936,91.38%
502,59,7174,125.00%
502,59,7177,59.92%
509,59,4431,62.01%
509,59,5013,87.18%
509,59,5014,86.23%
509,59,5393,41.17%
509,59,6176,50.05%
509,59,6233,58.37%
509,59,6243,73.59%
509,59,6263,73.73%
509,59,6264,52.44%
509,59,6586,29.20%
509,59,6814,49.93%
509,59,6828,109.19%
509,59,7205,75.48%
509,59,7206,31.82%
516,59,377,20.89%
516,59,2870,63.49%
516,59,2887,45.94%
516,59,3442,22.39%
516,59,3638,57.20%
516,59,5367,40.57%
516,59,5383,49.36%
516,59,5923,20.02%
516,59,7098,37.35%
516,59,7137,52.81%
516,59,7162,125.00%
516,59,7209,38.35%
516,59,7218,24.32%
516,59,7329,80.94%
546,59,840,83.23%
546,59,920,73.10%
546,59,2773,91.64%
546,59,2801,125.00%
546,59,2858,45.57%
546,59,4421,43.02%
546,59,4426,46.79%
546,59,4517,82.38%
546,59,4527,105.62%
546,59,5198,75.68%
546,59,5903,28.61%
546,59,5907,24.83%
546,59,6732,52.63%
554,59,3070,77.00%
554,59,3071,68.43%
554,59,3072,102.53%
554,59,3074,0.00%
554,59,3619,46.12%
554,59,3635,50.35%
554,59,4528,28.55%
554,59,4692,35.51%
554,59,5143,18.44%
554,59,5188,12.56%
554,59,5267,64.31%
554,59,5815,62.29%
554,59,7601,125.00%
566,59,2488,102.57%
566,59,4188,51.68%
566,59,4469,90.38%
566,59,4589,23.85%
566,59,4591,31.03%
566,59,5059,38.00%
566,59,5107,22.03%
566,59,5119,18.44%
566,59,5148,125.00%
566,59,5182,48.50%
566,59,5716,22.00%
566,59,5925,125.00%
566,59,7342,77.05%
Region Total,59,,64.72%
467,60,2249,79.03%
467,60,2469,45.09%
467,60,3218,70.06%
467,60,3531,63.30%
467,60,3537,82.20%
467,60,3705,45.28%
467,60,3850,62.32%
467,60,4137,85.86%
467,60,5853,81.56%
469,60,2070,125.00%
469,60,2071,49.33%
469,60,2074,57.01%
469,60,2188,72.44%
469,60,2710,91.56%
469,60,2711,49.55%
469,60,2722,125.00%
469,60,4359,80.82%
469,60,4474,125.00%
471,60,2319,30.29%
471,60,2450,89.48%
471,60,2594,43.64%
471,60,2595,76.53%
471,60,2596,53.00%
471,60,3053,91.78%
471,60,3757,101.33%
471,60,3801,89.08%
471,60,5628,37.16%
472,60,2037,21.08%
472,60,2121,54.18%
472,60,2196,48.49%
472,60,2317,73.00%
472,60,2325,101.93%
472,60,5272,56.21%
472,60,5273,88.70%
472,60,5861,80.65%
473,60,1947,64.88%
473,60,2007,86.74%
473,60,2016,79.03%
473,60,2187,77.37%
473,60,2269,41.52%
473,60,3217,25.70%
473,60,3260,38.59%
473,60,3754,32.94%
473,60,5078,61.38%
474,60,2485,60.70%
474,60,2539,90.91%
474,60,2549,97.22%
474,60,2865,15.63%
474,60,3472,64.51%
474,60,3511,82.32%
474,60,4249,46.83%
474,60,4394,61.42%
474,60,4395,64.85%
474,60,5883,89.86%
475,60,1817,63.21%
475,60,1870,60.47%
475,60,1889,54.72%
475,60,2006,64.47%
475,60,2101,73.02%
475,60,2241,30.54%
475,60,2476,69.59%
475,60,2492,52.92%
475,60,3261,48.49%
475,60,3380,106.13%
475,60,5869,76.42%
476,60,1876,83.76%
476,60,2422,30.96%
476,60,2550,62.30%
476,60,2927,106.02%
476,60,2947,28.49%
476,60,3742,69.77%
476,60,5461,58.79%
476,60,5462,36.48%
476,60,5929,91.53%
477,60,1784,62.27%
477,60,1793,122.23%
477,60,1843,53.18%
477,60,1920,21.73%
477,60,4176,125.00%
477,60,4221,77.48%
477,60,5368,68.32%
477,60,5440,85.92%
477,60,5935,89.45%
478,60,1775,80.88%
478,60,1925,77.05%
478,60,2075,57.40%
478,60,2243,97.31%
478,60,2315,103.39%
478,60,2538,45.13%
478,60,3239,98.58%
478,60,3258,109.98%
478,60,5396,76.58%
514,60,2385,48.22%
514,60,2403,82.44%
514,60,2516,50.09%
514,60,2571,116.42%
514,60,3525,67.66%
514,60,3794,63.74%
514,60,5041,63.96%
514,60,5073,45.40%
Region Total,60,,69.67%
9,61,3049,70.27%
9,61,3143,31.26%
9,61,3357,54.39%
9,61,3377,53.45%
9,61,4264,43.70%
9,61,4293,122.88%
9,61,4324,94.48%
9,61,4473,125.00%
9,61,4490,73.84%
9,61,4603,65.73%
9,61,5304,20.02%
9,61,5725,67.92%
397,61,3354,8.86%
397,61,3355,103.96%
397,61,3356,37.98%
397,61,3655,86.48%
397,61,3788,49.77%
397,61,4339,77.54%
397,61,5258,46.64%
397,61,5259,30.13%
397,61,5269,82.86%
397,61,5306,29.65%
397,61,5423,76.18%
481,61,2226,60.86%
481,61,3138,75.18%
481,61,3139,78.39%
481,61,3140,40.51%
481,61,3141,64.73%
481,61,3147,29.74%
481,61,3179,99.14%
481,61,5602,32.04%
481,61,5604,30.32%
481,61,5605,10.59%
481,61,5643,98.68%
481,61,5658,44.60%
481,61,5659,51.58%
481,61,5664,37.51%
490,61,3019,27.78%
490,61,3082,38.99%
490,61,3083,33.29%
490,61,3126,58.18%
490,61,3127,25.70%
490,61,3128,36.45%
490,61,3175,125.00%
490,61,3176,117.88%
490,61,3740,85.60%
490,61,4196,51.77%
490,61,4491,42.37%
490,61,4747,70.61%
490,61,5828,60.42%
491,61,3152,61.61%
491,61,3153,46.46%
491,61,3154,56.91%
491,61,3155,68.51%
491,61,3172,125.00%
491,61,3173,36.90%
491,61,4138,125.00%
491,61,4139,65.30%
491,61,4625,75.71%
491,61,4626,125.00%
491,61,5855,89.97%
491,61,5990,125.00%
491,61,5991,86.57%
491,61,6585,50.98%
510,61,2632,91.06%
510,61,3314,99.80%
510,61,3315,24.36%
510,61,3604,74.53%
510,61,3844,45.94%
510,61,3845,38.82%
510,61,3846,49.97%
510,61,4218,125.00%
510,61,4233,47.81%
510,61,4275,14.05%
510,61,5257,50.85%
510,61,5332,44.60%
510,61,5349,63.00%
510,61,7320,46.50%
512,61,2486,85.42%
512,61,2689,46.30%
512,61,3023,123.90%
512,61,3046,56.20%
512,61,3047,51.65%
512,61,3123,95.39%
512,61,4174,33.37%
512,61,5610,42.43%
512,61,5611,112.66%
512,61,5633,88.08%
512,61,5634,52.12%
512,61,5635,74.98%
515,61,2487,40.35%
515,61,2826,28.79%
515,61,2998,66.36%
515,61,3026,35.81%
515,61,3131,48.10%
515,61,3132,28.55%
515,61,3133,44.60%
515,61,4762,47.33%
515,61,5600,61.00%
515,61,5663,39.62%
515,61,5689,72.34%
515,61,5691,80.55%
515,61,8958,60.86%
550,61,2590,123.59%
550,61,3050,55.40%
550,61,3098,119.29%
550,61,3144,89.32%
550,61,3145,74.36%
550,61,3146,50.78%
550,61,3178,69.02%
550,61,4178,48.26%
550,61,4757,42.97%
550,61,5627,75.16%
550,61,5678,66.30%
550,61,5993,67.47%
550,61,5994,82.82%
551,61,3084,67.88%
551,61,3099,46.64%
551,61,3101,109.42%
551,61,4134,100.62%
551,61,4169,39.58%
551,61,5008,110.67%
551,61,5601,115.71%
551,61,5603,55.63%
551,61,5637,51.58%
551,61,5640,89.26%
551,61,5661,82.59%
551,61,5684,60.86%
552,61,2468,125.00%
552,61,3022,53.14%
552,61,3090,57.36%
552,61,4127,29.42%
552,61,4759,48.79%
552,61,5007,108.30%
552,61,5606,80.88%
552,61,5608,18.53%
552,61,5609,71.84%
552,61,5683,33.16%
552,61,5979,77.45%
552,61,5981,76.59%
552,61,5982,56.45%
557,61,3094,91.86%
557,61,3988,20.68%
557,61,4100,72.79%
557,61,4180,48.41%
557,61,4494,65.07%
557,61,4700,21.46%
557,61,4706,34.08%
557,61,5109,85.01%
557,61,5110,111.99%
557,61,5205,75.55%
557,61,5206,77.95%
557,61,7043,36.58%
557,61,7168,125.00%
Region Total,61,,65.27%
58,64,2979,114.20%
58,64,2981,125.00%
58,64,3043,18.91%
58,64,3135,125.00%
58,64,3341,125.00%
58,64,3392,52.84%
58,64,3419,100.68%
58,64,3594,86.73%
58,64,3653,125.00%
58,64,5613,64.36%
58,64,5614,63.36%
58,64,5624,54.14%
58,64,6578,80.77%
58,64,7251,74.91%
58,64,7347,68.84%
504,64,2974,32.78%
504,64,2995,22.94%
504,64,3198,125.00%
504,64,3199,52.92%
504,64,3287,62.19%
504,64,3521,15.18%
504,64,3574,18.06%
504,64,4104,51.37%
504,64,4182,48.95%
504,64,4453,102.47%
504,64,5657,93.08%
504,64,5963,54.45%
504,64,6078,0.00%
504,64,6851,38.99%
504,64,6966,48.31%
507,64,2395,16.72%
507,64,2880,98.63%
507,64,3340,54.98%
507,64,3457,72.87%
507,64,3508,15.66%
507,64,4390,55.25%
507,64,4585,84.19%
507,64,4655,103.95%
507,64,5093,120.34%
507,64,5336,41.98%
507,64,5364,34.39%
507,64,5840,85.62%
507,64,6170,91.56%
507,64,6942,54.37%
526,64,3661,50.45%
526,64,4105,39.23%
526,64,4366,18.71%
526,64,4415,11.23%
526,64,5108,43.09%
526,64,5726,36.45%
526,64,5782,26.36%
526,64,5960,46.33%
526,64,5962,78.92%
526,64,6587,12.21%
526,64,6813,13.58%
526,64,7229,42.97%
528,64,2835,125.00%
528,64,3449,125.00%
528,64,3450,66.66%
528,64,4056,37.57%
528,64,5224,38.93%
528,64,5226,125.00%
528,64,5290,55.63%
528,64,5490,76.20%
528,64,5715,19.40%
528,64,6098,33.09%
528,64,6159,11.35%
528,64,6459,66.69%
528,64,6786,53.11%
528,64,6850,40.19%
528,64,7220,62.68%
528,64,7311,33.52%
533,64,2393,49.97%
533,64,2394,51.20%
533,64,2875,65.44%
533,64,2876,67.68%
533,64,2877,71.05%
533,64,2878,83.06%
533,64,2984,51.26%
533,64,3202,12.35%
533,64,3275,42.76%
533,64,3327,70.78%
533,64,3615,68.59%
533,64,3637,69.42%
533,64,5286,72.91%
533,64,5314,32.28%
533,64,5323,54.37%
533,64,5805,48.31%
533,64,5863,91.45%
533,64,7308,47.08%
541,64,3727,93.08%
541,64,3736,67.72%
541,64,4048,125.00%
541,64,4659,73.00%
541,64,5125,31.72%
541,64,5310,125.00%
541,64,5327,77.40%
541,64,5328,125.00%
541,64,5773,125.00%
541,64,7233,43.09%
541,64,7241,73.16%
541,64,7262,41.25%
542,64,2919,87.35%
542,64,2940,69.19%
542,64,3743,80.00%
542,64,3745,88.58%
542,64,3746,86.38%
542,64,3752,107.16%
542,64,4114,68.32%
542,64,4193,72.34%
542,64,4367,42.65%
542,64,4371,47.96%
542,64,4373,11.33%
542,64,4577,121.43%
542,64,4605,42.06%
542,64,4674,56.00%
542,64,5204,58.24%
542,64,5700,16.83%
543,64,3042,76.73%
543,64,3703,70.39%
543,64,4586,103.20%
543,64,5081,39.41%
543,64,5102,68.19%
543,64,5464,77.37%
543,64,5722,62.04%
543,64,5774,91.14%
543,64,5776,125.00%
543,64,5832,52.88%
543,64,6165,87.55%
543,64,6166,75.10%
543,64,6323,83.41%
543,64,6577,36.48%
543,64,6588,69.37%
543,64,6849,86.63%
543,64,7099,26.98%
561,64,2397,52.32%
561,64,2433,38.47%
561,64,2975,72.07%
561,64,2976,54.87%
561,64,2977,33.72%
561,64,3015,57.20%
561,64,3204,62.21%
561,64,3530,11.95%
561,64,3870,16.77%
561,64,4046,40.67%
561,64,5021,69.19%
561,64,5824,33.30%
561,64,7224,35.40%
561,64,7232,83.67%
561,64,7240,104.34%
562,64,3452,16.35%
562,64,3509,23.43%
562,64,3542,51.08%
562,64,3579,37.03%
562,64,4465,42.72%
562,64,4466,53.24%
562,64,4468,57.73%
562,64,4618,31.72%
562,64,5094,57.14%
562,64,5353,56.39%
562,64,6583,108.51%
562,64,6590,61.38%
562,64,7309,43.21%
562,64,7357,38.60%
562,64,7361,44.60%
570,64,2451,115.61%
570,64,3317,71.16%
570,64,3385,103.89%
570,64,3512,75.32%
570,64,3517,73.33%
570,64,4464,125.00%
570,64,4676,92.70%
570,64,5675,100.72%
570,64,5702,38.24%
570,64,7349,46.60%
570,64,7362,26.86%
Region Total,64,,62.86%
96,72,2499,94.77%
96,72,3162,48.16%
96,72,4142,19.59%
96,72,4160,31.81%
96,72,4197,83.37%
96,72,4211,72.73%
96,72,4425,73.92%
96,72,5106,94.67%
96,72,5132,71.81%
96,72,5179,48.83%
96,72,5365,33.44%
96,72,5366,57.23%
96,72,6894,67.01%
102,72,2392,56.71%
102,72,3066,32.12%
102,72,4354,66.38%
102,72,5321,51.98%
102,72,5451,56.32%
102,72,5453,84.33%
102,72,5622,66.60%
102,72,5826,22.15%
102,72,6937,45.23%
102,72,6941,55.54%
102,72,6968,64.83%
102,72,7221,81.43%
102,72,7298,77.54%
102,72,7307,30.23%
103,72,2907,37.88%
103,72,2930,36.86%
103,72,3183,63.31%
103,72,3935,53.85%
103,72,4140,44.39%
103,72,4563,44.21%
103,72,4595,71.29%
103,72,4617,52.84%
103,72,4826,35.62%
103,72,5615,25.70%
103,72,5719,42.43%
103,72,5945,32.19%
488,72,2396,75.68%
488,72,2406,108.90%
488,72,3011,77.54%
488,72,3104,25.05%
488,72,4380,25.03%
488,72,4441,68.48%
488,72,4498,33.72%
488,72,4546,106.97%
488,72,4560,74.08%
488,72,5704,81.26%
488,72,5758,86.16%
488,72,5759,57.08%
488,72,6967,35.59%
488,72,7299,77.58%
492,72,2431,67.94%
492,72,2743,38.87%
492,72,3593,79.20%
492,72,3599,46.76%
492,72,3990,54.46%
492,72,4619,14.86%
492,72,4654,60.05%
492,72,5043,61.36%
492,72,5122,125.00%
492,72,5459,49.95%
492,72,5780,83.90%
492,72,6876,83.76%
492,72,6943,37.12%
492,72,6975,54.55%
534,72,2686,50.44%
534,72,2741,30.87%
534,72,2742,47.25%
534,72,3164,77.95%
534,72,3479,77.54%
534,72,3654,31.49%
534,72,4375,94.71%
534,72,4376,61.20%
534,72,4686,45.40%
534,72,5738,24.59%
534,72,5837,57.45%
534,72,6953,32.00%
534,72,6971,46.06%
537,72,2744,53.08%
537,72,2745,76.31%
537,72,3168,56.36%
537,72,3723,17.93%
537,72,4128,39.03%
537,72,4516,54.20%
537,72,4579,68.16%
537,72,5737,78.40%
537,72,5789,42.72%
537,72,5790,80.62%
537,72,6960,35.79%
537,72,7242,45.02%
537,72,7317,47.46%
538,72,2839,62.76%
538,72,3062,102.78%
538,72,3111,55.45%
538,72,3238,63.64%
538,72,4057,57.03%
538,72,4470,42.43%
538,72,4478,44.69%
538,72,5692,47.28%
538,72,5693,23.74%
538,72,5791,63.13%
538,72,7072,70.16%
538,72,7127,52.11%
544,72,2500,18.60%
544,72,3184,111.00%
544,72,3424,42.86%
544,72,4189,73.20%
544,72,4504,110.46%
544,72,4580,76.85%
544,72,4672,125.00%
544,72,4673,93.20%
544,72,4691,125.00%
544,72,4756,62.57%
544,72,5062,94.23%
544,72,5100,95.95%
544,72,5248,82.75%
544,72,5256,59.92%
544,72,5769,51.86%
545,72,4210,108.37%
545,72,4357,33.19%
545,72,4582,28.55%
545,72,4648,80.38%
545,72,4657,64.94%
545,72,5098,71.55%
545,72,5623,125.00%
545,72,5653,98.54%
545,72,5740,125.00%
545,72,5744,48.51%
545,72,5771,34.96%
545,72,6531,66.15%
545,72,8861,64.38%
548,72,2391,103.44%
548,72,3013,125.00%
548,72,3161,82.52%
548,72,3414,46.37%
548,72,4141,45.40%
548,72,4667,63.28%
548,72,5221,96.27%
548,72,5255,68.36%
548,72,5654,70.95%
548,72,5670,125.00%
548,72,5760,57.14%
548,72,5831,80.50%
548,72,5876,56.32%
548,72,6207,70.27%
548,72,6548,62.42%
549,72,525,20.00%
549,72,2944,33.23%
549,72,3606,31.95%
549,72,3629,68.80%
549,72,3862,38.85%
549,72,4561,83.37%
549,72,5005,28.61%
549,72,5816,51.90%
549,72,5817,43.70%
549,72,5818,16.99%
549,72,5819,77.64%
549,72,5820,37.11%
549,72,6398,81.57%
559,72,3617,67.75%
559,72,3817,27.14%
559,72,4159,40.17%
559,72,4434,50.45%
559,72,4565,87.90%
559,72,5265,75.22%
559,72,5741,11.87%
559,72,5846,25.03%
559,72,5875,25.44%
559,72,5988,41.98%
559,72,6149,32.05%
Region Total,72,,60.48%
281,75,1968,104.91%
281,75,2009,31.79%
281,75,2045,95.51%
281,75,2577,125.00%
281,75,3489,69.52%
281,75,3780,106.83%
281,75,5450,85.22%
282,75,1875,122.38%
282,75,2279,95.82%
282,75,2435,125.00%
282,75,3481,65.69%
282,75,3490,104.67%
282,75,5228,108.21%
282,75,5382,74.49%
287,75,1525,123.36%
287,75,1730,76.73%
287,75,2295,106.49%
287,75,2795,46.67%
287,75,3219,83.02%
287,75,3869,38.64%
287,75,4191,48.41%
287,75,4350,66.17%
287,75,7032,86.90%
288,75,1631,96.12%
288,75,1682,125.00%
288,75,1687,61.70%
288,75,1759,53.00%
288,75,1773,89.14%
288,75,3214,125.00%
288,75,3265,77.26%
288,75,3831,125.00%
288,75,4623,125.00%
289,75,1688,104.87%
289,75,1811,125.00%
289,75,1841,125.00%
289,75,2529,68.44%
289,75,3216,72.77%
289,75,3644,96.05%
289,75,4064,125.00%
289,75,5253,93.18%
289,75,5488,125.00%
289,75,5922,117.56%
290,75,1424,109.85%
290,75,1523,48.41%
290,75,1524,125.00%
290,75,1969,118.43%
290,75,2160,125.00%
290,75,2808,125.00%
290,75,2821,125.00%
290,75,4476,108.21%
290,75,5847,53.76%
291,75,1833,66.92%
291,75,1852,46.48%
291,75,2136,61.91%
291,75,2438,72.14%
291,75,2520,118.54%
291,75,3588,16.38%
291,75,4258,76.05%
291,75,4638,30.66%
291,75,5343,70.58%
291,75,5731,50.72%
293,75,1867,86.03%
293,75,2248,89.91%
293,75,2412,48.44%
293,75,2436,94.22%
293,75,2850,62.11%
293,75,3720,106.95%
293,75,3804,94.25%
312,75,1243,125.00%
312,75,1292,75.95%
312,75,1301,72.08%
312,75,1309,125.00%
312,75,1652,90.58%
312,75,2312,75.60%
312,75,2337,81.50%
312,75,2762,87.59%
312,75,3243,55.86%
312,75,3770,103.46%
314,75,1345,97.80%
314,75,1399,72.45%
314,75,1465,85.77%
314,75,1486,47.68%
314,75,1934,80.50%
314,75,2645,87.63%
314,75,2705,57.71%
314,75,2805,81.65%
314,75,3768,87.45%
314,75,4636,63.84%
315,75,1335,73.45%
315,75,1344,125.00%
315,75,1350,74.03%
315,75,1726,96.04%
315,75,1780,78.48%
315,75,2565,41.54%
315,75,2807,117.19%
315,75,4682,80.56%
315,75,4697,53.84%
315,75,5117,125.00%
508,75,1716,79.72%
508,75,1717,125.00%
508,75,1893,66.08%
508,75,1981,49.74%
508,75,2799,63.56%
508,75,2853,67.88%
508,75,5345,86.00%
508,75,5779,100.39%
Region Total,75,,86.90%
189,76,1677,85.36%
189,76,1806,83.36%
189,76,2093,80.44%
189,76,2146,100.07%
189,76,2234,125.00%
189,76,2264,59.13%
189,76,2285,56.41%
189,76,2444,78.29%
189,76,2874,125.00%
191,76,1705,93.80%
191,76,1830,125.00%
191,76,1831,85.43%
191,76,1926,64.14%
191,76,2166,112.81%
191,76,2581,91.49%
191,76,2911,55.85%
191,76,3332,81.08%
191,76,5242,68.90%
192,76,1619,99.46%
192,76,1673,56.14%
192,76,1731,102.47%
192,76,1744,125.00%
192,76,1813,125.00%
192,76,2785,125.00%
192,76,2859,125.00%
192,76,3280,89.10%
192,76,3842,125.00%
194,76,1949,46.05%
194,76,1966,62.01%
194,76,1973,95.20%
194,76,2043,11.26%
194,76,2088,52.26%
194,76,2159,57.62%
194,76,2164,76.18%
194,76,2326,64.65%
194,76,2405,125.00%
194,76,5027,80.44%
195,76,1610,109.88%
195,76,1909,81.59%
195,76,1993,86.48%
195,76,2107,108.27%
195,76,2210,120.53%
195,76,2355,125.00%
195,76,2586,78.00%
195,76,3607,95.17%
195,76,4597,34.23%
195,76,5282,60.86%
228,76,1656,88.70%
228,76,2278,73.86%
228,76,2561,63.95%
228,76,2597,70.40%
228,76,2674,81.99%
228,76,2909,55.12%
228,76,3253,51.90%
228,76,3281,84.29%
228,76,3429,54.19%
228,76,3514,75.67%
228,76,5360,113.12%
228,76,5445,89.07%
231,76,1765,111.20%
231,76,1935,85.75%
231,76,2059,67.55%
231,76,2318,88.97%
231,76,2502,76.60%
231,76,2663,86.88%
231,76,2664,53.73%
231,76,3228,80.16%
231,76,5241,98.32%
231,76,5356,68.23%
280,76,1674,84.30%
280,76,1703,58.73%
280,76,2233,59.81%
280,76,2357,59.16%
280,76,2551,53.56%
280,76,2566,84.73%
280,76,2756,84.29%
280,76,2790,88.99%
280,76,4423,103.04%
283,76,1985,122.17%
283,76,2194,74.65%
283,76,2258,79.85%
283,76,3035,56.43%
283,76,5129,47.11%
283,76,5753,109.06%
283,76,5936,104.23%
283,76,5968,57.05%
286,76,1406,89.11%
286,76,1825,21.63%
286,76,2437,110.81%
286,76,2564,42.37%
286,76,2647,43.53%
286,76,3344,61.96%
286,76,3573,50.57%
286,76,4514,44.33%
286,76,5105,69.34%
286,76,6952,54.41%
292,76,1904,47.53%
292,76,2015,64.05%
292,76,2038,51.77%
292,76,3077,20.48%
292,76,3639,66.39%
292,76,5227,57.86%
292,76,5880,25.72%
292,76,5969,11.79%
320,76,1522,78.71%
320,76,1544,122.36%
320,76,1653,94.14%
320,76,1714,67.75%
320,76,2027,50.42%
320,76,2083,96.59%
320,76,2474,71.63%
320,76,2696,41.75%
320,76,2809,65.09%
320,76,2833,62.83%
320,76,2894,115.26%
320,76,3215,125.00%
320,76,4372,81.43%
Region Total,76,,78.36%
