Store Nbr,Store Name,Shipper vs Non Shipper
4259,"SHELBYVILLE, IL",Shipper
4260,"PORT ST LUCIE (SW), FL",Shipper
4262,"THE VILLAGES (N), FL",Shipper
4272,"LOGAN (S), UT",Shipper
4273,"LELAND, NC",Shipper
4274,"LOWESVILLE, NC",Shipper
4276,"TAYLOR, PA",Shipper
4277,"HURRICANE, WV",Shipper
4278,"QUINCY, WV",Shipper
4279,"MIDLOTHIAN, TX",Shipper
4281,"LADYSMITH, WI",Shipper
4283,"COLUMBUS (AIRPORT), GA",Shipper
4284,"LAKEWOOD (2ND ST), CO",Shipper
4285,"CLEVELAND (SW), OH",Shipper
4286,"MONTGOMERY, IL",Shipper
4288,"BROOMFIELD, CO",Shipper
4295,"ALEXANDRIA, LA",Shipper
4298,"HOUSTON (REDSTONE), TX",Shipper
4299,"LUBBOCK (SW), TX",Shipper
4303,MIAMI N CENTRAL FL,Shipper
4309,"ORANGEVALE, CA",Shipper
4317,"TEHACHAPI, CA",Shipper
4318,"MILLBROOK, AL",Shipper
4321,"WICHITA (N), KS",Shipper
4322,"CRETE, NE",Shipper
4323,"KANKAKEE, IL",Shipper
4325,"YUMA (FOOTHILLS), AZ",Shipper
4330,"CHELSEA, AL",Shipper
4332,"ORLANDO (TURKEY LAKE), FL",Shipper
4333,"FAIRHOPE, AL",Shipper
4334,"WEAVERVILLE, NC",Shipper
4335,"FALCON (PEYTON), CO",Shipper
4336,"EL MIRAGE, AZ",Shipper
4337,"SAN LUIS, AZ",Shipper
4340,"HESPERIA, CA",Shipper
4341,"TRUTH OR CONSEQUENCES, NM",Shipper
4348,"ROARING SPRING, PA",Shipper
4350,"KILMARNOCK, VA",Shipper
4352,"FARGO (S), ND",Shipper
4355,TAYLOR AZ,Shipper
4356,"LAS VEGAS (RAINBOW), NV",Shipper
4358,"OMAHA (RANCH), NE",Shipper
4365,ORLANDO FL,Shipper
4368,"OCALA (SE), FL",Shipper
4370,"FERNLEY, NV",Shipper
4372,"KINGWOOD, WV",Shipper
4374,"LITCHFIELD, MN",Shipper
4377,"CRAIG, CO",Shipper
4378,"ONLEY, VA",Shipper
4381,"BRANSON, MO",Shipper
4383,"DEARBORN, MI",Shipper
4384,"MOUNT PLEASANT (N), SC",Shipper
4387,"WORCESTER, MA",Shipper
4389,"WOODSVILLE, NH",Shipper
4392,"VICTORVILLE (W), CA",Shipper
4393,"SACRAMENTO (WATT), CA",Shipper
4394,"AIRWAY HEIGHTS, WA",Shipper
4395,"POST FALLS, ID",Shipper
4399,ELKHART WEST IN,Shipper
4403,"QUEENSBURY, NY",Shipper
4404,"ETTERS, PA",Shipper
4405,"AURORA (NE), IL",Shipper
4407,"MONTGOMERY (E), AL",Shipper
4409,"ROCKMART, GA",Shipper
4410,"GRANITE FALLS, NC",Shipper
4412,"LAUREL, MT",Shipper
4414,"SMITHVILLE, TN",Shipper
4416,"HOUSTON (SMILI), TX",Shipper
4417,"CAMBY, IN",Shipper
4420,"BATESBURG-LEESVILLE, SC",Shipper
4423,"MARTINSBURG (N), WV",Shipper
4424,WARREN MI,Shipper
4427,"TALLAHASSEE (NW), FL",Shipper
4428,"ASHEVILLE (FLEX), NC",Shipper
4430,"MARICOPA, AZ",Shipper
4435,"NASHVILLE (NW), TN",Shipper
4436,"ALPHARETTA (NE), GA",Shipper
4438,"SARATOGA SPRINGS, UT",Shipper
4439,"PAW PAW, MI",Shipper
4440,"BALLENTINE (IRMO), SC",Shipper
4444,"JACKSONVILLE (AVE), FL",Shipper
4446,"WEST PALM BEACH (N), FL",Shipper
4450,"MIDDLETOWN, KY",Shipper
4451,"QUEEN CREEK (N), AZ",Shipper
4456,"SOMMERDALE, NJ",Shipper
4457,"BENNETTSVILLE, SC",Shipper
4458,"HOLLY SPRINGS, NC",Shipper
4459,"NASHVILLE, NC",Shipper
4460,"NORTH LITTLE ROCK(MAU),AR",Shipper
4461,"LOUISA, KY",Shipper
4472,"LITHONIA (STONECRST), GA",Shipper
4475,"OLATHE (W), KS",Shipper
4476,"RICHMOND (360 WEST), VA",Shipper
4477,"HIGH POINT (N), NC",Shipper
4479,"PERRYSBURG, OH",Shipper
4482,"MOUNT JULIET, TN",Shipper
4483,"WHITE HOUSE, TN",Shipper
4484,"RALEIGH (TRI.MALL), NC",Shipper
4487,"AIKEN (N), SC",Shipper
4488,"MARINA, CA",Shipper
4497,"HUEYTOWN, AL",Shipper
4499,"ZEBULON, NC",Shipper
4501,"WEST BROWNSVILLE, PA",Shipper
4503,GRAND PRAIRIE PIONEER PKW,Shipper
4506,"COLUMBIA, SC",Shipper
4508,"PENITAS, TX",Shipper
4509,"BENBROOK, TX",Shipper
4511,"SILVIS, IL",Shipper
4512,KATY MORTON TX,Shipper
4514,"WINCHESTER (S), VA",Shipper
4520,"TALLAHASSEE (FALLS), FL",Shipper
4521,"LEXINGTON (S), SC",Shipper
4526,"HOUSTON, TX",Shipper
4529,"NEW LENOX, IL",Shipper
4531,"ROMEOVILLE, IL",Shipper
4533,"OAKLAND, TN",Shipper
4538,KATY FRY RD AND W LITTLE,Shipper
4540,"FOWLERVILLE, MI",Shipper
4543,"PARKER, AZ",Shipper
4553,KANSAS CITY (BLUE RDG) MO,Shipper
4554,"AUSTIN (NORTHCROSS), TX",Shipper
4556,"SAVANNAH (MALL), GA",Shipper
4557,"LAS VEGAS (MCLEOD), NV",Shipper
4558,"COVINGTON (W), GA",Shipper
4564,"GOLDSBORO (W), NC",Shipper
4567,"BRIGHTON, CO",Shipper
4568,"BLAIR, NE",Shipper
4569,"BOTTINEAU, ND",Shipper
4570,"ELLENVILLE, NY",Shipper
4574,"CONCORD (MILLS), NC",Shipper
4581,"MOBILE (DAWES), AL",Shipper
4583,"GREENVILLE (NE), SC",Shipper
4588,"ORLANDO (PRINCETON), FL",Shipper
4590,"LEES SUMMIT (S), MO",Shipper
4593,"ROCK HILL, SC",Shipper
4594,"CHERRYVILLE, NC",Shipper
4597,"NORTH TONAWANDA, NY",Shipper
4599,"TIMNATH, CO",Shipper
4600,"GRETNA, NE",Shipper
4601,"LAS CRUCES (N), NM",Shipper
4606,"OSCEOLA, IA",Shipper
4609,"CINCINNATI(COLERAIN), OH",Shipper
4611,"SHAWNEE (W), KS",Shipper
4612,"HAMBURG, PA",Shipper
4615,"TULSA (GLENPOOL), OK",Shipper
4616,"CLEVELAND, GA",Shipper
4623,"NEWPORT NEWS (S), VA",Shipper
4627,"DENTON (NW), TX",Shipper
4631,"HAMMOND (N), IN",Shipper
4635,"CLINTON, TN",Shipper
4636,"APPOMATTOX, VA",Shipper
4637,"BROKEN ARROW E., OK",Shipper
4638,"RUCKERSVILLE, VA",Shipper
4639,"ELIZABETH, CO",Shipper
4641,"HUNTLEY, IL",Shipper
4643,"ECONOMY, PA",Shipper
4644,"MOON TOWNSHIP, PA",Shipper
4653,"CHEYENNE (S), WY",Shipper
4660,"CLINTON TOWNSHIP, MI",Shipper
4664,"CONWAY, SC",Shipper
4677,"MUSKEGO, WI",Shipper
4678,"HURRICANE, UT",Shipper
4679,"WATSON, LA",Shipper
4681,"TAMPA (GANDY), FL",Shipper
4682,"GORDONSVILLE, VA",Shipper
4683,"BATON ROUGE (BURB), LA",Shipper
4687,KING OF PRUSSIA (HD) PA,Shipper
4689,"CEDAR HILLS, UT",Shipper
4690,"ST. PETERSBURG (C), FL",Shipper
4695,"GODFREY, IL",Shipper
4696,"HEBER CITY, UT",Shipper
4697,"LYNCHBURG (N), VA",Shipper
4699,"STREATOR, IL",Shipper
4734,ARVADA E CO,Shipper
4849,MOUNTAIN IRON MN,Shipper
4865,SIOUX FALLS N SD,Shipper
5003,PAGOSA SPRINGS CO,Shipper
5012,HAMILTON NJ,Shipper
5022,NEW ORLEANS (HRI) LA,Shipper
5023,NATIONAL CITY CA,Shipper
5025,FT WAYNE IN,Shipper
5027,LANCASTER NY,Shipper
5028,TOLEDO (C) OH,Shipper
5029,OREGON OH 11-11-02,Shipper
5030,TOLEDO (NW) OH,Shipper
5031,TUCSON AZ,Shipper
5033,"FORT MORGAN, CO",Shipper
5034,"FORT MYERS, FL",Shipper
5035,MULBERRY FL,Shipper
5036,TAMPA (GUNN) FL,Shipper
5037,YULEE FL,Shipper
5039,CAMDEN DE 11-12-02,Shipper
5041,BONNEY LAKE WA,Shipper
5044,GALENA IL,Shipper
5045,HOUSTON (SPG CYP) TX,Shipper
5046,CLAYTON NC,Shipper
5048,"NEW HUDSON, MI",Shipper
5049,LITTLETON (SW) CO,Shipper
5051,GREELEY (N) CO,Shipper
5054,"JACKSONVILLE (ATLAN), FL",Shipper
5055,"NAPLES (SE), FL",Shipper
5056,"PRAIRIEVILLE, LA",Shipper
5057,MURFREESBORO TN 11-12-02,Shipper
5058,NASHVILLE M BORO TN,Shipper
5060,ALGONQUIN IL,Shipper
5063,"CHARLOTTE (MATTHEWS), NC",Shipper
5064,KALAMAZOO MI 11-11-02,Shipper
5065,KALAMAZOO (NW) MI,Shipper
5066,AVON OH,Shipper
5070,LAS VEGAS (SW2) NV,Shipper
5071,LAWTON OK 11-12-02,Shipper
5075,OCEANSIDE CA,Shipper
5076,BREWER ME,Shipper
5078,"YAKIMA (W), WA",Shipper
5079,"PASS CHRISTIAN, MS",Shipper
5080,HURST TX,Shipper
5082,PARMA OH,Shipper
5085,"BELMONT, NC",Shipper
5087,NO. MYRTLE BEACH SC,Shipper
5088,"TRIDELPHIA, WV",Shipper
5090,"GREEN BAY, WI",Shipper
5091,HOUSTON ROSEHILL TX,Shipper
5092,LEWISVILLE (SE) TX,Shipper
5095,"HARTFORD, CT",Shipper
5096,"PALM DESERT (C.CITY), CA",Shipper
5097,SAGINAW MI,Shipper
5099,GRAND JUNCTION (W) CO,Shipper
5101,PAHRUMP NV,Shipper
5104,KETTERING OH,Shipper
5105,"FRONT ROYAL, VA",Shipper
5113,"PELL CITY, AL",Shipper
5115,DAVENPORT (W) IA,Shipper
5116,LA PORTE TX,Shipper
5117,WAYNESBORO VA,Shipper
5118,RALEIGH NC,Shipper
5123,COLORADO SPGS (NE) CO,Shipper
5124,"GLENDALE (MAINSTEE), AZ",Shipper
5126,CENTRE AL,Shipper
5127,"LA CROSSE (S), WI",Shipper
5133,"ANDERSON, CA",Shipper
5134,"BAKERSFIELD (SW), CA",Shipper
5136,MARYSVILLE CA,Shipper
5137,"AURORA (SE), CO",Shipper
5139,DIXON CA,Shipper
5141,"OMAHA (NW), NE",Shipper
5142,NEPTUNE NJ,Shipper
5144,SAN ANTONIO (NE) TX,Shipper
5145,SAN ANTONIO (VJ) TX,Shipper
5146,"SAN ANTONIO, TX",Shipper
5147,DALLAS (W) TX,Shipper
5150,"MAPLEWOOD, MO",Shipper
5151,"ROME (S), GA",Shipper
5154,"ROSEMEAD, CA",Shipper
5155,LAS CRUCES (SW) NM,Shipper
5156,"BEAUMONT, CA",Shipper
5157,"MORTON, IL",Shipper
5159,"WEST BRANCH, MI",Shipper
5160,JACKSON (W) MI,Shipper
5162,"SANTA CLARITA (W), CA",Shipper
5165,"ALAMO, TX",Shipper
5166,DEMING NM,Shipper
5167,PAYSON UT,Shipper
5168,"RICHFIELD, UTAH",Shipper
5170,SIDNEY NE,Shipper
5172,PERRY FL,Shipper
5173,DALTON (W) GA,Shipper
5174,SEMIMES AL,Shipper
5175,ALGOOD TN,Shipper
5184,CANA WINCHESTER OH,Shipper
5185,COLUMBUS WSW OH,Shipper
5186,"GILBERT (E), AZ",Shipper
5189,PHOENIX (MARYVALE) AZ,Shipper
5190,PHOENIX (HAPPY VALLEY) AZ,Shipper
5191,"FORNEY, TX",Shipper
5192,SACRAMENTO CA,Shipper
5193,"MORENO VALLEY, CA",Shipper
5196,"MEMPHIS(ELVIS/HOLMES), TN",Shipper
5197,OWENS CROSS ROADS AL,Shipper
5199,"ANTIOCH, IL",Shipper
5203,"LONDON, OH",Shipper
5210,"WYLIE, TX",Shipper
5211,MCKINNEY (SW) TX,Shipper
5214,ORLANDO LAKE WILSON FL,Shipper
5215,"DELANO, CA",Shipper
5216,"AMARILLO, (NW) TX",Shipper
5218,"ST. PETERSBURG, FL",Shipper
5219,"LAWRENCE, KS",Shipper
5220,TAMPA (DM WATERS) FL,Shipper
5231,"GALT, CA",Shipper
5232,"RIFLE, CO",Shipper
5233,"WEST VALLEY CITY (S), UT",Shipper
5234,"CLINTON, UT",Shipper
5235,"SANDY (E), UT",Shipper
5236,BOWLING GREEN (NW) KY,Shipper
5239,"BECHTELSVILLE, PA",Shipper
5240,"ITHACA, NY",Shipper
5241,"NORTH HUNTINGDON, PA",Shipper
5242,CICERO NY,Shipper
5244,"LITTLE ROCK (NW), AR",Shipper
5245,SAN ANTONIO (BROOKS) TX,Shipper
5246,"WHARTON, TX",Shipper
5247,"ROANOKE, TX",Shipper
5250,KISSIMMEE FL,Shipper
5251,"CHATTANOOGA (E.RIDGE), TN",Shipper
5252,LOGANVILLE GA,Shipper
5253,"CHESAPEAKE (SW), VA",Shipper
5254,"WAKE FOREST, NC",Shipper
5260,ROGERS (SOUTH) AR,Shipper
5261,"PINEVILLE, MO",Shipper
5262,"PELHAM(N), AL",Shipper
5263,CLEVELAND (S) TN,Shipper
5264,"OSPREY, FL",Shipper
5266,"NEW PORT RICHEY(NW),FL",Shipper
5270,LINDON UT,Shipper
5272,"POULSBO, WA",Shipper
5273,"SEQUIM, WA",Shipper
5275,WOODSTOCK (W) GA,Shipper
5278,CHICOPEE MA,Shipper
5280,"PORTAGE, MI",Shipper
5282,GREECE (E) NY,Shipper
5285,CANTON (NE) OH,Shipper
5287,"SPRING, TX",Shipper
5288,"SEAGOVILLE, TX",Shipper
5292,"RALEIGH (E), NC",Shipper
5293,VALLEY STREAM NY,Shipper
5295,"FARMINGDALE (LI) HD, NY",Shipper
5296,"BARBOURSVILLE, WV",Shipper
5298,GASTONIA NC,Shipper
5299,ORLANDO FL,Shipper
5300,"GIBSONTON, FL",Shipper
5301,WEST PALM BEACH FL,Shipper
5303,"PRESCOTT (W), AZ",Shipper
5307,GARDNER KS,Shipper
5309,OBERLIN OH,Shipper
5311,"MCKINNEY (NW), TX",Shipper
5312,FT WORTH (121) TX,Shipper
5313,LAKE ST. LOUIS MO,Shipper
5316,SAGINAW TX,Shipper
5317,AUSTIN (S) TX,Shipper
5319,"MACARTHUR, WV",Shipper
5320,GREENSBORO (SE) NC,Shipper
5325,MARGATE FL,Shipper
5326,OCALA (SW) FL,Shipper
5329,"PHOENIX, AZ",Shipper
5330,"PHOENIX, AZ",Shipper
5331,PHOENIX TOLLESON AZ,Shipper
5334,AURORA (DIA) CO,Shipper
5335,BRAWLEY CA,Shipper
5337,CLOVIS (N) CA,Shipper
5341,BROOMFIELD FLLRONS CO,Shipper
5342,YUMA (W) AZ,Shipper
5343,"FREDERICKSBURG, VA",Shipper
5346,MEBANE NC,Shipper
5347,FORT MYERS FL,Shipper
5348,"MONTGOMERY (C), AL",Shipper
5350,"SALT LAKE CITY, UT",Shipper
5352,BATAVIA IL,Shipper
5355,KENTON OH,Shipper
5356,BLAIRSVILLE PA,Shipper
5358,SHIPPENSBURG PA,Shipper
5359,AZLE TX,Shipper
5360,"TITUSVILLE, PA",Shipper
5361,"OMAHA, NE",Shipper
5363,"HAMPTON, GA",Shipper
5368,"SALEM (C), OR",Shipper
5369,"GOODYEAR, AZ",Shipper
5370,"LONGMONT (N), CO",Shipper
5373,"CHIPPEWA FALLS, WI",Shipper
5374,EATON OH,Shipper
5376,"TAWAS CITY, MI",Shipper
5379,"CONNELLSVILLE, PA",Shipper
5382,"PASADENA, MD",Shipper
5385,"DEFIANCE, OH",Shipper
5386,"GRAND HAVEN, MI",Shipper
5387,"MIDDLEFIELD, OH",Shipper
5388,"LEAGUE CITY (HWY 646), TX",Shipper
5389,WACO (WOODWAY) TX,Shipper
5390,"MARIETTA (TRADE CTR), GA",Shipper
5391,NAPLES (I-75) FL,Shipper
5392,"BAXLEY, GA",Shipper
5394,DINUBA CA,Shipper
5396,ALBANY OR,Shipper
5397,"WINONA, MN",Shipper
5398,"ROCKFORD (W), IL",Shipper
5399,DIXON IL,Shipper
5402,CHICAGO (W) IL,Shipper
5403,URBANA IL,Shipper
5409,ENGLEWOOD OH,Shipper
5410,"CANTON (C), OH",Shipper
5411,IONIA MI,Shipper
5414,FORKED RIVER NJ,Shipper
5416,ARLINGTON (N) TX,Shipper
5417,"LOUISVILLE, KY",Shipper
5418,"LOUISVILLE (BASHFORD), KY",Shipper
5419,"HERNANDO, MS",Shipper
5420,"KISSIMMEE, FL",Shipper
5422,"BAINBRIDGE, GA",Shipper
5424,"EAGLE POINT, OR",Shipper
5425,"SAN JACINTO, CA",Shipper
5428,"MESA (GREENFIELD), AZ",Shipper
5429,"SURPRISE, AZ",Shipper
5430,"ALBUQUERQUE, NM",Shipper
5432,"NEW RICHMOND, WI",Shipper
5433,"HOT SPRINGS VILLAGE, AR",Shipper
5435,SAN JOSE(CENTRAL) CA,Shipper
5438,"NEW BERLIN, WI",Shipper
5439,"NEW HAVEN, CT",Shipper
5441,"TOPEKA (N), KS",Shipper
5442,ADDISON IL,Shipper
5443,"INDIANAPOLIS (EMRSN), IN",Shipper
5444,IRONWOOD MI,Shipper
5445,ERIE C PA,Shipper
5446,WAYNESBURG PA,Shipper
5447,KEARNY NJ,Shipper
5448,"RAYNHAM (N), MA",Shipper
5449,"MISSOURI CITY (SIEN), TX",Shipper
5450,"NORTH EAST, MD",Shipper
5455,"PALM BAY, FL",Shipper
5458,DELTA CO,Shipper
5460,PORTLAND TX,Shipper
5461,VANCOUVER (NE) WA,Shipper
5462,VANCOUVER (SE) WA,Shipper
5463,"HARTFORD, WI",Shipper
5466,GROVE CITY OH,Shipper
5469,HANOVER (S) PA,Shipper
5470,HUNTINGDON PA,Shipper
5471,MANSFIELD (S) OH,Shipper
5472,SALINE MI,Shipper
5476,DEPTFORD (WEST) NJ,Shipper
5477,JEFFERSON CITY E MO,Shipper
5479,"PFLUGERVILLE, TX",Shipper
5480,ROUND ROCK (NE) TX,Shipper
5481,"CHARLOTTE, NC",Shipper
5482,"EATONTON, GA",Shipper
5483,GREENWOOD IN,Shipper
5485,"EVERGREEN PARK, IL",Shipper
5486,"COUNTRY CLUB HILLS, IL",Shipper
5487,"TRAVELERS REST, SC",Shipper
5488,"NORFOLK (N), VA",Shipper
5489,"PEMBROKE, NC",Shipper
5491,"ALBUQUERQUE (EC), NM",Shipper
5492,"SOCORRO, NM",Shipper
5494,"IDAHO FALLS (W), ID",Shipper
5497,"LERAY, NY",Shipper
5498,"LOWVILLE, NY",Shipper
5499,"MILFORD, OH",Shipper
5612,HOUSTON I-45 AND WAYSIDE,Shipper
5616,NASHVILLE TN,Shipper
5617,CHICAGO HERMOSA IL,Shipper
5626,TUCSON BRIDGES AZ,Shipper
5628,MONROE WA,Shipper
5632,FRESNO BLACKSTONE CA,Shipper
5641,LA HABRA CA,Shipper
5644,IRVINE N CA,Shipper
5649,WARRINGTON PA,Shipper
5667,SOUTH MILWAUKEE WI,Shipper
5668,GREENDALE WI,Shipper
5669,WEST MILWAUKEE WI,Shipper
5671,NARANJA FL,Shipper
5672,LUCAS TX,Shipper
5673,SACHSE TX,Shipper
5676,DENVER FEDERAL CO,Shipper
5686,BURBANK CA,Shipper
5701,"KERMAN, CA",Shipper
5703,"HUNTSVILLE (NW), AL",Shipper
5705,GARDEN CITY BEACH SC,Shipper
5706,"LITTLE ROCK, AR",Shipper
5707,"CROSS ROADS, TX",Shipper
5709,"LOCUST GROVE, GA",Shipper
5710,"MODESTO, CA",Shipper
5713,LAREDO NE TX,Shipper
5717,EL PASO PASEO DEL NORTE T,Shipper
5727,"SARASOTA (NE), FL",Shipper
5728,"NEWBURGH, IN",Shipper
5731,"LOCUST GROVE, VA",Shipper
5732,"JOHNSON CITY, NY",Shipper
5735,"GROVETOWN, GA",Shipper
5743,"GARNER (S), NC",Shipper
5745,"LAKE WYLIE, SC",Shipper
5747,"LOCUST, NC",Shipper
5748,"GRIMES, IA",Shipper
5751,"SALINAS, CA",Shipper
5752,"GARFIELD, NJ",Shipper
5753,"ALEXANDRIA, VA",Shipper
5761,"CANTON(W), MI",Shipper
5763,"SOUTH JORDAN, UT",Shipper
5764,"FORT WORTH (HASLET), TX",Shipper
5766,"MORGAN HILL, CA",Shipper
5768,"TEMPE (SOUTHERN), AZ",Shipper
5772,"BEVERLY HILLS, FL",Shipper
5777,"BROOKLYN, CT",Shipper
5779,"DAHLGREN, VA",Shipper
5786,"JASPER, GA",Shipper
5787,"RAEFORD, NC",Shipper
5793,"PONCE (NORTH), PUERTO RIC",Shipper
5795,"OXFORD, PA",Shipper
5797,"ALBANY (E), GA",Shipper
5799,"TUCSON, AZ",Shipper
5802,"CANOVANAS, PR",Shipper
5803,SAN JUAN PR,Shipper
5806,GRAND FORKS NW ND,Shipper
5807,COMPTON N. LB BLVD CA,Shipper
5808,ELSA TX,Shipper
5809,EDINBURG TX,Shipper
5810,DALLAS CLARK & WHEATLAND,Shipper
5812,BLUE RIDGE GA,Shipper
5814,HOLLY SPRINGS GA,Shipper
5823,"DALLAS (SKILL), TX",Shipper
5835,"CAVE CREEK, AZ",Shipper
5839,"MEDFORD, OR",Shipper
5841,"MERIDIAN, ID",Shipper
5842,"SOUTHGATE, MI",Shipper
5843,"PATTERSON, CA",Shipper
5844,"LIVONIA, MI",Shipper
5845,"NICEVILLE, FL",Shipper
5847,"POWHATAN, VA",Shipper
5851,"GREENVILLE, NC",Shipper
5853,LONGVIEW WA,Shipper
5854,"WESTCHESTER, FL",Shipper
5857,"WESTERVILLE, OH",Shipper
5858,"TUCSON (SE), AZ",Shipper
5859,"WASCO, CA",Shipper
5861,"WARRENTON, OR",Shipper
5864,"GARDNERVILLE, NV",Shipper
5866,"FRISCO, TX",Shipper
5867,"BAYONNE, NJ",Shipper
5869,"MOSCOW, ID",Shipper
5871,"ORLANDO (OAK RIDGE), FL",Shipper
5879,"HUNTERSVILLE, NC",Shipper
5880,"FAIRFAX, VA",Shipper
5881,"SPRINGFIELD, PA",Shipper
5882,"PALM SPRINGS, FL",Shipper
5883,"SPOKANE VALLEY, WA",Shipper
5884,"SAN JOSE, CA",Shipper
5886,"ENCINITAS, CA",Shipper
5888,"CAMP HILL, PA",Shipper
5889,"DALLAS (WEBB CHAPEL), TX",Shipper
5890,"ATWATER, CA",Shipper
5891,"PHILADELPHIA, PA",Shipper
5893,"NOVI, MI",Shipper
5894,ORLANDO (ALOMA),Shipper
5898,"CORPUS CHRISTI, TX",Shipper
5911,"BOYNTON BEACH, FL",Shipper
5912,GOULDS FL,Shipper
5922,VIRGINIA BEACH NE VA,Shipper
5927,"FLORISSANT, MO",Shipper
5929,"BATTLE GROUND, WA",Shipper
5930,"ANAHEIM, CA",Shipper
5932,"PEMBROKE PINES, FL",Shipper
5935,"TIGARD, OR",Shipper
5944,MT LAUREL NJ,Shipper
5947,EL PASO TX,Shipper
5956,VISALIA CA,Shipper
5957,LAKESIDE CO,Shipper
5959,HOUSTON TX,Shipper
5964,TAMPA 22ND AND HILL FL,Shipper
5965,CHICAGO PULLMAN IL,Shipper
5968,WASHINGTON DC,Shipper
5969,CHANTILLY VA,Shipper
5976,BLAINE MN,Shipper
5977,BURNSVILLE MN,Shipper
5987,ROYSE CITY TX,Shipper
5992,LAKEVILLE MN,Shipper
6173,ROBERTSDALE AL,Shipper
6190,LABELLE FL,Shipper
6286,KILLEEN SW TX,Shipper
6300,PROSPER TX,Shipper
6370,MORRISTOWN WEST TN,Shipper
6392,TOPEKA E KS,Shipper
6394,NORTH SHORE WI,Shipper
6395,BLUFFTON (COMBO) SC,Shipper
6397,MIAMI (CORAL REEF) FL,Shipper
6467,TYLER (HWY 31) TX,Shipper
6469,BYRAM MS,Shipper
6476,DANVILLE IN,Shipper
6477,PHOENIX (METROCENTER) AZ,Shipper
6480,CHANDLER (FASHION CENTER),Shipper
6576,NORTH AUGUSTA SC,Shipper
6579,NEW CANEY TX,Shipper
6789,KING NC,Shipper
6807,MEMPHIS WHITTEN TN,Shipper
6878,HAZEL GREEN AL,Shipper
6879,FAYETTEVILLE AIRPORT NC,Shipper
6887,GREENWOOD SC,Shipper
6898,LUBBOCK QUAKER TX,Shipper
6929,TEMPLE TX,Shipper
6931,LOUSIVILLE KY,Shipper
6932,BLANCHARD LA,Shipper
6951,FLATWOODS WV,Shipper
6952,TIMBERVILLE VA,Shipper
6958,CAMERON NC,Shipper
6963,ANNA TX,Shipper
6964,HORN LAKE MS,Shipper
6978,JACKSONVILLE COLLINS FL,Shipper
6998,EAST POINT GA,Shipper
7009,RICHLANDS NC,Shipper
7020,LA VERGNE TN,Shipper
7032,RICHMOND LABURNUM VA,Shipper
7087,SALEM IN,Shipper
7156,HEWITT TX,Shipper
7178,PRINCETON TX,Shipper
7179,SWANSBORO NC,Shipper
7181,LADYS ISLAND SC,Shipper
7185,COAL MOUNTAIN GA,Shipper
7188,DARLINGTON SC,Shipper
7194,ADEL GA,Shipper
7199,GREAT FALLS S MT,Shipper
7280,CULLMAN N AL,Shipper
7281,SAN ANGELO TX,Shipper
7290,CRESTWOOD KY,Shipper
7294,NORMAN CEDAR LANE OK,Shipper
7301,CARENCRO LA,Shipper
7324,HUNTSVILLE E AL,Shipper
7326,OKLAHOMA CITY SW OK,Shipper
8331,YAPHANK NY,Shipper
8930,DALLAS TX,Shipper
