Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
566,59,5107,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202320,89.20%,95.70%,9.2,90.40%,92.20%,89.90%,82.50%
18,2,3485,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202320,84.60%,98.70%,9,83.30%,87.60%,85.70%,80.80%
19,2,6998,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202320,91.30%,88.70%,9.2,88.90%,95.20%,95.00%,86.20%
22,2,4409,POINTPICKUP,Scheduled Standard Delivery,40,Executive Review,-,Driver Supply Focus,202320,82.40%,97.80%,6.3,,90.50%,90.40%,64.30%
26,2,518,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202320,71.90%,90.60%,6.5,75.00%,50.00%,83.30%,83.30%
30,2,1024,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202320,62.30%,100.00%,7.1,69.60%,27.30%,73.30%,65.00%
323,42,5261,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202320,90.10%,99.10%,7,91.10%,87.20%,87.10%,95.30%
553,9,3163,ROADIE,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202320,85.80%,94.20%,9.7,84.70%,86.40%,90.20%,83.30%
553,9,3311,ROADIE,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202320,51.20%,95.30%,5,33.30%,33.30%,60.00%,75.00%
472,60,2121,ROADIE,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202320,91.60%,96.50%,6.5,88.90%,94.60%,97.10%,77.80%
472,60,5861,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202320,90.80%,95.80%,7.3,84.20%,93.10%,89.20%,97.60%
476,60,1876,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Driver Supply Focus,202320,87.80%,97.00%,5.2,88.90%,90.20%,85.70%,84.60%
414,52,892,POINTPICKUP,Scheduled Standard Delivery,40,Executive Review,Recovering,Driver Supply Focus,202320,78.60%,95.70%,9.9,94.60%,70.00%,67.40%,78.30%
447,57,1624,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202320,43.10%,99.20%,6.6,42.90%,25.80%,37.50%,63.60%
458,58,3947,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202320,88.60%,99.50%,9,97.80%,93.10%,81.10%,79.50%
458,58,5023,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,-,Driver Supply Focus,202320,90.80%,96.00%,8.7,,88.90%,100.00%,84.80%
463,58,5156,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202320,88.70%,97.00%,8.6,94.00%,87.80%,85.30%,88.50%
463,58,5335,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202320,82.70%,100.00%,4.5,85.70%,81.00%,89.50%,76.20%
464,58,5032,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202320,83.30%,97.60%,4.3,80.00%,88.90%,83.30%,81.30%
481,61,5643,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202320,71.20%,98.10%,5.8,66.70%,75.00%,66.70%,80.00%
481,61,5643,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202320,21.20%,100.00%,4.9,15.40%,0.00%,0.00%,55.60%
481,61,5659,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202320,88.00%,100.00%,6,100.00%,100.00%,100.00%,81.30%
378,54,4599,ROADIE,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202320,88.10%,97.10%,9.5,77.80%,84.20%,100.00%,94.10%
379,54,5341,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202320,85.70%,99.90%,7.3,80.30%,86.10%,87.50%,88.90%
380,54,2751,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202320,81.70%,94.10%,7.5,66.70%,81.60%,88.90%,84.40%
388,54,986,SPARK,Scheduled Standard Delivery,48,Executive Review,Degrading,Driver Supply Focus,202320,67.90%,94.70%,6,56.30%,60.00%,50.00%,94.10%
585,54,2293,SPARK,Scheduled Standard Delivery,45,Executive Review,Degrading,Driver Supply Focus,202320,81.80%,96.70%,6.7,70.10%,80.60%,96.60%,81.60%
399,56,1951,ROADIE,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202320,87.20%,98.20%,6.5,96.80%,81.60%,87.90%,71.40%
450,56,5890,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202320,89.70%,96.60%,7.9,83.30%,100.00%,100.00%,83.30%
452,56,1615,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202320,42.00%,100.00%,3.3,20.00%,37.10%,45.00%,70.40%
552,61,5609,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202320,69.60%,100.00%,9.3,87.50%,42.90%,66.70%,100.00%
156,16,2629,POINTPICKUP,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202320,90.10%,93.10%,7,93.50%,93.70%,87.90%,84.50%
157,16,2222,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202320,87.30%,90.50%,9.3,84.90%,90.80%,85.60%,88.50%
157,16,2660,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202320,80.00%,96.00%,7.1,83.20%,81.70%,78.00%,76.80%
157,16,2903,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202320,91.00%,91.50%,7.7,92.20%,93.80%,87.50%,89.50%
157,16,3535,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202320,85.30%,98.00%,7.9,86.40%,85.20%,80.70%,89.00%
159,16,2341,SPARK,Scheduled Standard Delivery,41,Executive Review,Degrading,Driver Supply Focus,202320,77.50%,94.50%,9.3,76.30%,74.30%,79.60%,84.00%
159,16,2341,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Driver Supply Focus,202320,79.30%,96.20%,9.7,81.40%,74.90%,83.80%,77.10%
160,16,3561,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202320,81.90%,98.60%,6.3,86.70%,69.00%,83.30%,90.60%
181,16,2138,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202320,89.00%,98.30%,6.4,86.20%,90.90%,89.50%,89.00%
181,16,2332,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Driver Supply Focus,202320,84.30%,88.90%,7.6,89.60%,92.20%,70.60%,85.50%
181,16,2369,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202320,89.70%,99.40%,6.9,88.00%,93.90%,83.50%,92.50%
181,16,2639,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202320,86.40%,99.80%,6.1,90.40%,81.10%,79.90%,94.70%
183,16,1954,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202320,85.50%,88.60%,9.2,92.70%,86.60%,71.60%,90.00%
183,16,2398,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202320,88.60%,96.90%,5.1,95.70%,81.00%,88.90%,88.20%
184,16,1796,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202320,92.10%,91.50%,8.5,92.60%,92.30%,89.70%,93.60%
296,26,1191,POINTPICKUP,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,202320,93.80%,95.20%,6.5,98.60%,89.10%,94.00%,95.80%
296,26,2845,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202320,87.20%,95.80%,8,80.30%,90.60%,91.50%,85.80%
301,26,2000,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202320,79.90%,95.60%,7.1,82.70%,73.70%,80.90%,82.70%
304,26,1064,POINTPICKUP,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202320,93.30%,93.30%,8.7,90.50%,89.40%,98.00%,96.20%
304,26,1131,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202320,85.80%,98.00%,5.3,87.80%,77.70%,95.40%,81.40%
309,26,1452,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202320,89.00%,96.10%,6.1,88.90%,88.20%,85.60%,92.30%
499,59,7180,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Driver Supply Focus,202320,90.50%,96.80%,8.6,84.20%,93.50%,90.50%,94.10%
192,76,1744,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,-,Driver Supply Focus,202320,55.60%,100.00%,8.9,,57.10%,62.50%,33.30%
192,76,3280,ROADIE,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202320,84.20%,97.30%,9.9,90.90%,81.80%,86.20%,79.30%
194,76,1966,ROADIE,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202320,68.50%,97.40%,8.3,57.90%,73.30%,65.20%,81.30%
195,76,2210,ROADIE,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202320,81.50%,96.30%,7,85.70%,62.50%,90.90%,100.00%
195,76,3607,ROADIE,Scheduled Standard Delivery,5,At Risk,-,Driver Supply Focus,202320,46.20%,96.20%,7.6,,12.50%,55.60%,66.70%
228,76,2278,ROADIE,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202320,67.60%,98.60%,8.1,63.20%,50.00%,88.90%,72.70%
228,76,3514,ROADIE,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202320,70.80%,96.20%,6.2,66.70%,55.60%,100.00%,66.70%
231,76,2502,ROADIE,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202320,53.80%,92.30%,7.2,66.70%,44.40%,50.00%,50.00%
283,76,3035,ROADIE,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202320,72.40%,98.80%,7.4,64.50%,70.80%,75.00%,79.80%
283,76,3035,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202320,86.80%,96.50%,7,86.30%,86.40%,86.00%,88.50%
283,76,5968,ROADIE,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202320,64.40%,93.80%,7.7,46.50%,63.10%,70.50%,65.10%
283,76,5968,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202320,80.70%,91.10%,9.8,79.90%,79.00%,76.80%,87.50%
286,76,2564,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202320,93.00%,95.60%,5.8,97.30%,87.00%,94.40%,94.30%
286,76,3573,POINTPICKUP,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202320,91.70%,100.00%,5.2,100.00%,100.00%,71.40%,100.00%
320,76,2083,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202320,89.30%,88.50%,6.5,89.00%,88.80%,89.70%,92.60%
