Store #,City,State,Walmart Responsibility?,Service Frequency,Walmart Contractor
3525,Puyallup,Washington,Walmart,12,Aqualis (New Restoration)
3526,Brooksville,Florida,Walmart,16,Apex
3527,Port St. Lucie,Florida,Walmart,16,Apex
3528,Wiggins,Mississippi,Walmart,12,Apex
3529,Indianapolis,Indiana,Walmart,12,Aqualis (New Restoration)
3530,Rockwall (S),Texas,Walmart,4,Apex
3531,Lacey,Washington,Walmart,12,Aqualis (New Restoration)
3533,Denver,Colorado,Walmart,12,Apex
3534,Red Wing,Minnesota,Walmart,12,Aqualis (New Restoration)
3535,Epping,New Hampshire,Walmart,12,Apex
3537,Lakewood,Washington,Walmart,12,Aqualis (New Restoration)
3538,Melbourne,Florida,Walmart,1,Apex
3541,Kennett Square,Pennsylvania,Walmart,12,Apex
3542,Houston,Texas,Walmart,12,Apex
3543,Danbury,Connecticut,Combination,2,Apex
3545,Hamden,Connecticut,Combination,2,Apex
3546,New Milford,Connecticut,Combination,2,Apex
3548,Waterbury,Connecticut,Combination,2,Apex
3549,Keene,New Hampshire,No- Landlord,,n/a
3560,Fall River,Massachusetts,Walmart,12,Apex
3561,East Falmouth,Massachusetts,No- Landlord,,n/a
3562,Saddle Brook,New Jersey,No- Landlord,,n/a
3563,Bethlehem,Pennsylvania,No- Landlord,,n/a
3564,Willow Grove,Pennsylvania,Walmart,12,Apex
3566,Denver,Colorado,Combination,4,Apex
3567,Hidalgo,Texas,Walmart,12,Apex
3568,West Valley City,Utah,Walmart,4,Apex
3569,Austin,Texas,Walmart,24,Apex
3570,Evans,Georgia,Walmart,12,Opterra Solutions 
3571,Middletown,Ohio,Walmart,10,Apex
3572,Pearland,Texas,Walmart,1,Apex
3573,Manassas,Virginia,Walmart,4,Apex
3574,ALLEN,Texas,Walmart,12,Apex
3579,Kingwood,Texas,Walmart,1,Apex
3580,Newark,Ohio,Walmart,12,Apex
3581,Zanesville,Ohio,Walmart,10,Apex
3582,Colorado Springs,Colorado,Walmart,8,Apex
3583,Glenmont,New York,No- Landlord,,n/a
3584,Houston,Texas,Walmart,12,Apex
3585,Spring,Texas,Walmart,12,Apex
3587,Rocklin,California,Combination,6,Apex
3588,Dumfries,Virginia,Walmart,12,Apex
3589,Salt Lake City,Utah,Walmart,4,Apex
3590,Sioux City,Iowa,Walmart,1,Apex
3591,Montgomery,Texas,Walmart,12,Apex
3593,Horn Lake,Mississippi,Walmart,12,Apex
3594,Pantego,Texas,No- Landlord,,n/a
3595,Fayetteville,North Carolina,Walmart,12,Apex
3596,Los Lunas,New Mexico,Walmart,8,Apex
3597,Belvidere,Illinois,Combination,1,Apex
3598,Cedar Knolls,New Jersey,No- Landlord,,n/a
3599,Bartlett,Tennessee,Walmart,12,Apex
3600,Fayetteville,North Carolina,No- Third Party,,n/a
3601,Crestwood,Illinois,Walmart,1,Apex
3602,Springfield,Illinois,Walmart,12,Apex
3603,Forest,Virginia,Walmart,12,Apex
3604,Goodyear,Arizona,Walmart,12,Stormwater Pros
3605,Lynchburg,Virginia,Walmart,12,Apex
3606,Debary,Florida,No- Landlord,,n/a
3607,Albion,New York,Walmart,12,Apex
3608,Madison,Ohio,Walmart,12,Apex
3609,Ellenwood,Georgia,Walmart,12,Opterra Solutions 
3611,Marietta,Georgia,Walmart,12,Opterra Solutions 
3612,BURLINGTON,North Carolina,Walmart,12,Apex
3614,Roanoke,Virginia,No- Landlord,,n/a
3615,Oklahoma City,Oklahoma,Walmart,1,Apex
3616,Amite,Louisiana,Walmart,12,Apex
3617,Orlando,Florida,Combination,1,Apex
3619,Chattanooga,Tennessee,Walmart,4,Apex
3620,Riverton,Utah,Walmart,1,Apex
3621,Chamblee,Georgia,Walmart,12,Opterra Solutions 
3622,Roanoke,Virginia,Walmart,12,Apex
3623,LAREDO,Texas,Walmart,12,Apex
3624,Monticello,Minnesota,Walmart,12,Aqualis (New Restoration)
3625,Lauderdale Lakes,Florida,Walmart,16,Apex
3626,Winston-Salem,North Carolina,Walmart,12,Apex
3627,Oakwood,Georgia,Walmart,12,Opterra Solutions 
3628,Simpsonville,South Carolina,Walmart,12,Opterra Solutions 
3629,Port Orange,Florida,Combination,8,Apex
3630,Marion,Iowa,Walmart,12,Apex
3631,Crowley,Texas,Walmart,12,Apex
3632,Sandusky,Michigan,Walmart,12,Aqualis (New Restoration)
3633,Waynesboro,Pennsylvania,Walmart,2,Apex
3634,Tamaqua,Pennsylvania,Walmart,12,Apex
3635,Fort Oglethorpe,Georgia,Walmart,12,Opterra Solutions 
3637,Yukon,Oklahoma,Walmart,12,Apex
3638,Florence,South Carolina,Walmart,12,Opterra Solutions 
3639,Dulles,Virginia,Combination,4,Apex
3640,Houston,Texas,Walmart,1,Apex
3641,SPRINGFIELD (E),Ohio,Walmart,1,Apex
3643,Medford,Wisconsin,Walmart,12,Aqualis (New Restoration)
3644,Chesapeake,Virginia,Walmart,4,Apex
3645,Midland,Texas,Walmart,8,Apex
3646,Goose Creek,South Carolina,Walmart,12,Opterra Solutions 
3648,Bismarck,North Dakota,Walmart,8,Apex
3650,Ventura,California,Combination,4,Apex
3652,West Sacramento,California,Walmart,4,Apex
3653,Burleson,Texas,Walmart,4,Apex
3654,Rogers,Arkansas,Walmart,1,Aqualis (New Restoration)
3655,LAS VEGAS (CHEYENNE),Nevada,Walmart,4,Apex
3658,GREENSBORO,North Carolina,Walmart,12,Apex
3659,Chattanooga,Tennessee,Walmart,10,Apex
3660,Chattanooga,Tennessee,Walmart,12,Apex
3661,EL PASO,Texas,Walmart,4,Apex
3693,Santa Isabel,Puerto Rico,No- Landlord,,n/a
3700,Indian Trail,North Carolina,Walmart,12,Apex
3701,Mount Olive,North Carolina,Walmart,12,Apex
3702,Jacksonville,Florida,Walmart,1,Apex
3703,Kenner,Louisiana,Walmart,1,Apex
3705,Yelm,Washington,Walmart,12,Aqualis (New Restoration)
3708,Suisun City,California,Walmart,12,Apex
3709,Atlanta,Georgia,Walmart,12,Opterra Solutions 
3710,Decatur,Georgia,Walmart,12,Opterra Solutions 
3712,Citrus Heights,California,Walmart,4,Apex
3713,Ladson,South Carolina,Walmart,12,Opterra Solutions 
3716,Manati,Puerto Rico,Walmart,12,Rod Rodder
3717,Nashville,Tennessee,Walmart,10,Apex
3720,Arbutus,Maryland,Walmart,1,Apex
3722,Kent,Ohio,Walmart,12,Apex
3723,Locust Grove,Oklahoma,Walmart,8,Apex
3724,Orangeburg,South Carolina,Walmart,12,Opterra Solutions 
3725,Niles,Illinois,Walmart,2,Apex
3726,Grand Blanc,Michigan,Combination,1,Aqualis (New Restoration)
3727,Alexandria,Louisiana,Walmart,12,Apex
3728,North Las Vegas,Nevada,Walmart,1,Apex
3729,Sparks,Nevada,Walmart,1,Apex
3730,Prescott Valley,Arizona,Walmart,6,Stormwater Pros
3731,Bernalillo,New Mexico,Walmart,4,Apex
3732,Rio Rancho,New Mexico,Walmart,1,Apex
3733,Tega Cay,South Carolina,Walmart,12,Opterra Solutions 
3734,Vermillion,South Dakota,Walmart,8,Apex
3736,Pineville,Louisiana,Walmart,12,Apex
3738,Natrona Heights,Pennsylvania,Combination,1,Apex
3739,Nampa,Idaho,Walmart,12,Apex
3740,Aurora,Colorado,Walmart,4,Apex
3741,Atlanta,Georgia,Walmart,12,Opterra Solutions 
3742,Woodland,Washington,Walmart,12,Aqualis (New Restoration)
3743,West Monroe,Louisiana,Walmart,12,Apex
3745,Monroe,Louisiana,Walmart,4,Apex
3746,Shreveport,Louisiana,Walmart,12,Apex
3747,Muncie,Indiana,Walmart,12,Aqualis (New Restoration)
3748,Acworth,Georgia,Walmart,12,Opterra Solutions 
3749,Cincinnati,Ohio,Walmart,12,Apex
3750,Warner Robins,Georgia,Walmart,12,Opterra Solutions 
3751,San Tan Valley,Arizona,Walmart,12,Stormwater Pros
3752,Bossier City,Louisiana,Walmart,12,Apex
3754,Chelan,Washington,Walmart,4,Aqualis (New Restoration)
3757,Arlington,Washington,Walmart,12,Aqualis (New Restoration)
3758,Crookston,Minnesota,Walmart,9,Aqualis (New Restoration)
3760,New Ulm,Minnesota,Walmart,10,Aqualis (New Restoration)
3761,Thief River Falls,Minnesota,Walmart,9,Aqualis (New Restoration)
3762,DES MOINES,Iowa,Walmart,2,Apex
3763,El Paso,Texas,Walmart,4,Apex
3764,Lindale,Texas,Walmart,10,Apex
3765,Piqua,Ohio,Walmart,12,Apex
3768,Alta Vista,Virginia,Walmart,12,Apex
3770,Stuart,Virginia,Walmart,12,Apex
3771,Phoenix,Arizona,Walmart,12,Stormwater Pros
3772,Jonesville,Virginia,Walmart,12,Apex
3773,FORT WORTH,Texas,Walmart,12,Apex
3774,Williamstown,New Jersey,Walmart,12,Apex
3777,Frisco,Texas,Walmart,12,Apex
3778,Casper,Wyoming,Walmart,8,Apex
3780,Fallston,Maryland,Combination,4,Apex
3781,Indianapolis,Indiana,Walmart,1,Aqualis (New Restoration)
3782,Orlando,Florida,Combination,16,Apex
3783,Dayton,Ohio,Walmart,12,Apex
3784,Franklin,Ohio,Walmart,12,Apex
3785,Pensacola,Florida,Walmart,12,Apex
3786,Buford,Georgia,Combination,12,Opterra Solutions 
3788,Las Vegas,Nevada,Walmart,4,Apex
3789,Ogden,Utah,Combination,6,Apex
3790,Lockport,Illinois,Walmart,12,Apex
3791,Three Rivers,Michigan,Walmart,12,Aqualis (New Restoration)
3792,Lancaster,Ohio,Walmart,12,Apex
3794,Federal Way,Washington,Walmart,12,Aqualis (New Restoration)
3795,North Bergen,New Jersey,No- Landlord,,n/a
3796,Ontario,California,Walmart,6,Apex
3799,Mesa,Arizona,Walmart,12,Stormwater Pros
3801,Marysville,Washington,Walmart,12,Aqualis (New Restoration)
3802,Middletown,Delaware,Walmart,12,Apex
3803,West Haven,Connecticut,Walmart,12,Apex
3804,Randallstown,Maryland,No- Third Party,,n/a
3805,Woodland Park,Colorado,Walmart,12,Apex
3806,Fairmont,Minnesota,Walmart,12,Aqualis (New Restoration)
3807,Benson,Arizona,Walmart,4,Stormwater Pros
3809,Upper Sandusky,Ohio,Walmart,12,Apex
3810,East Greenville,Pennsylvania,Walmart,12,Apex
3812,Columbus,Ohio,Walmart,1,Apex
3817,Orlando,Florida,Combination,4,Apex
3823,Lincoln,Nebraska,Walmart,13,Apex
3824,Westminster,Colorado,Walmart,12,Apex
3825,Havelock,North Carolina,Walmart,12,Apex
3826,LUBBOCK,Texas,Walmart,1,Apex
3827,Richmond,Texas,Walmart,2,Apex
3828,Longview,Texas,Walmart,10,Apex
3829,Johnson City,Tennessee,Walmart,10,Apex
3830,Little Egg Harbor,New Jersey,Walmart,10,Apex
3831,Portsmouth,Virginia,Walmart,1,Apex
3833,Mesa,Arizona,Walmart,4,Stormwater Pros
3835,Ooltewah,Tennessee,Walmart,12,Apex
3837,Rockton,Illinois,Walmart,12,Apex
3838,Tarentum,Pennsylvania,Walmart,2,Apex
3840,Findlay,Ohio,Walmart,12,Apex
3842,Macedon,New York,Walmart,12,Apex
3843,Denton,Maryland,Walmart,4,Apex
3844,Glendale,Arizona,Walmart,12,Stormwater Pros
3845,GLENDALE,Arizona,Walmart,12,Stormwater Pros
3846,Mesa,Arizona,Walmart,12,Stormwater Pros
3847,Mesquite,Nevada,Walmart,1,Apex
3848,Syracuse,Utah,Walmart,4,Apex
3850,Tumwater,Washington,Walmart,12,Aqualis (New Restoration)
3851,Lafayette,Indiana,Walmart,12,Aqualis (New Restoration)
3852,Unicoi,Tennessee,Walmart,10,Apex
3853,Huron,South Dakota,Walmart,8,Apex
3857,Monona,Wisconsin,Walmart,12,Aqualis (New Restoration)
3858,Boca Raton,Florida,Walmart,8,Apex
3860,Youngstown,Ohio,Walmart,12,Apex
3861,Gilbert,Arizona,No- Landlord,,n/a
3862,Holly Hill,Florida,Walmart,24,Apex
3864,Jacksonville,North Carolina,No- Landlord,,n/a
3867,Westminster,Colorado,Walmart,12,Apex
3868,Shreveport,Louisiana,Walmart,1,Apex
3869,Richmond,Virginia,No- Landlord,,n/a
3870,Arlington,Texas,Walmart,12,Apex
3872,Rapid City,South Dakota,Walmart,8,Apex
3874,Dawsonville,Georgia,Walmart,12,Opterra Solutions 
3875,Wahpeton,North Dakota,Walmart,1,Apex
3876,Muskegon,Michigan,Walmart,1,Aqualis (New Restoration)
3877,Gainseville,Florida,Combination,12,Apex
3880,Ashland,Virginia,Walmart,12,Apex
3883,Kapolei,Hawaii,Walmart,12,Apex
3884,Tucson,Arizona,No- Landlord,,n/a
3886,Edinburg,Texas,Walmart,12,Apex
3887,Avon Park,Florida,Walmart,16,Apex
3888,San Antonio,Texas,Walmart,12,Apex
3889,Apex,North Carolina,Walmart,12,Apex
3891,Waukegan,Illinois,Walmart,1,Apex
3893,Zion,Illinois,Walmart,12,Apex
3894,Lexington,Kentucky,Walmart,12,Opterra Solutions 
3896,Peoria,Arizona,Walmart,12,Stormwater Pros
3897,Twin Falls,Idaho,Walmart,12,Apex
3899,Goose Creek,South Carolina,Walmart,12,Opterra Solutions 
3935,Naranja,Florida,No- Landlord,,n/a
3947,Chula Vista,California,No- Landlord,,n/a
3959,Knoxville,Tennessee,Walmart,12,Apex
3988,Spanish Fork,Utah,Walmart,4,Apex
3990,Meridian,Mississippi,Walmart,12,Apex
4041,Linden,New Jersey,Combination,4,Apex
4046,Garland,Texas,Combination,4,Apex
4048,Prairieville,Louisiana,Walmart,12,Apex
4049,Olympia Fields,Illinois,Walmart,8,Apex
4053,Indianapolis,Indiana,Walmart,12,Aqualis (New Restoration)
4054,Indianapolis,Indiana,Walmart,12,Aqualis (New Restoration)
4055,Universal City,Texas,Combination,4,Apex
4056,Converse,Texas,Walmart,12,Apex
4057,Joplin,Missouri,Walmart,10,Apex
4063,Ft. Myers Beach,Florida,Walmart,16,Apex
4064,Virginia Beach,Virginia,Walmart,12,Apex
4065,Wilmington,North Carolina,Walmart,12,Apex
4068,Spanish Fork,Utah,Combination,4,Apex
4100,Provo,Utah,No- Landlord,,n/a
4101,Long Beach,California,No- Landlord,,n/a
4102,Castroville,Texas,Walmart,12,Apex
4103,Devine,Texas,Walmart,12,Apex
4104,Denton,Texas,Walmart,4,Apex
4105,El Paso,Texas,Walmart,12,Apex
4108,Springdale,Arkansas,Walmart,10,Aqualis (New Restoration)
4109,Bossier City,Louisiana,Walmart,4,Apex
4111,Richmond,Texas,No- Third Party,,n/a
4112,Brownsville,Texas,Walmart,12,Apex
4114,Longview,Texas,Walmart,12,Apex
4115,Cibolo,Texas,Combination,12,Apex
4118,Shepherdsville,Kentucky,Walmart,12,Opterra Solutions 
4127,Woodland,California,No- Landlord,,n/a
4128,Russellville,Arkansas,Walmart,10,Aqualis (New Restoration)
4129,Ponchatoula,Louisiana,Walmart,12,Apex
4130,Kyle,Texas,Walmart,4,Apex
4131,San Antonio,Texas,Walmart,12,Apex
4132,Downey,California,Walmart,4,Apex
4134,Stanton,California,Walmart,6,Apex
4137,Tacoma,Washington,Walmart,12,Aqualis (New Restoration)
4138,Omaha,Nebraska,Walmart,4,Apex
4139,Omaha,Nebraska,Walmart,8,Apex
4140,Miami,Florida,Combination,12,Apex
4141,Largo,Florida,Walmart,12,Apex
4142,Orlando,Florida,No- Landlord,,n/a
4144,Augusta,Georgia,Walmart,12,Opterra Solutions 
4145,Greer,South Carolina,Walmart,12,Opterra Solutions 
4147,Morrisville,North Carolina,No- Landlord,,n/a
4148,Charlotte,North Carolina,Walmart,12,Apex
4153,Old Bridge,New Jersey,Walmart,12,Apex
4156,Derby,Vermont,Walmart,10,Apex
4157,Cary,North Carolina,Walmart,12,Apex
4159,Kissimmee,Florida,Walmart,12,Apex
4160,Orlando,Florida,Walmart,12,Apex
4161,Miami,Florida,Combination,4,Apex
4162,San Antonio,Texas,Walmart,6,Apex
4163,Cedar Park,Texas,Walmart,12,Apex
4164,Kaufman,Texas,Walmart,12,Apex
4165,Ft. Worth,Texas,Walmart,12,Apex
4166,Sweetwater,Tennessee,Walmart,12,Apex
4168,Beebe,Arkansas,Walmart,10,Aqualis (New Restoration)
4169,El Cajon,California,Combination,4,Apex
4171,Garden Grove,California,Walmart,6,Apex
4174,San Jose,California,No- Landlord,,n/a
4176,Sherwood,Oregon,Combination,4,Aqualis (New Restoration)
4178,Springfield,Oregon,Walmart,4,Aqualis (New Restoration)
4180,Nampa,Idaho,Walmart,8,Apex
4182,Plano,Texas,Walmart,4,Apex
4183,Bryan,Texas,Walmart,12,Apex
4184,Levittown,New York,Combination,2,Apex
4185,Cumming,Georgia,Walmart,12,Opterra Solutions 
4187,Florence,Alabama,Walmart,12,Aqualis (New Restoration)
4188,Florence,Alabama,Walmart,4,Aqualis (New Restoration)
4189,Helena,Alabama,No- Landlord,,n/a
4191,Richmond,Virginia,Combination,4,Apex
4193,Tyler,Texas,Walmart,1,Apex
4194,Victoria,Texas,Walmart,12,Apex
4195,Choctaw,Oklahoma,Walmart,4,Apex
4196,Aurora,Colorado,Combination,4,Apex
4197,Orlando,Florida,Walmart,4,Apex
4198,Olathe,Kansas,Walmart,1,Apex
4200,Columbus,Georgia,Combination,12,Opterra Solutions 
4201,Edgewood,New Mexico,Walmart,8,Apex
4202,Roseville,California,Walmart,4,Apex
4203,Bullhead City,Arizona,Walmart,6,Stormwater Pros
4206,Augusta,Georgia,Walmart,12,Opterra Solutions 
4208,Salt Lake City,Utah,Walmart,4,Apex
4209,Nebraska City,Nebraska,Walmart,8,Apex
4210,Mobile,Alabama,Walmart,12,Aqualis (New Restoration)
4211,Orlando,Florida,Walmart,16,Apex
4215,Quinlan,Texas,Walmart,10,Apex
4216,Columbus,Indiana,Combination,12,Aqualis (New Restoration)
4218,Surprise,Arizona,No- Third Party,,n/a
4219,Buda,Texas,Walmart,12,Apex
4220,Virginia Beach,Virginia,Walmart,12,Apex
4221,Cornelius,Oregon,Walmart,12,Aqualis (New Restoration)
4223,Maryville,Tennessee,Walmart,12,Apex
4224,Conover,North Carolina,Walmart,12,Apex
4226,Dunlap,Tennessee,Walmart,12,Apex
4230,Fort Wayne,Indiana,Walmart,12,Aqualis (New Restoration)
4231,Fort Wayne,Indiana,Walmart,1,Aqualis (New Restoration)
4232,Phoenix,Arizona,No- Landlord,,n/a
4233,Phoenix,Arizona,Walmart,12,Stormwater Pros
4235,Terre Haute,Indiana,Combination,1,Aqualis (New Restoration)
4237,Indian Land,South Carolina,Walmart,12,Opterra Solutions 
4238,Sanger,California,Walmart,1,Apex
4239,Stead,Nevada,Combination,4,Apex
4240,Highland Village,Texas,Walmart,1,Apex
4241,Stillwater,Oklahoma,Walmart,6,Apex
4243,Clio,Michigan,Walmart,12,Aqualis (New Restoration)
4244,Park Rapids,Minnesota,Walmart,9,Aqualis (New Restoration)
4246,Wadena,Minnesota,Walmart,9,Aqualis (New Restoration)
4247,Havre,Montana,Walmart,8,Apex
4249,Smelterville,Idaho,Walmart,12,Apex
4250,Morrisville,North Carolina,Walmart,12,Apex
4252,Flagstaff,Arizona,Walmart,12,Stormwater Pros
4253,Sauk Centre,Minnesota,Walmart,9,Aqualis (New Restoration)
4255,Elyria,Ohio,Combination,1,Apex
4256,Ames,Iowa,Walmart,12,Apex
4257,Austin,Minnesota,Walmart,12,Aqualis (New Restoration)
4258,Fredericksburg,Virginia,Walmart,12,Apex
4259,Shelbyville,Illinois,Walmart,12,Apex
4260,PORT ST LUCIE,Florida,Walmart,16,Apex
4262,The Villages,Florida,Walmart,16,Apex
4264,Oro Valley,Arizona,Walmart,1,Stormwater Pros
4272,Logan,Utah,Walmart,6,Apex
4273,Leland,North Carolina,Walmart,12,Apex
4274,Denver,North Carolina,Walmart,12,Apex
4275,Peoria,Arizona,Walmart,10,Stormwater Pros
4276,Taylor,Pennsylvania,Combination,12,Apex
4277,Hurricane,West Virginia,Walmart,12,Aqualis (New Restoration)
4278,Quincy,West Virginia,Walmart,4,Aqualis (New Restoration)
4279,Midlothian,Texas,Walmart,12,Apex
4281,Ladysmith,Wisconsin,Walmart,12,Aqualis (New Restoration)
4283,Columbus,Georgia,Walmart,12,Opterra Solutions 
4284,Lakewood,Colorado,Walmart,6,Apex
4285,Cleveland,Ohio,Combination,1,Apex
4286,Montgomery,Illinois,Walmart,12,Apex
4288,Broomfield,Colorado,Walmart,12,Apex
4293,Phoenix,Arizona,Walmart,12,Stormwater Pros
4295,Alexandria,Louisiana,Walmart,12,Apex
4298,Humble,Texas,Walmart,1,Apex
4299,Lubbock,Texas,Walmart,8,Apex
4303,Miami,Florida,Walmart,12,Apex
4309,Orangevale,California,Walmart,12,Apex
4317,Tehachapi,California,Walmart,4,Apex
4318,Millbrook,Alabama,Walmart,1,Aqualis (New Restoration)
4321,Wichita,Kansas,Walmart,8,Apex
4322,Crete,Nebraska,Walmart,8,Apex
4323,Kankakee,Illinois,Walmart,12,Apex
4324,Chandler,Arizona,Walmart,12,Stormwater Pros
4325,Yuma,Arizona,Walmart,8,Stormwater Pros
4330,Chelsea,Alabama,Walmart,12,Aqualis (New Restoration)
4332,Orlando,Florida,Walmart,16,Apex
4333,Fairhope,Alabama,Walmart,12,Aqualis (New Restoration)
4334,Weaverville,North Carolina,No- Landlord,,n/a
4335,Falcon,Colorado,Walmart,2,Apex
4336,El Mirage,Arizona,Walmart,12,Stormwater Pros
4337,San Luis,Arizona,Walmart,4,Stormwater Pros
4339,N Las Vegas,Nevada,Walmart,4,Apex
4340,Hesperia,California,Walmart,4,Apex
4341,Truth or Consequence,New Mexico,Walmart,8,Apex
4348,Duncansville,Pennsylvania,Walmart,12,Apex
4350,KILMARNOCK,Virginia,Walmart,12,Apex
4352,Fargo,North Dakota,Walmart,8,Apex
4354,Naples,Florida,No- Landlord,,n/a
4355,Taylor,Arizona,Walmart,6,Stormwater Pros
4356,Las Vegas,Nevada,No- Third Party,,n/a
4357,Pensacola,Florida,Combination,4,Apex
4358,Omaha,Nebraska,Walmart,1,Apex
4359,Anchorage,Alaska,Walmart,2,Apex
4365,Orlando,Florida,Combination,4,Apex
4366,El Paso,Texas,Walmart,1,Apex
4367,Texarkana,Texas,Walmart,12,Apex
4368,Ocala,Florida,Walmart,16,Apex
4370,Fernley,Nevada,Walmart,6,Apex
4371,Texarkana,Texas,Walmart,12,Apex
4372,Kingwood,West Virginia,Walmart,12,Aqualis (New Restoration)
4373,Wake Village,Texas,Walmart,12,Apex
4374,Litchfield,Minnesota,Walmart,12,Aqualis (New Restoration)
4375,Springdale,Arkansas,Walmart,12,Aqualis (New Restoration)
4376,Bentonville,Arkansas,Walmart,10,Aqualis (New Restoration)
4377,CRAIG,Colorado,Walmart,12,Apex
4378,Onley,Virginia,Walmart,12,Apex
4380,Coral Springs,Florida,No- Landlord,,n/a
4381,Branson,Missouri,Walmart,4,Apex
4383,Dearborn,Michigan,No- Third Party,,n/a
4384,Mt. Pleasant,South Carolina,Walmart,12,Opterra Solutions 
4387,Worcester,Massachusetts,Walmart,4,Apex
4388,Waynesboro,Virginia,Walmart,12,Apex
4389,Woodsville,New Hampshire,Walmart,12,Apex
4390,Enid,Oklahoma,Walmart,1,Apex
4392,Victorville,California,Walmart,12,Apex
4393,North Highlands,California,Walmart,6,Apex
4394,Spokane,Washington,Walmart,1,Aqualis (New Restoration)
4395,Post Falls,Idaho,Walmart,12,Apex
4399,Elkhart,Indiana,Walmart,12,Aqualis (New Restoration)
4403,Queensbury,New York,Walmart,12,Apex
4404,Etters,Pennsylvania,Walmart,12,Apex
4405,Aurora,Illinois,Walmart,12,Apex
4407,Montgomery,Alabama,Walmart,12,Aqualis (New Restoration)
4409,Rockmart,Georgia,Walmart,12,Opterra Solutions 
4410,Granite Falls,North Carolina,Walmart,12,Apex
4412,Laurel,Montana,Walmart,8,Apex
4413,Lexington,Kentucky,Walmart,1,Opterra Solutions 
4414,Smithville,Tennessee,Walmart,12,Apex
4415,El Paso,Texas,Walmart,1,Apex
4416,Houston,Texas,Walmart,1,Apex
4417,Camby,Indiana,Walmart,12,Aqualis (New Restoration)
4420,Batesburg-Leesville,South Carolina,Walmart,12,Opterra Solutions 
4421,Columbus,Georgia,Walmart,12,Opterra Solutions 
4423,Martinsburg,West Virginia,Walmart,8,Aqualis (New Restoration)
4424,Warren,Michigan,Walmart,2,Aqualis (New Restoration)
4425,Orlando,Florida,Walmart,16,Apex
4426,Columbus,Georgia,No- Landlord,,n/a
4427,Tallahassee,Florida,Walmart,12,Apex
4428,Asheville,North Carolina,No- Landlord,,n/a
4430,Maricopa,Arizona,No- Landlord,,n/a
4431,Mooresville,North Carolina,Walmart,12,Apex
4432,Newton,North Carolina,Walmart,12,Apex
4434,Ocala,Florida,No- Landlord,,n/a
4435,Nashville,Tennessee,Combination,4,Apex
4436,Alpharetta,Georgia,Walmart,12,Opterra Solutions 
4438,Saratoga Springs,Utah,Walmart,8,Apex
4439,Paw Paw,Michigan,Walmart,12,Aqualis (New Restoration)
