Store Nbr,Age Group,Dept Nbr,Fineline Desc,Item Desc,Color Desc,Corporate Traited
87,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
87,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BLACK,Yes
87,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
87,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
87,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
87,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
87,GIRLS,33,WN JR UNIF SS POLOS,JUNIOR SS POLO,NAVY,Yes
87,GIRLS,33,WN JR UNIF SS POLOS,JUNIOR SS POLO,WHITE,Yes
97,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BLACK,Yes
97,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
97,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
97,GIRLS,33,WN UNIF LS POLOS,LS POLOS,WHITE,Yes
97,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
97,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
97,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,NAVY,Yes
97,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,GOLD,Yes
97,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,WHITE,Yes
97,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
97,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BLACK,Yes
97,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
97,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
97,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
97,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
97,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
97,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
98,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BURGUNDY,Yes
98,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
98,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
98,GIRLS,33,WN UNIF SS POLOS,SS POLOS,YELLOW,Yes
98,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
98,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
98,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
98,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,BEIGE,Yes
98,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
98,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
98,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
98,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
98,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,GOLD,Yes
98,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
98,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
98,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
98,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
98,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
98,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
98,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
98,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BURGUNDY,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BLACK,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,LIGHT BLUE,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,GOLD,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,ROYAL BLUE,Yes
104,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
104,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,NAVY,Yes
104,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
104,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,BEIGE,Yes
104,GIRLS,33,WN UNIF PANTS,PULLON PANT,NAVY,Yes
104,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
104,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,NAVY,Yes
104,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
104,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,GOLD,Yes
104,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
104,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
104,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
115,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
115,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
115,GIRLS,33,WN UNIF BLOUSES,GIRL BLOUSE,WHITE,Yes
115,GIRLS,33,WN UNIF LS POLOS,LS POLOS,WHITE,Yes
115,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,NAVY,Yes
115,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,NAVY,Yes
115,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
115,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,NAVY,Yes
115,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
115,GIRLS,33,WN UNIF PANTS,JEGGING,NAVY,Yes
115,GIRLS,33,WN UNIF PANTS,JEGGING,BEIGE,Yes
115,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,NAVY,Yes
115,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,BEIGE,Yes
115,GIRLS,33,WN UNIF PANTS,PULLON PANT,NAVY,Yes
115,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
115,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,NAVY,Yes
115,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
115,BOYS,24,WN UNIF LS POLOS,WN BOYS LS POLOS,WHITE,Yes
115,BOYS,24,WN UNIF LS POLOS,WN HSKY BOY LS POLO,WHITE,Yes
115,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
115,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
115,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
115,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
115,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
115,GIRLS,33,WN JR UNIF SS POLOS,JUNIOR SS POLO,NAVY,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BURGUNDY,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BLACK,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,GOLD,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,ROYAL BLUE,Yes
120,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
120,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
120,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
120,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
120,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,NAVY,Yes
120,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
120,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
120,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
120,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,GOLD,Yes
120,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
120,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BLACK,Yes
120,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
120,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
120,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
120,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
120,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
120,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
120,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
120,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
120,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
