Store Nbr,Age Group,Dept Nbr,Fineline Desc,Item Desc,Color Desc,Corporate Traited
7,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
7,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
7,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
7,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,NAVY,Yes
7,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,BEIGE,Yes
7,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER PLUS,NAVY,Yes
7,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER PLUS,BEIGE,Yes
7,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,NAVY,Yes
7,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
7,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,NAVY,Yes
7,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,BEIGE,Yes
7,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,NAVY,Yes
7,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
7,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,NAVY,Yes
7,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,BEIGE,Yes
7,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
7,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
7,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,NAVY,Yes
7,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
7,GIRLS,33,WN UNIF PANTS,JEGGING,NAVY,Yes
7,GIRLS,33,WN UNIF PANTS,JEGGING,BEIGE,Yes
7,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,NAVY,Yes
7,GIRLS,33,WN UNIF PANTS,PULLON PANT,NAVY,Yes
7,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
7,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,NAVY,Yes
7,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
7,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,NAVY,Yes
7,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,BRILLIANT RED,Yes
7,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,WHITE,Yes
7,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,NAVY,Yes
7,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,BEIGE,Yes
7,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,NAVY,Yes
7,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,BEIGE,Yes
7,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
7,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
7,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
7,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
7,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
7,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
23,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BLACK,Yes
23,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
23,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
23,GIRLS,33,WN UNIF SS POLOS,SS POLOS,GOLD,Yes
23,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
23,GIRLS,33,WN TODDLER UNIFORMS,TODDLER GIRL POLO,BRILLIANT RED,Yes
23,GIRLS,33,WN TODDLER UNIFORMS,TODDLER GIRL POLO,WHITE,Yes
23,GIRLS,33,WN UNIF BLOUSES,GIRL BLOUSE,WHITE,Yes
23,GIRLS,33,WN UNIF LS POLOS,LS POLOS,NAVY,Yes
23,GIRLS,33,WN UNIF LS POLOS,LS POLOS,WHITE,Yes
23,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,NAVY,Yes
23,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,BEIGE,Yes
23,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER PLUS,BEIGE,Yes
23,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
23,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,NAVY,Yes
23,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,BEIGE,Yes
23,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,NAVY,Yes
23,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
23,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,NAVY,Yes
23,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,BEIGE,Yes
23,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
23,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
23,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
23,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
23,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
23,GIRLS,33,WN UNIF PANTS,SKINNY PANT,BEIGE,Yes
23,GIRLS,33,WN UNIF PANTS,SKINNY PANT PLUS,BEIGE,Yes
23,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,NAVY,Yes
23,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,BRILLIANT RED,Yes
23,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,GOLD,Yes
23,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,WHITE,Yes
23,BOYS,24,WN UNIF LS POLOS,WN BOYS LS POLOS,WHITE,Yes
23,BOYS,24,WN UNIF LS POLOS,WN HSKY BOY LS POLO,WHITE,Yes
23,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,BEIGE,Yes
23,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,BEIGE,Yes
23,BOYS,24,WN TODDLER UNIFORMS,TODDLER BOY POLO,BRILLIANT RED,Yes
23,BOYS,24,WN TODDLER UNIFORMS,TODDLER BOY SHORT,BEIGE,Yes
23,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,NAVY,Yes
23,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BLACK,Yes
23,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
23,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
23,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
23,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BURGUNDY,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,LIGHT BLUE,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,ROYAL BLUE,Yes
75,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
75,GIRLS,33,WN TODDLER UNIFORMS,TODDLER GIRL SCOOTER,NAVY,Yes
75,GIRLS,33,WN TODDLER UNIFORMS,TODDLER GIRL SCOOTER,BEIGE,Yes
75,GIRLS,33,WN UNIF BLOUSES,GIRL BLOUSE,WHITE,Yes
75,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,NAVY,Yes
75,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,BEIGE,Yes
75,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER PLUS,BEIGE,Yes
75,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,NAVY,Yes
75,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
75,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,NAVY,Yes
75,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,BEIGE,Yes
75,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,NAVY,Yes
75,GIRLS,33,WN UNIF JUMPERS,KNIT JUMPER,BEIGE,Yes
75,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,NAVY,Yes
75,GIRLS,33,WN UNIF JUMPERS,POLY JUMPER,BEIGE,Yes
75,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
75,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
75,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,NAVY,Yes
75,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
75,GIRLS,33,WN UNIF PANTS,JEGGING,NAVY,Yes
75,GIRLS,33,WN UNIF PANTS,JEGGING,BEIGE,Yes
75,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,NAVY,Yes
75,GIRLS,33,WN UNIF PANTS,PULLON PANT,NAVY,Yes
75,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
75,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,NAVY,Yes
75,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
75,GIRLS,33,WN UNIF PANTS,SKINNY PANT,BEIGE,Yes
75,GIRLS,33,WN UNIF PANTS,SKINNY PANT PLUS,BEIGE,Yes
75,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,NAVY,Yes
75,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,BRILLIANT RED,Yes
75,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,WHITE,Yes
75,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,BEIGE,Yes
75,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,BEIGE,Yes
75,BOYS,24,WN TODDLER UNIFORMS,TODDLER BOY POLO,NAVY,Yes
75,BOYS,24,WN TODDLER UNIFORMS,TODDLER BOY SHORT,NAVY,Yes
75,BOYS,24,WN TODDLER UNIFORMS,TODDLER BOY SHORT,BEIGE,Yes
75,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,BRILLIANT RED,Yes
75,BOYS,24,WN YM UNIF SS POLOS,WN YNG MEN SS POLOS,WHITE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS SHORT,BEIGE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS SHORT,NAVY,Yes
75,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,BEIGE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS SHORT HSKY,NAVY,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT,BEIGE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT,NAVY,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,BEIGE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT HUSKY,NAVY,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,BEIGE,Yes
75,BOYS,24,UNASSIGNED,WN BOYS PANT SLIM,NAVY,Yes
75,GIRLS,33,WN JR UNIF SS POLOS,JUNIOR SS POLO,WHITE,Yes
87,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BLACK,Yes
87,GIRLS,33,WN UNIF SS POLOS,SS POLOS,NAVY,Yes
87,GIRLS,33,WN UNIF SS POLOS,SS POLOS,BRILLIANT RED,Yes
87,GIRLS,33,WN UNIF SS POLOS,SS POLOS,GOLD,Yes
87,GIRLS,33,WN UNIF SS POLOS,SS POLOS,WHITE,Yes
87,GIRLS,33,WN TODDLER UNIFORMS,TODDLER GIRL SCOOTER,NAVY,Yes
87,GIRLS,33,WN UNIF BLOUSES,GIRL BLOUSE,WHITE,Yes
87,GIRLS,33,WN UNIF PERF SS POLO,WN PERF POLO,BRILLIANT RED,Yes
87,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER,NAVY,Yes
87,GIRLS,33,WN UNIF SCOOTERS,KNIT SCOOTER PLUS,NAVY,Yes
87,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,NAVY,Yes
87,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER,BEIGE,Yes
87,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,NAVY,Yes
87,GIRLS,33,WN UNIF SCOOTERS,POLY SCOOTER PLUS,BEIGE,Yes
87,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,NAVY,Yes
87,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT,BEIGE,Yes
87,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,NAVY,Yes
87,GIRLS,33,WN UNIF SHORTS,BERMUDA SHORT PLUS,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,JEGGING,NAVY,Yes
87,GIRLS,33,WN UNIF PANTS,JEGGING,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,NAVY,Yes
87,GIRLS,33,WN UNIF PANTS,JEGGING PLUS,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,PULLON PANT,NAVY,Yes
87,GIRLS,33,WN UNIF PANTS,PULLON PANT,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,PULLON PANT PLUS,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,SKINNY PANT,NAVY,Yes
87,GIRLS,33,WN UNIF PANTS,SKINNY PANT,BEIGE,Yes
87,GIRLS,33,WN UNIF PANTS,SKINNY PANT PLUS,NAVY,Yes
87,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,NAVY,Yes
87,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,BRILLIANT RED,Yes
87,BOYS,24,WN UNIF PERF POLOS,WN BOYS PERF POLOS,WHITE,Yes
87,BOYS,24,WN UNIF LS POLOS,WN BOYS LS POLOS,WHITE,Yes
87,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,NAVY,Yes
87,BOYS,24,WN UNIF PERF SHORTS,WN BOYS HUSKY PERF SHORT,BEIGE,Yes
87,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,NAVY,Yes
87,BOYS,24,WN UNIF PERF SHORTS,WN BOYS PERF SHORT,BEIGE,Yes
