Store,Curr Total Baseline TL HC,Curr Total Budgeted TL HC,New Total Baseline TL HC,New Total Budgeted TL HC,Curr F&C TL Baseline HC,Curr F&C TL Budgeted HC,New F&C Baseline HC,New F&C Budgeted HC,Total Added Budgeted HC
5735,23,23,23,23,2,2,2,2,0
3055,23,23,23,23,2,2,2,2,0
5866,23,23,23,23,2,2,2,2,0
5479,25,25,25,25,2,2,2,2,0
366,25,25,25,25,2,2,2,2,0
1649,23,23,23,23,2,3,2,3,0
3192,23,23,23,23,2,2,2,2,0
3868,25,25,25,25,2,2,2,2,0
1309,23,23,23,23,2,2,2,2,0
2177,23,23,23,23,2,2,2,2,0
2996,25,25,25,25,2,2,2,2,0
2568,21,21,21,21,2,2,2,2,0
2131,25,25,25,25,2,3,2,3,0
1666,23,23,23,23,2,2,2,2,0
1229,26,26,26,26,2,2,2,2,0
4215,25,25,25,25,2,2,2,2,0
470,25,25,25,25,2,2,2,2,0
2733,25,25,25,25,2,2,2,2,0
542,25,25,25,25,2,2,2,2,0
641,25,25,25,25,2,2,2,2,0
1363,25,25,25,25,2,2,2,2,0
2917,22,22,22,22,2,2,2,2,0
434,25,25,25,25,2,2,2,2,0
121,25,25,25,25,2,2,2,2,0
3371,25,26,25,26,2,2,2,2,0
1721,23,23,23,23,2,2,2,2,0
1394,23,23,23,23,2,2,2,2,0
5884,23,23,23,23,2,2,2,2,0
5422,25,25,25,25,2,2,2,2,0
3298,26,26,26,26,2,2,2,2,0
621,23,23,23,23,2,2,2,2,0
1961,25,25,25,25,2,2,2,2,0
4219,25,26,25,26,2,2,2,2,0
1613,23,23,23,23,2,2,2,2,0
7009,26,26,26,26,2,2,2,2,0
5890,23,23,23,23,2,2,2,2,0
211,25,25,25,25,2,2,2,2,0
155,25,25,25,25,2,2,2,2,0
2196,23,23,23,23,2,2,2,2,0
3842,25,25,25,25,2,2,2,2,0
2510,23,24,23,24,2,2,2,2,0
3364,25,25,25,25,2,2,2,2,0
190,25,25,25,25,2,2,2,2,0
4557,24,24,24,24,2,2,2,2,0
76,25,25,25,25,2,2,2,2,0
3292,21,22,21,22,2,2,2,2,0
1223,26,26,26,26,2,2,2,2,0
3434,25,26,25,26,2,2,2,2,0
3304,25,25,25,25,2,2,2,2,0
429,25,25,25,25,2,2,2,2,0
2704,25,25,25,25,2,2,2,2,0
3311,25,25,25,25,2,2,2,2,0
3534,25,25,25,25,2,2,2,2,0
2247,23,23,23,23,2,2,2,2,0
514,25,25,25,25,2,2,2,2,0
3395,25,25,25,25,2,2,2,2,0
43,26,26,26,26,2,3,2,3,0
824,23,23,23,23,2,2,2,2,0
6807,26,27,26,27,2,2,2,2,0
1243,25,25,25,25,2,2,2,2,0
4393,23,23,23,23,2,2,2,2,0
2872,25,25,25,25,2,2,2,2,0
1128,25,26,25,26,2,2,2,2,0
5449,23,23,23,23,2,2,2,2,0
2251,26,26,26,26,2,2,2,2,0
2295,25,25,25,25,2,2,2,2,0
1492,23,23,23,23,2,2,2,2,0
1386,25,25,25,25,2,2,2,2,0
124,25,25,25,25,2,2,2,2,0
3477,26,27,26,27,2,2,2,2,0
1777,26,27,26,27,2,2,2,2,0
2807,25,25,25,25,2,2,2,2,0
3498,23,23,23,23,2,2,2,2,0
3214,26,26,26,26,2,2,2,2,0
1668,23,23,23,23,2,2,2,2,0
1912,26,27,26,27,2,3,2,3,0
3302,26,26,26,26,2,2,2,2,0
5458,25,25,25,25,2,2,2,2,0
2617,25,25,25,25,2,2,2,2,0
4497,26,26,26,26,2,2,2,2,0
1198,25,25,25,25,2,2,2,2,0
2809,25,25,25,25,2,2,2,2,0
2559,26,26,26,26,2,2,2,2,0
3222,25,25,25,25,2,2,2,2,0
4399,25,25,25,25,2,2,2,2,0
4529,23,23,23,23,2,2,2,2,0
3058,25,25,25,25,2,2,2,2,0
3483,25,25,25,25,2,2,2,2,0
2124,23,23,23,23,2,2,2,2,0
374,25,25,25,25,2,2,2,2,0
5713,23,24,23,24,2,2,2,2,0
199,25,25,25,25,2,2,2,2,0
1913,25,25,25,25,2,2,2,2,0
2993,26,26,26,26,2,2,2,2,0
2492,25,25,25,25,2,2,2,2,0
3489,24,25,24,25,2,2,2,2,0
667,25,25,25,25,2,2,2,2,0
5311,25,25,25,25,2,2,2,2,0
905,24,24,24,24,2,2,2,2,0
5403,25,25,25,25,2,2,2,2,0
1942,25,25,25,25,2,2,2,2,0
475,26,26,26,26,2,2,2,2,0
343,25,25,25,25,2,2,2,2,0
3487,25,25,25,25,2,2,2,2,0
5843,23,23,23,23,2,2,2,2,0
1661,23,23,23,23,2,2,2,2,0
2158,23,22,23,22,2,3,2,3,0
3825,23,23,23,23,2,2,2,2,0
1734,25,25,25,25,2,2,2,2,0
5434,21,21,21,21,2,2,2,2,0
1498,23,23,23,23,2,2,2,2,0
1849,26,26,26,26,2,2,2,2,0
3447,25,26,25,26,2,2,2,2,0
128,25,25,25,25,2,2,2,2,0
1130,23,23,23,23,2,2,2,2,0
2094,25,25,25,25,2,2,2,2,0
356,25,25,25,25,2,2,2,2,0
5389,25,25,25,25,2,2,2,2,0
1096,25,25,25,25,2,2,2,2,0
2463,26,26,26,26,2,2,2,2,0
253,25,26,25,26,2,3,2,3,0
5376,25,26,25,26,2,2,2,2,0
415,25,25,25,25,2,2,2,2,0
2155,25,25,25,25,2,2,2,2,0
426,25,25,25,25,2,2,2,2,0
3169,24,25,24,25,2,2,2,2,0
4221,23,23,23,23,2,2,2,2,0
2183,25,25,25,25,2,2,2,2,0
107,25,26,25,26,2,2,2,2,0
1559,20,20,20,20,2,2,2,2,0
3712,24,24,24,24,2,2,2,2,0
2099,22,22,22,22,2,2,2,2,0
726,25,25,25,25,2,2,2,2,0
1002,25,25,25,25,2,2,2,2,0
2595,26,26,26,26,2,2,2,2,0
1249,26,26,26,26,2,2,2,2,0
5088,25,26,25,26,2,2,2,2,0
1945,23,23,23,23,2,2,2,2,0
348,25,25,25,25,2,2,2,2,0
5927,23,23,23,23,2,2,2,2,0
1928,25,26,25,26,2,2,2,2,0
392,23,24,23,24,2,2,2,2,0
282,25,25,25,25,2,2,2,2,0
310,25,25,25,25,2,2,2,2,0
4165,23,23,23,23,2,2,2,2,0
5839,24,24,24,24,2,2,2,2,0
72,25,26,25,26,2,3,2,3,0
3482,26,27,26,27,2,2,2,2,0
1094,24,24,24,24,2,2,2,2,0
2308,21,21,21,21,2,2,2,2,0
330,25,26,25,26,2,2,2,2,0
1718,23,24,23,24,2,2,2,2,0
5338,21,21,21,21,2,2,2,2,0
5346,26,26,26,26,2,2,2,2,0
730,26,26,26,26,2,2,2,2,0
2988,25,25,25,25,2,2,2,2,0
5240,25,26,25,26,2,2,2,2,0
3260,25,25,25,25,2,2,2,2,0
2427,23,23,23,23,2,2,2,2,0
2703,25,25,25,25,2,2,2,2,0
1861,25,25,25,25,2,2,2,2,0
585,26,26,26,26,2,2,2,2,0
2175,25,26,25,26,2,3,2,3,0
1199,25,25,25,25,2,2,2,2,0
329,25,25,25,25,2,2,2,2,0
1557,26,26,26,26,2,2,2,2,0
5197,25,25,25,25,2,2,2,2,0
5397,25,25,25,25,2,2,2,2,0
1811,26,26,26,26,2,2,2,2,0
1646,24,24,24,24,2,2,2,2,0
2291,23,23,23,23,2,2,2,2,0
2531,21,21,21,21,2,2,2,2,0
4237,24,24,24,24,2,2,2,2,0
5186,26,26,26,26,2,2,2,2,0
67,25,25,25,25,2,2,2,2,0
3445,26,26,26,26,2,2,2,2,0
5358,25,25,25,25,2,2,2,2,0
1578,25,25,25,25,2,2,2,2,0
2277,25,25,25,25,2,2,2,2,0
2505,26,27,26,27,2,2,2,2,0
2448,23,23,23,23,2,2,2,2,0
2783,23,24,23,24,2,3,2,3,0
995,25,25,25,25,2,2,2,2,0
2717,25,26,25,26,2,2,2,2,0
700,26,27,26,27,2,2,2,2,0
3388,25,25,25,25,2,2,2,2,0
764,25,25,25,25,2,2,2,2,0
448,25,25,25,25,2,2,2,2,0
5864,25,25,25,25,2,2,2,2,0
3790,25,26,25,26,2,2,2,2,0
736,25,25,25,25,2,2,2,2,0
2048,23,23,23,23,2,2,2,2,0
78,25,25,25,25,2,2,2,2,0
2370,23,23,23,23,2,2,2,2,0
2322,26,27,26,27,2,2,2,2,0
262,25,25,25,25,2,2,2,2,0
1502,25,25,25,25,2,2,2,2,0
2106,24,24,24,24,2,2,2,2,0
1754,23,23,23,23,2,2,2,2,0
2481,26,26,26,26,2,2,2,2,0
999,27,28,27,28,2,2,2,2,0
1021,25,25,25,25,2,2,2,2,0
5445,25,26,25,26,2,2,2,2,0
5281,21,22,21,22,2,2,2,2,0
5929,23,23,23,23,2,2,2,2,0
2401,21,22,21,22,2,2,2,2,0
1738,25,25,25,25,2,2,2,2,0
20,25,25,25,25,2,2,2,2,0
2459,24,24,24,24,2,2,2,2,0
4612,23,24,23,24,2,2,2,2,0
5732,23,24,23,24,2,2,2,2,0
34,25,25,25,25,2,3,2,3,0
179,25,25,25,25,2,2,2,2,0
2952,23,24,23,24,2,2,2,2,0
4111,26,26,26,26,2,2,2,2,0
1640,23,23,23,23,2,2,2,2,0
4679,23,24,23,24,2,2,2,2,0
4288,23,23,23,23,2,2,2,2,0
2772,25,25,25,25,2,2,2,2,0
3502,25,25,25,25,2,2,2,2,0
1431,25,25,25,25,2,2,2,2,0
2690,25,25,25,25,2,2,2,2,0
737,25,25,25,25,2,2,2,2,0
3389,25,25,25,25,2,2,2,2,0
1335,23,23,23,23,2,2,2,2,0
1142,25,25,25,25,2,2,2,2,0
620,25,25,25,25,2,2,2,2,0
3248,24,24,24,24,2,2,2,2,0
1333,25,26,25,26,2,2,2,2,0
2821,26,26,26,26,2,2,2,2,0
4520,23,23,23,23,2,2,2,2,0
3476,24,24,24,24,2,2,2,2,0
1388,25,25,25,25,2,2,2,2,0
2215,26,26,26,26,2,2,2,2,0
2548,23,23,23,23,2,2,2,2,0
907,23,22,23,22,2,2,2,2,0
659,25,25,25,25,2,2,2,2,0
3612,25,25,25,25,2,2,2,2,0
3515,25,25,25,25,2,2,2,2,0
1197,26,26,26,26,2,2,2,2,0
887,23,23,23,23,2,2,2,2,0
2095,23,23,23,23,2,2,2,2,0
605,26,26,26,26,2,2,2,2,0
4409,25,25,25,25,2,3,2,3,0
5127,25,25,25,25,2,2,2,2,0
745,24,26,24,26,2,4,2,4,0
1573,26,26,26,26,2,2,2,2,0
217,25,25,25,25,2,2,2,2,0
1459,26,26,26,26,2,2,2,2,0
3848,25,25,25,25,2,2,2,2,0
1354,25,25,25,25,2,2,2,2,0
2314,21,21,21,21,2,2,2,2,0
3830,23,23,23,23,2,2,2,2,0
1507,25,25,25,25,2,2,2,2,0
1735,23,23,23,23,2,2,2,2,0
7087,26,26,26,26,2,2,2,2,0
1980,24,24,24,24,2,2,2,2,0
3336,25,25,25,25,2,2,2,2,0
1217,23,23,23,23,2,2,2,2,0
2931,25,25,25,25,2,2,2,2,0
2963,24,24,24,24,2,2,2,2,0
4358,23,24,23,24,2,2,2,2,0
423,25,25,25,25,2,2,2,2,0
7156,26,26,26,26,2,2,2,2,0
3733,26,26,26,26,2,2,2,2,0
1171,24,24,24,24,2,2,2,2,0
2890,25,25,25,25,2,2,2,2,0
2799,23,23,23,23,2,2,2,2,0
3893,25,25,25,25,2,2,2,2,0
4660,23,23,23,23,2,2,2,2,0
2491,25,25,25,25,2,2,2,2,0
2452,23,24,23,24,2,3,2,3,0
2513,23,23,23,23,2,2,2,2,0
5419,25,25,25,25,2,2,2,2,0
1566,25,25,25,25,2,2,2,2,0
5370,26,26,26,26,2,2,2,2,0
316,25,25,25,25,2,2,2,2,0
3886,25,26,25,26,2,2,2,2,0
2575,25,25,25,25,2,2,2,2,0
1283,25,25,25,25,2,2,2,2,0
1443,25,25,25,25,2,3,2,3,0
4200,26,26,26,26,2,2,2,2,0
3609,24,24,24,24,2,2,2,2,0
4412,24,24,24,24,2,2,2,2,0
391,25,25,25,25,2,2,2,2,0
665,25,25,25,25,2,2,2,2,0
266,25,25,25,25,2,2,2,2,0
2135,25,26,25,26,2,2,2,2,0
812,25,25,25,25,2,2,2,2,0
3282,25,25,25,25,2,2,2,2,0
165,25,25,25,25,2,2,2,2,0
644,25,25,25,25,2,2,2,2,0
3827,23,24,23,24,2,2,2,2,0
4410,25,25,25,25,2,2,2,2,0
3270,25,25,25,25,2,2,2,2,0
5385,25,25,25,25,2,2,2,2,0
5705,24,24,24,24,2,2,2,2,0
2112,26,26,26,26,2,2,2,2,0
497,25,25,25,25,2,2,2,2,0
2472,26,26,26,26,2,2,2,2,0
2100,25,25,25,25,2,2,2,2,0
584,25,25,25,25,2,2,2,2,0
4256,25,25,25,25,2,3,2,3,0
1571,25,25,25,25,2,2,2,2,0
1232,25,25,25,25,2,2,2,2,0
5461,24,24,24,24,2,2,2,2,0
1593,25,25,25,25,2,2,2,2,0
4404,23,23,23,23,2,3,2,3,0
1314,25,26,25,26,2,2,2,2,0
2550,26,26,26,26,2,2,2,2,0
1866,25,25,25,25,2,2,2,2,0
5463,25,25,25,25,2,2,2,2,0
4588,23,23,23,23,2,2,2,2,0
878,26,27,26,27,2,2,2,2,0
3589,24,25,24,25,2,2,2,2,0
1667,25,25,25,25,2,2,2,2,0
65,25,25,25,25,2,2,2,2,0
959,25,25,25,25,2,2,2,2,0
1028,26,26,26,26,2,2,2,2,0
1188,24,24,24,24,2,2,2,2,0
811,25,25,25,25,2,2,2,2,0
1733,25,25,25,25,2,2,2,2,0
2350,25,25,25,25,2,2,2,2,0
2520,25,25,25,25,2,2,2,2,0
3708,24,24,24,24,2,2,2,2,0
3288,25,25,25,25,2,2,2,2,0
587,25,25,25,25,2,2,2,2,0
7032,26,27,26,27,2,3,2,3,0
3309,23,24,23,24,2,3,2,3,0
3621,23,23,23,23,2,2,2,2,0
7020,26,26,26,26,2,2,2,2,0
5307,25,26,25,26,2,3,2,3,0
2684,24,24,24,24,2,2,2,2,0
2782,26,26,26,26,2,2,2,2,0
1477,23,23,23,23,2,2,2,2,0
1705,25,25,25,25,2,2,2,2,0
3847,25,25,25,25,2,2,2,2,0
430,25,25,25,25,2,2,2,2,0
1017,25,25,25,25,2,2,2,2,0
2194,23,23,23,23,2,2,2,2,0
5812,23,23,23,23,2,2,2,2,0
3056,26,26,26,26,2,2,2,2,0
204,25,25,25,25,2,2,2,2,0
1926,23,23,23,23,2,2,2,2,0
1984,23,24,23,24,2,2,2,2,0
2648,21,21,21,21,2,2,2,2,0
772,26,26,26,26,2,2,2,2,0
382,25,26,25,26,2,3,2,3,0
2238,25,25,25,25,2,3,2,3,0
3475,23,24,23,24,2,2,2,2,0
675,25,25,25,25,2,2,2,2,0
4641,24,25,24,25,2,2,2,2,0
5027,24,24,24,24,2,2,2,2,0
1487,26,26,26,26,2,2,2,2,0
1710,26,26,26,26,2,2,2,2,0
364,25,25,25,25,2,2,2,2,0
4065,26,26,26,26,2,2,2,2,0
4330,25,25,25,25,2,2,2,2,0
2864,26,26,26,26,2,2,2,2,0
2913,25,25,25,25,2,2,2,2,0
1776,25,25,25,25,2,2,2,2,0
2351,26,26,26,26,2,2,2,2,0
1380,23,23,23,23,2,2,2,2,0
1798,25,25,25,25,2,2,2,2,0
902,25,25,25,25,2,2,2,2,0
2081,24,24,24,24,2,2,2,2,0
3236,24,24,24,24,2,2,2,2,0
5810,24,24,24,24,2,2,2,2,0
5441,26,26,26,26,2,2,2,2,0
5211,26,26,26,26,2,2,2,2,0
3078,24,24,24,24,2,2,2,2,0
3535,25,26,25,26,2,2,2,2,0
1137,25,25,25,25,2,2,2,2,0
1276,25,25,25,25,2,2,2,2,0
2185,24,24,24,24,2,2,2,2,0
3860,25,25,25,25,2,2,2,2,0
1553,24,24,24,24,2,2,2,2,0
2261,23,23,23,23,2,2,2,2,0
543,25,25,25,25,2,2,2,2,0
1410,23,23,23,23,2,2,2,2,0
2986,26,26,26,26,2,2,2,2,0
948,24,24,24,24,2,3,2,3,0
927,26,26,26,26,2,2,2,2,0
1417,26,26,26,26,2,2,2,2,0
5162,24,25,24,25,2,2,2,2,0
1255,25,25,25,25,2,2,2,2,0
703,26,26,26,26,2,2,2,2,0
4276,23,23,23,23,2,2,2,2,0
3459,26,26,26,26,2,2,2,2,0
3334,25,26,25,26,2,2,2,2,0
5976,24,24,24,24,2,2,2,2,0
4564,23,23,23,23,2,2,2,2,0
2658,26,26,26,26,2,2,2,2,0
5390,26,26,26,26,2,2,2,2,0
3274,26,26,26,26,2,2,2,2,0
1345,23,23,23,23,2,2,2,2,0
150,25,25,25,25,2,2,2,2,0
3436,25,26,25,26,2,2,2,2,0
4695,24,25,24,25,2,3,2,3,0
3747,25,25,25,25,2,2,2,2,0
5220,23,23,23,23,2,2,2,2,0
1268,26,26,26,26,2,2,2,2,0
3541,23,23,23,23,2,2,2,2,0
3329,25,26,25,26,2,2,2,2,0
5777,23,23,23,23,2,2,2,2,0
619,25,25,25,25,2,2,2,2,0
2991,26,26,26,26,2,2,2,2,0
2341,20,21,20,21,2,2,2,2,0
1244,25,25,25,25,2,2,2,2,0
2222,23,23,23,23,2,2,2,2,0
855,26,26,26,26,2,2,2,2,0
1948,26,26,26,26,2,2,2,2,0
340,25,25,25,25,2,2,2,2,0
4506,26,26,26,26,2,2,2,2,0
5747,23,23,23,23,2,2,2,2,0
5669,24,24,24,24,2,2,2,2,0
5130,23,23,23,23,2,2,2,2,0
1637,25,26,25,26,2,2,2,2,0
383,26,27,26,27,2,3,2,3,0
328,25,25,25,25,2,2,2,2,0
1518,26,26,26,26,2,2,2,2,0
1831,24,24,24,24,2,3,2,3,0
3861,26,26,26,26,2,2,2,2,0
6932,26,26,26,26,2,2,2,2,0
3462,26,27,26,27,2,2,2,2,0
4283,24,24,24,24,2,2,2,2,0
4168,25,25,25,25,2,2,2,2,0
3505,25,25,25,25,2,2,2,2,0
2214,25,25,25,25,2,2,2,2,0
872,26,26,26,26,2,2,2,2,0
4474,23,24,23,24,2,2,2,2,0
5287,26,26,26,26,2,2,2,2,0
5710,24,24,24,24,2,2,2,2,0
315,25,25,25,25,2,2,2,2,0
1682,26,26,26,26,2,2,2,2,0
2151,24,24,24,24,2,2,2,2,0
1793,24,24,24,24,2,2,2,2,0
2932,26,26,26,26,2,2,2,2,0
2671,26,27,26,27,2,2,2,2,0
3658,25,25,25,25,2,2,2,2,0
2125,26,27,26,27,2,2,2,2,0
3843,23,23,23,23,2,2,2,2,0
4286,25,26,25,26,2,3,2,3,0
1056,25,25,25,25,2,2,2,2,0
773,26,27,26,27,2,2,2,2,0
2111,26,26,26,26,2,2,2,2,0
4231,25,25,25,25,2,2,2,2,0
1111,25,25,25,25,2,2,2,2,0
1313,26,27,26,27,2,2,2,2,0
2948,26,26,26,26,2,2,2,2,0
2852,27,27,27,27,2,2,2,2,0
3286,26,26,26,26,2,2,2,2,0
1545,26,26,26,26,2,2,2,2,0
688,25,25,25,25,2,2,2,2,0
3293,25,25,25,25,2,2,2,2,0
2532,26,26,26,26,2,2,2,2,0
3423,24,24,24,24,2,2,2,2,0
4336,24,24,24,24,2,2,2,2,0
616,26,26,26,26,2,2,2,2,0
30,25,25,25,25,2,2,2,2,0
3867,26,28,26,28,2,2,2,2,0
4395,23,23,23,23,2,2,2,2,0
3567,26,26,26,26,2,2,2,2,0
93,26,26,26,26,2,2,2,2,0
681,26,26,26,26,2,2,2,2,0
640,26,26,26,26,2,2,2,2,0
2339,25,25,25,25,2,2,2,2,0
589,25,25,25,25,2,2,2,2,0
879,25,25,25,25,2,2,2,2,0
4216,25,25,25,25,2,2,2,2,0
781,26,26,26,26,2,2,2,2,0
2599,26,26,26,26,2,2,2,2,0
2842,26,26,26,26,2,2,2,2,0
5166,25,25,25,25,2,2,2,2,0
3422,24,25,24,25,2,3,2,3,0
164,26,26,26,26,2,2,2,2,0
5232,25,25,25,25,2,2,2,2,0
3548,23,23,23,23,2,2,2,2,0
3044,23,23,23,23,2,2,2,2,0
5235,26,26,26,26,2,2,2,2,0
4483,25,25,25,25,2,3,2,3,0
170,26,26,26,26,2,2,2,2,0
3247,26,26,26,26,2,2,2,2,0
5335,25,25,25,25,2,2,2,2,0
1748,26,25,26,25,2,2,2,2,0
4420,25,25,25,25,2,2,2,2,0
1253,26,26,26,26,2,2,2,2,0
4334,24,24,24,24,2,2,2,2,0
4258,24,24,24,24,2,2,2,2,0
5477,26,26,26,26,2,2,2,2,0
468,26,26,26,26,2,3,2,3,0
913,25,24,25,24,2,2,2,2,0
195,25,25,25,25,2,2,2,2,0
237,25,26,25,26,2,3,2,3,0
3243,26,26,26,26,2,2,2,2,0
3799,26,26,26,26,2,2,2,2,0
5703,24,24,24,24,2,2,2,2,0
2440,24,24,24,24,2,2,2,2,0
1648,26,26,26,26,2,2,2,2,0
2894,26,26,26,26,2,3,2,3,0
1807,23,24,23,24,2,2,2,2,0
5424,26,26,26,26,2,2,2,2,0
934,26,26,26,26,2,2,2,2,0
6898,27,27,27,27,2,2,2,2,0
710,26,26,26,26,2,2,2,2,0
2888,26,26,26,26,2,3,2,3,0
267,25,25,25,25,2,2,2,2,0
428,26,27,26,27,2,3,2,3,0
2280,21,22,21,22,2,2,2,2,0
1923,26,26,26,26,2,2,2,2,0
197,25,25,25,25,2,2,2,2,0
2164,27,27,27,27,2,2,2,2,0
770,26,26,26,26,2,2,2,2,0
1281,26,26,26,26,2,2,2,2,0
4201,25,25,25,25,2,2,2,2,0
5199,26,26,26,26,2,2,2,2,0
2609,27,28,27,28,2,2,2,2,0
4321,25,26,25,26,2,2,2,2,0
889,26,26,26,26,2,2,2,2,0
5320,26,26,26,26,2,2,2,2,0
548,25,25,25,25,2,2,2,2,0
1008,26,26,26,26,2,2,2,2,0
724,25,25,25,25,2,2,2,2,0
2713,26,26,26,26,2,2,2,2,0
1193,25,25,25,25,2,2,2,2,0
2522,25,25,25,25,2,2,2,2,0
3725,24,24,24,24,2,2,2,2,0
2869,26,26,26,26,2,2,2,2,0
451,26,26,26,26,2,2,2,2,0
306,25,25,25,25,2,2,2,2,0
1531,25,25,25,25,2,2,2,2,0
1408,26,26,26,26,2,2,2,2,0
3406,26,26,26,26,2,2,2,2,0
1581,26,29,26,29,2,3,2,3,0
1750,25,25,25,25,2,2,2,2,0
2850,26,26,26,26,2,2,2,2,0
206,25,25,25,25,2,2,2,2,0
431,25,25,25,25,2,2,2,2,0
3837,27,27,27,27,2,2,2,2,0
1511,24,24,24,24,2,2,2,2,0
5184,26,26,26,26,2,2,2,2,0
1809,26,26,26,26,2,2,2,2,0
3569,26,27,26,27,2,2,2,2,0
3581,26,26,26,26,2,2,2,2,0
386,26,26,26,26,2,2,2,2,0
3307,26,26,26,26,2,3,2,3,0
5379,26,26,26,26,2,2,2,2,0
2836,26,26,26,26,2,2,2,2,0
2082,24,25,24,25,2,2,2,2,0
2153,25,26,25,26,2,2,2,2,0
2484,25,25,25,25,2,2,2,2,0
625,23,23,23,23,2,2,2,2,0
452,25,25,25,25,2,2,2,2,0
1814,24,24,24,24,2,2,2,2,0
1135,25,25,25,25,2,2,2,2,0
939,26,27,26,27,2,2,2,2,0
2911,25,25,25,25,2,2,2,2,0
205,26,27,26,27,2,2,2,2,0
3271,25,25,25,25,2,2,2,2,0
1494,27,27,27,27,2,2,2,2,0
3526,25,25,25,25,2,2,2,2,0
5056,26,26,26,26,2,2,2,2,0
1651,24,24,24,24,2,2,2,2,0
4509,24,24,24,24,2,2,2,2,0
3717,23,23,23,23,2,2,2,2,0
965,26,26,26,26,2,2,2,2,0
5049,26,26,26,26,2,2,2,2,0
66,25,25,25,25,2,2,2,2,0
28,26,27,26,27,2,3,2,3,0
1356,25,25,25,25,2,2,2,2,0
3208,27,27,27,27,2,2,2,2,0
5414,24,24,24,24,2,2,2,2,0
4064,24,24,24,24,2,2,2,2,0
2871,24,25,24,25,2,3,2,3,0
3285,26,26,26,26,2,2,2,2,0
2122,23,24,23,24,2,2,2,2,0
5701,25,25,25,25,2,2,2,2,0
1003,26,26,26,26,2,2,2,2,0
3197,24,24,24,24,2,2,2,2,0
1293,24,24,24,24,2,2,2,2,0
2257,26,26,26,26,2,2,2,2,0
799,26,27,26,27,2,2,2,2,0
416,23,23,23,23,2,2,2,2,0
3280,26,26,26,26,2,2,2,2,0
4359,24,24,24,24,2,2,2,2,0
5185,26,26,26,26,2,2,2,2,0
182,26,26,26,26,2,2,2,2,0
4370,24,24,24,24,2,2,2,2,0
4130,26,27,26,27,2,2,2,2,0
4644,24,24,24,24,2,2,2,2,0
5709,24,25,24,25,2,3,2,3,0
5030,26,26,26,26,2,2,2,2,0
1698,25,26,25,26,2,2,2,2,0
5080,26,26,26,26,2,2,2,2,0
2311,25,25,25,25,2,2,2,2,0
2066,26,27,26,27,2,3,2,3,0
4317,23,23,23,23,2,2,2,2,0
538,24,24,24,24,2,2,2,2,0
2426,26,26,26,26,2,3,2,3,0
4187,23,23,23,23,2,3,2,3,0
1882,25,25,25,25,2,2,2,2,0
2075,24,24,24,24,2,2,2,2,0
5753,23,24,23,24,2,3,2,3,0
2367,25,25,25,25,2,2,2,2,0
6879,26,26,26,26,2,2,2,2,0
5727,23,23,23,23,2,2,2,2,0
13,25,25,25,25,2,2,2,2,0
104,25,25,25,25,2,2,2,2,0
4257,23,23,23,23,2,2,2,2,0
4203,26,26,26,26,2,2,2,2,0
5066,26,26,26,26,2,2,2,2,0
1586,26,26,26,26,2,2,2,2,0
723,25,25,25,25,2,2,2,2,0
992,26,26,26,26,2,2,2,2,0
3205,26,26,26,26,2,2,2,2,0
4161,24,24,24,24,2,2,2,2,0
1027,26,26,26,26,2,2,2,2,0
2828,25,26,25,26,2,2,2,2,0
4458,24,24,24,24,2,2,2,2,0
3514,25,26,25,26,2,2,2,2,0
676,25,25,25,25,2,3,2,3,0
5471,26,26,26,26,2,2,2,2,0
3213,26,27,26,27,2,2,2,2,0
5245,26,27,26,27,2,2,2,2,0
3824,24,25,24,25,2,2,2,2,0
5363,26,26,26,26,2,2,2,2,0
4590,25,25,25,25,2,2,2,2,0
2728,26,26,26,26,2,2,2,2,0
1090,26,26,26,26,2,2,2,2,0
134,24,24,24,24,2,2,2,2,0
2951,26,27,26,27,2,2,2,2,0
852,26,26,26,26,2,2,2,2,0
5844,24,25,24,25,2,2,2,2,0
23,26,26,26,26,2,2,2,2,0
1022,26,26,26,26,2,2,2,2,0
2198,23,23,23,23,2,2,2,2,0
5033,26,27,26,27,2,2,2,2,0
1792,26,26,26,26,2,2,2,2,0
5202,23,24,23,24,2,2,2,2,0
924,26,26,26,26,2,2,2,2,0
2147,24,24,24,24,2,2,2,2,0
4118,26,26,26,26,2,2,2,2,0
1329,23,23,23,23,2,2,2,2,0
1419,24,25,24,25,2,2,2,2,0
309,26,26,26,26,2,2,2,2,0
4137,24,24,24,24,2,2,2,2,0
3587,24,24,24,24,2,2,2,2,0
1495,26,26,26,26,2,3,2,3,0
73,25,26,25,26,2,2,2,2,0
1547,26,27,26,27,2,2,2,2,0
1469,26,26,26,26,2,2,2,2,0
6789,25,25,25,25,2,2,2,2,0
5218,26,26,26,26,2,2,2,2,0
1191,26,26,26,26,2,2,2,2,0
1089,25,25,25,25,2,2,2,2,0
554,23,23,23,23,2,2,2,2,0
643,26,26,26,26,2,2,2,2,0
4476,24,24,24,24,2,2,2,2,0
4664,23,23,23,23,2,2,2,2,0
4348,24,24,24,24,2,2,2,2,0
5292,26,26,26,26,2,2,2,2,0
384,26,26,26,26,2,2,2,2,0
2035,25,25,25,25,2,2,2,2,0
152,25,25,25,25,2,2,2,2,0
2768,26,26,26,26,2,2,2,2,0
2358,25,25,25,25,2,2,2,2,0
735,26,26,26,26,2,2,2,2,0
