STORE #,Floral Fixture ,Split Bin Dividers,Banana Out Post 
4325,TBD,No,Yes
4335,TBD,Yes,Yes
4336,TBD,Yes,Yes
4337,TBD,Yes,No
4339,No,Yes,No
4341,TBD,Yes,Yes
4355,TBD,No,Yes
4356,TBD,Yes,No
4370,TBD,Yes,Yes
4392,TBD,Yes,No
4393,TBD,Yes,Yes
4394,TBD,Yes,No
4395,TBD,Yes,No
4430,TBD,Yes,Yes
4436,TBD,Yes,No
4438,TBD,Yes,Yes
4451,TBD,Yes,Yes
4464,No,Yes,No
4468,No,Yes,No
4473,No,Yes,No
4482,TBD,Yes,Yes
4483,TBD,Yes,No
4488,TBD,Yes,No
4491,No,Yes,No
4494,No,Yes,No
4543,TBD,Yes,Yes
4557,TBD,Yes,Yes
4570,TBD,No,No
4603,TBD,Yes,No
4605,No,Yes,No
4618,TBD,Yes,No
4653,TBD,Yes,Yes
4655,No,Yes,No
4689,TBD,Yes,No
4692,No,Yes,No
4696,TBD,Yes,Yes
4700,No,Yes,No
4706,No,Yes,No
4759,No,Yes,No
4762,No,Yes,No
5003,TBD,Yes,Yes
5007,No,Yes,No
5008,TBD,Yes,No
5023,TBD,Yes,No
5031,TBD,Yes,Yes
5041,TBD,Yes,Yes
5048,TBD,Yes,No
5049,TBD,Yes,Yes
5070,TBD,Yes,Yes
5075,TBD,Yes,Yes
5078,TBD,Yes,Yes
5090,TBD,Yes,Yes
5096,TBD,Yes,Yes
5099,TBD,Yes,Yes
5101,TBD,Yes,Yes
5109,No,Yes,No
5110,No,Yes,No
5119,No,Yes,No
5123,TBD,Yes,No
5124,TBD,Yes,Yes
5133,TBD,Yes,Yes
5134,TBD,Yes,Yes
5139,TBD,Yes,Yes
5143,No,Yes,No
5156,TBD,Yes,Yes
5162,TBD,Yes,Yes
5167,TBD,Yes,Yes
5182,No,Yes,No
5186,TBD,Yes,Yes
5190,TBD,Yes,Yes
5193,TBD,Yes,Yes
5197,TBD,Yes,No
5205,No,Yes,No
5215,TBD,Yes,Yes
5216,TBD,Yes,No
5231,TBD,Yes,Yes
5233,TBD,Yes,Yes
5234,TBD,Yes,Yes
5235,TBD,Yes,Yes
5257,TBD,Yes,No
5258,No,Yes,No
5270,TBD,Yes,Yes
5272,TBD,Yes,Yes
5273,TBD,Yes,Yes
5275,TBD,Yes,No
5295,TBD,Yes,No
5303,TBD,Yes,Yes
5304,TBD,Yes,No
5329,TBD,Yes,Yes
5330,TBD,Yes,Yes
5332,TBD,Yes,No
5336,No,Yes,No
5337,TBD,Yes,Yes
5342,TBD,Yes,No
5349,TBD,Yes,No
5350,TBD,Yes,Yes
5352,TBD,Yes,No
5368,TBD,Yes,Yes
5369,TBD,Yes,Yes
5382,TBD,No,Yes
5396,TBD,Yes,Yes
5423,No,Yes,No
5424,TBD,Yes,Yes
5425,TBD,Yes,No
5428,TBD,Yes,Yes
5429,TBD,Yes,Yes
5432,TBD,Yes,Yes
5435,TBD,Yes,No
5438,TBD,Yes,Yes
5448,TBD,Yes,No
5450,TBD,Yes,Yes
5458,TBD,Yes,Yes
5461,TBD,Yes,Yes
5462,TBD,Yes,Yes
5463,TBD,Yes,Yes
5472,TBD,Yes,Yes
5476,TBD,Yes,Yes
5491,TBD,Yes,Yes
5492,TBD,Yes,Yes
5494,TBD,Yes,Yes
5600,No,Yes,No
5601,No,Yes,No
5602,No,Yes,No
5603,No,Yes,No
5604,No,Yes,No
5605,No,No,No
5606,No,Yes,No
5608,No,Yes,No
5609,No,Yes,No
5611,No,Yes,No
5614,No,Yes,No
5623,No,Yes,No
5626,TBD,Yes,Yes
5627,No,Yes,No
5628,TBD,Yes,Yes
5632,TBD,Yes,No
5633,No,Yes,No
5634,No,Yes,No
5635,No,Yes,No
5637,No,Yes,No
5640,No,Yes,No
5641,TBD,Yes,No
5643,No,Yes,No
5644,TBD,Yes,Yes
5658,No,No,No
5659,No,Yes,No
5661,No,Yes,No
5664,No,Yes,No
5667,TBD,Yes,No
5672,TBD,Yes,Yes
5675,TBD,Yes,No
5678,No,Yes,No
5683,No,Yes,No
5684,No,Yes,No
5689,No,Yes,No
5702,TBD,Yes,No
5703,TBD,Yes,No
5710,TBD,Yes,No
5725,No,Yes,No
5726,No,Yes,No
5727,TBD,Yes,No
5754,No,Yes,No
5759,No,Yes,No
5763,TBD,Yes,Yes
5766,TBD,Yes,No
5768,TBD,Yes,Yes
5779,TBD,Yes,Yes
5782,No,Yes,No
5799,TBD,No,Yes
5814,TBD,Yes,No
5828,No,Yes,No
5832,No,Yes,No
5835,TBD,Yes,Yes
5840,No,Yes,No
5843,TBD,Yes,No
5845,TBD,Yes,No
5858,TBD,Yes,Yes
5859,TBD,Yes,No
5861,TBD,Yes,No
5864,TBD,Yes,Yes
5869,TBD,No,No
5872,TBD,Yes,No
5880,TBD,Yes,Yes
5883,TBD,Yes,No
5884,TBD,Yes,No
5886,TBD,Yes,Yes
5890,TBD,Yes,No
5893,TBD,Yes,Yes
5922,TBD,Yes,Yes
5929,TBD,Yes,No
5930,TBD,Yes,No
5935,TBD,Yes,Yes
5944,TBD,No,No
5954,TBD,Yes,No
5956,TBD,Yes,No
5963,No,Yes,No
5969,TBD,Yes,Yes
5976,TBD,Yes,Yes
5979,No,Yes,No
5980,TBD,Yes,No
5981,No,Yes,No
5982,No,No,No
5993,No,Yes,No
5994,No,Yes,No
6226,No,Yes,No
6395,TBD,Yes,Yes
6480,TBD,Yes,Yes
6851,TBD,Yes,No
6898,TBD,Yes,Yes
6936,No,Yes,No
6966,No,Yes,No
6967,No,Yes,No
7043,No,Yes,No
7168,No,Yes,No
7185,TBD,Yes,No
7199,TBD,Yes,Yes
7308,TBD,Yes,No
7362,No,Yes,No
8958,No,Yes,No
579,Yes,No,No
2360,TBD,Yes,No
594,No,No,No
605,No,Yes,Yes
618,Yes,No,No
623,Yes,Yes,No
525,No,Yes,No
628,Yes,No,Yes
631,No,Yes,No
635,Yes,Yes,Yes
640,Yes,No,Yes
641,No,Yes,Yes
643,Yes,No,Yes
649,Yes,No,No
651,No,Yes,No
666,Yes,Yes,No
669,Yes,No,No
697,No,No,No
705,Yes,No,No
706,Yes,Yes,No
718,Yes,No,No
725,Yes,Yes,No
728,No,Yes,Yes
737,No,Yes,No
745,No,Yes,No
759,No,Yes,No
772,Yes,Yes,Yes
779,Yes,Yes,No
787,Yes,No,No
800,Yes,No,No
811,Yes,No,No
814,Yes,No,No
817,Yes,Yes,No
819,Yes,Yes,No
848,No,Yes,No
849,No,No,Yes
855,No,No,No
857,Yes,No,No
860,Yes,No,No
862,Yes,No,No
875,No,Yes,Yes
877,Yes,No,Yes
878,Yes,No,No
879,No,Yes,No
881,No,No,Yes
890,Yes,Yes,No
906,Yes,No,Yes
908,Yes,Yes,No
909,No,No,Yes
915,No,Yes,Yes
919,Yes,No,No
928,No,No,No
929,Yes,No,No
931,No,Yes,No
942,Yes,No,No
943,Yes,No,No
948,Yes,No,Yes
950,Yes,No,Yes
952,No,Yes,No
955,Yes,No,No
962,No,Yes,Yes
968,Yes,No,No
973,Yes,Yes,No
974,Yes,No,No
987,Yes,Yes,No
989,No,No,Yes
994,Yes,No,No
1004,Yes,No,No
1023,Yes,No,Yes
1027,Yes,No,Yes
1035,No,Yes,No
1039,No,Yes,Yes
1047,No,Yes,No
1060,No,Yes,Yes
998,No,Yes,No
1064,No,Yes,Yes
1077,No,Yes,No
1079,Yes,No,No
1081,Yes,No,No
1082,Yes,No,No
1083,Yes,No,No
1085,Yes,Yes,No
1086,Yes,No,Yes
1087,Yes,No,No
1088,No,Yes,Yes
1090,No,Yes,No
1096,No,Yes,Yes
1097,Yes,No,No
1103,No,No,Yes
1105,No,Yes,Yes
1123,No,Yes,Yes
1766,TBD,Yes,Yes
1132,Yes,No,Yes
1156,Yes,No,Yes
1163,Yes,No,Yes
1164,No,Yes,Yes
1165,Yes,No,Yes
4556,TBD,Yes,Yes
1171,Yes,No,No
1172,No,No,No
1173,Yes,No,No
1179,No,No,Yes
1181,No,Yes,No
1183,No,No,Yes
1184,No,Yes,No
1188,No,No,Yes
1191,Yes,No,Yes
1203,Yes,Yes,No
1206,Yes,No,Yes
1209,Yes,No,Yes
1213,Yes,Yes,No
1220,Yes,Yes,No
1223,Yes,No,No
1224,Yes,No,No
1225,No,No,No
1236,No,Yes,Yes
1238,Yes,No,Yes
1244,No,Yes,Yes
1245,Yes,Yes,No
1248,No,Yes,No
1261,No,No,Yes
1266,No,No,Yes
1286,No,Yes,Yes
1290,No,Yes,Yes
1292,Yes,No,Yes
1298,Yes,No,Yes
1301,No,Yes,Yes
1309,No,Yes,Yes
1312,No,Yes,Yes
1314,Yes,No,No
1317,No,No,No
1321,Yes,No,Yes
1322,No,No,Yes
1335,No,Yes,Yes
1337,No,Yes,Yes
1338,No,Yes,No
1339,No,No,Yes
1340,No,Yes,No
1344,No,Yes,Yes
1348,No,No,Yes
1349,Yes,Yes,No
1350,No,No,Yes
1353,Yes,No,Yes
1355,No,No,Yes
1359,Yes,No,No
1372,No,No,Yes
1373,Yes,No,No
1376,No,No,No
1379,No,Yes,Yes
1383,Yes,No,No
1385,Yes,No,Yes
1387,Yes,Yes,No
1390,Yes,Yes,No
1391,No,No,No
1392,Yes,No,Yes
1398,Yes,Yes,No
1399,No,Yes,Yes
1406,Yes,No,Yes
1408,No,No,No
1419,Yes,No,No
1424,Yes,No,Yes
1436,No,Yes,Yes
1444,Yes,No,No
1455,Yes,No,No
1459,Yes,No,Yes
1464,No,No,Yes
1476,Yes,No,Yes
1481,Yes,No,No
1486,No,Yes,Yes
1488,Yes,No,No
1498,No,No,No
1561,TBD,Yes,Yes
1507,Yes,No,Yes
1511,No,Yes,Yes
1513,Yes,Yes,No
1517,Yes,Yes,No
1518,Yes,No,Yes
4414,TBD,Yes,No
1524,Yes,No,Yes
1525,No,No,No
1529,No,No,No
1541,No,Yes,No
5028,TBD,Yes,Yes
1573,No,No,Yes
1578,Yes,No,No
1580,Yes,No,Yes
1586,Yes,No,No
1589,No,No,No
1590,Yes,Yes,Yes
1591,Yes,Yes,Yes
1605,Yes,No,No
1613,No,Yes,Yes
1614,No,No,Yes
1618,Yes,No,Yes
1623,Yes,Yes,Yes
1626,Yes,No,Yes
1631,No,No,Yes
1666,No,Yes,Yes
1680,Yes,Yes,No
1694,Yes,No,No
1702,No,No,No
1711,No,Yes,No
1712,No,Yes,No
1504,TBD,Yes,Yes
1742,No,No,Yes
1748,No,No,Yes
3571,TBD,Yes,No
1773,No,No,Yes
1774,No,No,No
1775,No,Yes,Yes
1777,Yes,No,No
1807,No,No,Yes
1811,Yes,No,Yes
1823,Yes,No,Yes
1825,No,No,Yes
1833,No,No,No
1839,Yes,No,Yes
1841,Yes,No,Yes
1842,Yes,No,Yes
1845,Yes,Yes,No
1849,No,No,Yes
1850,Yes,No,No
1851,No,Yes,No
1852,Yes,No,Yes
1864,No,No,Yes
1884,Yes,No,No
1886,No,No,No
1909,Yes,No,Yes
1916,No,Yes,No
1949,Yes,No,Yes
1960,Yes,No,No
1967,No,No,Yes
1969,Yes,No,Yes
1973,No,No,Yes
1985,Yes,No,No
1996,Yes,Yes,No
1998,No,No,Yes
2000,No,No,Yes
2003,Yes,No,Yes
2023,No,No,No
2040,No,No,Yes
2058,Yes,No,Yes
2066,Yes,Yes,Yes
2068,Yes,No,Yes
2073,No,No,No
2081,Yes,No,No
2091,Yes,Yes,No
2096,No,Yes,No
2098,Yes,No,No
2124,No,Yes,Yes
2132,Yes,No,No
2134,Yes,No,Yes
2136,Yes,No,Yes
2137,Yes,No,Yes
2141,Yes,No,Yes
2142,Yes,No,Yes
2145,No,No,Yes
2151,No,Yes,No
2152,Yes,Yes,Yes
2154,Yes,No,No
2160,No,Yes,Yes
2166,No,Yes,Yes
2195,No,Yes,Yes
2198,Yes,No,Yes
2205,Yes,No,No
2210,No,No,Yes
2214,No,Yes,Yes
2222,No,No,No
2237,Yes,Yes,No
2247,Yes,No,Yes
3783,TBD,Yes,Yes
2252,Yes,No,Yes
2255,Yes,Yes,Yes
2263,No,Yes,No
2295,No,No,Yes
2310,No,Yes,No
2312,No,Yes,Yes
2320,No,Yes,Yes
2322,No,Yes,Yes
2257,Complete ,No,Yes
2334,No,No,Yes
2337,No,No,Yes
2354,No,No,Yes
2357,No,No,No
1521,TBD,Yes,Yes
2362,No,No,No
2365,Yes,No,Yes
2368,No,No,No
2387,Yes,Yes,No
2420,Yes,No,Yes
2426,Yes,No,No
2427,Yes,No,Yes
2445,Yes,No,Yes
2447,No,Yes,No
2452,No,No,Yes
2391,No,Yes,No
2392,No,No,No
2406,No,No,No
2414,No,Yes,No
2472,Yes,No,Yes
2425,No,Yes,No
2475,Yes,No,No
2477,No,No,Yes
2484,Yes,Yes,No
2496,No,No,No
2505,No,Yes,Yes
2516,Yes,No,No
2559,No,Yes,Yes
2250,TBD,No,Yes
3749,TBD,Yes,No
2574,No,No,Yes
2584,Yes,No,No
2586,No,No,No
2591,Yes,Yes,No
2592,Yes,No,No
2614,Yes,No,Yes
2615,Yes,No,No
2618,No,Yes,Yes
2627,Yes,Yes,No
2641,No,No,Yes
2647,Yes,No,Yes
2650,No,No,No
2651,No,No,Yes
2691,No,Yes,No
2695,Yes,Yes,No
2704,No,No,Yes
2706,Yes,No,Yes
2712,Yes,No,Yes
2726,No,No,No
2727,Yes,Yes,No
2740,Yes,Yes,No
2699,TBD,Yes,No
2783,Yes,No,Yes
2787,No,Yes,Yes
2789,Yes,Yes,No
2796,Yes,No,No
2804,Yes,No,Yes
2731,No,Yes,No
2806,Yes,No,No
2807,Yes,Yes,Yes
2814,Yes,Yes,No
2818,No,No,Yes
2821,Yes,No,Yes
2832,No,Yes,Yes
2836,No,No,Yes
2859,Yes,No,Yes
2860,No,No,Yes
2861,No,Yes,No
2871,No,No,Yes
2873,No,No,Yes
2881,No,Yes,Yes
2888,No,No,Yes
2920,No,No,No
2928,No,No,Yes
2870,No,Yes,No
2941,No,No,No
2946,Yes,Yes,No
2962,Yes,Yes,No
2963,No,Yes,No
2907,Yes,Yes,No
2987,No,Yes,No
3035,No,No,No
2930,No,Yes,No
3067,No,No,No
2944,No,Yes,No
3075,No,Yes,No
3078,No,No,Yes
3093,No,Yes,Yes
3114,No,No,No
3011,No,Yes,No
3013,No,Yes,No
3118,No,Yes,No
3066,No,No,No
3119,No,No,No
3069,TBD,No,No
3070,No,Yes,No
3071,No,No,No
3072,TBD,No,No
3074,No,Yes,No
3151,No,Yes,No
3159,No,Yes,No
3083,No,Yes,No
3163,No,Yes,No
3104,No,Yes,No
3167,No,No,Yes
3182,No,No,No
3188,No,Yes,No
3128,No,Yes,No
3197,No,Yes,No
3152,No,Yes,No
3156,TBD,Yes,No
3157,No,Yes,No
3201,Yes,No,No
3162,No,Yes,No
3205,Yes,No,No
3207,Yes,No,No
3212,Yes,No,Yes
3183,No,Yes,No
3184,No,Yes,No
3216,Yes,No,Yes
3222,No,Yes,Yes
3235,Yes,Yes,No
3243,No,No,Yes
3270,Yes,Yes,Yes
3280,Yes,Yes,Yes
5888,TBD,Yes,Yes
3296,No,Yes,Yes
3302,No,Yes,Yes
497,TBD,Yes,Yes
3308,No,No,No
3309,Yes,No,No
3311,No,Yes,No
3299,No,Yes,No
3319,No,No,No
3337,No,No,No
3339,No,No,No
3347,No,No,No
3348,Yes,Yes,No
3366,No,No,Yes
3367,No,No,Yes
3370,No,No,No
3341,Yes,Yes,No
3371,No,Yes,Yes
3372,No,No,No
3356,TBD,Yes,No
3359,No,Yes,No
3389,No,No,No
3397,Yes,Yes,No
3401,No,Yes,No
3402,No,No,No
3404,No,No,Yes
3415,No,No,No
3417,No,Yes,No
3418,Yes,Yes,No
3422,No,No,No
3428,No,No,Yes
3411,TBD,Yes,No
3436,No,Yes,No
3439,No,No,No
3447,No,No,No
3453,No,No,Yes
3454,No,Yes,Yes
3462,Yes,No,No
3463,No,Yes,No
3469,Yes,Yes,No
3449,TBD,Yes,No
3473,Yes,No,No
3474,No,No,No
3475,No,No,No
3476,Yes,No,Yes
3489,No,No,Yes
3502,No,No,Yes
3503,No,Yes,Yes
3520,Yes,Yes,No
3526,No,Yes,No
3527,Yes,Yes,No
3529,Yes,No,Yes
3538,Yes,No,No
3504,No,Yes,No
3541,No,No,No
3564,No,No,Yes
3566,Yes,No,Yes
526,TBD,Yes,No
3572,Yes,No,Yes
3588,Yes,No,Yes
3542,No,Yes,No
3589,Yes,No,Yes
3595,Yes,No,Yes
3609,No,Yes,No
3611,No,Yes,No
3584,Complete ,No,Yes
3612,No,No,Yes
3621,No,Yes,No
3625,No,Yes,No
3600,TBD,Yes,No
3603,TBD,Yes,No
3605,No,Yes,No
3606,No,Yes,No
3626,Yes,No,Yes
3627,No,No,No
3658,No,No,Yes
3617,No,Yes,No
3660,No,No,No
3700,No,No,Yes
3702,No,No,No
3709,No,No,No
3628,No,Yes,No
3646,No,Yes,No
3294,TBD,No,Yes
3717,No,No,Yes
3728,No,No,Yes
3733,No,No,No
3703,No,Yes,No
3741,No,No,No
4450,TBD,Yes,Yes
3713,Yes,Yes,No
3774,No,No,Yes
3782,No,Yes,No
589,TBD,No,Yes
1170,TBD,No,No
3795,Yes,Yes,No
3804,No,No,Yes
3812,No,No,No
3825,No,No,Yes
4118,TBD,Yes,No
3864,No,No,Yes
3869,No,Yes,Yes
3877,No,Yes,No
3817,No,Yes,No
3887,No,Yes,No
3889,No,Yes,Yes
3912,No,Yes,Yes
4064,No,No,Yes
4065,Yes,No,Yes
3880,No,Yes,No
2564,TBD,Yes,No
4144,No,Yes,No
4161,No,Yes,No
3935,No,Yes,No
3959,No,Yes,No
4053,No,Yes,No
4191,No,Yes,Yes
4231,No,Yes,Yes
4139,No,Yes,No
4140,No,No,No
4141,No,Yes,No
4142,No,Yes,No
4237,No,No,No
4145,No,Yes,No
4148,No,Yes,No
4157,No,Yes,No
4159,No,Yes,No
4160,TBD,Yes,No
4250,No,No,Yes
4260,No,Yes,No
4197,No,Yes,No
4211,No,Yes,No
4262,Yes,No,No
4276,Yes,No,No
4285,No,No,Yes
4303,No,Yes,Yes
4332,No,No,No
1730,TBD,Yes,Yes
4365,No,Yes,No
4368,No,No,No
4378,No,No,Yes
4383,No,No,Yes
4354,No,Yes,No
4387,Yes,Yes,No
4404,No,No,No
4410,No,No,Yes
4380,No,Yes,No
4350,TBD,Yes,Yes
4424,No,No,Yes
4388,No,No,No
4427,No,Yes,No
3831,TBD,Yes,No
4435,Yes,No,No
4444,Yes,No,No
4425,No,Yes,No
4426,No,Yes,No
4446,Yes,No,No
4623,TBD,Yes,Yes
4431,No,Yes,No
4456,Yes,No,No
4441,No,Yes,No
4458,Yes,No,Yes
4445,No,Yes,No
4472,No,Yes,No
4476,No,No,Yes
4477,No,Yes,Yes
4469,No,Yes,No
4484,Yes,No,Yes
4514,Yes,No,Yes
4520,No,Yes,No
4553,No,Yes,Yes
4498,No,Yes,No
4504,No,Yes,No
4428,TBD,No,No
4519,No,Yes,No
4574,Yes,No,Yes
4524,No,Yes,No
4528,No,Yes,No
4530,No,Yes,No
4583,No,Yes,Yes
4588,No,Yes,No
4560,No,Yes,No
4561,No,Yes,No
4563,Yes,Yes,No
4597,No,No,Yes
3305,TBD,Yes,Yes
4631,Yes,No,Yes
4591,No,Yes,No
4595,No,Yes,No
1131,TBD,Yes,No
4617,No,Yes,No
4638,No,Yes,Yes
4664,No,No,Yes
4678,Yes,Yes,Yes
4681,Yes,Yes,No
4659,No,Yes,No
4683,No,Yes,Yes
4667,No,Yes,No
4673,No,Yes,No
4687,No,No,No
4690,No,Yes,No
4697,No,Yes,Yes
5012,No,Yes,Yes
5022,Yes,No,Yes
4636,TBD,Yes,No
4757,No,Yes,No
4826,No,Yes,No
4848,No,Yes,No
5005,No,Yes,No
5030,No,No,Yes
5013,No,No,No
5034,Yes,Yes,No
5035,No,Yes,No
5036,Yes,Yes,No
5037,Yes,No,No
5046,Yes,No,Yes
5054,Yes,No,No
5055,No,Yes,No
5057,No,No,No
5058,Yes,No,No
5063,Yes,No,Yes
5095,No,No,No
5062,No,Yes,No
5104,No,Yes,Yes
5117,Yes,No,Yes
5102,No,Yes,No
5118,Yes,No,Yes
5106,No,Yes,No
5107,No,Yes,No
5142,Yes,No,No
5150,Yes,No,Yes
5122,No,Yes,No
5132,No,Yes,No
5135,No,Yes,No
5168,No,Yes,Yes
5148,No,Yes,No
5184,Yes,No,No
5185,Yes,No,Yes
5179,No,Yes,No
5214,Yes,Yes,No
5218,Yes,No,No
5206,No,Yes,No
5220,Yes,Yes,Yes
5250,Yes,Yes,Yes
5251,No,Yes,No
5221,No,Yes,No
5254,Yes,No,Yes
5266,Yes,No,No
5278,No,No,No
5255,No,Yes,No
5265,No,Yes,No
5282,No,No,Yes
5269,No,Yes,No
5292,Yes,No,Yes
5293,No,Yes,No
5291,No,No,No
5298,No,Yes,No
5299,Yes,Yes,No
5300,No,No,No
5301,Yes,Yes,No
5320,No,No,Yes
5325,No,Yes,No
5306,No,Yes,No
5343,Yes,No,Yes
5321,No,Yes,No
5363,No,No,No
5327,No,Yes,No
5390,Yes,No,No
5391,No,Yes,No
5365,No,Yes,No
5366,No,Yes,No
5367,TBD,Yes,No
5371,No,Yes,No
5372,No,Yes,No
5417,Yes,No,No
5418,Yes,No,Yes
5408,No,Yes,No
5420,Yes,Yes,No
5439,Yes,No,No
5443,No,Yes,Yes
5445,Yes,No,Yes
5447,No,Yes,Yes
5449,No,Yes,No
5455,No,Yes,No
5481,No,Yes,Yes
5451,No,No,No
5453,No,Yes,No
5486,No,No,Yes
5487,No,Yes,Yes
5488,No,No,Yes
5616,No,No,Yes
5649,No,Yes,Yes
5613,No,Yes,No
5615,No,Yes,No
5669,No,Yes,Yes
5622,No,Yes,No
5671,No,Yes,Yes
5654,No,Yes,No
5706,No,Yes,No
5670,No,Yes,No
5743,Yes,No,Yes
5704,No,Yes,No
5747,No,Yes,Yes
5722,No,Yes,No
5741,No,Yes,No
5752,No,Yes,Yes
5753,Yes,No,No
5761,No,Yes,Yes
5787,No,No,Yes
5755,No,Yes,No
5758,No,No,No
5760,No,Yes,No
5795,No,No,Yes
5823,Yes,No,No
5839,No,Yes,No
5804,No,Yes,No
5815,TBD,Yes,No
5816,No,Yes,No
5817,No,Yes,No
5818,No,Yes,No
5819,No,Yes,No
5820,TBD,No,No
5841,No,No,Yes
5826,No,No,No
5847,No,Yes,Yes
5853,No,Yes,No
5846,No,Yes,No
5854,Yes,Yes,No
5857,No,Yes,Yes
5867,Yes,No,Yes
5871,No,Yes,No
5879,No,No,No
5881,Yes,No,No
5875,No,Yes,No
5882,Yes,Yes,No
2565,TBD,Yes,Yes
5891,No,Yes,No
5894,No,Yes,No
5911,No,Yes,No
5912,Yes,Yes,No
5932,Yes,Yes,No
5936,No,No,No
5964,No,Yes,No
5968,No,No,No
5945,Yes,Yes,No
6190,No,Yes,Yes
6394,No,Yes,Yes
5988,No,Yes,No
6149,Yes,Yes,No
6165,No,Yes,No
6176,No,Yes,No
6207,No,Yes,No
6233,No,Yes,No
6243,No,Yes,No
6263,TBD,Yes,No
6264,No,Yes,No
6390,No,Yes,No
6397,No,Yes,Yes
6398,No,Yes,No
6548,No,Yes,No
6586,TBD,Yes,No
6789,No,Yes,No
6798,No,Yes,No
6807,No,Yes,Yes
6814,No,Yes,No
6849,TBD,Yes,No
6894,No,Yes,No
6931,No,Yes,Yes
6941,No,Yes,No
6952,No,Yes,No
6958,No,No,Yes
6962,No,Yes,No
6968,No,Yes,No
6978,Yes,No,No
6998,No,Yes,No
7009,No,No,Yes
7020,No,No,Yes
7032,No,No,Yes
7137,No,Yes,No
7162,No,Yes,No
7174,No,No,No
7177,No,Yes,No
7179,Yes,No,Yes
7181,No,Yes,Yes
7205,No,Yes,No
7206,No,Yes,No
7221,No,Yes,No
7222,TBD,Yes,No
7235,TBD,Yes,No
7262,TBD,Yes,No
7298,No,Yes,No
7299,No,Yes,No
7304,TBD,Yes,No
7315,No,No,No
7337,TBD,Yes,No
7361,No,Yes,No
2188,TBD,No,Yes
5691,No,No,No
7220,TBD,Yes,No
4443,No,No,No
32,TBD,No,No
4474,TBD,No,Yes
2070,TBD,No,Yes
2074,TBD,No,No
4359,TBD,No,Yes
2722,TBD,No,Yes
