Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
7179,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,84.67%,77.70%,12.7,86.70%,92.20%,77.30%,80.00%
1552,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202233,74.44%,85.38%,18.3,79.40%,75.50%,68.70%,74.10%
1552,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202233,59.17%,83.21%,22.9,66.70%,65.70%,65.40%,37.90%
1849,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,83.81%,74.47%,11,86.30%,93.60%,76.90%,80.50%
2472,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202233,75.03%,69.46%,14.3,91.10%,75.10%,84.80%,59.10%
2793,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202233,55.27%,66.03%,15.1,93.30%,85.30%,69.80%,26.60%
4477,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,81.58%,86.42%,11,88.80%,92.20%,76.90%,63.50%
6789,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,78.43%,64.29%,16.1,81.80%,87.50%,68.50%,78.10%
877,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202233,70.66%,63.87%,17.5,80.10%,90.80%,46.70%,62.70%
877,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202233,69.74%,62.40%,19.6,68.30%,83.70%,46.90%,74.30%
1255,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,-,Store Focus,202233,43.48%,59.38%,33.8,,,80.00%,33.30%
1255,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202233,78.22%,79.16%,12.4,83.10%,81.20%,76.30%,69.40%
1452,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202233,78.65%,90.94%,7,83.20%,85.90%,74.30%,71.00%
3700,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202233,73.77%,72.94%,19.7,72.00%,85.70%,64.30%,72.50%
3700,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202233,77.27%,69.19%,23.4,67.60%,77.60%,72.40%,87.70%
5063,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202233,92.14%,94.21%,8.5,94.70%,97.00%,89.90%,87.70%
1238,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,90.78%,89.81%,12.9,87.10%,92.90%,96.40%,87.50%
1238,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,88.35%,90.76%,12.8,81.80%,91.70%,94.10%,85.40%
1261,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,80.61%,89.52%,11,80.60%,88.00%,75.00%,77.80%
1261,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,75.73%,93.87%,13,77.10%,83.00%,70.40%,70.80%
1774,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,87.72%,79.87%,16.3,88.60%,92.00%,79.80%,90.50%
2929,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,80.93%,75.27%,12.4,87.50%,93.10%,75.50%,69.50%
3595,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,78.87%,80.09%,14.5,87.10%,87.50%,59.40%,77.80%
5787,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,80.70%,67.06%,11.9,82.10%,88.90%,68.20%,82.00%
6879,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,87.24%,92.87%,9.6,90.50%,94.10%,87.90%,76.00%
7205,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,89.40%,92.90%,8.4,95.90%,95.40%,85.00%,80.60%
2414,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,83.66%,96.06%,8.9,86.30%,87.10%,86.10%,73.10%
4147,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,78.40%,80.71%,9.3,84.10%,81.70%,78.20%,70.20%
4157,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202233,82.28%,79.91%,8,78.80%,88.80%,75.20%,87.10%
6263,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202233,85.80%,98.68%,8.8,84.90%,93.30%,83.30%,81.60%
6264,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,86.64%,85.70%,11.1,90.30%,86.30%,83.90%,86.80%
494,POINTPICKUP,Scheduled Express Delivery ,12,Executive Review,Degrading,Store Focus,202233,88.89%,81.82%,6.4,80.00%,100.00%,100.00%,
494,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202233,52.38%,80.00%,22.8,36.40%,80.00%,100.00%,50.00%
494,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202233,77.72%,81.89%,18.7,90.20%,90.80%,61.00%,44.00%
614,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,87.71%,90.23%,9.4,87.60%,83.50%,89.90%,89.80%
932,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,71.36%,70.76%,19.8,50.30%,72.90%,77.20%,80.70%
588,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,82.12%,88.00%,19.2,84.90%,90.00%,87.70%,54.10%
889,DOORDASH,Scheduled Standard Delivery,6,At Risk,-,Store Focus,202233,88.00%,82.35%,15.8,,,66.70%,92.70%
889,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,89.71%,84.05%,14.4,94.20%,94.40%,78.90%,92.00%
1072,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,-,Driver Supply Focus,202233,100.00%,92.86%,10,,,100.00%,100.00%
2615,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202233,84.09%,80.43%,16.3,75.00%,100.00%,90.90%,75.00%
2615,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,91.37%,83.24%,12,88.70%,94.00%,93.40%,89.50%
7194,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,89.49%,98.17%,5.8,89.50%,90.80%,84.10%,92.90%
556,DOORDASH,Scheduled Standard Delivery,7,Executive Review,-,Store Focus,202233,71.43%,50.00%,29.6,,,80.00%,66.70%
556,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202233,79.49%,65.55%,14.7,83.30%,77.50%,73.90%,83.60%
593,DOORDASH,Scheduled Standard Delivery,7,Executive Review,-,Store Focus,202233,66.67%,50.00%,31.7,,,100.00%,55.60%
593,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202233,84.41%,72.65%,14.5,79.40%,93.40%,77.50%,88.30%
639,SPARK,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202233,81.05%,51.76%,17.6,78.70%,80.60%,84.20%,81.10%
639,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202233,56.44%,46.93%,22.1,43.70%,56.20%,71.40%,54.80%
836,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202233,88.20%,90.87%,11.7,92.00%,86.20%,86.70%,88.10%
862,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202233,87.21%,74.72%,12.1,81.70%,88.30%,89.40%,91.10%
864,DOORDASH,Scheduled Standard Delivery,4,At Risk,-,Store Focus,202233,63.16%,57.89%,46.7,,,100.00%,46.20%
864,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202233,75.81%,71.12%,18.6,91.70%,66.30%,73.30%,71.40%
5392,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,88.04%,99.32%,5.7,90.90%,82.30%,86.30%,94.80%
754,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202233,70.34%,55.87%,17.3,58.80%,82.80%,85.20%,58.20%
754,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202233,75.00%,48.15%,23.3,73.90%,68.40%,100.00%,56.30%
1227,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202233,87.11%,82.76%,10.6,92.60%,93.60%,87.00%,75.00%
1227,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202233,88.29%,74.79%,14.7,100.00%,90.90%,85.20%,77.80%
3570,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,85.07%,79.52%,11.7,87.30%,84.40%,82.80%,85.50%
3570,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,86.00%,69.90%,11.9,82.60%,79.30%,83.30%,100.00%
4144,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,85.46%,97.84%,7.5,87.00%,89.20%,89.00%,76.40%
5735,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,85.37%,77.31%,13.8,80.70%,90.10%,86.60%,84.00%
5735,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,87.12%,69.63%,13,84.40%,89.30%,94.40%,80.60%
1153,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,82.51%,86.38%,10.9,84.20%,85.90%,87.90%,72.90%
1367,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202233,88.05%,84.27%,13.1,86.40%,93.90%,82.90%,89.80%
2890,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,89.88%,93.51%,9.2,88.20%,92.00%,91.20%,88.40%
538,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202233,55.38%,69.23%,19.7,61.90%,65.90%,52.30%,36.50%
538,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,52.50%,59.63%,28.2,70.00%,73.30%,57.90%,23.10%
697,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202233,90.71%,83.52%,12.5,89.60%,94.50%,90.20%,88.20%
1081,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202233,87.01%,87.37%,16,92.30%,94.70%,77.80%,80.00%
1081,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202233,60.65%,76.61%,21.6,49.90%,77.40%,68.30%,39.20%
1081,UBER,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202233,58.64%,72.21%,23.3,58.20%,76.60%,56.90%,40.30%
3877,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202233,65.27%,66.51%,15.2,68.30%,79.60%,70.30%,24.60%
5326,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,92.22%,86.75%,10.4,93.40%,96.00%,91.70%,87.40%
579,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,90.05%,90.31%,12.9,89.00%,90.10%,92.00%,89.10%
857,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,88.54%,80.91%,12.5,85.00%,94.30%,90.70%,84.50%
3207,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,84.85%,78.70%,15.6,81.90%,84.00%,88.40%,85.10%
1077,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,76.19%,85.71%,13.3,80.00%,71.40%,75.00%,80.00%
1077,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,80.91%,79.46%,10.8,74.70%,87.90%,77.10%,84.00%
1223,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,86.82%,91.64%,11,88.20%,90.90%,87.00%,75.90%
3307,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202233,70.00%,91.27%,7.5,66.70%,57.10%,75.00%,83.30%
4427,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,86.08%,97.36%,9.1,84.10%,91.20%,82.50%,86.00%
4520,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,83.53%,83.94%,11.3,82.20%,89.70%,78.90%,82.90%
928,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202233,91.37%,91.49%,11.6,90.00%,95.80%,91.00%,88.80%
1172,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,81.67%,71.00%,12.4,84.60%,83.00%,75.70%,83.70%
1172,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,77.33%,65.53%,14.7,82.10%,78.30%,70.30%,79.20%
1173,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,86.09%,91.79%,9.7,89.20%,93.40%,79.80%,82.00%
1444,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,89.28%,94.59%,10.9,92.90%,95.80%,79.20%,88.80%
1444,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202233,88.05%,89.47%,12.9,90.40%,94.40%,85.50%,81.90%
3309,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202233,81.55%,96.48%,7.9,80.30%,87.70%,79.30%,78.30%
3309,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202233,89.41%,96.02%,11.1,90.10%,91.30%,89.00%,87.40%
3702,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,90.49%,92.26%,8,90.10%,95.20%,87.10%,89.50%
4444,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,86.95%,92.63%,8.7,87.30%,91.80%,83.30%,84.90%
4444,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,91.74%,91.27%,10.2,95.00%,92.30%,88.70%,91.10%
1083,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,84.00%,92.44%,12.1,85.90%,90.50%,80.00%,78.60%
1083,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202233,88.30%,90.21%,15.5,87.20%,90.40%,87.80%,87.70%
1090,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,87.09%,95.37%,9.4,86.40%,93.80%,86.60%,81.70%
1219,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202233,75.76%,67.62%,18.4,77.70%,85.60%,65.80%,72.90%
1219,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202233,76.21%,60.35%,21.2,81.10%,76.00%,70.70%,75.80%
1225,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,91.46%,89.90%,8.1,93.90%,95.10%,88.50%,88.00%
2920,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,89.93%,87.02%,10.3,92.00%,94.20%,85.80%,87.20%
2920,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,86.63%,85.06%,9.7,91.80%,92.90%,82.50%,78.00%
6978,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,87.02%,92.74%,15.2,93.40%,76.60%,87.10%,89.30%
2858,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,79.76%,82.82%,13.6,80.30%,92.70%,84.50%,56.80%
2858,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,85.67%,78.57%,16.7,89.30%,96.30%,91.50%,63.50%
2631,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202233,82.21%,75.66%,10.6,91.00%,90.40%,81.50%,75.10%
5761,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,69.56%,56.56%,14.4,64.40%,65.00%,85.30%,69.90%
3453,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202233,78.42%,72.91%,10.2,81.30%,87.10%,78.40%,73.00%
3876,DOORDASH,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202233,72.41%,53.33%,18.2,,,60.00%,75.00%
2061,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202233,62.50%,71.43%,7.9,33.30%,62.50%,70.00%,63.60%
2061,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,84.01%,77.73%,10.9,78.10%,93.90%,89.70%,75.00%
3436,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,70.00%,90.91%,5.8,80.00%,66.70%,71.40%,60.00%
5065,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,68.32%,69.19%,11,61.80%,75.10%,60.60%,71.80%
5280,SPARK,Scheduled Standard Delivery,45,Executive Review,Degrading,Store Focus,202233,65.64%,69.68%,9.5,77.10%,76.80%,71.40%,47.10%
2080,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,74.30%,52.86%,17.2,89.90%,69.60%,70.60%,69.50%
5160,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202233,74.72%,73.00%,20.1,81.70%,82.60%,87.40%,46.00%
5472,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202233,68.94%,77.21%,13.1,71.40%,70.20%,64.20%,70.00%
1733,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202233,81.88%,89.51%,8.4,78.40%,85.80%,92.10%,69.40%
4540,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,70.00%,89.33%,7.7,78.60%,55.60%,74.00%,75.60%
2619,DOORDASH,Scheduled Standard Delivery,6,At Risk,-,Store Focus,202233,75.44%,70.00%,12.3,,,88.50%,64.50%
3726,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202233,88.10%,66.83%,13,94.60%,93.80%,82.30%,77.30%
2559,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202233,67.11%,78.91%,12.2,83.80%,81.70%,56.90%,47.30%
2959,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202233,68.81%,61.22%,15.5,81.10%,85.90%,60.70%,40.00%
4424,SPARK,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202233,52.83%,66.99%,18,61.80%,66.30%,49.20%,25.80%
3445,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,84.83%,86.99%,8.2,90.90%,85.30%,80.50%,83.80%
4479,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,85.35%,93.42%,6,88.30%,90.70%,78.90%,83.60%
5028,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202233,84.93%,97.69%,9,88.60%,92.20%,74.80%,82.70%
5029,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,76.53%,96.02%,13.3,88.30%,91.50%,59.60%,75.50%
5030,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202233,68.55%,73.76%,17.1,86.80%,91.00%,62.80%,61.20%
2276,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202233,81.52%,68.83%,17.1,96.30%,89.40%,77.30%,67.00%
2276,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202233,86.51%,67.87%,14.8,94.50%,86.70%,89.60%,75.60%
2544,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,79.41%,85.63%,11.2,86.70%,70.80%,88.40%,73.30%
2818,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,67.35%,74.44%,16.2,67.70%,61.30%,69.30%,79.50%
4631,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,75.24%,92.30%,12,74.20%,78.90%,76.30%,71.50%
4631,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,50.86%,87.92%,14.9,58.10%,61.00%,48.80%,38.00%
5404,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202233,50.47%,65.49%,20.2,58.70%,45.90%,53.90%,38.90%
417,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202233,74.36%,92.22%,11.1,57.90%,88.90%,87.50%,58.80%
427,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,66.10%,77.27%,13.5,75.00%,50.00%,75.00%,70.60%
150,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202233,95.08%,96.15%,7.1,85.70%,87.50%,100.00%,100.00%
564,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202233,89.38%,98.03%,7.3,93.60%,94.00%,88.60%,79.70%
90,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,88.92%,92.74%,6.2,88.60%,89.00%,88.60%,89.70%
185,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202233,95.45%,92.00%,8.9,100.00%,100.00%,100.00%,83.30%
389,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202233,90.85%,84.22%,13.2,95.20%,90.00%,88.30%,92.20%
389,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202233,89.91%,82.26%,13.2,94.90%,97.30%,81.60%,90.00%
1626,UBER,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202233,82.11%,82.95%,16,90.30%,87.90%,71.00%,78.60%
2804,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,84.83%,90.24%,12.9,94.80%,86.30%,84.40%,76.90%
2804,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202233,84.62%,89.32%,14,93.60%,81.80%,83.10%,84.30%
212,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,88.04%,90.70%,11,94.20%,93.80%,83.10%,79.40%
517,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202233,89.42%,79.71%,17.6,93.60%,94.30%,85.40%,82.00%
517,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,80.79%,75.30%,20.7,88.40%,88.50%,73.50%,70.80%
544,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202233,84.42%,84.72%,13.7,80.90%,86.80%,81.10%,89.90%
544,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202233,84.02%,82.16%,19.9,84.60%,86.60%,73.10%,92.50%
743,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202233,88.79%,74.89%,18.8,90.00%,88.90%,85.10%,91.30%
5307,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Store Focus,202233,87.50%,77.78%,4.7,75.00%,100.00%,100.00%,100.00%
5307,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202233,75.00%,96.30%,7.4,100.00%,84.60%,60.00%,33.30%
2877,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202233,89.48%,78.64%,9.7,87.80%,95.50%,88.20%,86.00%
383,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202233,89.27%,95.79%,7.4,89.50%,96.50%,84.80%,84.30%
408,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,91.13%,98.67%,7.9,92.50%,96.20%,89.00%,86.80%
449,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202233,90.88%,98.16%,9.1,87.10%,95.50%,90.60%,90.40%
651,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202233,87.19%,89.44%,10.9,87.60%,89.40%,89.90%,81.40%
1204,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202233,87.57%,88.05%,14.8,89.40%,83.80%,93.50%,83.30%
909,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202233,84.49%,87.12%,16.6,84.60%,77.80%,93.40%,82.80%
1163,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202233,92.04%,97.46%,9.4,90.10%,89.40%,95.10%,94.30%
3167,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202233,84.73%,89.29%,9.9,88.30%,74.90%,89.10%,87.20%
5022,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202233,78.43%,89.09%,16.5,75.60%,75.60%,81.70%,82.10%
489,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202233,78.38%,62.97%,18,73.40%,74.10%,85.80%,80.90%
541,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202233,57.05%,53.00%,23.1,58.10%,72.90%,32.10%,63.30%
989,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202233,82.27%,61.50%,16.2,85.80%,85.50%,79.70%,77.50%
1342,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202233,91.32%,93.97%,14.3,93.40%,91.80%,93.20%,86.80%
4129,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202233,81.09%,72.63%,15.3,75.50%,77.90%,90.80%,80.00%
485,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202233,85.91%,90.36%,6,95.90%,86.50%,70.80%,79.20%
761,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,-,Driver Supply Focus,202233,85.06%,96.02%,7.3,,,87.90%,83.60%
1016,DOORDASH,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202233,75.00%,85.19%,11.7,,,75.00%,75.00%
1016,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202233,90.28%,90.46%,9.9,95.00%,82.90%,91.50%,91.90%
428,DOORDASH,Scheduled Standard Delivery,5,At Risk,-,Store Focus,202233,82.05%,88.55%,12.6,,,72.70%,87.70%
1136,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202233,81.74%,82.03%,9.1,75.10%,79.90%,89.10%,83.90%
2132,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202233,84.12%,91.37%,10.5,82.00%,83.00%,91.60%,80.10%
2132,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202233,88.89%,93.59%,10.6,85.70%,100.00%,86.40%,75.00%
