Store #,Store Name,City,State,Associated Signage
571,GEORGETOWN KY,GEORGETOWN,KY,English
572,KILGORE TX,KILGORE,TX,Bilingual
573,LEE'S SUMMIT MO,LEES SUMMIT,MO,English
574,"SURFSIDE BEACH, SC",SURFSIDE BEACH,SC,English
575,WOODSTOCK GA,WOODSTOCK,GA,English
576,TULSA OK,TULSA,OK,Bilingual
577,OLATHE KS,OLATHE,KS,English
578,SEVIERVILLE TN,SEVIERVILLE,TN,English
579,ST AUGUSTINE FL,ST AUGUSTINE,FL,English
580,BARTOW FL,BARTOW,FL,Bilingual
581,MARSHALLTOWN IA,MARSHALLTOWN,IA,Bilingual
582,PORT ORANGE/DAYTONA BEACH,PORT ORANGE,FL,English
583,ONEIDA TN,ONEIDA,TN,English
584,"DRY RIDGE, KY",DRY RIDGE,KY,English
585,ROCK HILL SC,ROCK HILL,SC,English
586,CONWAY SC,CONWAY,SC,English
587,SPARTA TN,SPARTA,TN,English
588,ALBANY GA,ALBANY,GA,English
589,LOUISVILLE (HILLVIEW) KY,LOUISVILLE,KY,English
590,BENBROOK TX/FT WORTH,FORT WORTH,TX,Bilingual
591,CYNTHIANA KY,CYNTHIANA,KY,English
592,DERBY KS,DERBY,KS,English
593,DOUGLAS GA,DOUGLAS,GA,English
594,"FAYETTEVILLE, GA",FAYETTEVILLE,GA,English
595,HARLINGEN TX,HARLINGEN,TX,Bilingual
596,HERRIN IL,HERRIN,IL,English
598,"KEARNEY, NE",KEARNEY,NE,English
599,KINGSPORT TN,KINGSPORT,TN,English
600,PAMPA TX,PAMPA,TX,Bilingual
601,SAN ANGELO TX,SAN ANGELO,TX,Bilingual
602,"THE WOODLANDS,TX",SPRING,TX,Bilingual
603,PEKIN IL,PEKIN,IL,English
604,DOTHAN AL,DOTHAN,AL,English
605,SAVANNAH GA,SAVANNAH,GA,English
606,SAVANNAH GA,SAVANNAH,GA,English
607,HOBART OK,HOBART,OK,English
608,MIDLAND TX,MIDLAND,TX,Bilingual
609,HANNIBAL MO,HANNIBAL,MO,English
610,STEPHENVILLE TX,STEPHENVILLE,TX,Bilingual
611,ROSWELL NM,ROSWELL,NM,Bilingual
612,CHARLESTON IL,CHARLESTON,IL,English
613,ORMOND BEACH FL,ORMOND BEACH,FL,English
614,LA GRANGE GA,LAGRANGE,GA,English
615,CARTERSVILLE GA,CARTERSVILLE,GA,English
616,"ORANGEBURG, SC",ORANGEBURG,SC,English
617,SULLIVAN IN,SULLIVAN,IN,English
618,HIRAM GA,HIRAM,GA,English
619,DAYTON TN,DAYTON,TN,English
620,BRISTOL TN,BRISTOL,TN,English
621,LAKE CITY SC,LAKE CITY,SC,English
622,OKLA CITY (NW),OKLAHOMA CITY,OK,English
623,N FT MYERS FL,NORTH FORT MYERS,FL,Bilingual
624,NEWBERRY SC,NEWBERRY,SC,English
625,GEORGETOWN SC,GEORGETOWN,SC,English
626,SEMINOLE TX,SEMINOLE,TX,Bilingual
627,DILLON SC,DILLON,SC,English
628,SUMMERVILLE SC,SUMMERVILLE,SC,English
629,UNION SC,UNION,SC,English
630,FLORENCE SC,FLORENCE,SC,English
631,EASLEY SC,EASLEY,SC,English
632,MT PLEASANT SC,MOUNT PLEASANT,SC,English
633,KEWANEE IL,KEWANEE,IL,English
634,CAMDEN SC,CAMDEN,SC,English
635,SAVANNAH GA,SAVANNAH,GA,English
636,PRINCETON IL,PRINCETON,IL,English
637,LEXINGTON NE,LEXINGTON,NE,Bilingual
638,GAFFNEY SC,GAFFNEY,SC,English
639,BRUNSWICK GA,BRUNSWICK,GA,English
640,GREENVILLE SC,GREENVILLE,SC,English
641,GREENVILLE SC,GREENVILLE,SC,Bilingual
642,CHERAW SC,CHERAW,SC,English
643,MYRTLE BEACH SC,MYRTLE BEACH,SC,English
644,ANDERSON SC,ANDERSON,SC,English
645,NORFOLK NE,NORFOLK,NE,English
646,ANAMOSA IA,ANAMOSA,IA,English
647,GRINNELL IA,GRINNELL,IA,English
648,"ST PETERS, MO",SAINT PETERS,MO,English
649,"TITUSVILLE,FL",TITUSVILLE,FL,English
651,BEAUMONT TX,BEAUMONT,TX,Bilingual
652,GARDEN CITY KS,GARDEN CITY,KS,Bilingual
653,HOPKINSVILLE KY,HOPKINSVILLE,KY,English
655,MADISONVILLE KY,HANSON,KY,English
656,SHELBYVILLE TN,SHELBYVILLE,TN,Bilingual
657,COOKEVILLE TN,COOKEVILLE,TN,English
658,ROME GA,ROME,GA,Bilingual
659,NASHVILLE TN,NASHVILLE,TN,English
660,MUSCLE SHOALS /SHEFFIELD,MUSCLE SHOALS,AL,English
661,ATHENS AL,ATHENS,AL,English
662,DECATUR AL,DECATUR,AL,Bilingual
663,ATHENS TN,ATHENS,TN,English
664,HAYS KS,HAYS,KS,English
665,CAMPBELLSVILLE KY,CAMPBELLSVILLE,KY,English
666,SEBRING FL,SEBRING,FL,Bilingual
667,TULLAHOMA TN,TULLAHOMA,TN,English
668,"MCMINNVILLE, TN",MCMINNVILLE,TN,English
669,DALTON GA,DALTON,GA,Bilingual
670,CULLMAN AL,CULLMAN,AL,English
671,LEBANON TN,LEBANON,TN,English
672,"ALCOA, TN",ALCOA,TN,English
673,CLARKSVILLE (E) TN,CLARKSVILLE,TN,English
674,"GALLATIN, TN",GALLATIN,TN,English
675,UNION CITY TN,UNION CITY,TN,English
676,ROCKWOOD/HARRIMAN TN,ROCKWOOD,TN,English
677,DYERSBURG TN,DYERSBURG,TN,English
678,NEWPORT TN,NEWPORT,TN,English
680,GREENEVILLE TN,GREENEVILLE,TN,English
681,GUNTERSVILLE AL,GUNTERSVILLE,AL,Bilingual
682,MURFREESBORO TN,MURFREESBORO,TN,English
683,LAWRENCEBURG TN,LAWRENCEBURG,TN,English
684,LEXINGTON TN,LEXINGTON,TN,English
685,MORRISTOWN TN,MORRISTOWN,TN,English
686,FITZGERALD GA,FITZGERALD,GA,English
687,CROSSVILLE TN,CROSSVILLE,TN,English
688,"NASHVILLE (S), TN",NASHVILLE,TN,Bilingual
689,SOMERSET KY,SOMERSET,KY,English
690,ELIZABETHTON TN,ELIZABETHTON,TN,English
691,"FT. PAYNE, AL",FORT PAYNE,AL,English
692,DANVILLE KY,DANVILLE,KY,English
693,JACKSON KY,JACKSON,KY,English
694,HENDERSON KY,HENDERSON,KY,English
695,MADISON (NASHVILLE) TN,MADISON,TN,English
696,PRESTONSBURG KY,PRESTONSBURG,KY,English
697,OCALA FL,OCALA,FL,Bilingual
698,CLEVELAND TN,CLEVELAND,TN,English
699,OXFORD MS,OXFORD,MS,English
700,SELMA AL,SELMA,AL,English
701,"OWENSBORO, KY",OWENSBORO,KY,English
702,WINCHESTER KY,WINCHESTER,KY,English
703,TOMBALL TX,TOMBALL,TX,Bilingual
705,"MOUNT DORA, FL",MOUNT DORA,FL,English
706,ZEPHYRHILLS FL /UNATILLA,ZEPHYRHILLS,FL,Bilingual
707,CLARKSDALE MS,CLARKSDALE,MS,English
708,VICKSBURG MS,VICKSBURG,MS,English
709,ELIZABETHTOWN KY,ELIZABETHTOWN,KY,English
710,HERMITAGE TN,HERMITAGE,TN,English
711,GLASGOW KY,GLASGOW,KY,English
712,SCOTTSBORO AL,SCOTTSBORO,AL,English
713,DADE CITY FL,DADE CITY,FL,Bilingual
714,WEST HELENA AR,HELENA-WEST HELENA,AR,English
715,TUSCALOOSA AL,TUSCALOOSA,AL,English
716,GREENWOOD MS,GREENWOOD,MS,English
717,LAKE WORTH,LAKE WORTH,TX,English
718,AUBURNDALE FL,AUBURNDALE,FL,Bilingual
719,RICHMOND KY,RICHMOND,KY,English
720,FRANKFORT KY,FRANKFORT,KY,English
721,PORT CHARLOTTE /MURDOCK,PORT CHARLOTTE,FL,English
722,CARROLLTON GA,CARROLLTON,GA,English
723,TROY AL,TROY,AL,English
724,JEFFERSON CITY TN,JEFFERSON CITY,TN,English
725,HAINES CITY FL,HAINES CITY,FL,Bilingual
726,ALEXANDER CITY AL,ALEXANDER CITY,AL,English
727,CEDARTOWN GA,CEDARTOWN,GA,Bilingual
728,HILTON HD ISL SC,HILTON HEAD ISLAND,SC,Bilingual
729,BARDSTOWN KY,BARDSTOWN,KY,English
730,SYLACAUGA AL,SYLACAUGA,AL,English
731,DEMOPOLIS AL,DEMOPOLIS,AL,English
733,"VALLEY, AL",VALLEY,AL,English
734,ENTERPRISE AL,ENTERPRISE,AL,English
735,WINCHESTER TN,WINCHESTER,TN,English
736,RUSSELVILLE KY,RUSSELLVILLE,KY,English
737,LEWISBURG TN,LEWISBURG,TN,English
738,CAMDEN TN,CAMDEN,TN,English
739,MIDDLESBORO KY,MIDDLESBORO,KY,English
740,OZARK AL,OZARK,AL,English
741,"LENOIR CITY, TN",LENOIR CITY,TN,English
742,KINGSPORT TN,KINGSPORT,TN,English
743,OKLAHOMA CITY OK,OKLAHOMA CITY,OK,Bilingual
744,ATASCOCITA TX,HUMBLE,TX,Bilingual
745,STOCKBRIDGE GA,STOCKBRIDGE,GA,English
746,TEMPLE TX,TEMPLE,TX,Bilingual
748,NEWTON IA,NEWTON,IA,English
749,AMES IA,AMES,IA,English
750,INDEPENDENCE IA,INDEPENDENCE,IA,English
751,PELLA IA,PELLA,IA,English
752,PASADENA TX,PASADENA,TX,Bilingual
753,CEDAR FALLS IA,CEDAR FALLS,IA,English
754,STATESBORO GA,STATESBORO,GA,English
755,AMARILLO TX,AMARILLO,TX,Bilingual
756,SUMMERVILLE GA,TRION,GA,English
757,PLEASANTON TX,PLEASANTON,TX,Bilingual
758,AMERICUS GA,AMERICUS,GA,English
759,WAUCHULA FL,WAUCHULA,FL,Bilingual
760,HARDINSBURG KY,HARDINSBURG,KY,English
761,"RACELAND, LA",RACELAND,LA,English
762,BIRMINGHAM/CENTERPOINT,BIRMINGHAM,AL,English
764,BESSEMER AL,BESSEMER,AL,English
765,"SAN ANTONIO, TX",SAN ANTONIO,TX,Bilingual
766,FLORENCE AL,FLORENCE,AL,English
767,LAKE CITY FL,LAKE CITY,FL,English
768,KATY FRY RD AND I10 TX,KATY,TX,Bilingual
769,VENICE FL,VENICE,FL,English
770,GREAT BEND KS,GREAT BEND,KS,Bilingual
771,MERRITT ISLAND FL,MERRITT ISLAND,FL,English
772,HOUSTON (ALIEF) TX,HOUSTON,TX,Bilingual
773,EUNICE LA,EUNICE,LA,English
774,COLUMBUS NE,COLUMBUS,NE,Bilingual
775,GALESBURG IL,GALESBURG,IL,English
776,FREMONT NE,FREMONT,NE,Bilingual
777,WEST ORANGE TX,WEST ORANGE,TX,English
778,PUNTA GORDA FL,PUNTA GORDA,FL,English
779,LAKELAND FL,LAKELAND,FL,Bilingual
780,MONROE GA,MONROE,GA,English
781,MARBLE FALLS TX,MARBLE FALLS,TX,Bilingual
782,UVALDE TX,UVALDE,TX,Bilingual
783,MACON MO,MACON,MO,English
784,MOUNT PLEASANT IA,MOUNT PLEASANT,IA,English
785,WAYNESBORO MS,WAYNESBORO,MS,English
786,"DEKALB, IL",DEKALB,IL,English
787,RIVERDALE GA,RIVERDALE,GA,English
788,CLINTON AR,CLINTON,AR,English
789,MESQUITE TX,MESQUITE,TX,Bilingual
790,MCCOOK NE,MCCOOK,NE,English
791,ALICE TX,ALICE,TX,Bilingual
792,ALEDO IL,ALEDO,IL,English
793,CANYON TX,CANYON,TX,Bilingual
794,HUTCHINSON KS,HUTCHINSON,KS,English
795,BARNWELL SC,BARNWELL,SC,English
796,PERU IL,PERU,IL,Bilingual
797,BURLINGTON IA,WEST BURLINGTON,IA,English
798,MARSHALL IL,MARSHALL,IL,English
799,LIBERAL KS,LIBERAL,KS,Bilingual
800,LEESBURG FL,LEESBURG,FL,English
801,MARYVILLE MO,MARYVILLE,MO,English
802,MONROE WI,MONROE,WI,English
803,BOGALUSA LA EF,BOGALUSA,LA,English
804,MINERAL WELLS TX,MINERAL WELLS,TX,Bilingual
805,FENTON MO,FENTON,MO,English
806,"LAS CRUCES, NM",LAS CRUCES,NM,Bilingual
807,"N RICHLAND HILLS, TX",NORTH RICHLAND HILLS,TX,Bilingual
808,LAKE JACKSON TX,LAKE JACKSON,TX,Bilingual
809,OXFORD AL,OXFORD,AL,English
810,MASON CITY IA,MASON CITY,IA,English
811,ARCADIA FL,ARCADIA,FL,Bilingual
812,DUMAS TX,DUMAS,TX,Bilingual
813,BROWNWOOD TX,BROWNWOOD,TX,Bilingual
814,"OKEECHOBEE, FL",OKEECHOBEE,FL,Bilingual
815,"OSAGE BEACH, MO",OSAGE BEACH,MO,English
816,BROOKHAVEN MS,BROOKHAVEN,MS,English
817,KISSIMMEE FL,KISSIMMEE,FL,Bilingual
818,PANAMA CITY BEACH,PANAMA CITY BEACH,FL,English
819,CAPE CORAL FL/FT MYERS,CAPE CORAL,FL,Bilingual
820,BOONVILLE MO,BOONVILLE,MO,English
821,CLOVIS NM,CLOVIS,NM,Bilingual
822,AMARILLO TX,AMARILLO,TX,Bilingual
823,PONCA CITY OK,PONCA CITY,OK,English
824,ALBUQUERQUE (N),ALBUQUERQUE,NM,Bilingual
825,STANFORD KY,STANFORD,KY,English
826,FARMINGTON NM,FARMINGTON,NM,Bilingual
827,CANTON TX,CANTON,TX,English
828,INDIANAPOLIS (PLAINFIELD),PLAINFIELD,IN,English
829,"SANTA FE,NM",SANTA FE,NM,Bilingual
830,ROCK FALLS IL,ROCK FALLS,IL,Bilingual
833,CARMI ILL,CARMI,IL,English
834,BETHANY MO,BETHANY,MO,English
835,ALBUQUERQUE - JUAN TOBO,ALBUQUERQUE,NM,Bilingual
836,ST MARYS GA,SAINT MARYS,GA,English
837,THAYER MO,THAYER,MO,English
838,SAND SPRINGS OK,SAND SPRINGS,OK,English
839,BATON ROUGE LA,BATON ROUGE,LA,English
840,WARNER ROBINS GREEN GA,WARNER ROBINS,GA,English
841,TIPTON IA,TIPTON,IA,English
842,"PUEBLO (N), CO",PUEBLO,CO,Bilingual
843,CAMILLA GA,CAMILLA,GA,English
844,MORRIS IL,MORRIS,IL,English
845,BUFFALO MO EF,BUFFALO,MO,English
846,LAGRANGE TX,LA GRANGE,TX,Bilingual
847,DODGEVILLE WI,DODGEVILLE,WI,English
848,SOUTHAVEN MS,SOUTHAVEN,MS,English
849,HOUST/HUMBLE/ALBIDE,SPRING,TX,Bilingual
850,"ALBUQUERQUE (C), NM",ALBUQUERQUE,NM,Bilingual
851,"RUIDOSO DOWNS, NM",RUIDOSO DOWNS,NM,Bilingual
852,OTTAWA IL,OTTAWA,IL,English
853,MOBILE AL,MOBILE,AL,English
854,FRANKFORT IN,FRANKFORT,IN,Bilingual
855,UNION CITY GA,UNION CITY,GA,English
856,BREMEN GA,BREMEN,GA,English
857,SANFORD FL,SANFORD,FL,Bilingual
858,CAIRO GA,CAIRO,GA,English
859,LAKE WALES FL,LAKE WALES,FL,Bilingual
860,DELAND FL,DELAND,FL,Bilingual
861,LUBBOCK TX,LUBBOCK,TX,Bilingual
862,HINESVILLE GA,HINESVILLE,GA,English
863,ROANOKE AL,ROANOKE,AL,English
864,VIDALIA GA,VIDALIA,GA,English
865,NEW BRAUNFELS TX,NEW BRAUNFELS,TX,Bilingual
866,"MOBILE (S), AL",MOBILE,AL,English
867,SCOTTSBLUFF NE,SCOTTSBLUFF,NE,Bilingual
868,CARLSBAD NM,CARLSBAD,NM,Bilingual
869,ALAMOSA CO,ALAMOSA,CO,Bilingual
870,JASPER IN,JASPER,IN,English
871,MOUNTAIN VIEW MO,MOUNTAIN VIEW,MO,English
872,PEARLAND TX,PEARLAND,TX,Bilingual
873,TAOS NM,TAOS,NM,Bilingual
874,NATCHEZ MS,NATCHEZ,MS,English
875,RIDGELAND MS /JACKSON,RIDGELAND,MS,English
876,MANY LA,MANY,LA,English
877,MONROE NC,MONROE,NC,Bilingual
878,"CUMMING, GA",CUMMING,GA,English
879,LAFAYETTE TN,LAFAYETTE,TN,English
880,IRVING TX,IRVING,TX,Bilingual
881,"LEXINGTON, SC",LEXINGTON,SC,English
882,PRARIE DU CHIEN WI,PRAIRIE DU CHIEN,WI,English
884,SHELBYVILLE IN,SHELBYVILLE,IN,English
885,SEWARD NE,SEWARD,NE,English
886,FT DODGE IA,FORT DODGE,IA,English
887,PETAL MS,PETAL,MS,English
888,BUTLER MO,BUTLER,MO,English
889,THOMASVILLE GA,THOMASVILLE,GA,English
890,ORLANDO (UNION PARK) FL,ORLANDO,FL,Bilingual
891,STERLING IL,STERLING,IL,Bilingual
892,ANKENY IA,ANKENY,IA,English
893,LINDSAY OK,LINDSAY,OK,English
894,"TULSA,OK",TULSA,OK,Bilingual
895,"CUBA, MO",CUBA,MO,English
896,GRAND PRARIE TX,GRAND PRAIRIE,TX,Bilingual
897,FT STOCKTON TX,FORT STOCKTON,TX,Bilingual
898,PECOS TX,PECOS,TX,Bilingual
899,VALDOSTA GA,VALDOSTA,GA,English
900,CHILDRESS TX,CHILDRESS,TX,Bilingual
901,SEGUIN TX,SEGUIN,TX,Bilingual
902,GREENCASTLE IN,GREENCASTLE,IN,English
903,"JACKSON, MS",JACKSON,MS,English
904,FOLEY AL,FOLEY,AL,English
905,LONGMONT CO,LONGMONT,CO,Bilingual
906,GALLUP NM,GALLUP,NM,Bilingual
907,FORSYTH GA,FORSYTH,GA,English
908,ORLANDO (SW) FL,ORLANDO,FL,Bilingual
909,CHALMETTE LA,CHALMETTE,LA,English
910,LAKE GENEVA WI,LAKE GENEVA,WI,English
911,HARVEY (NO-S) LA,MARRERO,LA,English
912,NEW ORLEANS (EAST) LA,NEW ORLEANS,LA,English
913,DECORAH IA,DECORAH,IA,English
914,CASSVILLE MO,CASSVILLE,MO,English
915,STAFFORD/MISSOURI CITY TX,STAFFORD,TX,Bilingual
916,HATTIESBURG MS,HATTIESBURG,MS,English
917,BRADY TX,BRADY,TX,Bilingual
918,MARSHALL TX,MARSHALL,TX,Bilingual
919,FT WALTON BEACH FL,FORT WALTON BEACH,FL,English
920,WARNER ROBINS RUSSELL GA,WARNER ROBINS,GA,English
921,SALIDA CO,SALIDA,CO,English
922,CORYDON IN,CORYDON,IN,English
923,NOBLESVILLE IN,NOBLESVILLE,IN,English
924,STERLING CO,STERLING,CO,Bilingual
925,SEFFNER FL /MANGO,SEFFNER,FL,Bilingual
927,PLAINVIEW TX,PLAINVIEW,TX,Bilingual
928,JACKSONVILLE RACETRACK FL,SAINT JOHNS,FL,English
929,PORT ST LUCIE FL,PORT SAINT LUCIE,FL,Bilingual
930,MONTGOMERY (S) AL,MONTGOMERY,AL,English
931,"VERO BEACH, FL",VERO BEACH,FL,Bilingual
932,GRIFFIN GA,GRIFFIN,GA,English
933,ROCHELLE IL,ROCHELLE,IL,Bilingual
934,DAPHNE/LAKE FORREST AL,DAPHNE,AL,English
935,DENHAM SPRINGS LA,DENHAM SPRINGS,LA,English
936,EFFINGHAM IL,EFFINGHAM,IL,English
937,KENNESAW GA,MARIETTA,GA,English
938,MONTGOMERY (E) AL,MONTGOMERY,AL,English
939,WACO TX,WACO,TX,Bilingual
940,"WESTWORTH VILLAGE, TX",WESTWORTH VILLAGE,TX,Bilingual
941,BRANDON FL,VALRICO,FL,Bilingual
942,OCOEE FL,OCOEE,FL,Bilingual
943,CASSELBERRY/WINTERSPRINGS,CASSELBERRY,FL,Bilingual
944,CRESTVIEW FL,CRESTVIEW,FL,English
945,LUBBOCK TX (W),LUBBOCK,TX,Bilingual
947,SHERMAN TX,SHERMAN,TX,Bilingual
948,HICKORY NC,HICKORY,NC,English
950,"BARTLETT, TN",BARTLETT,TN,English
951,HEMPSTEAD TX,HEMPSTEAD,TX,Bilingual
952,MOULTRIE GA,MOULTRIE,GA,Bilingual
953,LOVELAND CO,LOVELAND,CO,English
954,HAZELHURST MS,HAZLEHURST,MS,English
955,APOPKA FL,APOPKA,FL,Bilingual
956,MELBOURNE FL,MELBOURNE,FL,English
957,GENESEO IL,GENESEO,IL,English
958,PLATTEVILLE WI,PLATTEVILLE,WI,English
959,BUSHNELL FL,BUSHNELL,FL,English
960,DUNNELLON FL,DUNNELLON,FL,English
961,LAPLACE LA,LA PLACE,LA,English
962,TRINIDAD CO,TRINIDAD,CO,Bilingual
963,WEATHERFORD TX,WEATHERFORD,TX,Bilingual
964,EL PASO (S) TX,EL PASO,TX,Bilingual
965,TOMAH WI,TOMAH,WI,English
966,CORTEZ CO,CORTEZ,CO,English
967,SPRINGHILL / BROOKSVILLE,SPRING HILL,FL,Bilingual
968,WINTER HAVEN FL,WINTER HAVEN,FL,Bilingual
969,GULFPORT MS,GULFPORT,MS,English
970,PICAYUNE MS,PICAYUNE,MS,English
971,VIROQUA WI,VIROQUA,WI,English
972,LAKE WORTH TX,LAKE WORTH,TX,Bilingual
973,FORT PIERCE FL,FORT PIERCE,FL,Bilingual
974,"WEST MELBOURNE, FL",WEST MELBOURNE,FL,Bilingual
975,DURANT OK,DURANT,OK,English
976,WINNSBORO LA,WINNSBORO,LA,English
977,FERNANDINA BEACH FL,FERNANDINA BEACH,FL,English
978,ARKANSAS CITY KS,ARKANSAS CITY,KS,Bilingual
979,SPARTA WI,SPARTA,WI,English
980,GREELEY CO,GREELEY,CO,Bilingual
981,MERIDIAN MS,MERIDIAN,MS,English
982,OWATONNA MN,OWATONNA,MN,English
984,CASTLE ROCK CO,CASTLE ROCK,CO,English
985,FAIRFIELD IA,FAIRFIELD,IA,English
986,FRISCO CO,FRISCO,CO,Bilingual
987,FORT MYERS (S) FL,FORT MYERS,FL,Bilingual
988,LAND O' LAKES FL,LUTZ,FL,Bilingual
989,METAIRIE LA,METAIRIE,LA,Bilingual
990,"PACE, FL",MILTON,FL,English
991,MOBILE AL,MOBILE,AL,English
992,"TULSA (W),OK",TULSA,OK,English
993,MCPHERSON KS,MCPHERSON,KS,English
994,NEW PORT RICHNEY (ELFERS),NEW PORT RICHEY,FL,English
995,FRANKLIN IN,FRANKLIN,IN,English
996,SPENCER IN,SPENCER,IN,English
997,PLANO,PLANO,TX,English
998,WESTWOOD KS,WESTWOOD,KS,Bilingual
999,SAN ANTONIO RAY ELLISON &,SAN ANTONIO,TX,Bilingual
1000,BROWNSVILLE TX,BROWNSVILLE,TX,Bilingual
1001,"PUEBLO, CO",PUEBLO,CO,Bilingual
1002,LINTON IN,LINTON,IN,English
1003,PLANO IL,PLANO,IL,Bilingual
1004,BRADENTON FL,BRADENTON,FL,Bilingual
1005,WAVERLY IA,WAVERLY,IA,English
1006,CORDELE GA,CORDELE,GA,English
1007,RICHLAND CENTER WI,RICHLAND CENTER,WI,English
1008,"LOVELAND (N), CO",LOVELAND,CO,English
1009,REPUBLIC MO,REPUBLIC,MO,English
1010,ROCKINGHAM NC,ROCKINGHAM,NC,English
1011,RINCON GA,RINCON,GA,English
1012,BEAVER DAM WI,BEAVER DAM,WI,English
1013,CLINTON IN,CLINTON,IN,English
1014,INDEPENDENCE MO,INDEPENDENCE,MO,English
1015,"EL PASO, TX",EL PASO,TX,Bilingual
1016,THIBODAUX LA,THIBODAUX,LA,English
1017,MANNING SC,MANNING,SC,English
1018,EASTMAN GA,EASTMAN,GA,English
1019,CANON CITY CO,CANON CITY,CO,English
1020,ALBERT LEA MN,ALBERT LEA,MN,Bilingual
1021,WARRENTON MO,WARRENTON,MO,English
1022,TYLER (W) TX,TYLER,TX,Bilingual
1023,GALAX VA,GALAX,VA,English
1024,SWAINSBORO GA,SWAINSBORO,GA,English
1025,MCCOMB MS,MCCOMB,MS,English
1026,BEDFORD IN,BEDFORD,IN,English
1027,CONCORD NC,CONCORD,NC,Bilingual
1028,"EAST PEORIA, IL",EAST PEORIA,IL,English
1029,HOMOSASSA FL,HOMOSASSA,FL,English
1030,LANCASTER SC,LANCASTER,SC,English
1032,PANAMA CITY FL,LYNN HAVEN,FL,English
1033,SEYMOUR IN,SEYMOUR,IN,English
1034,SHELBY NC,SHELBY,NC,English
1035,SPARTANBURG SC,SPARTANBURG,SC,English
1036,"FOREST CITY, NC",FOREST CITY,NC,English
1037,SUMMERVILLE SC,SUMMERVILLE,SC,English
1038,WASECA MN,WASECA,MN,English
1039,MOUNT AIRY NC,MOUNT AIRY,NC,English
1040,HOUSTON (SPENCER) TX,HOUSTON,TX,Bilingual
1041,WESLACO TX,WESLACO,TX,Bilingual
1042,BASTROP TX,BASTROP,TX,Bilingual
1043,PAULS VALLEY OK,PAULS VALLEY,OK,English
1044,TYLER TX,TYLER,TX,English
1045,LAFAYETTE CO,LAFAYETTE,CO,Bilingual
1046,CARRIZO SPRINGS TX,CARRIZO SPRINGS,TX,Bilingual
1047,MORROW GA,MORROW,GA,English
1048,WILLIAMSBURG KY,WILLIAMSBURG,KY,English
1051,LEVELLAND TX,LEVELLAND,TX,Bilingual
1052,FAYETTE AL,FAYETTE,AL,English
1053,LA GRANGE KY,LA GRANGE,KY,English
1054,ATCHISON KS,ATCHISON,KS,English
1055,GARLAND TX,GARLAND,TX,Bilingual
1056,NEWCASTLE OK,NEWCASTLE,OK,English
1057,TALLASSEE AL EF,TALLASSEE,AL,English
1058,MONTROSE CO,MONTROSE,CO,Bilingual
1059,FOREST MS,FOREST,MS,English
1060,MORGANTON NC,MORGANTON,NC,English
1061,HAZELHURST GA,HAZLEHURST,GA,English
1062,WEBSTER TX,FRIENDSWOOD,TX,Bilingual
1063,GENEVA AL,GENEVA,AL,English
1064,LENOIR NC,LENOIR,NC,English
1065,HOPE AR,HOPE,AR,Bilingual
1066,PASCAGOULA MS,PASCAGOULA,MS,English
1067,HALLETSVILLE TX,HALLETTSVILLE,TX,Bilingual
1068,SEBASTIAN FL,SEBASTIAN,FL,English
1069,NEWTON MS,NEWTON,MS,English
1070,ELLIJAY GA,EAST ELLIJAY,GA,English
1071,WOOD RIVER IL,WOOD RIVER,IL,English
1072,TIFTON GA,TIFTON,GA,English
1073,LAMPASSAS TX,LAMPASAS,TX,Bilingual
1074,GRENADA MS,GRENADA,MS,English
1075,CLARKSVILLE TN,CLARKSVILLE,TN,English
1076,MACON GA,MACON,GA,English
1077,"TALLAHASSEE, FL",TALLAHASSEE,FL,English
1078,BALLINGER TX,BALLINGER,TX,Bilingual
1079,NEW SMYRNA BEACH FL,NEW SMYRNA BEACH,FL,English
1080,JOHNSON CITY TN,JOHNSON CITY,TN,English
1081,GAINESVILLE FL,GAINESVILLE,FL,English
1082,JACKSONVILLE FL,JACKSONVILLE,FL,English
1083,JACKSONVILLE FL,JACKSONVILLE,FL,English
1084,ORLANDO FL,ORLANDO,FL,Bilingual
1085,PORT RICHEY FL,PORT RICHEY,FL,Bilingual
1086,SAINT CLOUD FL,SAINT CLOUD,FL,Bilingual
1087,STUART FL,STUART,FL,Bilingual
1088,BILOXI MS,BILOXI,MS,English
1089,KIMBALL /JASPER TN,KIMBALL,TN,English
1090,JACKSONVILLE FL,JACKSONVILLE,FL,English
1091,ANDALUSIA AL,ANDALUSIA,AL,English
1093,RANTOUL IL,RANTOUL,IL,Bilingual
1094,RAYTOWN MO,RAYTOWN,MO,English
1095,GLENWOOD SPRINGS CO,GLENWOOD SPRINGS,CO,Bilingual
1096,MOCKSVILLE NC,MOCKSVILLE,NC,English
1097,"ABERDEEN, NC",ABERDEEN,NC,English
1098,PORT LAVACA TX,PORT LAVACA,TX,Bilingual
1099,WICHITA KS,WICHITA,KS,Bilingual
1100,HAMILTON AL,HAMILTON,AL,English
1101,WETUMPKA AL,WETUMPKA,AL,English
1102,BAKER LA,BAKER,LA,English
1103,HOUSTON (CORNERSTONE) TX,HOUSTON,TX,Bilingual
1104,INVERNESS FL,INVERNESS,FL,English
1105,NORTH LITTLE ROCK AR,NORTH LITTLE ROCK,AR,English
1106,"VIDALIA, LA",VIDALIA,LA,English
1107,OAKDALE LA,OAKDALE,LA,English
1108,"OAK GROVE, LA",OAK GROVE,LA,English
