Market ID,Region,Store # ,Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
202,19,2080,238,19,2818,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,84.93%,83.62%,15.9,87.40%,81.80%,83.90%,86.80%
202,19,2620,238,19,4631,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,84.71%,90.63%,13.5,86.20%,79.80%,90.90%,80.00%
202,19,5160,238,19,5404,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202221,77.78%,75.61%,16.5,77.30%,74.80%,86.30%,72.20%
202,19,5472,345,44,838,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,84.02%,85.09%,21.2,90.80%,74.20%,81.60%,93.00%
202,19,5472,349,44,271,DOORDASH,Scheduled Express Delivery ,14,Executive Review,Recovering,Driver Supply Focus,202221,93.65%,97.01%,4.3,100.00%,87.00%,93.80%,100.00%
203,19,2869,352,44,389,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,84.49%,71.35%,19.3,91.70%,74.50%,87.00%,83.50%
203,19,5893,352,44,389,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,72.80%,64.86%,22.9,80.30%,62.50%,71.40%,82.50%
203,19,5893,352,44,1626,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,81.73%,87.96%,17.7,69.60%,78.40%,84.50%,83.70%
204,19,2619,125,13,3167,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Store Focus,202221,73.78%,73.44%,18.1,95.40%,59.80%,57.00%,86.20%
204,19,5097,125,13,5022,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202221,84.43%,88.46%,16.9,87.80%,82.80%,80.00%,87.50%
205,19,1611,128,13,541,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,77.57%,67.23%,20.3,81.70%,63.30%,79.90%,88.00%
205,19,1928,128,13,989,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,79.63%,57.76%,19.1,72.20%,66.40%,85.60%,98.70%
205,19,4243,128,13,1342,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,50.19%,67.39%,36.5,53.80%,22.40%,34.10%,87.00%
206,19,2354,128,13,1353,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202221,87.07%,81.79%,18.4,91.80%,84.80%,92.20%,82.20%
206,19,2618,129,13,1016,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,83.89%,66.97%,18.4,80.70%,83.30%,82.10%,96.20%
206,19,2631,129,13,2913,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202221,82.47%,66.88%,22.8,79.40%,74.90%,86.20%,91.80%
206,19,2692,130,13,839,DOORDASH,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202221,93.62%,76.32%,13.6,96.60%,96.60%,88.70%,
206,19,3476,130,13,839,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202221,71.76%,69.82%,33.9,89.30%,83.00%,53.90%,93.40%
206,19,3476,130,13,839,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202221,88.17%,85.10%,13.6,98.30%,90.20%,75.00%,97.90%
206,19,3487,130,13,935,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,80.36%,69.47%,19.1,84.80%,80.00%,73.60%,100.00%
206,19,5844,130,13,1102,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202221,83.29%,70.39%,24,80.60%,89.70%,81.80%,78.90%
206,19,5844,130,13,1102,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202221,84.24%,73.37%,15.2,84.00%,89.80%,83.80%,77.80%
207,19,3445,130,13,1206,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202221,82.95%,80.25%,13.1,80.00%,80.40%,79.50%,95.10%
207,19,3445,130,13,1206,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,87.31%,87.30%,9.2,82.20%,89.40%,86.10%,92.70%
207,19,5030,130,13,1266,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,86.09%,66.57%,14.4,84.60%,74.50%,94.70%,97.70%
207,19,5030,130,13,1266,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,90.77%,74.89%,11.9,89.90%,91.70%,90.30%,91.20%
238,19,1479,130,13,4683,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,75.44%,60.66%,12.5,80.00%,59.40%,100.00%,100.00%
238,19,1487,130,13,4683,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,93.23%,72.98%,7.8,94.20%,88.70%,97.30%,100.00%
238,19,1618,131,13,1136,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,74.41%,65.39%,17.4,53.60%,67.30%,89.10%,88.30%
238,19,2276,131,13,2132,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,88.12%,78.86%,12.6,69.30%,90.20%,87.60%,95.70%
238,19,2276,131,13,3288,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,74.57%,52.37%,21.8,70.30%,80.90%,66.80%,81.80%
238,19,2817,131,13,5056,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202221,81.36%,61.72%,26.7,100.00%,83.30%,80.00%,81.70%
238,19,2817,131,13,5056,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202221,78.19%,67.47%,16.6,100.00%,100.00%,80.40%,60.20%
238,19,4631,132,13,415,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,82.11%,68.00%,15,83.80%,78.40%,77.70%,92.80%
238,19,5404,132,13,543,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Store Focus,202221,66.67%,100.00%,9.5,0.00%,66.70%,100.00%,
238,19,5404,134,13,539,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202221,72.68%,67.84%,24,82.40%,63.60%,72.90%,79.20%
47,44,417,134,13,539,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,81.14%,74.36%,12.6,88.50%,84.90%,66.90%,87.20%
344,44,622,140,13,365,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202221,75.72%,78.02%,27.2,82.40%,56.40%,66.10%,83.90%
345,44,41,140,13,875,POINTPICKUP,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202221,82.91%,85.19%,18,79.20%,80.00%,82.00%,91.50%
345,44,168,140,13,875,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202221,86.21%,85.73%,16.6,84.40%,83.00%,84.60%,98.10%
349,44,271,140,13,1710,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Recovering,Store Focus,202221,87.73%,82.91%,13.9,94.60%,76.10%,89.00%,100.00%
349,44,414,140,13,1710,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,78.89%,77.06%,15.5,88.20%,59.30%,88.10%,84.50%
350,44,147,140,13,2720,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202221,92.44%,87.94%,12.4,94.90%,88.50%,95.70%,90.20%
350,44,185,140,13,2755,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202221,83.13%,70.18%,18.6,92.70%,84.30%,46.90%,97.70%
350,44,947,140,13,2755,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,86.37%,73.88%,16.8,93.10%,84.20%,41.90%,96.30%
352,44,360,140,13,6469,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202221,87.55%,91.81%,12.1,87.50%,78.50%,93.10%,97.30%
352,44,1626,141,13,501,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,86.11%,80.56%,16.8,76.20%,82.40%,90.90%,95.00%
352,44,2803,141,13,916,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202221,64.30%,57.49%,30.1,53.90%,47.80%,76.10%,94.80%
352,44,4241,141,13,1025,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202221,69.89%,72.36%,26,76.20%,57.40%,75.50%,71.30%
533,64,3202,541,64,4048,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,93.50%,81.59%,13.8,95.10%,88.90%,93.00%,98.80%
66,13,408,541,64,4659,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,85.76%,78.49%,12.6,62.90%,92.90%,90.00%,96.20%
66,13,651,541,64,5327,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,87.97%,75.63%,14,76.20%,88.50%,93.10%,96.90%
66,13,651,541,64,7262,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,89.39%,71.95%,10.1,82.50%,94.50%,87.10%,97.50%
125,13,553,4,12,118,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Store Focus,202221,84.38%,99.09%,11.8,85.20%,90.90%,80.00%,81.80%
125,13,909,5,12,332,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,65.23%,67.34%,19.6,76.70%,51.20%,72.40%,76.20%
125,13,1163,5,12,375,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,73.37%,68.00%,23.9,61.90%,68.80%,88.10%,77.80%
125,13,2665,5,12,375,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,82.70%,73.37%,18.5,84.00%,74.00%,86.50%,86.30%
125,13,3167,5,12,6878,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,91.36%,85.56%,13.2,93.70%,89.50%,93.90%,87.90%
125,13,5022,5,12,7324,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Store Focus,202221,91.94%,86.96%,14.2,75.00%,95.70%,94.70%,87.50%
128,13,489,5,12,7324,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202221,74.54%,70.33%,23.5,67.00%,74.50%,80.70%,80.50%
128,13,541,5,12,7324,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,83.83%,71.79%,18.6,81.40%,88.40%,81.50%,83.50%
128,13,1342,136,12,155,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Store Focus,202221,90.99%,77.94%,12.4,93.00%,95.70%,84.30%,90.20%
128,13,4129,136,12,182,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202221,86.38%,82.02%,14.3,90.50%,72.50%,90.00%,92.00%
129,13,485,136,12,699,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202221,59.77%,53.98%,33.7,40.00%,29.20%,70.60%,79.20%
129,13,1016,136,12,699,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202221,74.04%,63.43%,20.8,57.00%,63.40%,80.20%,88.20%
129,13,2913,137,12,394,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202221,90.18%,97.48%,7.4,90.00%,91.70%,96.40%,77.80%
129,13,3483,137,12,661,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,80.23%,65.37%,19.8,75.20%,69.60%,88.80%,82.50%
129,13,3483,137,12,662,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,70.53%,64.10%,29.4,70.00%,53.30%,83.30%,81.00%
130,13,839,137,12,766,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202221,90.37%,75.35%,11.7,92.30%,89.30%,90.70%,90.00%
130,13,935,137,12,1124,POINTPICKUP,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202221,81.29%,78.26%,16.9,82.90%,66.70%,88.10%,92.60%
130,13,1102,137,12,5703,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202221,84.76%,75.68%,15.4,77.10%,96.30%,82.40%,88.90%
130,13,1266,144,12,2846,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,75.13%,68.04%,17.6,80.70%,55.50%,83.20%,86.40%
130,13,4683,145,12,94,SPARK,Scheduled Standard Delivery,30,Executive Review,Recovering,Store Focus,202221,89.32%,86.72%,12.1,93.10%,88.70%,88.10%,87.50%
131,13,1136,145,12,950,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202221,74.70%,57.56%,24.3,69.90%,57.60%,84.40%,87.40%
131,13,2132,145,12,1561,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,73.55%,68.17%,19.8,73.10%,69.30%,72.00%,80.50%
131,13,3288,145,12,1561,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202221,73.36%,63.77%,24.3,75.90%,67.80%,69.60%,81.50%
131,13,4679,145,12,6807,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,-,Store Focus,202221,66.67%,72.22%,16.4,,,85.70%,54.50%
131,13,5056,147,12,192,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202221,86.11%,71.94%,11.6,87.80%,87.10%,84.40%,83.10%
132,13,402,149,12,673,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202221,84.78%,81.70%,12.6,89.10%,70.30%,88.90%,88.10%
132,13,415,149,12,4435,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,84.03%,89.29%,12.3,85.80%,77.80%,90.30%,83.00%
132,13,531,153,12,710,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202221,90.44%,83.03%,9.8,90.70%,93.40%,86.50%,93.30%
134,13,539,153,12,5058,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,-,Store Focus,202221,73.68%,86.36%,18.8,,,100.00%,68.80%
140,13,365,492,72,5122,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,71.41%,76.25%,13,66.50%,61.50%,70.70%,86.50%
140,13,365,566,59,7342,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202221,35.29%,42.40%,50.5,14.30%,14.10%,42.90%,57.10%
140,13,875,566,59,7342,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,43.34%,50.63%,29.1,24.20%,19.10%,54.30%,60.40%
140,13,875,469,60,2070,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,86.61%,86.71%,8.3,88.00%,88.00%,81.80%,89.90%
140,13,1710,469,60,2722,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202221,80.59%,81.24%,10.5,72.00%,73.60%,87.70%,90.30%
140,13,2720,470,60,2126,DOORDASH,Scheduled Express Delivery ,19,Executive Review,Recovering,Driver Supply Focus,202221,87.10%,93.94%,7.6,100.00%,100.00%,81.80%,86.70%
140,13,2755,471,60,3053,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,89.46%,77.15%,10.3,91.90%,87.80%,85.50%,92.30%
140,13,2939,471,60,5628,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,83.42%,74.88%,10.1,79.30%,81.70%,86.70%,85.40%
140,13,2939,471,60,5628,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,67.84%,67.58%,14.2,64.80%,57.40%,67.60%,83.60%
140,13,6469,476,60,2552,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202221,87.48%,94.89%,8.4,93.50%,89.80%,83.00%,81.00%
140,13,6469,476,60,5899,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202221,84.54%,80.61%,11,90.10%,82.00%,81.50%,85.40%
141,13,916,476,60,5899,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,65.58%,82.32%,10.7,78.60%,62.70%,55.40%,65.60%
141,13,1025,477,60,5935,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202221,90.26%,92.69%,7,89.40%,93.70%,87.10%,90.80%
143,13,969,514,60,2385,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,82.68%,75.97%,14.7,87.80%,83.30%,74.70%,85.00%
143,13,1346,514,60,2385,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,84.64%,77.24%,12.2,88.60%,78.40%,82.20%,89.10%
541,64,4048,514,60,2516,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202221,70.00%,75.53%,16.4,74.60%,72.40%,69.50%,64.70%
541,64,4659,514,60,2516,UBER,Scheduled Express Delivery ,4,At Risk,Degrading,Store Focus,202221,83.44%,79.89%,13.8,89.10%,69.40%,88.60%,94.40%
541,64,7262,514,60,2516,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,68.79%,75.84%,17,70.30%,70.30%,69.50%,65.70%
543,64,3042,514,60,3794,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202221,77.94%,80.23%,14.8,90.80%,77.50%,66.90%,73.60%
543,64,5832,550,61,3098,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202221,75.13%,88.65%,8.3,80.90%,74.00%,68.60%,77.00%
4,12,258,550,61,5678,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202221,85.83%,96.47%,8.3,92.90%,92.10%,79.20%,78.90%
4,12,403,550,61,5994,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202221,88.84%,97.34%,6.2,96.10%,90.10%,88.40%,79.90%
4,12,662,243,25,1160,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,76.45%,93.25%,9.6,75.90%,73.90%,82.60%,71.60%
4,12,1124,243,25,1476,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202221,89.66%,81.34%,17,89.00%,89.30%,91.20%,88.50%
4,12,1124,243,25,2691,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202221,87.34%,93.31%,10.3,86.80%,82.30%,83.40%,96.20%
5,12,375,249,25,1580,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202221,73.91%,61.06%,35,79.80%,64.00%,70.20%,86.40%
5,12,434,249,25,1580,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,72.00%,65.26%,24.3,66.20%,63.50%,75.20%,89.60%
5,12,2690,249,25,2787,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,84.75%,85.94%,12.7,76.90%,87.50%,88.50%,87.80%
5,12,5197,249,25,3529,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202221,76.89%,57.17%,18.9,93.90%,58.40%,75.20%,88.90%
5,12,5703,262,25,1003,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202221,87.26%,75.67%,15.6,93.40%,89.70%,75.50%,91.50%
5,12,7324,262,25,5038,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,94.97%,83.61%,13.2,100.00%,97.80%,89.90%,90.90%
136,12,155,262,25,5038,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202221,89.40%,87.14%,11.5,94.20%,90.80%,85.40%,85.20%
136,12,182,264,25,786,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Recovering,Store Focus,202221,75.84%,69.95%,18.4,91.40%,86.30%,60.90%,77.50%
136,12,699,264,25,786,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202221,81.55%,77.78%,15.1,94.60%,89.80%,65.90%,77.20%
136,12,699,264,25,1848,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,86.23%,97.43%,9.8,89.00%,83.40%,87.20%,85.50%
136,12,1074,264,25,4405,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,86.56%,83.88%,14.1,94.70%,94.00%,84.50%,74.10%
137,12,766,264,25,4405,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,86.69%,86.73%,11.9,87.20%,91.30%,82.20%,85.30%
137,12,766,264,25,5352,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,87.83%,94.93%,9.7,84.10%,91.30%,89.10%,86.70%
137,12,4187,264,25,5442,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,90.20%,92.48%,10.5,93.20%,91.30%,91.00%,84.70%
144,12,175,265,25,1401,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,89.42%,74.75%,10.7,91.60%,85.30%,90.00%,91.30%
144,12,848,265,25,1596,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,87.58%,85.84%,9.4,86.20%,86.80%,87.40%,91.40%
144,12,1248,265,25,2215,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,85.54%,90.94%,18.8,87.00%,79.50%,87.40%,87.80%
144,12,2846,265,25,3400,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,83.61%,83.04%,14.3,82.90%,85.40%,84.00%,82.30%
144,12,6964,265,25,3790,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202221,91.27%,91.95%,9.7,95.10%,90.00%,87.50%,93.10%
145,12,94,266,25,1497,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202221,77.79%,84.61%,21.1,76.90%,70.90%,73.80%,97.20%
145,12,94,266,25,1497,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,82.94%,86.16%,16.4,87.70%,77.50%,80.80%,85.70%
145,12,950,266,25,1556,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202221,91.11%,86.61%,13.7,93.80%,93.70%,86.10%,89.70%
145,12,1561,266,25,3601,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,77.41%,93.28%,22.8,80.90%,69.50%,74.70%,86.60%
145,12,1561,266,25,3601,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202221,86.53%,93.00%,17.5,94.00%,87.70%,79.30%,84.60%
145,12,2322,266,25,4049,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,78.46%,79.90%,28,76.20%,80.20%,72.30%,88.10%
145,12,6807,266,25,4049,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,84.72%,82.74%,19.3,88.50%,85.90%,78.30%,85.20%
147,12,192,266,25,4529,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202221,86.10%,71.28%,12.9,92.20%,84.00%,79.40%,84.60%
149,12,304,266,25,4529,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202221,84.19%,78.82%,11.5,88.20%,83.50%,77.60%,85.00%
149,12,673,266,25,5486,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202221,83.41%,82.28%,17.1,97.10%,93.70%,83.00%,67.90%
149,12,1075,266,25,5965,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,76.64%,63.92%,19.1,80.00%,80.00%,65.40%,81.80%
149,12,4483,267,25,1998,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202221,90.76%,94.16%,7.4,89.30%,91.50%,92.10%,89.70%
153,12,272,267,25,2204,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,87.23%,87.63%,11.2,89.20%,87.80%,84.00%,87.60%
153,12,659,267,25,3725,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202221,90.79%,99.65%,7.6,92.80%,87.10%,90.90%,92.60%
153,12,710,267,25,5402,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202221,63.95%,65.80%,18.5,59.80%,56.30%,50.90%,80.50%
153,12,3717,267,25,5617,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202221,74.59%,78.92%,20.2,83.70%,70.20%,69.90%,77.90%
153,12,5058,267,25,5617,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,80.11%,78.67%,16,82.30%,76.80%,79.00%,83.50%
153,12,5616,267,25,5781,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202221,71.77%,66.17%,23.9,84.40%,65.80%,69.10%,69.70%
329,12,45,267,25,5781,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,66.76%,70.87%,18,81.60%,52.70%,55.90%,75.80%
329,12,70,268,25,1737,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,83.33%,100.00%,17,77.80%,100.00%,,
492,72,5043,268,25,1892,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202221,82.57%,81.42%,16.3,81.20%,81.50%,81.40%,87.80%
566,59,3185,268,25,1892,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,86.42%,82.23%,11,89.30%,84.80%,87.40%,84.20%
566,59,7342,268,25,1938,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202221,80.34%,82.81%,13.3,88.70%,74.40%,74.70%,85.70%
467,60,2249,268,25,1938,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202221,89.14%,85.02%,12.7,96.30%,85.40%,85.90%,88.60%
467,60,3218,268,25,3004,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202221,50.00%,88.89%,18.6,54.50%,40.00%,,
467,60,3531,268,25,3004,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202221,73.54%,83.73%,14.8,79.60%,72.00%,68.80%,73.90%
467,60,3537,268,25,5485,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202221,84.72%,85.27%,11,87.10%,79.90%,86.00%,86.90%
467,60,3705,268,25,5485,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202221,79.77%,84.71%,12,84.10%,64.80%,84.10%,86.60%
467,60,3850,269,25,1404,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202221,83.74%,97.49%,9.8,89.50%,82.10%,82.60%,78.40%
467,60,4137,272,25,4695,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202221,93.95%,98.68%,7,98.90%,94.40%,96.40%,84.60%
