Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
1610,4/26/2024,273992427092,100 Elmridge Center Dr,Greece,NY,14626,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427092,
1619,4/26/2024,273992422561,1200 Marketplace Dr,Rochester,NY,14623,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422561,
1673,4/26/2024,273992427438,4238 Recreation Dr,Canandaigua,NY,14424,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427438,
1677,4/26/2024,273992424082,4765 Commercial Dr,New Hartford,NY,13413,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424082,
1705,4/26/2024,273992430375,1860 N Road,Waterloo,NY,13165,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992430375,
1731,4/26/2024,273992424807,990 State Route 5 And 20,Geneva,NY,14456,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424807,
1744,4/26/2024,273992425089,1990 Brandt Point Drive,Webster,NY,14580,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992425089,
1781,4/26/2024,273992422984,819 Bennie Rd,Cortland,NY,13045,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422984,
1806,4/26/2024,273992428088,329 S Kingsboro Ave Ext,Gloversville,NY,12078,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992428088,
1810,4/26/2024,273992424163,26 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424163,
1813,4/26/2024,273992427758,6788 State Route 31 E,Newark,NY,14513,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427758,
1830,4/26/2024,273992422208,297 Grant Ave,Auburn,NY,13021,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422208,
1831,4/26/2024,273992426085,8770 Dell Center Drive,Liverpool,NY,13090,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992426085,
1835,4/26/2024,273992421911,2405 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992421911,
1871,4/26/2024,273992426214,20823 State Route 3,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992426214,
1909,4/26/2024,273992421326,1540 Military Rd,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992421326,
1926,4/26/2024,273992426821,341 State Route 104,Oswego,NY,13126,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992426821,
1940,4/26/2024,273992422080,279 Troy Rd,East Greenbush,NY,12144,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422080,
1946,4/26/2024,273992429430,43 Stephenville St,Massena,NY,13662,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992429430,
1949,4/26/2024,273992423281,10401 Bennett Rd,Fredonia,NY,14063,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992423281,
1959,4/26/2024,273992428044,470 Route 211 E,Middletown,NY,10940,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992428044,
1966,4/26/2024,273992425137,4235 Veteran Dr,Geneseo,NY,14454,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992425137,
1973,4/26/2024,273992428445,350 E Fairmount Ave,Lakewood,NY,14750,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992428445,
1976,4/26/2024,273992423936,1400 County Rd 64,Horseheads,NY,14845,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992423936,
1993,4/26/2024,273992427173,6265 Brockport Spencerport Rd,Brockport,NY,14420,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427173,
1994,4/26/2024,273992424829,25 Consumer Sq,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424829,
1997,4/26/2024,273992426670,579 Troy-Schenectady Road,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992426670,
2043,4/26/2024,273992427140,2348 Route #19,Warsaw,NY,14569,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427140,
2056,4/26/2024,273992425480,16 Old Gick Rd,Saratoga Springs,NY,12866,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992425480,
2088,4/26/2024,273992422068,4133 Veterans Memorial Dr,Batavia,NY,14020,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422068,
2092,4/26/2024,273992430136,3000 Ford Street Ext,Ogdensburg,NY,13669,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992430136,
2093,4/26/2024,273992419933,710 Horatio St,Utica,NY,13502,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992419933,
2097,4/26/2024,273992424965,460 Fairview Ave,Hudson,NY,12534,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424965,
2104,4/26/2024,273992422377,1201 Route 300,Newburgh,NY,12550,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422377,
2107,4/26/2024,273992427622,5735 South Transit Road,Lockport,NY,14094,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427622,
2116,4/26/2024,273992423384,891 Route #9,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992423384,
2120,4/26/2024,273992427530,5396 State Highway 12,Norwich,NY,13815,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427530,
2135,4/26/2024,273992424759,139 Merchant Pl,Cobleskill,NY,12043,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424759,
2146,4/26/2024,273992428879,101 Sanford Farms Shopping Ctr,Amsterdam,NY,12010,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992428879,
2152,4/26/2024,273992422171,141 Washington Ave Extension,Albany,NY,12205,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992422171,
2156,4/26/2024,273992427644,750 Middle Country Rd,Middle Island,NY,11953,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427644,
2159,4/26/2024,273992421083,1869 Plaza Dr,Olean,NY,14760,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992421083,
2164,4/26/2024,273992427210,317 S Cascade Dr,Springville,NY,14141,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992427210,
2166,4/26/2024,273992424005,6438 Basile Rowe,East Syracuse,NY,13057,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992424005,
2210,4/26/2024,273992428114,3290 Sheridan Dr,Amherst,NY,14226,https://www.fedex.com/apps/fedextrack/?tracknumbers=273992428114,
