Store Number,Banner Desc,Market,Region,Week,Day,Remodel
2403,WM Supercenter,514,60,32,45909,No
3520,WM Supercenter,577,17,32,45909,No
789,WM Supercenter,583,5,32,45909,No
2293,WM Supercenter,585,54,32,45909,No
2396,Neighborhood Market,488,72,32,45909,No
2840,Neighborhood Market,496,59,32,45909,No
3614,Neighborhood Market,498,59,32,45909,No
5755,Neighborhood Market,502,59,32,45909,No
6176,Neighborhood Market,509,59,32,45909,No
6953,Neighborhood Market,534,72,32,45909,No
6960,Neighborhood Market,537,72,32,45909,No
7317,Neighborhood Market,537,72,32,45909,No
6323,Neighborhood Market,543,64,32,45909,No
4673,Neighborhood Market,544,72,32,45909,No
4582,Neighborhood Market,545,72,32,45909,No
5654,Neighborhood Market,548,72,32,45909,No
6398,Neighborhood Market,549,72,32,45909,No
5640,Neighborhood Market,551,61,32,45909,No
4494,Neighborhood Market,557,61,32,45909,No
5109,Neighborhood Market,557,61,32,45909,No
5265,Neighborhood Market,559,72,32,45909,No
6590,Neighborhood Market,562,64,32,45909,No
7309,Neighborhood Market,562,64,32,45909,No
5148,Neighborhood Market,566,59,32,45909,No
3517,Neighborhood Market,570,64,32,45909,No
2072,WM Supercenter,801,29,32,45909,No
2085,WM Supercenter,811,29,32,45909,No
3354,Neighborhood Market,397,61,32,45910,No
3655,Neighborhood Market,397,61,32,45910,No
3138,Neighborhood Market,481,61,32,45910,No
5363,WM Supercenter,16,14,32,45910,No
745,WM Supercenter,19,2,32,45910,No
878,WM Supercenter,24,2,32,45910,No
2890,WM Supercenter,32,2,32,45910,No
1244,WM Supercenter,35,4,32,45910,No
616,WM Supercenter,41,4,32,45910,No
1164,WM Supercenter,41,4,32,45910,No
3433,WM Supercenter,49,5,32,45910,No
5288,WM Supercenter,49,5,32,45910,No
3482,WM Supercenter,51,5,32,45910,No
5210,WM Supercenter,51,5,32,45910,No
2926,WM Supercenter,56,5,32,45910,No
744,WM Supercenter,59,6,32,45910,No
1103,WM Supercenter,59,6,32,45910,No
3298,WM Supercenter,60,6,32,45910,No
3500,WM Supercenter,60,6,32,45910,No
462,WM Supercenter,61,6,32,45910,No
872,WM Supercenter,62,6,32,45910,No
1409,WM Supercenter,65,6,32,45910,No
1129,WM Supercenter,82,7,32,45910,No
5299,WM Supercenter,89,3,32,45910,No
1086,WM Supercenter,90,9,32,45910,No
955,WM Supercenter,91,9,32,45910,No
488,WM Supercenter,97,14,32,45910,No
1223,WM Supercenter,97,14,32,45910,No
1085,WM Supercenter,104,3,32,45910,No
2740,WM Supercenter,104,3,32,45910,No
2789,WM Supercenter,108,9,32,45910,No
4681,WM Supercenter,112,3,32,45910,No
541,WM Supercenter,128,13,32,45910,No
1266,WM Supercenter,130,13,32,45910,No
4435,WM Supercenter,149,12,32,45910,No
5616,WM Supercenter,153,12,32,45910,No
1762,WM Supercenter,157,16,32,45910,No
3339,WM Supercenter,165,22,32,45910,No
3774,WM Supercenter,165,22,32,45910,No
3501,WM Supercenter,167,22,32,45910,No
5282,WM Supercenter,195,76,32,45910,No
5386,WM Supercenter,200,19,32,45910,No
2873,WM Supercenter,206,19,32,45910,No
2350,WM Supercenter,207,19,32,45910,No
3445,WM Supercenter,207,19,32,45910,No
2426,WM Supercenter,217,21,32,45910,No
1289,WM Supercenter,221,21,32,45910,No
1407,WM Supercenter,221,21,32,45910,No
5409,WM Supercenter,223,21,32,45910,No
1510,WM Supercenter,225,21,32,45910,No
1607,WM Supercenter,237,22,32,45910,No
1157,WM Supercenter,243,41,32,45910,No
884,WM Supercenter,249,41,32,45910,No
711,WM Supercenter,257,41,32,45910,No
702,WM Supercenter,259,21,32,45910,No
1139,WM Supercenter,259,21,32,45910,No
1420,WM Supercenter,264,25,32,45910,No
4286,WM Supercenter,265,25,32,45910,No
3601,WM Supercenter,266,25,32,45910,No
1892,WM Supercenter,268,25,32,45910,No
1668,WM Supercenter,269,25,32,45910,No
5488,WM Supercenter,289,75,32,45910,No
1852,WM Supercenter,291,75,32,45910,No
2136,WM Supercenter,291,75,32,45910,No
1774,WM Supercenter,310,4,32,45910,No
5,WM Supercenter,326,42,32,45910,No
1009,WM Supercenter,333,40,32,45910,No
37,WM Supercenter,335,40,32,45910,No
152,WM Supercenter,335,40,32,45910,No
1021,WM Supercenter,339,40,32,45910,No
225,WM Supercenter,350,44,32,45910,No
324,WM Supercenter,356,44,32,45910,No
801,WM Supercenter,360,40,32,45910,No
577,WM Supercenter,362,40,32,45910,No
581,WM Supercenter,414,52,32,45910,No
749,WM Supercenter,414,52,32,45910,No
886,WM Supercenter,426,52,32,45910,No
637,WM Supercenter,429,47,32,45910,No
1176,WM Supercenter,441,53,32,45910,No
2526,WM Supercenter,446,57,32,45910,No
2985,WM Supercenter,449,57,32,45910,No
3477,WM Supercenter,465,57,32,45910,No
4101,WM Supercenter,465,57,32,45910,No
3781,WM Supercenter,482,41,32,45910,No
964,WM Supercenter,505,7,32,45910,No
5758,Neighborhood Market,488,72,32,45910,No
1826,WM Supercenter,581,57,32,45910,No
4525,Neighborhood Market,496,59,32,45910,No
7337,Neighborhood Market,500,59,32,45910,No
5754,Neighborhood Market,502,59,32,45910,No
2995,Neighborhood Market,504,64,32,45910,No
6264,Neighborhood Market,509,59,32,45910,No
5635,Neighborhood Market,512,61,32,45910,No
5691,Neighborhood Market,515,61,32,45910,No
3661,Neighborhood Market,526,64,32,45910,No
7220,Neighborhood Market,528,64,32,45910,No
2876,Neighborhood Market,533,64,32,45910,No
4579,Neighborhood Market,537,72,32,45910,No
4048,Neighborhood Market,541,64,32,45910,No
7233,Neighborhood Market,541,64,32,45910,No
4193,Neighborhood Market,542,64,32,45910,No
3703,Neighborhood Market,543,64,32,45910,No
7099,Neighborhood Market,543,64,32,45910,No
3184,Neighborhood Market,544,72,32,45910,No
4421,Neighborhood Market,546,59,32,45910,No
2391,Neighborhood Market,548,72,32,45910,No
5831,Neighborhood Market,548,72,32,45910,No
5993,Neighborhood Market,550,61,32,45910,No
4528,Neighborhood Market,554,59,32,45910,No
5267,Neighborhood Market,554,59,32,45910,No
5741,Neighborhood Market,559,72,32,45910,No
2240,WM Supercenter,801,29,32,45910,No
2302,WM Supercenter,811,29,32,45910,No
5106,Neighborhood Market,96,72,32,45911,No
5423,Neighborhood Market,397,61,32,45911,No
3179,Neighborhood Market,481,61,32,45911,No
1224,WM Supercenter,14,14,32,45911,No
4283,WM Supercenter,16,14,32,45911,No
4616,WM Supercenter,18,2,32,45911,No
3201,WM Supercenter,19,2,32,45911,No
3402,WM Supercenter,19,2,32,45911,No
3710,WM Supercenter,20,2,32,45911,No
2811,WM Supercenter,21,2,32,45911,No
4409,WM Supercenter,22,2,32,45911,No
1314,WM Supercenter,24,2,32,45911,No
3462,WM Supercenter,24,2,32,45911,No
686,WM Supercenter,28,3,32,45911,No
4583,WM Supercenter,35,4,32,45911,No
1359,WM Supercenter,36,4,32,45911,No
643,WM Supercenter,37,4,32,45911,No
396,WM Supercenter,39,4,32,45911,No
1183,WM Supercenter,41,4,32,45911,No
2978,WM Supercenter,44,5,32,45911,No
412,WM Supercenter,45,5,32,45911,No
49,WM Supercenter,47,44,32,45911,No
5080,WM Supercenter,50,5,32,45911,No
2918,WM Supercenter,51,5,32,45911,No
206,WM Supercenter,52,5,32,45911,No
2427,WM Supercenter,53,5,32,45911,No
2724,WM Supercenter,63,6,32,45911,No
408,WM Supercenter,66,13,32,45911,No
429,WM Supercenter,80,6,32,45911,No
5317,WM Supercenter,82,7,32,45911,No
2599,WM Supercenter,86,7,32,45911,No
443,WM Supercenter,88,7,32,45911,No
782,WM Supercenter,88,7,32,45911,No
890,WM Supercenter,91,9,32,45911,No
3782,WM Supercenter,91,9,32,45911,No
582,WM Supercenter,94,3,32,45911,No
2987,WM Supercenter,109,9,32,45911,No
1390,WM Supercenter,111,3,32,45911,No
1513,WM Supercenter,111,3,32,45911,No
718,WM Supercenter,116,9,32,45911,No
5035,WM Supercenter,116,9,32,45911,No
756,WM Supercenter,120,12,32,45911,No
1226,WM Supercenter,149,12,32,45911,No
2424,WM Supercenter,187,16,32,45911,No
3334,WM Supercenter,187,16,32,45911,No
1940,WM Supercenter,188,16,32,45911,No
2166,WM Supercenter,191,76,32,45911,No
3280,WM Supercenter,192,76,32,45911,No
1445,WM Supercenter,213,19,32,45911,No
3300,WM Supercenter,222,21,32,45911,No
1503,WM Supercenter,223,21,32,45911,No
1521,WM Supercenter,225,21,32,45911,No
5360,WM Supercenter,228,76,32,45911,No
1529,WM Supercenter,233,22,32,45911,No
2205,WM Supercenter,233,22,32,45911,No
1618,WM Supercenter,238,19,32,45911,No
2035,WM Supercenter,239,21,32,45911,No
497,WM Supercenter,242,41,32,45911,No
1459,WM Supercenter,249,41,32,45911,No
294,WM Supercenter,253,41,32,45911,No
1955,WM Supercenter,263,53,32,45911,No
1814,WM Supercenter,264,25,32,45911,No
1938,WM Supercenter,268,25,32,45911,No
3831,WM Supercenter,288,75,32,45911,No
3864,WM Supercenter,302,26,32,45911,No
1064,WM Supercenter,304,26,32,45911,No
1613,WM Supercenter,308,26,32,45911,No
1849,WM Supercenter,308,26,32,45911,No
3595,WM Supercenter,310,4,32,45911,No
1344,WM Supercenter,315,75,32,45911,No
167,WM Supercenter,327,42,32,45911,No
30,WM Supercenter,335,40,32,45911,No
1071,WM Supercenter,341,40,32,45911,No
271,WM Supercenter,349,44,32,45911,No
420,WM Supercenter,349,44,32,45911,No
1043,WM Supercenter,350,44,32,45911,No
20,WM Supercenter,361,40,32,45911,No
2856,WM Supercenter,361,40,32,45911,No
4475,WM Supercenter,362,40,32,45911,No
1370,WM Supercenter,365,58,32,45911,No
5190,WM Supercenter,370,46,32,45911,No
3566,WM Supercenter,380,54,32,45911,No
5350,WM Supercenter,403,54,32,45911,No
647,WM Supercenter,414,52,32,45911,No
4256,WM Supercenter,414,52,32,45911,No
3523,WM Supercenter,448,57,32,45911,No
2117,WM Supercenter,451,56,32,45911,No
1555,WM Supercenter,463,58,32,45911,No
2722,WM Supercenter,469,60,32,45911,No
421,WM Supercenter,479,5,32,45911,No
1518,WM Supercenter,482,41,32,45911,No
3173,Neighborhood Market,491,61,32,45911,No
3235,WM Supercenter,553,9,32,45911,No
2871,WM Supercenter,558,22,32,45911,No
456,WM Supercenter,569,6,32,45911,No
566,WM Supercenter,580,41,32,45911,No
3593,Neighborhood Market,492,72,32,45911,No
3724,Neighborhood Market,496,59,32,45911,No
2731,Neighborhood Market,497,59,32,45911,No
7315,Neighborhood Market,499,59,32,45911,No
4104,Neighborhood Market,504,64,32,45911,No
3023,Neighborhood Market,512,61,32,45911,No
5837,Neighborhood Market,534,72,32,45911,No
3168,Neighborhood Market,537,72,32,45911,No
4470,Neighborhood Market,538,72,32,45911,No
5791,Neighborhood Market,538,72,32,45911,No
5722,Neighborhood Market,543,64,32,45911,No
2858,Neighborhood Market,546,59,32,45911,No
3204,Neighborhood Market,561,64,32,45911,No
3530,Neighborhood Market,561,64,32,45911,No
7342,Neighborhood Market,566,59,32,45911,No
3377,Neighborhood Market,9,61,33,45915,No
2907,Neighborhood Market,103,72,33,45915,No
3788,Neighborhood Market,397,61,33,45915,No
5259,Neighborhood Market,397,61,33,45915,No
5605,Neighborhood Market,481,61,33,45915,No
5421,Neighborhood Market,485,59,33,45915,No
5427,Neighborhood Market,485,59,33,45915,No
2406,Neighborhood Market,488,72,33,45915,No
3104,Neighborhood Market,488,72,33,45915,No
375,WM Supercenter,5,12,33,45915,No
433,WM Supercenter,5,12,33,45915,No
740,WM Supercenter,7,14,33,45915,No
356,WM Supercenter,10,14,33,45915,No
1184,WM Supercenter,23,2,33,45915,No
1578,WM Supercenter,24,2,33,45915,No
548,WM Supercenter,25,2,33,45915,No
2615,WM Supercenter,27,3,33,45915,No
881,WM Supercenter,41,4,33,45915,No
3284,WM Supercenter,44,5,33,45915,No
3432,WM Supercenter,49,5,33,45915,No
5416,WM Supercenter,50,5,33,45915,No
1186,WM Supercenter,60,6,33,45915,No
915,WM Supercenter,62,6,33,45915,No
3585,WM Supercenter,68,13,33,45915,No
817,WM Supercenter,90,9,33,45915,No
649,WM Supercenter,92,9,33,45915,No
538,WM Supercenter,93,3,33,45915,No
959,WM Supercenter,95,3,33,45915,No
1213,WM Supercenter,95,3,33,45915,No
4444,WM Supercenter,98,3,33,45915,No
5054,WM Supercenter,98,3,33,45915,No
1090,WM Supercenter,101,3,33,45915,No
5266,WM Supercenter,104,3,33,45915,No
1845,WM Supercenter,109,9,33,45915,No
547,WM Supercenter,114,3,33,45915,No
3474,WM Supercenter,115,9,33,45915,No
811,WM Supercenter,118,9,33,45915,No
2484,WM Supercenter,118,9,33,45915,No
620,WM Supercenter,124,12,33,45915,No
1169,WM Supercenter,127,42,33,45915,No
485,WM Supercenter,129,13,33,45915,No
1206,WM Supercenter,130,13,33,45915,No
531,WM Supercenter,132,13,33,45915,No
1742,WM Supercenter,165,22,33,45915,No
3337,WM Supercenter,165,22,33,45915,No
2614,WM Supercenter,168,22,33,45915,No
2195,WM Supercenter,178,22,33,45915,No
2210,WM Supercenter,195,76,33,45915,No
3476,WM Supercenter,197,19,33,45915,No
3876,WM Supercenter,200,19,33,45915,No
2124,WM Supercenter,223,21,33,45915,No
1884,WM Supercenter,226,17,33,45915,No
1823,WM Supercenter,234,22,33,45915,No
299,WM Supercenter,254,41,33,45915,No
1490,WM Supercenter,263,53,33,45915,No
1553,WM Supercenter,264,25,33,45915,No
5352,WM Supercenter,264,25,33,45915,No
3400,WM Supercenter,265,25,33,45915,No
213,WM Supercenter,272,25,33,45915,No
435,WM Supercenter,272,25,33,45915,No
422,WM Supercenter,273,25,33,45915,No
603,WM Supercenter,278,25,33,45915,No
1985,WM Supercenter,283,76,33,45915,No
3216,WM Supercenter,289,75,33,45915,No
1355,WM Supercenter,302,26,33,45915,No
1156,WM Supercenter,306,26,33,45915,No
2134,WM Supercenter,306,26,33,45915,No
1309,WM Supercenter,312,75,33,45915,No
45,WM Supercenter,329,11,33,45915,No
267,WM Supercenter,334,42,33,45915,No
82,WM Supercenter,335,40,33,45915,No
65,WM Supercenter,336,40,33,45915,No
145,WM Supercenter,339,40,33,45915,No
328,WM Supercenter,341,40,33,45915,No
207,WM Supercenter,345,44,33,45915,No
113,WM Supercenter,349,44,33,45915,No
479,WM Supercenter,349,44,33,45915,No
947,WM Supercenter,350,44,33,45915,No
212,WM Supercenter,353,44,33,45915,No
88,WM Supercenter,357,40,33,45915,No
109,WM Supercenter,360,40,33,45915,No
2861,WM Supercenter,399,56,33,45915,No
35,WM Supercenter,407,47,33,45915,No
1625,WM Supercenter,426,52,33,45915,No
1889,WM Supercenter,475,60,33,45915,No
5764,WM Supercenter,479,5,33,45915,No
923,WM Supercenter,482,41,33,45915,No
5695,Neighborhood Market,494,59,33,45915,No
3397,WM Supercenter,553,9,33,45915,No
595,WM Supercenter,569,6,33,45915,No
3225,WM Supercenter,583,5,33,45915,No
3713,Neighborhood Market,496,59,33,45915,No
5297,Neighborhood Market,498,59,33,45915,No
4182,Neighborhood Market,504,64,33,45915,No
5393,Neighborhood Market,509,59,33,45915,No
5610,Neighborhood Market,512,61,33,45915,No
5224,Neighborhood Market,528,64,33,45915,No
6850,Neighborhood Market,528,64,33,45915,No
4516,Neighborhood Market,537,72,33,45915,No
4057,Neighborhood Market,538,72,33,45915,No
3727,Neighborhood Market,541,64,33,45915,No
3736,Neighborhood Market,541,64,33,45915,No
5204,Neighborhood Market,542,64,33,45915,No
6531,Neighborhood Market,545,72,33,45915,No
2773,Neighborhood Market,546,59,33,45915,No
5903,Neighborhood Market,546,59,33,45915,No
3144,Neighborhood Market,550,61,33,45915,No
3084,Neighborhood Market,551,61,33,45915,No
5981,Neighborhood Market,552,61,33,45915,No
3635,Neighborhood Market,554,59,33,45915,No
5205,Neighborhood Market,557,61,33,45915,No
2346,WM Supercenter,811,29,33,45915,No
2423,WM Supercenter,801,29,33,45915,No
3049,Neighborhood Market,9,61,33,45916,No
3653,Neighborhood Market,58,64,33,45916,No
6578,Neighborhood Market,58,64,33,45916,No
6968,Neighborhood Market,102,72,33,45916,No
4617,Neighborhood Market,103,72,33,45916,No
3140,Neighborhood Market,481,61,33,45916,No
1091,WM Supercenter,7,14,33,45916,No
1111,WM Supercenter,21,2,33,45916,No
3188,WM Supercenter,23,2,33,45916,No
1340,WM Supercenter,25,2,33,45916,No
952,WM Supercenter,27,3,33,45916,No
2733,WM Supercenter,32,2,33,45916,No
2928,WM Supercenter,36,4,33,45916,No
1035,WM Supercenter,42,4,33,45916,No
3014,WM Supercenter,49,5,33,45916,No
2105,WM Supercenter,53,5,33,45916,No
504,WM Supercenter,61,6,33,45916,No
3510,WM Supercenter,62,6,33,45916,No
2066,WM Supercenter,64,6,33,45916,No
438,WM Supercenter,74,7,33,45916,No
536,WM Supercenter,74,7,33,45916,No
475,WM Supercenter,83,7,33,45916,No
1235,WM Supercenter,86,7,33,45916,No
800,WM Supercenter,89,3,33,45916,No
4332,WM Supercenter,90,9,33,45916,No
5250,WM Supercenter,90,9,33,45916,No
563,WM Supercenter,94,3,33,45916,No
860,WM Supercenter,94,3,33,45916,No
3526,WM Supercenter,95,3,33,45916,No
1172,WM Supercenter,98,3,33,45916,No
929,WM Supercenter,107,9,33,45916,No
5301,WM Supercenter,107,9,33,45916,No
1916,WM Supercenter,108,9,33,45916,No
5220,WM Supercenter,112,3,33,45916,No
1245,WM Supercenter,114,3,33,45916,No
1171,WM Supercenter,115,9,33,45916,No
778,WM Supercenter,118,9,33,45916,No
1163,WM Supercenter,125,13,33,45916,No
1059,WM Supercenter,138,11,33,45916,No
1248,WM Supercenter,144,11,33,45916,No
64,WM Supercenter,146,11,33,45916,No
161,WM Supercenter,147,11,33,45916,No
304,WM Supercenter,149,12,33,45916,No
879,WM Supercenter,152,12,33,45916,No
1967,WM Supercenter,154,16,33,45916,No
2289,WM Supercenter,154,16,33,45916,No
1810,WM Supercenter,164,17,33,45916,No
5881,WM Supercenter,166,22,33,45916,No
1777,WM Supercenter,168,22,33,45916,No
1749,WM Supercenter,183,16,33,45916,No
2859,WM Supercenter,192,76,33,45916,No
1973,WM Supercenter,194,76,33,45916,No
3607,WM Supercenter,195,76,33,45916,No
1942,WM Supercenter,200,19,33,45916,No
1628,WM Supercenter,213,19,33,45916,No
1656,WM Supercenter,228,76,33,45916,No
2255,WM Supercenter,232,22,33,45916,No
1580,WM Supercenter,249,41,33,45916,No
1210,WM Supercenter,260,41,33,45916,No
237,WM Supercenter,271,41,33,45916,No
2647,WM Supercenter,286,76,33,45916,No
1969,WM Supercenter,290,75,33,45916,No
5292,WM Supercenter,297,26,33,45916,No
1132,WM Supercenter,298,26,33,45916,No
1498,WM Supercenter,298,26,33,45916,No
4458,WM Supercenter,299,26,33,45916,No
1392,WM Supercenter,300,4,33,45916,No
1950,WM Supercenter,301,26,33,45916,No
1662,WM Supercenter,304,26,33,45916,No
4224,WM Supercenter,304,26,33,45916,No
1292,WM Supercenter,312,75,33,45916,No
2645,WM Supercenter,314,75,33,45916,No
2792,WM Supercenter,316,20,33,45916,No
2849,WM Supercenter,316,20,33,45916,No
4460,WM Supercenter,324,42,33,45916,No
805,WM Supercenter,340,40,33,45916,No
1761,WM Supercenter,341,40,33,45916,No
269,WM Supercenter,349,44,33,45916,No
1598,WM Supercenter,370,46,33,45916,No
2778,WM Supercenter,373,46,33,45916,No
842,WM Supercenter,389,54,33,45916,No
1099,WM Supercenter,409,44,33,45916,No
2004,WM Supercenter,415,52,33,45916,No
2820,WM Supercenter,421,52,33,45916,No
1535,WM Supercenter,430,47,33,45916,No
4358,WM Supercenter,432,47,33,45916,No
774,WM Supercenter,433,47,33,45916,No
1515,WM Supercenter,442,53,33,45916,No
3053,WM Supercenter,471,60,33,45916,No
1655,WM Supercenter,482,41,33,45916,No
512,WM Supercenter,505,7,33,45916,No
5947,WM Supercenter,505,7,33,45916,No
4524,Neighborhood Market,498,59,33,45916,No
2040,WM Supercenter,558,22,33,45916,No
5987,WM Supercenter,583,5,33,45916,No
7340,Neighborhood Market,500,59,33,45916,No
3156,Neighborhood Market,502,59,33,45916,No
5689,Neighborhood Market,515,61,33,45916,No
6786,Neighborhood Market,528,64,33,45916,No
4686,Neighborhood Market,534,72,33,45916,No
3745,Neighborhood Market,542,64,33,45916,No
5740,Neighborhood Market,545,72,33,45916,No
3414,Neighborhood Market,548,72,33,45916,No
5255,Neighborhood Market,548,72,33,45916,No
3606,Neighborhood Market,549,72,33,45916,No
5816,Neighborhood Market,549,72,33,45916,No
4134,Neighborhood Market,551,61,33,45916,No
4700,Neighborhood Market,557,61,33,45916,No
7043,Neighborhood Market,557,61,33,45916,No
5988,Neighborhood Market,559,72,33,45916,No
3512,Neighborhood Market,570,64,33,45916,No
2449,WM Supercenter,801,29,33,45916,No
2501,WM Supercenter,811,29,33,45916,No
4264,Neighborhood Market,9,61,33,45917,No
3043,Neighborhood Market,58,64,33,45917,No
7347,Neighborhood Market,58,64,33,45917,No
4197,Neighborhood Market,96,72,33,45917,No
4211,Neighborhood Market,96,72,33,45917,No
4595,Neighborhood Market,103,72,33,45917,No
5945,Neighborhood Market,103,72,33,45917,No
5308,Neighborhood Market,485,59,33,45917,No
4491,Neighborhood Market,490,61,33,45917,No
3172,Neighborhood Market,491,61,33,45917,No
4053,Neighborhood Market,494,59,33,45917,No
4607,Neighborhood Market,494,59,33,45917,No
4443,Neighborhood Market,497,59,33,45917,No
731,WM Supercenter,11,11,33,45917,No
2513,WM Supercenter,18,2,33,45917,No
5482,WM Supercenter,21,2,33,45917,No
1488,WM Supercenter,22,2,33,45917,No
2732,WM Supercenter,22,2,33,45917,No
1373,WM Supercenter,23,2,33,45917,No
1720,WM Supercenter,23,2,33,45917,No
3389,WM Supercenter,25,2,33,45917,No
1117,WM Supercenter,51,5,33,45917,No
2505,WM Supercenter,62,6,33,45917,No
772,WM Supercenter,64,6,33,45917,No
1040,WM Supercenter,65,6,33,45917,No
3640,WM Supercenter,65,6,33,45917,No
781,WM Supercenter,81,7,33,45917,No
2881,WM Supercenter,90,9,33,45917,No
1702,WM Supercenter,92,9,33,45917,No
5037,WM Supercenter,98,3,33,45917,No
3527,WM Supercenter,107,9,33,45917,No
1517,WM Supercenter,108,9,33,45917,No
1680,WM Supercenter,110,9,33,45917,No
2727,WM Supercenter,110,9,33,45917,No
3197,WM Supercenter,112,3,33,45917,No
5036,WM Supercenter,112,3,33,45917,No
666,WM Supercenter,116,9,33,45917,No
725,WM Supercenter,116,9,33,45917,No
669,WM Supercenter,120,12,33,45917,No
1467,WM Supercenter,121,12,33,45917,No
553,WM Supercenter,125,13,33,45917,No
2706,WM Supercenter,125,13,33,45917,No
312,WM Supercenter,134,13,33,45917,No
1561,WM Supercenter,145,11,33,45917,No
4533,WM Supercenter,145,11,33,45917,No
2650,WM Supercenter,170,22,33,45917,No
1923,WM Supercenter,200,19,33,45917,No
5185,WM Supercenter,217,21,33,45917,No
1623,WM Supercenter,226,17,33,45917,No
430,WM Supercenter,253,41,33,45917,No
4323,WM Supercenter,262,25,33,45917,No
802,WM Supercenter,263,53,33,45917,No
1228,WM Supercenter,269,25,33,45917,No
3891,WM Supercenter,269,25,33,45917,No
1631,WM Supercenter,288,75,33,45917,No
1811,WM Supercenter,289,75,33,45917,No
1424,WM Supercenter,290,75,33,45917,No
3612,WM Supercenter,296,26,33,45917,No
4250,WM Supercenter,297,26,33,45917,No
1558,WM Supercenter,298,26,33,45917,No
2836,WM Supercenter,299,26,33,45917,No
2000,WM Supercenter,301,26,33,45917,No
948,WM Supercenter,304,26,33,45917,No
1464,WM Supercenter,305,26,33,45917,No
4574,WM Supercenter,306,26,33,45917,No
3626,WM Supercenter,308,26,33,45917,No
1155,WM Supercenter,310,4,33,45917,No
1238,WM Supercenter,310,4,33,45917,No
52,WM Supercenter,325,42,33,45917,No
169,WM Supercenter,326,42,33,45917,No
62,WM Supercenter,329,11,33,45917,No
4232,WM Supercenter,370,46,33,45917,No
1746,WM Supercenter,371,46,33,45917,No
5768,WM Supercenter,371,46,33,45917,No
5232,WM Supercenter,388,54,33,45917,No
1384,WM Supercenter,389,54,33,45917,No
2784,WM Supercenter,407,47,33,45917,No
4244,WM Supercenter,412,52,33,45917,No
985,WM Supercenter,418,52,33,45917,No
1722,WM Supercenter,421,52,33,45917,No
3760,WM Supercenter,421,52,33,45917,No
2847,WM Supercenter,432,47,33,45917,No
1943,WM Supercenter,433,47,33,45917,No
1167,WM Supercenter,435,53,33,45917,No
1678,WM Supercenter,442,53,33,45917,No
4309,WM Supercenter,455,56,33,45917,No
1880,WM Supercenter,468,56,33,45917,No
2074,WM Supercenter,469,60,33,45917,No
2485,WM Supercenter,474,60,33,45917,No
1015,WM Supercenter,505,7,33,45917,No
2414,Neighborhood Market,500,59,33,45917,No
7177,Neighborhood Market,502,59,33,45917,No
3795,WM Supercenter,577,17,33,45917,No
3224,WM Supercenter,583,5,33,45917,No
3457,Neighborhood Market,507,64,33,45917,No
5093,Neighborhood Market,507,64,33,45917,No
7205,Neighborhood Market,509,59,33,45917,No
4415,Neighborhood Market,526,64,33,45917,No
5726,Neighborhood Market,526,64,33,45917,No
3238,Neighborhood Market,538,72,33,45917,No
4478,Neighborhood Market,538,72,33,45917,No
5327,Neighborhood Market,541,64,33,45917,No
7262,Neighborhood Market,541,64,33,45917,No
4357,Neighborhood Market,545,72,33,45917,No
4426,Neighborhood Market,546,59,33,45917,No
4706,Neighborhood Market,557,61,33,45917,No
3870,Neighborhood Market,561,64,33,45917,No
7240,Neighborhood Market,561,64,33,45917,No
5119,Neighborhood Market,566,59,33,45917,No
3385,Neighborhood Market,570,64,33,45917,No
7349,Neighborhood Market,570,64,33,45917,No
2721,WM Supercenter,801,29,33,45917,No
3693,WM Supercenter,801,29,33,45917,No
3143,Neighborhood Market,9,61,33,45918,No
4324,Neighborhood Market,9,61,33,45918,No
3341,Neighborhood Market,58,64,33,45918,No
3162,Neighborhood Market,96,72,33,45918,No
5132,Neighborhood Market,96,72,33,45918,No
3152,Neighborhood Market,491,61,33,45918,No
5043,Neighborhood Market,492,72,33,45918,No
6975,Neighborhood Market,492,72,33,45918,No
2699,Neighborhood Market,497,59,33,45918,No
3622,Neighborhood Market,498,59,33,45918,No
7174,Neighborhood Market,502,59,33,45918,No
730,WM Supercenter,10,14,33,45918,No
3401,WM Supercenter,20,2,33,45918,No
3205,WM Supercenter,22,2,33,45918,No
3733,WM Supercenter,42,4,33,45918,No
3285,WM Supercenter,44,5,33,45918,No
4279,WM Supercenter,44,5,33,45918,No
226,WM Supercenter,47,44,33,45918,No
1216,WM Supercenter,53,5,33,45918,No
2086,WM Supercenter,56,5,33,45918,No
3777,WM Supercenter,56,5,33,45918,No
3302,WM Supercenter,64,6,33,45918,No
3226,WM Supercenter,65,6,33,45918,No
5287,WM Supercenter,68,13,33,45918,No
861,WM Supercenter,71,7,33,45918,No
211,WM Supercenter,76,5,33,45918,No
397,WM Supercenter,80,6,33,45918,No
5165,WM Supercenter,80,6,33,45918,No
407,WM Supercenter,81,7,33,45918,No
437,WM Supercenter,84,6,33,45918,No
404,WM Supercenter,87,7,33,45918,No
705,WM Supercenter,89,3,33,45918,No
706,WM Supercenter,89,3,33,45918,No
5420,WM Supercenter,90,9,33,45918,No
943,WM Supercenter,91,9,33,45918,No
1079,WM Supercenter,94,3,33,45918,No
5172,WM Supercenter,97,14,33,45918,No
3702,WM Supercenter,98,3,33,45918,No
1205,WM Supercenter,101,3,33,45918,No
994,WM Supercenter,104,3,33,45918,No
3348,WM Supercenter,107,9,33,45918,No
4260,WM Supercenter,107,9,33,45918,No
2963,WM Supercenter,108,9,33,45918,No
