Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category,Store-UPC
249,CLEVELAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,249-72945611030
251,MINEOLA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,251-72945611030
259,ROCKWALL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,259-72945611030
260,WAXAHACHIE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,260-72945611030
265,TERRELL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,265-72945611030
266,GRAPEVINE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,266-72945611030
271,BOWIE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,271-72945611030
275,LIVINGSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,275-72945611030
280,ROCKDALE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,280-72945611030
284,MANSFIELD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,284-72945611030
285,HUNTSVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,285-72945611030
286,ENNIS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,286-72945611030
288,WOODVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,288-72945611030
290,GONZALES,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,290-72945611030
292,LOCKHART,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,292-72945611030
297,PORTER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,297-72945611030
321,BRENHAM,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,321-72945611030
322,BRYAN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,322-72945611030
330,VICTORIA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,330-72945611030
344,EL CAMPO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,344-72945611030
345,PALESTINE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,345-72945611030
351,TOMBALL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,351-72945611030
353,GRAHAM,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,353-72945611030
364,CENTER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,364-72945611030
371,GRANBURY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,371-72945611030
381,COPPERAS COVE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,381-72945611030
383,SILSBEE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,383-72945611030
384,LUMBERTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,384-72945611030
395,MISSION,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,395-72945611030
397,MCALLEN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,397-72945611030
398,LONGVIEW,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,398-72945611030
399,LONGVIEW,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,399-72945611030
400,CONROE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,400-72945611030
404,SAN MARCOS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,404-72945611030
407,KILLEEN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,407-72945611030
408,PORT ARTHUR,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,408-72945611030
412,ATHENS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,412-72945611030
413,PORT ISABEL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,413-72945611030
414,WICHITA FALLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,414-72945611030
417,SULPHUR SPRINGS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,417-72945611030
420,WICHITA FALLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,420-72945611030
421,DECATUR,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,421-72945611030
426,COLONY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,426-72945611030
427,GREENVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,427-72945611030
429,EDINBURG,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,429-72945611030
437,SEALY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,437-72945611030
438,BRECKENRIDGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,438-72945611030
440,ROCKPORT,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,440-72945611030
442,KINGSVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,442-72945611030
443,HONDO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,443-72945611030
447,DEL RIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,447-72945611030
449,PORT ARTHUR,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,449-72945611030
452,MCALLEN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,452-72945611030
456,BROWNSVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,456-72945611030
457,VIDOR,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,457-72945611030
458,ARANSAS PASS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,458-72945611030
461,EAGLE PASS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,461-72945611030
462,ALVIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,462-72945611030
463,BEEVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,463-72945611030
464,CORPUS CHRISTI,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,464-72945611030
465,FLORESVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,465-72945611030
467,DENTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,467-72945611030
468,TEXARKANA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,468-72945611030
470,CORPUS CHRISTI,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,470-72945611030
471,LANCASTER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,471-72945611030
475,ROUND ROCK,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,475-72945611030
476,GATESVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,476-72945611030
490,CORPUS CHRISTI,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,490-72945611030
500,EL PASO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,500-72945611030
504,GALVESTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,504-72945611030
508,KERRVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,508-72945611030
512,EL PASO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,512-72945611030
513,BIG SPRING,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,513-72945611030
516,GUN BARREL CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,516-72945611030
522,CROSBY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,522-72945611030
523,CARTHAGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,523-72945611030
524,KENEDY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,524-72945611030
527,ANGLETON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,527-72945611030
529,LA MARQUE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,529-72945611030
535,ABILENE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,535-72945611030
536,ABILENE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,536-72945611030
537,ODESSA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,537-72945611030
546,RICHMOND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,546-72945611030
561,EASTLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,561-72945611030
565,CORSICANA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,565-72945611030
572,KILGORE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,572-72945611030
590,FORT WORTH,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,590-72945611030
595,HARLINGEN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,595-72945611030
600,PAMPA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,600-72945611030
601,SAN ANGELO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,601-72945611030
602,SPRING,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,602-72945611030
608,MIDLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,608-72945611030
610,STEPHENVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,610-72945611030
651,BEAUMONT,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,651-72945611030
703,TOMBALL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,703-72945611030
744,HUMBLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,744-72945611030
746,TEMPLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,746-72945611030
752,PASADENA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,752-72945611030
755,AMARILLO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,755-72945611030
757,PLEASANTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,757-72945611030
765,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,765-72945611030
768,KATY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,768-72945611030
772,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,772-72945611030
777,WEST ORANGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,777-72945611030
781,MARBLE FALLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,781-72945611030
782,UVALDE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,782-72945611030
789,MESQUITE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,789-72945611030
791,ALICE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,791-72945611030
793,CANYON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,793-72945611030
804,MINERAL WELLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,804-72945611030
807,NORTH RICHLAND HILLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,807-72945611030
808,LAKE JACKSON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,808-72945611030
812,DUMAS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,812-72945611030
813,BROWNWOOD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,813-72945611030
822,AMARILLO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,822-72945611030
827,CANTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,827-72945611030
846,LA GRANGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,846-72945611030
849,SPRING,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,849-72945611030
861,LUBBOCK,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,861-72945611030
865,NEW BRAUNFELS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,865-72945611030
872,PEARLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,872-72945611030
880,IRVING,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,880-72945611030
896,GRAND PRAIRIE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,896-72945611030
897,FORT STOCKTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,897-72945611030
900,CHILDRESS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,900-72945611030
901,SEGUIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,901-72945611030
915,STAFFORD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,915-72945611030
917,BRADY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,917-72945611030
918,MARSHALL,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,918-72945611030
927,PLAINVIEW,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,927-72945611030
939,WACO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,939-72945611030
940,WESTWORTH VILLAGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,940-72945611030
945,LUBBOCK,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,945-72945611030
947,SHERMAN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,947-72945611030
963,WEATHERFORD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,963-72945611030
964,EL PASO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,964-72945611030
972,LAKE WORTH,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,972-72945611030
999,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,999-72945611030
1000,BROWNSVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1000-72945611030
1015,EL PASO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1015-72945611030
1022,TYLER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1022-72945611030
1040,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1040-72945611030
1041,WESLACO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1041-72945611030
1042,BASTROP,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1042-72945611030
1044,TYLER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1044-72945611030
1051,LEVELLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1051-72945611030
1055,GARLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1055-72945611030
1062,FRIENDSWOOD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1062-72945611030
1073,LAMPASAS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1073-72945611030
1098,PORT LAVACA,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1098-72945611030
1103,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1103-72945611030
1117,PLANO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1117-72945611030
1118,BALCH SPRINGS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1118-72945611030
1126,BOERNE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1126-72945611030
1129,AUSTIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1129-72945611030
1137,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1137-72945611030
1148,WICHITA FALLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1148-72945611030
1150,COLLEGE STATION,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1150-72945611030
1154,FREDERICKSBURG,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1154-72945611030
1178,BEDFORD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1178-72945611030
1185,AUSTIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1185-72945611030
1186,LIBERTY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1186-72945611030
1198,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1198-72945611030
1216,CARROLLTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1216-72945611030
1232,BELTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1232-72945611030
1235,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1235-72945611030
1249,SAN ANGELO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1249-72945611030
1253,AUSTIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1253-72945611030
1254,BELLMEAD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1254-72945611030
1257,STAMFORD,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1257-72945611030
1272,SNYDER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1272-72945611030
1279,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1279-72945611030
1296,SAN BENITO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1296-72945611030
1303,GEORGETOWN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1303-72945611030
1313,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1313-72945611030
1347,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1347-72945611030
1405,BAY CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1405-72945611030
1409,HOUSTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1409-72945611030
1455,FORT WORTH,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1455-72945611030
1494,CORPUS CHRISTI,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1494-72945611030
1516,BORGER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1516-72945611030
1801,ARLINGTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1801-72945611030
1803,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1803-72945611030
1837,HUMBLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1837-72945611030
1958,RIO GRANDE CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,,Bread,1958-72945611030
