Market,Store,Store Type,Launch Date ,Harness Delivery Date ,,,,
287,2295,SUP,8/9/2023,8/2/2023,,,,
287,3869,SUP,7/12/2023,7/5/2023,,,,
287,4191,SUP,7/12/2023,7/5/2023,,,,
287,7032,SUP,8/9/2023,8/2/2023,,,,
288,1631,SUP,8/9/2023,8/2/2023,,,,
288,1682,SUP,8/9/2023,8/2/2023,,,,
288,1773,SUP,8/9/2023,8/2/2023,,,,
288,3214,SUP,8/9/2023,8/2/2023,,,,
288,3265,SUP,8/9/2023,8/2/2023,,,,
288,4623,SUP,8/9/2023,8/2/2023,,,,
289,1688,SUP,8/9/2023,8/2/2023,,,,
289,1811,SUP,8/9/2023,8/2/2023,,,,
289,1841,SUP,8/9/2023,8/2/2023,,,,
289,2529,SUP,8/9/2023,8/2/2023,,,,
289,3216,SUP,8/9/2023,8/2/2023,,,,
289,4064,SUP,8/9/2023,8/2/2023,,,,
289,5253,SUP,8/9/2023,8/2/2023,,,,
289,5488,SUP,8/9/2023,8/2/2023,,,,
289,5922,SUP,8/9/2023,8/2/2023,,,,
290,1424,SUP,8/9/2023,8/2/2023,,,,
290,1524,SUP,8/9/2023,8/2/2023,,,,
290,1969,SUP,8/9/2023,8/2/2023,,,,
290,2808,SUP,8/9/2023,8/2/2023,,,,
290,2821,SUP,8/9/2023,8/2/2023,,,,
291,1833,SUP,7/26/2023,7/19/2023,,,,
291,1852,SUP,7/26/2023,7/19/2023,,,,
291,2520,SUP,7/26/2023,7/19/2023,,,,
291,3588,SUP,7/26/2023,7/19/2023,,,,
291,5343,SUP,7/26/2023,7/19/2023,,,,
292,1904,SUP,7/26/2023,7/19/2023,,,,
292,2015,SUP,7/26/2023,7/19/2023,,,,
292,2038,SUP,7/26/2023,7/19/2023,,,,
292,3077,SUP,7/26/2023,7/19/2023,,,,
292,3639,SUP,7/26/2023,7/19/2023,,,,
292,5880,SUP,7/26/2023,7/19/2023,,,,
292,5969,SUP,7/26/2023,7/19/2023,,,,
304,1662,SUP,8/9/2023,8/2/2023,,,,
305,1209,SUP,8/9/2023,8/2/2023,,,,
305,1385,SUP,8/9/2023,8/2/2023,,,,
305,1464,SUP,8/9/2023,8/2/2023,,,,
305,5085,SUP,8/9/2023,8/2/2023,,,,
305,5298,SUP,8/9/2023,8/2/2023,,,,
305,5481,SUP,8/9/2023,8/2/2023,,,,
306,1027,SUP,8/9/2023,8/2/2023,,,,
306,1156,SUP,8/9/2023,8/2/2023,,,,
306,1666,SUP,7/12/2023,7/5/2023,,,,
306,2005,SUP,8/9/2023,8/2/2023,,,,
306,2134,SUP,8/9/2023,8/2/2023,,,,
306,4574,SUP,8/9/2023,8/2/2023,,,,
306,5879,SUP,8/9/2023,8/2/2023,,,,
308,1552,SUP,8/9/2023,8/2/2023,,,,
309,3700,SUP,8/9/2023,8/2/2023,,,,
309,5063,SUP,8/9/2023,8/2/2023,,,,
322,54,SUP,7/26/2023,7/19/2023,,,,
322,144,SUP,7/26/2023,7/19/2023,,,,
322,359,SUP,7/26/2023,7/19/2023,,,,
323,100,SUP,7/26/2023,7/19/2023,,,,
323,4108,SUP,7/26/2023,7/19/2023,,,,
323,5260,SUP,7/26/2023,7/19/2023,,,,
323,5261,SUP,7/26/2023,7/19/2023,,,,
339,648,SUP,8/9/2023,8/2/2023,,,,
339,1161,SUP,8/9/2023,8/2/2023,,,,
339,2600,SUP,8/9/2023,8/2/2023,,,,
339,2616,SUP,8/9/2023,8/2/2023,,,,
339,5313,SUP,8/9/2023,8/2/2023,,,,
339,5927,SUP,8/9/2023,8/2/2023,,,,
340,805,SUP,8/9/2023,8/2/2023,,,,
340,1177,SUP,8/9/2023,8/2/2023,,,,
340,1514,SUP,8/9/2023,8/2/2023,,,,
340,2213,SUP,8/9/2023,8/2/2023,,,,
340,3061,SUP,8/9/2023,8/2/2023,,,,
341,201,SUP,8/9/2023,8/2/2023,,,,
341,256,SUP,8/9/2023,8/2/2023,,,,
341,361,SUP,8/9/2023,8/2/2023,,,,
341,1418,SUP,8/9/2023,8/2/2023,,,,
341,1761,SUP,8/9/2023,8/2/2023,,,,
344,564,SUP,8/9/2023,8/2/2023,,,,
344,622,SUP,8/9/2023,8/2/2023,,,,
345,576,SUP,8/9/2023,8/2/2023,,,,
352,389,SUP,8/9/2023,8/2/2023,,,,
352,1626,SUP,8/9/2023,8/2/2023,,,,
352,2803,SUP,8/9/2023,8/2/2023,,,,
352,2804,SUP,7/12/2023,7/5/2023,,,,
352,3430,SUP,8/9/2023,8/2/2023,,,,
353,212,SUP,8/9/2023,8/2/2023,,,,
353,277,SUP,8/9/2023,8/2/2023,,,,
353,544,SUP,8/9/2023,8/2/2023,,,,
353,743,SUP,8/9/2023,8/2/2023,,,,
353,2734,SUP,8/9/2023,8/2/2023,,,,
353,7294,SUP,8/9/2023,8/2/2023,,,,
353,7326,SUP,8/9/2023,8/2/2023,,,,
356,472,SUP,8/9/2023,8/2/2023,,,,
356,894,SUP,8/9/2023,8/2/2023,,,,
356,992,SUP,8/9/2023,8/2/2023,,,,
356,1597,SUP,8/9/2023,8/2/2023,,,,
360,234,SUP,7/26/2023,7/19/2023,,,,
360,1120,SUP,7/26/2023,7/19/2023,,,,
360,2857,SUP,7/26/2023,7/19/2023,,,,
361,184,SUP,7/26/2023,7/19/2023,,,,
361,319,SUP,7/26/2023,7/19/2023,,,,
361,573,SUP,7/26/2023,7/19/2023,,,,
361,1014,SUP,7/26/2023,7/19/2023,,,,
361,1094,SUP,7/26/2023,7/19/2023,,,,
361,4553,SUP,7/26/2023,7/19/2023,,,,
361,4590,SUP,7/26/2023,7/19/2023,,,,
362,577,SUP,7/26/2023,7/19/2023,,,,
362,1151,SUP,7/26/2023,7/19/2023,,,,
362,1599,SUP,7/26/2023,7/19/2023,,,,
362,2855,SUP,7/26/2023,7/19/2023,,,,
362,2955,SUP,7/12/2023,7/5/2023,,,,
362,3273,SUP,7/26/2023,7/19/2023,,,,
362,4475,SUP,7/26/2023,7/19/2023,,,,
362,4611,SUP,7/26/2023,7/19/2023,,,,
366,2922,SUP,8/9/2023,8/2/2023,,,,
366,5031,SUP,8/9/2023,8/2/2023,,,,
367,1291,SUP,8/9/2023,8/2/2023,,,,
367,3884,SUP,8/9/2023,8/2/2023,,,,
367,5626,SUP,8/9/2023,8/2/2023,,,,
367,5799,SUP,8/9/2023,8/2/2023,,,,
368,1549,SUP,7/12/2023,7/5/2023,,,,
368,2554,SUP,7/26/2023,7/19/2023,,,,
368,2777,SUP,7/26/2023,7/19/2023,,,,
368,3896,SUP,7/26/2023,7/19/2023,,,,
368,4336,SUP,7/26/2023,7/19/2023,,,,
368,5331,SUP,7/12/2023,7/5/2023,,,,
368,5369,SUP,7/26/2023,7/19/2023,,,,
368,5429,SUP,7/26/2023,7/19/2023,,,,
369,1532,SUP,7/12/2023,7/5/2023,,,,
369,1533,SUP,7/26/2023,7/19/2023,,,,
369,2512,SUP,7/26/2023,7/19/2023,,,,
369,3241,SUP,7/26/2023,7/19/2023,,,,
369,3465,SUP,7/12/2023,7/5/2023,,,,
369,5189,SUP,7/26/2023,7/19/2023,,,,
369,5330,SUP,7/12/2023,7/5/2023,,,,
369,6477,SUP,7/12/2023,7/5/2023,,,,
370,1598,SUP,7/26/2023,7/19/2023,,,,
370,2766,SUP,7/26/2023,7/19/2023,,,,
370,4232,SUP,7/12/2023,7/5/2023,,,,
370,5124,SUP,7/26/2023,7/19/2023,,,,
370,5190,SUP,7/26/2023,7/19/2023,,,,
371,1512,SUP,7/12/2023,7/5/2023,,,,
371,1746,SUP,7/26/2023,7/19/2023,,,,
371,2482,SUP,7/12/2023,7/5/2023,,,,
371,2515,SUP,7/26/2023,7/19/2023,,,,
371,3771,SUP,7/26/2023,7/19/2023,,,,
371,3799,SUP,7/12/2023,7/5/2023,,,,
371,5768,SUP,7/26/2023,7/19/2023,,,,
372,1381,SUP,7/26/2023,7/19/2023,,,,
372,1646,SUP,7/12/2023,7/5/2023,,,,
372,2112,SUP,7/12/2023,7/5/2023,,,,
372,2767,SUP,7/26/2023,7/19/2023,,,,
372,2768,SUP,7/26/2023,7/19/2023,,,,
372,3833,SUP,7/26/2023,7/19/2023,,,,
372,5428,SUP,7/12/2023,7/5/2023,,,,
373,2671,SUP,7/12/2023,7/5/2023,,,,
373,3360,SUP,7/26/2023,7/19/2023,,,,
373,3751,SUP,7/26/2023,7/19/2023,,,,
373,3861,SUP,7/26/2023,7/19/2023,,,,
373,4451,SUP,7/26/2023,7/19/2023,,,,
373,5186,SUP,7/12/2023,7/5/2023,,,,
373,6480,SUP,7/12/2023,7/5/2023,,,,
376,1492,SUP,8/9/2023,8/2/2023,,,,
376,1689,SUP,7/12/2023,7/5/2023,,,,
376,2892,SUP,8/9/2023,8/2/2023,,,,
376,3313,SUP,7/12/2023,7/5/2023,,,,
376,5137,SUP,8/9/2023,8/2/2023,,,,
376,5334,SUP,8/9/2023,8/2/2023,,,,
378,953,SUP,8/9/2023,8/2/2023,,,,
379,905,SUP,8/9/2023,8/2/2023,,,,
379,1231,SUP,8/9/2023,8/2/2023,,,,
379,3867,SUP,8/9/2023,8/2/2023,,,,
379,4288,SUP,8/9/2023,8/2/2023,,,,
379,4567,SUP,8/9/2023,8/2/2023,,,,
379,5341,SUP,8/9/2023,8/2/2023,,,,
380,1252,SUP,8/9/2023,8/2/2023,,,,
380,1308,SUP,8/9/2023,8/2/2023,,,,
380,2125,SUP,7/12/2023,7/5/2023,,,,
380,2751,SUP,8/9/2023,8/2/2023,,,,
380,3566,SUP,7/12/2023,7/5/2023,,,,
380,4284,SUP,8/9/2023,8/2/2023,,,,
380,5049,SUP,8/9/2023,8/2/2023,,,,
389,1273,SUP,8/9/2023,8/2/2023,,,,
389,3018,SUP,8/9/2023,8/2/2023,,,,
391,1200,SUP,7/12/2023,7/5/2023,,,,
391,1434,SUP,8/9/2023,8/2/2023,,,,
391,1896,SUP,8/9/2023,8/2/2023,,,,
391,3582,SUP,8/9/2023,8/2/2023,,,,
391,5123,SUP,8/9/2023,8/2/2023,,,,
394,2483,SUP,8/9/2023,8/2/2023,,,,
394,2592,SUP,8/9/2023,8/2/2023,,,,
394,2884,SUP,8/9/2023,8/2/2023,,,,
394,3350,SUP,8/9/2023,8/2/2023,,,,
394,3351,SUP,7/12/2023,7/5/2023,,,,
394,3473,SUP,8/9/2023,8/2/2023,,,,
394,3728,SUP,7/12/2023,7/5/2023,,,,
396,1560,SUP,7/12/2023,7/5/2023,,,,
396,1584,SUP,8/9/2023,8/2/2023,,,,
396,2050,SUP,8/9/2023,8/2/2023,,,,
396,2593,SUP,8/9/2023,8/2/2023,,,,
396,2838,SUP,7/12/2023,7/5/2023,,,,
396,4356,SUP,7/12/2023,7/5/2023,,,,
396,4557,SUP,8/9/2023,8/2/2023,,,,
396,5070,SUP,8/9/2023,8/2/2023,,,,
397,3354,WNM,7/12/2023,7/5/2023,,,,
397,3355,WNM,8/9/2023,8/2/2023,,,,
397,3356,WNM,7/12/2023,7/5/2023,,,,
397,3655,WNM,7/12/2023,7/5/2023,,,,
397,3788,WNM,8/9/2023,8/2/2023,,,,
397,5258,WNM,7/12/2023,7/5/2023,,,,
397,5259,WNM,7/12/2023,7/5/2023,,,,
397,5269,WNM,8/9/2023,8/2/2023,,,,
397,5306,WNM,8/9/2023,8/2/2023,,,,
397,5423,WNM,8/9/2023,8/2/2023,,,,
401,4208,SUP,8/9/2023,8/2/2023,,,,
403,1686,SUP,8/9/2023,8/2/2023,,,,
403,2207,SUP,8/9/2023,8/2/2023,,,,
403,3232,SUP,8/9/2023,8/2/2023,,,,
403,3568,SUP,8/9/2023,8/2/2023,,,,
403,3589,SUP,8/9/2023,8/2/2023,,,,
403,3620,SUP,8/9/2023,8/2/2023,,,,
403,5233,SUP,8/9/2023,8/2/2023,,,,
403,5235,SUP,8/9/2023,8/2/2023,,,,
403,5350,SUP,7/12/2023,7/5/2023,,,,
403,5763,SUP,8/9/2023,8/2/2023,,,,
406,592,SUP,8/9/2023,8/2/2023,,,,
409,1099,SUP,8/9/2023,8/2/2023,,,,
409,1221,SUP,8/9/2023,8/2/2023,,,,
409,1507,SUP,8/9/2023,8/2/2023,,,,
409,3283,SUP,8/9/2023,8/2/2023,,,,
409,3492,SUP,8/9/2023,8/2/2023,,,,
409,4321,SUP,8/9/2023,8/2/2023,,,,
432,1637,SUP,8/9/2023,8/2/2023,,,,
432,1965,SUP,8/9/2023,8/2/2023,,,,
432,3150,SUP,8/9/2023,8/2/2023,,,,
432,3267,SUP,8/9/2023,8/2/2023,,,,
432,4358,SUP,7/12/2023,7/5/2023,,,,
432,5141,SUP,8/9/2023,8/2/2023,,,,
432,5361,SUP,8/9/2023,8/2/2023,,,,
433,1671,SUP,7/12/2023,7/5/2023,,,,
433,2847,SUP,8/9/2023,8/2/2023,,,,
433,4600,SUP,8/9/2023,8/2/2023,,,,
435,1167,SUP,7/26/2023,7/19/2023,,,,
446,3180,SUP,8/9/2023,8/2/2023,,,,
448,1563,SUP,8/9/2023,8/2/2023,,,,
448,1660,SUP,8/9/2023,8/2/2023,,,,
448,2950,SUP,8/9/2023,8/2/2023,,,,
448,2951,SUP,8/9/2023,8/2/2023,,,,
448,3523,SUP,8/9/2023,8/2/2023,,,,
448,5162,SUP,8/9/2023,8/2/2023,,,,
448,5686,SUP,8/9/2023,8/2/2023,,,,
451,2119,SUP,8/9/2023,8/2/2023,,,,
451,5435,SUP,8/9/2023,8/2/2023,,,,
451,5884,SUP,8/9/2023,8/2/2023,,,,
452,2697,SUP,8/9/2023,8/2/2023,,,,
454,1881,SUP,8/9/2023,8/2/2023,,,,
454,2464,SUP,8/9/2023,8/2/2023,,,,
454,2735,SUP,8/9/2023,8/2/2023,,,,
454,3081,SUP,8/9/2023,8/2/2023,,,,
454,3652,SUP,8/9/2023,8/2/2023,,,,
454,4393,SUP,8/9/2023,8/2/2023,,,,
454,5192,SUP,8/9/2023,8/2/2023,,,,
455,1760,SUP,8/9/2023,8/2/2023,,,,
455,1988,SUP,8/9/2023,8/2/2023,,,,
455,2457,SUP,8/9/2023,8/2/2023,,,,
455,3587,SUP,8/9/2023,8/2/2023,,,,
455,3712,SUP,7/12/2023,7/5/2023,,,,
455,4202,SUP,8/9/2023,8/2/2023,,,,
455,4309,SUP,7/12/2023,7/5/2023,,,,
462,1941,SUP,8/9/2023,8/2/2023,,,,
464,2082,SUP,7/12/2023,7/5/2023,,,,
464,2242,SUP,8/9/2023,8/2/2023,,,,
464,3248,SUP,7/12/2023,7/5/2023,,,,
464,5641,SUP,8/9/2023,8/2/2023,,,,
464,5930,SUP,8/9/2023,8/2/2023,,,,
465,2110,SUP,7/12/2023,7/5/2023,,,,
465,2609,SUP,8/9/2023,8/2/2023,,,,
465,3477,SUP,8/9/2023,8/2/2023,,,,
465,4132,SUP,7/12/2023,7/5/2023,,,,
465,5807,SUP,8/9/2023,8/2/2023,,,,
466,2218,SUP,8/9/2023,8/2/2023,,,,
466,2517,SUP,8/9/2023,8/2/2023,,,,
466,4171,SUP,8/9/2023,8/2/2023,,,,
466,5644,SUP,8/9/2023,8/2/2023,,,,
479,940,SUP,7/12/2023,7/5/2023,,,,
479,972,SUP,7/26/2023,7/19/2023,,,,
479,2980,SUP,7/26/2023,7/19/2023,,,,
479,3773,SUP,7/26/2023,7/19/2023,,,,
479,4165,SUP,7/26/2023,7/19/2023,,,,
479,5312,SUP,7/26/2023,7/19/2023,,,,
479,5316,SUP,7/26/2023,7/19/2023,,,,
481,2226,WNM,8/9/2023,8/2/2023,,,,
481,5602,WNM,8/9/2023,8/2/2023,,,,
481,5604,WNM,8/9/2023,8/2/2023,,,,
481,5605,WNM,8/9/2023,8/2/2023,,,,
482,923,SUP,8/9/2023,8/2/2023,,,,
482,1557,SUP,8/9/2023,8/2/2023,,,,
482,1601,SUP,8/9/2023,8/2/2023,,,,
482,2786,SUP,8/9/2023,8/2/2023,,,,
482,2788,SUP,8/9/2023,8/2/2023,,,,
484,2251,SUP,8/9/2023,8/2/2023,,,,
484,2292,SUP,8/9/2023,8/2/2023,,,,
484,2886,SUP,8/9/2023,8/2/2023,,,,
484,2948,SUP,8/9/2023,8/2/2023,,,,
484,3522,SUP,8/9/2023,8/2/2023,,,,
484,5154,SUP,8/9/2023,8/2/2023,,,,
484,5954,SUP,7/12/2023,7/5/2023,,,,
485,998,WNM,7/26/2023,7/19/2023,,,,
485,2442,WNM,7/26/2023,7/19/2023,,,,
485,5207,WNM,7/12/2023,7/5/2023,,,,
485,5308,WNM,7/26/2023,7/19/2023,,,,
485,5421,WNM,7/12/2023,7/5/2023,,,,
485,5427,WNM,8/9/2023,8/2/2023,,,,
485,6172,WNM,7/12/2023,7/5/2023,,,,
485,6500,WNM,7/26/2023,7/19/2023,,,,
488,2406,WNM,7/12/2023,7/5/2023,,,,
488,3011,WNM,7/12/2023,7/5/2023,,,,
488,3104,WNM,7/12/2023,7/5/2023,,,,
488,4380,WNM,7/12/2023,7/5/2023,,,,
488,4441,WNM,7/12/2023,7/5/2023,,,,
488,4546,WNM,7/26/2023,7/19/2023,,,,
488,4560,WNM,7/12/2023,7/5/2023,,,,
488,5758,WNM,7/12/2023,7/5/2023,,,,
488,5759,WNM,7/12/2023,7/5/2023,,,,
490,3019,WNM,7/12/2023,7/5/2023,,,,
490,3083,WNM,7/12/2023,7/5/2023,,,,
490,3126,WNM,7/12/2023,7/5/2023,,,,
490,3128,WNM,8/9/2023,8/2/2023,,,,
490,3175,WNM,8/9/2023,8/2/2023,,,,
490,3176,WNM,8/9/2023,8/2/2023,,,,
490,4196,WNM,7/12/2023,7/5/2023,,,,
490,4747,WNM,8/9/2023,8/2/2023,,,,
490,6178,WNM,8/9/2023,8/2/2023,,,,
491,3172,WNM,8/9/2023,8/2/2023,,,,
491,3173,WNM,8/9/2023,8/2/2023,,,,
492,3599,WNM,8/9/2023,8/2/2023,,,,
492,5043,WNM,7/12/2023,7/5/2023,,,,
494,4053,WNM,8/9/2023,8/2/2023,,,,
494,4524,WNM,8/9/2023,8/2/2023,,,,
494,5183,WNM,8/9/2023,8/2/2023,,,,
494,5297,WNM,7/12/2023,7/5/2023,,,,
494,5408,WNM,8/9/2023,8/2/2023,,,,
494,5767,WNM,8/9/2023,8/2/2023,,,,
498,4692,WNM,8/9/2023,8/2/2023,,,,
499,4848,WNM,8/9/2023,8/2/2023,,,,
502,3156,WNM,7/12/2023,7/5/2023,,,,
502,7174,WNM,8/9/2023,8/2/2023,,,,
504,2974,WNM,7/12/2023,7/5/2023,,,,
504,2995,WNM,7/12/2023,7/5/2023,,,,
504,3198,WNM,7/12/2023,7/5/2023,,,,
504,4182,WNM,7/12/2023,7/5/2023,,,,
504,5657,WNM,7/12/2023,7/5/2023,,,,
505,500,SUP,8/9/2023,8/2/2023,,,,
505,512,SUP,7/12/2023,7/5/2023,,,,
505,964,SUP,8/9/2023,8/2/2023,,,,
505,1015,SUP,8/9/2023,8/2/2023,,,,
505,2201,SUP,8/9/2023,8/2/2023,,,,
505,2612,SUP,7/12/2023,7/5/2023,,,,
505,3763,SUP,8/9/2023,8/2/2023,,,,
505,5717,SUP,8/9/2023,8/2/2023,,,,
505,5947,SUP,8/9/2023,8/2/2023,,,,
506,1198,SUP,8/9/2023,8/2/2023,,,,
506,2864,SUP,8/9/2023,8/2/2023,,,,
506,3057,SUP,8/9/2023,8/2/2023,,,,
506,4131,SUP,7/12/2023,7/5/2023,,,,
506,4162,SUP,7/12/2023,7/5/2023,,,,
506,5146,SUP,7/12/2023,7/5/2023,,,,
507,3340,WNM,8/9/2023,8/2/2023,,,,
507,6170,WNM,8/9/2023,8/2/2023,,,,
510,2632,WNM,7/12/2023,7/5/2023,,,,
510,3314,WNM,7/12/2023,7/5/2023,,,,
510,3315,WNM,7/12/2023,7/5/2023,,,,
510,3844,WNM,7/12/2023,7/5/2023,,,,
510,3845,WNM,7/12/2023,7/5/2023,,,,
510,4275,WNM,7/12/2023,7/5/2023,,,,
510,5257,WNM,7/26/2023,7/19/2023,,,,
510,5332,WNM,7/12/2023,7/5/2023,,,,
510,5349,WNM,7/12/2023,7/5/2023,,,,
512,2486,WNM,8/9/2023,8/2/2023,,,,
512,3023,WNM,8/9/2023,8/2/2023,,,,
512,3123,WNM,8/9/2023,8/2/2023,,,,
512,4174,WNM,8/9/2023,8/2/2023,,,,
512,5610,WNM,8/9/2023,8/2/2023,,,,
512,5611,WNM,8/9/2023,8/2/2023,,,,
515,3132,WNM,8/9/2023,8/2/2023,,,,
515,4762,WNM,8/9/2023,8/2/2023,,,,
515,5600,WNM,8/9/2023,8/2/2023,,,,
526,3661,WNM,8/9/2023,8/2/2023,,,,
526,4415,WNM,7/12/2023,7/5/2023,,,,
528,2835,WNM,7/12/2023,7/5/2023,,,,
528,4056,WNM,7/12/2023,7/5/2023,,,,
533,2875,WNM,8/9/2023,8/2/2023,,,,
533,3615,WNM,8/9/2023,8/2/2023,,,,
533,5286,WNM,8/9/2023,8/2/2023,,,,
533,5314,WNM,7/12/2023,7/5/2023,,,,
541,5327,WNM,7/12/2023,7/5/2023,,,,
541,7262,WNM,7/12/2023,7/5/2023,,,,
543,3703,WNM,7/12/2023,7/5/2023,,,,
543,5102,WNM,7/12/2023,7/5/2023,,,,
544,4504,WNM,8/9/2023,8/2/2023,,,,
544,4580,WNM,8/9/2023,8/2/2023,,,,
548,2391,WNM,7/26/2023,7/19/2023,,,,
548,3161,WNM,7/12/2023,7/5/2023,,,,
548,3414,WNM,7/12/2023,7/5/2023,,,,
548,4141,WNM,7/26/2023,7/19/2023,,,,
548,5221,WNM,7/12/2023,7/5/2023,,,,
548,5654,WNM,7/12/2023,7/5/2023,,,,
548,5670,WNM,7/26/2023,7/19/2023,,,,
548,5876,WNM,7/26/2023,7/19/2023,,,,
549,4561,WNM,7/12/2023,7/5/2023,,,,
549,5005,WNM,7/12/2023,7/5/2023,,,,
551,3101,WNM,7/12/2023,7/5/2023,,,,
551,4134,WNM,7/12/2023,7/5/2023,,,,
551,5601,WNM,8/9/2023,8/2/2023,,,,
551,5603,WNM,7/12/2023,7/5/2023,,,,
552,4759,WNM,7/12/2023,7/5/2023,,,,
552,5683,WNM,8/9/2023,8/2/2023,,,,
552,5980,WNM,8/9/2023,8/2/2023,,,,
552,5981,WNM,8/9/2023,8/2/2023,,,,
552,5982,WNM,7/12/2023,7/5/2023,,,,
553,1511,SUP,7/12/2023,7/5/2023,,,,
553,1590,SUP,7/12/2023,7/5/2023,,,,
553,3163,SUP,7/26/2023,7/19/2023,,,,
553,3235,SUP,7/26/2023,7/19/2023,,,,
553,3397,SUP,7/12/2023,7/5/2023,,,,
553,4303,SUP,7/26/2023,7/19/2023,,,,
554,3069,WNM,7/12/2023,7/5/2023,,,,
554,3071,WNM,7/12/2023,7/5/2023,,,,
554,5815,WNM,7/12/2023,7/5/2023,,,,
557,5109,WNM,8/9/2023,8/2/2023,,,,
559,5760,WNM,7/12/2023,7/5/2023,,,,
559,5988,WNM,7/12/2023,7/5/2023,,,,
559,6548,WNM,7/12/2023,7/5/2023,,,,
561,2976,WNM,7/12/2023,7/5/2023,,,,
561,2977,WNM,7/26/2023,7/19/2023,,,,
561,3870,WNM,7/12/2023,7/5/2023,,,,
561,5021,WNM,7/26/2023,7/19/2023,,,,
561,5824,WNM,7/12/2023,7/5/2023,,,,
562,3452,WNM,7/12/2023,7/5/2023,,,,
562,3509,WNM,7/12/2023,7/5/2023,,,,
562,3542,WNM,7/12/2023,7/5/2023,,,,
562,4465,WNM,7/12/2023,7/5/2023,,,,
562,4466,WNM,7/12/2023,7/5/2023,,,,
562,4468,WNM,7/12/2023,7/5/2023,,,,
562,4618,WNM,7/26/2023,7/19/2023,,,,
562,5094,WNM,7/12/2023,7/5/2023,,,,
562,5353,WNM,7/12/2023,7/5/2023,,,,
562,7357,WNM,7/12/2023,7/5/2023,,,,
562,7361,WNM,7/12/2023,7/5/2023,,,,
566,5119,WNM,7/12/2023,7/5/2023,,,,
577,3159,SUP,7/12/2023,7/5/2023,,,,
577,5752,SUP,7/12/2023,7/5/2023,,,,
582,2307,SUP,8/9/2023,8/2/2023,,,,
583,789,SUP,7/26/2023,7/19/2023,,,,
583,1055,SUP,7/26/2023,7/19/2023,,,,
583,1800,SUP,7/26/2023,7/19/2023,,,,
583,3224,SUP,7/26/2023,7/19/2023,,,,
583,5823,SUP,7/26/2023,7/19/2023,,,,
583,8930,SUP,7/12/2023,7/5/2023,,,,
585,2223,SUP,7/12/2023,7/5/2023,,,,
585,2752,SUP,7/12/2023,7/5/2023,,,,
585,3533,SUP,8/9/2023,8/2/2023,,,,
585,3824,SUP,7/12/2023,7/5/2023,,,,
585,4734,SUP,8/9/2023,8/2/2023,,,,
585,5957,SUP,8/9/2023,8/2/2023,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
