Store,Kit Type,Estimated Delivery,Actual Delivery,Status/Notes,Carrier,Tracking Number
5763,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703410
1827,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703409
4208,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703408
3589,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703407
5350,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703406
5233,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703405
3568,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703404
1686,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703403
3454,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703402
4272,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703401
1888,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703400
3789,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703399
2921,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703398
1708,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703397
2794,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703395
5167,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703394
4068,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703393
3208,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703392
5168,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703391
1438,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703390
4678,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703389
1439,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703388
3220,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010703387
2593,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,147656425
5070,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,147656449
2483,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,147656464
3728,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,147656488
2838,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,147656490
2050,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,154825006
1922,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622512
2288,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,154622169
5154,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,154622005
5954,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622219
5096,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,154622714
5335,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622144
1805,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622676
2333,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154674004
1756,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622702
4340,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Numark,154622738
1914,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Numark,154622740
1588,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622245
4392,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154621787
3276,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622575
1899,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622599
2077,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Numark,154622637
1853,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622601
5193,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Numark,154622649
1876,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702372
2422,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702371
2927,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702370
1793,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702369
5440,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702368
4221,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702367
1843,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702366
4176,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702365
5935,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702363
5368,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702362
1784,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702361
1920,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702360
5396,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702359
2315,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702358
1775,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702357
1925,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702356
2538,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702354
1880,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702353
2320,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702352
2477,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702351
3239,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702350
2069,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702349
5839,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702348
5424,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702347
1834,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702346
1772,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702345
2075,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702344
2243,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702343
2492,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702342
1817,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702341
1889,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702340
2385,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702338
2571,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702336
5073,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702335
2516,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702334
3053,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702332
3757,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702331
2450,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702330
3801,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702329
2595,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702328
5628,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702327
2596,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702326
2319,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702325
2317,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702324
2196,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702323
2325,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702322
5272,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702321
2403,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702320
3525,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702319
5273,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702318
3218,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702317
5041,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702316
4137,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702315
3537,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702314
3850,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702313
3531,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702312
2037,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702311
2249,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702310
2121,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702309
3705,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702308
5929,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702307
5853,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702306
2469,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702305
2550,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702304
2947,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702303
3742,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702302
5461,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702301
5462,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702300
2187,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702299
3754,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702298
3260,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702297
2007,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702296
2269,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702294
5078,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702293
2241,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702292
3380,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702284
2476,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702283
2101,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702282
3217,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702281
3261,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702280
2006,FY24 Annual Event Swipe Up,10/25/2023,10/20/2023,Delivered,Crosscountry,1010702279
3035,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Ward Trucking,262454890
2894,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Ward Trucking,262454872
2000,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508670
3701,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508780
7238,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508010
3864,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508800
1298,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508810
7009,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508820
1337,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508540
3289,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508530
1217,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508590
2749,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508620
2440,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508630
1663,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10744508640
515,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10744508860
2860,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,61599350
674,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868650
272,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868101
593,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868612
1061,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868613
7194,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868615
686,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868106
889,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868619
2626,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,60868114
5299,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,24110522
563,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,60972094
700,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,58620532
2802,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Dayton Freight,718288906
2678,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Dayton Freight,706929603
111,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Crosscountry,1010703356
4569,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Magnum,12586653
189,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Dayton Freight,714986588
61,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Dayton Freight,714986679
834,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,Dayton Freight,714986710
3483,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,AAA Cooper,57688897
521,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,AAA Cooper,58752770
1147,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665030
11,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665040
359,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666030
144,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666050
100,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666060
1,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666080
5260,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666090
4,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666100
4108,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665640
54,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666120
58,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665650
66,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666110
125,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665670
141,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665680
388,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665690
358,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665700
3231,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665720
209,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665630
16,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665620
2803,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665020
162,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665050
113,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665080
4195,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/23/2023,Delivered,SAIA,10733665210
389,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665220
227,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665100
108,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665060
893,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665230
517,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665580
1056,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665090
212,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665550
2734,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665560
7294,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665570
1043,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665070
139,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665180
225,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665150
392,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665160
221,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665170
277,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665140
1295,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665110
5071,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665120
269,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665130
479,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665010
1116,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/23/2023,Delivered,SAIA,10733666360
134,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665520
499,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666250
132,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665740
150,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665750
324,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666300
3295,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665780
472,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665820
4637,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665800
3055,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665830
12,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665810
207,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665880
360,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665870
4615,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665890
168,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665900
838,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665270
73,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665250
4241,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665530
137,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665540
50,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733665290
90,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665790
28,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665770
130,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666170
374,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666180
247,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665860
121,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666190
10,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666390
63,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666150
340,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666370
232,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666040
823,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666140
136,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666410
103,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666290
231,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666270
387,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666280
210,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665590
123,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666320
47,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666010
81,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733666020
7308,FY24 D18 Annual Event Legacy Kit w/Transition,10/25/2023,10/23/2023,Delivered,SAIA,10733665910
2804,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666310
564,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666330
622,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665240
1626,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665920
743,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666220
7326,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666210
576,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665930
894,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666230
1597,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SAIA,10733666240
992,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SAIA,10733665940
1216,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357190
1117,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357220
2926,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357230
2883,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357240
5866,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357260
202,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357270
1055,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357290
1800,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357300
3224,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357310
5673,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357320
880,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357360
2649,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357370
3482,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357430
2086,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357480
5210,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357500
5191,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357550
789,FY24 Annual Event Swipe Up,10/25/2023,10/23/2023,Delivered,SouthWestern,165357580
516,FY24 D18 Annual Event Legacy Kit,10/25/2023,10/23/2023,Delivered,SouthWestern,165356850
