StoreNumber,Item #,Item Description,Hot PLU, New Retails  ,
1472,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1472,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1472,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1473,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1473,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1473,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1473,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1473,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1473,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1473,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1473,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1473,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1473,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1474,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1474,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1474,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1474,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1474,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1474,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1474,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1474,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1474,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1474,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1475,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1475,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1475,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1475,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1475,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1475,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1475,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1475,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1475,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1475,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1476,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1476,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1476,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1476,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1476,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1476,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1476,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1476,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1476,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1476,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1477,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1477,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1477,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1477,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1477,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1477,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1477,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1477,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1477,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1477,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1478,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1478,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1478,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1478,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1478,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1478,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1478,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1478,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1478,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1478,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1479,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1479,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1479,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1479,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1479,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1479,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1479,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1479,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1479,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1479,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1480,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1480,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1480,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1480,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1480,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1480,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1480,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1480,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1480,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1480,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1481,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1481,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1481,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1481,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1481,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1481,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1481,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1481,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1481,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1481,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1483,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1483,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1483,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1483,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1483,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1483,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1483,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1483,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1483,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1483,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1485,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1485,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1485,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1485,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1485,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1485,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1485,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1485,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1485,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1485,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1486,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1486,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1486,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1486,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1486,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1486,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1486,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1486,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1486,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1486,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1487,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1487,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1487,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1487,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1487,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1487,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1487,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1487,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1487,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1487,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1488,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1488,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1488,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1488,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1488,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1488,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1488,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1488,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1488,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1488,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1490,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1490,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1490,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1490,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1490,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1490,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1490,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1490,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1490,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1490,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1491,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1491,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1491,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1491,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1491,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1491,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1491,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1491,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1491,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1491,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1492,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1492,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1492,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1492,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1492,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1492,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1493,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1493,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1493,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1493,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1493,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1493,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1493,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1493,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1493,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1493,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1494,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1494,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1494,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1494,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1494,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1494,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1494,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1494,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1494,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1494,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1495,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1495,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1495,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1495,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1495,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1495,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1495,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1495,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1495,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1495,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1496,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1496,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1496,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1496,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1496,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1496,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1496,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1496,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1496,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1496,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1497,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1497,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1497,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1497,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1497,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1497,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1497,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1497,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1497,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1497,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1498,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1498,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1498,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1498,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1498,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1498,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1498,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1498,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1498,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1498,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1499,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1499,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1499,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1499,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1499,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1499,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1499,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1499,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1499,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1499,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1500,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1500,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1500,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1500,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1500,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1500,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1500,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1500,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1500,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1500,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1502,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1502,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1502,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1502,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1502,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1502,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1502,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1502,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1502,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1502,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1503,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1503,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1503,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1503,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1503,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1503,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1503,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1503,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1503,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1503,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1504,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1504,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1504,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1504,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1504,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1504,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1504,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1504,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1504,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1504,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1505,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1505,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1505,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1505,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1505,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1505,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1505,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1505,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1505,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1505,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1507,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1507,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1507,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1507,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1507,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1507,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1507,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1507,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1507,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1507,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1508,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1508,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1508,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1508,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1508,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1508,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1508,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1508,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1508,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1508,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1509,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1509,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1509,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1509,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1509,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1509,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1509,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1509,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1509,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1509,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1510,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1510,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1510,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1510,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1510,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1510,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1510,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1510,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1510,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1510,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1511,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1511,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1511,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1511,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1511,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1511,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1511,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1511,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1511,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1511,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1512,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1512,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1512,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1512,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1512,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1512,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1512,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1512,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1512,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1512,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1513,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1513,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1513,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1513,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1513,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1513,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1513,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1513,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1513,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1513,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1514,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1514,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1514,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1514,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1514,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1514,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1514,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1514,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1514,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1514,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1515,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1515,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1515,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1515,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1515,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1515,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1515,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1515,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1515,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1515,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1516,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1516,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1516,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1516,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1516,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1516,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1516,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1516,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1516,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1516,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1518,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1518,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1518,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1518,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1518,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1518,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1518,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1518,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1518,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1518,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1519,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1519,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1519,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1519,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
1519,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
1519,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
1519,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
1519,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
1519,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
1519,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
1520,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
1520,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
1520,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
1520,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
