Store,,JUL,73,YTD,74,JUL,75,YTD,76,JUL,77,YTD,78,JUL,79,YTD,80,L12 Mths,81,L12 Mths,82,JUL,83,YTD,84,JUL,85,YTD,86,JUL,87,YTD,88,JUL,89,YTD,90,JUL,91,YTD,92
1988,,-5.84%,R,1.08%,,-24.79%,R,2.84%,,-17.67%,R,8.77%,,-34.28%,R,-21.10%,,4.86,G,4.86,G,16.67%,R,25.97%,R,0.00%,R,0.16%,R,31.18%,,33.82%,,1:02:15,R,0:36:29,,2539/2578,R,1619/2578,
2418,,-1.78%,R,-1.57%,R,-27.05%,R,-19.93%,R,-18.10%,R,-29.22%,R,-30.27%,R,-15.05%,,4.71,,4.71,,33.79%,R,38.04%,,0.00%,R,0.11%,R,8.79%,R,46.90%,,0:35:35,,0:39:59,,2438/2578,R,2330/2578,R
4202,,6.43%,,1.31%,,-1.27%,,5.43%,,3.18%,,6.66%,,-3.47%,,-12.29%,,3.83,R,3.83,R,29.34%,R,34.78%,,0.00%,R,0.43%,,102.99%,G,104.33%,G,0:45:03,,0:35:55,,1454/2578,,1352/2578,
5136,,-2.11%,R,-1.00%,,-7.00%,,6.30%,,2.88%,,4.76%,,-20.56%,,-16.53%,,4.53,,4.53,,64.22%,G,63.02%,G,0.93%,,1.32%,,115.97%,G,111.09%,G,1:17:20,R,1:09:32,R,1914/2578,,1465/2578,
Total,B,-2.25%,R,0.07%,R,-12.83%,R,3.00%,,-6.48%,,4.63%,,-21.82%,R,-12.34%,,4.54,,4.54,,38.87%,,43.17%,,0.43%,R,0.67%,R,59.44%,,65.31%,G,1:01:41,R,0:48:18,,386/394,R,263/394,
2044,,-2.29%,R,-7.27%,R,-16.52%,R,-4.88%,,-16.64%,R,-8.79%,R,-37.16%,R,-17.52%,,4.80,G,4.80,G,54.74%,,48.14%,,0.21%,,0.07%,R,58.39%,,43.71%,,0:59:53,R,0:55:34,R,2361/2578,R,2260/2578,R
2537,,-8.02%,R,-4.11%,R,6.93%,,58.17%,G,32.99%,G,89.05%,G,-18.83%,,35.42%,G,<5 Reviews,,<5 Reviews,,42.78%,,40.29%,,0.57%,,0.48%,,118.56%,G,107.99%,G,0:31:27,G,0:29:27,G,1166/2578,,471/2578,G
5133,,-5.54%,R,-9.56%,R,-13.23%,,-13.94%,R,-8.88%,,-5.67%,R,-9.97%,,-20.22%,,5.00,G,5.00,G,62.78%,G,55.46%,G,0.19%,,0.07%,R,57.67%,,59.54%,,0:29:26,G,0:27:22,G,1861/2578,,2155/2578,R
Total,B,-5.46%,R,-6.85%,R,-8.76%,R,4.35%,,-0.92%,,10.46%,,-19.46%,R,-7.26%,,4.90,G,4.90,G,55.49%,G,48.87%,,0.33%,R,0.20%,R,75.11%,G,71.42%,G,0:40:19,,0:38:21,,320/394,R,191/394,
1772,,5.88%,,-9.66%,R,22.43%,G,-8.23%,,15.49%,G,-2.97%,,10.83%,G,-18.66%,,4.46,,4.46,,52.95%,,53.53%,,2.17%,,1.27%,,57.05%,,50.71%,,0:49:58,,0:51:59,,509/2578,G,2246/2578,R
1834,,-1.77%,R,-8.19%,R,-30.44%,R,-15.90%,R,-23.09%,R,-9.20%,R,-29.00%,R,-26.51%,R,4.17,R,4.17,R,32.33%,R,36.28%,,1.18%,,0.90%,,98.75%,G,95.79%,G,0:38:10,,0:35:15,,2373/2578,R,2354/2578,R
1880,,4.08%,,-7.96%,R,27.54%,G,3.46%,,31.86%,G,16.21%,,17.61%,G,-14.56%,,4.89,G,4.89,G,65.99%,G,66.53%,G,2.73%,G,0.71%,,87.06%,G,79.16%,G,0:39:42,,0:40:21,,230/2578,G,1376/2578,
5424,,0.62%,R,-6.87%,R,-15.14%,R,-14.20%,R,-12.84%,,-4.66%,,-25.09%,R,-29.06%,R,4.50,,4.50,,85.83%,G,83.69%,G,0.17%,,0.15%,R,108.21%,G,105.15%,G,0:39:43,,0:37:15,,2082/2578,R,2259/2578,R
Total,B,2.03%,R,-8.18%,R,-5.14%,,-10.03%,R,-1.49%,,-1.20%,R,-12.67%,,-23.75%,R,4.48,,4.48,,62.30%,G,62.58%,G,1.51%,,0.71%,R,89.54%,G,85.87%,G,0:42:10,,0:41:24,,258/394,,375/394,R
1972,,-4.38%,R,-6.44%,R,-31.93%,R,-23.13%,R,-22.87%,R,-20.23%,R,-52.73%,R,-33.77%,R,4.75,,4.75,,44.63%,,46.68%,,0.38%,,0.14%,R,63.64%,,45.80%,,0:52:56,,0:51:49,,2470/2578,R,2513/2578,R
2025,,2.85%,,-1.52%,R,23.99%,G,12.38%,,29.30%,G,15.36%,,10.51%,G,3.90%,G,4.71,,4.71,,49.18%,,48.49%,,0.28%,,0.41%,,36.07%,,31.00%,,1:18:31,R,1:08:56,R,808/2578,,1206/2578,
2031,,10.71%,,10.72%,G,-6.66%,,1.53%,,10.05%,,15.73%,,-8.75%,,-10.53%,,3.83,R,3.83,R,24.54%,R,30.50%,R,1.37%,,1.29%,,25.28%,,22.05%,R,0:56:33,,1:03:37,R,1589/2578,,1303/2578,
2161,,-2.25%,R,1.65%,,-33.52%,R,-9.37%,R,-30.73%,R,4.49%,,-40.00%,R,-14.69%,,4.58,,4.58,,44.29%,,34.64%,,0.00%,R,0.50%,,25.71%,,30.98%,,0:32:37,,0:37:54,,2441/2578,R,1983/2578,
2989,,4.02%,,6.82%,,-12.55%,,19.39%,G,-29.87%,R,-13.22%,R,-5.53%,,12.41%,G,4.42,,4.42,,62.34%,G,48.08%,,1.81%,,2.79%,G,64.63%,,62.49%,,0:56:51,,0:51:54,,1943/2578,,702/2578,
Total,B,2.88%,R,2.49%,,-12.99%,R,-0.01%,,-9.98%,R,-0.60%,R,-16.97%,,-6.88%,,4.41,,4.41,,42.97%,,40.46%,,0.67%,,0.91%,,40.23%,,37.47%,,0:58:58,R,0:56:09,R,385/394,R,300/394,
&nbsp;,B,4.13%,R,0.28%,R,-4.23%,R,0.78%,,-3.27%,,2.63%,R,-12.67%,,-12.41%,,4.43,R,4.43,R,47.49%,,46.59%,,1.41%,,1.52%,,64.49%,G,60.91%,G,0:54:25,R,0:49:32,R,28/30,R,26/30,R
1370,,2.95%,,-0.87%,,-7.53%,,-1.54%,,-11.98%,,-3.72%,,-14.57%,,-15.36%,,4.06,R,4.06,R,56.96%,,65.59%,G,1.34%,,0.55%,,101.84%,G,99.28%,G,0:45:33,,0:44:58,,1776/2578,,1792/2578,
1474,,9.35%,,7.30%,,-0.55%,,0.00%,,-4.15%,,11.84%,,-15.05%,,-13.30%,,4.79,G,4.79,G,52.48%,,47.76%,,5.89%,G,5.69%,G,55.46%,,46.12%,,0:47:42,,0:45:14,,1176/2578,,1068/2578,
4203,,11.62%,,7.23%,,16.06%,G,15.48%,G,5.85%,,4.10%,,11.76%,G,13.47%,G,4.50,,4.50,,52.85%,,49.08%,,0.58%,,0.97%,,107.68%,G,94.73%,G,0:59:51,R,0:53:52,R,473/2578,G,616/2578,
4325,,9.19%,,10.21%,G,-4.91%,,2.46%,,3.95%,,12.67%,,-13.03%,,-9.69%,,3.69,R,3.69,R,53.14%,,46.58%,,11.23%,G,2.59%,G,31.88%,,35.20%,,0:54:29,,0:52:02,,1473/2578,,1070/2578,
5342,,-0.84%,R,2.94%,,-11.20%,,0.20%,,-2.16%,,8.12%,,-26.41%,R,-17.02%,,5.00,G,5.00,G,57.72%,G,52.76%,,2.20%,,4.28%,G,34.29%,,38.84%,,0:43:32,,0:41:35,,1941/2578,,1283/2578,
Total,B,5.85%,,5.37%,,-4.02%,,2.00%,,-2.22%,,7.33%,,-15.46%,,-11.58%,,4.34,R,4.34,R,54.79%,G,51.38%,,4.28%,G,3.29%,G,56.47%,,52.92%,,0:48:24,,0:46:31,,263/394,,186/394,
2592,,18.86%,G,-0.93%,,1.46%,,-8.24%,,4.33%,,5.15%,,-10.20%,,-27.26%,R,4.36,,4.36,,51.89%,,53.82%,,0.46%,,0.32%,R,18.56%,R,22.82%,,0:48:20,,0:47:26,,940/2578,,2237/2578,R
2884,,7.02%,,7.58%,,8.57%,,29.63%,G,-1.10%,,20.71%,,9.28%,G,16.40%,G,4.39,,4.39,,64.11%,G,61.73%,G,0.48%,,0.69%,,77.53%,G,69.27%,,1:16:03,R,0:57:59,R,971/2578,,360/2578,G
3350,,-1.88%,R,4.00%,,-18.45%,R,4.14%,,-13.99%,,32.73%,G,-24.81%,R,-23.46%,R,4.05,R,4.05,R,42.61%,,50.05%,,0.00%,R,0.30%,R,20.96%,R,25.08%,,1:05:36,R,1:00:02,R,2492/2578,R,1546/2578,
3351,,-4.40%,R,4.98%,,2.91%,,14.22%,,5.12%,,21.02%,,-21.04%,,-10.58%,,4.20,R,4.20,R,75.45%,G,70.25%,G,0.86%,,0.24%,R,19.76%,R,16.90%,R,1:07:31,R,0:46:02,,1772/2578,,925/2578,
3473,,26.53%,G,21.88%,G,55.08%,G,36.12%,G,43.89%,G,31.22%,G,28.53%,G,8.17%,G,4.53,,4.53,,50.47%,,43.75%,,0.16%,R,0.57%,,70.33%,,54.60%,,0:55:12,,0:43:20,,101/2578,G,155/2578,G
3728,,2.83%,,-4.04%,R,-10.74%,,-1.22%,,-7.28%,,12.92%,,-16.72%,,-16.18%,,4.64,,4.64,,48.57%,,50.58%,,0.47%,,0.35%,,43.55%,,40.86%,,1:17:14,R,0:59:34,R,2114/2578,R,1918/2578,
Total,B,6.83%,,5.07%,,2.55%,,11.31%,G,2.87%,,20.48%,G,-10.50%,,-11.56%,,4.35,R,4.35,R,53.65%,G,54.18%,G,0.42%,R,0.42%,R,42.04%,,38.58%,,1:05:49,R,0:52:29,R,206/394,,136/394,
1560,,4.88%,,0.14%,,5.05%,,0.01%,,0.29%,,0.88%,,-14.17%,,-16.48%,,4.37,,4.37,,59.63%,G,52.29%,,1.14%,,0.83%,,45.14%,,35.08%,,1:06:55,R,0:51:51,,1370/2578,,1831/2578,
2050,,10.17%,,3.42%,,12.27%,,8.17%,,16.03%,G,11.97%,,-1.37%,,-10.63%,,4.48,,4.48,,65.05%,G,68.25%,G,0.00%,R,0.36%,,78.20%,G,86.83%,G,0:59:01,R,0:56:35,R,638/2578,,1084/2578,
2593,,13.29%,,14.25%,G,17.02%,G,25.50%,G,7.41%,,20.94%,,17.65%,G,15.45%,G,4.57,,4.57,,54.71%,,56.51%,G,0.66%,,0.47%,,33.68%,,42.55%,,0:43:58,,0:43:39,,370/2578,G,204/2578,G
2838,,0.15%,R,4.78%,,-2.47%,,4.63%,,-5.97%,,4.84%,,-13.85%,,-9.34%,,4.45,,4.45,,60.27%,G,61.40%,G,0.81%,,0.72%,,30.58%,,35.67%,,1:14:01,R,0:47:57,,1908/2578,,1210/2578,
4356,,-0.22%,R,6.52%,,-12.13%,,8.55%,,-11.92%,,11.09%,,-19.70%,,-6.72%,,4.50,,4.50,,68.57%,G,62.67%,G,0.46%,,1.55%,,59.50%,,67.49%,,1:04:41,R,0:45:42,,2170/2578,R,726/2578,
5070,,2.07%,,-2.22%,R,-4.90%,,-1.32%,,4.96%,,15.53%,,-23.04%,,-33.59%,R,4.50,,4.50,,48.16%,,54.22%,,0.12%,R,0.23%,R,73.54%,,83.64%,G,0:54:02,,0:48:41,,1848/2578,,1846/2578,
5101,,10.90%,,7.09%,,-2.93%,,-1.72%,,-3.95%,,1.48%,,-17.53%,,-16.91%,,4.73,,4.73,,59.82%,G,53.88%,,0.32%,,0.36%,,89.91%,G,84.09%,G,1:11:31,R,1:06:08,R,1416/2578,,1501/2578,
Total,B,5.91%,,5.32%,,0.62%,,6.82%,,-0.32%,,10.56%,,-11.54%,,-11.40%,,4.51,,4.51,,59.25%,G,57.89%,G,0.51%,R,0.72%,R,56.82%,,60.03%,,0:59:53,R,0:49:37,,226/394,,133/394,
1588,,-4.98%,R,-2.37%,R,-8.13%,,2.63%,,-3.83%,,6.56%,,-22.20%,,-9.65%,,4.38,,4.38,,46.46%,,48.10%,,0.35%,,0.47%,,16.67%,R,27.89%,,1:47:17,R,1:19:46,R,2312/2578,R,1853/2578,
1692,,4.03%,,1.77%,,-4.62%,,15.30%,G,14.74%,G,16.73%,,-6.69%,,-4.99%,,4.58,,4.58,,26.17%,R,39.59%,,1.39%,,2.82%,G,13.08%,R,21.99%,R,1:02:05,R,0:57:42,R,1703/2578,,1015/2578,
1693,,1.06%,R,1.78%,,-5.24%,,-2.74%,,3.81%,,2.46%,,-23.34%,,-12.14%,,4.29,R,4.29,R,42.00%,,35.44%,,0.63%,,0.11%,R,72.22%,,65.27%,,1:11:20,R,1:08:54,R,1996/2578,,1974/2578,
1879,,0.40%,R,-5.52%,R,13.91%,G,7.69%,,13.49%,,7.25%,,-5.61%,,-5.87%,,4.60,,4.60,,69.17%,G,66.54%,G,6.01%,G,3.62%,G,88.26%,G,41.80%,,1:07:29,R,0:57:01,R,867/2578,,1362/2578,
2333,,-6.83%,R,-7.95%,R,-11.75%,,-10.09%,R,-6.08%,,-3.15%,,-24.79%,R,-31.46%,R,4.71,,4.71,,51.89%,,56.92%,G,0.31%,,0.19%,R,28.03%,,30.95%,,0:43:14,,0:41:32,,2201/2578,R,2334/2578,R
4340,,1.52%,R,1.64%,,15.80%,G,8.45%,,26.23%,G,19.17%,,3.45%,G,-16.63%,,<5 Reviews,,<5 Reviews,,32.92%,R,40.90%,,0.18%,,0.24%,R,50.00%,,66.50%,,1:04:56,R,0:56:28,R,1119/2578,,1375/2578,
Total,B,-0.84%,R,-1.62%,R,0.14%,,3.39%,,7.14%,G,7.40%,,-14.44%,,-11.93%,,4.53,,4.53,,48.27%,,49.15%,,1.65%,,1.35%,,51.56%,,41.86%,,1:07:04,R,0:59:44,R,259/394,,273/394,
2032,,11.91%,,15.28%,G,26.86%,G,50.37%,G,39.38%,G,63.00%,G,10.64%,G,26.45%,G,4.89,G,4.89,G,28.35%,R,30.31%,R,0.42%,,0.36%,,31.39%,,39.88%,,1:09:14,R,1:02:22,R,482/2578,G,244/2578,G
2621,,11.59%,,13.87%,G,5.74%,,35.92%,G,6.96%,,46.86%,G,-10.10%,,-1.25%,G,4.87,G,4.87,G,41.95%,,34.52%,,0.00%,R,0.36%,,25.09%,,27.93%,,1:02:28,R,0:42:13,,1092/2578,,255/2578,G
Total,B,11.77%,,14.64%,G,17.29%,G,43.57%,G,24.58%,G,55.43%,G,1.22%,G,13.67%,G,4.88,G,4.88,G,33.84%,R,32.00%,R,0.26%,R,0.36%,R,28.85%,R,35.09%,,1:06:32,R,0:53:27,R,53/394,G,26/394,G
2099,,-4.78%,R,2.49%,,-8.41%,,51.73%,G,7.38%,,71.42%,G,-39.34%,R,2.51%,G,5.00,G,5.00,G,18.92%,R,24.08%,R,0.15%,R,0.18%,R,43.92%,,44.29%,,0:35:23,,0:40:03,,2046/2578,,512/2578,G
2507,,10.12%,,12.32%,G,24.74%,G,72.63%,G,22.78%,G,84.34%,G,-18.37%,,-5.08%,,4.40,,4.40,,76.64%,G,87.05%,G,9.83%,G,12.75%,G,62.39%,,66.57%,,0:24:48,G,0:25:41,G,214/2578,G,15/2578,G
5134,,9.94%,,8.73%,,2.12%,,9.34%,,1.52%,,15.34%,,-7.36%,,-3.66%,,4.55,,4.55,,53.57%,,56.57%,G,0.39%,,0.78%,,27.46%,,27.44%,,0:40:34,,0:40:22,,1058/2578,,645/2578,
Total,B,5.95%,,8.22%,,5.89%,G,31.68%,G,8.53%,G,42.45%,G,-15.85%,,-3.19%,G,4.59,,4.59,,55.96%,G,59.44%,G,3.14%,G,4.15%,G,39.29%,,39.39%,,0:34:51,G,0:36:27,,91/394,,5/394,G
1563,,-1.59%,R,6.31%,,10.09%,,44.77%,G,14.33%,G,51.00%,G,-22.28%,,4.44%,G,4.78,G,4.78,G,41.67%,,35.30%,,0.38%,,0.39%,,17.00%,R,22.16%,R,0:55:02,,0:43:02,,1535/2578,,440/2578,G
1660,,-8.26%,R,1.14%,,-9.53%,,13.35%,,-9.31%,,14.36%,,-20.28%,,-10.95%,,4.30,,4.30,,48.53%,,40.85%,,0.16%,R,0.09%,R,34.83%,,46.26%,,0:56:32,,0:52:10,,2295/2578,R,1276/2578,
2297,,17.61%,G,8.42%,,17.57%,G,-3.66%,,50.93%,G,-20.70%,R,13.02%,G,6.35%,G,4.90,G,4.90,G,19.35%,R,21.42%,R,0.31%,,0.28%,R,51.84%,,55.49%,,0:36:45,,0:37:40,,169/2578,G,1355/2578,
2950,,4.08%,,3.20%,,21.64%,G,24.67%,G,23.02%,G,24.55%,G,-14.61%,,-8.17%,,5.00,G,5.00,G,22.05%,R,24.08%,R,0.00%,R,0.08%,R,1.14%,R,2.35%,R,0:39:36,,0:38:23,,963/2578,,822/2578,
2951,,-2.13%,R,-4.99%,R,0.46%,,14.20%,,4.08%,,24.75%,G,-21.43%,,-19.84%,,4.88,G,4.88,G,49.35%,,38.11%,,0.00%,R,0.00%,R,9.09%,R,8.98%,R,0:53:54,,0:53:20,R,1841/2578,,1585/2578,
3523,,10.49%,,13.07%,G,4.51%,,25.25%,G,13.67%,G,29.72%,G,-1.92%,,20.54%,G,4.67,,4.67,,49.38%,,41.74%,,0.11%,R,0.40%,,40.46%,,51.55%,,1:03:05,R,0:59:56,R,958/2578,,313/2578,G
Total,B,2.17%,R,4.70%,,4.73%,,20.12%,G,8.90%,G,22.52%,G,-10.62%,,0.85%,G,4.68,G,4.68,G,39.05%,,34.81%,R,0.15%,R,0.20%,R,31.40%,R,38.37%,,0:52:16,,0:48:38,,208/394,,83/394,
2277,,5.25%,,0.60%,,10.90%,,16.90%,G,11.03%,,19.68%,,-1.45%,,-4.46%,,4.75,,4.75,,37.84%,,36.67%,,0.55%,,0.34%,,51.35%,,35.40%,,1:16:20,R,0:56:01,R,1067/2578,,1078/2578,
2985,,-0.87%,R,-2.44%,R,-5.33%,,-1.64%,,-7.33%,,-2.50%,,-18.46%,,-11.45%,,4.67,,4.67,,46.85%,,46.09%,,0.00%,R,0.01%,R,18.70%,R,24.75%,,1:23:38,R,1:21:17,R,2192/2578,R,2133/2578,R
Total,B,1.60%,R,-1.18%,R,1.06%,,5.98%,,-0.54%,,6.05%,,-11.68%,,-8.53%,,4.70,G,4.70,G,42.84%,,41.98%,,0.23%,R,0.16%,R,33.22%,,29.40%,R,1:20:51,R,1:11:06,R,281/394,,269/394,
2150,,24.17%,G,29.42%,G,4.82%,,63.27%,G,13.54%,,65.92%,G,-6.46%,,13.35%,G,4.77,G,4.77,G,50.65%,,50.52%,,10.62%,G,9.76%,G,60.42%,,59.56%,,1:03:02,R,0:58:57,R,458/2578,G,49/2578,G
2253,,-2.75%,R,4.40%,,-27.21%,R,7.44%,,-27.28%,R,4.60%,,-25.95%,R,-3.78%,,4.80,G,4.80,G,45.62%,,46.99%,,0.45%,,0.24%,R,74.09%,,82.36%,G,0:48:50,,0:44:58,,2382/2578,R,1004/2578,
2291,,14.29%,,9.13%,,-4.75%,,5.38%,,-5.00%,,6.70%,,-20.57%,,-20.02%,,4.21,R,4.21,R,36.31%,,36.40%,,1.10%,,4.19%,G,27.68%,,34.59%,,0:57:49,R,0:56:33,R,1609/2578,,1268/2578,
Total,B,12.84%,G,15.64%,G,-6.42%,,26.77%,G,-3.70%,,24.63%,G,-14.62%,,-1.01%,G,4.60,,4.60,,46.15%,,46.17%,,5.17%,G,5.60%,G,55.15%,,58.37%,,0:58:02,R,0:54:35,R,225/394,,10/394,G
1917,,0.63%,R,0.80%,,-4.33%,,-5.96%,,-5.60%,,-4.67%,,-23.66%,,-15.83%,,4.29,,4.29,,54.58%,,44.50%,,0.40%,,0.32%,R,83.10%,G,67.72%,,1:37:17,R,1:42:31,R,2031/2578,,2166/2578,R
2177,,17.77%,G,25.07%,G,31.28%,G,90.36%,G,28.53%,G,95.20%,G,23.46%,G,55.67%,G,4.69,,4.69,,42.99%,,43.79%,,0.00%,R,1.94%,,56.05%,,42.30%,,0:51:40,,0:45:49,,179/2578,G,60/2578,G
Total,B,9.81%,,13.64%,G,15.33%,G,39.19%,G,13.08%,G,40.43%,G,1.39%,G,20.97%,G,4.53,,4.53,,47.08%,,44.03%,,0.15%,R,1.34%,,65.59%,G,50.88%,,1:07:48,R,1:05:23,R,54/394,G,16/394,G
2094,,13.78%,,8.90%,,53.60%,G,14.01%,,5.79%,,2.60%,,96.47%,G,8.44%,G,4.27,R,4.27,R,52.69%,,39.95%,,0.00%,R,0.18%,R,37.13%,,31.65%,,0:49:54,,0:39:35,,343/2578,G,783/2578,
2245,,11.66%,,6.96%,,-1.85%,,10.57%,,10.32%,,6.81%,,-25.47%,R,-7.29%,,4.46,,4.46,,51.82%,,56.71%,G,5.94%,G,7.15%,G,61.34%,,47.49%,,1:15:00,R,1:01:21,R,1275/2578,,815/2578,
2494,,7.33%,,6.09%,,-10.06%,,4.84%,,2.08%,,11.60%,,-17.19%,,-21.24%,,4.65,,4.65,,47.88%,,44.84%,,0.24%,,0.91%,,86.44%,G,77.87%,G,1:08:09,R,0:56:14,R,1786/2578,,1231/2578,
2527,,5.22%,,6.37%,,4.29%,,14.55%,,6.99%,,22.46%,G,-16.48%,,-5.51%,,5.00,G,5.00,G,37.17%,,41.39%,,0.25%,,0.20%,R,63.82%,,58.17%,,0:59:06,R,0:49:31,,1344/2578,,690/2578,
2708,,2.33%,,4.79%,,3.08%,,10.59%,,5.33%,,16.61%,,-14.70%,,-4.25%,,4.61,,4.61,,82.21%,G,79.58%,G,3.96%,G,2.37%,,71.72%,,51.15%,,0:34:13,,0:31:54,,993/2578,,468/2578,G
2952,,3.87%,,2.88%,,-6.29%,,1.46%,,-3.42%,,8.09%,,-14.65%,,-0.08%,G,4.30,,4.30,,61.06%,G,50.43%,,1.72%,,2.39%,,33.17%,,33.69%,,1:19:52,R,1:08:00,R,1872/2578,,1393/2578,
Total,B,6.48%,,5.52%,,1.71%,,8.43%,,4.05%,,10.39%,,-13.53%,,-4.76%,G,4.49,,4.49,,59.35%,G,55.73%,G,2.43%,,2.60%,,57.30%,,47.30%,,1:01:07,R,0:51:37,R,176/394,,98/394,
1853,,5.67%,,-2.55%,R,-9.27%,,-7.75%,,-23.45%,R,-14.68%,R,-16.87%,,-19.23%,,3.87,R,3.87,R,43.24%,,45.53%,,0.93%,,1.08%,,42.65%,,22.12%,R,1:11:56,R,1:16:47,R,2136/2578,R,2408/2578,R
1912,,5.53%,,12.21%,G,6.75%,,21.42%,G,10.38%,,19.70%,,-21.40%,,1.94%,G,4.90,G,4.90,G,47.34%,,53.26%,,1.47%,,1.44%,,79.88%,G,54.43%,,1:03:52,R,0:48:00,,1134/2578,,217/2578,G
2842,,15.42%,G,12.13%,G,24.80%,G,35.30%,G,23.86%,G,28.90%,G,9.38%,G,10.95%,G,4.50,,4.50,,36.40%,,43.95%,,0.76%,,4.51%,G,76.57%,G,64.48%,,0:46:16,,0:43:32,,222/2578,G,141/2578,G
5193,,8.15%,,11.50%,G,9.97%,,28.48%,G,23.39%,G,48.80%,G,0.46%,,13.20%,G,4.63,,4.63,,40.37%,,38.08%,,1.04%,,1.32%,,66.10%,,47.44%,,0:53:59,,0:52:56,,717/2578,,250/2578,G
5425,,0.93%,R,4.36%,,7.42%,,19.47%,G,8.69%,,21.22%,,-17.17%,,-3.33%,,<5 Reviews,,<5 Reviews,,41.90%,,45.94%,,0.41%,,0.78%,,25.49%,,23.77%,,1:34:22,R,1:10:59,R,1629/2578,,885/2578,
Total,B,7.26%,,7.31%,,8.45%,G,20.65%,G,10.03%,G,22.08%,G,-8.59%,,1.89%,G,4.42,,4.42,,41.31%,,44.59%,,0.98%,,1.98%,,58.55%,,44.02%,,0:57:02,R,0:54:19,R,125/394,,51/394,G
1756,,8.77%,,13.17%,G,19.16%,G,32.17%,G,13.72%,G,28.67%,G,-9.88%,,8.45%,G,4.79,G,4.79,G,40.75%,,30.01%,R,2.51%,G,5.41%,G,46.23%,,33.18%,,0:55:58,,0:55:19,R,650/2578,,251/2578,G
1862,,6.00%,,9.37%,,10.71%,,30.27%,G,7.68%,,32.87%,G,-18.18%,,-0.63%,G,4.18,R,4.18,R,44.91%,,34.03%,R,0.00%,R,0.07%,R,12.04%,R,20.68%,R,1:02:21,R,0:53:51,R,1442/2578,,638/2578,
1922,,8.34%,,7.22%,,28.03%,G,16.25%,G,16.94%,G,19.43%,,-9.50%,,-19.00%,,3.80,R,3.80,R,37.04%,,27.24%,R,0.33%,,1.21%,,25.31%,,25.45%,,0:46:35,,0:45:25,,812/2578,,994/2578,
1941,,19.68%,G,9.59%,,-0.20%,,8.17%,,1.83%,,8.68%,,1.46%,,-14.34%,,4.36,,4.36,,44.67%,,48.08%,,0.22%,,0.33%,R,29.97%,,32.15%,,1:43:15,R,1:25:13,R,1124/2578,,1167/2578,
1992,,5.68%,,6.86%,,8.86%,,12.04%,,10.92%,,19.57%,,-13.69%,,-15.98%,,4.57,,4.57,,38.53%,,35.62%,,1.09%,,0.57%,,36.83%,,35.98%,,0:52:20,,0:50:56,,1157/2578,,1007/2578,
2288,,3.82%,,6.07%,,-2.30%,,16.15%,G,18.18%,G,21.72%,,-27.95%,R,-17.19%,,4.88,G,4.88,G,28.00%,R,29.25%,R,0.75%,,1.85%,,57.20%,,40.27%,,0:33:30,,0:29:44,G,1432/2578,,589/2578,
3464,,7.54%,,12.15%,G,9.94%,,34.84%,G,17.65%,G,38.70%,G,1.19%,,26.11%,G,4.40,,4.40,,52.16%,,38.67%,,0.44%,,0.54%,,37.25%,,40.35%,,1:22:02,R,1:14:48,R,960/2578,,372/2578,G
Total,B,8.66%,,9.35%,G,11.26%,G,20.99%,G,12.69%,G,24.47%,G,-11.28%,,-7.05%,,4.46,,4.46,,40.75%,,34.81%,R,0.81%,,1.49%,,35.10%,,32.55%,,0:58:56,R,0:54:22,R,126/394,,64/394,G
1555,,19.01%,G,12.04%,G,-1.07%,,8.54%,,5.69%,,12.52%,,-13.66%,,-7.10%,,5.00,G,5.00,G,62.31%,G,61.27%,G,0.44%,,0.64%,,35.49%,,35.66%,,0:36:32,,0:33:25,,677/2578,,429/2578,G
1805,,-1.20%,R,3.40%,,-1.18%,,18.09%,G,1.17%,,34.40%,G,-14.04%,,-1.61%,,4.60,,4.60,,46.48%,,46.67%,,0.58%,,0.28%,R,31.41%,,24.70%,,1:26:21,R,1:11:25,R,1889/2578,,912/2578,
1832,,10.33%,,7.35%,,-17.45%,R,-9.15%,R,-3.53%,,-5.24%,R,-27.21%,R,-23.91%,R,4.05,R,4.05,R,33.44%,R,36.85%,,0.20%,,0.10%,R,48.52%,,57.82%,,1:20:20,R,1:14:41,R,2187/2578,R,2168/2578,R
1859,,26.33%,G,19.86%,G,12.47%,,4.41%,,13.65%,G,11.02%,,-14.55%,,-17.81%,,4.71,,4.71,,49.26%,,48.18%,,7.24%,G,3.22%,G,10.90%,R,15.62%,R,1:34:58,R,1:23:14,R,551/2578,,1009/2578,
1915,,2.20%,,5.15%,,-9.41%,,-0.16%,,-10.87%,,4.99%,,-14.90%,,-7.40%,,4.05,R,4.05,R,53.53%,,54.39%,,0.44%,,0.41%,,70.40%,,79.75%,G,0:36:57,,0:38:17,,1892/2578,,1219/2578,
5156,,1.60%,,-1.02%,,-19.10%,R,-9.62%,R,4.31%,,9.26%,,-25.98%,R,-20.97%,,<5 Reviews,,<5 Reviews,,37.50%,,39.97%,,0.17%,R,0.79%,,30.53%,,40.05%,,0:41:13,,0:47:55,,2222/2578,R,2182/2578,R
5335,,10.01%,,6.18%,,0.86%,,8.31%,,-6.29%,,9.53%,,-19.22%,,-18.41%,,4.90,G,4.90,G,58.01%,G,56.51%,G,4.78%,G,4.51%,G,63.61%,,48.02%,,0:32:13,,0:30:57,G,880/2578,,679/2578,
