STORE,market_nbr,Region_nbr,Effective Week,D3 C70 Moving Ftg,D3 C231 Soho Ftg,D12 C72 Moving Ftg,D12 Flooring Ftg
1747,461,58,37,0,0,8,0
1748,36,4,37,0,20,20,0
1749,183,16,37,0,12,20,0
1750,222,21,37,0,20,24,0
1751,297,26,37,0,20,20,0
1752,204,19,37,0,20,12,0
1753,184,16,37,0,20,12,0
1754,203,19,37,0,20,16,0
1755,452,56,37,0,20,24,0
1756,462,58,37,0,20,8,0
1757,419,52,37,0,20,20,0
1758,239,21,37,0,20,20,0
1759,288,75,37,0,20,20,0
1760,455,56,37,0,20,20,0
1761,341,40,37,0,20,12,0
1762,157,16,37,0,20,24,0
1763,311,20,37,0,20,16,0
1764,413,52,37,0,20,8,0
1765,231,76,37,0,12,24,0
1766,24,2,37,0,20,20,0
1767,300,4,37,0,20,20,0
1768,582,54,37,0,20,32,0
1769,237,22,37,0,20,24,0
1770,229,20,37,0,20,20,0
1771,202,19,37,0,20,16,0
1772,468,56,37,0,20,8,0
1773,288,75,37,0,20,28,0
1774,310,4,37,0,20,24,0
1775,478,60,37,0,12,20,0
1776,442,53,37,0,20,20,0
1777,168,22,37,0,20,24,0
1778,382,47,37,0,12,28,0
1779,265,25,37,32,0,0,0
1780,315,75,37,0,20,16,0
1781,190,17,37,0,20,32,0
1782,216,20,37,0,20,12,0
1783,580,41,37,0,20,16,0
1784,477,60,37,0,20,32,0
1785,184,16,37,0,20,20,0
1786,423,52,37,0,20,20,0
1787,414,52,37,36,0,0,0
1788,183,16,37,0,20,32,0
1789,454,56,37,0,20,24,0
1790,197,19,37,0,20,24,0
1791,200,19,37,0,20,20,8
1792,237,22,37,0,20,28,0
1793,477,60,37,0,20,12,0
1794,232,22,37,0,20,24,0
1795,294,4,37,0,12,12,0
1796,184,16,37,0,20,32,0
1797,179,16,37,0,20,20,0
1798,205,19,37,28,0,0,0
1799,441,53,37,0,20,16,0
1800,583,5,37,0,20,20,0
1801,44,5,37,32,0,0,0
1802,411,47,37,0,20,28,0
1803,87,7,37,0,20,20,0
1804,248,21,37,0,20,20,0
1805,463,58,37,0,12,24,0
1806,189,16,37,0,20,16,0
1807,558,22,37,0,20,12,0
1808,388,54,37,12,0,0,0
1809,202,19,37,0,20,28,8
1810,164,17,37,0,12,20,0
1811,289,75,37,0,20,8,0
1812,215,20,37,20,0,0,0
1813,192,76,37,0,20,24,8
1814,264,25,37,0,20,16,0
1815,449,57,37,0,20,28,0
1816,297,26,37,16,0,0,0
1817,475,60,37,0,20,8,0
1819,436,53,37,0,12,32,0
1820,229,20,37,0,12,12,0
1821,306,26,37,0,20,8,0
1822,811,29,37,0,0,0,0
1823,234,22,37,0,20,20,8
1825,286,76,37,0,20,32,0
1826,581,57,37,28,0,0,0
1827,582,54,37,0,20,20,0
1828,439,53,37,0,20,8,0
1829,37,4,37,16,0,0,0
1830,191,76,37,0,20,20,0
1831,191,76,37,0,12,12,0
1832,463,58,37,0,20,20,0
1833,291,75,37,0,20,28,0
1834,468,56,37,0,12,20,0
1835,190,17,37,0,20,32,0
1836,202,19,37,0,20,20,0
1837,59,6,37,0,20,20,0
1838,394,57,37,0,20,32,0
1839,214,20,37,0,20,16,8
1840,450,56,37,0,20,20,0
1841,289,75,37,0,20,20,0
1842,298,26,37,0,20,20,0
1843,477,60,37,0,20,12,0
1844,178,22,37,0,20,20,0
1845,109,9,37,0,12,20,0
1846,366,46,37,0,20,24,0
1847,93,3,37,0,20,20,0
1848,264,25,37,0,20,16,0
1849,308,26,37,0,20,8,0
1850,234,22,37,0,20,24,0
1851,109,9,37,0,20,12,0
1852,291,75,37,0,20,32,0
1853,461,58,37,0,20,32,0
1854,801,29,37,0,0,0,0
1855,423,52,37,0,12,12,0
1856,179,16,37,0,20,24,0
1857,209,20,37,0,20,16,0
1858,421,52,37,0,12,12,0
1859,463,58,37,0,20,28,0
1860,284,22,37,0,20,20,0
1861,422,52,37,0,20,20,0
1862,462,58,37,0,20,16,0
1863,209,20,37,0,20,8,0
1864,422,52,37,0,20,20,0
1865,421,52,37,0,12,20,0
1866,180,16,37,0,12,12,0
1867,293,75,37,0,20,20,0
1868,180,16,37,0,20,32,0
1869,558,22,37,0,20,20,0
1870,475,60,37,0,20,32,0
1871,187,16,37,0,20,16,0
1872,383,47,37,0,12,24,0
1873,161,17,37,0,20,20,0
1874,118,9,37,0,12,16,0
1875,282,75,37,0,20,8,0
1876,476,60,37,0,12,20,0
1877,581,57,37,0,20,20,0
1878,400,56,37,0,20,24,0
1879,445,58,37,0,20,20,0
1880,468,56,37,0,20,28,0
1881,453,56,37,0,20,28,0
1882,581,57,37,0,12,8,0
1883,229,20,37,0,20,24,0
1884,226,17,37,0,20,24,0
1885,229,20,37,0,20,12,0
1886,234,22,37,0,20,20,0
1887,232,22,37,0,20,20,0
1888,401,54,37,0,20,32,0
1889,475,60,37,0,20,28,0
1890,285,22,37,0,12,20,0
1891,162,17,37,0,20,20,0
1892,268,25,37,0,20,16,0
1893,508,75,37,0,20,32,0
1894,215,20,37,0,20,12,0
1895,215,20,37,0,20,8,0
1896,391,54,37,0,12,0,0
1897,268,25,37,0,20,8,0
1898,264,25,37,0,20,8,0
1899,461,58,37,0,20,20,0
1900,400,56,37,0,20,24,0
1901,383,47,37,0,20,24,0
1902,400,56,37,0,20,32,0
1903,457,56,37,0,20,12,0
1904,292,76,37,0,20,28,0
1905,400,56,37,0,20,20,0
1906,160,16,37,0,12,8,0
1907,184,16,37,0,20,16,0
1908,440,53,37,0,20,16,0
1909,195,76,37,0,20,24,0
1910,468,56,37,24,0,0,0
1911,215,20,37,0,20,16,0
1912,461,58,37,32,0,0,0
1913,207,19,37,0,20,16,0
1914,445,58,37,0,20,12,0
1915,463,58,37,0,12,32,0
1916,108,9,37,0,12,20,0
1917,459,58,37,0,20,20,0
1918,156,16,37,0,20,12,0
1919,179,16,37,12,0,0,0
1920,477,60,37,0,20,20,0
1921,178,22,37,0,12,20,0
1922,462,58,37,0,20,12,0
1923,200,19,37,0,12,8,0
1924,179,16,37,0,20,8,0
1925,478,60,37,0,20,16,0
1926,191,76,37,0,12,12,0
1927,209,20,37,0,12,20,0
1928,205,19,37,0,20,16,0
1929,419,52,37,0,20,20,0
1930,184,16,37,0,20,32,0
1931,440,53,37,0,12,16,0
1932,179,16,37,0,12,8,0
1933,267,25,37,0,12,20,0
1934,314,75,37,24,0,0,0
1935,231,76,37,0,12,8,0
1936,196,53,37,0,12,16,0
1937,216,20,37,0,20,28,0
1938,268,25,37,0,20,8,0
1939,180,16,37,0,20,12,0
1940,188,16,37,0,12,16,0
1941,462,58,37,0,20,12,0
1942,200,19,37,0,20,20,0
1943,433,47,37,0,20,20,0
1945,226,17,37,0,12,20,0
1946,187,16,37,0,20,20,0
1947,473,60,37,0,20,24,0
1948,227,20,37,0,20,16,0
1949,194,76,37,0,20,12,0
1950,301,26,37,0,12,16,0
1951,399,56,37,0,20,24,0
1952,422,52,37,0,20,20,0
1953,297,26,37,0,12,8,0
1954,183,16,37,0,20,20,0
1955,263,53,37,0,20,24,0
1956,382,47,37,0,20,12,0
1957,105,9,37,0,12,20,0
1958,80,6,37,0,12,20,8
1959,164,17,37,0,20,24,0
1960,112,3,37,0,20,32,0
1961,225,21,37,0,20,24,8
1962,246,21,37,0,20,32,8
1963,450,56,37,0,20,16,0
1964,161,17,37,0,20,20,0
1965,432,47,37,0,20,12,0
1966,194,76,37,0,20,20,0
1967,154,16,37,0,20,20,0
1968,281,75,37,0,20,16,0
1969,290,75,37,36,0,0,0
1970,159,16,37,0,12,20,0
1971,425,53,37,0,20,20,0
1972,511,56,37,0,20,28,0
1973,194,76,37,0,12,24,0
1974,179,16,37,0,12,12,0
1975,181,16,37,0,12,12,0
1976,190,17,37,0,20,20,0
1977,178,22,37,0,20,20,0
1978,247,21,37,0,20,20,0
1979,457,56,37,0,20,12,0
1980,162,17,37,0,20,20,0
1981,508,75,37,0,20,0,0
1982,439,53,37,0,20,8,0
1983,450,56,37,0,20,16,0
1984,154,16,37,0,20,20,0
1985,283,76,37,32,0,0,0
1986,213,19,37,0,20,24,0
1987,205,19,37,0,20,24,0
1988,455,56,37,0,20,32,0
1989,447,57,37,0,20,20,0
1990,217,21,37,0,20,20,0
1991,251,41,37,0,20,32,0
1992,462,58,37,0,20,20,0
1993,195,76,37,0,20,20,0
1994,187,16,37,0,20,20,0
1995,400,56,37,0,20,32,0
1996,553,9,37,16,0,0,0
1997,188,16,37,0,20,24,0
1998,267,25,37,0,20,32,0
1999,424,52,37,0,20,20,0
2000,301,26,37,0,20,12,0
2001,449,57,37,0,12,16,0
2002,451,56,37,0,20,16,0
2003,174,17,37,0,20,28,0
2004,415,52,37,0,20,20,0
2005,306,26,37,0,20,20,0
2006,475,60,37,0,12,20,0
2007,473,60,37,0,20,20,0
2008,229,20,37,16,0,0,0
2009,281,75,37,0,20,20,0
2010,201,19,37,0,20,20,0
2012,156,16,37,0,20,20,0
2013,179,16,37,0,12,24,0
2014,204,19,37,32,0,0,0
2015,292,76,37,0,12,20,0
2016,473,60,37,0,12,20,0
2019,235,20,37,0,20,8,0
2020,246,21,37,0,20,16,0
2021,160,16,37,36,0,0,0
2022,162,17,37,0,20,20,0
2023,233,22,37,0,20,8,0
2024,226,17,37,0,20,24,8
2025,511,56,37,0,20,12,0
2026,801,29,37,0,0,0,0
2027,320,76,37,0,20,28,0
2028,461,58,37,0,20,20,0
2030,450,56,37,0,20,32,0
2031,511,56,37,0,20,32,0
2032,446,57,37,0,12,12,0
2033,427,47,37,0,20,12,0
2035,239,21,37,0,20,16,0
2036,317,20,37,0,20,28,0
2037,472,60,37,0,20,32,0
2038,292,76,37,0,20,24,0
2039,450,56,37,0,20,8,0
2040,558,22,37,0,20,16,0
2041,284,22,37,0,12,20,0
2043,194,76,37,0,12,12,0
2044,457,56,37,0,20,20,0
2045,281,75,37,0,12,24,0
2046,180,16,37,0,20,20,0
2047,179,16,37,36,0,0,0
2048,453,56,37,0,20,20,0
2049,237,22,37,0,20,28,8
2050,396,57,37,36,0,0,0
2051,405,57,37,0,20,32,0
2052,457,56,37,0,12,20,0
2053,457,56,37,0,20,20,0
2054,454,56,37,0,20,20,0
2055,183,16,37,0,20,32,0
2056,188,16,37,0,20,12,0
2057,184,16,37,0,12,20,8
2058,297,26,37,0,20,8,0
2059,231,76,37,0,12,16,0
2061,201,19,37,0,12,20,0
2062,201,19,37,0,12,16,0
2063,208,20,37,0,20,24,0
2064,226,17,37,0,12,24,0
2065,122,12,37,0,20,32,0
2066,64,6,37,28,0,0,0
2067,801,29,37,0,0,0,0
2068,170,22,37,0,20,20,0
2069,468,56,37,0,20,32,0
2070,469,60,37,0,20,16,0
2071,469,60,37,0,20,24,0
2072,811,29,37,0,0,0,0
2073,214,20,37,0,20,16,0
2074,469,60,37,0,12,28,0
2075,478,60,37,0,12,12,0
2077,460,58,37,20,0,0,0
2078,216,20,37,0,20,28,8
2079,196,53,37,0,12,16,0
2080,202,19,37,0,20,20,0
2081,111,3,37,0,20,28,0
2082,464,58,37,0,20,8,0
2083,320,76,37,0,20,16,0
2084,382,47,37,0,20,20,0
2085,811,29,37,0,0,0,0
2086,56,5,37,0,20,32,0
2087,422,52,37,0,20,20,0
2088,195,76,37,0,20,28,0
2089,311,20,37,0,20,16,0
2090,174,17,37,0,20,20,0
2091,110,9,37,0,12,32,0
2092,187,16,37,0,20,24,0
2093,189,16,37,0,20,32,0
2094,460,58,37,0,20,20,0
2095,160,16,37,0,20,24,0
2096,170,22,37,0,20,12,0
2097,188,16,37,0,20,16,0
2098,219,21,37,0,12,16,0
2099,447,57,37,0,20,24,0
2100,196,53,37,0,12,20,0
2101,475,60,37,0,12,20,0
2102,200,19,37,0,0,8,0
2103,159,16,37,0,20,24,0
2104,164,17,37,0,20,28,0
2105,53,5,37,0,20,28,0
2106,392,56,37,0,12,20,0
2107,195,76,37,0,20,32,0
2108,165,22,37,28,0,0,0
2109,165,22,37,0,12,8,0
2110,465,57,37,0,12,8,0
2111,13,14,37,0,12,32,0
2112,372,46,37,0,20,24,0
2113,370,46,37,24,0,0,0
2114,7,14,37,0,20,12,8
2115,216,20,37,0,20,12,0
2116,187,16,37,0,20,24,8
2117,451,56,37,0,20,24,0
2118,156,16,37,0,20,24,0
2119,511,56,37,0,20,20,0
2120,190,17,37,0,20,20,0
2121,472,60,37,0,20,8,0
2122,159,16,37,0,20,8,0
2123,47,44,37,0,20,16,0
2124,223,21,37,0,20,16,0
2125,380,54,37,36,0,0,0
2126,470,57,37,32,0,0,0
2127,440,53,37,0,20,24,0
2128,159,16,37,28,0,0,0
2129,237,22,37,0,12,8,0
2130,183,16,37,0,12,20,0
2131,411,47,37,0,20,28,0
2132,131,13,37,0,20,16,0
2133,82,7,37,0,20,20,0
2134,306,26,37,0,20,20,0
2135,190,17,37,0,20,20,0
2136,291,75,37,28,0,0,0
2137,296,26,37,0,20,8,0
2138,181,16,37,0,20,24,0
2139,157,16,37,0,20,8,0
2140,180,16,37,0,20,20,0
2141,166,22,37,0,20,32,0
2142,184,16,37,0,20,20,0
2143,179,16,37,20,0,0,0
2144,173,17,37,0,20,16,0
2145,168,22,37,0,20,20,0
2146,189,16,37,0,20,20,0
2147,383,47,37,0,20,32,0
2149,216,20,37,0,20,28,0
2150,458,58,37,0,20,24,8
2151,109,9,37,0,20,32,0
2152,188,16,37,0,20,16,0
2153,183,16,37,0,20,20,0
2154,24,2,37,0,20,32,0
2155,156,16,37,0,20,20,0
2156,171,17,37,0,20,24,0
2157,160,16,37,0,20,16,0
2158,156,16,37,0,0,8,0
2159,194,76,37,0,20,16,0
2160,290,75,37,0,12,20,0
2161,511,56,37,0,20,12,0
2163,173,17,37,0,20,20,0
2164,194,76,37,0,12,8,0
2166,191,76,37,24,0,0,0
2167,167,22,37,0,20,28,0
2169,232,22,37,0,20,32,0
2170,162,17,37,0,20,20,0
2174,154,16,37,0,20,28,0
2175,333,40,37,0,12,16,0
2176,107,9,37,0,12,20,0
2177,459,58,37,0,20,32,0
2178,179,16,37,16,0,0,0
2180,157,16,37,0,20,20,0
2181,463,58,37,0,20,12,0
2183,180,16,37,0,20,12,0
2184,160,16,37,0,20,20,0
2185,232,22,37,0,12,20,0
2187,473,60,37,0,20,20,0
2188,469,60,37,0,20,8,0
2189,392,56,37,0,20,12,0
2190,453,56,37,0,20,20,0
2191,207,19,37,0,20,16,0
2192,436,53,37,0,12,24,8
2193,227,20,37,0,20,24,0
2194,283,76,37,0,20,28,0
2195,178,22,37,0,20,16,0
2196,472,60,37,0,20,16,0
2197,208,20,37,0,20,20,0
2198,423,52,37,20,0,0,0
2199,235,20,37,0,20,20,0
2200,162,17,37,0,20,32,0
2201,505,7,37,0,12,20,0
2202,180,16,37,0,20,24,0
2204,267,25,37,0,20,16,0
2205,233,22,37,0,20,20,0
2206,466,58,37,0,12,32,0
2207,403,54,37,0,20,20,0
2208,226,17,37,0,12,28,0
2209,216,20,37,0,20,28,0
2210,195,76,37,0,20,28,8
2211,208,20,37,0,20,28,0
2213,340,40,37,0,20,16,0
2214,41,4,37,0,20,20,0
2215,265,25,37,0,20,20,0
2218,466,58,37,0,12,32,0
2221,333,40,37,0,20,12,0
2222,157,16,37,0,20,16,0
2223,585,54,37,0,20,32,0
2224,181,16,37,0,20,20,0
2225,161,17,37,0,20,20,8
2227,159,16,37,0,20,20,0
2228,154,16,37,0,20,20,0
2230,237,22,37,0,12,20,0
2231,279,25,37,0,20,8,0
2232,163,17,37,0,20,20,0
2233,280,76,37,0,20,32,0
2234,189,16,37,36,0,0,0
2236,167,22,37,0,12,20,0
2237,118,9,37,0,12,0,0
2238,200,19,37,0,20,12,0
2239,86,7,37,0,12,20,0
2240,801,29,37,0,0,0,0
2241,475,60,37,0,20,16,0
2242,464,58,37,0,20,24,0
2243,478,60,37,0,20,28,0
2244,316,20,37,0,12,16,0
2245,460,58,37,0,20,32,0
2247,299,26,37,0,20,20,0
2248,293,75,37,0,20,24,0
2249,467,60,37,0,20,32,0
2250,225,21,37,0,20,20,0
2251,484,57,37,0,20,20,0
2252,168,22,37,0,20,32,0
2253,458,58,37,0,12,16,0
2254,165,22,37,0,12,20,0
2255,232,22,37,0,20,12,0
2256,296,26,37,0,20,12,0
2257,67,6,37,0,20,20,0
2258,283,76,37,0,20,28,0
2259,383,47,37,0,20,32,0
2261,161,17,37,0,20,20,0
2262,190,17,37,0,20,8,0
2263,167,22,37,0,20,28,0
2264,189,16,37,0,20,20,0
2265,35,4,37,0,20,12,0
2266,214,20,37,0,20,32,0
2267,156,16,37,0,12,20,0
2269,473,60,37,0,12,16,0
2270,375,46,37,0,0,8,0
2271,440,53,37,0,12,16,0
2272,285,22,37,0,12,12,0
2273,205,19,37,36,0,0,0
2274,424,52,37,0,20,24,0
2275,239,21,37,0,20,20,0
2276,238,19,37,0,20,20,0
2277,449,57,37,0,12,20,0
2278,228,76,37,0,20,32,0
2279,282,75,37,0,20,16,0
2280,451,56,37,0,20,20,0
2281,235,20,37,0,20,28,0
2282,162,17,37,0,20,28,0
2283,161,17,37,0,20,12,0
2284,173,17,37,0,20,20,0
2285,189,16,37,0,20,28,0
2286,171,17,37,32,0,0,0
2287,229,20,37,0,20,8,0
2288,462,58,37,0,20,24,0
2289,154,16,37,12,0,0,0
2291,458,58,37,0,20,16,0
2292,484,57,37,0,12,16,0
2293,585,54,37,0,12,20,0
2294,174,17,37,0,20,20,0
2295,287,75,37,0,20,24,0
2297,448,57,37,0,20,20,0
2299,163,17,37,0,20,28,0
2300,227,20,37,0,20,28,0
2302,811,29,37,0,0,0,0
2306,11,11,37,0,20,8,0
2307,403,54,37,0,20,24,0
2308,470,57,37,16,0,0,0
2309,221,21,37,0,20,28,0
2310,123,12,37,0,20,12,0
2311,247,21,37,0,12,12,0
2312,312,75,37,0,20,28,0
2313,209,20,37,0,20,16,0
2314,470,57,37,0,12,12,0
2315,478,60,37,0,20,20,0
2316,214,20,37,0,20,32,0
2317,472,60,37,0,20,16,0
2318,231,76,37,0,12,16,0
2319,471,60,37,0,20,20,0
2320,468,56,37,0,20,20,0
2321,470,57,37,36,0,0,0
2322,145,11,37,0,20,28,0
2323,215,20,37,0,20,8,0
2325,472,60,37,0,20,16,0
2326,194,76,37,0,20,28,0
2329,156,16,37,0,12,12,0
2330,183,16,37,0,20,24,8
2331,162,17,37,0,20,16,0
2332,181,16,37,0,20,24,0
2333,445,58,37,0,12,12,0
2334,233,22,37,0,20,16,0
2335,441,53,37,0,20,24,0
2336,159,16,37,0,20,24,0
2337,312,75,37,0,20,20,0
2338,196,53,37,0,20,20,0
2339,246,21,37,0,20,24,0
2340,233,22,37,0,20,28,0
2341,159,16,37,0,20,32,0
2346,801,29,37,0,0,0,0
2348,36,4,37,0,0,8,0
2350,207,19,37,0,20,20,0
2351,188,16,37,0,0,8,0
2352,424,52,37,0,12,24,0
2354,205,19,37,32,0,0,0
2355,195,76,37,0,20,20,0
2357,280,76,37,0,20,16,0
2358,196,53,37,0,20,16,0
2359,209,20,37,0,20,28,0
2360,23,2,37,0,20,24,0
2361,215,20,37,0,20,20,0
2362,209,20,37,0,20,20,0
2365,174,17,37,0,20,16,0
2366,160,16,37,0,20,32,0
2367,419,52,37,0,12,12,0
2368,174,17,37,0,20,32,0
2369,181,16,37,0,20,28,0
2370,188,16,37,0,20,16,0
2371,163,17,37,0,20,24,0
2373,161,17,37,0,20,12,0
2379,715,68,37,0,0,0,0
2381,715,68,37,0,0,0,0
2385,514,60,37,0,20,20,0
2386,154,16,37,0,20,20,0
2387,114,3,37,0,20,32,0
2388,239,21,37,0,20,16,0
2398,183,16,37,0,20,20,0
2399,184,16,37,0,20,32,0
2400,218,21,37,0,12,20,0
2401,484,57,37,0,20,20,0
2402,400,56,37,0,20,20,0
2403,514,60,37,0,20,32,0
2404,87,7,37,0,12,12,0
2405,194,76,37,0,20,24,0
2412,293,75,37,0,20,24,0
2417,196,53,37,24,0,0,0
2418,455,56,37,0,20,20,0
2419,285,22,37,0,12,16,0
2420,235,20,37,28,0,0,0
2421,436,53,37,0,12,24,0
2422,476,60,37,0,20,20,0
2423,801,29,37,0,0,0,0
2424,187,16,37,0,8,16,0
2426,217,21,37,0,20,28,0
2427,53,5,37,0,20,24,0
2428,409,44,37,0,20,28,0
2429,223,21,37,0,20,24,0
2432,433,47,37,32,0,0,0
2434,196,53,37,0,12,24,0
2435,282,75,37,0,12,8,0
2436,293,75,37,0,20,20,0
2437,286,76,37,24,0,0,0
2438,291,75,37,0,20,32,0
2439,60,6,37,0,20,16,0
2440,294,4,37,0,20,12,0
2441,221,21,37,0,20,16,0
2443,430,47,37,0,12,28,0
2444,189,16,37,0,20,16,0
2445,170,22,37,0,20,20,0
2446,170,22,37,0,20,32,0
2447,225,21,37,0,20,16,0
2448,423,52,37,0,20,20,0
2449,801,29,37,0,0,0,0
2450,471,60,37,0,12,20,0
2452,444,53,37,0,20,20,0
2453,392,56,37,0,20,16,0
2455,383,47,37,32,0,0,0
2457,454,56,37,0,20,32,0
2458,451,56,37,0,8,20,0
2459,115,9,37,0,12,20,0
2460,285,22,37,0,12,12,0
2463,56,5,37,0,20,28,0
2464,454,56,37,0,20,20,0
2469,467,60,37,0,12,12,0
2471,217,21,37,0,20,8,0
2472,308,26,37,0,20,32,0
2473,470,57,37,0,12,28,0
2474,320,76,37,32,0,0,0
2475,25,2,37,0,12,20,0
2476,475,60,37,0,12,16,0
2477,468,56,37,0,20,20,0
2479,459,58,37,0,20,32,0
2480,226,17,37,0,20,12,0
2481,232,22,37,0,20,20,0
2482,372,46,37,0,20,32,0
2483,394,57,37,0,20,32,0
2484,118,9,37,0,20,16,8
2485,474,60,37,0,12,16,0
2490,362,40,37,0,20,20,0
2491,273,25,37,0,20,16,0
2492,475,60,37,0,20,32,0
2493,200,19,37,24,0,0,0
2494,460,58,37,32,0,0,0
2495,466,58,37,0,20,20,0
2496,124,12,37,0,20,20,0
2497,174,17,37,0,20,32,0
2501,801,29,37,0,0,0,0
2502,231,76,37,0,12,20,0
2503,174,17,37,0,20,24,0
2504,188,16,37,24,0,0,0
2505,62,6,37,0,20,20,0
2506,208,20,37,0,20,20,0
2507,447,57,37,0,20,28,0
2508,399,56,37,0,20,32,0
2509,439,53,37,0,12,20,0
2510,440,53,37,0,0,8,0
2511,582,54,37,0,20,20,0
2512,369,46,37,0,20,32,0
2513,18,2,37,20,0,0,0
2514,285,22,37,0,20,20,0
2515,370,46,37,0,20,32,0
2516,514,60,37,28,0,0,0
2517,466,58,37,0,20,24,0
2518,178,22,37,0,20,16,0
2519,233,22,37,0,12,20,0
2520,291,75,37,0,20,20,0
2522,196,53,37,0,20,12,0
2523,464,58,37,0,20,20,0
2526,446,57,37,0,20,28,0
2527,460,58,37,0,20,32,0
2528,232,22,37,0,12,28,0
2529,289,75,37,0,20,12,0
2530,181,16,37,0,20,16,0
2531,164,17,37,0,20,28,0
2532,263,53,37,0,20,16,0
2533,14,14,37,0,12,32,0
2534,7,14,37,0,20,8,0
2535,232,22,37,0,12,24,0
2536,581,57,37,0,20,24,0
2537,457,56,37,0,20,28,0
2538,478,60,37,0,20,12,0
2539,474,60,37,0,20,32,0
2540,229,20,37,0,12,20,0
2541,208,20,37,0,20,12,0
2542,222,21,37,0,20,20,0
2543,226,17,37,0,20,20,0
2544,238,19,37,0,20,16,0
2545,196,53,37,0,20,8,0
2546,464,58,37,0,20,20,0
2547,164,17,37,0,20,16,0
2548,316,20,37,0,20,24,0
2549,474,60,37,0,20,32,0
2550,476,60,37,0,0,8,0
2551,280,76,37,0,20,20,0
2553,457,56,37,0,20,20,0
2554,368,46,37,0,20,8,0
2555,284,22,37,0,20,8,0
2556,447,57,37,0,20,20,0
2557,447,57,37,0,20,32,0
2558,206,19,37,0,20,20,0
2559,206,19,37,24,0,0,0
2560,285,22,37,0,20,12,0
2561,228,76,37,0,20,12,0
2562,406,47,37,0,0,24,0
2563,580,41,37,0,20,16,0
2564,286,76,37,0,12,12,0
2565,315,75,37,0,20,16,0
2566,280,76,37,0,20,12,0
2567,200,19,37,0,20,12,0
2568,446,57,37,0,20,20,0
2571,514,60,37,0,20,24,0
2572,218,21,37,0,12,20,0
2574,234,22,37,0,12,12,0
2575,326,42,37,0,20,20,0
2576,316,20,37,0,20,8,0
2577,281,75,37,0,20,20,0
2579,429,47,37,20,0,0,0
2580,300,4,37,32,0,0,0
2581,191,76,37,0,20,20,0
2582,174,17,37,0,20,28,0
2583,172,17,37,0,12,20,0
2584,23,2,37,0,20,8,0
2585,173,17,37,0,20,20,0
2586,195,76,37,0,20,24,0
2587,326,42,37,0,20,16,0
2588,227,20,37,0,12,12,0
2591,109,9,37,0,12,32,0
2592,394,57,37,0,20,32,0
2593,396,57,37,0,20,16,0
2594,471,60,37,0,20,20,0
2595,471,60,37,0,20,28,0
2596,471,60,37,0,20,32,0
2597,228,76,37,0,12,24,0
2598,453,56,37,0,20,32,0
2599,86,7,37,0,20,32,0
2600,339,40,37,0,20,16,0
2603,229,20,37,0,12,12,0
2604,174,17,37,0,20,24,0
2605,218,21,37,0,20,16,0
2607,383,47,37,0,20,20,0
2608,382,47,37,0,0,8,0
2609,465,57,37,0,12,20,0
2610,316,20,37,0,20,20,0
2611,235,20,37,0,12,12,0
2612,505,7,37,0,20,32,0
2613,213,19,37,0,12,8,0
2614,168,22,37,0,20,20,0
2615,27,3,37,0,20,32,0
2616,339,40,37,0,20,16,0
2617,399,56,37,0,20,24,8
2618,203,19,37,0,20,20,0
2619,204,19,37,0,12,16,0
2620,202,19,37,0,0,8,0
2621,446,57,37,0,20,12,0
2623,715,68,37,0,0,0,0
2626,101,3,37,0,12,12,0
2627,112,3,37,0,20,32,0
2628,260,41,37,0,20,32,0
2629,156,16,37,0,12,20,0
2630,28,3,37,0,20,16,0
2631,197,19,37,0,20,28,0
2633,175,17,37,0,20,32,0
2634,180,16,37,0,20,12,0
2636,466,58,37,0,20,20,0
2637,164,17,37,0,20,20,0
2638,259,21,37,0,20,8,0
2639,181,16,37,0,20,16,0
2640,157,16,37,0,20,16,0
2641,168,22,37,0,20,28,8
2642,423,52,37,0,20,20,0
2643,422,52,37,0,0,12,0
2644,204,19,37,0,0,8,0
2645,314,75,37,0,12,12,0
2646,317,20,37,0,20,20,0
2647,286,76,37,0,20,20,0
2648,511,56,37,0,20,20,0
2649,50,5,37,0,20,28,0
2650,170,22,37,0,20,16,0
2651,175,17,37,0,20,24,0
2652,384,46,37,0,20,20,8
2653,71,7,37,0,20,8,0
2654,257,41,37,0,12,16,8
2656,375,46,37,0,20,16,0
2658,444,53,37,0,20,16,0
2659,183,16,37,0,12,20,0
2660,157,16,37,0,12,20,0
2662,317,20,37,0,0,8,0
2663,231,76,37,28,0,0,0
2664,231,76,37,0,12,12,0
2665,125,13,37,0,20,24,0
2667,55,5,37,0,20,16,0
2668,435,53,37,0,20,20,0
2671,373,46,37,0,0,16,0
2672,389,54,37,0,12,8,0
2674,228,76,37,0,20,16,0
2678,201,19,37,0,20,16,0
2679,247,21,37,0,20,8,0
2681,180,16,37,0,20,8,0
2682,181,16,37,0,0,8,0
2683,154,16,37,0,12,20,0
2684,216,20,37,24,0,0,0
2687,35,4,37,0,12,16,0
2688,45,5,37,0,20,32,0
2690,137,11,37,0,20,28,0
2691,243,41,37,0,20,28,0
2692,206,19,37,0,20,16,0
2693,205,19,37,32,0,0,0
2694,340,40,37,0,20,16,0
2695,89,3,37,0,12,28,0
2696,320,76,37,20,0,0,0
2697,452,56,37,0,12,12,0
2700,203,19,37,0,20,12,0
2702,333,40,37,0,20,12,0
2703,38,4,37,0,20,12,0
2704,298,26,37,0,20,20,0
2705,314,75,37,0,8,12,0
