STORE,market_nbr,Region_nbr,Effective Week,D3 C70 Moving Ftg,D3 C231 Soho Ftg,D12 C72 Moving Ftg,D12 Flooring Ftg
896,49,5,37,0,20,32,0
897,73,7,37,0,12,20,0
898,73,7,37,0,12,8,0
899,27,3,37,24,0,0,0
900,70,7,37,0,12,20,0
901,77,7,37,0,20,32,0
902,251,41,37,0,20,28,0
903,140,11,37,0,12,8,0
904,1,14,37,0,20,32,0
905,379,54,37,0,20,20,0
906,384,46,37,0,20,28,8
907,32,2,37,0,20,12,0
908,90,9,37,0,20,20,0
909,125,13,37,0,20,20,0
910,442,53,37,0,12,20,0
911,128,13,37,0,0,8,0
912,125,13,37,0,20,24,0
913,425,53,37,0,20,32,0
914,322,42,37,0,20,12,0
915,62,6,37,0,20,12,0
916,141,13,37,0,0,0,0
917,81,7,37,0,12,20,0
918,46,13,37,0,20,20,0
919,15,14,37,0,20,24,0
921,388,54,37,0,12,20,8
922,243,41,37,0,20,32,8
923,482,41,37,0,20,32,0
924,378,54,37,32,0,0,0
925,114,3,37,0,12,20,0
927,71,7,37,0,20,20,0
928,98,3,37,0,12,32,0
929,107,9,37,0,12,20,0
930,8,14,37,0,20,24,0
931,92,9,37,0,20,20,0
932,16,14,37,0,20,16,0
933,263,53,37,0,20,16,0
934,1,14,37,0,12,20,0
935,130,13,37,0,20,20,0
936,272,40,37,0,12,20,0
937,26,2,37,0,20,32,0
938,8,14,37,0,20,20,0
939,76,5,37,0,20,20,0
940,479,5,37,0,20,24,0
941,116,9,37,0,20,28,0
942,89,3,37,0,20,32,0
943,91,9,37,0,20,32,0
944,15,14,37,0,12,12,0
945,71,7,37,0,20,32,0
947,350,44,37,0,20,32,0
948,304,26,37,0,12,24,0
950,145,11,37,0,20,20,0
951,85,6,37,0,20,8,0
952,27,3,37,0,20,16,0
953,378,54,37,0,20,20,0
954,141,13,37,0,20,20,0
955,91,9,37,0,20,28,0
956,92,9,37,0,12,20,0
957,279,25,37,12,0,0,0
958,263,53,37,0,12,8,0
959,89,3,37,0,20,20,0
960,93,3,37,0,12,24,0
961,129,13,37,0,20,24,0
962,389,54,37,0,0,8,0
963,48,5,37,0,20,16,0
964,505,7,37,0,20,32,8
965,438,53,37,0,20,20,0
966,375,46,37,0,20,16,0
967,104,3,37,0,12,28,0
968,116,9,37,0,20,16,0
969,143,13,37,0,20,16,0
970,143,13,37,0,12,20,0
971,438,53,37,0,0,8,0
972,479,5,37,0,20,32,0
973,92,9,37,0,20,20,0
974,92,9,37,0,20,28,0
975,350,44,37,0,20,28,0
976,135,42,37,0,20,20,0
977,98,3,37,20,0,0,0
978,406,47,37,0,20,20,0
979,438,53,37,0,20,20,0
980,378,54,37,0,12,20,0
981,138,11,37,0,20,8,0
982,425,53,37,0,12,20,0
984,376,54,37,0,20,20,0
985,418,52,37,0,12,20,0
986,388,54,37,0,12,12,0
987,105,9,37,0,12,24,0
988,104,3,37,0,20,28,0
989,128,13,37,0,12,8,0
990,14,14,37,24,0,0,0
991,1,14,37,0,20,16,0
992,356,44,37,0,20,8,0
993,407,47,37,0,20,28,0
994,104,3,37,0,20,32,0
995,251,41,37,0,20,12,0
996,251,41,37,0,8,8,0
999,86,7,37,0,20,20,0
1000,569,6,37,0,20,12,0
1001,389,54,37,0,20,20,0
1002,580,41,37,0,20,12,0
1003,262,25,37,0,20,16,0
1004,115,9,37,0,20,32,0
1005,426,52,37,0,20,20,0
1006,27,3,37,0,12,12,0
1007,438,53,37,0,12,12,0
1008,378,54,37,28,0,0,0
1009,333,40,37,0,20,20,0
1010,309,26,37,0,12,20,0
1011,29,4,37,20,0,0,0
1012,444,53,37,0,20,20,0
1013,251,41,37,0,20,8,0
1014,361,40,37,0,20,24,0
1015,505,7,37,0,12,20,0
1016,129,13,37,0,20,28,8
1017,38,4,37,0,12,12,0
1018,28,3,37,0,20,8,0
1019,389,54,37,0,12,12,0
1020,425,53,37,0,0,8,0
1021,339,40,37,0,20,16,0
1022,45,5,37,0,20,20,0
1023,311,20,37,0,20,8,0
1024,30,2,37,0,20,12,0
1025,141,13,37,0,20,16,0
1026,580,41,37,0,20,28,0
1027,306,26,37,0,20,8,0
1028,278,25,37,0,20,28,8
1029,104,3,37,0,12,20,0
1030,38,4,37,0,20,16,0
1032,15,14,37,0,20,32,0
1033,243,41,37,0,20,16,0
1034,305,26,37,0,20,32,0
1035,42,4,37,0,20,16,0
1036,294,4,37,0,20,8,0
1037,36,4,37,0,20,24,0
1038,425,53,37,20,0,0,0
1039,304,26,37,0,20,8,0
1040,65,6,37,0,20,20,0
1041,569,6,37,0,20,24,8
1042,85,6,37,0,20,32,0
1043,350,44,37,0,12,12,0
1044,45,5,37,0,20,20,0
1045,379,54,37,0,20,16,0
1046,88,7,37,0,8,8,0
1047,20,2,37,0,20,24,0
1048,257,41,37,0,20,8,0
1051,71,7,37,0,12,12,0
1052,11,11,37,0,12,8,0
1053,242,41,37,0,12,16,0
1054,411,47,37,0,20,20,0
1055,583,5,37,0,20,32,0
1056,353,44,37,0,20,20,0
1057,10,14,37,0,12,20,0
1058,388,54,37,0,20,16,8
1059,138,11,37,0,20,20,8
1060,304,26,37,0,20,16,0
1061,28,3,37,0,12,8,0
1062,63,6,37,0,20,28,0
1063,7,14,37,0,8,8,0
1064,304,26,37,0,20,20,0
1065,325,42,37,0,12,16,0
1066,143,13,37,0,20,20,0
1067,84,6,37,8,0,0,0
1068,92,9,37,0,12,12,0
1069,138,11,37,0,20,16,0
1070,18,2,37,0,20,16,0
1071,341,40,37,0,20,24,0
1072,27,3,37,0,20,24,0
1073,81,7,37,0,12,8,0
1074,136,11,37,0,12,20,0
1075,149,12,37,0,20,32,0
1076,32,2,37,0,20,12,0
1077,97,14,37,0,20,20,0
1078,74,7,37,0,8,8,0
1079,94,3,37,0,12,8,0
1080,124,12,37,0,20,20,0
1081,93,3,37,0,20,24,0
1082,98,3,37,0,12,24,0
1083,101,3,37,0,20,20,0
1084,91,9,37,32,0,0,0
1085,104,3,37,0,20,32,0
1086,90,9,37,0,20,28,0
1087,107,9,37,0,12,16,0
1088,143,13,37,0,20,12,0
1089,119,12,37,0,20,12,0
1090,101,3,37,0,20,20,0
1091,7,14,37,0,12,16,0
1093,273,25,37,0,20,20,0
1094,361,40,37,0,0,20,0
1095,388,54,37,0,20,32,0
1096,304,26,37,0,20,32,0
1097,309,26,37,0,20,32,0
1098,84,6,37,0,20,16,0
1099,409,44,37,0,20,20,0
1100,137,11,37,0,12,16,0
1101,8,14,37,0,12,20,0
1102,130,13,37,0,20,16,0
1103,59,6,37,0,20,32,0
1104,104,3,37,0,12,32,0
1105,326,42,37,0,20,12,0
1106,141,13,37,0,12,12,0
1107,134,13,37,0,12,20,0
1108,135,42,37,0,12,8,0
1109,135,42,37,0,20,20,0
1110,135,42,37,0,20,20,0
1111,21,2,37,0,12,20,0
1112,16,14,37,0,20,8,0
1113,258,20,37,0,12,16,0
1114,328,42,37,0,12,12,0
1115,147,11,37,24,0,0,0
1116,349,44,37,0,20,24,0
1117,51,5,37,0,20,24,0
1118,55,5,37,0,20,24,0
1119,105,9,37,0,12,16,0
1120,360,40,37,0,0,20,0
1121,21,2,37,0,0,8,0
1122,18,2,37,0,12,24,0
1123,35,4,37,32,0,0,0
1124,137,11,37,0,20,12,0
1125,278,25,37,0,20,24,0
1126,506,7,37,0,20,0,0
1128,134,13,37,0,20,20,0
1129,82,7,37,0,20,28,0
1130,39,4,37,0,20,28,0
1131,304,26,37,0,20,20,0
1132,298,26,37,0,20,20,0
1133,306,26,37,0,20,20,0
1134,7,14,37,0,20,8,0
1135,38,4,37,0,12,8,0
1136,131,13,37,0,12,20,0
1137,60,6,37,0,12,8,0
1138,441,53,37,0,20,16,0
1139,259,21,37,0,20,12,0
1140,259,21,37,0,20,8,0
1141,249,41,37,0,20,12,0
1142,243,41,37,0,0,8,0
1143,30,2,37,0,12,20,0
1144,42,4,37,0,20,8,0
1146,36,4,37,0,0,8,0
1147,328,42,37,0,12,16,0
1148,349,44,37,32,0,0,0
1149,367,46,37,0,12,24,0
1150,85,6,37,0,0,8,0
1151,362,40,37,0,0,8,0
1152,426,52,37,0,0,8,0
1153,32,2,37,0,20,12,0
1154,506,7,37,0,20,16,0
1155,310,4,37,0,12,12,0
1156,306,26,37,0,12,32,0
1157,243,41,37,0,20,32,0
1158,2,14,37,0,20,20,0
1159,123,12,37,16,0,0,0
1160,243,41,37,0,20,28,0
1161,339,40,37,0,20,20,0
1162,580,41,37,0,20,16,0
1163,125,13,37,0,0,24,0
1164,41,4,37,0,20,12,0
1165,256,41,37,0,20,20,0
1166,300,4,37,0,8,8,0
1167,435,53,37,0,20,32,0
1168,141,13,37,0,8,24,0
1169,127,42,37,0,12,20,0
1170,256,41,37,0,20,20,0
1171,115,9,37,0,0,12,0
1172,98,3,37,0,12,20,0
1173,98,3,37,0,20,20,0
1174,14,14,37,0,12,8,0
1175,364,58,37,0,20,20,0
1176,441,53,37,0,20,16,0
1177,340,40,37,0,20,28,0
1178,50,5,37,0,20,32,0
1179,294,4,37,0,0,12,0
1180,243,41,37,0,20,12,0
1181,26,2,37,0,20,32,0
1182,94,3,37,0,12,32,0
1183,41,4,37,0,12,16,0
1184,23,2,37,0,20,24,0
1185,83,7,37,0,20,16,0
1186,60,6,37,0,20,32,0
1187,410,44,37,0,12,16,0
1188,339,40,37,0,20,8,0
1189,258,20,37,0,12,12,0
1190,257,41,37,0,20,20,0
1191,296,26,37,0,20,16,0
1192,141,13,37,24,0,0,0
1193,135,42,37,0,20,20,0
1194,122,12,37,0,20,12,0
1195,143,13,37,0,20,20,0
1196,131,13,37,0,12,8,0
1197,301,26,37,0,20,16,0
1198,506,7,37,0,20,32,0
1199,388,54,37,0,20,20,0
1200,391,54,37,0,20,32,0
1201,3,14,37,0,12,12,0
1202,439,53,37,0,12,16,0
1203,116,9,37,0,12,24,0
1204,66,13,37,0,0,8,0
1205,101,3,37,0,20,12,0
1206,130,13,37,0,20,32,0
1207,15,14,37,0,20,24,0
1209,305,26,37,0,20,8,0
1210,260,41,37,0,12,16,0
1211,270,25,37,0,20,20,0
1212,1,14,37,0,20,24,0
1213,104,3,37,0,12,32,0
1214,406,47,37,0,12,16,0
1215,120,12,37,0,20,8,0
1216,53,5,37,0,20,32,0
1217,294,4,37,0,12,16,0
1218,366,46,37,0,20,32,0
1219,101,3,37,0,20,20,0
1220,90,9,37,0,12,32,0
1221,409,44,37,0,20,20,0
1222,14,14,37,0,12,20,0
1223,97,14,37,0,12,24,0
1224,14,14,37,0,20,24,0
1225,101,3,37,0,20,16,0
1226,149,12,37,0,12,20,0
1227,30,2,37,0,20,24,0
1228,269,25,37,0,20,16,0
1229,13,14,37,32,0,0,0
1230,364,58,37,0,12,28,0
1231,379,54,37,0,12,20,0
1232,81,7,37,0,20,32,0
1233,258,20,37,0,20,16,0
1234,257,41,37,0,12,20,0
1235,86,7,37,0,12,8,0
1236,302,26,37,0,0,8,0
1237,299,26,37,0,20,20,0
1238,310,4,37,0,20,32,0
1239,217,21,37,0,20,16,0
1240,367,46,37,0,12,32,0
1241,418,52,37,0,20,12,0
1242,294,4,37,0,20,20,0
1243,312,75,37,0,20,20,0
1244,35,4,37,0,0,12,0
1245,114,3,37,0,20,28,0
1247,258,20,37,0,12,20,0
1248,144,11,37,0,20,20,0
1249,74,7,37,0,20,20,0
1252,380,54,37,28,0,0,0
1253,82,7,37,0,20,28,0
1254,76,5,37,0,20,28,8
1255,309,26,37,0,12,20,0
1256,266,25,37,0,20,20,0
1257,74,7,37,0,12,16,8
1259,258,20,37,0,20,16,0
1260,143,13,37,0,8,24,0
1261,310,4,37,0,20,28,0
1263,254,41,37,0,12,12,0
1264,222,21,37,0,20,16,0
1265,339,40,37,0,12,8,0
1266,130,13,37,0,20,20,0
1267,441,53,37,0,20,16,0
1268,300,4,37,0,20,12,0
1270,39,4,37,0,20,20,0
1271,138,11,37,0,12,20,0
1272,74,7,37,0,12,8,0
1273,389,54,37,0,12,20,0
1274,441,53,37,0,20,20,0
1275,482,41,37,0,20,20,0
1276,444,53,37,0,20,24,0
1277,438,53,37,28,0,0,0
1279,59,6,37,0,12,20,0
1280,388,54,37,0,20,32,0
1281,42,4,37,0,20,20,0
1282,407,47,37,0,12,8,0
1283,93,3,37,0,20,28,8
1284,16,14,37,0,20,32,0
1285,418,52,37,0,20,20,0
1286,41,4,37,0,20,16,0
1287,296,26,37,0,20,20,0
1288,296,26,37,0,12,8,0
1289,221,21,37,0,20,24,0
1290,304,26,37,0,20,32,0
1291,367,46,37,0,20,32,0
1292,312,75,37,0,20,32,0
1293,30,2,37,0,20,12,0
1294,247,21,37,0,20,20,0
1295,350,44,37,0,12,8,0
1296,569,6,37,0,20,12,0
1297,93,3,37,0,20,32,8
1298,302,26,37,0,20,32,0
1299,364,58,37,0,20,20,0
1300,302,26,37,0,20,20,0
1301,312,75,37,0,20,20,0
1302,311,20,37,0,12,20,0
1303,81,7,37,0,20,32,0
1304,247,21,37,0,20,20,0
1305,441,53,37,0,20,8,0
1306,387,46,37,0,12,24,0
1307,262,25,37,0,20,12,0
1308,380,54,37,0,20,20,0
1309,312,75,37,0,20,20,0
1310,251,41,37,0,20,20,0
1311,16,14,37,0,20,20,0
1312,310,4,37,0,20,16,0
1313,77,7,37,0,12,16,0
1314,24,2,37,0,20,20,0
1315,381,47,37,0,20,28,0
1316,439,53,37,24,0,0,0
1317,294,4,37,0,20,20,0
1318,122,12,37,0,0,8,0
1319,122,12,37,0,12,24,0
1320,122,12,37,0,20,32,0
1321,299,26,37,0,20,16,0
1322,308,26,37,0,20,12,0
1323,278,25,37,0,20,16,0
1324,366,46,37,0,12,12,0
1325,366,46,37,0,20,20,0
1326,429,47,37,0,20,32,0
1327,243,41,37,0,20,16,0
1328,364,58,37,0,20,8,0
1329,246,21,37,0,12,16,0
1330,222,21,37,0,12,12,0
1331,223,21,37,0,20,28,0
1332,426,52,37,0,20,12,0
1333,222,21,37,0,20,16,0
1334,372,46,37,0,20,16,0
1335,315,75,37,0,12,12,0
1336,311,20,37,0,20,8,0
1337,304,26,37,0,12,16,0
1338,16,14,37,0,20,16,0
1339,41,4,37,0,20,16,0
1340,25,2,37,0,12,20,0
1341,254,41,37,0,20,8,0
1342,128,13,37,0,20,20,0
1344,315,75,37,0,20,8,0
1345,314,75,37,0,20,16,0
1346,143,13,37,0,20,12,0
1347,87,7,37,0,20,24,0
1348,300,4,37,0,20,24,0
1349,109,9,37,0,20,32,0
1350,315,75,37,0,20,24,0
1351,317,20,37,0,20,28,8
1352,300,4,37,0,12,12,0
1353,128,13,37,0,20,24,0
1354,301,26,37,0,20,20,0
1355,302,26,37,0,20,24,0
1356,251,41,37,0,20,20,8
1357,387,46,37,0,12,24,0
1358,36,4,37,0,20,28,0
1359,36,4,37,0,20,8,0
1360,317,20,37,0,20,20,0
1361,426,52,37,0,20,20,0
1362,15,14,37,0,20,20,0
1363,21,2,37,0,12,8,0
1364,365,58,37,0,20,20,0
1365,436,53,37,24,0,0,0
1366,440,53,37,16,0,0,0
1367,32,2,37,0,20,16,0
1368,218,21,37,24,0,0,0
1369,364,58,37,0,12,20,0
1370,365,58,37,0,12,20,0
1371,580,41,37,28,0,0,0
1372,299,26,37,0,20,24,0
1373,23,2,37,0,20,8,0
1374,91,9,37,0,20,32,0
1375,97,14,37,0,12,20,0
1376,152,12,37,0,20,20,0
1377,270,25,37,0,20,20,0
1378,247,21,37,0,20,8,0
1379,301,26,37,0,0,12,0
1380,375,46,37,0,20,16,0
1381,372,46,37,0,20,28,8
1382,39,4,37,0,20,16,0
1383,29,4,37,0,12,12,0
1384,389,54,37,0,12,20,0
1385,305,26,37,0,20,20,0
1386,262,25,37,0,20,20,0
1387,108,9,37,0,20,28,0
1388,248,21,37,0,20,12,0
1389,414,52,37,0,12,20,0
1390,111,3,37,0,20,32,0
1391,94,3,37,0,20,20,0
1392,300,4,37,0,20,16,0
1393,413,52,37,0,20,12,0
1394,435,53,37,0,20,16,0
1395,272,40,37,0,20,16,0
1396,441,53,37,0,20,20,0
1397,384,46,37,0,20,32,0
1398,108,9,37,0,20,24,0
1399,315,75,37,0,20,20,0
1400,21,2,37,0,20,8,0
1401,265,25,37,0,20,24,0
1403,18,2,37,0,20,16,0
1404,269,25,37,0,20,28,0
1405,61,6,37,0,20,12,0
1406,286,76,37,0,20,32,0
1407,221,21,37,0,20,20,0
1408,97,14,37,0,20,24,0
1409,65,6,37,0,20,32,0
1410,223,21,37,0,20,32,0
1411,366,46,37,0,12,32,0
1412,381,47,37,0,20,32,0
1413,270,25,37,0,20,20,0
1414,384,46,37,0,20,24,0
1415,421,52,37,0,12,8,0
1416,207,19,37,0,20,28,0
1417,364,58,37,0,12,24,0
1418,341,40,37,0,20,28,0
1419,248,21,37,0,20,20,0
1420,264,25,37,0,20,20,0
1421,278,25,37,0,20,12,0
1422,204,19,37,0,20,28,0
1423,203,19,37,0,20,12,0
1424,290,75,37,0,20,20,0
1425,247,21,37,0,20,24,0
1426,259,21,37,0,20,20,0
1427,218,21,37,0,20,32,0
1428,204,19,37,0,12,20,0
1429,213,19,37,0,20,12,0
1430,439,53,37,0,20,32,0
1431,418,52,37,0,20,24,0
1432,204,19,37,0,20,16,0
1433,222,21,37,0,20,16,0
1434,391,54,37,0,20,32,0
1435,413,52,37,0,12,8,0
1436,107,9,37,0,20,20,0
1437,406,47,37,0,12,8,0
1438,405,57,37,36,0,0,0
1439,405,57,37,0,12,24,0
1440,403,54,37,0,20,32,0
1441,221,21,37,0,20,8,0
1442,405,57,37,0,20,24,0
1443,225,21,37,0,12,12,0
1444,98,3,37,0,20,32,0
1445,213,19,37,0,20,24,0
1446,436,53,37,0,20,32,0
1447,419,52,37,0,12,20,0
1448,213,19,37,0,20,16,0
1449,439,53,37,0,20,16,0
1450,316,20,37,0,20,20,0
1451,275,25,37,0,12,12,0
1452,309,26,37,0,12,24,0
1453,440,53,37,0,20,16,0
1454,275,25,37,0,20,24,0
1455,44,5,37,0,20,12,0
1456,381,47,37,0,20,12,0
1457,381,47,37,0,20,28,8
1458,120,12,37,0,20,8,0
1459,249,41,37,0,20,12,0
1460,429,47,37,0,20,8,0
1461,381,47,37,0,20,16,0
1462,7,14,37,0,12,12,0
1463,223,21,37,0,20,12,0
1464,305,26,37,0,20,24,0
1465,314,75,37,0,20,24,0
1466,121,12,37,0,12,20,0
1467,121,12,37,0,12,20,0
1468,136,11,37,0,20,16,0
1469,120,12,37,0,20,20,0
1470,421,52,37,0,12,16,0
1471,439,53,37,0,12,8,0
1472,423,52,37,0,20,20,0
1473,421,52,37,32,0,0,0
1474,365,58,37,0,20,16,0
1475,418,52,37,12,0,0,0
1476,243,41,37,0,20,24,0
1477,317,20,37,0,20,28,8
1478,259,21,37,0,20,28,0
1479,238,19,37,0,20,12,0
1480,239,21,37,16,0,0,0
1481,13,14,37,0,0,8,0
1482,112,3,37,0,20,28,0
1483,430,47,37,0,20,24,0
1485,382,47,37,0,20,20,0
1486,314,75,37,0,20,20,0
1487,238,19,37,0,20,16,0
1488,22,2,37,0,20,28,0
1489,269,25,37,0,20,8,0
1490,263,53,37,0,20,16,0
1491,413,52,37,0,20,16,0
1492,376,54,37,0,20,16,0
1493,14,14,37,0,12,20,0
1494,78,6,37,0,20,32,0
1495,223,21,37,0,20,12,0
1496,415,52,37,0,12,24,0
1497,266,25,37,0,20,8,0
1498,298,26,37,36,0,0,0
1499,317,20,37,0,12,8,0
1500,430,47,37,0,12,12,0
1501,112,3,37,0,12,32,0
1502,301,26,37,0,12,20,0
1503,221,21,37,36,0,0,0
1504,221,21,37,0,20,12,0
1505,258,20,37,0,20,12,0
1506,415,52,37,0,12,16,0
1507,409,44,37,0,20,8,0
1508,382,47,37,0,12,32,0
1509,415,52,37,0,12,16,0
1510,225,21,37,0,20,28,0
1511,553,9,37,0,20,24,0
1512,371,46,37,20,0,0,0
1513,111,3,37,0,12,28,0
1514,340,40,37,0,20,20,0
1515,442,53,37,0,20,8,0
1516,70,7,37,0,20,24,0
1517,108,9,37,0,12,20,0
1518,482,41,37,0,20,24,0
1519,218,21,37,0,20,20,0
1520,430,47,37,0,12,12,0
1521,225,21,37,0,20,16,0
1522,320,76,37,0,20,28,0
1523,287,75,37,0,0,8,0
1524,290,75,37,0,20,20,0
1525,287,75,37,0,20,20,0
1526,426,52,37,0,20,8,0
1527,301,26,37,0,20,16,0
1528,415,52,37,0,20,24,0
1529,233,22,37,0,20,20,0
1530,136,11,37,0,20,16,0
1531,270,25,37,0,20,12,0
1532,369,46,37,0,20,32,0
1533,369,46,37,0,20,32,0
1534,427,47,37,0,20,12,0
1535,430,47,37,0,20,20,0
1536,111,3,37,0,20,32,0
1537,234,22,37,0,12,12,0
1538,430,47,37,0,20,32,0
1539,213,19,37,0,20,12,0
1540,201,19,37,0,0,8,0
1541,107,9,37,0,20,28,0
1542,196,53,37,0,12,24,0
1543,430,47,37,0,12,16,0
1544,320,76,37,24,0,0,0
1545,412,52,37,0,20,20,0
1546,426,52,37,0,12,8,0
1547,246,21,37,0,20,16,0
1548,262,25,37,0,20,8,0
1549,368,46,37,0,20,16,0
1550,388,54,37,8,0,0,0
1551,435,53,37,0,20,20,0
1552,308,26,37,0,20,20,0
1553,264,25,37,36,0,0,0
1554,452,56,37,0,20,32,0
1555,463,58,37,0,20,24,0
1556,266,25,37,0,20,20,0
1557,482,41,37,0,20,8,0
1558,298,26,37,0,20,28,8
1559,394,57,37,20,0,0,0
1560,396,57,37,0,20,32,0
1561,145,11,37,0,20,16,0
1562,424,52,37,0,12,8,0
1563,448,57,37,0,20,8,0
1564,218,21,37,0,20,16,0
1565,427,47,37,0,20,20,0
1566,247,21,37,0,20,32,0
1567,427,47,37,0,20,20,0
1568,229,20,37,0,20,20,0
1569,259,21,37,0,12,32,0
1570,248,21,37,0,20,8,0
1571,435,53,37,0,20,16,0
1572,582,54,37,0,20,12,0
1573,405,57,37,0,20,20,0
1574,447,57,37,0,20,24,0
1575,457,56,37,0,20,20,0
1576,238,19,37,20,0,0,0
1577,424,52,37,0,12,24,0
1578,24,2,37,0,20,32,0
1579,296,26,37,0,20,12,0
1580,249,41,37,0,20,20,0
1581,427,47,37,0,20,16,0
1583,449,57,37,0,12,20,0
1584,396,57,37,0,20,32,0
1585,429,47,37,0,12,12,0
1586,26,2,37,0,20,32,0
1587,450,56,37,0,12,16,0
1588,445,58,37,0,20,20,0
1589,108,9,37,0,12,8,0
1590,553,9,37,0,20,32,0
1591,234,22,37,0,20,16,8
1592,205,19,37,0,12,20,0
1593,202,19,37,24,0,0,0
1594,219,21,37,0,20,20,0
1595,217,21,37,0,20,20,0
1596,265,25,37,0,20,12,0
1597,356,44,37,0,20,28,0
1598,370,46,37,0,20,16,0
1599,362,40,37,0,12,20,0
1600,447,57,37,0,12,28,0
1601,482,41,37,32,0,0,0
1602,275,25,37,0,20,20,0
1603,42,4,37,0,8,8,0
1604,430,47,37,0,20,32,0
1605,14,14,37,0,20,20,8
1606,119,12,37,0,20,16,0
1607,237,22,37,0,20,16,0
1608,457,56,37,0,12,20,0
1609,419,52,37,0,12,12,0
1610,192,76,37,0,20,16,0
1611,205,19,37,0,20,24,0
1612,366,46,37,0,20,28,8
1613,308,26,37,0,20,24,0
1614,297,26,37,0,20,16,0
1615,452,56,37,0,20,20,0
1616,392,56,37,0,20,8,0
1617,381,47,37,0,20,32,0
1618,238,19,37,32,0,0,0
1619,192,76,37,0,20,32,0
1620,14,14,37,0,20,20,0
1621,418,52,37,0,20,12,0
1622,213,19,37,0,20,24,0
1623,226,17,37,0,20,8,0
1624,447,57,37,0,20,20,0
1625,426,52,37,0,20,20,0
1626,352,44,37,0,20,24,0
1627,427,47,37,0,20,16,0
1628,213,19,37,0,20,16,0
1629,251,41,37,12,0,0,0
1630,468,56,37,0,20,20,0
1631,288,75,37,0,20,24,0
1632,412,52,37,0,12,32,0
1633,424,52,37,0,20,20,0
1634,419,52,37,0,12,20,0
1635,442,53,37,36,0,0,0
1636,427,47,37,0,20,16,0
1637,432,47,37,0,20,24,0
1638,7,14,37,0,12,20,0
1639,247,21,37,0,12,20,0
1640,237,22,37,0,20,20,0
1641,301,26,37,0,20,16,0
1642,202,19,37,0,20,12,0
1643,444,53,37,0,20,24,0
1644,232,22,37,0,20,8,0
1645,581,57,37,0,20,20,0
1646,372,46,37,0,20,12,0
1647,248,21,37,0,12,28,0
1648,455,56,37,0,20,16,0
1649,427,47,37,0,20,16,0
1650,444,53,37,0,12,20,0
1651,452,56,37,28,0,0,0
1652,312,75,37,0,0,16,0
1653,320,76,37,0,12,20,0
1654,419,52,37,0,20,16,0
1655,482,41,37,0,20,24,0
1656,228,76,37,0,12,24,0
1657,425,53,37,0,20,12,0
1658,30,2,37,0,8,16,0
1659,379,54,37,0,12,20,0
1660,448,57,37,0,20,32,0
1661,302,26,37,0,20,8,0
1662,304,26,37,0,20,12,0
1663,294,4,37,0,20,28,8
1664,299,26,37,0,20,20,0
1665,239,21,37,0,20,32,0
1666,309,26,37,0,20,16,0
1667,247,21,37,28,0,0,0
1668,269,25,37,0,20,20,0
1669,438,53,37,0,20,32,0
1670,168,22,37,0,20,16,0
1671,433,47,37,0,20,16,0
1672,436,53,37,0,0,8,0
1673,192,76,37,0,20,8,0
1674,280,76,37,0,20,24,0
1675,256,41,37,0,20,20,0
1676,254,41,37,0,20,28,0
1677,189,16,37,0,20,16,0
1678,442,53,37,0,20,12,0
1679,438,53,37,0,20,28,0
1680,110,9,37,0,12,20,0
1681,268,25,37,0,20,8,0
1682,288,75,37,0,20,8,0
1683,413,52,37,0,20,16,0
1684,237,22,37,0,12,12,8
1685,430,47,37,0,12,12,0
1686,403,54,37,0,20,12,0
1687,288,75,37,0,20,12,0
1688,289,75,37,0,20,16,0
1689,376,54,37,36,0,0,0
1690,275,25,37,0,20,20,0
1691,362,40,37,0,20,16,0
1692,445,58,37,0,20,20,0
1693,445,58,37,0,12,20,0
1694,124,12,37,0,12,12,0
1695,427,47,37,0,8,24,0
1696,412,52,37,0,12,16,0
1697,454,56,37,0,20,16,0
1698,183,16,37,0,20,20,0
1699,401,54,37,0,20,24,0
1700,459,58,37,32,0,0,0
1701,21,2,37,0,12,8,0
1702,92,9,37,0,12,20,0
1703,280,76,37,0,0,20,0
1704,453,56,37,0,20,24,0
1705,191,76,37,0,20,20,0
1707,208,20,37,0,20,28,0
1708,401,54,37,0,20,24,0
1709,248,21,37,0,20,12,0
1710,140,11,37,0,20,24,0
1711,2,14,37,0,20,24,0
1712,111,3,37,0,20,24,0
1713,278,25,37,0,12,24,8
1714,320,76,37,0,20,32,0
1715,285,22,37,0,12,12,0
1716,508,75,37,0,12,16,8
1717,508,75,37,0,20,32,0
1718,222,21,37,0,20,28,0
1719,204,19,37,0,20,20,0
1720,25,2,37,0,12,20,0
1721,418,52,37,0,20,20,0
1722,421,52,37,0,20,8,0
1723,413,52,37,0,20,28,0
1724,216,20,37,0,12,20,0
1726,315,75,37,0,20,16,0
1727,439,53,37,0,20,8,0
1728,239,21,37,0,20,24,0
1729,239,21,37,0,20,12,0
1730,287,75,37,0,12,20,0
1731,192,76,37,0,20,20,0
1732,414,52,37,0,12,12,0
1733,203,19,37,0,20,32,0
1734,273,25,37,32,0,0,0
1735,269,25,37,0,20,32,0
1736,284,22,37,0,20,8,0
1737,268,25,37,0,20,20,0
1738,421,52,37,0,12,20,0
1739,235,20,37,0,20,20,0
1740,263,53,37,0,12,16,0
1741,284,22,37,0,20,24,0
1742,165,22,37,0,20,20,0
1743,258,20,37,0,20,20,0
1744,192,76,37,0,20,16,0
1745,239,21,37,0,20,12,8
1746,371,46,37,0,20,28,0
