Store Number,Ship Date,Item Description,Item Number,Qty Shipped,Carrier,Tracking Number,Website
4,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280490946719,https://www.fedex.com/fedextrack/?trknbr=280490946719&trkqual=12028~280490946719~FDEG
54,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280516513823,https://www.fedex.com/fedextrack/?trknbr=280516513823&trkqual=12028~280516513823~FDEG
90,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280489894633,https://www.fedex.com/fedextrack/?trknbr=280489894633&trkqual=12028~280489894633~FDEG
301,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700391934,https://www.fedex.com/fedextrack/?trknbr=412700391934&trkqual=12028~412700391934~FDEG
401,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522988622,https://www.fedex.com/fedextrack/?trknbr=280522988622&trkqual=12028~280522988622~FDEG
495,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522999516,https://www.fedex.com/fedextrack/?trknbr=280522999516&trkqual=12028~280522999516~FDEG
539,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522409113,https://www.fedex.com/fedextrack/?trknbr=280522409113&trkqual=12028~280522409113~FDEG
574,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396292,https://www.fedex.com/fedextrack/?trknbr=412700396292&trkqual=12028~412700396292~FDEG
625,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396421,https://www.fedex.com/fedextrack/?trknbr=412700396421&trkqual=12028~412700396421~FDEG
681,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396465,https://www.fedex.com/fedextrack/?trknbr=412700396465&trkqual=12028~412700396465~FDEG
711,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280480358440,https://www.fedex.com/fedextrack/?trknbr=280480358440&trkqual=12028~280480358440~FDEG
731,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396579,https://www.fedex.com/fedextrack/?trknbr=412700396579&trkqual=12028~412700396579~FDEG
773,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280514285188,https://www.fedex.com/fedextrack/?trknbr=280514285188&trkqual=12028~280514285188~FDEG
846,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522614688,https://www.fedex.com/fedextrack/?trknbr=280522614688&trkqual=12028~280522614688~FDEG
1133,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363750,https://www.fedex.com/fedextrack/?trknbr=412700363750&trkqual=12028~412700363750~FDEG
1157,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280469744954,https://www.fedex.com/fedextrack/?trknbr=280469744954&trkqual=12028~280469744954~FDEG
1180,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280458355677,https://www.fedex.com/fedextrack/?trknbr=280458355677&trkqual=12028~280458355677~FDEG
1226,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280448782979,https://www.fedex.com/fedextrack/?trknbr=280448782979&trkqual=12028~280448782979~FDEG
1265,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472934212,https://www.fedex.com/fedextrack/?trknbr=280472934212&trkqual=12028~280472934212~FDEG
1293,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363901,https://www.fedex.com/fedextrack/?trknbr=412700363901&trkqual=12028~412700363901~FDEG
1350,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363956,https://www.fedex.com/fedextrack/?trknbr=412700363956&trkqual=12028~412700363956~FDEG
1377,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472941615,https://www.fedex.com/fedextrack/?trknbr=280472941615&trkqual=12028~280472941615~FDEG
1400,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700364014,https://www.fedex.com/fedextrack/?trknbr=412700364014&trkqual=12028~412700364014~FDEG
1451,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280463091850,https://www.fedex.com/fedextrack/?trknbr=280463091850&trkqual=12028~280463091850~FDEG
1499,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700364058,https://www.fedex.com/fedextrack/?trknbr=412700364058&trkqual=12028~412700364058~FDEG
800,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338484,https://www.fedex.com/fedextrack/?trknbr=412700338484&trkqual=12028~412700338484~FDEG
919,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700333508,https://www.fedex.com/fedextrack/?trknbr=412700333508&trkqual=12028~412700333508~FDEG
1245,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700335990,https://www.fedex.com/fedextrack/?trknbr=412700335990&trkqual=12028~412700335990~FDEG
1338,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336047,https://www.fedex.com/fedextrack/?trknbr=412700336047&trkqual=12028~412700336047~FDEG
1424,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336117,https://www.fedex.com/fedextrack/?trknbr=412700336117&trkqual=12028~412700336117~FDEG
1481,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336150,https://www.fedex.com/fedextrack/?trknbr=412700336150&trkqual=12028~412700336150~FDEG
1528,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280422198206,https://www.fedex.com/fedextrack/?trknbr=280422198206&trkqual=12028~280422198206~FDEG
1580,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280440723074,https://www.fedex.com/fedextrack/?trknbr=280440723074&trkqual=12028~280440723074~FDEG
1625,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280415664130,https://www.fedex.com/fedextrack/?trknbr=280415664130&trkqual=12028~280415664130~FDEG
1663,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700335728,https://www.fedex.com/fedextrack/?trknbr=412700335728&trkqual=12028~412700335728~FDEG
1440,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280423761175,https://www.fedex.com/fedextrack/?trknbr=280423761175&trkqual=12028~280423761175~FDEG
1509,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280434587648,https://www.fedex.com/fedextrack/?trknbr=280434587648&trkqual=12028~280434587648~FDEG
1542,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465069736,https://www.fedex.com/fedextrack/?trknbr=280465069736&trkqual=12028~280465069736~FDEG
1592,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280421118110,https://www.fedex.com/fedextrack/?trknbr=280421118110&trkqual=12028~280421118110~FDEG
1649,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280416455846,https://www.fedex.com/fedextrack/?trknbr=280416455846&trkqual=12028~280416455846~FDEG
1681,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280418894766,https://www.fedex.com/fedextrack/?trknbr=280418894766&trkqual=12028~280418894766~FDEG
1721,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280422867787,https://www.fedex.com/fedextrack/?trknbr=280422867787&trkqual=12028~280422867787~FDEG
1755,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280439376691,https://www.fedex.com/fedextrack/?trknbr=280439376691&trkqual=12028~280439376691~FDEG
1787,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280436028773,https://www.fedex.com/fedextrack/?trknbr=280436028773&trkqual=12028~280436028773~FDEG
1838,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280424730908,https://www.fedex.com/fedextrack/?trknbr=280424730908&trkqual=12028~280424730908~FDEG
1869,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700332681,https://www.fedex.com/fedextrack/?trknbr=412700332681&trkqual=12028~412700332681~FDEG
1890,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336426,https://www.fedex.com/fedextrack/?trknbr=412700336426&trkqual=12028~412700336426~FDEG
1930,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336460,https://www.fedex.com/fedextrack/?trknbr=412700336460&trkqual=12028~412700336460~FDEG
1967,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336518,https://www.fedex.com/fedextrack/?trknbr=412700336518&trkqual=12028~412700336518~FDEG
1981,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336584,https://www.fedex.com/fedextrack/?trknbr=412700336584&trkqual=12028~412700336584~FDEG
2012,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336610,https://www.fedex.com/fedextrack/?trknbr=412700336610&trkqual=12028~412700336610~FDEG
2048,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280420113811,https://www.fedex.com/fedextrack/?trknbr=280420113811&trkqual=12028~280420113811~FDEG
2073,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465112339,https://www.fedex.com/fedextrack/?trknbr=280465112339&trkqual=12028~280465112339~FDEG
2129,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336757,https://www.fedex.com/fedextrack/?trknbr=412700336757&trkqual=12028~412700336757~FDEG
2160,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336816,https://www.fedex.com/fedextrack/?trknbr=412700336816&trkqual=12028~412700336816~FDEG
2267,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700335810,https://www.fedex.com/fedextrack/?trknbr=412700335810&trkqual=12028~412700335810~FDEG
1712,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336253,https://www.fedex.com/fedextrack/?trknbr=412700336253&trkqual=12028~412700336253~FDEG
1740,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280417440997,https://www.fedex.com/fedextrack/?trknbr=280417440997&trkqual=12028~280417440997~FDEG
1772,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280418549950,https://www.fedex.com/fedextrack/?trknbr=280418549950&trkqual=12028~280418549950~FDEG
1807,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336334,https://www.fedex.com/fedextrack/?trknbr=412700336334&trkqual=12028~412700336334~FDEG
1851,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336378,https://www.fedex.com/fedextrack/?trknbr=412700336378&trkqual=12028~412700336378~FDEG
1881,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280418694565,https://www.fedex.com/fedextrack/?trknbr=280418694565&trkqual=12028~280418694565~FDEG
1904,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336448,https://www.fedex.com/fedextrack/?trknbr=412700336448&trkqual=12028~412700336448~FDEG
1946,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336492,https://www.fedex.com/fedextrack/?trknbr=412700336492&trkqual=12028~412700336492~FDEG
1975,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336551,https://www.fedex.com/fedextrack/?trknbr=412700336551&trkqual=12028~412700336551~FDEG
1991,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465110266,https://www.fedex.com/fedextrack/?trknbr=280465110266&trkqual=12028~280465110266~FDEG
2021,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336654,https://www.fedex.com/fedextrack/?trknbr=412700336654&trkqual=12028~412700336654~FDEG
2055,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700335740,https://www.fedex.com/fedextrack/?trknbr=412700335740&trkqual=12028~412700335740~FDEG
2102,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280422869492,https://www.fedex.com/fedextrack/?trknbr=280422869492&trkqual=12028~280422869492~FDEG
2139,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336779,https://www.fedex.com/fedextrack/?trknbr=412700336779&trkqual=12028~412700336779~FDEG
2221,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280416418680,https://www.fedex.com/fedextrack/?trknbr=280416418680&trkqual=12028~280416418680~FDEG
2300,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700333004,https://www.fedex.com/fedextrack/?trknbr=412700333004&trkqual=12028~412700333004~FDEG
2405,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700333725,https://www.fedex.com/fedextrack/?trknbr=412700333725&trkqual=12028~412700333725~FDEG
2533,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700337000,https://www.fedex.com/fedextrack/?trknbr=412700337000&trkqual=12028~412700337000~FDEG
2560,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700333736,https://www.fedex.com/fedextrack/?trknbr=412700333736&trkqual=12028~412700333736~FDEG
2644,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280421101365,https://www.fedex.com/fedextrack/?trknbr=280421101365&trkqual=12028~280421101365~FDEG
2718,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280463852030,https://www.fedex.com/fedextrack/?trknbr=280463852030&trkqual=12028~280463852030~FDEG
586,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700391100,https://www.fedex.com/fedextrack/?trknbr=412700391100&trkqual=12028~412700391100~FDEG
660,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700391121,https://www.fedex.com/fedextrack/?trknbr=412700391121&trkqual=12028~412700391121~FDEG
703,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522024925,https://www.fedex.com/fedextrack/?trknbr=280522024925&trkqual=12028~280522024925~FDEG
726,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396535,https://www.fedex.com/fedextrack/?trknbr=412700396535&trkqual=12028~412700396535~FDEG
766,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388158,https://www.fedex.com/fedextrack/?trknbr=412700388158&trkqual=12028~412700388158~FDEG
817,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700396627,https://www.fedex.com/fedextrack/?trknbr=412700396627&trkqual=12028~412700396627~FDEG
872,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280522411411,https://www.fedex.com/fedextrack/?trknbr=280522411411&trkqual=12028~280522411411~FDEG
922,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280514897784,https://www.fedex.com/fedextrack/?trknbr=280514897784&trkqual=12028~280514897784~FDEG
990,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388320,https://www.fedex.com/fedextrack/?trknbr=412700388320&trkqual=12028~412700388320~FDEG
1100,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700394006,https://www.fedex.com/fedextrack/?trknbr=412700394006&trkqual=12028~412700394006~FDEG
1205,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700390456,https://www.fedex.com/fedextrack/?trknbr=412700390456&trkqual=12028~412700390456~FDEG
1300,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388170,https://www.fedex.com/fedextrack/?trknbr=412700388170&trkqual=12028~412700388170~FDEG
1493,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700394223,https://www.fedex.com/fedextrack/?trknbr=412700394223&trkqual=12028~412700394223~FDEG
1644,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700394304,https://www.fedex.com/fedextrack/?trknbr=412700394304&trkqual=12028~412700394304~FDEG
1767,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700394392,https://www.fedex.com/fedextrack/?trknbr=412700394392&trkqual=12028~412700394392~FDEG
1842,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700393904,https://www.fedex.com/fedextrack/?trknbr=412700393904&trkqual=12028~412700393904~FDEG
388,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472138926,https://www.fedex.com/fedextrack/?trknbr=280472138926&trkqual=12028~280472138926~FDEG
476,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280468752923,https://www.fedex.com/fedextrack/?trknbr=280468752923&trkqual=12028~280468752923~FDEG
538,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700365710,https://www.fedex.com/fedextrack/?trknbr=412700365710&trkqual=12028~412700365710~FDEG
670,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700366017,https://www.fedex.com/fedextrack/?trknbr=412700366017&trkqual=12028~412700366017~FDEG
746,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280471116811,https://www.fedex.com/fedextrack/?trknbr=280471116811&trkqual=12028~280471116811~FDEG
911,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280461862705,https://www.fedex.com/fedextrack/?trknbr=280461862705&trkqual=12028~280461862705~FDEG
963,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280470117215,https://www.fedex.com/fedextrack/?trknbr=280470117215&trkqual=12028~280470117215~FDEG
1013,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280471108950,https://www.fedex.com/fedextrack/?trknbr=280471108950&trkqual=12028~280471108950~FDEG
1042,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280470864323,https://www.fedex.com/fedextrack/?trknbr=280470864323&trkqual=12028~280470864323~FDEG
1144,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363772,https://www.fedex.com/fedextrack/?trknbr=412700363772&trkqual=12028~412700363772~FDEG
1172,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363533,https://www.fedex.com/fedextrack/?trknbr=412700363533&trkqual=12028~412700363533~FDEG
1188,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280469932739,https://www.fedex.com/fedextrack/?trknbr=280469932739&trkqual=12028~280469932739~FDEG
1249,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472932540,https://www.fedex.com/fedextrack/?trknbr=280472932540&trkqual=12028~280472932540~FDEG
1279,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472937483,https://www.fedex.com/fedextrack/?trknbr=280472937483&trkqual=12028~280472937483~FDEG
1335,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363923,https://www.fedex.com/fedextrack/?trknbr=412700363923&trkqual=12028~412700363923~FDEG
1365,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465070394,https://www.fedex.com/fedextrack/?trknbr=280465070394&trkqual=12028~280465070394~FDEG
1423,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472872210,https://www.fedex.com/fedextrack/?trknbr=280472872210&trkqual=12028~280472872210~FDEG
1473,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465917148,https://www.fedex.com/fedextrack/?trknbr=280465917148&trkqual=12028~280465917148~FDEG
767,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338451,https://www.fedex.com/fedextrack/?trknbr=412700338451&trkqual=12028~412700338451~FDEG
856,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338510,https://www.fedex.com/fedextrack/?trknbr=412700338510&trkqual=12028~412700338510~FDEG
1182,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700335967,https://www.fedex.com/fedextrack/?trknbr=412700335967&trkqual=12028~412700335967~FDEG
1311,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700332497,https://www.fedex.com/fedextrack/?trknbr=412700332497&trkqual=12028~412700332497~FDEG
1367,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336070,https://www.fedex.com/fedextrack/?trknbr=412700336070&trkqual=12028~412700336070~FDEG
1452,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336128,https://www.fedex.com/fedextrack/?trknbr=412700336128&trkqual=12028~412700336128~FDEG
1518,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280417648088,https://www.fedex.com/fedextrack/?trknbr=280417648088&trkqual=12028~280417648088~FDEG
1547,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280420869813,https://www.fedex.com/fedextrack/?trknbr=280420869813&trkqual=12028~280420869813~FDEG
955,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700366212,https://www.fedex.com/fedextrack/?trknbr=412700366212&trkqual=12028~412700366212~FDEG
995,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280466917328,https://www.fedex.com/fedextrack/?trknbr=280466917328&trkqual=12028~280466917328~FDEG
1007,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280469795841,https://www.fedex.com/fedextrack/?trknbr=280469795841&trkqual=12028~280469795841~FDEG
1033,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280466416512,https://www.fedex.com/fedextrack/?trknbr=280466416512&trkqual=12028~280466416512~FDEG
1124,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363740,https://www.fedex.com/fedextrack/?trknbr=412700363740&trkqual=12028~412700363740~FDEG
1137,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280463029214,https://www.fedex.com/fedextrack/?trknbr=280463029214&trkqual=12028~280463029214~FDEG
1163,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472925001,https://www.fedex.com/fedextrack/?trknbr=280472925001&trkqual=12028~280472925001~FDEG
1184,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363820,https://www.fedex.com/fedextrack/?trknbr=412700363820&trkqual=12028~412700363820~FDEG
1228,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280451266596,https://www.fedex.com/fedextrack/?trknbr=280451266596&trkqual=12028~280451266596~FDEG
1270,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700363875,https://www.fedex.com/fedextrack/?trknbr=412700363875&trkqual=12028~412700363875~FDEG
1310,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280462877851,https://www.fedex.com/fedextrack/?trknbr=280462877851&trkqual=12028~280462877851~FDEG
1356,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280455305353,https://www.fedex.com/fedextrack/?trknbr=280455305353&trkqual=12028~280455305353~FDEG
1399,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700364003,https://www.fedex.com/fedextrack/?trknbr=412700364003&trkqual=12028~412700364003~FDEG
1413,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280472941957,https://www.fedex.com/fedextrack/?trknbr=280472941957&trkqual=12028~280472941957~FDEG
1459,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280467387817,https://www.fedex.com/fedextrack/?trknbr=280467387817&trkqual=12028~280467387817~FDEG
1511,10/10/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700364070,https://www.fedex.com/fedextrack/?trknbr=412700364070&trkqual=12028~412700364070~FDEG
745,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338430,https://www.fedex.com/fedextrack/?trknbr=412700338430&trkqual=12028~412700338430~FDEG
809,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338495,https://www.fedex.com/fedextrack/?trknbr=412700338495&trkqual=12028~412700338495~FDEG
932,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700338565,https://www.fedex.com/fedextrack/?trknbr=412700338565&trkqual=12028~412700338565~FDEG
1284,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336014,https://www.fedex.com/fedextrack/?trknbr=412700336014&trkqual=12028~412700336014~FDEG
1362,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336069,https://www.fedex.com/fedextrack/?trknbr=412700336069&trkqual=12028~412700336069~FDEG
1713,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280416221290,https://www.fedex.com/fedextrack/?trknbr=280416221290&trkqual=12028~280416221290~FDEG
1741,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700332556,https://www.fedex.com/fedextrack/?trknbr=412700332556&trkqual=12028~412700332556~FDEG
1775,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280423278383,https://www.fedex.com/fedextrack/?trknbr=280423278383&trkqual=12028~280423278383~FDEG
1820,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336345,https://www.fedex.com/fedextrack/?trknbr=412700336345&trkqual=12028~412700336345~FDEG
1855,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280438355366,https://www.fedex.com/fedextrack/?trknbr=280438355366&trkqual=12028~280438355366~FDEG
1884,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700332707,https://www.fedex.com/fedextrack/?trknbr=412700332707&trkqual=12028~412700332707~FDEG
1907,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336459,https://www.fedex.com/fedextrack/?trknbr=412700336459&trkqual=12028~412700336459~FDEG
1949,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336507,https://www.fedex.com/fedextrack/?trknbr=412700336507&trkqual=12028~412700336507~FDEG
1976,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336562,https://www.fedex.com/fedextrack/?trknbr=412700336562&trkqual=12028~412700336562~FDEG
1992,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280439409778,https://www.fedex.com/fedextrack/?trknbr=280439409778&trkqual=12028~280439409778~FDEG
2037,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280439412329,https://www.fedex.com/fedextrack/?trknbr=280439412329&trkqual=12028~280439412329~FDEG
2057,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700336687,https://www.fedex.com/fedextrack/?trknbr=412700336687&trkqual=12028~412700336687~FDEG
