Store Number,Ship Date,Item Description,Item Number,Qty Shipped,Carrier,Tracking Number,Website
3616,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275047623,https://www.fedex.com/fedextrack/?trknbr=280275047623&trkqual=12028~280275047623~FDEG
4243,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275075840,https://www.fedex.com/fedextrack/?trknbr=280275075840&trkqual=12028~280275075840~FDEG
6964,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275111783,https://www.fedex.com/fedextrack/?trknbr=280275111783&trkqual=12028~280275111783~FDEG
2640,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388950,https://www.fedex.com/fedextrack/?trknbr=412700388950&trkqual=12028~412700388950~FDEG
2739,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700390765,https://www.fedex.com/fedextrack/?trknbr=412700390765&trkqual=12028~412700390765~FDEG
2794,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280214183861,https://www.fedex.com/fedextrack/?trknbr=280214183861&trkqual=12028~280214183861~FDEG
1357,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280355166699,https://www.fedex.com/fedextrack/?trknbr=280355166699&trkqual=12028~280355166699~FDEG
1442,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338628574,https://www.fedex.com/fedextrack/?trknbr=280338628574&trkqual=12028~280338628574~FDEG
1549,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280353066373,https://www.fedex.com/fedextrack/?trknbr=280353066373&trkqual=12028~280353066373~FDEG
1149,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280284509220,https://www.fedex.com/fedextrack/?trknbr=280284509220&trkqual=12028~280284509220~FDEG
1306,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280348776834,https://www.fedex.com/fedextrack/?trknbr=280348776834&trkqual=12028~280348776834~FDEG
3794,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280283763502,https://www.fedex.com/fedextrack/?trknbr=280283763502&trkqual=12028~280283763502~FDEG
4336,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338116382,https://www.fedex.com/fedextrack/?trknbr=280338116382&trkqual=12028~280338116382~FDEG
4232,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280284504710,https://www.fedex.com/fedextrack/?trknbr=280284504710&trkqual=12028~280284504710~FDEG
2503,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700392654,https://www.fedex.com/fedextrack/?trknbr=412700392654&trkqual=12028~412700392654~FDEG
4321,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280377573218,https://www.fedex.com/fedextrack/?trknbr=280377573218&trkqual=12028~280377573218~FDEG
4474,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FEDEX 2ND DAY AIR              ,279601865089,https://www.fedex.com/fedextrack/?trknbr=279601865089&trkqual=12028~279601865089~FDEG
868,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280353205892,https://www.fedex.com/fedextrack/?trknbr=280353205892&trkqual=12028~280353205892~FDEG
1040,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275127290,https://www.fedex.com/fedextrack/?trknbr=280275127290&trkqual=12028~280275127290~FDEG
1102,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275136180,https://www.fedex.com/fedextrack/?trknbr=280275136180&trkqual=12028~280275136180~FDEG
195,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275049074,https://www.fedex.com/fedextrack/?trknbr=280275049074&trkqual=12028~280275049074~FDEG
4249,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280284501858,https://www.fedex.com/fedextrack/?trknbr=280284501858&trkqual=12028~280284501858~FDEG
2591,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700393845,https://www.fedex.com/fedextrack/?trknbr=412700393845&trkqual=12028~412700393845~FDEG
2682,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395090,https://www.fedex.com/fedextrack/?trknbr=412700395090&trkqual=12028~412700395090~FDEG
2814,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700392345,https://www.fedex.com/fedextrack/?trknbr=412700392345&trkqual=12028~412700392345~FDEG
2947,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280214198496,https://www.fedex.com/fedextrack/?trknbr=280214198496&trkqual=12028~280214198496~FDEG
1381,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280282746282,https://www.fedex.com/fedextrack/?trknbr=280282746282&trkqual=12028~280282746282~FDEG
1485,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280283988008,https://www.fedex.com/fedextrack/?trknbr=280283988008&trkqual=12028~280283988008~FDEG
1107,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275147122,https://www.fedex.com/fedextrack/?trknbr=280275147122&trkqual=12028~280275147122~FDEG
1230,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280349019592,https://www.fedex.com/fedextrack/?trknbr=280349019592&trkqual=12028~280349019592~FDEG
1324,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280328263173,https://www.fedex.com/fedextrack/?trknbr=280328263173&trkqual=12028~280328263173~FDEG
3848,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338080403,https://www.fedex.com/fedextrack/?trknbr=280338080403&trkqual=12028~280338080403~FDEG
3861,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280350374863,https://www.fedex.com/fedextrack/?trknbr=280350374863&trkqual=12028~280350374863~FDEG
2916,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700392724,https://www.fedex.com/fedextrack/?trknbr=412700392724&trkqual=12028~412700392724~FDEG
5477,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280331095364,https://www.fedex.com/fedextrack/?trknbr=280331095364&trkqual=12028~280331095364~FDEG
4416,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280366885304,https://www.fedex.com/fedextrack/?trknbr=280366885304&trkqual=12028~280366885304~FDEG
924,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280350069650,https://www.fedex.com/fedextrack/?trknbr=280350069650&trkqual=12028~280350069650~FDEG
1046,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275130528,https://www.fedex.com/fedextrack/?trknbr=280275130528&trkqual=12028~280275130528~FDEG
3847,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280358118663,https://www.fedex.com/fedextrack/?trknbr=280358118663&trkqual=12028~280358118663~FDEG
3712,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280277917570,https://www.fedex.com/fedextrack/?trknbr=280277917570&trkqual=12028~280277917570~FDEG
4284,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280350445539,https://www.fedex.com/fedextrack/?trknbr=280350445539&trkqual=12028~280350445539~FDEG
2614,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395035,https://www.fedex.com/fedextrack/?trknbr=412700395035&trkqual=12028~412700395035~FDEG
2712,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700390743,https://www.fedex.com/fedextrack/?trknbr=412700390743&trkqual=12028~412700390743~FDEG
2617,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280213317127,https://www.fedex.com/fedextrack/?trknbr=280213317127&trkqual=12028~280213317127~FDEG
3477,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280214203102,https://www.fedex.com/fedextrack/?trknbr=280214203102&trkqual=12028~280214203102~FDEG
1397,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280354616350,https://www.fedex.com/fedextrack/?trknbr=280354616350&trkqual=12028~280354616350~FDEG
1512,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280353057699,https://www.fedex.com/fedextrack/?trknbr=280353057699&trkqual=12028~280353057699~FDEG
1109,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275153702,https://www.fedex.com/fedextrack/?trknbr=280275153702&trkqual=12028~280275153702~FDEG
1252,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280282503376,https://www.fedex.com/fedextrack/?trknbr=280282503376&trkqual=12028~280282503376~FDEG
1334,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280267928624,https://www.fedex.com/fedextrack/?trknbr=280267928624&trkqual=12028~280267928624~FDEG
3705,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280325643677,https://www.fedex.com/fedextrack/?trknbr=280325643677&trkqual=12028~280325643677~FDEG
3366,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338058960,https://www.fedex.com/fedextrack/?trknbr=280338058960&trkqual=12028~280338058960~FDEG
2954,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395274,https://www.fedex.com/fedextrack/?trknbr=412700395274&trkqual=12028~412700395274~FDEG
3484,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388629,https://www.fedex.com/fedextrack/?trknbr=412700388629&trkqual=12028~412700388629~FDEG
4699,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280377577967,https://www.fedex.com/fedextrack/?trknbr=280377577967&trkqual=12028~280377577967~FDEG
869,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280274497059,https://www.fedex.com/fedextrack/?trknbr=280274497059&trkqual=12028~280274497059~FDEG
1044,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275129064,https://www.fedex.com/fedextrack/?trknbr=280275129064&trkqual=12028~280275129064~FDEG
1105,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275138080,https://www.fedex.com/fedextrack/?trknbr=280275138080&trkqual=12028~280275138080~FDEG
3227,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280281201688,https://www.fedex.com/fedextrack/?trknbr=280281201688&trkqual=12028~280281201688~FDEG
4259,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275078519,https://www.fedex.com/fedextrack/?trknbr=280275078519&trkqual=12028~280275078519~FDEG
2604,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700390732,https://www.fedex.com/fedextrack/?trknbr=412700390732&trkqual=12028~412700390732~FDEG
2705,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395105,https://www.fedex.com/fedextrack/?trknbr=412700395105&trkqual=12028~412700395105~FDEG
2609,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280214176333,https://www.fedex.com/fedextrack/?trknbr=280214176333&trkqual=12028~280214176333~FDEG
3473,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280210374157,https://www.fedex.com/fedextrack/?trknbr=280210374157&trkqual=12028~280210374157~FDEG
1384,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280350396938,https://www.fedex.com/fedextrack/?trknbr=280350396938&trkqual=12028~280350396938~FDEG
1492,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280284535250,https://www.fedex.com/fedextrack/?trknbr=280284535250&trkqual=12028~280284535250~FDEG
1108,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275151787,https://www.fedex.com/fedextrack/?trknbr=280275151787&trkqual=12028~280275151787~FDEG
1240,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280278140745,https://www.fedex.com/fedextrack/?trknbr=280278140745&trkqual=12028~280278140745~FDEG
1328,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280355166450,https://www.fedex.com/fedextrack/?trknbr=280355166450&trkqual=12028~280355166450~FDEG
5499,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275090038,https://www.fedex.com/fedextrack/?trknbr=280275090038&trkqual=12028~280275090038~FDEG
4238,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280328701981,https://www.fedex.com/fedextrack/?trknbr=280328701981&trkqual=12028~280328701981~FDEG
2929,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700393650,https://www.fedex.com/fedextrack/?trknbr=412700393650&trkqual=12028~412700393650~FDEG
3471,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700389084,https://www.fedex.com/fedextrack/?trknbr=412700389084&trkqual=12028~412700389084~FDEG
931,10/14/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700408370,https://www.fedex.com/fedextrack/?trknbr=412700408370&trkqual=12028~412700408370~FDEG
2481,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700389809,https://www.fedex.com/fedextrack/?trknbr=412700389809&trkqual=12028~412700389809~FDEG
3643,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280353624980,https://www.fedex.com/fedextrack/?trknbr=280353624980&trkqual=12028~280353624980~FDEG
4435,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280367572997,https://www.fedex.com/fedextrack/?trknbr=280367572997&trkqual=12028~280367572997~FDEG
3102,10/8/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280366741380,https://www.fedex.com/fedextrack/?trknbr=280366741380&trkqual=12028~280366741380~FDEG
1012,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275126249,https://www.fedex.com/fedextrack/?trknbr=280275126249&trkqual=12028~280275126249~FDEG
1074,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275135092,https://www.fedex.com/fedextrack/?trknbr=280275135092&trkqual=12028~280275135092~FDEG
3778,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280353894170,https://www.fedex.com/fedextrack/?trknbr=280353894170&trkqual=12028~280353894170~FDEG
5311,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280275072624,https://www.fedex.com/fedextrack/?trknbr=280275072624&trkqual=12028~280275072624~FDEG
2585,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388880,https://www.fedex.com/fedextrack/?trknbr=412700388880&trkqual=12028~412700388880~FDEG
2647,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700388651,https://www.fedex.com/fedextrack/?trknbr=412700388651&trkqual=12028~412700388651~FDEG
2772,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700390787,https://www.fedex.com/fedextrack/?trknbr=412700390787&trkqual=12028~412700390787~FDEG
2865,10/3/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280214186530,https://www.fedex.com/fedextrack/?trknbr=280214186530&trkqual=12028~280214186530~FDEG
1369,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280355169871,https://www.fedex.com/fedextrack/?trknbr=280355169871&trkqual=12028~280355169871~FDEG
1457,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280348565923,https://www.fedex.com/fedextrack/?trknbr=280348565923&trkqual=12028~280348565923~FDEG
1550,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280283716220,https://www.fedex.com/fedextrack/?trknbr=280283716220&trkqual=12028~280283716220~FDEG
1199,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338614464,https://www.fedex.com/fedextrack/?trknbr=280338614464&trkqual=12028~280338614464~FDEG
1308,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280355161664,https://www.fedex.com/fedextrack/?trknbr=280355161664&trkqual=12028~280355161664~FDEG
3799,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280282511960,https://www.fedex.com/fedextrack/?trknbr=280282511960&trkqual=12028~280282511960~FDEG
4335,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280338085758,https://www.fedex.com/fedextrack/?trknbr=280338085758&trkqual=12028~280338085758~FDEG
2845,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395208,https://www.fedex.com/fedextrack/?trknbr=412700395208&trkqual=12028~412700395208~FDEG
5447,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700428648,https://www.fedex.com/fedextrack/?trknbr=412700428648&trkqual=12028~412700428648~FDEG
3434,10/15/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280686556870,https://www.fedex.com/fedextrack/?trknbr=280686556870&trkqual=12028~280686556870~FDEG
4601,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700466980,https://www.fedex.com/fedextrack/?trknbr=412700466980&trkqual=12028~412700466980~FDEG
62,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280421745945,https://www.fedex.com/fedextrack/?trknbr=280421745945&trkqual=12028~280421745945~FDEG
461,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280242102044,https://www.fedex.com/fedextrack/?trknbr=280242102044&trkqual=12028~280242102044~FDEG
12,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280236877881,https://www.fedex.com/fedextrack/?trknbr=280236877881&trkqual=12028~280236877881~FDEG
35,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280226017655,https://www.fedex.com/fedextrack/?trknbr=280226017655&trkqual=12028~280226017655~FDEG
115,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280237132839,https://www.fedex.com/fedextrack/?trknbr=280237132839&trkqual=12028~280237132839~FDEG
583,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280240867519,https://www.fedex.com/fedextrack/?trknbr=280240867519&trkqual=12028~280240867519~FDEG
607,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280270333336,https://www.fedex.com/fedextrack/?trknbr=280270333336&trkqual=12028~280270333336~FDEG
133,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280245548193,https://www.fedex.com/fedextrack/?trknbr=280245548193&trkqual=12028~280245548193~FDEG
687,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280240354240,https://www.fedex.com/fedextrack/?trknbr=280240354240&trkqual=12028~280240354240~FDEG
696,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280242032364,https://www.fedex.com/fedextrack/?trknbr=280242032364&trkqual=12028~280242032364~FDEG
750,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280241217558,https://www.fedex.com/fedextrack/?trknbr=280241217558&trkqual=12028~280241217558~FDEG
786,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280259227333,https://www.fedex.com/fedextrack/?trknbr=280259227333&trkqual=12028~280259227333~FDEG
815,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280250958735,https://www.fedex.com/fedextrack/?trknbr=280250958735&trkqual=12028~280250958735~FDEG
865,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280259238282,https://www.fedex.com/fedextrack/?trknbr=280259238282&trkqual=12028~280259238282~FDEG
916,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280255144658,https://www.fedex.com/fedextrack/?trknbr=280255144658&trkqual=12028~280255144658~FDEG
965,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280247032241,https://www.fedex.com/fedextrack/?trknbr=280247032241&trkqual=12028~280247032241~FDEG
989,10/4/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280259295863,https://www.fedex.com/fedextrack/?trknbr=280259295863&trkqual=12028~280259295863~FDEG
3291,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395425,https://www.fedex.com/fedextrack/?trknbr=412700395425&trkqual=12028~412700395425~FDEG
2962,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700391739,https://www.fedex.com/fedextrack/?trknbr=412700391739&trkqual=12028~412700391739~FDEG
2457,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280283292376,https://www.fedex.com/fedextrack/?trknbr=280283292376&trkqual=12028~280283292376~FDEG
2508,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280358847202,https://www.fedex.com/fedextrack/?trknbr=280358847202&trkqual=12028~280358847202~FDEG
107,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280422054443,https://www.fedex.com/fedextrack/?trknbr=280422054443&trkqual=12028~280422054443~FDEG
146,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280432133953,https://www.fedex.com/fedextrack/?trknbr=280432133953&trkqual=12028~280432133953~FDEG
210,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465436209,https://www.fedex.com/fedextrack/?trknbr=280465436209&trkqual=12028~280465436209~FDEG
7156,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280738495257,https://www.fedex.com/fedextrack/?trknbr=280738495257&trkqual=12028~280738495257~FDEG
866,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700431839,https://www.fedex.com/fedextrack/?trknbr=412700431839&trkqual=12028~412700431839~FDEG
1064,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700429232,https://www.fedex.com/fedextrack/?trknbr=412700429232&trkqual=12028~412700429232~FDEG
1236,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700429390,https://www.fedex.com/fedextrack/?trknbr=412700429390&trkqual=12028~412700429390~FDEG
1450,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700429596,https://www.fedex.com/fedextrack/?trknbr=412700429596&trkqual=12028~412700429596~FDEG
2254,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700430203,https://www.fedex.com/fedextrack/?trknbr=412700430203&trkqual=12028~412700430203~FDEG
2528,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700430339,https://www.fedex.com/fedextrack/?trknbr=412700430339&trkqual=12028~412700430339~FDEG
2761,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700427983,https://www.fedex.com/fedextrack/?trknbr=412700427983&trkqual=12028~412700427983~FDEG
3222,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700430821,https://www.fedex.com/fedextrack/?trknbr=412700430821&trkqual=12028~412700430821~FDEG
5197,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700431380,https://www.fedex.com/fedextrack/?trknbr=412700431380&trkqual=12028~412700431380~FDEG
5319,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700431427,https://www.fedex.com/fedextrack/?trknbr=412700431427&trkqual=12028~412700431427~FDEG
5432,10/15/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280686578841,https://www.fedex.com/fedextrack/?trknbr=280686578841&trkqual=12028~280686578841~FDEG
3874,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700428372,https://www.fedex.com/fedextrack/?trknbr=412700428372&trkqual=12028~412700428372~FDEG
3725,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280686560482,https://www.fedex.com/fedextrack/?trknbr=280686560482&trkqual=12028~280686560482~FDEG
3469,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700391305,https://www.fedex.com/fedextrack/?trknbr=412700391305&trkqual=12028~412700391305~FDEG
3595,10/11/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700395594,https://www.fedex.com/fedextrack/?trknbr=412700395594&trkqual=12028~412700395594~FDEG
2453,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280279335440,https://www.fedex.com/fedextrack/?trknbr=280279335440&trkqual=12028~280279335440~FDEG
2494,10/7/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280358844626,https://www.fedex.com/fedextrack/?trknbr=280358844626&trkqual=12028~280358844626~FDEG
103,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465407268,https://www.fedex.com/fedextrack/?trknbr=280465407268&trkqual=12028~280465407268~FDEG
141,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280388425254,https://www.fedex.com/fedextrack/?trknbr=280388425254&trkqual=12028~280388425254~FDEG
209,10/9/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,280465434044,https://www.fedex.com/fedextrack/?trknbr=280465434044&trkqual=12028~280465434044~FDEG
862,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700428865,https://www.fedex.com/fedextrack/?trknbr=412700428865&trkqual=12028~412700428865~FDEG
1034,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700428990,https://www.fedex.com/fedextrack/?trknbr=412700428990&trkqual=12028~412700428990~FDEG
1215,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700429379,https://www.fedex.com/fedextrack/?trknbr=412700429379&trkqual=12028~412700429379~FDEG
1444,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700427560,https://www.fedex.com/fedextrack/?trknbr=412700427560&trkqual=12028~412700427560~FDEG
1714,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700427674,https://www.fedex.com/fedextrack/?trknbr=412700427674&trkqual=12028~412700427674~FDEG
2234,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700430188,https://www.fedex.com/fedextrack/?trknbr=412700430188&trkqual=12028~412700430188~FDEG
2474,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700427891,https://www.fedex.com/fedextrack/?trknbr=412700427891&trkqual=12028~412700427891~FDEG
2730,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700430475,https://www.fedex.com/fedextrack/?trknbr=412700430475&trkqual=12028~412700430475~FDEG
5173,10/16/2024,PAPER 15IN X 950 FT BRN,100713349,1,FedEx Ground,412700431357,https://www.fedex.com/fedextrack/?trknbr=412700431357&trkqual=12028~412700431357~FDEG
