Store #,City,Category,Declaration Category,Declared Item,UPC,Effective Date
2404,SAN ANTONIO,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
2404,SAN ANTONIO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
561,EASTLAND,Milk,Skim Quart Milk,NOT CARRIED - NOT DECLARED,NOT CARRIED ,
2404,SAN ANTONIO,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
2404,SAN ANTONIO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
2404,SAN ANTONIO,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
2404,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
2404,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
2404,SAN ANTONIO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
2404,SAN ANTONIO,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
2404,SAN ANTONIO,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
2404,SAN ANTONIO,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
2404,SAN ANTONIO,,,,,
2427,DALLAS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
2427,DALLAS,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
2427,DALLAS,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
2427,DALLAS,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2427,DALLAS,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
2427,DALLAS,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
2427,DALLAS,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
2427,DALLAS,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
2427,DALLAS,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
2427,DALLAS,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
2427,DALLAS,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
2427,DALLAS,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
2427,DALLAS,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
2427,DALLAS,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
2427,DALLAS,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
2427,DALLAS,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
2427,DALLAS,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
2427,DALLAS,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2427,DALLAS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
2427,DALLAS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
2427,DALLAS,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,8/28/2019
2427,DALLAS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
2427,DALLAS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
2427,DALLAS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
2427,DALLAS,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
2427,DALLAS,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
2427,DALLAS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
2427,DALLAS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
2427,DALLAS,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
2427,DALLAS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
2427,DALLAS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
2427,DALLAS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
2427,DALLAS,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2427,DALLAS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
2427,DALLAS,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2427,DALLAS,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
2427,DALLAS,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
2427,DALLAS,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
2427,DALLAS,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
2427,DALLAS,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
2427,DALLAS,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
2427,DALLAS,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
2427,DALLAS,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
600,PAMPA,Milk,Skim Quart Milk,NOT CARRIED - NOT DECLARED,NOT CARRIED ,
2427,DALLAS,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
2427,DALLAS,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
2427,DALLAS,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
2427,DALLAS,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
2427,DALLAS,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
2427,DALLAS,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
2427,DALLAS,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
2427,DALLAS,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
2427,DALLAS,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
2427,DALLAS,,,,,
2433,GARLAND,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
2433,GARLAND,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
2433,GARLAND,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
2433,GARLAND,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2433,GARLAND,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
2433,GARLAND,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
2433,GARLAND,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
2433,GARLAND,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
2433,GARLAND,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
2433,GARLAND,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
2433,GARLAND,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
2433,GARLAND,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
2433,GARLAND,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
2433,GARLAND,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
2433,GARLAND,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
2433,GARLAND,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
2433,GARLAND,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
2433,GARLAND,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2433,GARLAND,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
2433,GARLAND,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
2433,GARLAND,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2433,GARLAND,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
2433,GARLAND,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,10/28/2019
2433,GARLAND,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
2433,GARLAND,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
2433,GARLAND,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
2433,GARLAND,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
2433,GARLAND,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
2433,GARLAND,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
2433,GARLAND,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
2433,GARLAND,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
2433,GARLAND,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
2433,GARLAND,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2433,GARLAND,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
2433,GARLAND,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2433,GARLAND,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
2433,GARLAND,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
2433,GARLAND,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
2433,GARLAND,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
2433,GARLAND,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
2433,GARLAND,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
2433,GARLAND,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
2433,GARLAND,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
601,SAN ANGELO,Milk,Skim Quart Milk,NOT CARRIED - NOT DECLARED,NOT CARRIED ,
2433,GARLAND,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
2433,GARLAND,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
2433,GARLAND,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
2433,GARLAND,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
2433,GARLAND,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
2433,GARLAND,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
2433,GARLAND,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
2433,GARLAND,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
2433,GARLAND,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
2433,GARLAND,,,,,
2439,BAYTOWN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
2439,BAYTOWN,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
2439,BAYTOWN,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
2439,BAYTOWN,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2439,BAYTOWN,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
2439,BAYTOWN,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
2439,BAYTOWN,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
2439,BAYTOWN,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
2439,BAYTOWN,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
2439,BAYTOWN,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
2439,BAYTOWN,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
2439,BAYTOWN,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
2439,BAYTOWN,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
2439,BAYTOWN,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
2439,BAYTOWN,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
2439,BAYTOWN,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
2439,BAYTOWN,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
2439,BAYTOWN,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2439,BAYTOWN,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
2439,BAYTOWN,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,
2439,BAYTOWN,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2439,BAYTOWN,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
2439,BAYTOWN,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
2439,BAYTOWN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
2439,BAYTOWN,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
2439,BAYTOWN,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
2439,BAYTOWN,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
2439,BAYTOWN,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
2439,BAYTOWN,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
2439,BAYTOWN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
2439,BAYTOWN,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
2439,BAYTOWN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
2439,BAYTOWN,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2439,BAYTOWN,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
2439,BAYTOWN,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2439,BAYTOWN,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
2439,BAYTOWN,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
2439,BAYTOWN,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
2439,BAYTOWN,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
2439,BAYTOWN,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
2439,BAYTOWN,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
2439,BAYTOWN,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
2439,BAYTOWN,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
755,AMARILLO,Milk,Skim Quart Milk,NOT CARRIED - NOT DECLARED,NOT CARRIED ,
2439,BAYTOWN,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
2439,BAYTOWN,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
2439,BAYTOWN,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
2439,BAYTOWN,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
2439,BAYTOWN,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
2439,BAYTOWN,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
2439,BAYTOWN,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
2439,BAYTOWN,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
2439,BAYTOWN,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
2439,BAYTOWN,,,,,
2463,FRISCO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
2463,FRISCO,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
2463,FRISCO,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
2463,FRISCO,Cheese,Colby 2 lb,GV Colby 2lb - 07874211463,7874211463,
2463,FRISCO,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
2463,FRISCO,Cheese,Longhorn Cheddar,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2463,FRISCO,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
2463,FRISCO,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
2463,FRISCO,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
2463,FRISCO,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
2463,FRISCO,Cheese,Monterey Jack - 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2463,FRISCO,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
2463,FRISCO,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
2463,FRISCO,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
2463,FRISCO,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
2463,FRISCO,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
2463,FRISCO,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
2463,FRISCO,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
2463,FRISCO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
2463,FRISCO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
2463,FRISCO,Frozen Juice,Orange 12 oz - Other Country Style Frozen,GV Orange County Style 12 oz Frozen - 7874243084,7874243084,10/28/2019
2463,FRISCO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
2463,FRISCO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
2463,FRISCO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
2463,FRISCO,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
2463,FRISCO,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
2463,FRISCO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
2463,FRISCO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
2463,FRISCO,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
2463,FRISCO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
2463,FRISCO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
2463,FRISCO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
2463,FRISCO,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2463,FRISCO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
2463,FRISCO,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
2463,FRISCO,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
2463,FRISCO,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
2463,FRISCO,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
2463,FRISCO,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
2463,FRISCO,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
2463,FRISCO,Milk,1% Quart Milk,Oak Farms 1% Quart - 7002635126,7002635126,
2463,FRISCO,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
2463,FRISCO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
2973,MURPHY,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
2463,FRISCO,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
2463,FRISCO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
2463,FRISCO,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
2463,FRISCO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
2463,FRISCO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
2463,FRISCO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
