Store Number,State,City,Group Number
1217,NC,FRANKLIN,4
1218,AZ,CASA GRANDE,4
1219,FL,JACKSONVILLE,4
1220,FL,ORLANDO,4
1221,KS,WICHITA,4
1222,FL,PENSACOLA,4
1223,FL,TALLAHASSEE,4
1224,FL,PENSACOLA,4
1225,FL,ORANGE PARK,4
1226,TN,ASHLAND CITY,4
1227,GA,AUGUSTA,4
1228,IL,ROUND LAKE BEACH,4
1229,AL,HOOVER,4
1231,CO,THORNTON,4
1232,TX,BELTON,4
1234,KY,MONTICELLO,4
1235,TX,SAN ANTONIO,4
1236,NC,GOLDSBORO,4
1238,NC,FAYETTEVILLE,4
1239,OH,URBANA,4
1240,AZ,SIERRA VISTA,4
1241,IA,DAVENPORT,4
1242,NC,HENDERSONVILLE,4
1243,VA,MARTINSVILLE,4
1244,SC,TAYLORS,4
1245,FL,LAKELAND,4
1247,KY,HAZARD,4
1248,TN,MEMPHIS,4
1249,TX,SAN ANGELO,4
1253,TX,AUSTIN,4
1254,TX,BELLMEAD,4
1255,NC,LAURINBURG,4
1256,IL,JOLIET,4
1259,KY,CORBIN,4
1260,MS,LUCEDALE,4
1261,NC,FAYETTEVILLE,4
1263,IN,EVANSVILLE,4
1264,OH,BELLEFONTAINE,4
1266,LA,BATON ROUGE,4
1267,WI,SUN PRAIRIE,4
1268,NC,WHITEVILLE,4
1270,SC,NORTH AUGUSTA,4
1271,MS,MERIDIAN,4
1272,TX,SNYDER,4
1273,CO,FOUNTAIN,4
1274,WI,WHITEWATER,4
1276,WI,SHEBOYGAN,4
1277,WI,BLACK RIVER FALLS,4
1279,TX,HOUSTON,4
1280,CO,GRAND JUNCTION,4
1281,SC,SPARTANBURG,4
1283,FL,STARKE,4
1284,AL,PHENIX CITY,4
1285,IA,OTTUMWA,4
1286,SC,COLUMBIA,4
1287,NC,BURLINGTON,4
1288,NC,ROXBORO,4
1289,OH,WILMINGTON,4
1290,NC,WILKESBORO,4
1291,AZ,TUCSON,4
1292,VA,CHRISTIANSBURG,4
1293,GA,AUGUSTA,4
1294,IN,MARION,4
1296,TX,SAN BENITO,4
1297,FL,CHIEFLAND,4
1298,NC,JACKSONVILLE,4
1299,AZ,COTTONWOOD,4
1300,NC,NEW BERN,4
1301,VA,ROANOKE,4
1303,TX,GEORGETOWN,4
1305,WI,JANESVILLE,4
1306,NM,ALAMOGORDO,4
1307,IL,BOURBONNAIS,4
1308,CO,LITTLETON,4
1309,VA,SALEM,4
1310,IN,TERRE HAUTE,4
1311,GA,COLUMBUS,4
1312,NC,SPRING LAKE,4
1313,TX,SAN ANTONIO,4
1314,GA,BUFORD,4
1316,WI,STURGEON BAY,4
1317,NC,ASHEVILLE,4
1318,TN,KNOXVILLE,4
1319,TN,KNOXVILLE,4
1320,TN,KNOXVILLE,4
1321,NC,SMITHFIELD,4
1322,NC,LEXINGTON,4
1323,IL,PEORIA,4
1324,AZ,NOGALES,4
1325,AZ,TUCSON,4
1326,NE,GRAND ISLAND,4
1329,IN,LOGANSPORT,4
1330,OH,LIMA,4
1331,OH,SIDNEY,4
1332,NE,SOUTH SIOUX CITY,4
1333,OH,VAN WERT,4
1334,AZ,CLAYPOOL,4
1335,VA,LEXINGTON,4
1336,VA,MARION,4
1337,NC,ELKIN,4
1338,GA,COLUMBUS,4
1339,SC,COLUMBIA,4
1340,GA,LITHONIA,4
1341,IN,EVANSVILLE,4
1342,LA,KENNER,4
1344,VA,STAUNTON,4
1345,VA,SOUTH BOSTON,4
1346,MS,OCEAN SPRINGS,4
1348,NC,WILMINGTON,4
1349,FL,SUNRISE,4
1350,VA,LYNCHBURG,4
1351,WV,BECKLEY,4
1353,LA,HARAHAN,4
1354,NC,WASHINGTON,4
1355,NC,MOREHEAD CITY,4
1356,IN,MARTINSVILLE,4
1358,SC,WALTERBORO,4
1359,SC,NORTH CHARLESTON,4
1360,WV,FAYETTEVILLE,4
1362,FL,DESTIN,4
1367,GA,WARNER ROBINS,4
1368,OH,WEST UNION,4
1369,AZ,PAYSON,4
1370,AZ,BULLHEAD CITY,4
1371,IN,COLUMBUS,4
1372,NC,RALEIGH,4
1373,GA,LILBURN,4
1374,FL,ALTAMONTE SPRINGS,4
1375,FL,MARIANNA,4
1376,TN,HENDERSONVILLE,4
1377,IL,JOHNSBURG,4
1378,IN,GOSHEN,4
1379,NC,GREENVILLE,4
1381,AZ,APACHE JUNCTION,4
1382,SC,GREENWOOD,4
1383,SC,BEAUFORT,4
1384,CO,LA JUNTA,4
1385,NC,GASTONIA,4
1386,IL,PONTIAC,4
1387,FL,CORAL SPRINGS,4
1388,IN,KENDALLVILLE,4
1389,IA,BOONE,4
1390,FL,PINELLAS PARK,4
1391,FL,DAYTONA BEACH,4
1392,NC,WILMINGTON,4
1393,IA,OSKALOOSA,4
1394,WI,GREENFIELD,4
1395,IL,CENTRALIA,4
1397,NM,ALBUQUERQUE,4
1398,FL,LAKE WORTH,4
1399,VA,BEDFORD,4
1400,GA,ATHENS,4
1401,IL,NAPERVILLE,4
1403,GA,CORNELIA,4
1404,IL,LAKE ZURICH,4
1405,TX,BAY CITY,4
1406,VA,WINCHESTER,4
1408,FL,TALLAHASSEE,4
1409,TX,HOUSTON,4
1410,OH,TROY,4
1411,AZ,GREEN VALLEY,4
1412,WY,LARAMIE,4
1413,IL,CRYSTAL LAKE,4
1414,NM,BELEN,4
1415,IA,SPIRIT LAKE,4
1416,OH,NAPOLEON,4
1417,AZ,PRESCOTT,4
1418,IL,O FALLON,4
1419,IN,FORT WAYNE,4
1420,IL,STREAMWOOD,4
1421,IL,WASHINGTON,4
1422,MI,ALMA,4
1424,VA,COLONIAL HEIGHTS,4
1425,IN,COLUMBIA CITY,4
1426,KY,ASHLAND,4
1427,OH,CIRCLEVILLE,4
1428,MI,MOUNT PLEASANT,4
1429,OH,FREMONT,4
1430,WI,OSHKOSH,4
1431,IA,KEOKUK,4
1432,MI,CADILLAC,4
1433,OH,CELINA,4
1434,CO,COLORADO SPRINGS,4
1435,IA,CRESTON,4
1436,FL,GREENACRES,4
1438,UT,CEDAR CITY,4
1440,UT,TOOELE,4
1441,OH,MASON,4
1443,OH,CINCINNATI,4
1444,FL,JACKSONVILLE,4
1445,OH,PORT CLINTON,4
1446,WI,RICE LAKE,4
1447,WI,SUPERIOR,4
1448,OH,ASHLAND,4
1449,WI,MANITOWOC,4
1450,WV,RIPLEY,4
1451,IL,BEARDSTOWN,4
1452,NC,CHARLOTTE,4
1453,WI,GREEN BAY,4
1454,IL,QUINCY,4
1455,TX,FORT WORTH,4
1458,GA,FORT OGLETHORPE,4
1459,IN,INDIANAPOLIS,4
1460,NE,HASTINGS,4
1461,WY,ROCK SPRINGS,4
1462,AL,GREENVILLE,4
1463,OH,XENIA,4
1464,NC,CHARLOTTE,4
1465,VA,DANVILLE,4
1466,TN,JACKSBORO,4
1467,TN,JAMESTOWN,4
1469,TN,CHATTANOOGA,4
1470,MN,WILLMAR,4
1471,WI,NEW LONDON,4
1472,MN,HASTINGS,4
1473,MN,MANKATO,4
1474,AZ,YUMA,4
1475,IA,WASHINGTON,4
1476,IN,CLARKSVILLE,4
1477,WV,SUMMERSVILLE,4
1478,OH,SOUTH POINT,4
1479,IN,VALPARAISO,4
1481,AL,HOMEWOOD,4
1482,FL,TAMPA,4
1483,SD,YANKTON,4
1485,WY,GILLETTE,4
1486,VA,FARMVILLE,4
1487,IN,MICHIGAN CITY,4
1488,GA,DOUGLASVILLE,4
1489,IL,VERNON HILLS,4
1490,IL,ROCKFORD,4
1491,IA,INDIANOLA,4
1493,AL,MONROEVILLE,4
1494,TX,CORPUS CHRISTI,4
1495,OH,HUBER HEIGHTS,4
1496,IA,WATERLOO,4
1497,IL,RICHTON PARK,4
1498,NC,GREENSBORO,4
1499,WV,LEWISBURG,4
1500,SD,WATERTOWN,4
1501,FL,TAMPA,4
1502,NC,ROANOKE RAPIDS,4
1504,OH,DAYTON,4
1507,KS,WICHITA,4
1508,WY,SHERIDAN,4
1509,IA,MAQUOKETA,4
1510,KY,FLORENCE,4
1511,FL,MIRAMAR,4
1512,AZ,CHANDLER,4
1513,FL,PALM HARBOR,4
1514,MO,ARNOLD,4
1515,WI,GERMANTOWN,4
1516,TX,BORGER,4
1517,FL,POMPANO BEACH,4
1519,OH,JACKSON,4
1520,SD,ABERDEEN,4
1521,OH,CINCINNATI,4
1522,WV,ELKINS,4
1523,VA,GLEN ALLEN,4
1524,VA,CHESTER,4
1525,VA,MECHANICSVILLE,4
1526,IA,STORM LAKE,4
1527,NC,ELIZABETH CITY,4
1528,IA,CEDAR RAPIDS,4
1529,PA,YORK,4
1530,MS,CLEVELAND,4
1531,IL,CARPENTERSVILLE,4
1532,AZ,GLENDALE,4
1533,AZ,PEORIA,4
1534,ND,BISMARCK,4
1535,SD,SIOUX FALLS,4
1536,FL,ST PETERSBURG,4
1537,PA,GETTYSBURG,4
1538,SD,BROOKINGS,4
1539,OH,ONTARIO,4
1540,MI,SOUTH HAVEN,4
1541,FL,WEST PALM BEACH,4
1543,SD,SPEARFISH,4
1544,WV,CLARKSBURG,4
1545,ND,GRAND FORKS,4
1546,IA,IOWA FALLS,4
1547,IN,LAFAYETTE,4
1549,AZ,PHOENIX,4
1551,WI,FRANKLIN,4
1552,NC,SALISBURY,4
1553,IL,BLOOMINGDALE,4
1554,CA,STOCKTON,4
1555,CA,EL CENTRO,4
1556,IL,ORLAND HILLS,4
1557,IN,FISHERS,4
1558,NC,EDEN,4
1559,NV,LAS VEGAS,4
1560,NV,LAS VEGAS,4
1561,TN,MEMPHIS,4
1562,MN,COON RAPIDS,4
1563,CA,LANCASTER,4
1564,OH,NEW BOSTON,4
1565,ND,WILLISTON,4
1566,IN,GOSHEN,4
1567,ND,DICKINSON,4
1568,PA,HERMITAGE,4
1569,KY,MAYSVILLE,4
1571,WI,MUKWONAGO,4
1572,UT,VERNAL,4
1574,CA,BAKERSFIELD,4
1575,CA,OROVILLE,4
1576,IN,SCHERERVILLE,4
1578,GA,ROSWELL,4
1579,NC,OXFORD,4
1580,IN,INDIANAPOLIS,4
1581,ND,FARGO,4
1583,CA,MADERA,4
1584,NV,LAS VEGAS,4
1585,NE,NORTH PLATTE,4
1586,GA,AUSTELL,4
1587,CA,MODESTO,4
1588,CA,VICTORVILLE,4
1589,FL,DELRAY BEACH,4
1590,FL,HIALEAH,4
1591,PA,HARRISBURG,4
1592,MI,BAD AXE,4
1593,MI,COLDWATER,4
1594,OH,HEATH,4
1595,OH,MARYSVILLE,4
1596,IL,BOLINGBROOK,4
1597,OK,TULSA,4
1598,AZ,PHOENIX,4
1599,KS,OVERLAND PARK,4
1600,CA,RIDGECREST,4
1601,IN,CARMEL,4
1604,SD,RAPID CITY,4
1605,FL,PENSACOLA,4
1606,TN,HIXSON,4
1607,PA,LEWISTOWN,4
1608,CA,RED BLUFF,4
1611,MI,FORT GRATIOT,4
1612,AZ,TUCSON,4
1613,NC,HIGH POINT,4
1614,NC,DURHAM,4
1615,CA,PITTSBURG,4
1616,CA,SUSANVILLE,4
1617,WY,CASPER,4
1618,IN,MERRILLVILLE,4
1619,NY,ROCHESTER,4
1620,AL,BREWTON,4
1621,IA,CENTERVILLE,4
1623,PA,WILKES BARRE,4
1624,CA,BAKERSFIELD,4
1625,IA,LE MARS,4
1626,OK,OKLAHOMA CITY,4
1627,MN,DILWORTH,4
1628,OH,SANDUSKY,4
1629,IN,BRAZIL,4
1630,CA,YREKA,4
1633,MN,SARTELL,4
1634,MN,LITTLE FALLS,4
1635,WI,WAUKESHA,4
1636,ND,MINOT,4
1637,NE,OMAHA,4
1638,AL,EUFAULA,4
1640,PA,STATE COLLEGE,4
1641,NC,WILLIAMSTON,4
1642,MI,CHARLOTTE,4
1643,WI,FOND DU LAC,4
1644,PA,LEWISBURG,4
1645,CA,HANFORD,4
1646,AZ,MESA,4
1647,IN,DECATUR,4
1648,NV,CARSON CITY,4
1649,ND,JAMESTOWN,4
1650,WI,SAUKVILLE,4
1651,CA,AMERICAN CANYON,4
1652,VA,DUBLIN,4
1653,WV,WESTON,4
1655,IN,CRAWFORDSVILLE,4
1656,PA,MEADVILLE,4
1657,MN,FARIBAULT,4
1658,GA,THOMSON,4
1659,CO,BRIGHTON,4
1660,CA,PALMDALE,4
1661,NC,KINSTON,4
1662,NC,STATESVILLE,4
1663,NC,WAYNESVILLE,4
1664,NC,WILSON,4
1665,IN,MUNCIE,4
1666,NC,CHARLOTTE,4
1667,IN,WABASH,4
1668,IL,GURNEE,4
1669,WI,EAU CLAIRE,4
1670,PA,WYOMISSING,4
1671,NE,PAPILLION,4
1673,NY,CANANDAIGUA,4
1674,MD,HAGERSTOWN,4
1675,KY,LEBANON,4
1676,IN,TELL CITY,4
1677,NY,NEW HARTFORD,4
1678,WI,DELAFIELD,4
1680,FL,KENDALL,4
1681,IL,MOUNT PROSPECT,4
1682,VA,CHESAPEAKE,4
1683,IA,SHENANDOAH,4
1684,PA,EVERETT,4
1686,UT,TAYLORSVILLE,4
1687,VA,SUFFOLK,4
1688,VA,VIRGINIA BEACH,4
1689,CO,AURORA,4
1690,IL,DECATUR,4
1691,KS,OVERLAND PARK,4
1692,CA,COLTON,4
1693,CA,REDLANDS,4
1694,NC,MARION,4
1696,MN,FERGUS FALLS,4
1697,CA,ELK GROVE,4
1698,NH,HOOKSETT,4
1699,UT,LAYTON,4
1700,CA,POWAY,4
1702,FL,MELBOURNE,4
1703,WV,MARTINSBURG,4
1704,CA,VACAVILLE,4
1705,NY,WATERLOO,4
1707,OH,EAST LIVERPOOL,4
1708,UT,RIVERDALE,4
1709,IN,ANGOLA,4
1710,MS,CLINTON,4
1712,FL,LARGO,4
1713,IL,CANTON,4
1714,WV,FAIRMONT,4
1717,MD,WALDORF,4
1718,OH,FINDLAY,4
1719,MI,BIG RAPIDS,4
1720,GA,SNELLVILLE,4
1721,IA,IOWA CITY,4
1723,IA,DES MOINES,4
1724,OH,MILLERSBURG,4
1726,VA,HARRISONBURG,4
1727,WI,BERLIN,4
1728,IN,ANDERSON,4
1732,IA,DENISON,4
1733,MI,OWOSSO,4
1734,IL,CHAMPAIGN,4
1735,IL,WHEELING,4
1736,DE,DOVER,4
1738,MN,HUTCHINSON,4
1739,PA,WASHINGTON,4
1740,IL,FREEPORT,4
1741,DE,MILFORD,4
1742,NJ,TURNERSVILLE,4
1743,KY,HARLAN,4
1744,NY,WEBSTER,4
1745,IN,RICHMOND,4
1746,AZ,TEMPE,4
1747,CA,PERRIS,4
1748,SC,CHARLESTON,4
1749,NH,SOMERSWORTH,4
1750,OH,MARION,4
1751,NC,RALEIGH,4
1752,MI,BAY CITY,4
1753,NH,DERRY,4
1754,MI,HOWELL,4
1755,CA,ROHNERT PARK,4
1756,CA,FONTANA,4
1757,MN,HERMANTOWN,4
1758,IN,NEW CASTLE,4
1759,VA,GLOUCESTER,4
1760,CA,FOLSOM,4
1761,IL,GRANITE CITY,4
1762,NH,SEABROOK,4
1763,VA,BLUEFIELD,4
1764,IA,WINDSOR HEIGHTS,4
1765,PA,SOMERSET,4
1767,NC,SHALLOTTE,4
1768,UT,OREM,4
1769,PA,DU BOIS,4
1770,PA,CRANBERRY TOWNSHIP,4
1772,OR,KLAMATH FALLS,4
1773,VA,NEWPORT NEWS,4
1774,NC,SANFORD,4
1775,OR,LEBANON,4
1776,WI,WATERTOWN,4
1777,PA,READING,4
1779,IL,BRIDGEVIEW,4
1780,VA,CHARLOTTESVILLE,4
1781,NY,CORTLAND,4
1783,IN,PRINCETON,4
1784,OR,SALEM,4
1785,NH,HUDSON,4
1786,MN,EAGAN,4
1788,ME,SCARBOROUGH,4
1789,CA,LODI,4
1790,MI,MONROE,4
1791,MI,FREMONT,4
1792,PA,SAINT MARYS,4
1793,OR,WOODBURN,4
1794,PA,BLOOMSBURG,4
1795,NC,PISGAH FOREST,4
1796,NH,AMHERST,4
1797,ME,THOMASTON,4
1798,MI,CARO,4
1799,WI,PORTAGE,4
1800,TX,GARLAND,4
1801,TX,ARLINGTON,4
1803,TX,SAN ANTONIO,4
1804,IN,FORT WAYNE,4
1805,CA,LA QUINTA,4
1806,NY,GLOVERSVILLE,4
1807,NJ,WEST BERLIN,4
1808,CO,STEAMBOAT SPRINGS,4
1809,MI,JONESVILLE,4
1810,NY,FISHKILL,4
1811,VA,NORFOLK,4
1812,OH,WOOSTER,4
1813,NY,NEWARK,4
1814,IL,ELGIN,4
1816,NC,KNIGHTDALE,4
1817,OR,HERMISTON,4
1819,WI,MENOMONIE,4
1820,PA,KITTANNING,4
1823,PA,HANOVER,4
1825,VA,MANASSAS,4
1826,CA,VISALIA,4
1827,UT,PARK CITY,4
1828,WI,PLOVER,4
1829,SC,MARION,4
1830,NY,AUBURN,4
1831,NY,LIVERPOOL,4
1832,CA,PALM SPRINGS,4
1833,VA,FREDERICKSBURG,4
1834,OR,GRANTS PASS,4
1835,NY,VESTAL,4
1836,MI,ADRIAN,4
1837,TX,HUMBLE,4
1838,NV,LAS VEGAS,4
1839,OH,LORAIN,4
1840,CA,MANTECA,4
1841,VA,CHESAPEAKE,4
1842,NC,GREENSBORO,4
1843,OR,MCMINNVILLE,4
1844,NJ,TOMS RIVER,4
1845,FL,COOPER CITY,4
1846,AZ,DOUGLAS,4
1847,FL,OCALA,4
1848,IL,GLEN ELLYN,4
1849,NC,WINSTON SALEM,4
1850,PA,CHAMBERSBURG,4
1851,FL,NORTH LAUDERDALE,4
1852,VA,WOODBRIDGE,4
1853,CA,HEMET,4
1855,MN,EDEN PRAIRIE,4
1856,ME,BANGOR,4
1857,OH,MENTOR,4
1859,CA,CALEXICO,4
1860,MD,ELKTON,4
1861,MN,OAK PARK HEIGHTS,4
1862,CA,RIALTO,4
1863,OH,EASTLAKE,4
1864,MN,BROOKLYN PARK,4
1865,MN,REDWOOD FALLS,4
1866,ME,FARMINGTON,4
1867,MD,WESTMINSTER,4
1868,ME,AUBURN,4
1869,NJ,MARLTON,4
1870,WA,PULLMAN,4
1872,MT,HELENA,4
1873,RI,CRANSTON,4
1874,FL,ENGLEWOOD,4
1875,MD,SEVERN,4
1876,OR,HOOD RIVER,4
1877,CA,PORTERVILLE,4
1878,ID,REXBURG,4
1879,CA,BARSTOW,4
1880,OR,COOS BAY,4
1881,CA,ANTELOPE,4
1882,CA,SELMA,4
1883,PA,MONACA,4
1884,PA,DICKSON CITY,4
1885,PA,BUTLER,4
1886,PA,MECHANICSBURG,4
1887,PA,MONTOURSVILLE,4
1888,UT,NORTH LOGAN,4
1889,OR,ISLAND CITY,4
1890,MD,SALISBURY,4
1892,IL,HODGKINS,4
1893,MD,BOWIE,4
1894,OH,MEDINA,4
1895,OH,FAIRLAWN,4
1896,CO,COLORADO SPRINGS,4
1897,IL,ELK GROVE VILLAGE,4
1898,IL,SAINT CHARLES,4
1899,CA,RIVERSIDE,4
1901,MT,BUTTE,4
1902,ID,AMMON,4
1903,CA,YUBA CITY,4
1904,VA,LEESBURG,4
1905,ID,BLACKFOOT,4
1906,MA,FAIRHAVEN,4
1909,NY,NIAGARA FALLS,4
1910,CA,CRESCENT CITY,4
1911,OH,AKRON,4
1912,CA,CORONA,4
1913,OH,BOWLING GREEN,4
1914,CA,HIGHLAND,4
1915,CA,YUCCA VALLEY,4
1916,FL,COCONUT CREEK,4
1917,CA,SANTEE,4
1920,OR,SALEM,4
1921,NJ,MANAHAWKIN,4
1922,CA,RANCHO CUCAMONGA,4
1923,MI,COMSTOCK PARK,4
1925,OR,NEWPORT,4
1926,NY,OSWEGO,4
1927,OH,MACEDONIA,4
1928,MI,FLINT,4
1930,NH,PLAISTOW,4
1931,WI,RHINELANDER,4
1933,IL,NORTHLAKE,4
1934,VA,SOUTH HILL,4
1935,PA,JOHNSTOWN,4
1937,OH,COSHOCTON,4
1938,IL,BEDFORD PARK,4
1939,ME,BRUNSWICK,4
1941,CA,GLENDORA,4
1942,MI,HOLLAND,4
1943,NE,LINCOLN,4
1945,PA,MANSFIELD,4
1946,NY,MASSENA,4
1948,WV,WEIRTON,4
1949,NY,FREDONIA,4
1950,NC,AHOSKIE,4
1952,MN,FRIDLEY,4
1953,NC,LOUISBURG,4
1954,ME,SANFORD,4
1955,IL,ROCKFORD,4
1956,MT,BILLINGS,4
1957,FL,NAPLES,4
1958,TX,RIO GRANDE CITY,4
1960,FL,TAMPA,4
1962,IN,KOKOMO,4
1963,CA,TURLOCK,4
1965,IA,COUNCIL BLUFFS,4
1966,NY,GENESEO,4
1967,MA,SPRINGFIELD,4
1968,MD,ABERDEEN,4
1969,VA,MIDLOTHIAN,4
1971,MN,ROCHESTER,4
1972,CA,LIVERMORE,4
1973,NY,LAKEWOOD,4
1976,NY,HORSEHEADS,4
1977,NJ,BRICK,4
1978,IN,PLYMOUTH,4
1981,MD,CALIFORNIA,4
1982,WI,APPLETON,4
1983,CA,CERES,4
1984,MA,NORTH ADAMS,4
1985,MD,LAUREL,4
1986,OH,NORWALK,4
1988,CA,ROSEVILLE,4
1989,CA,LOMPOC,4
1991,IN,BLOOMINGTON,4
1992,CA,UPLAND,4
1993,NY,BROCKPORT,4
1994,NY,PLATTSBURGH,4
1995,ID,CHUBBUCK,4
1996,FL,HALLANDALE BEACH,4
1997,NY,LATHAM,4
1998,IL,SKOKIE,4
1999,MN,ANDOVER,4
2000,NC,KITTY HAWK,4
2001,CA,FRESNO,4
2002,CA,GILROY,4
2004,IA,DUBUQUE,4
2005,NC,KANNAPOLIS,4
2006,WA,CLARKSTON,4
2007,WA,MOSES LAKE,4
2008,PA,GROVE CITY,4
2009,MD,ABINGDON,4
2010,MI,NILES,4
2014,MI,HOUGHTON LAKE,4
2015,VA,FAIRFAX,4
2016,WA,COLVILLE,4
2019,PA,UNIONTOWN,4
2020,IN,RENSSELAER,4
2021,MA,RAYNHAM,4
2022,CT,NORTH WINDHAM,4
2023,PA,LEBANON,4
2024,PA,TUNKHANNOCK,4
2025,CA,TRACY,4
2027,MD,LAVALE,4
2028,CA,RIVERSIDE,4
2031,CA,UNION CITY,4
2032,CA,OXNARD,4
2033,ND,MANDAN,4
2035,OH,GREENVILLE,4
2036,WV,SOUTH CHARLESTON,4
2037,WA,ABERDEEN,4
2038,VA,STERLING,4
2039,CA,MERCED,4
2040,NJ,BURLINGTON,4
2043,NY,WARSAW,4
2044,CA,CHICO,4
2045,MD,NOTTINGHAM,4
2046,ME,AUGUSTA,4
2048,CA,FAIRFIELD,4
2049,PA,ALTOONA,4
2050,NV,HENDERSON,4
2051,AZ,KINGMAN,4
2052,CA,UKIAH,4
2053,CA,WILLOWS,4
2055,NH,CONCORD,4
2056,NY,SARATOGA SPRINGS,4
2058,NC,RALEIGH,4
2061,MI,PLAINWELL,4
2062,MI,BENTON HARBOR,4
2063,OH,AUSTINTOWN,4
2064,PA,MILFORD,4
2065,TN,KNOXVILLE,4
2066,TX,HOUSTON,4
2068,PA,LEVITTOWN,4
2069,OR,MEDFORD,4
2073,OH,CLEVELAND,4
2075,OR,BEND,4
2077,CA,LAKE ELSINORE,4
2079,MI,MARQUETTE,4
2080,MI,BATTLE CREEK,4
2081,FL,CLEARWATER,4
2082,CA,CERRITOS,4
2083,WV,MORGANTOWN,4
2084,MT,BOZEMAN,4
2086,TX,PLANO,4
2087,MN,VADNAIS HEIGHTS,4
2088,NY,BATAVIA,4
2089,VA,BRISTOL,4
2090,NJ,FRANKLIN,4
2091,FL,DORAL,4
2093,NY,UTICA,4
2094,CA,VISTA,4
2095,MA,WAREHAM,4
2096,PA,WARMINSTER,4
2098,OH,COLUMBUS,4
2099,CA,PASO ROBLES,4
2101,WA,KENNEWICK,4
2102,MI,LUDINGTON,4
2104,NY,NEWBURGH,4
2105,TX,DALLAS,4
2106,NV,RENO,4
2107,NY,LOCKPORT,4
2108,NJ,MAYS LANDING,4
2109,NJ,MILLVILLE,4
2110,CA,PARAMOUNT,4
2111,AL,HOOVER,4
2112,AZ,SCOTTSDALE,4
2113,AZ,PHOENIX,4
2114,FL,CHIPLEY,4
2115,OH,NEW PHILADELPHIA,4
2116,NY,QUEENSBURY,4
2117,CA,LOS BANOS,4
2118,MA,LUNENBURG,4
2119,CA,MILPITAS,4
2120,NY,NORWICH,4
2121,WA,SHELTON,4
2122,MA,AVON,4
2123,TX,TEXARKANA,4
2124,OH,BEAVERCREEK,4
2125,CO,LAKEWOOD,4
2126,HI,MILILANI,4
2127,WI,WAUSAU,4
2128,MA,HALIFAX,4
2129,PA,CLEARFIELD,4
2130,NH,PORTSMOUTH,4
2131,KS,TOPEKA,4
2132,LA,BATON ROUGE,4
2133,TX,AUSTIN,4
2134,NC,CHARLOTTE,4
2135,NY,COBLESKILL,4
2136,VA,CULPEPER,4
2137,NC,DURHAM,4
2139,MA,LYNN,4
2141,PA,PHILADELPHIA,4
2142,NH,SALEM,4
2145,PA,WHITEHALL,4
2146,NY,AMSTERDAM,4
2147,MT,MISSOULA,4
2149,OH,MOUNT VERNON,4
2150,CA,SAN DIEGO,4
2151,FL,SUNRISE,4
2152,NY,ALBANY,4
2153,ME,BIDDEFORD,4
2154,GA,DULUTH,4
2157,MA,NORTH DARTMOUTH,4
2158,MA,NORTHBOROUGH,4
2159,NY,OLEAN,4
2160,VA,PETERSBURG,4
2161,CA,PLEASANTON,4
2166,NY,EAST SYRACUSE,4
2167,PA,EXTON,4
2169,PA,LEHIGHTON,4
2170,CT,NORWICH,4
2174,MA,WESTFIELD,4
2175,MO,BRANSON WEST,4
2176,FL,JUPITER,4
2177,CA,SAN DIEGO,4
2180,MA,DANVERS,4
2181,CA,INDIO,4
2184,MA,SEEKONK,4
2185,PA,SELINSGROVE,4
2189,NV,RENO,4
2190,CA,WOODLAND,4
2191,OH,BRYAN,4
2192,MI,HOUGHTON,4
2193,OH,STEUBENVILLE,4
2194,VA,ALEXANDRIA,4
2195,NJ,HOWELL,4
2196,WA,PORT ANGELES,4
2197,OH,CORTLAND,4
2198,MN,BLOOMINGTON,4
2199,OH,SAINT CLAIRSVILLE,4
2200,CT,GROTON,4
2202,ME,WINDHAM,4
2204,IL,FOREST PARK,4
2205,PA,YORK,4
2206,CA,LAGUNA NIGUEL,4
2207,UT,MIDVALE,4
2208,PA,SAYRE,4
2209,OH,ZANESVILLE,4
2210,NY,AMHERST,4
2211,OH,POLAND,4
2213,MO,SAINT LOUIS,4
2214,SC,COLUMBIA,4
2215,IL,DARIEN,4
2218,CA,FOOTHILL RANCH,4
2221,MO,SPRINGFIELD,4
2222,MA,TEWKSBURY,4
2223,CO,WESTMINSTER,4
2224,VT,WILLISTON,4
2225,RI,NORTH SMITHFIELD,4
2227,MA,ABINGTON,4
2230,PA,STATE COLLEGE,4
2231,IL,MOLINE,4
2234,NY,ROME,4
2237,FL,LEHIGH ACRES,4
2238,MI,MUSKEGON,4
2239,TX,SAN ANTONIO,4
2241,WA,SUNNYSIDE,4
2243,OR,REDMOND,4
2244,WV,HUNTINGTON,4
2245,CA,OCEANSIDE,4
2247,NC,CARY,4
2248,MD,CATONSVILLE,4
2249,WA,CHEHALIS,4
2250,OH,CINCINNATI,4
2251,CA,CITY OF INDUSTRY,4
2252,PA,EASTON,4
2253,CA,EL CAJON,4
2254,NJ,HAMMONTON,4
2255,PA,HAZLE TOWNSHIP,4
2257,TX,HOUSTON,4
2261,RI,NORTH KINGSTOWN,4
2262,NY,ONEONTA,4
2263,PA,POTTSTOWN,4
2264,NY,SCHENECTADY,4
2265,SC,SIMPSONVILLE,4
2266,OH,STRONGSVILLE,4
2267,MA,WEST BOYLSTON,4
2269,WA,YAKIMA,4
2271,WI,SHAWANO,4
2272,MD,CAMBRIDGE,4
2273,MI,BURTON,4
2274,MN,FOREST LAKE,4
2275,OH,OXFORD,4
2276,IN,LA PORTE,4
