Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
729,23187,Medium,305,20,495,7,73,6.86
760,5324,Low,70,3,140,2,75,6.07
1165,19162,Medium,252,18,554,7,68,5.75
1170,16836,Low,222,14,678,9,72,9.47
1675,12951,Low,170,9,220,3,85,5.60
4118,21087,Medium,277,20,648,9,51,10.02
6931,20122,Medium,265,13,494,7,29,11.39
569,14789,Low,195,13,351,5,78,5.96
665,21023,Medium,277,17,372,5,59,5.07
689,31861,High,419,33,849,11,58,10.22
711,25845,Medium,340,25,685,9,69,5.48
719,32692,High,430,33,835,11,67,6.19
825,11958,Low,157,15,275,4,59,6.42
1048,13986,Low,184,12,275,4,50,10.04
1190,18394,Medium,242,19,361,5,65,4.84
1234,13138,Low,173,10,268,4,68,8.47
2654,7443,Low,98,5,128,2,30,8.07
493,11383,Low,150,9,197,3,75,9.35
507,15141,Low,199,15,313,4,46,8.78
519,12102,Low,159,8,234,3,28,8.40
571,25982,Medium,342,26,573,8,61,6.84
584,14188,Low,187,14,311,4,60,4.56
692,24236,Medium,319,23,548,7,69,8.28
720,22683,Medium,298,19,595,8,63,5.42
1210,22246,Medium,293,20,491,6,41,21.10
2628,38281,High,504,49,1087,14,53,9.18
2783,16032,Low,211,10,339,4,74,9.06
196,17478,Low,230,12,272,4,0,14.52
216,27385,High,360,26,650,9,48,6.20
222,11630,Low,153,8,237,3,57,9.00
233,10413,Low,137,7,168,2,73,7.54
237,16856,Low,222,12,319,4,81,6.95
252,9071,Low,119,7,190,3,64,4.50
262,14634,Low,193,11,281,4,58,5.52
302,12867,Low,169,8,245,3,90,4.04
352,4339,Low,57,2,84,1,100,5.00
596,8228,Low,108,7,230,3,70,7.53
833,8276,Low,109,6,155,2,67,3.55
923,30300,High,399,46,1132,15,52,6.13
1275,12491,Low,164,9,252,3,82,4.47
1518,21939,Medium,289,20,660,9,31,6.52
1557,32557,High,428,43,909,12,34,9.71
1601,32114,High,423,56,1386,18,53,6.88
1655,16089,Low,212,11,319,4,24,9.36
2786,25120,Medium,331,26,744,10,42,8.81
2788,24329,Medium,320,31,581,8,19,10.05
3781,17337,Low,228,12,435,6,26,10.78
6476,13822,Low,182,13,332,4,54,5.86
492,15302,Low,201,12,318,4,62,11.13
566,12065,Low,159,14,244,3,67,8.16
617,6748,Low,89,3,126,2,80,4.14
870,23317,Medium,307,28,617,8,78,4.47
1002,12718,Low,167,9,256,3,80,4.86
1026,23613,Medium,311,20,529,7,53,9.51
1162,14241,Low,187,11,340,4,86,7.34
1371,24126,Medium,317,20,513,7,65,4.42
1783,15240,Low,201,13,409,5,55,5.96
2563,7835,Low,103,6,172,2,75,4.15
4216,18191,Medium,239,15,460,6,52,7.00
87,16652,Low,219,13,230,3,50,7.24
116,3494,Low,46,1,42,1,100,9.40
278,26102,High,343,26,827,11,48,8.14
323,5393,Low,71,3,97,1,50,12.57
376,27490,High,362,26,650,9,50,11.16
448,15380,Low,202,8,306,4,42,9.50
450,18478,Medium,243,14,174,2,36,8.84
876,8805,Low,116,5,160,2,64,7.38
1169,7336,Low,97,3,121,2,100,7.37
3868,17458,Low,230,12,371,5,57,7.06
6932,12252,Low,161,9,204,3,67,3.86
23,20369,Medium,268,16,425,6,65,8.26
98,11646,Low,153,8,241,3,85,5.09
149,8137,Low,107,3,103,1,89,2.85
244,6252,Low,82,3,92,1,71,13.80
307,24099,Medium,317,22,614,8,53,6.45
976,9980,Low,131,6,193,3,90,6.29
1108,5676,Low,75,5,109,1,71,4.14
1109,6986,Low,92,4,80,1,22,20.09
1110,6369,Low,84,5,114,2,73,7.00
1193,23721,Medium,312,23,629,8,71,7.96
16,17868,Medium,235,21,463,6,58,11.21
55,6364,Low,84,5,138,2,47,3.21
66,11382,Low,150,10,312,4,66,5.19
67,11223,Low,148,9,264,3,69,5.65
125,23578,Medium,310,23,585,8,55,7.48
141,25966,Medium,342,31,721,9,70,6.77
209,3437,Low,45,2,107,1,86,6.11
230,3155,Low,42,2,66,1,50,10.50
279,7741,Low,102,5,135,2,100,6.33
358,10017,Low,132,13,271,4,100,4.47
388,16215,Low,213,12,252,3,56,8.03
3231,10425,Low,137,13,282,4,48,7.33
2,21757,Medium,286,20,473,6,61,6.42
54,20011,Medium,263,18,286,4,65,5.27
76,12103,Low,159,9,235,3,50,6.22
144,29682,High,391,35,716,9,29,8.78
359,40319,High,531,55,1091,14,52,5.32
373,5547,Low,73,4,122,2,86,9.38
914,9377,Low,123,7,213,3,57,6.90
1,37535,High,494,43,1044,14,60,4.34
4,25958,Medium,342,21,506,7,50,6.99
100,60134,High,791,129,2805,37,67,5.43
4108,28864,High,380,40,755,10,56,7.66
5260,44518,High,586,88,1502,20,72,3.80
5261,20695,Medium,272,25,754,10,70,5.64
85,23790,Medium,313,24,559,7,67,7.09
124,14627,Low,192,9,261,3,26,7.14
126,18319,Medium,241,18,398,5,45,7.12
3230,25317,Medium,333,29,589,8,50,8.21
4460,18976,Medium,250,20,438,6,81,7.39
5244,17613,Low,232,22,445,6,56,7.15
5706,27736,High,365,30,803,11,45,8.14
33,8192,Low,108,5,148,2,55,4.20
52,20093,Medium,264,15,381,5,45,8.53
58,29789,High,392,31,823,11,70,4.70
127,12680,Low,167,10,245,3,62,6.20
133,5655,Low,74,4,133,2,60,12.73
261,30218,High,398,29,728,10,65,5.94
296,8206,Low,108,7,201,3,64,4.42
318,13610,Low,179,12,263,3,58,8.29
336,10573,Low,139,10,248,3,79,6.74
1065,11868,Low,156,8,182,2,81,6.79
5433,12358,Low,163,10,334,4,93,5.01
5,27328,High,360,33,736,10,38,6.88
7,24736,Medium,325,30,481,6,28,14.30
8,12346,Low,162,10,263,3,62,5.34
24,16311,Low,215,13,316,4,57,5.50
169,6813,Low,90,5,176,2,64,4.59
1105,23958,Medium,315,20,429,6,63,6.22
2575,21205,Medium,279,26,514,7,68,4.48
2587,24427,Medium,321,31,643,8,62,5.89
4168,13548,Low,178,15,275,4,48,5.09
83,9738,Low,128,8,180,2,0,6.60
102,8289,Low,109,5,151,2,58,7.00
167,10106,Low,133,7,208,3,67,4.46
171,11407,Low,150,7,206,3,50,9.64
289,4338,Low,57,3,98,1,50,9.33
339,3584,Low,47,2,65,1,50,5.64
348,13698,Low,180,11,225,3,16,16.74
530,21463,Medium,282,16,368,5,72,6.30
714,7979,Low,105,4,158,2,20,14.79
3331,24318,Medium,320,18,544,7,45,9.69
11,27035,High,356,25,679,9,57,6.16
18,9021,Low,119,9,167,2,50,9.70
57,6385,Low,84,3,123,2,86,5.54
71,10734,Low,141,8,219,3,44,7.72
119,20883,Medium,275,16,451,6,73,6.55
157,28912,High,380,27,674,9,69,4.64
160,10936,Low,144,9,309,4,58,4.37
281,10521,Low,138,8,234,3,71,5.84
788,8007,Low,105,6,222,3,62,6.40
1114,8681,Low,114,5,165,2,50,10.96
1147,7705,Low,101,5,188,2,50,3.28
13,12048,Low,159,12,266,4,36,7.26
17,17570,Low,231,18,406,5,46,5.54
34,12033,Low,158,10,235,3,38,11.38
48,12387,Low,163,11,216,3,100,4.91
59,28016,High,369,27,606,8,52,5.83
79,20013,Medium,263,15,367,5,42,7.87
92,10066,Low,132,7,193,3,52,6.39
267,18312,Medium,241,21,443,6,47,7.33
338,6839,Low,90,4,114,2,44,11.53
888,7006,Low,92,4,131,2,80,4.46
7249,5841,Low,77,4,85,1,71,7.85
38,7770,Low,102,4,125,2,64,5.62
49,8493,Low,112,4,126,2,57,14.59
117,5756,Low,76,3,94,1,60,5.40
131,21796,Medium,287,22,471,6,43,7.41
148,24753,Medium,326,22,546,7,69,4.48
181,11028,Low,145,10,268,4,30,8.62
226,10826,Low,142,7,177,2,68,4.13
240,9610,Low,126,6,176,2,82,5.39
417,22705,Medium,299,19,484,6,84,5.99
427,25982,Medium,342,27,581,8,44,7.24
468,18379,Medium,242,12,359,5,46,5.49
2123,25162,Medium,331,23,606,8,66,6.57
108,10898,Low,143,9,236,3,72,3.60
132,5466,Low,72,4,85,1,50,4.33
134,12581,Low,166,12,233,3,67,4.77
150,11145,Low,147,7,135,2,70,4.73
178,4525,Low,60,3,79,1,88,2.67
221,23089,Medium,304,28,541,7,34,10.08
227,9740,Low,128,8,166,2,73,4.77
392,12483,Low,164,8,199,3,77,6.62
499,18797,Medium,247,20,486,6,56,5.67
564,21989,Medium,289,13,302,4,62,5.91
622,31773,High,418,37,752,10,10,11.38
41,25298,Medium,333,24,538,7,58,6.29
136,3608,Low,47,2,52,1,40,5.50
168,33304,High,438,38,868,11,71,6.87
207,5702,Low,75,2,92,1,36,8.16
246,9348,Low,123,10,213,3,59,9.52
576,20418,Medium,269,10,343,5,33,14.73
823,14862,Low,196,10,320,4,47,7.60
838,21459,Medium,282,19,544,7,57,7.40
3055,15608,Low,205,11,312,4,62,5.43
10,23083,Medium,304,19,438,6,60,6.86
12,23359,Medium,307,22,479,6,74,4.34
22,19893,Medium,262,11,244,3,64,3.77
28,14038,Low,185,11,224,3,65,7.02
50,7734,Low,102,4,114,2,0,4.13
63,8164,Low,107,4,134,2,83,3.54
81,8975,Low,118,4,121,2,67,4.80
90,15714,Low,207,10,327,4,48,5.45
130,25333,Medium,333,19,547,7,56,5.86
374,13541,Low,178,14,284,4,37,6.56
113,15696,Low,207,12,212,3,52,7.58
162,6162,Low,81,3,75,1,100,4.00
269,25702,Medium,338,17,392,5,42,12.93
271,8936,Low,118,10,187,2,63,7.13
414,15558,Low,205,13,365,5,58,7.15
420,16817,Low,221,12,316,4,64,6.22
479,16109,Low,212,13,252,3,74,4.71
607,2248,Low,30,1,27,0,100,3.00
893,2343,Low,31,1,30,0,100,5.00
1116,19683,Medium,259,17,382,5,52,9.56
1148,24016,Medium,316,30,591,8,61,5.59
3229,8524,Low,112,3,141,2,85,6.40
5071,21593,Medium,284,19,483,6,42,4.31
129,20745,Medium,273,17,386,5,51,7.23
147,19344,Medium,255,17,424,6,48,7.10
151,19172,Medium,252,17,337,4,60,8.08
158,11521,Low,152,11,192,3,52,8.83
185,21400,Medium,282,16,402,5,67,6.16
225,6502,Low,86,4,90,1,60,6.25
232,5427,Low,71,2,57,1,83,4.50
947,28819,High,379,26,602,8,61,8.77
975,19335,Medium,254,15,314,4,20,10.05
1043,7940,Low,104,6,131,2,73,9.00
1295,8487,Low,112,4,119,2,50,4.40
31,17267,Low,227,15,363,5,50,4.47
47,13165,Low,173,10,268,4,63,7.85
103,24848,Medium,327,24,587,8,69,5.90
121,13443,Low,177,8,191,3,47,6.18
123,9113,Low,120,6,146,2,50,10.94
210,3896,Low,51,2,47,1,100,5.67
231,17441,Low,229,13,343,5,78,5.22
247,4826,Low,64,2,75,1,33,17.63
276,6220,Low,82,4,111,1,42,6.60
340,11224,Low,148,10,223,3,73,4.95
137,19062,Medium,251,20,411,5,54,5.91
360,9261,Low,122,6,159,2,43,10.08
387,5634,Low,74,4,97,1,82,2.82
389,25634,Medium,337,31,654,9,48,6.83
1626,31489,High,414,33,735,10,70,7.04
2803,30644,High,403,39,806,11,52,10.08
2804,26132,High,344,23,558,7,44,7.64
3430,12712,Low,167,10,258,3,52,6.66
4195,16717,Low,220,17,408,5,56,7.89
4241,14744,Low,194,19,312,4,58,6.60
139,9793,Low,129,6,180,2,73,6.44
212,26999,High,355,25,629,8,52,12.63
277,28423,High,374,37,808,11,54,6.37
517,18350,Medium,241,22,450,6,57,7.71
544,25565,Medium,336,20,542,7,53,7.53
743,21307,Medium,280,12,345,5,59,4.95
1056,12771,Low,168,13,238,3,39,6.80
2734,16524,Low,217,16,283,4,59,5.12
7294,14621,Low,192,12,361,5,75,11.12
7326,22848,Medium,301,19,454,6,55,6.75
73,15689,Low,206,14,343,5,67,3.60
324,6961,Low,92,5,105,1,67,3.76
472,31590,High,416,34,756,10,70,6.11
894,31651,High,416,32,701,9,67,8.30
992,21596,Medium,284,19,406,5,60,6.28
1597,34830,High,458,45,841,11,63,5.61
3295,18973,Medium,250,19,463,6,74,6.25
4615,29458,High,388,30,633,8,52,5.98
4637,25451,Medium,335,32,598,8,63,6.75
186,12337,Low,162,11,195,3,79,7.88
346,8407,Low,111,7,174,2,70,4.24
794,22134,Medium,291,21,503,7,56,6.94
1099,24148,Medium,318,11,300,4,37,10.83
1221,26966,High,355,22,492,6,64,7.10
1507,26704,High,351,27,635,8,64,11.66
2428,16573,Low,218,15,339,4,63,5.22
3103,10258,Low,135,13,272,4,67,5.91
3283,32388,High,426,36,800,11,52,8.24
3492,29999,High,395,30,634,8,57,6.39
4321,16694,Low,220,22,289,4,54,9.66
39,9134,Low,120,6,148,2,47,4.45
42,6689,Low,88,7,127,2,54,5.73
72,17777,Medium,234,14,387,5,52,10.79
111,9790,Low,129,8,140,2,25,8.46
242,11613,Low,153,12,217,3,53,7.32
368,8927,Low,117,7,184,2,10,5.32
382,12131,Low,160,11,289,4,48,5.30
1187,6941,Low,91,6,128,2,67,6.91
2893,8958,Low,118,7,171,2,19,7.66
5307,18512,Medium,244,24,388,5,58,6.59
1218,34765,High,457,27,704,9,79,6.41
1324,27007,High,355,21,545,7,62,5.31
1325,19736,Medium,260,17,492,6,26,9.07
1411,33029,High,435,26,822,11,62,6.34
1612,35280,High,464,24,810,11,61,5.61
1846,19033,Medium,250,15,423,6,48,5.17
2922,34141,High,449,33,873,11,57,6.32
3379,33054,High,435,30,817,11,67,4.81
5031,34610,High,455,34,893,12,55,9.80
1149,20872,Medium,275,18,324,4,52,8.09
1240,30435,High,400,25,747,10,43,5.99
1291,41760,High,549,38,1108,15,59,7.38
3807,10563,Low,139,6,195,3,59,5.95
3884,19471,Medium,256,21,582,8,48,12.16
5626,25728,Medium,339,18,468,6,62,6.63
5799,17401,Low,229,21,608,8,56,4.69
5858,18471,Medium,243,22,472,6,70,3.79
1549,24213,Medium,319,14,362,5,68,5.34
2554,32185,High,423,35,738,10,40,10.97
2777,48067,High,632,37,1120,15,66,8.94
3407,31116,High,409,29,668,9,47,6.28
3896,39944,High,526,53,1150,15,65,5.74
4336,22568,Medium,297,15,374,5,71,6.13
5331,26429,High,348,24,592,8,61,9.46
5369,38281,High,504,42,1086,14,50,7.15
5429,39600,High,521,47,991,13,64,6.63
1532,36606,High,482,33,863,11,46,8.28
1533,34810,High,458,26,779,10,46,9.43
2512,34423,High,453,34,822,11,55,5.47
3241,41953,High,552,43,1009,13,58,5.82
3465,29997,High,395,26,621,8,49,7.83
5124,27442,High,361,17,428,6,59,7.99
5189,21470,Medium,283,10,322,4,60,6.20
5330,20992,Medium,276,12,230,3,42,9.37
1598,32875,High,433,37,823,11,40,8.02
2113,26230,High,345,25,541,7,48,8.49
2515,33420,High,440,31,630,8,31,15.22
4232,27454,High,361,32,836,11,56,5.64
5190,38111,High,501,46,1001,13,49,8.87
5329,25758,Medium,339,27,550,7,76,6.09
5835,22354,Medium,294,23,567,7,63,5.64
6477,18175,Medium,239,12,383,5,53,7.23
1512,19702,Medium,259,20,396,5,57,7.23
1746,33151,High,436,36,835,11,42,9.61
2768,29921,High,394,33,599,8,64,6.23
3771,28782,High,379,23,647,9,73,9.38
3799,26540,High,349,21,431,6,73,6.56
5768,16553,Low,218,22,484,6,26,10.84
6480,29654,High,390,32,792,10,55,7.26
1334,8552,Low,113,3,123,2,56,6.73
1381,25300,Medium,333,15,469,6,72,8.12
1646,32172,High,423,25,666,9,61,6.37
2112,38114,High,502,28,744,10,62,8.17
2482,29018,High,382,25,426,6,34,9.73
2766,46909,High,617,56,1250,16,68,6.56
2767,40936,High,539,47,975,13,71,7.35
5428,36793,High,484,40,737,10,59,7.91
2671,28748,High,378,29,707,9,58,7.25
2778,12337,Low,162,8,228,3,70,8.13
3360,43449,High,572,55,1104,15,61,5.89
3751,36777,High,484,37,717,9,81,6.32
3833,44680,High,588,44,1031,14,45,6.63
3861,33046,High,435,40,761,10,67,3.93
4430,29774,High,392,25,649,9,52,8.30
4451,48782,High,642,69,1191,16,79,4.81
5186,43123,High,567,69,1248,16,55,6.03
826,24996,Medium,329,15,386,5,43,8.82
869,16585,Low,218,10,263,3,44,9.99
873,11780,Low,155,6,144,2,15,12.79
966,15346,Low,202,8,150,2,75,5.06
1380,11008,Low,145,6,144,2,39,14.00
2270,20346,Medium,268,16,306,4,46,11.86
2656,12690,Low,167,6,80,1,14,14.89
3428,16556,Low,218,7,151,2,-14,11.80
5003,8403,Low,111,7,150,2,39,14.39
906,27247,High,359,12,198,3,29,7.82
1397,34089,High,449,29,785,10,64,6.31
1414,16212,Low,213,8,248,3,57,7.27
2652,8260,Low,109,3,60,1,9,7.08
2924,27604,High,363,22,555,7,47,6.64
3596,16646,Low,219,11,323,4,59,10.36
5430,24271,Medium,319,14,433,6,51,5.50
5492,5123,Low,67,3,81,1,79,5.07
824,22494,Medium,296,25,578,8,44,8.04
829,17543,Medium,231,12,372,5,8,11.33
835,20365,Medium,268,12,395,5,53,5.83
850,25484,Medium,335,14,298,4,64,6.66
3423,13598,Low,179,10,305,4,65,7.71
3731,24114,Medium,317,20,336,4,29,5.94
3732,22938,Medium,302,21,522,7,71,6.42
4201,12764,Low,168,8,287,4,45,6.59
5491,28562,High,376,17,528,7,66,7.10
611,16786,Low,221,14,336,4,56,8.89
806,27445,High,361,25,484,6,61,6.45
851,10492,Low,138,4,113,1,33,7.63
868,14056,Low,185,8,101,1,56,5.93
1306,20417,Medium,269,15,402,5,52,9.08
1357,15550,Low,205,13,221,3,57,9.04
3427,10021,Low,132,7,164,2,60,8.93
4341,7422,Low,98,3,127,2,61,5.30
4601,27879,High,367,28,645,8,50,7.66
5155,23900,Medium,314,17,440,6,68,6.26
5166,15199,Low,200,7,165,2,67,3.62
1315,24394,Medium,321,20,453,6,36,6.84
1412,16192,Low,213,12,253,3,19,6.81
1456,9519,Low,125,7,144,2,50,5.08
1457,10807,Low,142,8,159,2,56,6.76
1461,16525,Low,217,17,279,4,58,4.53
1617,16524,Low,217,15,344,5,63,6.03
3778,13076,Low,172,11,196,3,85,7.89
4471,3475,Low,46,3,66,1,11,13.61
4653,12549,Low,165,13,208,3,44,7.92
1485,17449,Low,230,22,329,4,33,7.26
1508,16946,Low,223,13,322,4,67,4.99
1778,13701,Low,180,12,282,4,57,6.49
1956,25156,Medium,331,27,553,7,52,6.95
2084,20046,Medium,264,26,545,7,63,8.08
2608,7585,Low,100,6,124,2,70,5.00
2923,20982,Medium,276,22,433,6,67,5.75
4412,11562,Low,152,10,220,3,5,9.45
1872,23271,Medium,306,20,462,6,63,5.27
1901,19898,Medium,262,16,383,5,41,6.73
2147,20191,Medium,266,29,475,6,36,7.75
2259,25004,Medium,329,21,682,9,79,5.28
2455,17464,Low,230,17,347,5,59,7.14
2607,9010,Low,119,5,112,1,59,9.16
3259,19118,Medium,252,23,438,6,61,6.12
4247,6806,Low,90,6,124,2,93,6.83
7199,15755,Low,207,15,325,4,56,5.82
369,9123,Low,120,4,119,2,69,7.57
370,7498,Low,99,6,76,1,90,4.85
372,17948,Medium,236,11,313,4,86,2.90
419,7763,Low,102,7,114,2,83,3.13
592,22649,Medium,298,22,573,8,79,4.93
652,17019,Low,224,14,377,5,57,9.35
664,22546,Medium,297,25,604,8,67,4.45
770,15590,Low,205,13,318,4,54,6.77
799,13859,Low,182,13,193,3,35,8.61
978,9766,Low,128,7,111,1,25,6.36
1214,5622,Low,74,3,91,1,67,9.00
1437,8009,Low,105,6,114,2,20,15.17
2562,4911,Low,65,5,70,1,33,7.17
35,25424,Medium,335,30,691,9,66,8.36
43,14688,Low,193,13,315,4,42,8.86
341,6018,Low,79,7,121,2,0,20.00
418,3896,Low,51,3,62,1,100,17.80
557,17429,Low,229,18,320,4,65,6.00
558,22228,Medium,292,19,581,8,51,6.30
993,11096,Low,146,13,147,2,88,4.07
1282,6452,Low,85,5,139,2,33,8.39
2784,11209,Low,147,10,247,3,-6,6.08
4209,6989,Low,92,6,177,2,47,7.29
4322,5503,Low,72,4,107,1,100,2.75
26,18713,Medium,246,22,375,5,59,6.73
342,6712,Low,88,5,127,2,53,4.72
378,5441,Low,72,3,103,1,67,4.14
484,21009,Medium,276,21,508,7,42,7.12
1054,9391,Low,124,9,165,2,-9,15.91
1802,28841,High,379,33,679,9,60,5.25
2131,15447,Low,203,12,323,4,42,11.36
5219,12304,Low,162,21,275,4,29,5.75
5441,15269,Low,201,14,365,5,37,7.06
6392,12675,Low,167,8,243,3,60,11.67
1534,23614,Medium,311,35,628,8,65,6.91
1565,17227,Low,227,20,363,5,94,6.33
1567,17150,Low,226,17,345,5,26,7.17
1581,28333,High,373,43,750,10,64,9.12
1627,20789,Medium,274,19,419,6,53,8.92
1636,26178,High,344,37,673,9,55,6.69
1649,13709,Low,180,14,293,4,67,6.50
1695,9000,Low,118,12,174,2,64,8.32
2033,12945,Low,170,22,255,3,33,6.55
3648,25143,Medium,331,35,697,9,26,7.83
3875,6514,Low,86,6,122,2,44,6.07
4352,25697,Medium,338,40,638,8,69,5.86
4569,4346,Low,57,2,73,1,50,4.17
598,22015,Medium,290,33,715,9,68,6.67
637,10478,Low,138,6,159,2,50,8.00
790,10482,Low,138,10,182,2,36,8.23
867,17451,Low,230,17,429,6,56,3.76
1326,21263,Medium,280,20,560,7,65,8.35
1460,17401,Low,229,19,441,6,45,5.51
1585,18203,Medium,240,20,420,6,49,5.91
2579,5298,Low,70,4,100,1,71,5.94
3395,12807,Low,169,11,225,3,56,5.16
5170,5341,Low,70,4,104,1,25,4.20
7129,4574,Low,60,3,92,1,100,12.89
1483,19518,Medium,257,19,502,7,57,6.57
1500,20397,Medium,268,22,437,6,64,6.92
1520,20825,Medium,274,24,603,8,73,5.03
1535,29948,High,394,33,858,11,56,8.49
1538,19220,Medium,253,18,388,5,70,4.19
1543,19897,Medium,262,23,433,6,52,4.57
1604,24010,Medium,316,22,564,7,46,6.04
1685,12197,Low,160,9,277,4,22,8.84
2443,26356,High,347,41,735,10,52,5.13
2990,15830,Low,208,15,364,5,63,5.65
3237,26977,High,355,33,646,9,56,8.26
3734,8405,Low,111,9,141,2,79,5.75
3853,9813,Low,129,9,165,2,73,8.17
3872,20362,Medium,268,32,541,7,68,5.12
4865,16099,Low,212,22,459,6,47,6.41
776,17763,Medium,234,16,420,6,56,11.67
1637,17910,Medium,236,16,456,6,8,11.69
1965,22838,Medium,301,23,557,7,49,7.74
3150,13674,Low,180,12,325,4,52,7.34
3151,12775,Low,168,8,252,3,50,9.24
3267,30493,High,401,51,924,12,61,8.27
4358,18783,Medium,247,16,566,7,33,9.73
4568,7742,Low,102,10,169,2,56,5.74
5141,35626,High,469,57,980,13,42,11.75
5361,28743,High,378,37,747,10,56,9.10
350,9924,Low,131,13,246,3,43,5.14
645,26949,High,355,40,791,10,73,4.46
774,17128,Low,225,20,443,6,55,4.00
885,7413,Low,98,7,187,2,100,4.13
1671,28989,High,381,38,803,11,31,7.87
1943,25659,Medium,338,24,573,8,53,7.82
2432,20396,Medium,268,30,747,10,57,7.21
2847,20907,Medium,275,27,475,6,56,7.70
3278,26373,High,347,36,784,10,65,4.39
3823,20521,Medium,270,25,613,8,34,9.43
4600,13902,Low,183,21,356,5,57,6.63
1545,18087,Medium,238,23,512,7,58,9.06
1632,25357,Medium,334,46,739,10,72,4.51
1696,13034,Low,172,16,275,4,61,8.61
2957,15165,Low,200,17,342,5,56,4.34
3758,5475,Low,72,9,86,1,60,6.40
3761,8839,Low,116,9,202,3,42,6.31
4244,8282,Low,109,6,147,2,46,8.55
4246,7168,Low,94,8,171,2,50,9.50
4253,11919,Low,157,17,312,4,88,4.31
5806,10141,Low,133,21,239,3,65,5.75
751,10862,Low,143,11,176,2,45,9.24
1393,11133,Low,146,9,240,3,50,6.62
1435,9373,Low,123,6,143,2,92,4.50
1491,15414,Low,203,13,318,4,49,6.01
1683,7196,Low,95,4,121,2,64,4.95
1723,21337,Medium,281,15,388,5,50,5.88
1764,27234,High,358,27,694,9,50,5.96
2935,8294,Low,109,6,151,2,17,6.43
3394,9569,Low,126,7,238,3,72,6.85
3762,33576,High,442,51,1139,15,53,9.80
4606,5623,Low,74,6,116,2,89,5.44
581,16404,Low,216,13,309,4,76,5.76
647,7165,Low,94,5,158,2,67,8.50
748,9778,Low,129,8,204,3,62,4.54
749,16553,Low,218,19,401,5,44,6.35
892,33218,High,437,47,1034,14,58,5.49
1389,9366,Low,123,8,190,3,58,6.39
1732,7542,Low,99,7,148,2,67,5.95
1787,13164,Low,173,11,314,4,42,8.48
2764,23963,Medium,315,24,569,7,55,5.97
4256,18893,Medium,249,21,425,6,49,6.71
5748,21551,Medium,284,31,757,10,45,7.38
646,7719,Low,102,6,183,2,80,4.42
750,9085,Low,120,11,296,4,78,4.94
753,30611,High,403,40,844,11,57,5.31
841,2782,Low,37,1,48,1,71,2.75
1496,22473,Medium,296,18,503,7,65,5.84
1506,8873,Low,117,10,202,3,92,4.00
1509,7835,Low,103,7,193,3,71,4.29
1528,29167,High,384,31,750,10,59,5.89
2004,26985,High,355,33,779,10,55,7.72
2716,26146,High,344,23,587,8,51,4.92
2889,17144,Low,226,19,449,6,71,8.69
3630,25800,Medium,339,34,582,8,70,7.01
559,17801,Medium,234,16,406,5,41,9.15
784,12221,Low,161,8,193,3,93,3.83
797,20565,Medium,271,20,465,6,46,6.88
985,8912,Low,117,5,145,2,69,9.37
1241,34181,High,450,45,1068,14,49,7.00
1285,16891,Low,222,12,322,4,64,7.75
1431,13332,Low,175,9,283,4,25,8.61
1475,7692,Low,101,9,124,2,92,6.67
1621,6917,Low,91,5,147,2,89,4.86
1721,16766,Low,221,14,411,5,46,7.10
2827,22825,Medium,300,25,612,8,31,10.17
5115,21018,Medium,277,20,443,6,54,5.48
1447,16213,Low,213,15,363,5,38,10.01
1609,16611,Low,219,17,392,5,70,3.90
1634,15541,Low,204,20,331,4,38,5.63
1654,25570,Medium,336,28,693,9,49,10.41
1757,21861,Medium,288,21,691,9,41,10.36
1929,17543,Low,231,17,409,5,55,7.11
2367,11414,Low,150,10,258,3,53,9.25
2937,10997,Low,145,9,221,3,54,9.82
3233,16731,Low,220,15,526,7,67,5.91
4849,12292,Low,162,12,329,4,69,4.99
1415,12011,Low,158,12,207,3,47,11.33
1470,20110,Medium,265,31,526,7,41,9.92
1473,25728,Medium,339,26,807,11,60,8.46
1722,15834,Low,208,24,300,4,48,6.49
1738,17446,Low,230,23,486,6,53,9.65
1858,7212,Low,95,4,134,2,57,8.06
1865,5582,Low,73,4,120,2,17,11.94
2820,11231,Low,148,11,161,2,63,5.42
3760,12745,Low,168,17,247,3,50,6.69
3806,10513,Low,138,11,231,3,77,4.76
4374,10060,Low,132,14,212,3,79,4.03
1861,20926,Medium,275,26,571,8,57,7.00
1864,23499,Medium,309,25,646,9,45,7.52
1952,17435,Low,229,15,496,7,51,9.36
2087,26638,High,350,34,911,12,35,8.61
2643,23759,Medium,313,30,930,12,39,8.73
2882,33524,High,441,57,1395,18,43,9.43
3364,17293,Low,228,13,396,5,32,9.85
3404,29455,High,388,32,975,13,43,10.00
3498,21567,Medium,284,27,570,8,38,7.69
1472,17119,Low,225,18,378,5,50,6.76
1786,22089,Medium,291,25,663,9,54,6.60
1855,25566,Medium,336,48,1359,18,46,6.61
2198,23824,Medium,313,25,822,11,49,10.24
2448,21053,Medium,277,21,489,6,69,5.96
2642,37062,High,488,46,1124,15,48,6.29
3513,28013,High,369,35,790,10,26,14.41
5089,12168,Low,160,10,242,3,76,4.44
5977,17136,Low,225,26,378,5,17,10.16
5992,19238,Medium,253,34,632,8,48,7.83
1562,18188,Medium,239,19,464,6,26,9.64
1577,20996,Medium,276,27,508,7,82,5.76
1633,27378,High,360,41,795,10,53,5.87
1999,23236,Medium,306,31,654,9,51,6.88
