Store,Market ,Store Type ,Volume Classification 
3011,488,WNM,L
3013,548,WNM,L
3014,49,SUP,L
3015,561,WNM,L
3017,151,SUP,L
3018,389,SUP,L
3019,490,WNM,L
3022,512,WNM,L
3023,512,WNM,L
3026,515,WNM,L
3035,283,SUP,H
3042,543,WNM,L
3043,58,WNM,L
3044,50,SUP,L
3046,512,WNM,L
3047,512,WNM,L
3049,9,WNM,L
3050,550,WNM,L
3053,471,SUP,L
3055,345,SUP,L
3056,506,SUP,L
3057,506,SUP,L
3058,86,SUP,L
3059,140,SUP,L
3060,140,SUP,L
3061,340,SUP,L
3062,538,WNM,L
3066,102,WNM,L
3067,23,SUP,L
3069,554,WNM,L
3070,554,WNM,L
3071,554,WNM,L
3072,554,WNM,L
3074,554,WNM,L
3075,15,SUP,L
3077,292,SUP,L
3078,175,SUP,H
3081,454,SUP,M
3082,490,WNM,L
3083,490,WNM,L
3084,551,WNM,L
3087,446,W/M,L
3088,424,SUP,L
3090,552,WNM,L
3093,399,SUP,L
3094,557,WNM,L
3098,550,WNM,L
3099,551,WNM,L
3101,551,WNM,L
3102,424,SUP,L
3103,409,SUP,L
3104,488,WNM,L
3106,86,SUP,L
3107,506,SUP,L
3111,538,WNM,L
3112,77,SUP,L
3114,157,SUP,H
3118,20,SUP,L
3119,15,SUP,L
3123,512,WNM,L
3126,490,WNM,L
3127,490,WNM,L
3128,490,WNM,L
3131,515,WNM,L
3132,515,WNM,L
3133,515,WNM,L
3135,58,WNM,L
3136,505,SUP,L
3137,149,SUP,L
3138,481,WNM,L
3139,481,WNM,L
3140,481,WNM,L
3141,481,WNM,L
3143,9,WNM,L
3144,550,WNM,L
3145,550,WNM,L
3146,550,WNM,L
3147,481,WNM,L
3150,432,SUP,L
3151,432,SUP,L
3152,491,WNM,L
3153,491,WNM,L
3154,491,WNM,L
3155,491,WNM,L
3156,502,WNM,L
3157,502,WNM,L
3159,577,SUP,H
3161,548,WNM,L
3162,96,WNM,L
3163,553,SUP,M
3164,534,WNM,L
3167,125,SUP,M
3168,537,WNM,L
3169,83,SUP,L
3170,83,SUP,L
3172,491,WNM,L
3173,491,WNM,L
3175,490,WNM,L
3176,490,WNM,L
3177,378,SUP,L
3178,550,WNM,L
3179,481,WNM,L
3180,446,SUP,H
3182,296,SUP,L
3183,103,WNM,L
3184,544,WNM,L
3185,566,WNM,L
3188,23,SUP,M
3191,35,SUP,L
3192,35,SUP,L
3197,112,SUP,H
3198,504,WNM,L
3199,504,WNM,L
3200,159,W/M,M
3201,19,SUP,L
3202,533,WNM,L
3204,561,WNM,L
3205,22,SUP,M
3206,222,SUP,L
3207,94,SUP,M
3208,582,SUP,L
3209,424,SUP,L
3210,275,SUP,L
3212,165,SUP,M
3213,68,SUP,M
3214,288,SUP,L
3215,320,SUP,L
3216,289,SUP,L
3217,473,SUP,L
3218,467,SUP,L
3219,288,SUP,L
3220,405,SUP,L
3221,190,SUP,L
3222,35,SUP,L
3223,229,SUP,L
3224,583,SUP,L
3225,583,SUP,L
3226,65,SUP,M
3227,391,SUP,L
3228,231,SUP,M
3229,349,SUP,L
3230,324,SUP,L
3231,321,SUP,L
3232,403,SUP,M
3233,419,SUP,L
3234,123,SUP,L
3235,553,SUP,M
3236,178,SUP,M
3237,430,SUP,L
3238,538,WNM,L
3239,478,SUP,L
3241,369,SUP,M
3243,312,SUP,L
3245,436,SUP,L
3247,442,SUP,L
3248,464,SUP,M
3250,209,SUP,L
3251,218,SUP,L
3252,166,W/M,M
3253,228,SUP,L
3254,392,SUP,L
3255,273,SUP,L
3258,478,SUP,L
3259,383,SUP,L
3260,473,SUP,L
3261,475,SUP,M
3262,216,SUP,L
3265,288,SUP,M
3266,178,W/M,M
3267,432,SUP,L
3268,440,SUP,L
3270,311,SUP,L
3271,13,SUP,L
3273,362,SUP,L
3274,50,SUP,M
3275,533,WNM,L
3276,445,W/M,M
3277,392,SUP,L
3278,433,SUP,L
3279,77,SUP,L
3280,192,SUP,H
3281,228,SUP,L
3282,218,SUP,L
3283,409,SUP,L
3284,44,SUP,H
3285,44,SUP,L
3286,52,SUP,M
3287,504,WNM,L
3288,131,SUP,L
3289,124,SUP,L
3290,470,W/M,L
3291,174,W/M,L
3292,176,W/M,H
3293,209,SUP,L
3294,242,SUP,M
3295,356,SUP,H
3296,64,SUP,H
3297,67,SUP,M
3298,60,SUP,L
3299,502,WNM,L
3300,222,SUP,L
3301,161,W/M,M
3302,64,SUP,M
3304,298,SUP,L
3305,298,SUP,L
3307,97,SUP,L
3308,101,SUP,L
3309,98,SUP,M
3310,94,SUP,M
3311,553,SUP,H
3313,376,SUP,L
3314,510,WNM,L
3315,510,WNM,L
3317,570,WNM,L
3319,81,SUP,L
3320,80,SUP,L
3322,442,W/M,L
3324,444,SUP,L
3327,533,WNM,L
3328,200,SUP,L
3329,187,SUP,L
3330,502,WNM,L
3331,327,SUP,M
3332,191,SUP,L
3334,187,SUP,L
3336,197,SUP,L
3337,165,SUP,L
3338,497,WNM,L
3339,165,SUP,L
3340,507,WNM,L
3341,58,WNM,L
3342,225,SUP,L
3344,286,SUP,L
3347,116,SUP,M
3348,107,SUP,L
3349,118,SUP,L
3350,394,SUP,H
3351,394,SUP,H
3352,452,SUP,M
3354,397,WNM,L
3355,397,WNM,L
3356,397,WNM,L
3357,9,WNM,L
3359,499,WNM,L
3360,373,SUP,L
3362,253,SUP,L
3363,254,SUP,L
3364,422,SUP,L
3366,401,SUP,L
3367,36,SUP,M
3370,115,SUP,L
3371,309,SUP,L
3372,111,SUP,M
3377,9,WNM,L
3379,366,SUP,L
3380,475,SUP,M
3381,74,SUP,L
3382,389,SUP,L
3383,70,SUP,L
3384,70,SUP,L
3385,570,WNM,L
3386,3,SUP,L
3387,118,SUP,M
3388,25,SUP,M
3389,25,SUP,L
3390,68,SUP,L
3391,87,SUP,L
3392,58,WNM,L
3395,429,SUP,L
3397,553,SUP,H
3400,265,SUP,M
3401,20,SUP,L
3402,19,SUP,L
3403,26,SUP,M
3404,422,SUP,M
3406,51,SUP,L
3407,368,SUP,L
3408,455,SUP,L
3409,156,SUP,M
3411,500,WNM,L
3412,232,SUP,L
3414,548,WNM,L
3415,104,SUP,M
3417,105,SUP,L
3418,112,SUP,M
3419,58,WNM,L
3420,172,W/M,H
3422,558,SUP,M
3423,385,SUP,L
3424,544,WNM,L
3425,63,SUP,M
3427,387,SUP,L
3428,375,SUP,L
3429,228,SUP,L
3430,352,SUP,L
3431,48,SUP,L
3432,49,SUP,L
3433,49,SUP,L
3434,270,SUP,L
3435,249,SUP,M
3436,201,SUP,L
3439,15,SUP,L
3442,516,WNM,L
3443,577,W/M,M
3445,207,SUP,L
3447,219,SUP,M
3449,528,WNM,L
3450,528,WNM,L
3452,562,WNM,L
3453,200,SUP,L
3454,401,SUP,L
3455,452,W/M,M
3456,500,WNM,L
3457,507,WNM,L
3458,200,SUP,L
3459,278,SUP,L
3460,278,SUP,L
3461,16,SUP,L
3462,24,SUP,M
3463,114,SUP,M
3464,462,SUP,M
3465,369,SUP,M
3469,175,SUP,M
3471,26,SUP,L
3472,474,SUP,L
3473,394,SUP,M
3474,115,SUP,M
3475,167,SUP,M
3476,197,SUP,M
3477,465,SUP,M
3478,470,W/M,L
3479,534,WNM,L
3480,311,SUP,L
3481,282,W/M,M
3482,51,SUP,M
3483,129,SUP,L
3484,14,SUP,L
3485,18,SUP,L
3486,218,SUP,L
3487,206,SUP,M
3488,435,SUP,L
3489,281,SUP,L
3490,282,W/M,H
3491,184,W/M,M
3492,409,SUP,L
3493,452,W/M,M
3494,459,W/M,L
3495,149,SUP,L
3497,444,SUP,L
3498,422,SUP,M
3499,442,SUP,L
3500,60,SUP,H
3501,167,SUP,L
3502,221,SUP,L
3503,308,SUP,L
3504,499,WNM,L
3505,441,SUP,L
3508,507,WNM,L
3509,562,WNM,L
3510,62,SUP,M
3511,474,SUP,L
3512,570,WNM,L
3513,423,SUP,L
3514,228,SUP,L
3515,218,SUP,L
3516,458,SUP,M
3517,570,WNM,L
3518,88,SUP,L
3520,577,SUP,H
3521,504,WNM,L
3522,484,SUP,M
3523,448,SUP,L
3525,514,SUP,M
3526,104,SUP,L
3527,107,SUP,M
3528,143,SUP,L
3529,249,SUP,L
3530,561,WNM,L
3531,467,SUP,L
3533,585,SUP,L
3534,425,SUP,L
3535,157,SUP,L
3537,467,SUP,M
3538,92,SUP,L
3541,167,SUP,L
3542,562,WNM,L
3543,173,W/M,L
3545,163,W/M,L
3546,173,W/M,L
3548,173,W/M,M
3549,184,W/M,L
3560,160,SUP,L
3561,160,W/M,L
3562,577,W/M,H
3563,168,W/M,H
3564,170,SUP,H
3566,380,SUP,M
3567,80,SUP,L
3568,403,SUP,L
3569,83,SUP,M
3570,30,SUP,L
3571,221,SUP,L
3572,62,SUP,L
3573,286,SUP,M
3574,504,WNM,L
3579,562,WNM,L
3580,219,SUP,L
3581,216,SUP,L
3582,391,SUP,M
3583,188,SUP,M
3584,64,SUP,H
3585,68,SUP,L
3587,455,SUP,L
3588,291,SUP,M
3589,403,SUP,M
3590,426,SUP,L
3591,68,SUP,L
3593,492,WNM,L
3594,58,WNM,L
3595,310,SUP,L
3596,384,SUP,L
3597,270,SUP,L
3598,176,W/M,M
3599,492,WNM,L
3600,500,WNM,L
3601,266,SUP,H
3602,275,SUP,L
3603,498,WNM,L
3604,510,WNM,L
3605,498,WNM,L
3606,549,WNM,L
3607,195,SUP,L
3608,209,SUP,L
3609,19,SUP,L
3611,26,SUP,M
3612,296,SUP,L
3614,498,WNM,L
3615,533,WNM,L
3616,128,SUP,L
3617,559,WNM,L
3619,554,WNM,L
3620,403,SUP,L
3621,23,SUP,L
3622,498,WNM,L
3623,88,SUP,L
3624,424,SUP,H
3625,109,SUP,H
3626,308,SUP,L
3627,21,SUP,L
3628,497,WNM,L
3629,549,WNM,L
3630,415,SUP,H
3631,44,SUP,L
3632,205,SUP,L
3633,234,SUP,L
3634,232,SUP,L
3635,554,WNM,L
3637,533,WNM,L
3638,516,WNM,L
3639,292,SUP,M
3640,65,SUP,M
3641,223,SUP,L
3644,289,SUP,L
3645,73,SUP,L
3646,496,WNM,L
3648,427,SUP,L
3650,446,W/M,L
3652,453,SUP,M
3653,58,WNM,L
3654,534,WNM,L
3655,397,WNM,L
3658,298,SUP,L
3659,119,SUP,L
3660,120,SUP,L
3661,526,WNM,L
3700,309,SUP,M
3701,302,SUP,L
3702,98,SUP,L
3703,543,WNM,L
3705,467,SUP,L
3708,453,SUP,L
3709,20,SUP,M
3710,20,SUP,L
3712,455,SUP,M
3713,496,WNM,L
3717,153,SUP,M
3720,293,SUP,H
3722,208,SUP,M
3724,496,WNM,L
3725,267,SUP,L
3726,205,SUP,L
3727,541,WNM,L
3728,394,SUP,H
3729,392,SUP,L
3730,364,SUP,L
3731,385,SUP,L
3732,385,SUP,M
3733,42,SUP,L
3734,430,SUP,L
3736,541,WNM,L
3738,227,SUP,L
3739,399,SUP,M
3740,490,WNM,L
3741,22,SUP,L
3742,476,SUP,M
3743,542,WNM,L
3745,542,WNM,L
3746,542,WNM,L
3747,239,SUP,L
3748,26,SUP,L
3749,225,SUP,L
3750,32,SUP,L
3751,373,SUP,L
3752,542,WNM,L
3757,471,SUP,L
3760,421,SUP,L
3761,412,SUP,L
3762,413,SUP,L
3763,505,SUP,M
3764,45,SUP,L
3765,223,SUP,L
3768,314,SUP,L
3771,371,SUP,L
3772,311,SUP,L
3773,479,SUP,L
3774,165,SUP,M
3777,56,SUP,L
3778,381,SUP,L
3780,281,SUP,L
3781,482,SUP,L
3782,91,SUP,M
3783,223,SUP,L
3784,221,SUP,L
3785,14,SUP,L
3786,25,SUP,M
3788,397,WNM,L
3789,401,SUP,L
3790,265,SUP,L
3791,202,SUP,L
3792,219,SUP,L
3794,514,SUP,M
3795,577,SUP,H
3796,462,SUP,M
3799,371,SUP,M
3801,471,SUP,L
3802,284,SUP,L
3803,173,W/M,M
3804,293,SUP,M
3805,391,SUP,L
3806,421,SUP,L
3809,213,SUP,L
3810,168,SUP,L
3812,217,SUP,M
3817,559,WNM,L
3823,433,SUP,L
3824,585,SUP,M
3825,302,SUP,L
3826,71,SUP,L
3827,64,SUP,H
3828,46,SUP,L
3829,124,SUP,M
3830,178,SUP,L
3831,288,SUP,L
3833,373,SUP,L
3835,119,SUP,L
3837,263,SUP,L
3838,227,SUP,M
3840,222,SUP,L
3842,192,SUP,L
3843,285,SUP,L
3844,510,WNM,L
3845,510,WNM,L
3846,510,WNM,L
3847,405,SUP,L
3848,401,SUP,M
3850,467,SUP,L
3851,246,SUP,M
3852,124,SUP,L
3853,430,SUP,L
3857,441,SUP,L
3858,108,SUP,L
3860,208,SUP,M
3861,373,SUP,M
3862,549,WNM,L
3864,302,SUP,L
3867,379,SUP,L
3868,127,SUP,L
3869,287,SUP,L
3870,561,WNM,L
3872,430,SUP,L
3874,18,SUP,L
3876,200,SUP,L
3877,93,SUP,L
3880,502,WNM,L
3883,470,W/M,L
3884,367,SUP,L
3886,80,SUP,L
3887,115,SUP,L
3888,86,SUP,M
3889,299,SUP,M
3891,269,SUP,L
3893,269,SUP,L
3894,259,SUP,L
3896,368,SUP,M
3897,400,SUP,L
3899,496,WNM,L
3912,176,SUP,L
3935,103,WNM,L
3947,458,SUP,H
3959,498,WNM,L
3988,557,WNM,L
3990,544,WNM,L
4046,561,WNM,L
4048,541,WNM,L
4049,266,SUP,L
4053,494,WNM,M
4054,494,WNM,L
4055,87,SUP,L
4056,528,WNM,L
4057,538,WNM,L
4063,105,SUP,L
4064,289,SUP,M
4065,300,SUP,L
4068,582,SUP,L
4100,557,WNM,L
4101,465,SUP,M
4102,86,SUP,L
4103,77,SUP,L
4104,504,WNM,L
4105,526,WNM,L
4108,323,SUP,M
4111,65,SUP,M
4112,569,SUP,L
4114,542,WNM,L
4115,87,SUP,L
4118,256,SUP,L
4127,552,WNM,L
4128,537,WNM,L
4129,128,SUP,L
4130,82,SUP,L
4131,506,SUP,M
4132,465,SUP,M
4134,551,WNM,L
4137,467,SUP,L
4138,491,WNM,L
4139,491,WNM,L
4140,103,WNM,M
4141,548,WNM,L
4142,96,WNM,L
4144,30,SUP,M
4145,497,WNM,L
4147,500,WNM,L
4148,499,WNM,L
4153,175,SUP,H
4157,500,WNM,L
4159,559,WNM,L
4161,110,SUP,M
4162,506,SUP,L
4163,82,SUP,M
4164,55,SUP,L
4165,479,SUP,M
4166,121,SUP,L
4168,326,SUP,L
4169,551,WNM,L
4171,466,SUP,M
4174,512,WNM,L
4176,477,SUP,M
4178,550,WNM,L
4180,557,WNM,L
4182,504,WNM,L
4183,85,SUP,L
4184,502,WNM,M
4185,24,SUP,M
4187,137,SUP,L
4188,566,WNM,L
4189,544,WNM,L
4191,287,SUP,L
4193,542,WNM,L
4194,84,SUP,L
4195,352,SUP,L
4196,490,WNM,L
4197,96,WNM,L
4198,485,WNM,L
4200,16,SUP,L
4201,385,SUP,L
4202,455,SUP,M
4203,365,SUP,L
4206,497,WNM,L
4208,401,SUP,L
4210,545,WNM,L
4211,96,WNM,L
4215,55,SUP,L
4216,580,SUP,L
4218,510,WNM,L
4219,82,SUP,L
4220,502,WNM,L
4221,477,SUP,L
4223,122,SUP,L
4224,304,SUP,L
4226,119,SUP,L
4230,248,SUP,L
4231,248,SUP,L
4232,370,SUP,M
4233,510,WNM,L
4235,251,SUP,L
4237,42,SUP,M
4238,449,SUP,L
4239,392,SUP,L
4240,53,SUP,M
4241,352,SUP,L
4243,205,SUP,L
4250,297,SUP,L
4252,364,SUP,L
4255,214,SUP,H
4256,414,SUP,L
4257,425,SUP,L
4258,291,SUP,L
4260,107,SUP,L
4262,89,SUP,M
4264,9,WNM,L
4272,401,SUP,L
4273,300,SUP,L
4274,305,SUP,L
4275,510,WNM,L
4276,226,SUP,M
4277,316,SUP,L
4278,317,SUP,L
4279,44,SUP,L
4283,16,SUP,L
4284,380,SUP,L
4285,214,SUP,M
4286,265,SUP,L
4288,379,SUP,M
4293,9,WNM,L
4295,134,SUP,L
4298,59,SUP,L
4299,71,SUP,L
4303,553,SUP,M
4309,455,SUP,M
4317,447,SUP,L
4318,8,SUP,L
4321,409,SUP,L
4323,262,SUP,L
4324,9,WNM,L
4325,365,SUP,L
4330,13,SUP,L
4332,90,SUP,M
4333,1,SUP,L
4334,294,SUP,L
4335,391,SUP,L
4336,368,SUP,L
4337,365,SUP,L
4339,397,WNM,L
4340,445,SUP,L
4348,237,SUP,L
4352,427,SUP,L
4354,102,WNM,L
4355,364,SUP,L
4356,396,SUP,H
4357,545,WNM,L
4358,432,SUP,M
4359,469,SUP,L
4365,90,SUP,L
4366,526,WNM,L
4367,542,WNM,L
4368,93,SUP,M
4370,392,SUP,L
4371,542,WNM,L
4372,320,SUP,L
4373,542,WNM,L
4374,421,SUP,L
4375,534,WNM,L
4376,534,WNM,L
4377,388,SUP,L
4378,285,SUP,L
4380,488,WNM,L
4381,333,SUP,L
4383,197,SUP,L
4384,36,SUP,L
4387,156,SUP,L
4388,502,WNM,L
4390,507,WNM,L
4392,445,SUP,L
4393,453,SUP,M
4394,474,SUP,L
4395,474,SUP,L
4399,247,SUP,L
4403,187,SUP,L
4404,233,SUP,M
4405,264,SUP,M
4407,8,SUP,L
4409,22,SUP,L
4410,304,SUP,L
4412,382,SUP,L
4413,494,WNM,L
4414,152,SUP,L
4415,526,WNM,L
4416,67,SUP,M
4417,251,SUP,L
4420,41,SUP,L
4421,546,WNM,L
4423,280,SUP,L
4424,206,SUP,M
4425,96,WNM,L
4426,546,WNM,L
4427,97,SUP,L
4428,294,SUP,L
4430,373,SUP,L
4431,509,WNM,L
4432,499,WNM,L
4434,548,WNM,L
4435,149,SUP,L
4436,24,SUP,L
4438,582,SUP,L
4439,201,SUP,L
4440,41,SUP,L
4441,488,WNM,L
4443,497,WNM,L
4444,98,SUP,M
4445,497,WNM,L
4446,107,SUP,M
4450,242,SUP,L
4451,373,SUP,M
4452,497,WNM,L
4453,504,WNM,L
4456,558,SUP,L
4457,38,SUP,L
4458,299,SUP,L
4459,301,SUP,L
4460,324,SUP,L
4461,259,SUP,L
4464,570,WNM,L
4465,562,WNM,L
4466,562,WNM,L
4468,562,WNM,L
4469,566,WNM,L
4470,538,WNM,L
4472,25,SUP,L
4473,9,WNM,L
4475,362,SUP,L
4476,290,SUP,L
4477,308,SUP,L
4478,538,WNM,L
4479,207,SUP,L
4482,153,SUP,L
4483,149,SUP,L
4484,297,SUP,M
4487,39,SUP,L
4488,451,SUP,L
4490,9,WNM,L
4491,490,WNM,L
4494,557,WNM,L
4497,13,SUP,L
4498,103,WNM,L
4499,299,SUP,L
4501,235,SUP,L
4503,44,SUP,L
4504,544,WNM,L
4506,41,SUP,L
4508,80,SUP,L
4509,48,SUP,H
4511,279,SUP,L
4512,65,SUP,M
4514,286,SUP,L
4516,537,WNM,L
4517,546,WNM,L
4519,496,WNM,L
4520,97,SUP,L
4521,41,SUP,M
4524,498,WNM,L
4525,496,WNM,L
4526,63,SUP,H
4527,546,WNM,M
4528,554,WNM,L
4529,266,SUP,L
4530,496,WNM,L
4531,265,SUP,L
4533,145,SUP,L
4538,67,SUP,M
4540,203,SUP,L
4545,500,WNM,L
4546,488,WNM,L
4553,361,SUP,L
4554,82,SUP,L
4556,29,SUP,L
4557,396,SUP,M
4558,25,SUP,L
4560,488,WNM,L
4561,549,WNM,L
4563,103,WNM,L
4564,299,SUP,L
4565,559,WNM,L
4567,379,SUP,L
4568,432,SUP,L
4570,164,SUP,L
4574,306,SUP,L
4577,542,WNM,L
4579,537,WNM,L
4580,544,WNM,L
4581,1,SUP,L
4582,545,WNM,L
4583,35,SUP,M
4585,507,WNM,L
4586,543,WNM,L
4588,91,SUP,M
4589,566,WNM,L
4590,361,SUP,L
4591,566,WNM,L
4593,42,SUP,L
4594,305,SUP,L
4595,103,WNM,L
4597,195,SUP,H
4599,378,SUP,L
4600,433,SUP,L
4601,387,SUP,L
4603,9,WNM,L
4605,542,WNM,L
4607,494,WNM,L
4609,225,SUP,M
4611,362,SUP,L
4612,168,SUP,L
4615,356,SUP,L
4616,18,SUP,L
4617,103,WNM,L
4618,562,WNM,L
4619,492,WNM,L
4623,288,SUP,L
4625,491,WNM,L
4626,491,WNM,L
4627,52,SUP,L
4631,238,SUP,M
4635,121,SUP,L
4636,314,SUP,L
4637,356,SUP,L
4638,291,SUP,L
4639,376,SUP,L
4641,270,SUP,L
4643,229,SUP,M
4644,227,SUP,L
4648,545,WNM,L
4653,381,SUP,L
4654,492,WNM,L
4655,507,WNM,L
4657,545,WNM,L
4659,541,WNM,L
4660,206,SUP,M
4664,37,SUP,L
4667,548,WNM,L
4672,544,WNM,L
4673,544,WNM,L
4674,542,WNM,L
4676,570,WNM,L
4677,435,SUP,L
4678,405,SUP,L
4679,131,SUP,L
4681,112,SUP,L
4682,315,SUP,L
4683,130,SUP,L
4686,534,WNM,L
4687,167,SUP,M
4689,582,SUP,L
4690,111,SUP,H
4691,544,WNM,L
4692,554,WNM,L
4695,341,SUP,L
4696,582,SUP,L
4697,315,SUP,M
4699,262,SUP,L
4700,557,WNM,L
4706,557,WNM,L
4734,585,SUP,L
4747,490,WNM,L
4756,544,WNM,L
4757,550,WNM,L
4759,552,WNM,L
4762,515,WNM,L
4826,103,WNM,L
4848,499,WNM,L
4849,419,SUP,L
4865,430,SUP,L
5005,549,WNM,L
5007,552,WNM,L
5008,551,WNM,L
5012,178,SUP,M
5013,509,WNM,L
5014,509,WNM,L
5021,561,WNM,L
5022,125,SUP,M
5023,458,SUP,M
5025,248,SUP,L
5027,194,SUP,M
5028,207,SUP,M
5029,207,SUP,L
5030,207,SUP,L
5031,366,SUP,L
5032,464,W/M,L
5033,378,SUP,L
5034,105,SUP,L
5035,116,SUP,M
5036,112,SUP,M
5037,98,SUP,L
5039,284,SUP,L
5040,227,W/M,H
5041,514,SUP,L
5043,492,WNM,L
5045,67,SUP,M
5046,299,SUP,L
5047,558,W/M,M
5048,203,SUP,L
5049,380,SUP,L
5051,378,SUP,L
5054,98,SUP,M
5055,105,SUP,L
5056,131,SUP,L
5057,151,SUP,L
5058,153,SUP,L
5059,566,WNM,L
5060,270,SUP,L
5062,544,WNM,L
5063,309,SUP,M
5064,201,SUP,L
5065,201,SUP,L
5066,214,SUP,M
5070,396,SUP,M
5071,349,SUP,L
5072,465,W/M,H
5073,514,W/M,L
5075,460,SUP,L
5076,179,SUP,L
5077,577,W/M,M
5078,473,SUP,L
5079,143,SUP,L
5080,50,SUP,M
5081,543,WNM,L
5082,214,SUP,M
5085,305,SUP,L
5087,37,SUP,L
5088,235,SUP,L
5089,423,W/M,L
5090,440,SUP,L
5091,67,SUP,M
5092,53,SUP,L
5093,507,WNM,L
5094,562,WNM,L
5095,163,SUP,M
5096,463,SUP,L
5097,204,SUP,L
5098,545,WNM,L
5099,388,SUP,L
5100,544,WNM,L
5101,396,SUP,L
5102,543,WNM,L
5103,166,W/M,H
5104,223,SUP,M
5105,286,SUP,L
5106,96,WNM,L
5107,566,WNM,L
5108,526,WNM,L
5109,557,WNM,L
5110,557,WNM,L
5111,176,W/M,H
5113,2,SUP,L
5115,418,SUP,L
5116,60,SUP,L
5117,315,SUP,L
5118,297,SUP,M
5119,566,WNM,L
5122,492,WNM,L
5123,391,SUP,M
5124,369,SUP,M
5125,541,WNM,L
5126,3,SUP,M
5127,438,SUP,L
5129,283,W/M,H
5130,170,W/M,H
5131,170,W/M,H
5132,96,WNM,L
5133,457,SUP,L
5134,447,SUP,M
5135,498,WNM,L
5136,457,SUP,L
5137,376,SUP,L
5139,453,SUP,L
5140,459,W/M,M
5141,432,SUP,L
5142,178,SUP,M
5143,554,WNM,L
5144,77,SUP,L
5145,86,SUP,L
5146,506,SUP,M
5147,44,SUP,L
5148,566,WNM,L
5149,485,WNM,L
5150,340,SUP,M
5151,120,SUP,L
5152,446,W/M,M
5154,484,SUP,H
5155,387,SUP,L
5156,463,SUP,L
5157,278,SUP,L
5159,204,SUP,L
5160,202,SUP,L
5162,448,SUP,L
5165,80,SUP,L
5166,387,SUP,L
5167,582,SUP,L
5168,405,SUP,L
5172,97,SUP,L
5173,120,SUP,L
5174,1,SUP,L
5175,152,SUP,L
5178,176,W/M,L
5179,96,WNM,L
5182,566,WNM,L
5183,498,WNM,L
5184,219,SUP,L
5185,217,SUP,L
5186,373,SUP,L
5188,554,WNM,L
5189,369,SUP,M
5190,370,SUP,L
5191,55,SUP,L
5192,455,SUP,M
5193,461,SUP,L
5196,144,SUP,L
5197,5,SUP,L
5198,546,WNM,L
5199,269,SUP,L
5200,233,W/M,M
5201,175,W/M,H
5202,171,W/M,M
5203,217,SUP,L
5204,542,WNM,L
5205,557,WNM,L
5206,557,WNM,L
5207,485,WNM,L
5210,51,SUP,L
5211,52,SUP,H
5214,90,SUP,M
5215,581,SUP,L
5216,70,SUP,L
5218,111,SUP,M
5219,411,SUP,L
5220,112,SUP,M
5221,548,WNM,L
5224,528,WNM,L
5226,528,WNM,L
5227,292,W/M,M
5228,282,W/M,M
5231,454,SUP,L
5232,388,SUP,L
5233,403,SUP,M
5234,401,SUP,M
5235,403,SUP,L
5236,254,SUP,M
5239,167,SUP,L
5240,190,SUP,L
5241,231,SUP,M
5242,191,SUP,M
5244,324,SUP,L
5245,77,SUP,L
5246,65,SUP,L
5247,479,SUP,L
5248,544,WNM,L
5250,90,SUP,M
5251,120,SUP,M
5252,25,SUP,L
5253,289,SUP,L
5254,297,SUP,L
5255,559,WNM,L
5256,544,WNM,L
5257,510,WNM,L
5258,397,WNM,L
5259,397,WNM,L
5260,323,SUP,H
5261,323,SUP,L
5262,13,SUP,L
5263,119,SUP,L
5264,115,SUP,L
5265,559,WNM,L
5266,104,SUP,M
5267,554,WNM,L
5269,397,WNM,L
5270,582,SUP,M
5272,472,SUP,L
5273,472,SUP,L
5274,470,W/M,M
5275,26,SUP,L
5276,269,W/M,L
5278,154,SUP,H
5279,496,WNM,L
5280,201,SUP,L
5281,175,W/M,H
5285,215,SUP,M
5286,533,WNM,L
5287,68,SUP,M
5288,49,SUP,L
5290,528,WNM,L
5291,496,WNM,L
5292,297,SUP,M
5293,172,SUP,H
5294,173,W/M,M
5295,172,SUP,M
5296,316,SUP,L
5297,498,WNM,L
5298,305,SUP,L
5299,89,SUP,M
5300,116,SUP,M
5301,107,SUP,M
5303,364,SUP,L
5304,9,WNM,L
5305,458,W/M,M
5306,397,WNM,L
5307,410,SUP,L
5308,485,WNM,L
5309,213,SUP,L
5310,541,WNM,L
5311,52,SUP,M
5312,479,SUP,M
5313,339,SUP,M
5314,533,WNM,L
5316,479,SUP,H
5317,82,SUP,L
5319,317,SUP,L
5320,298,SUP,L
5321,102,WNM,L
5323,533,WNM,L
5325,109,SUP,M
5326,93,SUP,M
5327,541,WNM,L
5328,541,WNM,L
5329,370,SUP,L
5330,369,SUP,M
5331,368,SUP,L
5332,510,WNM,L
5334,376,SUP,L
5335,463,SUP,L
5336,507,WNM,L
5337,449,SUP,M
5338,459,W/M,M
5340,558,W/M,M
5341,379,SUP,L
5342,365,SUP,L
5343,291,SUP,L
5345,508,W/M,L
5346,296,SUP,L
5347,105,SUP,L
5348,8,SUP,L
5349,510,WNM,L
5350,403,SUP,L
5352,264,SUP,L
5353,562,WNM,L
5355,222,SUP,L
5356,231,SUP,L
5358,234,SUP,L
5359,48,SUP,L
5360,228,SUP,L
5361,432,SUP,L
5363,16,SUP,L
5364,507,WNM,M
5365,96,WNM,L
5366,96,WNM,L
5367,516,WNM,L
5368,477,SUP,L
5369,368,SUP,L
5370,379,SUP,L
5371,497,WNM,L
5372,485,WNM,L
5373,438,SUP,L
5374,239,SUP,L
