STORE,HVDC,FDD
3401,8/5/24,8/5/24
3402,8/5/24,8/5/24
3403,8/5/24,8/5/24
3404,,4/15/24
3406,Complete,
3407,5/20/24,5/20/24
3408,Complete,2/19/24
3409,8/5/24,8/5/24
3411,,4/29/24
3412,5/6/24,5/6/24
3414,5/20/24,5/20/24
3415,5/20/24,5/20/24
3417,9/16/24,9/16/24
3418,5/20/24,5/20/24
3419,Complete,
3420,3/18/24,3/18/24
3422,5/6/24,5/6/24
3423,7/15/24,7/15/24
3424,8/5/24,8/19/24
3425,6/3/24,6/3/24
3427,7/15/24,7/15/24
3428,7/15/24,7/15/24
3429,4/8/24,4/8/24
3430,Complete,7/15/24
3431,Complete,
3432,Complete,
3433,Complete,
3434,7/22/24,7/22/24
3435,Complete,2/19/24
3436,Complete,2/19/24
3439,8/19/24,8/19/24
3442,,2/19/24
3443,5/6/24,5/6/24
3445,Complete,4/29/24
3447,7/15/24,7/15/24
3449,5/6/24,5/6/24
3450,5/6/24,5/6/24
3452,6/3/24,6/3/24
3453,Complete,4/29/24
3454,9/16/24,9/16/24
3455,Complete,2/19/24
3456,,4/29/24
3457,7/15/24,7/15/24
3458,Complete,4/29/24
3459,7/22/24,7/22/24
3460,7/22/24,7/22/24
3461,8/5/24,8/5/24
3462,3/18/24,3/18/24
3463,9/16/24,5/20/24
3464,7/15/24,8/19/24
3465,5/20/24,5/20/24
3469,5/6/24,5/6/24
3471,8/5/24,8/5/24
3472,6/17/24,6/17/24
3473,9/16/24,9/16/24
3474,9/16/24,9/16/24
3475,5/6/24,5/6/24
3476,Complete,4/29/24
3477,7/15/24,8/19/24
3478,7/15/24,8/19/24
3479,5/20/24,5/20/24
3480,6/3/24,6/3/24
3481,4/8/24,4/8/24
3482,Complete,
3483,7/22/24,7/22/24
3484,8/19/24,8/19/24
3485,3/18/24,3/18/24
3486,7/15/24,7/15/24
3487,Complete,4/29/24
3488,7/22/24,7/22/24
3489,4/8/24,4/8/24
3490,4/8/24,6/17/24
3491,8/5/24,
3492,7/15/24,7/15/24
3493,Complete,2/19/24
3494,7/15/24,8/19/24
3495,4/15/24,6/17/24
3497,,
3498,,4/15/24
3499,,
3500,6/3/24,6/3/24
3501,5/6/24,5/6/24
3502,7/15/24,2/19/24
3503,,7/22/24
3504,,7/22/24
3505,,
3508,7/15/24,7/15/24
3509,6/3/24,6/3/24
3510,6/3/24,6/3/24
3511,6/17/24,6/17/24
3512,7/15/24,7/15/24
3513,,4/15/24
3514,4/8/24,4/8/24
3515,7/15/24,7/15/24
3516,5/20/24,8/19/24
3517,7/15/24,7/15/24
3518,5/6/24,5/6/24
3520,5/6/24,5/6/24
3521,Complete,9/16/24
3522,7/15/24,8/19/24
3523,7/15/24,8/19/24
3524,5/20/24,8/19/24
3525,6/17/24,6/17/24
3526,5/20/24,5/20/24
3527,9/16/24,4/29/24
3528,7/22/24,7/22/24
3529,Complete,2/19/24
3530,Complete,8/19/24
3531,6/17/24,6/17/24
3533,8/19/24,8/5/24
3534,,
3535,8/5/24,8/5/24
3537,6/17/24,6/17/24
3538,5/20/24,4/29/24
3541,5/6/24,5/6/24
3542,6/3/24,6/3/24
3543,3/18/24,3/18/24
3545,5/6/24,8/5/24
3546,3/18/24,
3547,3/18/24,3/18/24
3548,3/18/24,3/18/24
3549,3/18/24,8/5/24
3559,7/22/24,
3560,8/5/24,8/5/24
3561,8/5/24,
3562,5/6/24,5/6/24
3563,5/6/24,5/6/24
3564,5/6/24,5/6/24
3566,8/19/24,8/19/24
3567,5/6/24,5/6/24
3568,9/16/24,9/16/24
3569,5/6/24,5/6/24
3570,3/18/24,3/18/24
3571,7/15/24,7/15/24
3572,6/3/24,6/3/24
3573,6/17/24,6/17/24
3574,Complete,8/19/24
3579,6/3/24,6/3/24
3580,7/15/24,7/15/24
3581,,7/15/24
3582,8/19/24,8/19/24
3583,3/18/24,3/18/24
3584,6/3/24,6/3/24
3585,6/3/24,6/3/24
3587,Complete,2/19/24
3588,6/17/24,6/17/24
3589,9/16/24,9/16/24
3590,8/5/24,4/15/24
3591,6/3/24,6/3/24
3593,7/22/24,7/22/24
3594,Complete,
3595,,4/29/24
3596,7/15/24,7/15/24
3597,7/22/24,7/22/24
3598,5/6/24,5/6/24
3599,7/22/24,7/22/24
3600,,4/29/24
3601,7/22/24,7/22/24
3602,4/15/24,4/15/24
3603,6/17/24,6/17/24
3604,5/20/24,5/20/24
3605,6/17/24,6/17/24
3606,5/20/24,4/29/24
3607,3/18/24,3/18/24
3608,,6/17/24
3609,8/5/24,8/5/24
3611,8/5/24,8/5/24
3612,6/17/24,7/22/24
3614,6/17/24,7/22/24
3615,Complete,7/15/24
3616,7/22/24,7/22/24
3617,5/20/24,4/29/24
3619,8/5/24,6/17/24
3620,9/16/24,9/16/24
3621,3/18/24,8/5/24
3622,6/17/24,7/22/24
3623,5/6/24,5/6/24
3624,,4/15/24
3625,9/16/24,9/16/24
3626,,7/22/24
3627,3/18/24,3/18/24
3628,3/18/24,2/19/24
3629,5/20/24,4/29/24
3630,7/22/24,7/22/24
3631,Complete,
3632,Complete,4/29/24
3633,4/8/24,4/8/24
3634,5/6/24,5/6/24
3635,8/5/24,6/17/24
3637,Complete,9/16/24
3638,,2/19/24
3639,4/8/24,6/17/24
3640,6/3/24,6/3/24
3641,7/15/24,7/15/24
3643,,
3644,6/17/24,4/29/24
3645,5/6/24,5/6/24
3646,6/3/24,2/19/24
3648,8/5/24,8/5/24
3650,7/15/24,8/19/24
3652,Complete,2/19/24
3653,Complete,
3654,5/20/24,5/20/24
3655,7/15/24,8/19/24
3658,,7/22/24
3659,8/5/24,6/17/24
3660,8/5/24,6/17/24
3661,7/15/24,7/15/24
3693,6/3/24,6/3/24
3700,,2/19/24
3701,,4/29/24
3702,6/3/24,6/3/24
3703,7/22/24,7/22/24
3705,6/17/24,6/17/24
3708,Complete,2/19/24
3709,8/5/24,8/5/24
3710,8/5/24,8/5/24
3712,Complete,2/19/24
3713,6/3/24,2/19/24
3716,6/3/24,6/3/24
3717,6/3/24,6/17/24
3720,4/8/24,4/8/24
3722,,6/17/24
3723,7/15/24,7/15/24
3724,6/3/24,2/19/24
3725,7/22/24,7/22/24
3726,Complete,4/29/24
3727,6/3/24,6/3/24
3728,9/16/24,9/16/24
3729,Complete,2/19/24
3730,5/20/24,5/20/24
3731,7/15/24,7/15/24
3732,7/15/24,7/15/24
3733,,2/19/24
3734,8/5/24,8/5/24
3736,6/3/24,7/22/24
3738,,6/17/24
3739,9/16/24,9/16/24
3740,8/19/24,8/19/24
3741,8/5/24,8/5/24
3742,6/17/24,6/17/24
3743,6/3/24,5/20/24
3745,6/3/24,5/20/24
3746,6/3/24,5/20/24
3747,Complete,2/19/24
3748,8/5/24,8/5/24
3749,7/15/24,7/15/24
3750,6/3/24,8/5/24
3751,5/20/24,5/20/24
3752,6/3/24,5/20/24
3754,6/17/24,6/17/24
3757,6/17/24,6/17/24
3758,,4/15/24
3760,,4/15/24
3761,,4/15/24
3762,3/18/24,8/5/24
3763,7/15/24,7/15/24
3764,Complete,8/19/24
3765,7/15/24,2/19/24
3768,6/17/24,7/22/24
3770,6/17/24,7/22/24
3771,5/20/24,5/20/24
3772,6/3/24,6/3/24
3773,Complete,
3774,5/6/24,5/6/24
3777,Complete,
3778,8/19/24,8/19/24
3780,4/8/24,4/8/24
3781,Complete,2/19/24
3782,5/20/24,4/29/24
3783,7/15/24,7/15/24
3784,7/15/24,7/15/24
3785,8/19/24,8/19/24
3786,3/18/24,3/18/24
3788,7/15/24,8/19/24
3789,9/16/24,9/16/24
3790,7/22/24,7/22/24
3791,Complete,4/29/24
3792,7/15/24,7/15/24
3794,6/17/24,6/17/24
3795,5/6/24,5/6/24
3796,7/15/24,8/19/24
3799,5/20/24,5/20/24
3801,6/17/24,6/17/24
3802,5/6/24,5/6/24
3803,5/6/24,8/5/24
3804,4/8/24,4/8/24
3805,8/19/24,8/19/24
3806,,4/15/24
3807,5/20/24,5/20/24
3809,7/15/24,2/19/24
3810,5/6/24,5/6/24
3812,7/15/24,7/15/24
3816,,
3817,5/20/24,4/29/24
3823,8/5/24,8/5/24
3824,8/19/24,8/5/24
3825,6/17/24,4/29/24
3826,7/15/24,7/15/24
3827,6/3/24,6/3/24
3828,6/3/24,8/19/24
3829,6/3/24,6/3/24
3830,5/6/24,5/6/24
3831,6/17/24,4/29/24
3833,5/20/24,5/20/24
3835,8/5/24,6/17/24
3837,7/22/24,7/22/24
3838,,6/17/24
3840,7/15/24,4/29/24
3842,3/18/24,3/18/24
3843,5/6/24,6/17/24
3844,5/20/24,5/20/24
3845,5/20/24,5/20/24
3846,5/20/24,5/20/24
3847,9/16/24,9/16/24
3848,9/16/24,9/16/24
3850,6/17/24,6/17/24
3851,Complete,2/19/24
3852,6/3/24,6/3/24
3853,8/5/24,4/15/24
3857,,
3858,9/16/24,9/16/24
3860,,6/17/24
3861,5/20/24,5/20/24
3862,5/20/24,4/29/24
3864,,4/29/24
3867,8/19/24,8/5/24
3868,6/3/24,5/20/24
3869,6/17/24,6/17/24
3870,Complete,
3872,8/5/24,8/5/24
3874,3/18/24,3/18/24
3875,,4/15/24
3876,Complete,4/29/24
3877,6/3/24,6/3/24
3880,6/17/24,6/17/24
3883,7/15/24,8/19/24
3884,5/20/24,5/20/24
3885,6/17/24,6/17/24
3886,5/6/24,5/6/24
3887,9/16/24,5/20/24
3888,5/6/24,5/6/24
3889,6/17/24,7/22/24
3891,7/22/24,7/22/24
3893,7/22/24,7/22/24
3894,6/3/24,6/3/24
3896,5/20/24,5/20/24
3897,9/16/24,9/16/24
3899,6/3/24,2/19/24
3912,5/6/24,5/6/24
3913,,
3935,9/16/24,9/16/24
3946,,
3947,5/20/24,8/19/24
3959,6/3/24,6/3/24
3988,9/16/24,9/16/24
3990,7/22/24,7/22/24
4046,Complete,8/19/24
4048,7/22/24,7/22/24
4049,7/22/24,2/19/24
4053,Complete,2/19/24
4054,Complete,2/19/24
4055,5/6/24,5/6/24
4056,5/6/24,5/6/24
4057,7/15/24,7/15/24
4063,9/16/24,9/16/24
4064,6/17/24,6/17/24
4065,,4/29/24
4068,9/16/24,9/16/24
4100,9/16/24,9/16/24
4101,7/15/24,8/19/24
4102,5/6/24,5/6/24
4103,5/6/24,5/6/24
4104,Complete,
4105,7/15/24,7/15/24
4108,5/20/24,5/20/24
4111,6/3/24,6/3/24
4112,5/6/24,5/6/24
4114,Complete,8/19/24
4115,5/6/24,5/6/24
4118,6/3/24,6/3/24
4127,Complete,2/19/24
4128,5/20/24,5/20/24
4129,7/22/24,7/22/24
4130,5/6/24,5/6/24
4131,5/6/24,5/6/24
4132,7/15/24,8/19/24
4134,7/15/24,8/19/24
4137,6/17/24,6/17/24
4138,8/5/24,8/5/24
4139,8/5/24,8/5/24
4140,9/16/24,9/16/24
4141,5/20/24,5/20/24
4142,5/20/24,4/29/24
4144,3/18/24,3/18/24
4145,3/18/24,3/18/24
4147,6/17/24,7/22/24
4148,,2/19/24
4152,6/3/24,
4153,5/6/24,5/6/24
4156,8/5/24,8/5/24
4157,6/17/24,7/22/24
4159,5/20/24,5/20/24
4160,5/20/24,5/20/24
4161,9/16/24,9/16/24
4162,5/6/24,5/6/24
4163,5/6/24,5/6/24
4164,Complete,8/19/24
4165,Complete,
4166,6/3/24,6/3/24
4168,5/20/24,5/20/24
4169,5/20/24,8/19/24
4171,7/15/24,8/19/24
4174,Complete,8/19/24
4176,6/17/24,6/17/24
4178,6/17/24,6/17/24
4180,9/16/24,9/16/24
4182,Complete,
4183,5/6/24,5/6/24
4184,3/18/24,3/18/24
4185,3/18/24,3/18/24
4187,7/22/24,7/22/24
4188,7/22/24,7/22/24
4189,8/19/24,8/19/24
4191,6/17/24,6/17/24
4193,5/6/24,6/3/24
4194,6/3/24,5/6/24
4195,Complete,7/15/24
4196,8/19/24,8/19/24
4197,5/20/24,5/20/24
4198,3/18/24,3/18/24
4200,8/5/24,8/5/24
4201,7/15/24,7/15/24
4202,Complete,2/19/24
4203,5/20/24,5/20/24
4206,3/18/24,3/18/24
4208,9/16/24,9/16/24
4209,3/18/24,8/5/24
4210,8/19/24,8/19/24
4211,5/20/24,5/20/24
4215,Complete,8/19/24
4216,Complete,2/19/24
4218,5/20/24,5/20/24
4219,5/6/24,5/6/24
4220,6/17/24,6/17/24
4221,6/17/24,6/17/24
4223,6/3/24,6/3/24
4224,,7/22/24
4226,6/3/24,6/17/24
4230,Complete,2/19/24
4231,Complete,2/19/24
4232,5/20/24,5/20/24
4233,5/20/24,5/20/24
4235,4/15/24,4/15/24
4237,,2/19/24
4238,Complete,8/19/24
4239,Complete,2/19/24
4240,Complete,
4241,7/15/24,7/15/24
4243,Complete,4/29/24
4244,,4/15/24
4246,,4/15/24
4247,9/16/24,9/16/24
4249,6/17/24,6/17/24
4250,6/17/24,7/22/24
4252,5/20/24,5/20/24
4253,,4/15/24
4255,,6/17/24
4256,7/22/24,4/15/24
4257,,4/15/24
4258,6/17/24,6/17/24
4259,4/15/24,4/15/24
4260,9/16/24,4/29/24
4262,5/20/24,6/3/24
4264,5/20/24,5/20/24
4272,9/16/24,9/16/24
4273,,4/29/24
4274,,7/22/24
4275,5/20/24,5/20/24
4276,5/6/24,5/6/24
4277,7/15/24,7/15/24
4278,7/15/24,7/15/24
4279,Complete,
4281,,
4283,8/5/24,8/5/24
4284,8/19/24,8/19/24
4285,,6/17/24
4286,7/22/24,7/22/24
4288,8/19/24,8/5/24
4293,5/20/24,5/20/24
4295,6/3/24,6/3/24
4298,6/3/24,6/3/24
4299,7/15/24,7/15/24
4303,9/16/24,9/16/24
4309,Complete,2/19/24
4317,7/15/24,8/19/24
4318,8/19/24,8/19/24
4321,7/15/24,7/15/24
4322,8/5/24,8/5/24
4323,Complete,2/19/24
4324,5/20/24,5/20/24
4325,5/20/24,5/20/24
4330,8/5/24,8/19/24
4332,5/20/24,5/20/24
4333,8/19/24,8/19/24
4334,6/3/24,6/3/24
4335,8/19/24,8/19/24
4336,5/20/24,5/20/24
4337,5/20/24,5/20/24
4339,7/15/24,8/19/24
4340,7/15/24,8/19/24
4341,7/15/24,7/15/24
4348,4/8/24,4/8/24
4350,6/17/24,6/17/24
4352,,4/15/24
4354,9/16/24,9/16/24
4355,5/20/24,5/20/24
4356,9/16/24,8/19/24
4357,8/19/24,8/19/24
4358,8/5/24,8/5/24
4359,6/17/24,6/17/24
4364,7/15/24,
4365,5/20/24,4/29/24
4366,7/15/24,7/15/24
4367,5/20/24,5/20/24
4368,6/3/24,6/3/24
4370,Complete,2/19/24
4371,5/20/24,5/20/24
4372,4/8/24,6/17/24
4373,5/20/24,5/20/24
4374,,4/15/24
4375,5/20/24,5/20/24
4376,5/20/24,5/20/24
4377,8/19/24,8/19/24
4378,6/17/24,6/17/24
4380,9/16/24,9/16/24
4381,5/20/24,5/20/24
4383,Complete,4/29/24
4384,6/3/24,2/19/24
4387,8/5/24,8/5/24
4388,6/17/24,6/17/24
4389,8/5/24,8/5/24
4390,7/15/24,7/15/24
4392,7/15/24,8/19/24
4393,Complete,2/19/24
4394,6/17/24,6/17/24
4395,6/17/24,6/17/24
4399,Complete,2/19/24
4403,3/18/24,3/18/24
4404,4/8/24,4/8/24
4405,7/22/24,7/22/24
4407,8/19/24,8/19/24
4409,8/5/24,8/5/24
4410,,7/22/24
4412,8/19/24,8/19/24
4413,6/3/24,6/3/24
4414,6/3/24,6/17/24
4415,7/15/24,7/15/24
4416,6/3/24,6/3/24
4417,Complete,2/19/24
4420,3/18/24,2/19/24
4421,8/5/24,8/5/24
4423,4/8/24,4/8/24
4424,7/15/24,4/29/24
4425,5/20/24,5/20/24
4426,8/5/24,8/5/24
4427,6/3/24,6/3/24
4428,3/18/24,6/3/24
4430,5/20/24,5/20/24
4431,,7/22/24
4432,,7/22/24
4434,6/3/24,6/3/24
4435,6/3/24,6/17/24
4436,3/18/24,8/5/24
4438,9/16/24,9/16/24
4439,Complete,4/29/24
4440,3/18/24,2/19/24
4441,9/16/24,9/16/24
4443,3/18/24,3/18/24
4444,6/3/24,6/3/24
4445,3/18/24,3/18/24
4446,9/16/24,4/29/24
4450,6/3/24,6/3/24
4451,5/20/24,5/20/24
4452,3/18/24,3/18/24
4453,Complete,8/19/24
4456,5/6/24,5/6/24
4457,,2/19/24
4458,,7/22/24
4459,6/17/24,4/29/24
4460,5/20/24,5/20/24
4461,7/15/24,7/15/24
4464,7/15/24,7/15/24
4465,6/3/24,6/3/24
4466,6/3/24,6/3/24
4468,6/3/24,6/3/24
4469,4/15/24,6/17/24
4470,7/15/24,7/15/24
4471,8/19/24,8/19/24
4472,3/18/24,8/5/24
4473,5/20/24,5/20/24
4474,6/17/24,6/17/24
4475,3/18/24,3/18/24
4476,6/17/24,6/17/24
4477,,7/22/24
4478,7/15/24,7/15/24
4479,7/15/24,4/29/24
4482,6/3/24,6/17/24
4483,6/3/24,6/17/24
4484,6/17/24,4/29/24
4487,3/18/24,3/18/24
4488,Complete,8/19/24
4490,5/20/24,5/20/24
4491,9/16/24,9/16/24
4494,9/16/24,9/16/24
4497,8/5/24,8/19/24
4498,9/16/24,9/16/24
4499,6/17/24,4/29/24
4501,,6/17/24
4503,Complete,
4504,8/5/24,8/5/24
4506,,2/19/24
4508,5/6/24,5/6/24
4509,Complete,
4511,7/22/24,7/22/24
4512,6/3/24,6/3/24
4514,4/8/24,4/8/24
4516,5/20/24,5/20/24
4517,8/19/24,6/3/24
4519,6/3/24,6/3/24
4520,6/3/24,6/3/24
4521,3/18/24,2/19/24
4524,6/3/24,6/3/24
4525,6/3/24,6/3/24
4526,6/3/24,6/3/24
4527,6/3/24,6/3/24
4528,8/5/24,3/18/24
4529,7/22/24,7/22/24
4530,6/3/24,6/3/24
4531,7/22/24,7/22/24
4533,7/22/24,7/22/24
4538,6/3/24,6/3/24
4540,Complete,4/29/24
4543,5/20/24,5/20/24
4545,6/17/24,4/29/24
4546,5/20/24,4/29/24
4553,3/18/24,3/18/24
4554,5/6/24,5/6/24
4556,6/3/24,6/3/24
4557,9/16/24,8/19/24
4558,8/5/24,8/5/24
4560,9/16/24,4/29/24
4561,6/3/24,6/3/24
4563,9/16/24,9/16/24
4564,,4/29/24
4565,5/20/24,6/3/24
4567,8/19/24,8/5/24
4568,8/5/24,8/5/24
4569,8/5/24,8/5/24
4570,3/18/24,3/18/24
4574,,7/22/24
4577,5/20/24,5/20/24
4579,5/20/24,5/20/24
4580,8/5/24,8/19/24
4581,8/19/24,8/19/24
4582,8/19/24,8/19/24
4583,3/18/24,3/18/24
4585,7/15/24,7/15/24
4586,7/22/24,7/22/24
4588,5/20/24,5/20/24
4589,4/15/24,6/17/24
4590,3/18/24,3/18/24
4591,4/15/24,6/17/24
4593,,2/19/24
4594,,7/22/24
4595,9/16/24,9/16/24
4597,4/8/24,4/8/24
4599,8/19/24,8/19/24
4600,8/5/24,8/5/24
4601,7/15/24,7/15/24
4603,5/20/24,5/20/24
4605,5/6/24,6/3/24
4606,3/18/24,8/5/24
4607,6/3/24,6/3/24
4609,7/15/24,2/19/24
4611,3/18/24,3/18/24
4612,5/6/24,5/6/24
4615,7/15/24,7/15/24
4616,3/18/24,3/18/24
4617,9/16/24,9/16/24
4618,6/3/24,6/3/24
4619,7/22/24,7/22/24
4623,6/17/24,6/17/24
4625,8/5/24,8/5/24
4626,3/18/24,8/5/24
4627,Complete,
4631,7/22/24,2/19/24
4635,6/3/24,6/3/24
4636,6/17/24,6/17/24
4637,7/15/24,7/15/24
4638,6/17/24,6/17/24
4639,8/19/24,8/19/24
4641,7/22/24,7/22/24
4643,,6/17/24
4644,,6/17/24
4648,8/19/24,8/19/24
4653,8/19/24,8/19/24
4654,7/22/24,7/22/24
4655,7/15/24,7/15/24
4657,8/19/24,8/19/24
4659,7/22/24,7/22/24
4660,7/15/24,4/29/24
4664,,2/19/24
4667,5/20/24,5/20/24
4672,8/19/24,8/19/24
4673,8/5/24,8/5/24
4674,6/3/24,6/3/24
4676,7/15/24,7/15/24
4677,,
4678,9/16/24,9/16/24
4679,7/22/24,7/22/24
4681,5/20/24,5/20/24
4682,6/17/24,6/17/24
4683,7/22/24,7/22/24
4686,5/20/24,5/20/24
4687,5/6/24,5/6/24
4689,9/16/24,9/16/24
4690,5/20/24,5/20/24
4691,8/19/24,8/19/24
4692,8/5/24,6/17/24
4695,4/15/24,4/15/24
4696,9/16/24,9/16/24
4697,6/17/24,6/17/24
4699,7/22/24,7/22/24
4700,9/16/24,9/16/24
4706,9/16/24,9/16/24
4734,8/19/24,8/5/24
4747,8/19/24,8/5/24
4756,8/19/24,8/19/24
4757,6/17/24,6/17/24
4759,Complete,2/19/24
4762,7/15/24,8/19/24
4826,9/16/24,9/16/24
4848,,2/19/24
4849,,
4865,8/5/24,4/15/24
4916,Complete,
5003,7/15/24,7/15/24
5005,6/3/24,6/3/24
5007,Complete,2/19/24
5008,7/15/24,8/19/24
5010,8/5/24,
5012,5/6/24,5/6/24
5013,,7/22/24
5014,,7/22/24
5020,5/20/24,
5021,Complete,8/19/24
5022,7/22/24,7/22/24
5023,5/20/24,8/19/24
5025,Complete,2/19/24
5027,4/8/24,4/8/24
5028,7/15/24,4/29/24
5029,7/15/24,4/29/24
5030,Complete,4/29/24
5031,5/20/24,5/20/24
5032,7/15/24,8/19/24
5033,8/5/24,8/5/24
5034,9/16/24,9/16/24
5035,5/20/24,5/20/24
5036,5/20/24,5/20/24
5037,6/3/24,6/3/24
5039,5/6/24,5/6/24
5040,,6/17/24
5041,6/17/24,6/17/24
5043,7/22/24,7/22/24
5044,7/22/24,7/22/24
5045,6/3/24,6/3/24
5046,,4/29/24
5047,5/6/24,5/6/24
5048,Complete,4/29/24
5049,8/19/24,8/19/24
5051,8/19/24,8/19/24
5054,6/3/24,6/3/24
5055,9/16/24,9/16/24
5056,7/22/24,7/22/24
5057,6/3/24,6/17/24
5058,6/3/24,6/17/24
5059,4/15/24,6/17/24
5060,7/22/24,7/22/24
5062,8/5/24,8/5/24
5063,,2/19/24
5064,Complete,4/29/24
5065,Complete,4/29/24
5066,,6/17/24
5070,9/16/24,8/19/24
5071,Complete,9/16/24
5072,7/15/24,8/19/24
5073,6/17/24,6/17/24
5075,7/15/24,8/19/24
5076,8/5/24,8/5/24
5077,5/6/24,5/6/24
5078,6/17/24,6/17/24
5079,7/22/24,7/22/24
5080,Complete,
5081,7/22/24,7/22/24
5082,,6/17/24
5085,,2/19/24
5087,,2/19/24
5088,,6/17/24
5089,,4/15/24
5090,,
5091,6/3/24,6/3/24
5092,Complete,
5093,7/15/24,7/15/24
5094,6/3/24,6/3/24
5095,3/18/24,3/18/24
5096,7/15/24,8/19/24
5097,Complete,4/29/24
5098,8/19/24,8/19/24
5099,9/16/24,9/16/24
5100,8/5/24,8/5/24
5101,9/16/24,8/19/24
5102,7/22/24,7/22/24
5103,5/6/24,5/6/24
5104,7/15/24,7/15/24
5105,4/8/24,6/17/24
5106,5/20/24,4/29/24
5107,6/3/24,6/17/24
5108,7/15/24,7/15/24
5109,9/16/24,9/16/24
5110,9/16/24,9/16/24
5111,5/6/24,5/6/24
5113,8/5/24,8/5/24
5115,7/22/24,7/22/24
5116,6/3/24,6/3/24
5117,6/17/24,6/17/24
5118,6/17/24,7/22/24
5119,6/3/24,6/17/24
5122,7/22/24,7/22/24
5123,8/19/24,8/19/24
5124,5/20/24,5/20/24
5125,7/22/24,6/3/24
5126,8/5/24,8/5/24
5127,,
5129,4/8/24,6/17/24
5130,5/6/24,5/6/24
5131,5/6/24,5/6/24
5132,5/20/24,4/29/24
5133,Complete,2/19/24
5134,7/15/24,8/19/24
5135,6/3/24,6/3/24
5136,Complete,2/19/24
5137,8/19/24,8/19/24
5139,Complete,2/19/24
5140,7/15/24,8/19/24
5141,8/5/24,8/5/24
5142,5/6/24,5/6/24
5143,8/5/24,6/17/24
5144,5/6/24,5/6/24
5145,5/6/24,5/6/24
5146,5/6/24,5/6/24
5147,Complete,
5148,6/3/24,6/17/24
5149,3/18/24,3/18/24
5150,4/15/24,8/5/24
5151,8/5/24,8/5/24
5152,7/15/24,8/19/24
5154,7/15/24,8/19/24
5155,7/15/24,7/15/24
5156,7/15/24,8/19/24
5157,7/22/24,7/22/24
5159,Complete,4/29/24
5160,Complete,4/29/24
5162,7/15/24,8/19/24
5165,5/6/24,5/6/24
5166,7/15/24,7/15/24
5167,9/16/24,9/16/24
5168,9/16/24,9/16/24
5170,8/5/24,8/5/24
5172,6/3/24,6/3/24
5173,8/5/24,6/17/24
5174,8/19/24,8/19/24
5175,6/3/24,6/17/24
5178,5/6/24,5/6/24
5179,5/20/24,4/29/24
5180,3/18/24,3/18/24
5182,6/3/24,6/17/24
5183,6/3/24,6/3/24
5184,7/15/24,7/15/24
5185,7/15/24,7/15/24
5186,5/20/24,5/20/24
5188,8/5/24,6/17/24
5189,5/20/24,5/20/24
5190,5/20/24,5/20/24
5191,Complete,8/19/24
5192,Complete,2/19/24
5193,7/15/24,8/19/24
5196,7/22/24,7/22/24
5197,7/22/24,6/17/24
5198,6/3/24,6/3/24
5199,7/22/24,7/22/24
5200,4/8/24,4/8/24
5201,5/6/24,5/6/24
5202,3/18/24,3/18/24
5203,7/15/24,7/15/24
5204,6/3/24,5/20/24
5205,9/16/24,9/16/24
5206,9/16/24,9/16/24
5207,3/18/24,3/18/24
5210,Complete,8/19/24
5211,Complete,8/19/24
5214,5/20/24,5/20/24
5215,Complete,8/19/24
5216,7/15/24,7/15/24
5218,5/20/24,5/20/24
5219,3/18/24,3/18/24
5220,5/20/24,5/20/24
5221,5/20/24,5/20/24
5224,5/6/24,5/6/24
5226,5/6/24,5/6/24
5227,4/8/24,6/17/24
5228,4/8/24,4/8/24
5229,5/6/24,5/6/24
5231,Complete,2/19/24
5232,8/19/24,8/19/24
5233,9/16/24,9/16/24
5234,9/16/24,9/16/24
5235,9/16/24,9/16/24
5236,6/3/24,6/17/24
5239,5/6/24,5/6/24
5240,3/18/24,3/18/24
5241,4/8/24,6/17/24
5242,3/18/24,3/18/24
5244,5/20/24,5/20/24
5245,5/6/24,5/6/24
5246,6/3/24,6/3/24
5247,Complete,
5248,7/22/24,7/22/24
5250,5/20/24,5/20/24
5251,8/5/24,6/17/24
5252,3/18/24,3/18/24
5253,6/17/24,4/29/24
5254,6/17/24,4/29/24
5255,5/20/24,5/20/24
5256,7/22/24,7/22/24
5257,5/20/24,5/20/24
5258,7/15/24,8/19/24
5259,7/15/24,8/19/24
5260,5/20/24,5/20/24
5261,5/20/24,5/20/24
5262,8/19/24,8/19/24
5263,6/3/24,6/17/24
5264,9/16/24,9/16/24
5265,5/20/24,5/20/24
5266,5/20/24,5/20/24
5267,3/18/24,3/18/24
5269,7/15/24,8/19/24
5270,9/16/24,9/16/24
5272,6/17/24,6/17/24
5273,6/17/24,6/17/24
5274,7/15/24,8/19/24
5275,8/5/24,8/5/24
5276,7/22/24,7/22/24
5278,3/18/24,8/5/24
5279,6/3/24,2/19/24
5280,Complete,4/29/24
5281,5/6/24,5/6/24
5282,3/18/24,3/18/24
5285,,6/17/24
5286,Complete,7/15/24
5287,6/3/24,6/3/24
5288,Complete,
5290,5/6/24,5/6/24
5291,3/18/24,2/19/24
5292,6/17/24,4/29/24
5293,3/18/24,3/18/24
5294,5/6/24,8/5/24
5295,3/18/24,3/18/24
5296,7/15/24,7/15/24
5297,6/3/24,6/3/24
5298,,2/19/24
5299,5/20/24,5/20/24
5300,9/16/24,5/20/24
5301,9/16/24,4/29/24
5303,5/20/24,5/20/24
5304,5/20/24,5/20/24
5305,7/15/24,8/19/24
5306,7/15/24,8/19/24
5307,3/18/24,3/18/24
5308,3/18/24,3/18/24
5309,,6/17/24
