Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
771,Same Day,18:00-06:00,Same Day,16:00-04:00,
780,Same Day,18:00-06:00,Same Day,16:00-04:00,
787,Same Day,18:00-06:00,Same Day,18:00-04:00,
809,Same Day,18:00-06:00,Same Day,16:00-04:00,
840,Same Day,20:00-06:00,Same Day,18:00-04:00,
855,Same Day,18:00-06:00,Same Day,16:00-04:00,
856,Same Day,18:00-06:00,Same Day,16:00-04:00,
857,Same Day,18:00-06:00,Same Day,16:00-04:00,
860,Same Day,18:00-04:00,Same Day,16:00-04:00,
863,Same Day,18:00-07:00,Same Day,16:00-04:00,
878,Same Day,18:00-06:00,Same Day,16:00-04:00,
890,Same Day,18:00-04:00,Same Day,16:00-04:00,
907,Same Day,18:00-07:00,Same Day,16:00-04:00,
920,Same Day,20:00-06:00,Same Day,18:00-04:00,
929,Same Day,18:00-06:00,Same Day,16:00-04:00,
931,Same Day,18:00-06:00,Same Day,16:00-04:00,
932,Same Day,18:00-06:00,Same Day,16:00-04:00,
937,Same Day,18:00-06:00,Same Day,16:00-04:00,
943,Same Day,18:00-06:00,Same Day,16:00-04:00,
973,Same Day,18:00-06:00,Same Day,16:00-04:00,
974,Same Day,18:00-06:00,Same Day,16:00-04:00,
1047,Same Day,18:00-06:00,Same Day,18:00-04:00,
1068,Same Day,18:00-06:00,Same Day,16:00-04:00,
1076,Same Day,18:00-06:00,Same Day,16:00-04:00,
1079,Same Day,18:00-06:00,Same Day,16:00-04:00,
1087,Same Day,18:00-06:00,Same Day,16:00-04:00,
1112,Same Day,18:00-06:00,Same Day,16:00-04:00,
1121,Same Day,18:00-06:00,Same Day,16:00-04:00,
1143,Same Day,18:00-07:00,Same Day,16:00-04:00,
1149,Same Day,18:00-06:00,Same Day,16:00-04:00,
1153,Same Day,18:00-07:00,Same Day,16:00-04:00,
1158,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1175,Same Day,18:00-07:00,Same Day,16:00-04:00,
1181,Same Day,18:00-06:00,Same Day,16:00-04:00,
1184,Same Day,18:00-05:00,Same Day,16:00-04:00,
1201,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1215,Same Day,18:00-06:00,Same Day,16:00-04:00,
1218,Same Day,18:00-21:00,Same Day,16:00-21:00,
1229,Same Day,18:00-06:00,Same Day,16:00-04:00,
1230,Same Day,18:00-06:00,Same Day,18:00-04:00,
1240,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1284,Same Day,18:00-06:00,Same Day,16:00-04:00,
1291,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1299,Same Day,18:00-06:00,Same Day,16:00-04:00,
1311,Same Day,18:00-05:00,Same Day,16:00-04:00,
1314,Same Day,18:00-06:00,Same Day,16:00-04:00,
1324,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1328,Same Day,18:00-07:00,Same Day,16:00-04:00,
1334,Same Day,18:00-07:00,Same Day,16:00-04:00,
1338,Same Day,18:00-06:00,Same Day,16:00-04:00,
1340,Same Day,18:00-22:00,Same Day,16:00-22:00,
1363,Same Day,18:00-07:00,Same Day,16:00-04:00,
1364,Same Day,18:00-06:00,Same Day,16:00-04:00,
1367,Same Day,18:00-06:00,Same Day,18:00-04:00,
1369,Same Day,18:00-06:00,Same Day,16:00-04:00,
1370,Same Day,18:00-06:00,Same Day,16:00-04:00,
1373,Same Day,18:00-20:00,Same Day,16:00-20:00,
1381,Same Day,18:00-06:00,Same Day,16:00-04:00,
1391,Same Day,18:00-21:00,Same Day,16:00-21:00,
1398,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1400,Same Day,18:00-06:00,Same Day,16:00-04:00,
1411,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1417,Same Day,18:00-06:00,Same Day,16:00-04:00,
1436,Same Day,06:00-07:00,Next Day,16:00-18:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1442,Same Day,18:00-06:00,Same Day,16:00-04:00,
1474,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1481,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1488,Same Day,18:00-05:00,Same Day,18:00-04:00,
1512,Same Day,18:00-06:00,Same Day,16:00-04:00,
1532,Same Day,18:00-06:00,Same Day,16:00-04:00,
1533,Same Day,18:00-04:00,Same Day,16:00-04:00,
1541,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1549,Same Day,18:00-06:00,Same Day,16:00-04:00,
1578,Same Day,18:00-06:00,Same Day,16:00-04:00,
1586,Same Day,18:00-06:00,Same Day,16:00-04:00,
1589,Same Day,18:00-21:00,Same Day,16:00-21:00,
1598,Same Day,06:00-08:00,Same Day,16:00-21:00,
1612,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1646,Same Day,18:00-04:00,Same Day,16:00-04:00,
1702,Same Day,18:00-06:00,Same Day,16:00-04:00,
1711,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1720,Same Day,18:00-05:00,Same Day,16:00-04:00,
1746,Same Day,18:00-06:00,Same Day,16:00-04:00,
1766,Same Day,07:00-09:00,Same Day,16:00-20:00,
1846,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2051,Same Day,18:00-06:00,Same Day,16:00-04:00,
2111,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2112,Same Day,18:00-04:00,Same Day,16:00-04:00,
2113,Same Day,18:00-06:00,Same Day,16:00-04:00,
2154,Same Day,18:00-21:00,Same Day,16:00-21:00,
2176,Same Day,18:00-21:00,Same Day,16:00-21:00,
2396,Next Day,15:00-18:00,Next Day,15:00-18:00,
2475,Same Day,18:00-06:00,Same Day,18:00-04:00,
2482,Same Day,18:00-06:00,Same Day,16:00-04:00,
2512,Same Day,18:00-06:00,Same Day,16:00-04:00,
2515,Same Day,18:00-06:00,Same Day,16:00-04:00,
2554,Same Day,18:00-06:00,Same Day,16:00-04:00,
2584,Same Day,18:00-07:00,Same Day,16:00-04:00,
2632,Same Day,20:00-06:00,Same Day,18:00-04:00,
2671,Same Day,18:00-04:00,Same Day,16:00-04:00,
2699,Same Day,20:00-06:00,Same Day,18:00-04:00,
2713,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2731,Same Day,20:00-06:00,Same Day,18:00-04:00,
2732,Same Day,18:00-06:00,Same Day,16:00-04:00,
2733,Same Day,18:00-06:00,Same Day,16:00-04:00,
2766,Same Day,18:00-04:00,Same Day,16:00-04:00,
2767,Same Day,18:00-06:00,Same Day,16:00-04:00,
2768,Same Day,18:00-06:00,Same Day,16:00-04:00,
2773,Same Day,20:00-06:00,Same Day,18:00-04:00,
2777,Same Day,18:00-04:00,Same Day,16:00-04:00,
2778,Same Day,18:00-07:00,Same Day,16:00-04:00,
2811,Same Day,18:00-06:00,Same Day,16:00-04:00,
2890,Same Day,18:00-06:00,Same Day,16:00-04:00,
2922,Same Day,18:00-05:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2941,Same Day,18:00-06:00,Same Day,16:00-04:00,
2944,Same Day,20:00-06:00,Same Day,18:00-04:00,
3011,Next Day,18:00-21:00,Next Day,16:00-21:00,
3049,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3067,Same Day,18:00-07:00,Same Day,16:00-04:00,
3070,Same Day,20:00-06:00,Same Day,18:00-04:00,
3071,Same Day,20:00-06:00,Same Day,18:00-04:00,
3072,Same Day,20:00-06:00,Same Day,18:00-04:00,
3074,Same Day,18:00-20:00,Same Day,16:00-20:00,
3118,Same Day,18:00-22:00,Same Day,16:00-22:00,
3143,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3184,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3188,Same Day,18:00-06:00,Same Day,16:00-04:00,
3201,Same Day,18:00-06:00,Same Day,18:00-04:00,
3205,Same Day,18:00-06:00,Same Day,18:00-04:00,
3207,Same Day,18:00-06:00,Same Day,16:00-04:00,
3241,Same Day,18:00-04:00,Same Day,16:00-04:00,
3271,Same Day,18:00-06:00,Same Day,16:00-04:00,
3310,Same Day,18:00-06:00,Same Day,16:00-04:00,
3314,Same Day,20:00-06:00,Same Day,18:00-04:00,
3315,Same Day,20:00-06:00,Same Day,18:00-04:00,
3348,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3357,Same Day,04:00-07:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3360,Same Day,18:00-06:00,Same Day,16:00-04:00,
3377,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3379,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3386,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3388,Same Day,18:00-05:00,Same Day,16:00-04:00,
3389,Same Day,18:00-05:00,Same Day,16:00-04:00,
3401,Same Day,18:00-06:00,Same Day,16:00-04:00,
3402,Same Day,18:00-05:00,Same Day,16:00-04:00,
3403,Same Day,18:00-06:00,Same Day,18:00-04:00,
3407,Same Day,18:00-05:00,Same Day,18:00-04:00,
3424,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3461,Same Day,18:00-05:00,Same Day,16:00-04:00,
3462,Same Day,18:00-21:00,Same Day,16:00-21:00,
3465,Same Day,18:00-06:00,Same Day,18:00-04:00,
3471,Same Day,07:00-09:00,Same Day,16:00-04:00,
3527,Same Day,18:00-06:00,Same Day,16:00-04:00,
3538,Same Day,18:00-06:00,Same Day,16:00-04:00,
3604,Same Day,06:00-08:00,Same Day,16:00-20:00,
3606,Same Day,20:00-06:00,Same Day,18:00-04:00,
3609,Same Day,18:00-06:00,Same Day,16:00-04:00,
3611,Same Day,18:00-06:00,Same Day,16:00-04:00,
3617,Same Day,20:00-06:00,Same Day,18:00-04:00,
3621,Same Day,18:00-22:00,Same Day,16:00-22:00,
3627,Same Day,18:00-06:00,Same Day,16:00-04:00,
3629,Same Day,20:00-06:00,Same Day,18:00-04:00,
3709,Same Day,18:00-06:00,Same Day,16:00-04:00,
3710,Same Day,18:00-07:00,Same Day,16:00-04:00,
3730,Same Day,18:00-06:00,Same Day,18:00-04:00,
3741,Same Day,18:00-06:00,Same Day,16:00-04:00,
3748,Same Day,18:00-06:00,Same Day,16:00-04:00,
3750,Same Day,18:00-06:00,Same Day,16:00-04:00,
3751,Same Day,18:00-04:00,Same Day,16:00-04:00,
3771,Same Day,18:00-06:00,Same Day,16:00-04:00,
3782,Same Day,18:00-06:00,Same Day,16:00-04:00,
3786,Same Day,18:00-05:00,Same Day,16:00-04:00,
3799,Same Day,18:00-04:00,Same Day,16:00-04:00,
3807,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3817,Same Day,20:00-06:00,Same Day,18:00-04:00,
3833,Same Day,18:00-06:00,Same Day,16:00-04:00,
3844,Same Day,18:00-21:00,Same Day,16:00-21:00,
3845,Same Day,07:00-09:00,Same Day,16:00-21:00,
3846,Same Day,20:00-06:00,Same Day,18:00-04:00,
3861,Same Day,18:00-06:00,Same Day,16:00-04:00,
3862,Same Day,20:00-06:00,Same Day,18:00-04:00,
3884,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3896,Same Day,18:00-04:00,Same Day,16:00-04:00,
4142,Same Day,20:00-06:00,Same Day,18:00-04:00,
4185,Same Day,18:00-06:00,Same Day,16:00-04:00,
4189,Same Day,06:00-08:00,Same Day,16:00-22:00,
4200,Same Day,18:00-06:00,Same Day,16:00-04:00,
4203,Same Day,18:00-06:00,Same Day,16:00-04:00,
4218,Same Day,06:00-08:00,Same Day,16:00-20:00,
4232,Same Day,18:00-07:00,Same Day,16:00-04:00,
4233,Same Day,20:00-06:00,Same Day,18:00-04:00,
4252,Same Day,18:00-06:00,Same Day,16:00-04:00,
4260,Same Day,18:00-06:00,Same Day,16:00-04:00,
4264,Same Day,06:00-08:00,Next Day,16:00-18:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4275,Same Day,06:00-08:00,Same Day,16:00-21:00,
4283,Same Day,18:00-06:00,Same Day,16:00-04:00,
4293,Same Day,20:00-06:00,Same Day,18:00-04:00,
4324,Same Day,20:00-06:00,Same Day,18:00-04:00,
4325,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4330,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4336,Same Day,18:00-06:00,Same Day,16:00-04:00,
4337,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4355,Same Day,18:00-07:00,Same Day,16:00-04:00,
4365,Same Day,18:00-06:00,Same Day,16:00-04:00,
4409,Same Day,18:00-06:00,Same Day,16:00-04:00,
4421,Same Day,20:00-06:00,Same Day,18:00-04:00,
4426,Same Day,20:00-06:00,Same Day,18:00-04:00,
4430,Same Day,18:00-06:00,Same Day,16:00-04:00,
4436,Same Day,18:00-22:00,Same Day,16:00-22:00,
4446,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4451,Same Day,18:00-06:00,Same Day,16:00-04:00,
4472,Same Day,18:00-07:00,Same Day,16:00-04:00,
4473,Same Day,04:00-07:00,Next Day,16:00-18:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4490,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4497,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4504,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4543,Same Day,18:00-07:00,Same Day,16:00-04:00,
4546,Next Day,17:00-19:00,Next Day,16:00-19:00,
4558,Same Day,18:00-06:00,Same Day,16:00-04:00,
4560,Next Day,15:00-18:00,Next Day,15:00-18:00,
4580,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4603,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4673,Same Day,20:00-06:00,Same Day,18:00-04:00,
4756,Same Day,20:00-06:00,Same Day,18:00-04:00,
5031,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5062,Same Day,20:00-06:00,Same Day,18:00-04:00,
5100,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5106,Same Day,20:00-06:00,Same Day,18:00-04:00,
5113,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5124,Same Day,18:00-06:00,Same Day,16:00-04:00,
5126,Same Day,18:00-07:00,Same Day,16:00-04:00,
5132,Same Day,20:00-06:00,Same Day,18:00-04:00,
5151,Same Day,18:00-06:00,Same Day,16:00-04:00,
5179,Same Day,20:00-06:00,Same Day,18:00-04:00,
5186,Same Day,18:00-04:00,Same Day,16:00-04:00,
5189,Same Day,18:00-06:00,Same Day,16:00-04:00,
5190,Same Day,18:00-06:00,Same Day,16:00-04:00,
5252,Same Day,18:00-05:00,Same Day,16:00-04:00,
5257,Same Day,06:00-08:00,Same Day,16:00-21:00,
5262,Same Day,18:00-06:00,Same Day,16:00-04:00,
5267,Same Day,04:00-07:00,Same Day,16:00-04:00,
5275,Same Day,18:00-06:00,Same Day,16:00-04:00,
5301,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5303,Same Day,18:00-06:00,Same Day,16:00-04:00,
5304,Same Day,20:00-06:00,Same Day,18:00-04:00,
5329,Same Day,18:00-05:00,Same Day,16:00-04:00,
5330,Same Day,18:00-06:00,Same Day,16:00-04:00,
5331,Same Day,18:00-06:00,Same Day,16:00-04:00,
5332,Same Day,20:00-06:00,Same Day,18:00-04:00,
5342,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5349,Same Day,20:00-06:00,Same Day,18:00-04:00,
5363,Same Day,18:00-06:00,Same Day,16:00-04:00,
5365,Same Day,07:00-09:00,Same Day,16:00-21:00,
5366,Same Day,06:00-08:00,Same Day,16:00-21:00,
5369,Same Day,18:00-04:00,Same Day,16:00-04:00,
5390,Same Day,18:00-06:00,Same Day,16:00-04:00,
5428,Same Day,18:00-04:00,Same Day,16:00-04:00,
5429,Same Day,18:00-06:00,Same Day,18:00-04:00,
5455,Same Day,18:00-06:00,Same Day,16:00-04:00,
5482,Same Day,18:00-07:00,Same Day,16:00-04:00,
5626,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5704,Same Day,20:00-06:00,Same Day,18:00-04:00,
5709,Same Day,18:00-05:00,Same Day,16:00-04:00,
5725,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5741,Same Day,20:00-06:00,Same Day,18:00-04:00,
5758,Next Day,15:00-18:00,Next Day,15:00-18:00,
5759,Next Day,15:00-18:00,Next Day,15:00-18:00,
5768,Same Day,06:30-09:00,Same Day,16:00-19:30,
5799,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5814,Same Day,18:00-06:00,Same Day,16:00-04:00,
5815,Same Day,20:00-06:00,Same Day,18:00-04:00,
5835,Same Day,18:00-06:00,Same Day,16:00-04:00,
5858,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5894,Same Day,18:00-06:00,Same Day,16:00-04:00,
5903,Same Day,20:00-06:00,Same Day,18:00-04:00,
5907,Same Day,20:00-06:00,Same Day,18:00-04:00,
5988,Same Day,20:00-06:00,Same Day,18:00-04:00,
6398,Same Day,20:00-06:00,Same Day,18:00-04:00,
6477,Same Day,18:00-06:00,Same Day,16:00-04:00,
6480,Same Day,18:00-04:00,Same Day,16:00-04:00,
6998,Same Day,18:00-06:00,Same Day,16:00-04:00,
7185,Same Day,18:00-07:00,Same Day,16:00-04:00,
7299,Same Day,20:00-06:00,Same Day,18:00-04:00,
7320,Same Day,06:00-08:00,Next Day,16:00-20:00,"Your store will not receive an MP delivery on August 19, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
7601,Same Day,20:00-06:00,Same Day,18:00-04:00,
