Store Nbr,EG Ship Qty,LoCo Ship Qty,Total Qty,,,,,,,
1894,10,0,10,,,,,,,
1895,22,0,22,,,,,,,
1896,16,0,16,,,,,,,
1897,8,9,17,,,,,,,
1898,0,18,18,,,,,,,
1899,52,0,52,,,,,,,
1900,10,0,10,,,,,,,
1901,4,0,4,,,,,,,
1902,20,0,20,,,,,,,
1903,16,0,16,,,,,,,
1904,14,0,14,,,,,,,
1905,10,0,10,,,,,,,
1906,10,0,10,,,,,,,
1907,0,0,0,,,,,,,
1908,0,0,0,,,,,,,
1909,24,0,24,,,,,,,
1910,10,18,28,,,,,,,
1911,28,0,28,,,,,,,
1912,24,0,24,,,,,,,
1913,0,9,9,,,,,,,
1914,30,0,30,,,,,,,
1915,24,0,24,,,,,,,
1916,12,0,12,,,,,,,
1917,30,0,30,,,,,,,
1918,6,0,6,,,,,,,
1919,0,0,0,,,,,,,
1920,6,0,6,,,,,,,
1921,30,0,30,,,,,,,
1922,24,0,24,,,,,,,
1923,16,0,16,,,,,,,
1924,12,18,30,,,,,,,
1925,8,9,17,,,,,,,
1926,18,0,18,,,,,,,
1927,64,0,64,,,,,,,
1928,0,0,0,,,,,,,
1930,8,0,8,,,,,,,
1931,0,0,0,,,,,,,
1932,14,0,14,,,,,,,
1933,12,18,30,,,,,,,
1934,24,0,24,,,,,,,
1935,12,18,30,,,,,,,
1936,6,0,6,,,,,,,
1937,0,18,18,,,,,,,
1938,16,0,16,,,,,,,
1939,14,9,23,,,,,,,
1940,20,0,20,,,,,,,
1941,30,0,30,,,,,,,
1942,0,0,0,,,,,,,
1943,10,0,10,,,,,,,
1945,8,18,26,,,,,,,
1946,6,0,6,,,,,,,
1947,6,0,6,,,,,,,
1948,10,0,10,,,,,,,
1949,16,0,16,,,,,,,
1950,16,9,25,,,,,,,
1951,10,0,10,,,,,,,
1952,0,0,0,,,,,,,
1953,50,0,50,,,,,,,
1954,6,0,6,,,,,,,
1955,12,18,30,,,,,,,
1956,12,0,12,,,,,,,
1957,6,0,6,,,,,,,
1958,6,0,6,,,,,,,
1959,28,0,28,,,,,,,
1960,24,0,24,,,,,,,
1961,0,0,0,,,,,,,
1962,12,0,12,,,,,,,
1963,20,0,20,,,,,,,
1964,12,18,30,,,,,,,
1965,8,0,8,,,,,,,
1966,24,0,24,,,,,,,
1967,16,0,16,,,,,,,
1968,24,0,24,,,,,,,
1969,28,0,28,,,,,,,
1970,0,0,0,,,,,,,
1971,6,0,6,,,,,,,
1972,10,0,10,,,,,,,
1973,6,0,6,,,,,,,
1974,0,0,0,,,,,,,
1975,10,0,10,,,,,,,
1976,30,0,30,,,,,,,
1977,28,0,28,,,,,,,
1978,8,0,8,,,,,,,
1979,10,0,10,,,,,,,
1980,16,0,16,,,,,,,
1981,36,0,36,,,,,,,
1982,6,0,6,,,,,,,
1983,16,0,16,,,,,,,
1984,6,0,6,,,,,,,
1985,14,0,14,,,,,,,
1986,10,0,10,,,,,,,
1987,12,0,12,,,,,,,
1988,20,0,20,,,,,,,
1989,10,0,10,,,,,,,
1990,8,0,8,,,,,,,
1991,0,18,18,,,,,,,
1992,24,0,24,,,,,,,
1993,12,18,30,,,,,,,
1994,20,0,20,,,,,,,
1995,24,0,24,,,,,,,
1996,8,0,8,,,,,,,
1997,10,0,10,,,,,,,
1998,6,0,6,,,,,,,
1999,0,0,0,,,,,,,
2000,28,0,28,,,,,,,
2001,6,0,6,,,,,,,
2002,10,0,10,,,,,,,
2003,18,0,18,,,,,,,
2004,6,0,6,,,,,,,
2005,34,0,34,,,,,,,
2006,6,0,6,,,,,,,
2007,30,0,30,,,,,,,
2008,6,0,6,,,,,,,
2009,10,0,10,,,,,,,
2010,8,0,8,,,,,,,
2012,6,0,6,,,,,,,
2013,6,18,24,,,,,,,
2014,6,0,6,,,,,,,
2015,16,0,16,,,,,,,
2016,10,0,10,,,,,,,
2019,16,0,16,,,,,,,
2020,8,0,8,,,,,,,
2021,24,0,24,,,,,,,
2022,14,0,14,,,,,,,
2023,8,0,8,,,,,,,
2024,20,0,20,,,,,,,
2025,50,0,50,,,,,,,
2026,6,0,6,,,,,,,
2027,20,0,20,,,,,,,
2028,6,0,6,,,,,,,
2030,8,0,8,,,,,,,
2031,20,0,20,,,,,,,
2032,12,0,12,,,,,,,
2033,0,0,0,,,,,,,
2035,6,0,6,,,,,,,
2036,8,18,26,,,,,,,
2037,12,0,12,,,,,,,
2038,28,0,28,,,,,,,
2039,6,0,6,,,,,,,
2040,12,0,12,,,,,,,
2041,6,9,15,,,,,,,
2043,0,0,0,,,,,,,
2044,10,9,19,,,,,,,
2045,30,0,30,,,,,,,
2046,6,0,6,,,,,,,
2047,10,0,10,,,,,,,
2048,16,0,16,,,,,,,
2049,10,0,10,,,,,,,
2050,16,0,16,,,,,,,
2051,20,0,20,,,,,,,
2052,10,0,10,,,,,,,
2053,6,0,6,,,,,,,
2054,10,0,10,,,,,,,
2055,8,0,8,,,,,,,
2056,16,0,16,,,,,,,
2057,6,0,6,,,,,,,
2058,22,0,22,,,,,,,
2059,18,0,18,,,,,,,
2061,0,0,0,,,,,,,
2062,6,0,6,,,,,,,
2063,56,0,56,,,,,,,
2064,24,0,24,,,,,,,
2065,8,0,8,,,,,,,
2066,0,0,0,,,,,,,
2067,0,0,0,,,,,,,
2068,36,0,36,,,,,,,
2069,12,0,12,,,,,,,
2070,10,0,10,,,,,,,
2071,8,0,8,,,,,,,
2072,0,9,9,,,,,,,
2073,22,0,22,,,,,,,
2074,12,0,12,,,,,,,
2075,6,0,6,,,,,,,
2077,52,0,52,,,,,,,
2078,22,0,22,,,,,,,
2079,6,0,6,,,,,,,
2080,10,0,10,,,,,,,
2081,24,0,24,,,,,,,
2082,12,0,12,,,,,,,
2083,10,0,10,,,,,,,
2084,16,0,16,,,,,,,
2085,0,0,0,,,,,,,
2086,6,0,6,,,,,,,
2087,6,0,6,,,,,,,
2088,10,0,10,,,,,,,
2089,10,0,10,,,,,,,
2090,22,0,22,,,,,,,
2091,50,0,50,,,,,,,
2092,0,9,9,,,,,,,
2093,6,0,6,,,,,,,
2094,12,0,12,,,,,,,
2095,10,0,10,,,,,,,
2096,10,0,10,,,,,,,
2097,6,9,15,,,,,,,
2098,14,0,14,,,,,,,
2099,12,0,12,,,,,,,
2100,6,0,6,,,,,,,
2101,12,0,12,,,,,,,
2102,0,0,0,,,,,,,
2103,10,0,10,,,,,,,
2104,24,0,24,,,,,,,
2105,0,0,0,,,,,,,
2106,10,0,10,,,,,,,
2107,14,0,14,,,,,,,
2108,32,0,32,,,,,,,
2109,24,0,24,,,,,,,
2110,36,0,36,,,,,,,
2111,6,0,6,,,,,,,
2112,8,9,17,,,,,,,
2113,16,0,16,,,,,,,
2114,24,0,24,,,,,,,
2115,6,0,6,,,,,,,
2116,14,0,14,,,,,,,
2117,12,0,12,,,,,,,
2118,8,0,8,,,,,,,
2119,6,0,6,,,,,,,
2120,10,0,10,,,,,,,
2121,10,0,10,,,,,,,
2122,6,0,6,,,,,,,
2123,12,0,12,,,,,,,
2124,10,0,10,,,,,,,
2125,20,0,20,,,,,,,
2126,10,0,10,,,,,,,
2127,6,0,6,,,,,,,
2128,6,0,6,,,,,,,
2129,6,18,24,,,,,,,
2130,6,0,6,,,,,,,
2131,8,0,8,,,,,,,
2132,10,0,10,,,,,,,
2133,8,0,8,,,,,,,
2134,18,0,18,,,,,,,
2135,14,0,14,,,,,,,
2136,30,0,30,,,,,,,
2137,16,0,16,,,,,,,
2138,8,0,8,,,,,,,
2139,6,0,6,,,,,,,
2140,6,0,6,,,,,,,
2141,52,0,52,,,,,,,
2142,14,0,14,,,,,,,
2143,20,0,20,,,,,,,
2144,6,0,6,,,,,,,
2145,8,0,8,,,,,,,
2146,12,0,12,,,,,,,
2147,12,0,12,,,,,,,
2149,6,18,24,,,,,,,
2150,20,0,20,,,,,,,
2151,64,0,64,,,,,,,
2152,6,0,6,,,,,,,
2153,6,0,6,,,,,,,
2154,18,0,18,,,,,,,
2155,6,0,6,,,,,,,
2156,8,0,8,,,,,,,
2157,14,0,14,,,,,,,
2158,0,0,0,,,,,,,
2159,18,0,18,,,,,,,
2160,8,0,8,,,,,,,
2161,10,0,10,,,,,,,
2163,6,0,6,,,,,,,
2164,14,0,14,,,,,,,
2166,18,0,18,,,,,,,
2167,10,0,10,,,,,,,
2169,18,0,18,,,,,,,
2170,8,9,17,,,,,,,
2174,6,0,6,,,,,,,
2175,6,9,15,,,,,,,
2176,10,0,10,,,,,,,
2177,30,0,30,,,,,,,
2178,10,0,10,,,,,,,
2180,6,0,6,,,,,,,
2181,10,0,10,,,,,,,
2183,10,0,10,,,,,,,
2184,8,0,8,,,,,,,
2185,14,9,23,,,,,,,
2187,8,18,26,,,,,,,
2188,10,0,10,,,,,,,
2189,10,0,10,,,,,,,
2190,8,0,8,,,,,,,
2191,6,0,6,,,,,,,
2192,6,0,6,,,,,,,
2193,16,0,16,,,,,,,
2194,32,0,32,,,,,,,
2195,16,0,16,,,,,,,
2196,8,0,8,,,,,,,
2197,52,0,52,,,,,,,
2198,6,0,6,,,,,,,
2199,12,0,12,,,,,,,
2200,12,0,12,,,,,,,
2201,6,0,6,,,,,,,
2202,10,0,10,,,,,,,
2204,10,0,10,,,,,,,
2205,20,0,20,,,,,,,
2206,8,0,8,,,,,,,
2207,0,0,0,,,,,,,
2208,12,0,12,,,,,,,
2209,6,9,15,,,,,,,
2210,14,0,14,,,,,,,
2211,52,0,52,,,,,,,
2213,16,0,16,,,,,,,
2214,24,0,24,,,,,,,
2215,8,9,17,,,,,,,
2218,10,0,10,,,,,,,
2221,6,18,24,,,,,,,
2222,10,0,10,,,,,,,
2223,8,0,8,,,,,,,
2224,6,0,6,,,,,,,
2225,8,0,8,,,,,,,
2226,0,0,0,,,,,,,
2227,8,0,8,,,,,,,
2228,14,0,14,,,,,,,
2230,6,0,6,,,,,,,
2231,8,0,8,,,,,,,
2232,10,18,28,,,,,,,
2233,30,0,30,,,,,,,
2234,8,0,8,,,,,,,
2236,8,0,8,,,,,,,
2237,36,0,36,,,,,,,
2238,20,0,20,,,,,,,
2239,20,0,20,,,,,,,
2240,0,27,27,,,,,,,
2241,10,0,10,,,,,,,
2242,8,0,8,,,,,,,
2243,10,0,10,,,,,,,
2244,12,0,12,,,,,,,
2245,24,0,24,,,,,,,
2247,22,0,22,,,,,,,
2248,10,0,10,,,,,,,
2249,8,0,8,,,,,,,
2250,6,18,24,,,,,,,
2251,12,0,12,,,,,,,
2252,8,0,8,,,,,,,
2253,20,0,20,,,,,,,
2254,10,0,10,,,,,,,
2255,6,0,6,,,,,,,
2256,32,0,32,,,,,,,
2257,16,0,16,,,,,,,
2258,20,0,20,,,,,,,
2259,10,0,10,,,,,,,
2261,8,0,8,,,,,,,
2262,28,0,28,,,,,,,
2263,8,9,17,,,,,,,
2264,8,0,8,,,,,,,
2265,66,0,66,,,,,,,
2266,16,0,16,,,,,,,
2267,0,0,0,,,,,,,
2269,6,0,6,,,,,,,
2270,12,0,12,,,,,,,
2271,6,0,6,,,,,,,
2272,24,0,24,,,,,,,
2273,16,0,16,,,,,,,
2274,8,0,8,,,,,,,
2275,0,0,0,,,,,,,
2276,16,0,16,,,,,,,
2277,8,0,8,,,,,,,
2278,24,0,24,,,,,,,
2279,32,0,32,,,,,,,
2280,0,0,0,,,,,,,
2281,32,0,32,,,,,,,
2282,28,0,28,,,,,,,
2283,18,0,18,,,,,,,
2284,12,0,12,,,,,,,
2285,10,18,28,,,,,,,
2286,6,0,6,,,,,,,
2287,12,0,12,,,,,,,
2288,12,18,30,,,,,,,
2289,6,0,6,,,,,,,
2291,24,0,24,,,,,,,
2292,12,0,12,,,,,,,
2293,6,0,6,,,,,,,
2294,0,0,0,,,,,,,
2295,12,0,12,,,,,,,
2297,10,18,28,,,,,,,
2299,10,0,10,,,,,,,
2300,32,0,32,,,,,,,
2302,0,0,0,,,,,,,
2306,12,0,12,,,,,,,
2307,10,0,10,,,,,,,
2308,8,18,26,,,,,,,
2309,12,0,12,,,,,,,
2310,14,9,23,,,,,,,
2311,6,0,6,,,,,,,
2312,8,0,8,,,,,,,
2313,12,0,12,,,,,,,
2314,12,0,12,,,,,,,
2315,6,9,15,,,,,,,
2316,20,0,20,,,,,,,
2317,16,0,16,,,,,,,
2318,36,0,36,,,,,,,
2319,12,0,12,,,,,,,
2320,10,0,10,,,,,,,
2321,10,9,19,,,,,,,
2322,16,9,25,,,,,,,
2323,18,0,18,,,,,,,
2325,24,0,24,,,,,,,
2326,14,0,14,,,,,,,
2328,0,0,0,,,,,,,
2329,6,0,6,,,,,,,
2330,14,0,14,,,,,,,
2331,6,0,6,,,,,,,
2332,12,0,12,,,,,,,
2333,20,0,20,,,,,,,
2334,8,0,8,,,,,,,
2335,0,0,0,,,,,,,
2336,20,0,20,,,,,,,
2337,6,0,6,,,,,,,
2338,8,0,8,,,,,,,
2339,6,0,6,,,,,,,
2340,6,9,15,,,,,,,
2341,8,0,8,,,,,,,
2346,0,0,0,,,,,,,
2348,36,0,36,,,,,,,
2350,16,0,16,,,,,,,
2351,10,0,10,,,,,,,
2352,6,0,6,,,,,,,
2354,16,0,16,,,,,,,
2355,24,0,24,,,,,,,
2357,18,0,18,,,,,,,
2358,8,9,17,,,,,,,
2359,14,0,14,,,,,,,
2360,10,0,10,,,,,,,
2361,12,0,12,,,,,,,
2362,42,0,42,,,,,,,
2365,14,9,23,,,,,,,
2366,24,0,24,,,,,,,
2367,0,18,18,,,,,,,
2368,6,0,6,,,,,,,
2369,6,0,6,,,,,,,
2370,6,0,6,,,,,,,
2371,30,0,30,,,,,,,
2373,6,0,6,,,,,,,
2385,24,0,24,,,,,,,
2386,6,0,6,,,,,,,
2387,44,0,44,,,,,,,
2388,6,0,6,,,,,,,
2391,0,0,0,,,,,,,
2392,0,0,0,,,,,,,
2393,0,0,0,,,,,,,
2394,0,0,0,,,,,,,
2395,0,0,0,,,,,,,
2396,0,0,0,,,,,,,
2397,0,0,0,,,,,,,
2398,10,9,19,,,,,,,
2399,6,0,6,,,,,,,
2400,6,0,6,,,,,,,
2401,20,0,20,,,,,,,
2402,16,0,16,,,,,,,
2403,20,0,20,,,,,,,
2404,8,0,8,,,,,,,
2405,16,9,25,,,,,,,
2406,0,0,0,,,,,,,
2412,8,0,8,,,,,,,
2414,0,0,0,,,,,,,
2417,6,0,6,,,,,,,
2418,10,0,10,,,,,,,
2419,10,0,10,,,,,,,
2420,14,0,14,,,,,,,
2421,0,0,0,,,,,,,
2422,6,0,6,,,,,,,
2423,0,27,27,,,,,,,
2424,0,0,0,,,,,,,
2425,0,0,0,,,,,,,
2426,24,0,24,,,,,,,
2427,6,0,6,,,,,,,
2428,6,0,6,,,,,,,
2429,16,0,16,,,,,,,
2431,0,0,0,,,,,,,
2432,0,0,0,,,,,,,
2433,0,0,0,,,,,,,
2434,8,0,8,,,,,,,
2435,60,0,60,,,,,,,
2436,10,0,10,,,,,,,
2437,20,0,20,,,,,,,
2438,72,0,72,,,,,,,
2439,10,0,10,,,,,,,
2440,8,0,8,,,,,,,
2441,6,0,6,,,,,,,
2442,0,0,0,,,,,,,
2443,0,0,0,,,,,,,
2444,10,0,10,,,,,,,
2445,12,0,12,,,,,,,
2446,8,0,8,,,,,,,
2447,6,0,6,,,,,,,
2449,0,27,27,,,,,,,
2450,16,0,16,,,,,,,
2451,0,0,0,,,,,,,
2452,24,0,24,,,,,,,
2453,16,0,16,,,,,,,
2455,12,0,12,,,,,,,
2457,6,0,6,,,,,,,
2458,6,0,6,,,,,,,
2459,24,0,24,,,,,,,
2460,16,9,25,,,,,,,
2463,6,0,6,,,,,,,
2464,30,0,30,,,,,,,
2465,0,0,0,,,,,,,
2468,0,0,0,,,,,,,
2469,12,0,12,,,,,,,
2471,14,0,14,,,,,,,
2472,18,0,18,,,,,,,
2473,6,0,6,,,,,,,
2474,6,9,15,,,,,,,
2475,32,0,32,,,,,,,
2476,8,0,8,,,,,,,
2477,4,0,4,,,,,,,
2479,52,0,52,,,,,,,
2480,10,0,10,,,,,,,
2481,12,0,12,,,,,,,
2482,12,0,12,,,,,,,
2483,36,0,36,,,,,,,
2484,0,0,0,,,,,,,
2485,10,0,10,,,,,,,
2486,0,0,0,,,,,,,
2487,0,0,0,,,,,,,
2488,0,0,0,,,,,,,
2490,8,0,8,,,,,,,
2492,0,0,0,,,,,,,
2493,6,0,6,,,,,,,
2494,24,0,24,,,,,,,
2495,10,0,10,,,,,,,
2496,10,0,10,,,,,,,
2497,12,0,12,,,,,,,
2499,0,0,0,,,,,,,
2501,0,0,0,,,,,,,
2502,14,0,14,,,,,,,
2503,6,0,6,,,,,,,
2504,28,0,28,,,,,,,
2505,6,0,6,,,,,,,
2506,20,0,20,,,,,,,
2507,12,0,12,,,,,,,
2508,12,0,12,,,,,,,
2509,0,0,0,,,,,,,
2510,0,0,0,,,,,,,
2511,6,0,6,,,,,,,
2512,16,0,16,,,,,,,
2513,10,0,10,,,,,,,
2514,30,0,30,,,,,,,
2515,16,0,16,,,,,,,
2516,6,0,6,,,,,,,
2517,12,0,12,,,,,,,
2518,28,0,28,,,,,,,
2519,12,0,12,,,,,,,
2520,10,18,28,,,,,,,
2522,6,9,15,,,,,,,
2523,12,0,12,,,,,,,
2526,16,0,16,,,,,,,
2527,8,0,8,,,,,,,
2528,18,0,18,,,,,,,
2529,60,0,60,,,,,,,
2530,6,0,6,,,,,,,
2531,16,0,16,,,,,,,
2532,6,0,6,,,,,,,
2533,40,0,40,,,,,,,
2534,18,0,18,,,,,,,
2535,6,0,6,,,,,,,
2536,10,0,10,,,,,,,
2537,30,0,30,,,,,,,
2538,6,0,6,,,,,,,
2539,8,0,8,,,,,,,
2540,12,18,30,,,,,,,
2541,10,0,10,,,,,,,
2542,0,0,0,,,,,,,
2543,6,0,6,,,,,,,
2544,16,0,16,,,,,,,
2545,6,0,6,,,,,,,
2546,10,0,10,,,,,,,
2547,10,0,10,,,,,,,
2548,8,0,8,,,,,,,
2549,36,0,36,,,,,,,
2550,16,0,16,,,,,,,
2551,18,0,18,,,,,,,
2553,20,0,20,,,,,,,
2554,36,0,36,,,,,,,
2555,24,0,24,,,,,,,
2556,4,0,4,,,,,,,
2557,10,0,10,,,,,,,
2558,0,0,0,,,,,,,
2559,0,27,27,,,,,,,
2560,12,0,12,,,,,,,
2561,16,0,16,,,,,,,
2562,6,9,15,,,,,,,
2563,0,9,9,,,,,,,
2564,6,0,6,,,,,,,
2565,6,0,6,,,,,,,
2566,14,0,14,,,,,,,
2567,0,0,0,,,,,,,
2568,0,0,0,,,,,,,
2571,12,0,12,,,,,,,
2572,6,0,6,,,,,,,
2574,10,9,19,,,,,,,
2575,12,18,30,,,,,,,
2576,12,0,12,,,,,,,
2577,10,0,10,,,,,,,
2580,28,0,28,,,,,,,
2581,24,0,24,,,,,,,
2582,6,0,6,,,,,,,
2583,40,0,40,,,,,,,
2584,12,0,12,,,,,,,
2585,20,0,20,,,,,,,
2586,32,0,32,,,,,,,
2587,24,0,24,,,,,,,
2588,60,0,60,,,,,,,
2590,0,0,0,,,,,,,
2591,50,0,50,,,,,,,
2592,44,0,44,,,,,,,
2593,40,0,40,,,,,,,
2594,6,0,6,,,,,,,
2595,12,0,12,,,,,,,
2596,10,0,10,,,,,,,
2597,12,0,12,,,,,,,
2598,10,0,10,,,,,,,
2599,20,0,20,,,,,,,
2600,0,0,0,,,,,,,
2603,6,0,6,,,,,,,
2604,6,0,6,,,,,,,
2605,6,0,6,,,,,,,
2607,6,0,6,,,,,,,
2608,6,0,6,,,,,,,
2609,16,0,16,,,,,,,
2610,18,9,27,,,,,,,
2611,6,0,6,,,,,,,
2612,36,0,36,,,,,,,
2613,6,0,6,,,,,,,
2614,10,0,10,,,,,,,
2615,36,0,36,,,,,,,
2616,20,0,20,,,,,,,
2617,12,0,12,,,,,,,
2618,8,0,8,,,,,,,
2619,10,0,10,,,,,,,
2620,8,0,8,,,,,,,
2621,10,0,10,,,,,,,
2626,20,0,20,,,,,,,
2627,32,0,32,,,,,,,
2628,28,0,28,,,,,,,
2629,8,0,8,,,,,,,
2630,40,0,40,,,,,,,
2631,36,0,36,,,,,,,
2632,0,0,0,,,,,,,
2633,6,0,6,,,,,,,
2634,0,18,18,,,,,,,
2636,12,0,12,,,,,,,
2637,30,0,30,,,,,,,
2638,8,0,8,,,,,,,
2639,8,0,8,,,,,,,
2640,0,0,0,,,,,,,
2641,14,0,14,,,,,,,
2642,8,0,8,,,,,,,
2643,0,0,0,,,,,,,
2644,0,0,0,,,,,,,
2645,8,9,17,,,,,,,
2646,0,9,9,,,,,,,
2647,10,0,10,,,,,,,
2648,16,0,16,,,,,,,
2649,14,0,14,,,,,,,
2650,14,0,14,,,,,,,
2651,6,18,24,,,,,,,
2652,6,0,6,,,,,,,
2653,10,0,10,,,,,,,
2654,6,0,6,,,,,,,
2656,12,0,12,,,,,,,
2658,0,9,9,,,,,,,
2659,6,0,6,,,,,,,
2660,6,0,6,,,,,,,
2662,6,0,6,,,,,,,
2663,14,0,14,,,,,,,
2664,6,0,6,,,,,,,
2665,16,0,16,,,,,,,
2667,12,0,12,,,,,,,
2668,8,0,8,,,,,,,
2671,20,0,20,,,,,,,
2672,16,0,16,,,,,,,
2674,8,0,8,,,,,,,
2678,8,0,8,,,,,,,
2679,12,0,12,,,,,,,
2681,6,0,6,,,,,,,
2682,6,0,6,,,,,,,
2683,0,0,0,,,,,,,
2684,6,0,6,,,,,,,
2686,0,0,0,,,,,,,
2687,40,0,40,,,,,,,
2688,28,0,28,,,,,,,
2689,0,0,0,,,,,,,
2690,6,0,6,,,,,,,
2691,6,0,6,,,,,,,
2692,12,0,12,,,,,,,
2693,16,0,16,,,,,,,
2694,6,0,6,,,,,,,
2695,52,0,52,,,,,,,
2696,8,0,8,,,,,,,
2697,30,0,30,,,,,,,
2699,0,0,0,,,,,,,
2700,12,0,12,,,,,,,
2702,6,9,15,,,,,,,
2703,68,0,68,,,,,,,
2704,20,0,20,,,,,,,
2705,24,0,24,,,,,,,
2706,16,0,16,,,,,,,
2708,52,0,52,,,,,,,
2710,0,0,0,,,,,,,
2711,6,0,6,,,,,,,
2712,46,0,46,,,,,,,
2713,24,0,24,,,,,,,
2714,0,0,0,,,,,,,
2715,16,0,16,,,,,,,
2716,8,0,8,,,,,,,
2717,10,0,10,,,,,,,
2718,16,0,16,,,,,,,
2719,6,18,24,,,,,,,
2720,24,0,24,,,,,,,
2721,0,0,0,,,,,,,
2722,20,0,20,,,,,,,
2723,12,0,12,,,,,,,
2724,8,0,8,,,,,,,
2725,10,0,10,,,,,,,
2726,16,0,16,,,,,,,
2727,60,0,60,,,,,,,
2728,6,0,6,,,,,,,
2729,16,0,16,,,,,,,
2730,26,0,26,,,,,,,
2731,0,0,0,,,,,,,
2732,40,0,40,,,,,,,
2733,0,0,0,,,,,,,
2734,16,0,16,,,,,,,
2735,28,0,28,,,,,,,
2739,28,0,28,,,,,,,
2740,20,0,20,,,,,,,
2741,0,0,0,,,,,,,
2742,0,0,0,,,,,,,
2743,0,0,0,,,,,,,
2744,0,0,0,,,,,,,
2745,0,0,0,,,,,,,
2747,6,0,6,,,,,,,
2748,10,0,10,,,,,,,
2749,6,0,6,,,,,,,
2751,12,0,12,,,,,,,
2752,6,0,6,,,,,,,
2753,6,18,24,,,,,,,
2754,40,0,40,,,,,,,
2755,16,0,16,,,,,,,
2756,16,0,16,,,,,,,
2757,24,0,24,,,,,,,
2758,6,0,6,,,,,,,
2760,20,0,20,,,,,,,
2761,6,9,15,,,,,,,
2762,0,0,0,,,,,,,
2763,6,0,6,,,,,,,
2764,16,0,16,,,,,,,
2765,6,9,15,,,,,,,
2766,20,0,20,,,,,,,
2767,16,0,16,,,,,,,
2768,16,9,25,,,,,,,
2769,16,0,16,,,,,,,
2771,0,0,0,,,,,,,
2772,36,0,36,,,,,,,
2773,0,0,0,,,,,,,
2774,6,0,6,,,,,,,
2777,44,0,44,,,,,,,
2778,30,0,30,,,,,,,
2780,10,0,10,,,,,,,
2781,16,0,16,,,,,,,
2782,16,0,16,,,,,,,
2783,12,0,12,,,,,,,
2784,0,0,0,,,,,,,
2785,6,0,6,,,,,,,
2786,16,0,16,,,,,,,
2787,6,0,6,,,,,,,
2788,10,0,10,,,,,,,
2789,10,0,10,,,,,,,
2790,0,0,0,,,,,,,
2791,30,0,30,,,,,,,
2792,0,9,9,,,,,,,
2793,26,0,26,,,,,,,
2794,0,0,0,,,,,,,
2795,20,0,20,,,,,,,
2796,28,0,28,,,,,,,
2797,6,0,6,,,,,,,
2799,38,0,38,,,,,,,
2801,0,0,0,,,,,,,
2803,16,0,16,,,,,,,
2804,8,0,8,,,,,,,
2805,8,9,17,,,,,,,
2806,26,0,26,,,,,,,
2807,0,18,18,,,,,,,
2808,32,0,32,,,,,,,
2809,8,0,8,,,,,,,
2810,0,0,0,,,,,,,
2811,36,0,36,,,,,,,
2812,0,0,0,,,,,,,
2813,6,0,6,,,,,,,
2814,52,0,52,,,,,,,
2815,6,0,6,,,,,,,
2816,6,0,6,,,,,,,
2817,16,0,16,,,,,,,
2818,28,0,28,,,,,,,
2819,0,27,27,,,,,,,
2820,6,0,6,,,,,,,
2821,18,0,18,,,,,,,
2822,16,0,16,,,,,,,
2823,10,18,28,,,,,,,
2825,8,0,8,,,,,,,
2826,0,0,0,,,,,,,
2827,6,0,6,,,,,,,
2828,6,0,6,,,,,,,
2830,28,0,28,,,,,,,
2831,12,0,12,,,,,,,
2832,32,0,32,,,,,,,
2833,6,0,6,,,,,,,
2834,8,9,17,,,,,,,
2835,0,0,0,,,,,,,
2836,38,0,38,,,,,,,
2838,48,0,48,,,,,,,
2839,0,0,0,,,,,,,
2840,0,0,0,,,,,,,
2841,22,0,22,,,,,,,
2842,16,0,16,,,,,,,
2843,28,0,28,,,,,,,
2844,14,0,14,,,,,,,
2845,16,0,16,,,,,,,
2846,20,9,29,,,,,,,
2847,12,0,12,,,,,,,
2849,6,0,6,,,,,,,
2850,10,0,10,,,,,,,
2852,10,0,10,,,,,,,
2853,32,0,32,,,,,,,
2854,6,0,6,,,,,,,
2855,8,0,8,,,,,,,
2856,8,0,8,,,,,,,
2857,12,0,12,,,,,,,
2858,0,0,0,,,,,,,
2859,40,0,40,,,,,,,
2860,90,0,90,,,,,,,
2861,6,0,6,,,,,,,
2862,10,18,28,,,,,,,
2864,8,0,8,,,,,,,
2865,6,0,6,,,,,,,
2866,0,9,9,,,,,,,
2869,6,0,6,,,,,,,
2870,0,0,0,,,,,,,
2871,8,0,8,,,,,,,
2872,0,0,0,,,,,,,
2873,16,0,16,,,,,,,
2874,16,0,16,,,,,,,
2875,0,0,0,,,,,,,
2876,0,0,0,,,,,,,
2877,0,0,0,,,,,,,
2878,0,0,0,,,,,,,
2880,0,0,0,,,,,,,
2881,18,0,18,,,,,,,
2882,0,0,0,,,,,,,
2883,8,0,8,,,,,,,
2884,52,0,52,,,,,,,
2885,6,0,6,,,,,,,
2886,28,0,28,,,,,,,
2887,0,0,0,,,,,,,
2888,10,0,10,,,,,,,
2889,6,0,6,,,,,,,
2890,20,0,20,,,,,,,
2891,32,0,32,,,,,,,
2892,16,0,16,,,,,,,
2893,10,0,10,,,,,,,
2894,16,0,16,,,,,,,
2897,6,0,6,,,,,,,
2898,6,0,6,,,,,,,
2899,0,0,0,,,,,,,
2900,8,0,8,,,,,,,
2901,6,0,6,,,,,,,
2902,6,0,6,,,,,,,
2903,8,0,8,,,,,,,
2904,0,0,0,,,,,,,
2905,8,0,8,,,,,,,
2906,10,0,10,,,,,,,
2907,0,0,0,,,,,,,
2908,6,9,15,,,,,,,
2909,6,18,24,,,,,,,
