Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
1178,3,1,2,1,0,0,19,#REF!,#REF!
1179,0,1,3,3,4,0,25,#REF!,#REF!
1180,0,2,3,0,3,0,35,#REF!,#REF!
1181,1,2,9,6,2,0,34,#REF!,#REF!
1182,2,3,2,4,3,1,36,#REF!,#REF!
1183,4,3,4,5,5,0,54,#REF!,#REF!
1184,1,1,1,0,4,1,24,#REF!,#REF!
1185,2,0,4,6,6,1,39,#REF!,#REF!
1186,0,2,4,3,1,1,37,#REF!,#REF!
1187,3,0,4,0,0,1,30,#REF!,#REF!
1188,3,1,2,0,0,0,25,#REF!,#REF!
1190,0,2,4,3,7,1,46,#REF!,#REF!
1191,1,1,0,7,5,1,39,#REF!,#REF!
1192,3,1,0,0,6,0,32,#REF!,#REF!
1193,4,1,1,0,5,0,34,#REF!,#REF!
1194,0,2,2,5,5,0,42,#REF!,#REF!
1195,3,1,0,2,6,1,37,#REF!,#REF!
1196,2,0,0,0,6,0,22,#REF!,#REF!
1197,0,3,2,4,3,0,28,#REF!,#REF!
1198,1,1,1,2,4,0,28,#REF!,#REF!
1199,4,1,3,0,0,2,18,#REF!,#REF!
1200,3,1,3,3,5,2,47,#REF!,#REF!
1201,1,2,3,4,10,2,50,#REF!,#REF!
1202,1,1,4,0,5,2,39,#REF!,#REF!
1203,1,1,4,11,16,4,80,#REF!,#REF!
1204,3,0,2,0,0,0,18,#REF!,#REF!
1205,0,2,5,0,0,2,21,#REF!,#REF!
1206,4,2,1,0,7,0,29,#REF!,#REF!
1207,0,2,0,5,6,0,49,#REF!,#REF!
1209,1,2,4,5,5,0,38,#REF!,#REF!
1210,0,2,0,0,3,0,25,#REF!,#REF!
1211,1,0,4,2,1,0,33,#REF!,#REF!
1212,0,2,2,2,3,0,25,#REF!,#REF!
1213,4,3,4,0,9,4,51,#REF!,#REF!
1214,4,0,2,0,1,0,12,#REF!,#REF!
1215,0,2,1,0,1,0,21,#REF!,#REF!
1216,2,1,7,0,0,1,26,#REF!,#REF!
1217,4,1,1,0,11,0,43,#REF!,#REF!
1218,0,5,2,15,20,3,89,#REF!,#REF!
1219,4,1,0,0,2,0,24,#REF!,#REF!
1220,4,3,4,7,4,1,42,#REF!,#REF!
1221,0,2,4,0,0,1,21,#REF!,#REF!
1222,0,2,0,5,9,0,45,#REF!,#REF!
1223,4,1,2,2,2,0,25,#REF!,#REF!
1224,1,2,2,10,0,0,47,#REF!,#REF!
1225,0,1,2,0,1,1,28,#REF!,#REF!
1226,1,2,4,4,5,0,38,#REF!,#REF!
1227,4,1,5,2,0,0,34,#REF!,#REF!
1228,4,1,2,2,1,0,27,#REF!,#REF!
1229,3,0,2,1,4,1,23,#REF!,#REF!
1230,1,1,4,5,8,2,49,#REF!,#REF!
1231,0,3,2,5,3,0,45,#REF!,#REF!
1232,0,3,3,0,5,0,40,#REF!,#REF!
1233,2,1,2,0,4,0,33,#REF!,#REF!
1234,2,1,2,0,11,0,37,#REF!,#REF!
1235,2,1,1,6,4,2,31,#REF!,#REF!
1236,0,1,3,9,3,1,37,#REF!,#REF!
1237,0,4,0,0,6,0,41,#REF!,#REF!
1238,1,0,4,2,13,1,73,#REF!,#REF!
1239,4,0,3,0,4,0,23,#REF!,#REF!
1240,1,2,4,1,3,0,43,#REF!,#REF!
1241,4,1,4,0,3,0,32,#REF!,#REF!
1242,0,1,3,3,10,0,47,#REF!,#REF!
1243,2,0,2,0,0,0,15,#REF!,#REF!
1244,1,1,3,0,0,0,17,#REF!,#REF!
1245,4,2,2,10,5,0,46,#REF!,#REF!
1247,1,2,3,7,4,1,58,#REF!,#REF!
1248,3,0,3,1,1,1,30,#REF!,#REF!
1249,1,1,5,6,2,0,47,#REF!,#REF!
1252,2,0,0,0,3,0,18,#REF!,#REF!
1253,1,2,4,2,6,0,42,#REF!,#REF!
1254,1,1,4,3,10,0,50,#REF!,#REF!
1255,2,2,4,6,7,0,45,#REF!,#REF!
1256,3,1,3,6,0,0,36,#REF!,#REF!
1257,2,0,0,0,4,1,19,#REF!,#REF!
1259,2,0,2,0,5,2,32,#REF!,#REF!
1260,4,1,2,0,3,2,26,#REF!,#REF!
1261,4,3,6,8,6,0,66,#REF!,#REF!
1263,1,2,4,0,8,1,46,#REF!,#REF!
1264,3,1,3,0,6,1,29,#REF!,#REF!
1265,4,1,2,0,0,0,11,#REF!,#REF!
1266,2,0,0,0,0,0,17,#REF!,#REF!
1267,3,1,3,0,3,0,21,#REF!,#REF!
1268,0,2,3,0,3,1,32,#REF!,#REF!
1270,4,1,3,0,6,0,31,#REF!,#REF!
1271,2,1,4,0,1,0,32,#REF!,#REF!
1272,3,1,6,0,4,2,36,#REF!,#REF!
1273,2,3,2,5,4,2,53,#REF!,#REF!
1274,0,2,4,6,3,1,35,#REF!,#REF!
1275,2,0,3,0,3,0,25,#REF!,#REF!
1276,1,1,4,7,5,2,39,#REF!,#REF!
1277,0,1,4,0,2,1,22,#REF!,#REF!
1279,0,3,5,11,5,1,57,#REF!,#REF!
1280,0,1,2,0,5,0,30,#REF!,#REF!
1281,3,0,3,0,3,0,25,#REF!,#REF!
1282,2,1,3,0,0,0,9,#REF!,#REF!
1283,3,1,4,0,2,1,32,#REF!,#REF!
1284,0,3,3,7,0,0,46,#REF!,#REF!
1285,3,1,3,0,0,0,19,#REF!,#REF!
1286,3,1,2,5,12,0,56,#REF!,#REF!
1287,2,2,2,6,9,0,52,#REF!,#REF!
1288,1,1,2,0,5,0,33,#REF!,#REF!
1289,0,1,1,0,2,0,14,#REF!,#REF!
1290,1,2,1,5,4,2,36,#REF!,#REF!
1291,2,1,2,3,3,1,24,#REF!,#REF!
1292,0,2,3,0,4,1,28,#REF!,#REF!
1293,1,1,2,14,0,0,34,#REF!,#REF!
1294,1,1,3,0,6,1,37,#REF!,#REF!
1295,4,1,4,0,3,0,25,#REF!,#REF!
1296,0,3,4,0,8,0,46,#REF!,#REF!
1297,4,3,0,5,1,0,31,#REF!,#REF!
1298,4,1,4,4,0,3,46,#REF!,#REF!
1299,4,1,3,0,0,1,30,#REF!,#REF!
1300,2,1,2,1,6,0,39,#REF!,#REF!
1301,1,0,2,0,3,0,21,#REF!,#REF!
1302,0,2,1,0,5,0,38,#REF!,#REF!
1303,1,2,3,6,7,1,42,#REF!,#REF!
1304,1,1,3,5,9,0,53,#REF!,#REF!
1305,2,2,8,6,3,2,57,#REF!,#REF!
1306,2,3,4,5,2,3,41,#REF!,#REF!
1307,4,1,3,0,4,3,41,#REF!,#REF!
1308,2,1,3,2,1,0,17,#REF!,#REF!
1309,1,2,0,0,2,0,16,#REF!,#REF!
1310,0,1,3,0,7,0,34,#REF!,#REF!
1311,0,0,2,5,4,1,35,#REF!,#REF!
1312,1,2,4,2,3,3,40,#REF!,#REF!
1313,4,0,0,8,6,1,66,#REF!,#REF!
1314,3,0,2,6,4,0,35,#REF!,#REF!
1315,4,1,3,0,4,1,31,#REF!,#REF!
1316,0,0,2,0,5,0,21,#REF!,#REF!
1317,0,0,0,0,0,0,0,#REF!,#REF!
1318,0,1,0,0,3,0,17,#REF!,#REF!
1319,0,2,0,0,0,0,20,#REF!,#REF!
1320,3,1,1,0,4,0,37,#REF!,#REF!
1321,1,2,4,8,12,4,77,#REF!,#REF!
1322,2,2,3,2,0,0,36,#REF!,#REF!
1324,1,2,2,0,3,1,38,#REF!,#REF!
1326,4,1,4,5,3,2,46,#REF!,#REF!
1327,3,1,3,0,6,0,39,#REF!,#REF!
1328,4,0,2,0,0,0,21,#REF!,#REF!
1329,1,1,2,6,7,2,47,#REF!,#REF!
1330,2,1,2,0,5,0,34,#REF!,#REF!
1331,1,1,2,0,2,0,19,#REF!,#REF!
1332,2,2,4,1,6,2,48,#REF!,#REF!
1333,4,1,4,3,10,1,46,#REF!,#REF!
1334,0,1,2,0,5,0,19,#REF!,#REF!
1335,2,0,4,0,4,0,34,#REF!,#REF!
1337,1,2,4,6,2,2,38,#REF!,#REF!
1338,4,1,0,5,0,0,36,#REF!,#REF!
1339,0,2,0,6,13,1,57,#REF!,#REF!
1340,2,1,1,0,0,0,15,#REF!,#REF!
1341,2,1,4,0,6,1,39,#REF!,#REF!
1342,2,1,0,0,0,0,16,#REF!,#REF!
1344,0,1,2,0,3,0,23,#REF!,#REF!
1345,2,2,2,0,8,0,32,#REF!,#REF!
1346,0,4,0,0,10,0,53,#REF!,#REF!
1347,1,0,2,2,2,1,21,#REF!,#REF!
1348,1,2,5,9,7,0,47,#REF!,#REF!
1349,1,1,0,0,0,1,20,#REF!,#REF!
1350,2,1,4,0,10,0,50,#REF!,#REF!
1351,1,1,3,0,2,1,26,#REF!,#REF!
1352,1,1,0,0,5,0,25,#REF!,#REF!
1353,4,1,2,0,0,0,25,#REF!,#REF!
1354,1,2,5,2,3,2,27,#REF!,#REF!
1355,0,2,3,0,3,1,26,#REF!,#REF!
1356,0,1,0,0,3,0,20,#REF!,#REF!
1357,1,1,2,2,2,1,27,#REF!,#REF!
1358,4,1,0,3,2,3,30,#REF!,#REF!
1359,2,0,4,6,6,3,55,#REF!,#REF!
1360,0,3,2,0,4,1,35,#REF!,#REF!
1361,1,2,3,0,5,0,29,#REF!,#REF!
1362,3,1,3,2,3,0,31,#REF!,#REF!
1363,3,0,7,0,0,0,22,#REF!,#REF!
1364,0,1,2,0,0,0,11,#REF!,#REF!
1366,3,2,0,0,3,1,30,#REF!,#REF!
1367,0,3,2,0,2,0,31,#REF!,#REF!
1368,4,2,3,0,2,0,20,#REF!,#REF!
1369,1,1,2,0,2,0,15,#REF!,#REF!
1370,3,1,4,0,7,0,32,#REF!,#REF!
1371,3,1,4,9,5,0,42,#REF!,#REF!
1372,0,2,2,3,4,2,37,#REF!,#REF!
1373,4,2,5,7,9,0,71,#REF!,#REF!
1375,2,3,3,0,4,2,34,#REF!,#REF!
1376,1,2,2,0,5,0,28,#REF!,#REF!
1377,0,2,2,0,3,0,21,#REF!,#REF!
1378,0,2,3,0,6,3,39,#REF!,#REF!
1379,0,2,4,0,2,1,29,#REF!,#REF!
1380,0,5,4,0,4,0,46,#REF!,#REF!
1381,0,2,0,4,6,3,34,#REF!,#REF!
1382,4,2,3,0,0,0,34,#REF!,#REF!
1383,1,2,0,7,2,2,41,#REF!,#REF!
1384,1,1,4,0,4,0,21,#REF!,#REF!
1385,3,0,2,2,8,1,45,#REF!,#REF!
1386,2,0,3,0,2,1,23,#REF!,#REF!
1387,1,1,4,7,0,0,24,#REF!,#REF!
1388,0,1,0,0,9,1,29,#REF!,#REF!
1389,2,1,4,0,0,0,20,#REF!,#REF!
1390,2,1,2,11,7,3,54,#REF!,#REF!
1391,1,1,0,0,4,0,24,#REF!,#REF!
1392,1,0,5,2,8,0,45,#REF!,#REF!
1393,2,1,2,0,0,0,14,#REF!,#REF!
1394,1,1,2,0,5,1,28,#REF!,#REF!
1395,3,1,4,0,2,0,18,#REF!,#REF!
1396,0,2,0,4,5,2,31,#REF!,#REF!
1397,2,2,4,0,5,2,42,#REF!,#REF!
1398,1,1,0,5,3,0,30,#REF!,#REF!
1399,4,2,3,0,0,0,27,#REF!,#REF!
1400,2,1,2,4,4,0,34,#REF!,#REF!
1401,2,0,1,3,2,0,23,#REF!,#REF!
1403,1,3,3,5,4,0,37,#REF!,#REF!
1404,1,0,1,0,0,0,10,#REF!,#REF!
1405,3,1,2,0,1,1,19,#REF!,#REF!
1406,0,4,2,2,5,0,29,#REF!,#REF!
1407,0,0,6,0,0,0,12,#REF!,#REF!
1408,1,1,3,0,3,1,29,#REF!,#REF!
1409,0,1,2,8,3,3,39,#REF!,#REF!
1410,3,1,4,0,5,0,30,#REF!,#REF!
1411,4,1,4,0,3,1,33,#REF!,#REF!
1412,2,2,5,0,3,1,41,#REF!,#REF!
1413,3,1,3,3,0,1,34,#REF!,#REF!
1414,2,2,5,5,11,0,73,#REF!,#REF!
1415,4,0,3,0,0,0,18,#REF!,#REF!
1416,3,1,0,0,3,1,23,#REF!,#REF!
1417,2,1,1,0,5,1,29,#REF!,#REF!
1418,1,1,1,4,2,1,25,#REF!,#REF!
1419,0,1,3,0,11,1,48,#REF!,#REF!
1420,2,1,3,0,0,0,18,#REF!,#REF!
1421,2,2,5,0,2,0,22,#REF!,#REF!
1422,2,1,3,0,3,0,23,#REF!,#REF!
1423,3,1,4,0,5,1,22,#REF!,#REF!
1424,2,0,5,9,5,2,55,#REF!,#REF!
1425,2,1,2,0,2,0,21,#REF!,#REF!
1426,2,2,4,0,6,0,46,#REF!,#REF!
1427,1,2,4,0,0,0,26,#REF!,#REF!
1428,3,1,4,9,5,1,44,#REF!,#REF!
1429,4,1,5,0,8,1,40,#REF!,#REF!
1430,2,1,3,6,4,1,32,#REF!,#REF!
1431,1,1,1,0,0,0,14,#REF!,#REF!
1432,0,1,5,7,9,0,46,#REF!,#REF!
1433,2,1,4,0,3,0,33,#REF!,#REF!
1434,4,2,3,0,4,1,28,#REF!,#REF!
1435,3,1,2,0,0,0,17,#REF!,#REF!
1436,1,1,3,3,2,2,28,#REF!,#REF!
1437,2,2,3,7,4,3,56,#REF!,#REF!
1438,0,5,6,3,0,3,37,#REF!,#REF!
1439,0,3,0,4,7,3,37,#REF!,#REF!
1440,4,4,2,2,7,1,59,#REF!,#REF!
1441,1,0,2,2,0,0,14,#REF!,#REF!
1442,2,0,1,0,5,0,19,#REF!,#REF!
1443,3,1,4,0,3,0,22,#REF!,#REF!
1444,0,2,0,8,4,0,38,#REF!,#REF!
1445,0,0,4,0,3,0,16,#REF!,#REF!
1446,2,2,4,0,6,3,42,#REF!,#REF!
1447,0,1,0,4,0,2,29,#REF!,#REF!
1448,0,1,0,6,6,1,36,#REF!,#REF!
1449,2,1,4,0,3,1,24,#REF!,#REF!
1450,3,2,3,0,7,1,29,#REF!,#REF!
1451,2,1,4,0,1,0,20,#REF!,#REF!
1453,3,2,4,0,5,0,36,#REF!,#REF!
1454,1,1,2,0,1,0,24,#REF!,#REF!
1455,2,0,4,0,0,0,28,#REF!,#REF!
1456,1,1,3,0,1,0,17,#REF!,#REF!
1457,3,1,3,0,0,0,18,#REF!,#REF!
1458,0,3,0,3,9,0,38,#REF!,#REF!
1459,2,1,2,0,5,1,30,#REF!,#REF!
1460,3,1,4,9,3,2,43,#REF!,#REF!
1461,1,1,3,0,4,1,29,#REF!,#REF!
1462,3,0,2,0,0,0,18,#REF!,#REF!
1463,0,3,3,4,4,0,33,#REF!,#REF!
1464,1,0,1,3,10,0,39,#REF!,#REF!
1465,2,3,3,2,0,1,33,#REF!,#REF!
1466,0,2,4,0,6,1,30,#REF!,#REF!
1467,2,1,0,0,6,1,41,#REF!,#REF!
1468,3,1,3,0,0,0,20,#REF!,#REF!
1469,1,2,3,3,9,1,41,#REF!,#REF!
1470,1,1,4,0,5,1,25,#REF!,#REF!
1472,3,0,3,0,3,1,27,#REF!,#REF!
1473,3,1,3,7,5,0,36,#REF!,#REF!
1474,1,2,3,2,13,3,69,#REF!,#REF!
1475,2,1,2,0,0,0,12,#REF!,#REF!
1476,0,1,2,0,1,0,21,#REF!,#REF!
1477,0,0,7,0,3,3,31,#REF!,#REF!
1478,1,2,0,0,7,1,42,#REF!,#REF!
1479,3,1,1,4,6,0,38,#REF!,#REF!
1480,3,1,0,0,1,0,23,#REF!,#REF!
1481,2,1,2,4,1,0,28,#REF!,#REF!
1483,0,2,4,0,9,1,40,#REF!,#REF!
1485,2,1,4,0,4,3,33,#REF!,#REF!
1486,2,1,5,1,5,1,37,#REF!,#REF!
1487,1,2,4,0,8,0,40,#REF!,#REF!
1488,3,0,0,0,6,1,39,#REF!,#REF!
1490,4,2,0,7,3,0,50,#REF!,#REF!
1491,1,1,4,0,0,0,15,#REF!,#REF!
1492,3,1,1,5,0,0,20,#REF!,#REF!
1493,4,1,3,0,2,2,24,#REF!,#REF!
1494,1,2,4,0,3,1,34,#REF!,#REF!
1495,4,1,3,0,3,1,25,#REF!,#REF!
1496,0,1,3,0,0,0,12,#REF!,#REF!
1497,3,1,3,6,10,0,58,#REF!,#REF!
1498,3,1,1,0,0,0,15,#REF!,#REF!
1499,3,0,2,0,1,1,23,#REF!,#REF!
1500,0,2,4,0,3,1,25,#REF!,#REF!
1502,1,5,2,0,3,0,35,#REF!,#REF!
1503,1,0,2,0,4,0,20,#REF!,#REF!
1504,3,0,2,0,2,1,20,#REF!,#REF!
1505,0,3,0,0,7,0,44,#REF!,#REF!
1506,2,1,4,0,6,0,30,#REF!,#REF!
1507,1,1,4,0,0,1,16,#REF!,#REF!
1508,4,1,4,3,1,0,41,#REF!,#REF!
1509,0,1,2,0,4,0,19,#REF!,#REF!
1510,2,0,3,0,2,0,29,#REF!,#REF!
1511,2,1,2,2,0,0,17,#REF!,#REF!
1512,1,1,2,1,2,0,20,#REF!,#REF!
1513,4,3,1,8,4,2,36,#REF!,#REF!
1514,0,3,0,10,0,0,26,#REF!,#REF!
1515,3,0,3,0,0,1,16,#REF!,#REF!
1516,0,1,4,0,5,1,27,#REF!,#REF!
1517,1,0,4,2,5,1,28,#REF!,#REF!
1518,3,0,4,0,0,0,28,#REF!,#REF!
1519,2,0,4,0,6,2,46,#REF!,#REF!
1520,0,2,3,7,6,1,53,#REF!,#REF!
1521,3,0,3,0,0,0,11,#REF!,#REF!
1522,3,3,3,0,10,1,51,#REF!,#REF!
1523,2,1,4,0,1,2,21,#REF!,#REF!
1524,4,1,4,0,6,1,34,#REF!,#REF!
1525,2,2,4,0,0,0,21,#REF!,#REF!
1526,1,1,4,3,2,2,27,#REF!,#REF!
1527,3,2,2,8,10,0,66,#REF!,#REF!
1528,2,0,4,0,7,0,29,#REF!,#REF!
1529,0,2,3,0,7,0,35,#REF!,#REF!
1530,2,0,3,0,6,1,31,#REF!,#REF!
1531,0,2,0,6,0,1,46,#REF!,#REF!
1532,0,2,4,0,7,2,36,#REF!,#REF!
1533,2,1,3,1,12,4,65,#REF!,#REF!
1534,1,2,0,11,7,3,59,#REF!,#REF!
1535,4,0,3,0,5,1,29,#REF!,#REF!
1536,1,1,4,5,8,2,49,#REF!,#REF!
1538,0,2,4,0,6,1,47,#REF!,#REF!
1539,0,3,4,0,7,2,34,#REF!,#REF!
1540,1,1,5,0,6,0,27,#REF!,#REF!
1541,3,2,0,5,2,1,32,#REF!,#REF!
1542,0,2,5,0,6,0,32,#REF!,#REF!
1543,3,2,4,3,2,0,36,#REF!,#REF!
1544,2,2,4,2,5,0,40,#REF!,#REF!
1545,4,1,4,3,3,0,39,#REF!,#REF!
1547,3,1,3,5,7,0,41,#REF!,#REF!
1548,3,0,2,0,2,0,17,#REF!,#REF!
1549,0,2,4,10,4,2,52,#REF!,#REF!
1551,2,1,3,0,3,0,21,#REF!,#REF!
1552,2,1,2,3,5,1,37,#REF!,#REF!
1553,0,1,2,0,0,0,17,#REF!,#REF!
1554,2,2,3,0,9,1,45,#REF!,#REF!
1555,0,3,4,3,9,3,59,#REF!,#REF!
1556,2,0,1,0,4,0,22,#REF!,#REF!
1557,2,1,3,0,2,0,25,#REF!,#REF!
1558,4,0,0,0,2,0,23,#REF!,#REF!
1560,1,2,0,8,6,1,38,#REF!,#REF!
1561,1,1,3,0,4,0,21,#REF!,#REF!
1563,0,2,5,3,2,1,40,#REF!,#REF!
1564,0,1,0,0,4,2,43,#REF!,#REF!
1565,1,3,4,6,7,2,61,#REF!,#REF!
1566,1,1,2,0,4,0,42,#REF!,#REF!
1567,1,2,4,4,3,2,57,#REF!,#REF!
1568,3,1,5,1,7,1,51,#REF!,#REF!
1569,1,0,4,0,4,3,24,#REF!,#REF!
1570,3,1,5,3,8,1,45,#REF!,#REF!
1571,1,1,3,0,3,1,23,#REF!,#REF!
1572,2,1,3,0,6,1,35,#REF!,#REF!
1573,1,1,2,0,2,0,19,#REF!,#REF!
1574,1,1,2,5,0,0,20,#REF!,#REF!
1575,4,1,3,0,4,0,38,#REF!,#REF!
1577,2,0,4,0,2,1,18,#REF!,#REF!
1578,4,1,2,2,1,0,26,#REF!,#REF!
1579,3,1,2,1,2,0,24,#REF!,#REF!
1580,4,1,2,10,3,1,36,#REF!,#REF!
1581,2,1,3,0,0,0,21,#REF!,#REF!
1584,2,1,2,0,4,0,24,#REF!,#REF!
1585,0,4,3,3,5,2,58,#REF!,#REF!
1586,4,0,2,8,5,0,43,#REF!,#REF!
1588,3,2,3,4,0,1,26,#REF!,#REF!
1589,2,1,0,9,4,0,32,#REF!,#REF!
1590,0,1,0,0,0,1,9,#REF!,#REF!
1591,1,1,0,7,3,2,28,#REF!,#REF!
1592,2,1,4,0,4,1,26,#REF!,#REF!
1593,2,1,0,0,5,0,33,#REF!,#REF!
1594,1,1,0,0,0,0,22,#REF!,#REF!
1595,1,0,3,0,3,1,26,#REF!,#REF!
1596,4,2,3,5,2,0,31,#REF!,#REF!
1597,0,3,4,7,0,3,48,#REF!,#REF!
1598,3,1,4,0,9,3,36,#REF!,#REF!
1599,3,1,4,3,2,0,28,#REF!,#REF!
1600,4,0,0,4,0,0,22,#REF!,#REF!
1601,3,1,2,0,0,1,23,#REF!,#REF!
1602,3,2,1,0,0,1,15,#REF!,#REF!
1603,3,1,4,0,6,0,31,#REF!,#REF!
1604,0,4,3,4,13,2,69,#REF!,#REF!
1605,4,1,3,2,10,0,47,#REF!,#REF!
1606,3,2,3,4,0,0,24,#REF!,#REF!
1607,1,2,2,0,3,0,24,#REF!,#REF!
1608,0,1,3,0,10,1,41,#REF!,#REF!
1609,2,1,4,3,3,0,43,#REF!,#REF!
1611,2,0,5,1,3,0,19,#REF!,#REF!
1612,0,3,7,6,11,4,79,#REF!,#REF!
1613,1,1,4,4,7,0,46,#REF!,#REF!
1614,1,2,4,7,0,0,30,#REF!,#REF!
1617,3,1,5,4,0,2,34,#REF!,#REF!
1618,4,1,0,0,4,0,29,#REF!,#REF!
1619,3,2,3,0,0,0,18,#REF!,#REF!
1620,2,1,4,0,4,1,27,#REF!,#REF!
1621,4,1,0,0,2,0,22,#REF!,#REF!
1622,2,1,3,0,2,0,27,#REF!,#REF!
1623,0,2,2,3,0,3,25,#REF!,#REF!
1624,3,0,3,5,2,1,47,#REF!,#REF!
1625,4,0,4,0,3,1,25,#REF!,#REF!
1626,3,1,4,4,0,1,33,#REF!,#REF!
1627,3,1,4,0,2,0,22,#REF!,#REF!
1628,2,1,3,0,3,0,21,#REF!,#REF!
1630,1,0,3,0,5,1,23,#REF!,#REF!
1631,0,2,0,1,3,2,31,#REF!,#REF!
1632,1,2,4,0,1,1,22,#REF!,#REF!
1633,3,1,3,0,0,1,22,#REF!,#REF!
1634,4,1,4,0,0,0,20,#REF!,#REF!
1635,0,0,2,0,3,0,20,#REF!,#REF!
1636,1,2,2,13,12,4,79,#REF!,#REF!
1637,0,2,4,0,3,0,27,#REF!,#REF!
1638,2,1,3,0,0,1,17,#REF!,#REF!
1639,0,0,4,0,2,0,13,#REF!,#REF!
1640,1,1,2,0,5,1,26,#REF!,#REF!
1641,4,1,3,0,0,0,17,#REF!,#REF!
1642,4,1,0,0,5,0,25,#REF!,#REF!
1643,3,2,3,0,8,1,37,#REF!,#REF!
1644,3,2,0,0,3,0,27,#REF!,#REF!
1645,2,1,0,4,10,3,58,#REF!,#REF!
1646,1,2,0,5,3,2,28,#REF!,#REF!
1647,0,1,4,0,3,0,25,#REF!,#REF!
1648,3,1,1,0,4,0,22,#REF!,#REF!
1649,0,1,4,0,3,1,30,#REF!,#REF!
1650,0,1,2,0,2,1,21,#REF!,#REF!
1651,4,1,3,0,3,0,22,#REF!,#REF!
1652,2,1,4,2,5,1,40,#REF!,#REF!
1653,1,1,2,0,16,3,58,#REF!,#REF!
1654,1,1,4,0,1,0,28,#REF!,#REF!
1655,3,1,2,0,7,2,36,#REF!,#REF!
1656,0,1,2,4,4,1,31,#REF!,#REF!
1657,1,1,1,0,0,1,17,#REF!,#REF!
1658,3,0,0,0,0,0,17,#REF!,#REF!
1659,3,1,3,5,2,0,27,#REF!,#REF!
1660,3,2,1,4,0,0,33,#REF!,#REF!
1661,4,1,4,0,3,0,34,#REF!,#REF!
1662,1,2,0,2,2,0,27,#REF!,#REF!
1663,2,2,2,1,4,1,35,#REF!,#REF!
1664,3,0,4,0,9,3,46,#REF!,#REF!
1665,1,2,3,4,20,0,80,#REF!,#REF!
1666,2,3,3,0,5,0,32,#REF!,#REF!
1667,2,1,0,0,3,1,30,#REF!,#REF!
1668,0,1,5,0,0,0,18,#REF!,#REF!
1669,1,2,4,0,7,2,34,#REF!,#REF!
1671,3,2,3,2,2,1,40,#REF!,#REF!
1672,3,1,0,0,3,1,26,#REF!,#REF!
1673,4,1,2,7,3,0,32,#REF!,#REF!
1674,3,2,0,3,2,0,29,#REF!,#REF!
1675,2,2,12,0,0,0,23,#REF!,#REF!
1676,2,2,4,0,3,0,32,#REF!,#REF!
1677,0,2,5,4,0,0,36,#REF!,#REF!
1678,3,0,3,1,0,0,14,#REF!,#REF!
1679,0,3,4,3,5,1,50,#REF!,#REF!
1680,3,1,3,4,1,0,28,#REF!,#REF!
1681,4,1,3,3,2,0,27,#REF!,#REF!
1682,0,1,4,0,2,0,24,#REF!,#REF!
1683,3,0,4,0,2,0,22,#REF!,#REF!
1685,4,2,4,0,0,2,34,#REF!,#REF!
1686,3,2,0,0,8,1,38,#REF!,#REF!
1687,0,2,0,2,4,1,25,#REF!,#REF!
1688,1,0,8,6,3,1,38,#REF!,#REF!
1689,2,1,5,3,0,0,29,#REF!,#REF!
1690,3,1,0,8,0,0,31,#REF!,#REF!
1692,2,1,2,2,0,0,28,#REF!,#REF!
1694,0,1,0,3,14,2,50,#REF!,#REF!
1695,0,2,5,3,5,1,36,#REF!,#REF!
1696,0,2,5,0,3,1,21,#REF!,#REF!
1698,0,2,4,0,0,0,19,#REF!,#REF!
1699,4,2,3,2,11,1,54,#REF!,#REF!
1700,1,1,1,0,0,0,17,#REF!,#REF!
1702,2,2,5,0,2,2,36,#REF!,#REF!
1703,4,2,4,3,5,0,38,#REF!,#REF!
1704,0,1,6,0,5,0,29,#REF!,#REF!
1705,2,0,4,0,6,0,39,#REF!,#REF!
1707,2,2,1,1,6,1,42,#REF!,#REF!
1708,1,2,1,0,4,1,33,#REF!,#REF!
1709,3,1,5,0,5,0,31,#REF!,#REF!
1710,0,1,5,0,0,1,20,#REF!,#REF!
1711,3,2,3,6,0,0,29,#REF!,#REF!
1712,2,1,4,8,8,0,50,#REF!,#REF!
1714,1,2,7,3,10,2,61,#REF!,#REF!
1718,0,2,5,2,8,0,34,#REF!,#REF!
1719,1,1,3,0,6,0,28,#REF!,#REF!
1720,3,1,3,14,0,0,39,#REF!,#REF!
1721,2,1,3,0,3,1,24,#REF!,#REF!
1722,3,1,5,0,6,0,33,#REF!,#REF!
1723,3,0,0,1,0,0,27,#REF!,#REF!
1724,2,1,4,0,3,1,20,#REF!,#REF!
1726,4,3,6,7,11,3,67,#REF!,#REF!
1727,3,0,4,0,4,0,26,#REF!,#REF!
1728,3,1,3,3,9,3,56,#REF!,#REF!
1729,0,0,5,0,7,1,38,#REF!,#REF!
1730,1,2,6,0,2,0,22,#REF!,#REF!
1731,4,1,3,0,0,0,14,#REF!,#REF!
1732,1,2,5,0,0,1,15,#REF!,#REF!
1733,0,0,6,0,6,1,35,#REF!,#REF!
1734,2,1,4,0,3,1,29,#REF!,#REF!
1735,4,2,3,3,2,0,37,#REF!,#REF!
