flag,store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
1,674,WK5,0,123,
1,674,WK7,14,0,
1,674,WK8,4,0,
1,674,WK14,0,94,
1,674,WK20,0,94,
1,675,WK4,21,0,
1,675,WK6,4,0,
1,676,WK4,51,0,
1,676,WK5,0,123,
1,676,WK7,4,0,
1,676,WK8,7,0,
1,676,WK14,0,122,
1,676,WK20,0,94,
1,677,WK4,14,0,
1,677,WK6,4,0,
1,678,WK4,50,0,
1,678,WK5,0,123,
1,678,WK7,6,0,
1,678,WK8,13,0,
1,680,WK4,50,0,
1,680,WK5,0,123,
1,680,WK7,2,0,
1,680,WK8,8,0,
1,681,WK4,33,0,
1,682,WK4,21,0,
1,682,WK6,4,0,
1,683,WK4,71,110,
1,683,WK5,25,0,
1,683,WK14,0,131,
1,683,WK20,0,96,
1,684,WK4,32,0,
1,684,WK5,0,124,
1,684,WK7,1,0,
1,684,WK8,5,0,
1,685,WK4,55,0,
1,685,WK5,0,123,
1,685,WK7,6,0,
1,685,WK8,19,0,
1,685,WK14,0,114,
1,685,WK20,0,96,
1,686,WK4,32,0,
1,687,WK4,41,0,
1,687,WK6,5,0,
1,687,WK7,2,0,
1,687,WK8,1,0,
1,688,WK4,25,0,
1,688,WK6,3,0,
1,689,WK4,85,0,
1,689,WK5,0,123,
1,689,WK7,16,0,
1,689,WK8,7,0,
1,689,WK11,0,115,
1,689,WK14,0,104,
1,689,WK20,0,103,
1,690,WK4,51,0,
1,690,WK5,0,123,
1,690,WK7,6,0,
1,690,WK8,15,0,
1,690,WK15,0,132,
1,690,WK20,0,114,
1,691,WK4,31,0,
1,692,WK4,46,0,
1,692,WK6,9,0,
1,692,WK7,2,0,
1,692,WK8,2,0,
1,694,WK4,33,0,
1,694,WK6,3,0,
1,694,WK7,1,0,
1,694,WK8,1,0,
1,696,WK4,22,0,
1,696,WK6,7,0,
1,697,WK4,44,0,
1,698,WK4,31,0,
1,698,WK5,0,124,
1,698,WK7,2,0,
1,698,WK8,7,0,
1,699,WK4,32,0,
1,701,WK4,17,0,
1,701,WK6,4,0,
1,702,WK4,28,0,
1,702,WK6,5,0,
1,702,WK7,10,0,
1,702,WK9,4,0,
1,705,WK4,83,0,
1,708,WK4,30,0,
1,709,WK4,18,0,
1,709,WK6,3,0,
1,709,WK7,10,0,
1,710,WK4,22,0,
1,710,WK6,4,0,
1,711,WK4,31,0,
1,711,WK5,0,124,
1,711,WK7,3,0,
1,711,WK8,2,0,
1,712,WK4,53,0,
1,712,WK5,6,0,
1,715,WK4,33,0,
1,716,WK4,30,0,
1,719,WK4,24,0,
1,719,WK6,9,0,
1,719,WK7,15,0,
1,719,WK9,4,0,
1,720,WK4,18,0,
1,720,WK6,3,0,
1,720,WK7,6,0,
1,721,WK4,32,0,
1,722,WK4,33,0,
1,723,WK4,31,0,
1,724,WK4,31,0,
1,724,WK5,0,124,
1,724,WK7,2,0,
1,724,WK8,2,0,
1,726,WK4,47,0,
1,726,WK5,6,0,
1,728,WK4,48,0,
1,729,WK4,28,0,
1,729,WK6,6,0,
1,729,WK7,12,0,
1,729,WK9,6,0,
1,730,WK4,33,0,
1,731,WK4,17,0,
1,734,WK4,47,0,
1,735,WK4,47,0,
1,735,WK5,3,0,
1,737,WK4,35,0,
1,738,WK4,85,0,
1,738,WK5,0,123,
1,738,WK7,15,0,
1,738,WK8,7,0,
1,738,WK14,0,113,
1,738,WK20,0,104,
1,739,WK4,56,0,
1,739,WK5,0,123,
1,739,WK7,6,0,
1,739,WK8,19,0,
1,739,WK14,0,114,
1,739,WK20,0,96,
1,740,WK4,55,0,
1,741,WK4,41,0,
1,741,WK6,7,0,
1,741,WK7,3,0,
1,741,WK8,1,0,
1,742,WK4,51,0,
1,742,WK5,0,123,
1,742,WK7,6,0,
1,742,WK8,13,0,
1,742,WK11,0,115,
1,742,WK15,0,132,
1,742,WK20,0,114,
1,744,WK4,27,0,
1,746,WK4,22,0,
1,750,WK4,30,0,
1,750,WK6,1,0,
1,750,WK7,6,0,
1,750,WK8,2,0,
1,751,WK4,35,0,
1,751,WK6,1,0,
1,751,WK7,7,0,
1,751,WK8,2,0,
1,751,WK9,2,0,
1,753,WK4,48,0,
1,753,WK6,3,0,
1,753,WK7,8,0,
1,753,WK8,4,0,
1,753,WK9,3,0,
1,754,WK4,51,0,
1,756,WK4,47,0,
1,756,WK5,3,0,
1,758,WK4,24,0,
1,761,WK4,29,0,
1,765,WK4,32,0,
1,766,WK4,25,0,
1,767,WK4,53,0,
1,769,WK4,44,0,
1,770,WK4,21,0,
1,770,WK6,3,0,
1,770,WK7,7,0,
1,771,WK4,51,0,
1,774,WK4,37,0,
1,774,WK7,0,124,
1,774,WK8,6,0,
1,776,WK4,48,0,
1,776,WK6,6,0,
1,776,WK7,27,0,
1,776,WK8,18,0,
1,776,WK9,3,0,
1,777,WK4,23,0,
1,778,WK4,68,0,
1,781,WK4,117,116,
1,781,WK15,0,131,
1,781,WK20,0,103,
1,782,WK4,44,0,
1,785,WK4,59,111,
1,788,WK4,70,117,
1,788,WK5,6,0,
1,788,WK6,13,0,
1,788,WK14,0,141,
1,788,WK20,0,114,
1,789,WK4,28,0,
1,789,WK5,3,0,
1,789,WK6,7,0,
1,794,WK4,29,0,
1,794,WK6,4,0,
1,794,WK7,4,0,
1,795,WK4,33,0,
1,797,WK4,36,0,
1,797,WK6,1,0,
1,797,WK7,7,0,
1,797,WK8,2,0,
1,797,WK9,2,0,
1,800,WK4,22,0,
1,801,WK4,19,0,
1,801,WK6,3,0,
1,801,WK7,7,0,
1,802,WK4,20,0,
1,802,WK9,9,0,
1,802,WK10,5,0,
1,803,WK4,30,0,
1,804,WK4,36,0,
1,804,WK5,4,0,
1,804,WK6,8,0,
1,805,WK4,20,0,
1,805,WK6,3,0,
1,805,WK7,6,0,
1,806,WK4,37,0,
1,806,WK5,2,0,
1,807,WK4,20,0,
1,807,WK5,1,0,
1,807,WK6,6,0,
1,808,WK4,40,0,
1,809,WK4,54,110,
1,809,WK5,14,0,
1,810,WK4,30,0,
1,810,WK6,1,0,
1,810,WK7,6,0,
1,810,WK8,2,0,
1,811,WK4,54,0,
1,814,WK4,27,0,
1,815,WK4,78,0,
1,815,WK7,2,123,
1,815,WK8,15,0,
1,815,WK9,4,0,
1,815,WK16,0,105,
1,815,WK21,0,95,
1,816,WK4,49,0,
1,817,WK4,29,0,
1,818,WK4,26,0,
1,819,WK4,62,0,
1,826,WK4,31,109,
1,827,WK4,23,0,
1,829,WK4,35,0,
1,829,WK5,2,0,
1,835,WK4,37,0,
1,835,WK5,2,0,
1,836,WK4,31,0,
1,837,WK4,75,110,
1,837,WK5,6,0,
1,837,WK6,8,0,
1,837,WK11,0,113,
1,837,WK14,0,124,
1,837,WK20,0,112,
1,838,WK4,40,0,
1,838,WK6,4,0,
1,838,WK7,2,0,
1,838,WK8,2,0,
1,842,WK4,71,0,
1,842,WK9,7,0,
1,842,WK10,0,123,
1,844,WK4,36,0,
1,844,WK9,28,0,
1,844,WK10,13,0,
1,846,WK4,29,0,
1,847,WK4,30,0,
1,847,WK9,18,0,
1,847,WK10,17,0,
1,848,WK4,31,0,
1,849,WK4,29,0,
1,853,WK4,30,0,
1,856,WK4,37,0,
1,857,WK4,29,0,
1,859,WK4,27,0,
1,862,WK4,31,0,
1,863,WK4,36,0,
1,864,WK4,26,0,
1,865,WK4,95,116,
1,866,WK4,34,0,
1,867,WK4,50,0,
1,867,WK9,16,0,
1,868,WK4,53,0,
1,868,WK5,24,103,
1,869,WK4,50,0,
1,869,WK9,15,0,
1,870,WK4,14,0,
1,870,WK6,3,0,
1,870,WK7,6,0,
1,871,WK4,19,0,
1,871,WK6,3,0,
1,871,WK7,6,0,
1,874,WK4,30,0,
1,875,WK4,30,0,
1,876,WK4,27,0,
1,877,WK4,24,0,
1,877,WK6,3,0,
1,878,WK4,33,0,
1,879,WK4,17,0,
1,879,WK6,4,0,
1,880,WK4,30,0,
1,880,WK5,3,0,
1,880,WK6,5,0,
1,881,WK4,42,0,
1,881,WK6,4,0,
1,881,WK8,2,0,
1,882,WK4,20,0,
1,882,WK9,9,0,
1,882,WK10,5,0,
1,886,WK4,34,0,
1,886,WK6,2,0,
1,886,WK7,9,0,
1,886,WK8,2,0,
1,886,WK9,5,0,
1,889,WK4,30,0,
1,892,WK4,22,0,
1,892,WK6,3,0,
1,892,WK7,4,0,
1,892,WK8,4,0,
1,895,WK4,16,0,
1,895,WK6,3,0,
1,895,WK7,6,0,
1,896,WK4,30,0,
1,896,WK5,3,0,
1,896,WK6,5,0,
1,899,WK4,32,0,
1,901,WK4,62,0,
1,904,WK4,49,0,
1,905,WK4,51,0,
1,905,WK9,21,0,
1,908,WK4,29,0,
1,909,WK4,27,0,
1,910,WK4,26,0,
1,910,WK9,19,0,
1,910,WK10,21,0,
1,913,WK4,45,0,
1,913,WK9,7,0,
1,913,WK10,0,124,
1,914,WK4,22,0,
1,914,WK6,3,0,
1,915,WK4,29,0,
1,916,WK4,50,0,
1,917,WK4,33,0,
1,918,WK4,52,0,
1,918,WK5,3,0,
1,919,WK4,28,0,
1,922,WK4,22,0,
1,922,WK6,5,0,
1,922,WK7,10,0,
1,923,WK4,22,0,
1,923,WK6,5,0,
1,923,WK7,10,0,
1,924,WK4,48,0,
1,924,WK9,21,0,
1,928,WK4,49,0,
1,929,WK4,27,0,
1,931,WK4,51,0,
1,932,WK4,23,0,
1,934,WK4,30,0,
1,935,WK4,29,0,
1,936,WK4,18,0,
1,936,WK6,3,0,
1,936,WK7,6,0,
1,937,WK4,34,0,
1,939,WK4,52,0,
1,939,WK5,4,0,
1,940,WK4,41,0,
1,940,WK5,4,0,
1,940,WK6,6,0,
1,941,WK4,27,0,
1,943,WK4,42,0,
1,944,WK4,26,0,
1,947,WK4,28,0,
1,947,WK5,3,0,
1,947,WK6,5,0,
1,948,WK4,39,0,
1,948,WK6,6,0,
1,948,WK8,2,0,
1,950,WK4,34,0,
1,952,WK4,8,0,
1,953,WK4,49,0,
1,953,WK9,15,0,
1,955,WK4,52,0,
1,956,WK4,27,0,
1,958,WK4,19,0,
1,958,WK9,8,0,
1,958,WK10,5,0,
1,959,WK4,60,0,
1,960,WK4,65,117,
1,961,WK4,29,0,
1,962,WK4,51,0,
1,962,WK5,6,0,
1,963,WK4,37,0,
1,963,WK5,4,0,
1,963,WK6,5,0,
1,965,WK4,22,0,
1,965,WK9,8,0,
1,965,WK10,56,0,
1,966,WK4,70,116,
1,967,WK4,54,0,
1,968,WK4,26,0,
1,969,WK4,36,0,
1,970,WK4,75,111,
1,971,WK4,26,0,
1,971,WK9,9,0,
1,971,WK10,31,0,
1,972,WK4,20,0,
1,972,WK5,1,0,
1,972,WK6,9,0,
1,973,WK4,27,0,
1,974,WK4,27,0,
1,975,WK4,51,0,
1,975,WK5,9,0,
1,975,WK6,13,0,
1,976,WK4,31,0,
1,977,WK4,48,0,
1,978,WK4,41,0,
1,978,WK6,4,0,
1,978,WK7,2,0,
1,978,WK8,1,0,
1,979,WK4,18,0,
1,979,WK9,8,0,
1,979,WK10,30,0,
1,981,WK4,45,0,
1,984,WK4,39,0,
1,984,WK9,15,0,
1,985,WK4,64,0,
1,985,WK6,5,0,
1,985,WK7,9,0,
1,985,WK8,7,0,
1,985,WK9,3,0,
1,986,WK4,93,0,
1,986,WK9,12,0,
1,986,WK10,0,123,
1,987,WK4,52,0,
1,988,WK4,33,0,
1,989,WK4,27,0,
1,990,WK4,46,0,
1,991,WK4,30,0,
1,994,WK4,27,0,
1,995,WK4,20,0,
1,995,WK6,4,0,
1,995,WK7,5,0,
1,996,WK4,18,0,
1,996,WK6,4,0,
1,996,WK7,5,0,
1,999,WK4,35,0,
1,1004,WK4,13,0,
1,1005,WK4,46,0,
1,1005,WK6,9,0,
1,1005,WK7,30,0,
1,1005,WK8,21,0,
1,1005,WK9,3,0,
1,1006,WK4,31,0,
1,1007,WK4,30,0,
1,1007,WK9,14,0,
1,1007,WK10,64,0,
1,1008,WK4,75,0,
1,1008,WK9,10,0,
1,1008,WK10,0,123,
1,1010,WK4,46,0,
1,1010,WK6,2,0,
1,1011,WK4,22,0,
1,1012,WK4,36,0,
1,1012,WK9,15,0,
1,1012,WK10,12,0,
1,1014,WK4,29,0,
1,1014,WK6,4,0,
1,1014,WK7,5,0,
1,1016,WK4,27,0,
1,1017,WK4,60,0,
1,1017,WK6,3,0,
1,1019,WK4,42,0,
1,1019,WK9,14,0,
1,1020,WK4,44,0,
1,1020,WK9,10,0,
1,1020,WK10,3,0,
1,1021,WK4,28,0,
1,1021,WK6,4,0,
1,1021,WK7,9,0,
1,1021,WK8,1,0,
1,1021,WK9,1,0,
1,1022,WK4,23,0,
1,1023,WK4,68,0,
1,1023,WK5,0,123,
1,1023,WK7,18,0,
1,1023,WK8,7,0,
1,1023,WK14,0,123,
1,1023,WK20,0,104,
1,1024,WK4,30,0,
1,1025,WK4,30,0,
1,1026,WK4,36,0,
1,1026,WK6,14,0,
1,1026,WK7,20,0,
1,1026,WK9,10,0,
1,1028,WK4,18,0,
1,1028,WK9,7,0,
1,1028,WK10,3,0,
1,1029,WK4,72,0,
1,1030,WK4,42,0,
1,1030,WK6,9,0,
1,1030,WK8,6,0,
1,1032,WK4,54,0,
1,1033,WK4,13,0,
1,1033,WK6,3,0,
1,1033,WK7,6,0,
1,1034,WK4,18,0,
1,1034,WK6,5,0,
1,1035,WK4,40,0,
1,1035,WK6,4,0,
1,1035,WK8,1,0,
1,1036,WK4,19,0,
1,1036,WK6,5,0,
1,1037,WK4,67,0,
1,1037,WK6,8,0,
1,1039,WK4,19,0,
1,1039,WK6,5,0,
1,1042,WK4,33,0,
1,1044,WK4,21,0,
1,1048,WK4,42,0,
1,1048,WK6,8,0,
1,1048,WK7,2,0,
1,1048,WK8,2,0,
1,1053,WK4,18,0,
1,1053,WK6,4,0,
1,1053,WK7,5,0,
1,1055,WK4,36,0,
1,1055,WK5,4,0,
1,1055,WK6,5,0,
1,1058,WK4,87,0,
1,1058,WK9,26,0,
1,1058,WK10,0,123,
1,1060,WK4,20,0,
1,1060,WK6,7,0,
1,1062,WK4,32,0,
1,1064,WK4,25,0,
1,1064,WK6,3,0,
1,1066,WK4,43,0,
1,1068,WK4,26,0,
1,1070,WK4,39,0,
1,1070,WK6,7,0,
1,1070,WK7,2,0,
1,1070,WK8,2,0,
1,1071,WK4,30,0,
1,1071,WK6,4,0,
1,1071,WK7,9,0,
1,1071,WK8,1,0,
1,1071,WK9,1,0,
1,1072,WK4,30,0,
1,1074,WK4,51,0,
1,1074,WK6,4,0,
1,1075,WK4,17,0,
1,1075,WK6,4,0,
1,1077,WK4,25,0,
1,1079,WK4,50,0,
1,1080,WK4,38,0,
1,1080,WK6,6,0,
1,1080,WK7,1,0,
1,1080,WK8,1,0,
1,1081,WK4,29,0,
1,1082,WK4,40,0,
1,1083,WK4,47,0,
1,1084,WK4,29,0,
1,1085,WK4,58,0,
1,1086,WK4,27,0,
1,1087,WK4,27,0,
1,1088,WK4,29,0,
1,1089,WK4,49,0,
1,1089,WK5,5,0,
1,1090,WK4,31,0,
1,1091,WK4,40,0,
1,1095,WK4,18,0,
1,1095,WK9,9,0,
1,1097,WK4,29,0,
1,1098,WK4,20,0,
1,1100,WK4,34,109,
1,1100,WK5,5,0,
1,1101,WK4,25,0,
1,1104,WK4,55,0,
1,1105,WK4,14,0,
1,1106,WK4,29,0,
1,1107,WK4,29,0,
1,1110,WK4,27,0,
1,1111,WK4,57,0,
1,1111,WK5,0,123,
1,1111,WK8,10,0,
1,1112,WK4,38,0,
1,1113,WK4,51,0,
1,1113,WK5,0,123,
1,1113,WK7,18,0,
1,1113,WK8,7,0,
1,1113,WK14,0,105,
1,1113,WK21,0,101,
1,1114,WK4,28,116,
1,1114,WK5,6,0,
1,1114,WK6,1,0,
1,1115,WK4,42,0,
1,1115,WK6,5,0,
1,1115,WK7,2,0,
1,1115,WK8,2,0,
1,1116,WK4,47,0,
1,1116,WK5,7,0,
1,1116,WK6,9,0,
1,1119,WK4,29,0,
1,1120,WK4,30,0,
1,1120,WK6,4,0,
1,1120,WK7,5,0,
1,1121,WK4,54,0,
1,1122,WK4,38,0,
1,1122,WK6,6,0,
1,1122,WK7,2,0,
1,1122,WK8,1,0,
1,1123,WK4,53,0,
1,1123,WK5,0,123,
1,1123,WK7,18,0,
1,1123,WK8,7,0,
1,1123,WK15,0,114,
1,1123,WK21,0,104,
1,1124,WK4,25,0,
1,1125,WK4,30,0,
1,1125,WK9,14,0,
1,1125,WK10,7,0,
1,1126,WK4,60,0,
1,1128,WK4,27,0,
1,1129,WK4,35,0,
1,1131,WK4,19,0,
1,1131,WK6,4,0,
1,1132,WK4,19,0,
1,1132,WK6,4,0,
1,1133,WK4,22,0,
1,1133,WK6,5,0,
1,1134,WK4,37,0,
1,1135,WK4,23,0,
1,1136,WK4,29,0,
1,1138,WK4,19,0,
1,1138,WK9,7,0,
1,1138,WK10,5,0,
1,1139,WK4,60,0,
1,1139,WK6,6,123,
1,1139,WK7,2,0,
1,1139,WK8,16,0,
1,1140,WK4,24,0,
1,1140,WK6,6,0,
1,1140,WK7,10,0,
1,1140,WK9,4,0,
1,1146,WK4,56,0,
1,1146,WK6,10,0,
1,1147,WK4,56,0,
1,1147,WK6,0,123,
1,1147,WK7,9,0,
1,1147,WK8,14,0,
1,1147,WK14,0,142,
1,1147,WK20,0,99,
1,1149,WK4,42,0,
1,1150,WK4,30,0,
1,1153,WK4,16,0,
1,1154,WK4,59,0,
1,1155,WK4,23,0,
1,1156,WK4,30,0,
1,1156,WK5,0,124,
1,1156,WK8,3,0,
1,1159,WK4,53,0,
1,1159,WK5,0,123,
1,1159,WK7,18,0,
1,1159,WK8,7,0,
1,1160,WK4,18,0,
1,1160,WK6,4,0,
1,1160,WK7,5,0,
1,1161,WK4,22,0,
1,1161,WK6,3,0,
1,1161,WK7,6,0,
1,1162,WK4,22,0,
1,1162,WK6,3,0,
1,1164,WK4,37,0,
1,1164,WK6,3,0,
1,1164,WK8,1,0,
1,1165,WK4,14,0,
1,1165,WK6,3,0,
1,1165,WK7,6,0,
1,1166,WK4,41,0,
1,1166,WK6,2,0,
1,1167,WK4,22,0,
1,1167,WK9,7,0,
1,1167,WK10,5,0,
1,1168,WK4,30,0,
1,1169,WK4,33,0,
1,1171,WK4,42,0,
1,1172,WK4,55,0,
1,1173,WK4,40,0,
1,1174,WK4,33,0,
1,1175,WK4,62,117,
1,1175,WK6,3,0,
1,1177,WK4,20,0,
1,1177,WK6,3,0,
1,1177,WK7,6,0,
1,1178,WK4,37,0,
1,1178,WK5,4,0,
1,1178,WK6,5,0,
1,1179,WK4,20,0,
1,1179,WK6,5,0,
1,1180,WK4,20,0,
1,1180,WK6,4,0,
1,1180,WK7,5,0,
1,1182,WK4,51,0,
1,1183,WK4,24,0,
1,1183,WK6,3,0,
1,1186,WK4,33,0,
1,1190,WK4,23,0,
1,1190,WK6,3,0,
1,1191,WK4,23,0,
1,1192,WK4,46,0,
1,1193,WK4,46,0,
1,1194,WK4,38,0,
1,1194,WK6,6,0,
1,1194,WK7,2,0,
1,1194,WK8,1,0,
1,1195,WK4,54,0,
1,1196,WK4,27,0,
1,1197,WK4,30,0,
1,1198,WK4,33,0,
1,1199,WK4,46,0,
1,1199,WK9,12,0,
1,1201,WK4,27,0,
1,1202,WK4,28,0,
1,1202,WK9,16,0,
1,1202,WK10,75,0,
1,1203,WK4,27,0,
1,1204,WK4,27,0,
1,1205,WK4,50,0,
1,1206,WK4,29,0,
1,1207,WK4,59,0,
1,1209,WK4,23,0,
1,1209,WK6,3,0,
1,1210,WK4,18,0,
1,1210,WK6,4,0,
1,1210,WK7,5,0,
1,1211,WK4,21,0,
1,1211,WK9,7,0,
1,1211,WK10,5,0,
1,1212,WK4,30,0,
1,1213,WK4,25,0,
1,1215,WK4,32,0,
1,1217,WK4,40,0,
1,1217,WK6,7,0,
1,1217,WK7,3,0,
1,1217,WK8,1,0,
1,1219,WK4,31,0,
1,1220,WK4,29,0,
1,1221,WK4,28,0,
1,1221,WK6,3,0,
1,1222,WK4,23,0,
1,1223,WK4,23,0,
1,1224,WK4,22,0,
1,1225,WK4,32,0,
1,1226,WK4,46,0,
1,1226,WK6,6,0,
1,1226,WK7,2,0,
1,1226,WK8,2,0,
1,1227,WK4,31,0,
1,1229,WK4,25,0,
1,1230,WK4,71,117,
1,1230,WK6,12,0,
1,1230,WK11,0,115,
1,1230,WK14,0,141,
1,1230,WK17,0,115,
1,1230,WK18,0,105,
1,1230,WK20,0,123,
1,1232,WK4,53,0,
1,1232,WK5,4,0,
1,1233,WK4,40,0,
1,1233,WK6,7,0,
1,1233,WK7,1,0,
1,1233,WK8,1,0,
1,1234,WK4,43,0,
1,1234,WK6,4,0,
1,1234,WK7,2,0,
1,1234,WK8,2,0,
1,1236,WK4,31,0,
1,1237,WK4,44,0,
1,1237,WK6,2,0,
1,1240,WK4,48,0,
1,1241,WK4,52,0,
1,1241,WK6,3,0,
1,1241,WK7,9,0,
1,1241,WK8,5,0,
1,1241,WK9,3,0,
1,1242,WK4,27,0,
1,1242,WK6,3,0,
1,1243,WK4,36,0,
1,1243,WK6,5,0,
1,1243,WK8,3,0,
1,1244,WK4,13,0,
1,1244,WK6,3,0,
1,1245,WK4,51,0,
1,1247,WK4,49,0,
1,1247,WK5,0,102,
1,1247,WK7,15,0,
1,1247,WK8,7,0,
1,1247,WK15,0,113,
1,1249,WK4,43,0,
1,1249,WK5,3,0,
1,1252,WK4,40,0,
1,1252,WK9,16,0,
1,1253,WK4,34,0,
1,1254,WK4,22,0,
1,1255,WK4,30,0,
1,1257,WK4,40,0,
1,1257,WK5,3,0,
1,1259,WK4,31,0,
1,1259,WK5,0,109,
1,1259,WK7,3,0,
1,1259,WK8,7,0,
1,1260,WK4,29,0,
1,1261,WK4,28,0,
1,1263,WK4,42,0,
1,1263,WK6,4,0,
1,1263,WK7,2,0,
1,1263,WK8,1,0,
1,1267,WK4,19,0,
1,1267,WK9,6,0,
1,1267,WK10,5,0,
1,1268,WK4,30,0,
1,1271,WK4,47,0,
1,1273,WK4,47,0,
1,1273,WK9,19,0,
1,1276,WK4,19,0,
1,1276,WK9,6,0,
1,1276,WK10,5,0,
1,1277,WK4,45,0,
1,1277,WK9,13,0,
1,1277,WK10,60,0,
1,1280,WK4,47,0,
1,1280,WK9,12,0,
1,1281,WK4,42,0,
1,1281,WK6,5,0,
1,1281,WK8,1,0,
1,1283,WK4,48,0,
1,1284,WK4,35,0,
1,1285,WK4,47,0,
1,1285,WK6,5,0,
1,1285,WK7,10,0,
1,1285,WK8,6,0,
1,1285,WK9,3,0,
1,1287,WK4,24,0,
1,1287,WK6,3,0,
1,1288,WK4,24,0,
1,1288,WK6,5,0,
1,1289,WK4,31,0,
1,1289,WK7,17,0,
1,1289,WK8,6,0,
1,1290,WK4,32,0,
1,1290,WK6,2,0,
1,1291,WK4,56,0,
1,1292,WK4,61,0,
1,1292,WK5,0,102,
1,1292,WK8,7,0,
1,1292,WK15,0,102,
1,1293,WK4,16,0,
1,1295,WK4,40,0,
1,1295,WK5,4,0,
1,1295,WK6,6,0,
1,1297,WK4,39,124,
1,1298,WK4,25,0,
1,1299,WK4,86,117,
1,1299,WK6,12,0,
1,1299,WK11,0,115,
1,1299,WK14,0,141,
1,1299,WK17,0,115,
1,1299,WK20,0,115,
1,1300,WK4,29,0,
1,1301,WK4,38,0,
1,1301,WK6,7,0,
1,1301,WK8,4,0,
1,1302,WK4,57,0,
1,1302,WK5,0,102,
1,1302,WK7,12,0,
1,1302,WK8,3,0,
1,1302,WK15,0,104,
1,1302,WK21,0,95,
1,1303,WK4,52,0,
1,1304,WK4,33,0,
1,1304,WK10,7,0,
1,1304,WK11,8,0,
1,1305,WK4,20,0,
1,1305,WK9,6,0,
1,1305,WK10,5,0,
1,1307,WK4,18,0,
1,1307,WK9,7,0,
1,1307,WK10,3,0,
1,1309,WK4,38,0,
1,1309,WK6,4,0,
1,1310,WK4,20,0,
1,1310,WK6,3,0,
1,1310,WK7,6,0,
1,1311,WK4,34,0,
1,1312,WK4,28,0,
1,1314,WK4,32,0,
1,1315,WK4,45,0,
1,1315,WK9,4,0,
1,1315,WK10,0,124,
1,1316,WK4,19,0,
1,1316,WK9,6,0,
1,1316,WK10,4,0,
1,1317,WK4,21,0,
1,1317,WK6,6,0,
1,1318,WK4,21,0,
1,1318,WK6,6,0,
1,1319,WK4,38,0,
1,1319,WK6,6,0,
1,1319,WK7,3,0,
1,1319,WK8,2,0,
1,1320,WK4,18,0,
1,1320,WK6,5,0,
1,1321,WK4,27,0,
1,1322,WK4,25,0,
1,1322,WK6,3,0,
1,1326,WK4,36,0,
1,1326,WK6,7,0,
1,1326,WK7,6,0,
1,1326,WK8,4,0,
1,1327,WK4,30,0,
1,1327,WK6,6,0,
1,1327,WK7,9,0,
1,1327,WK9,6,0,
1,1331,WK4,30,0,
1,1331,WK6,2,0,
1,1331,WK7,13,0,
1,1331,WK8,2,0,
1,1335,WK4,52,0,
1,1335,WK6,9,0,
1,1335,WK8,4,0,
1,1336,WK4,29,0,
1,1336,WK6,3,0,
1,1337,WK4,41,0,
1,1337,WK6,5,0,
1,1337,WK8,2,0,
1,1339,WK4,26,0,
1,1339,WK6,5,0,
1,1341,WK4,29,0,
1,1341,WK6,3,0,
1,1342,WK4,29,0,
1,1344,WK4,44,0,
1,1344,WK6,15,0,
1,1344,WK8,4,0,
1,1345,WK4,48,0,
1,1345,WK6,21,0,
1,1345,WK7,8,0,
1,1346,WK4,21,0,
1,1348,WK4,28,124,
1,1348,WK6,13,0,
1,1350,WK4,36,0,
1,1350,WK6,6,0,
1,1350,WK8,4,0,
1,1351,WK4,38,0,
1,1351,WK6,5,0,
1,1351,WK8,3,0,
1,1352,WK4,26,0,
1,1354,WK4,29,0,
1,1355,WK4,62,117,
1,1355,WK6,21,0,
1,1358,WK4,44,0,
1,1359,WK4,39,0,
1,1360,WK4,26,0,
1,1360,WK5,0,109,
1,1360,WK8,4,0,
1,1362,WK4,26,0,
1,1363,WK4,34,0,
1,1364,WK4,63,117,
1,1364,WK6,3,0,
1,1365,WK4,48,0,
1,1365,WK9,13,0,
1,1365,WK10,6,0,
1,1366,WK4,20,0,
1,1366,WK9,6,0,
1,1366,WK10,3,0,
1,1367,WK4,31,0,
1,1369,WK4,69,117,
1,1369,WK6,8,0,
1,1369,WK11,0,115,
1,1369,WK14,0,133,
1,1369,WK20,0,113,
1,1370,WK4,51,117,
1,1370,WK6,2,0,
1,1371,WK4,18,0,
1,1371,WK6,4,0,
1,1371,WK7,5,0,
1,1375,WK4,38,124,
1,1376,WK4,22,0,
1,1376,WK6,3,0,
1,1377,WK4,19,0,
1,1377,WK9,6,0,
1,1377,WK10,3,0,
1,1378,WK4,18,0,
1,1378,WK10,10,0,
1,1378,WK11,3,0,
1,1379,WK4,28,0,
1,1381,WK4,61,117,
1,1381,WK6,3,0,
1,1382,WK4,47,0,
1,1382,WK5,0,102,
1,1382,WK8,9,0,
1,1383,WK4,84,111,
1,1384,WK4,51,0,
1,1384,WK9,22,0,
1,1385,WK4,24,0,
1,1385,WK6,3,0,
1,1386,WK4,34,0,
1,1386,WK9,21,0,
1,1386,WK10,7,0,
1,1387,WK4,29,0,
1,1390,WK4,25,0,
1,1391,WK4,49,0,
1,1393,WK4,48,0,
1,1393,WK6,4,0,
1,1393,WK7,8,0,
1,1393,WK8,5,0,
1,1393,WK9,3,0,
1,1394,WK4,21,0,
1,1394,WK9,6,0,
1,1394,WK10,3,0,
1,1396,WK4,20,0,
1,1396,WK9,6,0,
