Store,City,State,Next Major Touch Program Year,Projected Possession Date
3131,RIALTO,CA,2026,TBD
3185,HUNTSVILLE,AL,2026,TBD
3212,EGG HBR TWP,NJ,2026,TBD
3218,SPANAWAY,WA,2026,TBD
3221,WATKINS GLEN,NY,2026,TBD
3222,CENTRAL,SC,2026,TBD
3229,VERNON,TX,2026,TBD
3248,LA HABRA,CA,2026,TBD
3260,EPHRATA,WA,2026,TBD
3262,CAMBRIDGE,OH,2026,TBD
3275,EDMOND,OK,2026,TBD
3277,RENO,NV,2026,TBD
3279,SAN ANTONIO,TX,2026,TBD
3280,ROCHESTER,NY,2026,TBD
3282,LOGAN,OH,2026,TBD
3289,WEST JEFFERSON,NC,2026,TBD
3292,UNION,NJ,2026,TBD
3297,HOUSTON,TX,2026,TBD
3301,PROVIDENCE,RI,2026,TBD
3310,DELTONA,FL,2026,TBD
3327,OKLAHOMA CITY,OK,2026,TBD
3360,CHANDLER,AZ,2026,TBD
3425,HOUSTON,TX,2026,TBD
3427,ARTESIA,NM,2026,TBD
3443,RIVERDALE,NJ,2026,TBD
3449,KILLEEN,TX,2026,TBD
3450,KILLEEN,TX,2026,TBD
3456,HOPE MILLS,NC,2026,TBD
3458,WHITEHALL,MI,2026,TBD
3464,CHINO,CA,2026,TBD
3480,LEBANON,VA,2026,TBD
3483,HOUMA,LA,2026,TBD
3485,BLAIRSVILLE,GA,2026,TBD
3486,ATHENS,OH,2026,TBD
3491,METHUEN,MA,2026,TBD
3493,MARTINEZ,CA,2026,TBD
3502,HAMILTON,OH,2026,TBD
3508,BROKEN ARROW,OK,2026,TBD
3527,PORT ST LUCIE,FL,2026,TBD
3528,WIGGINS,MS,2026,TBD
3534,RED WING,MN,2026,TBD
3535,EPPING,NH,2026,TBD
3537,LAKEWOOD,WA,2026,TBD
3538,MELBOURNE,FL,2026,TBD
3549,KEENE,NH,2026,TBD
3563,BETHLEHEM,PA,2026,TBD
3567,HIDALGO,TX,2026,TBD
3571,MIDDLETOWN,OH,2026,TBD
3574,ALLEN,TX,2026,TBD
3579,KINGWOOD,TX,2026,TBD
3580,NEWARK,OH,2026,TBD
3583,GLENMONT,NY,2026,TBD
3588,DUMFRIES,VA,2026,TBD
3591,MONTGOMERY,TX,2026,TBD
3595,FAYETTEVILLE,NC,2026,TBD
3615,OKLAHOMA CITY,OK,2026,TBD
3624,MONTICELLO,MN,2026,TBD
3625,LAUDERDALE LAKES,FL,2026,TBD
3626,WINSTON SALEM,NC,2026,TBD
3627,OAKWOOD,GA,2026,TBD
3629,PORT ORANGE,FL,2026,TBD
3643,MEDFORD,WI,2026,TBD
3708,SUISUN CITY,CA,2026,TBD
3713,LADSON,SC,2026,TBD
3716,MANATI,Puerto Rico,2026,TBD
3746,SHREVEPORT,LA,2026,TBD
3757,ARLINGTON,WA,2026,TBD
3758,CROOKSTON,MN,2026,TBD
3791,THREE RIVERS,MI,2026,TBD
3803,WEST HAVEN,CT,2026,TBD
3804,RANDALLSTOWN,MD,2026,TBD
3830,LITTLE EGG HARBOR,NJ,2026,TBD
3833,MESA,AZ,2026,TBD
3850,TUMWATER,WA,2026,TBD
3858,BOCA RATON,FL,2026,TBD
3875,WAHPETON,ND,2026,TBD
3887,AVON PARK,FL,2026,TBD
3935,NARANJA,FL,2026,TBD
3959,KNOXVILLE,TN,2026,TBD
3990,MERIDIAN,MS,2026,TBD
4055,UNIVERSAL CITY,TX,2026,TBD
4056,CONVERSE,TX,2026,TBD
4065,WILMINGTON,NC,2026,TBD
4068,SPANISH FORK,UT,2026,TBD
4127,WOODLAND,CA,2026,TBD
4144,AUGUSTA,GA,2026,TBD
4147,MORRISVILLE,NC,2026,TBD
4153,OLD BRIDGE,NJ,2026,TBD
4156,DERBY,VT,2026,TBD
4178,SPRINGFIELD,OR,2026,TBD
4196,AURORA,CO,2026,TBD
4203,FORT MOHAVE,AZ,2026,TBD
4215,QUINLAN,TX,2026,TBD
4257,AUSTIN,MN,2026,TBD
4260,PORT ST LUCIE,FL,2026,TBD
4276,TAYLOR,PA,2026,TBD
4278,QUINCY,WV,2026,TBD
4288,BROOMFIELD,CO,2026,TBD
4317,TEHACHAPI,CA,2026,TBD
4341,TRUTH OR CONSEQUENCES,NM,2026,TBD
4348,DUNCANSVILLE,PA,2026,TBD
4352,FARGO,ND,2026,TBD
4367,TEXARKANA,TX,2026,TBD
4370,FERNLEY,NV,2026,TBD
4384,MOUNT PLEASANT,SC,2026,TBD
4393,NORTH HIGHLANDS,CA,2026,TBD
4410,GRANITE FALLS,NC,2026,TBD
4416,HOUSTON,TX,2026,TBD
4420,LEESVILLE,SC,2026,TBD
4432,NEWTON,NC,2026,TBD
4440,IRMO,SC,2026,TBD
4441,PALM SPRINGS VILLAGE,FL,2026,TBD
4445,CLEMSON,SC,2026,TBD
4446,WEST PALM BEACH,FL,2026,TBD
4457,BENNETTSVILLE,SC,2026,TBD
4459,NASHVILLE,NC,2026,TBD
4465,CYPRESS,TX,2026,TBD
4466,SUGAR LAND,TX,2026,TBD
4499,ZEBULON,NC,2026,TBD
4519,HINESVILLE,GA,2026,TBD
4540,FOWLERVILLE,MI,2026,TBD
4543,PARKER,AZ,2026,TBD
4546,VERO BEACH,FL,2026,TBD
4560,WEST PALM BEACH,FL,2026,TBD
4563,DANIA BEACH,FL,2026,TBD
4567,BRIGHTON,CO,2026,TBD
4577,RUSTON,LA,2026,TBD
4582,NAVARRE,FL,2026,TBD
4586,BILOXI,MS,2026,TBD
4593,ROCK HILL,SC,2026,TBD
4597,NORTH TONAWANDA,NY,2026,TBD
4606,OSCEOLA,IA,2026,TBD
4618,LEAGUE CITY,TX,2026,TBD
4619,TUPELO,MS,2026,TBD
4625,GARDEN CITY,KS,2026,TBD
4627,DENTON,TX,2026,TBD
4637,BROKEN ARROW,OK,2026,TBD
4654,MARION,AR,2026,TBD
4655,BROKEN ARROW,OK,2026,TBD
4674,NACOGDOCHES,TX,2026,TBD
4682,GORDONSVILLE,VA,2026,TBD
4759,CITRUS HEIGHTS,CA,2026,TBD
4826,HOLLYWOOD,FL,2026,TBD
5003,PAGOSA SPRINGS,CO,2026,TBD
5008,HEMET,CA,2026,TBD
5027,LANCASTER,NY,2026,TBD
5032,BUENA PARK,CA,2026,TBD
5033,FORT MORGAN,CO,2026,TBD
5048,NEW HUDSON,MI,2026,TBD
5049,LITTLETON,CO,2026,TBD
5075,OCEANSIDE,CA,2026,TBD
5079,PASS CHRISTIAN,MS,2026,TBD
5085,BELMONT,NC,2026,TBD
5089,INVER GROVE HEIGHTS,MN,2026,TBD
5094,HOUSTON,TX,2026,TBD
5102,GRETNA,LA,2026,TBD
5117,WAYNESBORO,VA,2026,TBD
5123,COLORADO SPRINGS,CO,2026,TBD
5136,MARYSVILLE,CA,2026,TBD
5139,DIXON,CA,2026,TBD
5142,NEPTUNE,NJ,2026,TBD
5144,CONVERSE,TX,2026,TBD
5146,SAN ANTONIO,TX,2026,TBD
5149,BLUE SPRINGS,MO,2026,TBD
5160,JACKSON,MI,2026,TBD
5166,DEMING,NM,2026,TBD
5182,MURFREESBORO,TN,2026,TBD
5184,CANAL WINCHESTER,OH,2026,TBD
5200,LANCASTER,PA,2026,TBD
5201,EDISON,NJ,2026,TBD
5228,COLUMBIA,MD,2026,TBD
5229,WYNCOTE,PA,2026,TBD
5240,ITHACA,NY,2026,TBD
5241,NORTH HUNTINGDON,PA,2026,TBD
5252,LOGANVILLE,GA,2026,TBD
5253,CHESAPEAKE,VA,2026,TBD
5279,SUMMERVILLE,SC,2026,TBD
5280,PORTAGE,MI,2026,TBD
5310,PRAIRIEVILLE,LA,2026,TBD
5312,FORT WORTH,TX,2026,TBD
5314,OKLAHOMA CITY,OK,2026,TBD
5328,BATON ROUGE,LA,2026,TBD
5335,BRAWLEY,CA,2026,TBD
5336,JENKS,OK,2026,TBD
5347,ESTERO,FL,2026,TBD
5356,BLAIRSVILLE,PA,2026,TBD
5358,SHIPPENSBURG,PA,2026,TBD
5364,STILLWATER,OK,2026,TBD
5365,MELBOURNE,FL,2026,TBD
5367,MYRTLE BEACH,SC,2026,TBD
5370,LONGMONT,CO,2026,TBD
5371,SIMPSONVILLE,SC,2026,TBD
5373,CHIPPEWA FALLS,WI,2026,TBD
5378,CAYCE,SC,2026,TBD
5381,BETHEL PARK,PA,2026,TBD
5383,SUMTER,SC,2026,TBD
5388,LEAGUE CITY,TX,2026,TBD
5408,INDIANAPOLIS,IN,2026,TBD
5414,LANOKA HARBOR,NJ,2026,TBD
5432,NEW RICHMOND,WI,2026,TBD
5434,SAN LEANDRO,CA,2026,TBD
5436,WILMINGTON,DE,2026,TBD
5446,WAYNESBURG,PA,2026,TBD
5448,RAYNHAM,MA,2026,TBD
5450,NORTH EAST,MD,2026,TBD
5455,PALM BAY,FL,2026,TBD
5464,THIBODAUX,LA,2026,TBD
5467,MORRISTOWN,TN,2026,TBD
5476,WOODBURY,NJ,2026,TBD
5477,JEFFERSON CITY,MO,2026,TBD
5608,VACAVILLE,CA,2026,TBD
5611,PLEASANTON,CA,2026,TBD
5615,HIALEAH GARDENS,FL,2026,TBD
5634,FRESNO,CA,2026,TBD
5649,WARRINGTON,PA,2026,TBD
5671,HOMESTEAD,FL,2026,TBD
5683,ELK GROVE,CA,2026,TBD
5700,TYLER,TX,2026,TBD
5702,LUBBOCK,TX,2026,TBD
5704,PORT SAINT LUCIE,FL,2026,TBD
5732,JOHNSON CITY,NY,2026,TBD
5743,GARNER,NC,2026,TBD
5744,THEODORE,AL,2026,TBD
5747,LOCUST,NC,2026,TBD
5771,PENSACOLA,FL,2026,TBD
5774,HOUMA,LA,2026,TBD
5776,OCEAN SPRINGS,MS,2026,TBD
5780,PARAGOULD,AR,2026,TBD
5797,ALBANY,GA,2026,TBD
5805,NORMAN,OK,2026,TBD
5828,PUEBLO,CO,2026,TBD
5829,DANVILLE,VA,2026,TBD
5854,MIAMI,FL,2026,TBD
5855,WICHITA,KS,2026,TBD
5861,WARRENTON,OR,2026,TBD
5884,SAN JOSE,CA,2026,TBD
5890,ATWATER,CA,2026,TBD
5911,BOYNTON BEACH,FL,2026,TBD
5923,MYRTLE BEACH,SC,2026,TBD
5932,PEMBROKE PINES,FL,2026,TBD
5938,SAN DIEGO,CA,2026,TBD
5944,MOUNT LAUREL,NJ,2026,TBD
5945,HIALEAH,FL,2026,TBD
5977,BURNSVILLE,MN,2026,TBD
5979,LINCOLN,CA,2026,TBD
6165,GULFPORT,MS,2026,TBD
6190,LABELLE,FL,2026,TBD
6390,INDIANAPOLIS,IN,2026,TBD
6467,TYLER,TX,2026,TBD
6469,BYRAM,MS,2026,TBD
6477,PHOENIX,AZ,2026,TBD
6851,SACHSE,TX,2026,TBD
6958,CAMERON,NC,2026,TBD
6966,MCKINNEY,TX,2026,TBD
7129,OGALLALA,NE,2026,TBD
7137,JACKSONVILLE,NC,2026,TBD
7179,SWANSBORO,NC,2026,TBD
7181,BEAUFORT,SC,2026,TBD
7188,DARLINGTON,SC,2026,TBD
7206,ARCHDALE,NC,2026,TBD
7281,SAN ANGELO,TX,2026,TBD
7298,SARASOTA,FL,2026,TBD
7299,PORT ST LUCIE,FL,2026,TBD
7307,BRADENTON,FL,2026,TBD
7311,SAN ANGELO,TX,2026,TBD
7339,GROVETOWN,GA,2026,TBD
8958,INDIO,CA,2026,TBD
1559,LAS VEGAS,NV,TBD,TBD
2815,ROLLING MEADOWS,IL,TBD,TBD
5077,BOONTON,NJ,TBD,TBD
2044,CHICO,CA,TBD,TBD
2167,EXTON,PA,TBD,TBD
2286,CENTEREACH,NY,TBD,TBD
2501,BAYAMON,Puerto Rico,TBD,TBD
2718,HOUSTON,TX,TBD,TBD
2916,EAST MEADOW,NY,TBD,TBD
3190,Fontana (N),CA,TBD,TBD
1365,HUDSON,WI,TBD,TBD
90120,EDISON,NJ,TBD,TBD
2361,NORTH CANTON,OH,TBD,TBD
5040,CARNEGIE,PA,TBD,TBD
1922,RANCHO CUCAMONGA,CA,TBD,TBD
2952,MURRIETA,CA,TBD,TBD
1756,FONTANA,CA,TBD,TBD
3545,HAMDEN,CT,TBD,TBD
9,SIKESTON,MO,TBD,TBD
12,CLAREMORE,OK,TBD,TBD
22,PRYOR,OK,TBD,TBD
24,JACKSONVILLE,AR,TBD,TBD
38,IDABEL,OK,TBD,TBD
40,MOBERLY,MO,TBD,TBD
41,BARTLESVILLE,OK,TBD,TBD
42,COFFEYVILLE,KS,TBD,TBD
61,WARRENSBURG,MO,TBD,TBD
63,WAGONER,OK,TBD,TBD
71,POCAHONTAS,AR,TBD,TBD
73,SAPULPA,OK,TBD,TBD
83,MAGNOLIA,AR,TBD,TBD
87,MINDEN,LA,TBD,TBD
105,CORINTH,MS,TBD,TBD
111,CHANUTE,KS,TBD,TBD
116,VIVIAN,LA,TBD,TBD
121,OKMULGEE,OK,TBD,TBD
134,ELK CITY,OK,TBD,TBD
150,WOODWARD,OK,TBD,TBD
163,NACOGDOCHES,TX,TBD,TBD
168,OWASSO,OK,TBD,TBD
170,NATCHITOCHES,LA,TBD,TBD
174,COCOA,FL,TBD,TBD
180,JACKSONVILLE,TX,TBD,TBD
186,EL DORADO,KS,TBD,TBD
189,KIRKSVILLE,MO,TBD,TBD
194,BAYTOWN,TX,TBD,TBD
199,LINCOLN,IL,TBD,TBD
214,JASPER,TX,TBD,TBD
224,MOUNT VERNON,IL,TBD,TBD
253,JERSEYVILLE,IL,TBD,TBD
258,TUPELO,MS,TBD,TBD
259,ROCKWALL,TX,TBD,TBD
268,SAVANNAH,TN,TBD,TBD
273,FULTON,MS,TBD,TBD
278,SHREVEPORT,LA,TBD,TBD
308,MANCHESTER,TN,TBD,TBD
314,FAYETTEVILLE,TN,TBD,TBD
316,ATTALLA,AL,TBD,TBD
321,BRENHAM,TX,TBD,TBD
332,HUNTSVILLE,AL,TBD,TBD
335,JACKSON,TN,TBD,TBD
345,PALESTINE,TX,TBD,TBD
353,GRAHAM,TX,TBD,TBD
368,PARSONS,KS,TBD,TBD
381,COPPERAS COVE,TX,TBD,TBD
382,OTTAWA,KS,TBD,TBD
386,JENNINGS,LA,TBD,TBD
393,JACKSON,TN,TBD,TBD
407,KILLEEN,TX,TBD,TBD
423,ALABASTER,AL,TBD,TBD
424,CLANTON,AL,TBD,TBD
432,TALLADEGA,AL,TBD,TBD
434,HUNTSVILLE,AL,TBD,TBD
452,MCALLEN,TX,TBD,TBD
489,HAMMOND,LA,TBD,TBD
490,CORPUS CHRISTI,TX,TBD,TBD
492,VINCENNES,IN,TBD,TBD
499,ENID,OK,TBD,TBD
513,BIG SPRING,TX,TBD,TBD
531,LAFAYETTE,LA,TBD,TBD
540,MORGAN CITY,LA,TBD,TBD
555,DUBLIN,GA,TBD,TBD
559,MUSCATINE,IA,TBD,TBD
560,SAINT JOSEPH,MO,TBD,TBD
574,SURFSIDE BEACH,SC,TBD,TBD
584,DRY RIDGE,KY,TBD,TBD
588,ALBANY,GA,TBD,TBD
592,DERBY,KS,TBD,TBD
593,DOUGLAS,GA,TBD,TBD
601,SAN ANGELO,TX,TBD,TBD
625,GEORGETOWN,SC,TBD,TBD
634,CAMDEN,SC,TBD,TBD
635,SAVANNAH,GA,TBD,TBD
653,HOPKINSVILLE,KY,TBD,TBD
660,MUSCLE SHOALS,AL,TBD,TBD
661,ATHENS,AL,TBD,TBD
662,DECATUR,AL,TBD,TBD
668,MCMINNVILLE,TN,TBD,TBD
680,GREENEVILLE,TN,TBD,TBD
682,MURFREESBORO,TN,TBD,TBD
683,LAWRENCEBURG,TN,TBD,TBD
687,CROSSVILLE,TN,TBD,TBD
716,GREENWOOD,MS,TBD,TBD
721,PORT CHARLOTTE,FL,TBD,TBD
743,OKLAHOMA CITY,OK,TBD,TBD
746,TEMPLE,TX,TBD,TBD
757,PLEASANTON,TX,TBD,TBD
770,GREAT BEND,KS,TBD,TBD
784,MOUNT PLEASANT,IA,TBD,TBD
785,WAYNESBORO,MS,TBD,TBD
794,HUTCHINSON,KS,TBD,TBD
810,MASON CITY,IA,TBD,TBD
814,OKEECHOBEE,FL,TBD,TBD
826,FARMINGTON,NM,TBD,TBD
854,FRANKFORT,IN,TBD,TBD
862,HINESVILLE,GA,TBD,TBD
864,VIDALIA,GA,TBD,TBD
927,PLAINVIEW,TX,TBD,TBD
934,DAPHNE,AL,TBD,TBD
948,HICKORY,NC,TBD,TBD
958,PLATTEVILLE,WI,TBD,TBD
976,WINNSBORO,LA,TBD,TBD
980,GREELEY,CO,TBD,TBD
981,MERIDIAN,MS,TBD,TBD
993,MCPHERSON,KS,TBD,TBD
1018,EASTMAN,GA,TBD,TBD
1019,CANON CITY,CO,TBD,TBD
1024,SWAINSBORO,GA,TBD,TBD
1025,MCCOMB,MS,TBD,TBD
1026,BEDFORD,IN,TBD,TBD
1039,MOUNT AIRY,NC,TBD,TBD
1041,WESLACO,TX,TBD,TBD
1054,ATCHISON,KS,TBD,TBD
1056,NEWCASTLE,OK,TBD,TBD
1068,SEBASTIAN,FL,TBD,TBD
1076,MACON,GA,TBD,TBD
1077,TALLAHASSEE,FL,TBD,TBD
1079,NEW SMYRNA BEACH,FL,TBD,TBD
1096,MOCKSVILLE,NC,TBD,TBD
1098,PORT LAVACA,TX,TBD,TBD
1112,THOMASTON,GA,TBD,TBD
1123,SENECA,SC,TBD,TBD
1128,MARKSVILLE,LA,TBD,TBD
1134,DEFUNIAK SPRINGS,FL,TBD,TBD
1159,NEW TAZEWELL,TN,TBD,TBD
1162,WASHINGTON,IN,TBD,TBD
1168,COLUMBIA,MS,TBD,TBD
1182,PALM COAST,FL,TBD,TBD
1194,OAK RIDGE,TN,TBD,TBD
1209,LINCOLNTON,NC,TBD,TBD
1212,SARALAND,AL,TBD,TBD
1242,HENDERSONVILLE,NC,TBD,TBD
1255,LAURINBURG,NC,TBD,TBD
1261,FAYETTEVILLE,NC,TBD,TBD
1268,WHITEVILLE,NC,TBD,TBD
1281,SPARTANBURG,SC,TBD,TBD
1293,AUGUSTA,GA,TBD,TBD
1297,CHIEFLAND,FL,TBD,TBD
1299,COTTONWOOD,AZ,TBD,TBD
1304,WARSAW,IN,TBD,TBD
1312,SPRING LAKE,NC,TBD,TBD
1319,KNOXVILLE,TN,TBD,TBD
1322,LEXINGTON,NC,TBD,TBD
1323,PEORIA,IL,TBD,TBD
1326,GRAND ISLAND,NE,TBD,TBD
1334,CLAYPOOL,AZ,TBD,TBD
1339,COLUMBIA,SC,TBD,TBD
1345,SOUTH BOSTON,VA,TBD,TBD
1346,OCEAN SPRINGS,MS,TBD,TBD
1347,SAN ANTONIO,TX,TBD,TBD
1348,WILMINGTON,NC,TBD,TBD
1355,MOREHEAD CITY,NC,TBD,TBD
1356,MARTINSVILLE,IN,TBD,TBD
1371,COLUMBUS,IN,TBD,TBD
1372,RALEIGH,NC,TBD,TBD
1375,MARIANNA,FL,TBD,TBD
1381,APACHE JUNCTION,AZ,TBD,TBD
1387,CORAL SPRINGS,FL,TBD,TBD
1388,KENDALLVILLE,IN,TBD,TBD
1392,WILMINGTON,NC,TBD,TBD
1393,OSKALOOSA,IA,TBD,TBD
1398,LAKE WORTH,FL,TBD,TBD
1415,SPIRIT LAKE,IA,TBD,TBD
1417,PRESCOTT,AZ,TBD,TBD
1456,EVANSTON,WY,TBD,TBD
1460,HASTINGS,NE,TBD,TBD
1465,DANVILLE,VA,TBD,TBD
1470,WILLMAR,MN,TBD,TBD
1474,YUMA,AZ,TBD,TBD
1475,WASHINGTON,IA,TBD,TBD
1477,SUMMERSVILLE,WV,TBD,TBD
1478,SOUTH POINT,OH,TBD,TBD
1483,YANKTON,SD,TBD,TBD
1491,INDIANOLA,IA,TBD,TBD
1498,GREENSBORO,NC,TBD,TBD
1500,WATERTOWN,SD,TBD,TBD
1507,WICHITA,KS,TBD,TBD
1508,SHERIDAN,WY,TBD,TBD
1519,JACKSON,OH,TBD,TBD
1522,ELKINS,WV,TBD,TBD
1525,MECHANICSVILLE,VA,TBD,TBD
1527,ELIZABETH CITY,NC,TBD,TBD
1529,YORK,PA,TBD,TBD
1530,CLEVELAND,MS,TBD,TBD
1539,ONTARIO,OH,TBD,TBD
1543,SPEARFISH,SD,TBD,TBD
1544,CLARKSBURG,WV,TBD,TBD
1545,GRAND FORKS,ND,TBD,TBD
1570,AUBURN,IN,TBD,TBD
1573,PRICE,UT,TBD,TBD
1597,TULSA,OK,TBD,TBD
1609,GRAND RAPIDS,MN,TBD,TBD
1616,SUSANVILLE,CA,TBD,TBD
1622,TIFFIN,OH,TBD,TBD
1632,ALEXANDRIA,MN,TBD,TBD
1648,CARSON CITY,NV,TBD,TBD
1657,FARIBAULT,MN,TBD,TBD
1661,KINSTON,NC,TBD,TBD
1664,WILSON,NC,TBD,TBD
1665,MUNCIE,IN,TBD,TBD
1673,CANANDAIGUA,NY,TBD,TBD
1682,CHESAPEAKE,VA,TBD,TBD
1685,PIERRE,SD,TBD,TBD
1698,HOOKSETT,NH,TBD,TBD
1700,POWAY,CA,TBD,TBD
1709,ANGOLA,IN,TBD,TBD
1728,ANDERSON,IN,TBD,TBD
1731,GENEVA,NY,TBD,TBD
1736,DOVER,DE,TBD,TBD
1741,MILFORD,DE,TBD,TBD
1748,CHARLESTON,SC,TBD,TBD
1750,MARION,OH,TBD,TBD
1753,DERRY,NH,TBD,TBD
1757,HERMANTOWN,MN,TBD,TBD
1759,GLOUCESTER,VA,TBD,TBD
1773,NEWPORT NEWS,VA,TBD,TBD
1775,LEBANON,OR,TBD,TBD
1778,CODY,WY,TBD,TBD
1781,CORTLAND,NY,TBD,TBD
1782,VIENNA,WV,TBD,TBD
1788,SCARBOROUGH,ME,TBD,TBD
1791,FREMONT,MI,TBD,TBD
1792,SAINT MARYS,PA,TBD,TBD
1796,AMHERST,NH,TBD,TBD
1802,TOPEKA,KS,TBD,TBD
1809,JONESVILLE,MI,TBD,TBD
1821,CHARLOTTE,NC,TBD,TBD
1823,HANOVER,PA,TBD,TBD
1837,HUMBLE,TX,TBD,TBD
1845,COOPER CITY,FL,TBD,TBD
1860,ELKTON,MD,TBD,TBD
1861,OAK PARK HEIGHTS,MN,TBD,TBD
1866,FARMINGTON,ME,TBD,TBD
1869,MARLTON,NJ,TBD,TBD
1904,LEESBURG,VA,TBD,TBD
1921,MANAHAWKIN,NJ,TBD,TBD
1924,PRESQUE ISLE,ME,TBD,TBD
1934,SOUTH HILL,VA,TBD,TBD
1937,COSHOCTON,OH,TBD,TBD
1946,MASSENA,NY,TBD,TBD
1949,FREDONIA,NY,TBD,TBD
1954,SANFORD,ME,TBD,TBD
1957,NAPLES,FL,TBD,TBD
1970,HUDSON,MA,TBD,TBD
1972,LIVERMORE,CA,TBD,TBD
1977,BRICK,NJ,TBD,TBD
1982,APPLETON,WI,TBD,TBD
1993,BROCKPORT,NY,TBD,TBD
2012,NORTH OXFORD,MA,TBD,TBD
2014,HOUGHTON LAKE,MI,TBD,TBD
2019,UNIONTOWN,PA,TBD,TBD
2022,NORTH WINDHAM,CT,TBD,TBD
2023,LEBANON,PA,TBD,TBD
2025,TRACY,CA,TBD,TBD
2033,MANDAN,ND,TBD,TBD
2045,NOTTINGHAM,MD,TBD,TBD
2047,PALMYRA,ME,TBD,TBD
2056,SARATOGA SPRINGS,NY,TBD,TBD
2057,RINDGE,NH,TBD,TBD
2065,KNOXVILLE,TN,TBD,TBD
2068,LEVITTOWN,PA,TBD,TBD
2070,ANCHORAGE,AK,TBD,TBD
2071,ANCHORAGE,AK,TBD,TBD
2088,BATAVIA,NY,TBD,TBD
2093,UTICA,NY,TBD,TBD
2114,CHIPLEY,FL,TBD,TBD
2116,QUEENSBURY,NY,TBD,TBD
2120,NORWICH,NY,TBD,TBD
2129,CLEARFIELD,PA,TBD,TBD
2145,WHITEHALL,PA,TBD,TBD
2147,MISSOULA,MT,TBD,TBD
2149,MOUNT VERNON,OH,TBD,TBD
2163,SHELTON,CT,TBD,TBD
2164,SPRINGVILLE,NY,TBD,TBD
2174,WESTFIELD,MA,TBD,TBD
2188,EAGLE RIVER,AK,TBD,TBD
2189,RENO,NV,TBD,TBD
2190,WOODLAND,CA,TBD,TBD
2191,BRYAN,OH,TBD,TBD
2193,STEUBENVILLE,OH,TBD,TBD
2199,SAINT CLAIRSVILLE,OH,TBD,TBD
2202,WINDHAM,ME,TBD,TBD
2225,NORTH SMITHFIELD,RI,TBD,TBD
2227,ABINGTON,MA,TBD,TBD
2231,MOLINE,IL,TBD,TBD
2271,SHAWANO,WI,TBD,TBD
2285,HERKIMER,NY,TBD,TBD
2287,NEW CASTLE,PA,TBD,TBD
2308,LIHUE,HI,TBD,TBD
2312,ROANOKE,VA,TBD,TBD
2317,BREMERTON,WA,TBD,TBD
2318,INDIANA,PA,TBD,TBD
2341,QUINCY,MA,TBD,TBD
2365,MOUNT POCONO,PA,TBD,TBD
2371,WALLINGFORD,CT,TBD,TBD
2396,BOYNTON BEACH,FL,TBD,TBD
2412,ELLICOTT CITY,MD,TBD,TBD
2420,BELLE VERNON,PA,TBD,TBD
2428,NEWTON,KS,TBD,TBD
2433,GARLAND,TX,TBD,TBD
2440,SYLVA,NC,TBD,TBD
2442,KANSAS CITY,MO,TBD,TBD
2455,GREAT FALLS,MT,TBD,TBD
2480,HONESDALE,PA,TBD,TBD
2494,OCEANSIDE,CA,TBD,TBD
2495,WESTMINSTER,CA,TBD,TBD
2518,HAMILTON,NJ,TBD,TBD
2523,BREA,CA,TBD,TBD
2528,MILL HALL,PA,TBD,TBD
2574,CARLISLE,PA,TBD,TBD
2576,CROSS LANES,WV,TBD,TBD
2577,COCKEYSVILLE,MD,TBD,TBD
2579,CHADRON,NE,TBD,TBD
2582,CLINTON,NJ,TBD,TBD
2585,STRATFORD,CT,TBD,TBD
2598,SACRAMENTO,CA,TBD,TBD
2605,GALLIPOLIS,OH,TBD,TBD
2638,ASHLAND,KY,TBD,TBD
2646,PEARISBURG,VA,TBD,TBD
2679,ELKHART,IN,TBD,TBD
2704,RANDLEMAN,NC,TBD,TBD
2706,HARVEY,LA,TBD,TBD
2725,LEWIS CENTER,OH,TBD,TBD
2728,DECATUR,IL,TBD,TBD
2739,BAY MINETTE,AL,TBD,TBD
2745,FAYETTEVILLE,AR,TBD,TBD
2755,FLOWOOD,MS,TBD,TBD
2766,SCOTTSDALE,AZ,TBD,TBD
2795,ASHLAND,VA,TBD,TBD
2813,MARSHFIELD,WI,TBD,TBD
2819,BLUFFTON,IN,TBD,TBD
2822,WALKER,LA,TBD,TBD
2823,PARKERSBURG,WV,TBD,TBD
2830,EDDYSTONE,PA,TBD,TBD
2836,FUQUAY VARINA,NC,TBD,TBD
2841,LUMBERTON,NJ,TBD,TBD
2842,CORONA,CA,TBD,TBD
2853,LA PLATA,MD,TBD,TBD
2854,LISBON,CT,TBD,TBD
2855,SHAWNEE,KS,TBD,TBD
2883,PLANO,TX,TBD,TBD
2913,BOUTTE,LA,TBD,TBD
2914,MASSILLON,OH,TBD,TBD
2934,PARIS,IL,TBD,TBD
2945,PARKESBURG,PA,TBD,TBD
2962,POMPANO BEACH,FL,TBD,TBD
2990,MITCHELL,SD,TBD,TBD
2992,PAINTED POST,NY,TBD,TBD
2993,SUGAR LAND,TX,TBD,TBD
2994,SAINT JOSEPH,MO,TBD,TBD
3214,SUFFOLK,VA,TBD,TBD
3216,VIRGINIA BEACH,VA,TBD,TBD
3223,BEAVER FALLS,PA,TBD,TBD
3227,MONUMENT,CO,TBD,TBD
3276,SAN BERNARDINO,CA,TBD,TBD
3283,WICHITA,KS,TBD,TBD
3288,BATON ROUGE,LA,TBD,TBD
3291,FLANDERS,NJ,TBD,TBD
3315,GLENDALE,AZ,TBD,TBD
