Market Number,Store Number,Total Season Pallets Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
165,3212,20,20,22
165,3337,14,14,15
165,3339,33,29,29
165,3774,18,17,18
165,5384,0,1,1
165,5476,17,16,15
166,2141,39,34,33
166,5495,0,0,0
166,5881,18,18,19
166,5891,20,19,18
167,2263,18,17,17
167,2945,21,20,20
167,3475,17,16,17
167,3501,22,22,21
167,3541,15,14,14
167,4687,22,20,22
167,5239,21,20,21
168,1777,17,17,18
168,2145,26,22,24
168,2252,20,20,20
168,2614,27,25,26
168,2641,22,22,23
168,3810,16,15,16
168,4612,27,25,27
170,2068,26,24,24
170,2096,16,13,15
170,2445,15,13,13
170,2446,25,24,23
170,2650,18,20,21
170,3564,14,14,14
170,5130,0,2,2
170,5649,13,11,13
171,2156,0,0,0
171,8331,34,31,33
172,2916,0,1,1
172,5293,90,84,84
172,5295,34,33,35
173,2163,0,1,1
173,2284,18,19,19
173,3543,0,1,1
174,2003,16,11,10
174,2294,7,7,7
174,2365,17,16,17
174,2368,22,23,21
174,2497,16,16,17
174,2503,11,11,10
174,2582,0,1,1
175,2633,0,1,1
175,2651,11,11,12
175,2825,0,1,1
175,3078,15,14,16
175,3469,29,28,39
175,4153,17,13,12
175,5201,0,0,0
176,3292,0,1,1
176,3912,11,8,8
176,5111,0,1,1
176,5447,41,30,27
176,5867,27,24,27
178,1977,13,13,18
178,2195,9,9,9
178,3236,20,19,19
178,3830,16,16,15
178,5012,18,21,21
178,5142,15,14,16
178,5414,11,9,11
179,1797,26,22,21
179,1856,49,46,51
179,1924,52,51,54
179,1932,23,22,24
179,1974,0,0,0
179,2013,31,30,28
179,2047,27,27,28
179,2143,18,18,26
179,2178,66,67,23
179,5076,27,23,24
180,1866,20,18,18
180,1868,24,23,25
180,1939,22,22,21
180,2046,20,19,21
180,2140,17,16,15
180,2183,16,16,18
180,2202,17,14,15
180,2634,22,21,22
180,3269,11,9,11
181,1975,19,18,19
181,2369,13,12,13
181,2639,13,13,12
181,2682,12,13,12
181,2758,9,9,9
181,4156,30,31,31
181,4389,23,22,22
183,1698,9,9,10
183,1749,12,12,12
183,1788,16,15,16
183,1954,12,12,12
183,2055,19,18,19
183,2130,12,8,8
183,2153,18,17,16
183,2330,17,15,16
183,2398,0,1,1
184,1753,12,11,11
184,1796,16,16,15
184,1907,24,24,26
184,2142,13,9,11
184,2399,12,12,13
187,1871,50,48,51
187,1946,53,56,43
187,1994,55,54,41
187,2092,9,9,9
187,2116,30,31,34
187,2424,21,20,21
187,3329,37,38,38
187,3334,35,33,35
187,4403,23,23,24
187,5497,28,25,23
187,5498,25,23,23
188,1940,24,21,20
188,1997,33,26,27
188,2056,27,24,26
188,2097,17,14,10
188,2152,15,13,13
188,2351,22,19,20
188,2370,17,17,17
188,2504,30,29,31
188,2844,24,21,20
188,3583,18,15,15
189,1677,32,30,32
189,1806,28,26,28
189,2093,30,26,24
189,2146,20,21,21
189,2234,49,46,50
189,2264,0,0,0
189,2285,35,32,34
189,2444,41,39,37
189,2874,23,22,24
190,1781,39,34,35
190,1835,50,43,45
190,1976,43,41,42
190,2120,40,38,41
190,2135,29,28,28
190,2262,34,31,35
190,2992,29,29,30
190,3221,26,21,24
190,5240,21,19,22
190,5732,26,23,23
191,1705,28,26,27
191,1830,34,32,33
191,1831,22,19,18
191,1926,21,17,17
191,2166,23,22,25
191,2581,25,23,22
191,2911,33,30,31
191,3332,29,29,29
191,5242,27,24,26
192,1619,20,19,19
192,1673,26,25,25
192,1731,20,19,20
192,1744,28,27,29
192,1813,23,23,24
192,2785,18,14,13
192,3280,19,17,19
192,3842,19,19,21
192,5282,18,18,18
194,1949,34,33,36
194,1966,28,27,28
194,1973,38,36,39
194,2159,43,41,43
194,2164,27,25,26
194,2326,0,1,1
194,2405,37,36,38
194,2859,22,21,22
194,5027,27,24,26
195,1909,50,49,51
195,1993,30,28,29
195,2088,35,33,34
195,2107,31,30,33
195,2210,21,17,16
195,2355,25,20,22
195,2586,29,24,22
195,3607,20,18,19
195,4597,23,22,23
196,1542,30,24,25
196,1936,53,50,52
196,2079,25,22,24
196,2100,25,24,26
196,2338,25,22,23
196,2358,28,25,25
196,2417,20,19,20
196,2434,33,28,29
196,2522,22,20,20
196,2545,24,24,26
197,1790,24,19,20
197,2631,23,22,22
197,2872,21,19,20
197,2912,23,21,18
197,3336,16,15,15
197,3476,14,12,11
197,4383,32,26,30
197,5761,29,11,9
197,5842,23,19,21
200,1791,20,19,19
200,1923,20,12,10
200,1942,8,8,8
200,2102,17,16,16
200,2238,19,17,16
200,2493,10,9,9
200,2567,12,12,12
200,3328,14,16,16
200,3453,11,9,10
200,3458,23,22,20
200,3876,7,8,8
200,5386,14,13,14
201,1540,17,20,18
201,2010,33,32,32
201,2061,16,13,13
201,2062,13,14,15
201,2678,16,15,15
201,3436,19,17,17
201,4439,21,19,18
201,5064,14,12,13
201,5065,13,10,9
201,5280,14,12,12
202,1593,17,17,16
202,1642,16,15,15
202,1771,17,15,14
202,1809,27,19,15
202,1836,26,21,21
202,2080,17,16,15
202,2620,13,11,12
202,3791,14,10,9
202,5160,27,24,24
202,5411,13,10,9
202,5472,16,15,14
203,1423,16,14,14
203,1733,17,15,15
203,1754,17,15,17
203,2618,16,15,15
203,2700,20,18,17
203,2869,19,19,18
203,4540,12,14,14
203,5048,17,15,15
203,5893,20,14,13
204,1422,20,18,18
204,1428,23,20,20
204,1432,32,27,26
204,1719,31,25,23
204,1752,24,22,24
204,2014,35,33,36
204,2619,20,19,19
204,2644,18,14,14
204,5097,19,17,17
204,5159,38,35,36
204,5376,26,23,25
205,1592,24,21,23
205,1611,43,38,38
205,1798,31,24,31
205,1928,13,12,14
205,1987,28,26,28
205,2273,17,18,19
205,2354,15,13,12
205,2693,29,27,29
205,3632,22,19,21
205,3726,21,18,17
205,4243,25,21,21
206,2559,15,14,14
206,2692,18,20,20
206,2873,19,17,17
206,2959,22,19,20
206,3487,17,14,15
206,4424,26,24,25
206,4660,16,14,14
206,5844,37,36,28
207,1416,12,12,12
207,1913,9,9,9
207,2191,16,15,15
207,2350,16,14,14
207,3445,16,15,14
207,4479,12,11,11
207,5028,16,14,13
207,5029,20,18,17
207,5030,21,18,18
207,5385,15,12,12
208,1707,28,27,29
208,2063,21,21,23
208,2197,39,34,35
208,2211,30,28,28
208,2506,12,11,11
208,2541,26,23,25
208,2910,31,27,26
208,3722,20,18,18
208,3860,24,21,21
209,1857,0,0,0
209,1863,20,19,18
209,1927,21,20,19
209,2313,17,16,15
209,2359,56,53,57
209,2362,19,19,18
209,3250,23,20,21
209,3293,28,25,26
209,3608,22,20,19
209,5387,39,38,36
213,1429,20,21,20
213,1445,11,10,10
213,1448,29,28,30
213,1539,25,22,24
213,1622,15,13,13
213,1628,15,16,16
213,1986,23,21,22
213,2613,15,12,13
213,3809,10,9,9
213,5309,26,19,19
213,5471,23,21,24
214,1839,24,22,23
214,2073,26,25,24
214,2266,22,21,21
214,2316,23,18,16
214,4255,22,21,21
214,4285,24,22,22
214,5066,23,19,17
214,5082,20,18,19
215,1812,25,21,22
215,1894,23,21,24
215,1911,23,22,23
215,2323,14,11,12
215,2914,32,30,31
215,2966,27,25,27
215,5285,19,16,19
215,5410,30,28,28
216,1724,17,16,18
216,1782,38,36,38
216,1937,34,26,26
216,2078,35,34,34
216,2115,33,32,36
216,2149,31,25,26
216,2209,39,36,37
216,2684,34,32,33
216,2823,43,41,43
216,2852,21,20,21
216,3262,35,33,33
216,3581,34,28,28
217,1239,11,10,11
217,1595,15,15,15
217,2426,48,20,19
217,2471,8,9,9
217,2725,16,16,18
217,2774,10,10,11
217,3812,9,8,9
217,5185,17,17,17
217,5203,14,13,14
218,1368,25,23,25
218,1427,32,25,25
218,1519,32,31,33
218,1564,41,40,40
218,2400,38,34,36
218,2572,27,24,27
218,2605,42,38,40
218,3251,24,21,22
218,3282,18,16,18
218,3486,28,27,31
218,3515,30,26,29
219,1594,32,27,27
219,2098,33,30,32
219,2726,23,22,24
219,3447,15,15,15
219,3580,35,33,35
219,3792,20,20,21
219,5184,18,18,19
219,5466,22,19,21
219,5857,17,16,17
221,1289,26,22,21
221,1407,15,14,14
221,1441,9,11,11
221,1503,14,13,14
221,1504,9,9,10
221,2309,16,14,14
221,2441,11,11,12
221,3502,12,10,10
221,3571,16,15,16
221,3784,16,16,17
221,5499,19,17,18
222,1264,18,17,19
222,1330,21,17,18
222,1333,14,13,13
222,1433,11,10,11
222,1718,16,14,15
222,1750,22,20,22
222,2542,9,8,8
222,3206,21,18,21
222,3300,20,16,16
222,3840,15,14,13
222,5355,20,15,15
223,1331,18,16,19
223,1410,12,11,12
223,1463,40,29,31
223,1495,20,15,16
223,2124,18,20,21
223,2429,38,30,31
223,3641,28,26,29
223,3765,12,11,11
223,3783,14,11,12
223,5104,12,12,13
223,5409,15,12,15
225,1443,21,16,16
225,1510,16,16,16
225,1521,8,7,7
225,1961,18,17,17
225,2250,12,10,9
225,2447,14,11,13
225,2967,22,18,19
225,3342,21,18,22
225,3749,14,11,11
225,4609,11,10,11
226,1623,34,32,32
226,1884,44,37,37
226,1945,33,29,30
226,2024,35,29,29
226,2064,23,22,23
226,2208,55,51,52
226,2480,34,33,34
226,2543,23,23,23
226,4276,18,15,16
227,1948,27,25,27
227,2193,38,35,35
227,2300,23,22,25
227,2588,32,30,33
227,3738,22,20,22
227,3838,26,24,25
227,4644,20,20,20
228,1656,35,33,32
228,2278,36,35,36
228,2561,34,33,36
228,2597,44,42,45
228,2674,26,25,26
228,2909,27,26,27
228,3253,28,26,25
228,3281,31,30,28
228,3429,29,30,29
228,3514,27,28,30
228,5360,28,26,27
228,5445,22,20,20
229,1568,34,33,34
229,1770,27,24,24
229,1820,41,36,36
229,1883,30,28,30
229,1885,56,53,54
229,2008,0,1,1
229,2287,35,32,34
229,2540,43,36,38
229,3223,40,39,37
229,4643,17,16,15
231,1765,33,29,33
231,1935,46,41,44
231,2059,32,30,32
231,2318,27,26,30
231,2502,32,29,30
231,2663,39,37,40
231,2664,38,29,29
231,3228,25,22,21
231,5241,33,32,31
231,5356,19,18,17
232,1644,27,26,28
232,1794,28,26,28
232,2169,34,33,35
232,2185,29,26,27
232,2255,21,20,22
232,2481,24,25,25
232,2528,31,29,29
232,2535,29,27,29
232,3412,26,24,24
232,3634,25,22,25
233,1529,45,44,46
233,2023,34,28,26
233,2205,24,22,25
233,2334,23,23,24
233,2340,26,29,31
233,2519,29,27,29
233,2888,26,25,25
233,4404,27,26,26
233,5200,0,1,1
234,1591,27,25,27
234,1823,30,29,30
234,1850,30,29,29
234,1886,33,30,30
234,2574,30,29,32
234,3633,33,33,35
234,5358,19,19,21
234,5469,23,21,23
234,5888,12,11,14
235,1739,51,45,43
235,2019,40,38,42
235,2199,42,37,38
235,2281,38,37,37
235,2420,37,35,37
235,2611,30,27,28
235,4501,25,23,25
235,5088,35,30,32
235,5379,25,26,27
235,5446,24,24,23
237,1607,33,31,33
237,1640,19,17,19
237,1684,0,1,1
237,1769,40,39,42
237,1792,36,31,32
237,2049,47,42,44
237,2129,44,42,44
237,2230,28,26,27
237,4348,37,35,39
237,5470,33,29,31
238,1479,25,22,22
238,1487,15,13,14
238,1618,25,23,21
238,2276,22,18,19
238,2544,22,21,21
238,2817,42,26,20
238,2818,21,19,20
238,4631,18,17,17
239,1480,11,11,10
239,1665,17,19,19
239,1728,21,19,21
239,1729,17,15,17
239,1745,25,24,26
239,1758,23,20,19
239,2035,16,13,13
239,2275,9,9,9
239,2388,13,13,13
239,3747,18,19,19
239,5374,23,21,22
242,497,22,21,23
242,526,12,11,13
242,1053,22,21,20
242,3294,25,23,26
242,4450,17,14,17
242,5417,18,17,18
242,5418,19,13,12
242,7290,16,15,16
243,922,27,27,26
243,1033,21,21,23
243,1142,24,22,22
243,1157,17,12,14
243,1160,22,18,19
243,1180,18,16,17
243,1327,29,25,26
243,1476,38,30,29
243,2691,25,22,22
243,2968,15,13,13
243,7087,20,20,20
246,854,13,10,11
246,1329,26,24,24
246,1547,16,20,19
246,1962,27,25,25
246,2339,13,12,12
246,2771,16,13,12
246,3851,20,20,18
247,1294,19,18,21
247,1304,17,17,17
247,1378,19,21,21
247,1425,16,16,17
247,1566,12,12,12
247,1639,10,13,13
247,1667,21,19,19
247,1978,29,28,28
247,2311,14,13,14
247,2679,18,16,17
247,4399,13,12,13
248,1388,19,15,16
248,1419,15,13,13
248,1570,22,20,19
248,1647,22,14,13
248,1709,20,19,19
248,1804,13,12,12
248,2819,16,14,13
248,4230,24,18,17
248,4231,11,11,11
248,5025,16,16,16
249,884,23,21,20
249,1141,28,26,29
249,1459,16,15,14
249,1580,28,21,20
249,2787,14,12,13
249,3435,16,15,14
249,3529,26,23,25
249,5443,16,15,15
249,5483,22,19,18
251,828,21,20,20
251,902,21,18,21
251,995,22,19,20
251,1310,22,21,25
251,1356,24,21,22
251,1629,0,0,0
251,1991,26,24,25
251,4235,29,27,27
251,4417,23,20,21
253,143,33,23,24
253,204,24,23,24
253,282,23,23,23
253,294,20,19,19
253,430,26,25,27
253,431,27,26,27
253,491,36,38,40
253,653,25,24,23
253,655,28,28,29
253,736,18,18,18
253,3362,16,16,16
254,257,21,14,13
254,299,29,26,26
254,333,20,19,20
254,694,33,28,31
254,701,22,24,25
254,1263,28,25,24
254,1341,23,22,23
254,1676,29,24,25
254,3363,26,23,24
254,5236,20,18,18
254,5728,21,19,21
256,445,42,37,39
256,589,23,21,20
256,709,40,37,38
256,729,30,26,30
256,1165,25,21,22
256,1170,22,20,19
256,1675,17,14,15
256,4118,28,23,24
256,6931,16,15,17
257,569,32,29,30
257,665,32,27,27
257,689,39,35,37
257,711,40,35,35
257,719,32,30,32
257,825,25,21,22
257,1048,34,29,32
257,1190,28,26,28
257,1234,35,25,26
257,2654,15,12,13
258,552,2,1,1
258,739,60,52,50
258,1113,66,62,67
258,1233,75,70,77
258,1247,73,67,69
258,1259,33,30,34
258,1505,74,65,70
258,1743,0,1,1
259,591,25,23,25
259,702,27,24,26
259,1139,48,44,44
259,1140,30,28,28
259,1426,41,38,41
259,1478,56,49,57
259,1569,36,32,36
259,2638,36,31,34
259,3894,29,23,27
259,4461,32,26,27
260,493,19,21,22
260,507,27,21,22
260,519,17,15,16
260,571,28,25,25
260,584,26,23,24
260,692,28,26,26
260,720,20,20,20
260,1210,27,25,25
260,2628,17,14,15
260,2783,24,22,23
262,844,22,17,17
262,852,13,13,12
262,1003,19,18,18
262,1307,18,15,15
262,1386,18,16,17
262,1548,16,13,15
262,2956,13,13,13
262,4323,13,12,12
262,4699,13,12,11
263,802,18,12,12
263,933,15,14,15
263,958,15,16,15
263,1490,21,18,20
263,1740,30,25,27
263,1955,18,18,18
263,2532,25,19,19
263,3837,23,18,17
263,5044,11,8,8
263,5398,16,15,14
264,786,17,15,16
264,1420,10,8,8
264,1553,9,7,8
264,1814,12,10,11
264,1848,9,8,8
264,1898,11,9,9
264,4405,13,11,11
264,5352,21,16,17
264,5442,7,8,8
265,1401,15,13,12
265,1596,11,8,8
265,2215,13,11,13
265,3400,13,12,11
265,3790,12,11,10
265,4286,12,11,10
265,4531,12,10,12
266,1256,15,13,13
266,1497,13,12,12
266,1556,15,14,14
266,3601,11,9,9
266,4049,16,15,16
266,4529,11,10,10
266,5486,10,9,9
266,5965,15,10,12
267,1998,12,12,12
267,2204,14,12,11
267,3725,12,11,13
267,5402,13,12,13
267,5617,16,13,14
268,1681,12,11,12
268,1737,10,8,6
268,1892,17,18,18
268,1897,8,8,9
268,1938,12,9,9
268,3004,19,19,20
268,5485,13,11,10
269,1228,11,10,11
269,1404,9,7,7
269,1668,14,11,12
269,1735,8,8,8
269,3891,11,9,11
269,3893,12,12,12
269,5199,13,13,13
269,5276,0,2,2
270,1211,11,9,9
270,1377,15,13,14
270,1413,16,14,16
270,1531,6,6,7
270,3434,21,12,12
270,3597,18,16,17
270,4641,14,12,11
270,5060,11,10,10
271,196,18,14,14
271,216,31,31,34
271,222,28,26,27
271,233,14,12,13
271,237,29,28,29
271,252,16,15,17
271,262,30,25,25
271,302,20,18,19
271,833,18,16,16
272,198,26,24,25
272,213,33,32,33
272,224,29,26,29
272,317,22,20,21
272,435,33,32,30
272,436,24,22,22
272,454,15,14,15
272,506,12,13,13
272,936,34,30,31
272,1395,25,23,25
272,4259,13,11,10
273,254,19,17,18
273,422,20,20,21
273,481,31,24,24
273,550,13,12,11
273,612,17,15,16
273,798,12,11,12
273,1093,15,14,16
273,1734,14,12,13
273,2491,25,21,20
273,2934,16,14,14
273,3255,15,13,13
273,5403,16,14,12
275,200,37,36,38
275,334,17,14,15
275,343,21,17,16
275,609,47,39,37
275,1451,14,14,14
275,1454,37,34,38
275,1602,21,21,23
275,1690,34,32,33
275,2728,24,21,23
275,3210,24,20,20
275,3602,26,25,27
278,197,21,19,20
278,199,15,14,16
278,603,28,25,26
278,1028,20,19,20
278,1125,20,17,17
278,1421,21,18,18
278,3459,15,13,12
278,3460,25,23,23
278,5157,12,12,12
279,633,20,19,19
279,636,14,14,14
279,775,27,24,26
279,792,1,1,1
279,796,30,25,25
279,891,21,19,19
279,2231,27,26,26
279,4511,26,23,21
279,5399,22,18,19
280,1674,35,35,37
280,1703,32,31,34
280,2233,22,22,23
280,2357,27,24,24
280,2566,28,26,25
280,2756,21,22,22
280,2790,23,22,25
280,4423,40,25,25
281,1968,24,20,20
281,2045,25,22,20
281,2577,23,21,22
281,3489,13,14,15
281,3780,27,25,26
282,1875,35,30,31
282,2279,28,24,26
282,2435,23,24,25
282,5382,23,21,22
283,1985,19,18,19
283,2194,0,1,1
283,3035,12,10,13
283,5753,11,11,12
283,5936,9,8,8
283,5968,9,9,10
284,1736,33,31,32
284,1741,31,31,32
284,1860,28,24,28
284,3802,33,31,34
284,5039,32,30,34
284,5450,24,23,24
284,5795,19,19,19
285,1890,28,27,28
285,2272,21,21,22
285,2460,32,31,31
285,2514,27,22,23
285,2560,19,18,18
285,2791,23,22,24
285,2931,25,23,25
285,3843,23,21,22
285,4378,17,16,19
286,1406,22,21,22
286,1825,14,12,13
286,2437,13,12,11
286,2564,12,12,12
286,2647,15,15,16
286,3344,31,30,32
286,3573,22,20,20
286,4514,19,17,18
286,5105,22,22,23
286,6952,16,14,15
287,1523,16,15,16
287,1525,19,18,18
287,1730,24,23,23
287,2295,18,17,19
287,2795,19,18,20
287,3869,6,7,7
287,4191,6,6,8
287,4350,16,15,17
287,7032,16,16,17
288,1631,25,21,22
288,1682,22,18,17
288,1687,22,19,20
288,1759,24,24,26
288,1773,23,24,25
288,3214,26,15,15
288,3219,19,19,18
288,3265,30,30,29
288,3831,22,19,19
288,4623,12,11,12
289,1688,14,13,14
289,1811,17,17,17
289,1841,22,21,22
289,2529,23,24,24
289,3216,23,24,26
289,3644,30,29,30
289,4064,25,24,23
289,5253,26,24,25
289,5488,22,20,19
289,5922,11,10,12
290,1424,21,21,21
290,1524,16,13,16
290,1969,15,13,13
290,2160,18,18,18
290,2808,18,18,19
290,2821,15,13,13
290,4476,13,13,13
290,5847,16,14,17
291,1833,20,18,17
291,1852,24,20,19
291,2136,27,27,27
291,2438,21,21,23
291,2520,16,16,16
291,3588,27,22,23
291,4258,17,17,17
291,4638,24,24,25
291,5343,35,34,34
291,5731,17,16,17
292,1904,17,15,17
292,2015,12,12,12
292,2038,18,17,19
292,3077,17,15,15
292,3639,12,11,12
292,5880,9,9,9
292,5969,9,6,6
293,2412,25,25,24
293,2436,17,16,16
293,2850,16,16,18
293,3720,14,14,14
293,3804,17,14,15
294,1036,26,23,24
294,1179,18,17,20
294,1217,14,12,15
294,1242,15,14,14
294,1663,23,22,21
294,2440,17,16,17
294,4334,20,21,21
294,4428,13,12,12
296,1191,14,14,12
296,1287,24,22,21
296,1288,16,15,16
296,1579,12,9,9
296,2137,17,16,16
296,2256,18,16,14
296,2845,14,12,13
296,3182,5,6,6
296,3612,17,17,17
296,5346,15,15,15
297,1614,10,9,9
297,1751,0,0,0
297,1953,20,18,17
297,2058,12,10,10
297,4250,11,11,12
297,4484,22,16,18
297,5118,18,16,18
297,5254,9,11,11
297,5292,27,22,23
298,1132,23,22,24
298,1498,13,12,11
298,1558,21,20,20
298,1842,18,17,17
298,2704,18,16,16
298,3304,17,15,16
298,3305,15,12,12
298,3658,22,21,23
298,5320,28,28,30
299,1237,23,22,20
299,1321,28,26,25
299,1372,22,18,18
299,1664,36,33,32
299,2247,13,12,13
299,2836,22,18,19
299,3889,14,12,13
299,4458,17,14,13
299,4499,29,28,28
299,4564,31,23,24
299,5046,25,24,23
299,5743,24,23,21
300,1268,28,18,16
300,1348,18,16,15
300,1352,16,15,16
300,1392,16,12,12
300,1767,36,35,33
300,2580,25,23,23
300,2772,29,24,22
300,4065,17,14,14
300,4273,27,24,24
300,7243,13,10,9
301,1197,48,41,41
301,1354,25,23,21
301,1379,20,17,17
301,1502,31,31,30
301,1527,30,28,31
301,1641,18,16,16
301,1950,22,20,19
301,2000,13,13,14
301,2730,23,20,21
301,4459,23,21,21
301,5851,30,28,26
302,1236,26,24,22
302,1298,30,22,22
302,1300,37,25,25
302,1355,24,20,23
302,1661,26,23,21
302,3701,15,13,13
302,3825,23,17,17
302,3864,30,29,29
302,7009,21,19,18
302,7179,25,24,21
302,7238,12,8,8
304,948,24,17,17
304,1039,25,25,26
304,1060,22,18,18
304,1064,24,17,16
304,1096,15,14,15
304,1131,12,11,11
304,1290,20,17,19
304,1337,17,15,16
304,1662,22,20,20
304,4224,21,21,21
304,4410,19,15,16
305,1034,19,17,19
305,1209,22,21,22
305,1385,15,15,16
305,1464,14,11,12
305,4274,23,20,21
305,4594,17,14,16
305,5085,9,8,9
305,5298,15,14,15
305,5481,13,11,11
305,5745,19,20,20
306,1027,16,14,15
306,1133,17,15,16
306,1156,9,10,15
306,1821,0,1,1
306,2005,28,24,25
306,2134,8,5,4
306,4574,17,11,12
306,5747,15,15,15
306,5879,13,13,12
308,1322,16,16,17
308,1552,22,21,19
308,1613,16,14,13
308,1849,20,18,18
308,2472,17,17,17
308,2793,16,16,17
308,3503,18,20,18
308,3626,21,19,21
308,4477,13,13,14
308,6789,15,15,14
309,877,21,19,17
309,1010,20,19,19
309,1097,22,16,14
309,1255,21,19,21
309,1452,8,6,15
309,1666,14,13,14
309,2908,16,13,13
309,3371,12,10,11
309,3700,17,16,18
309,5063,12,13,11
310,1155,26,22,23
310,1238,26,26,27
310,1261,21,20,20
310,1312,12,10,10
310,1774,24,24,24
310,2929,32,30,30
310,3595,21,19,21
310,5489,14,12,12
310,5787,17,16,16
310,6879,26,25,25
310,6958,27,23,24
311,154,23,23,24
311,1023,31,30,30
311,1302,38,37,38
311,1763,41,38,41
311,2089,24,22,23
311,2761,21,22,21
311,3270,20,20,20
311,3303,18,16,18
311,3480,19,17,20
311,3772,31,25,26
312,1243,20,16,15
312,1292,16,15,15
312,1301,19,15,15
312,1309,11,12,12
312,1652,16,15,16
312,2312,15,15,15
312,2337,17,16,17
312,2762,18,15,14
312,3243,17,15,16
312,3770,25,21,19
314,1345,16,14,16
314,1465,24,23,21
314,1486,26,24,25
314,1934,18,16,16
314,2645,4,7,7
314,2705,14,14,15
314,2805,16,15,15
314,3768,14,14,14
314,4636,20,19,20
315,1335,19,18,17
315,1344,14,13,15
315,1350,28,23,24
315,1399,15,15,14
315,1726,13,13,13
315,1780,14,13,12
315,2565,20,17,17
315,2807,14,14,14
315,4682,45,27,24
315,4697,15,16,16
315,5117,20,19,21
316,1450,40,35,38
316,2244,36,31,33
316,2548,51,43,46
316,2576,60,48,44
316,2610,57,54,58
316,2792,21,21,23
316,2810,19,18,18
316,2849,28,24,23
316,4277,39,34,37
316,5296,31,26,27
317,1351,41,38,43
317,1360,29,28,31
317,1477,32,29,28
317,1499,36,34,36
317,2036,49,44,49
317,2646,13,12,12
317,2662,18,16,17
317,2933,37,34,32
317,4278,61,50,50
317,5319,42,38,42
317,6951,22,22,23
320,1522,38,29,29
320,1544,50,57,63
320,1653,25,24,26
320,1714,48,45,44
320,2027,52,51,56
320,2083,28,28,29
320,2474,31,30,31
320,2696,14,15,15
320,2809,27,26,28
320,2833,20,19,21
320,2894,37,36,37
320,3215,30,28,31
320,4372,24,23,25
321,16,41,29,28
321,55,17,16,19
321,66,26,22,23
321,67,23,23,24
321,125,37,33,35
321,141,36,34,37
321,230,0,0,0
321,279,14,13,13
321,358,20,17,20
321,388,20,18,20
321,3231,20,20,21
322,2,37,33,34
322,54,41,13,14
322,76,24,21,22
322,144,27,27,27
322,359,24,23,25
322,373,10,9,10
322,914,21,20,20
323,1,32,32,22
323,4,29,29,29
323,100,33,33,34
323,4108,30,24,22
323,5260,26,24,27
323,5261,29,29,31
324,85,23,22,25
324,124,21,19,20
324,126,13,13,12
324,3230,23,22,23
324,4460,16,16,16
324,5244,12,12,11
324,5706,18,18,20
325,33,12,11,11
325,52,26,24,26
325,58,35,28,28
325,127,20,19,18
325,133,6,9,9
325,261,28,25,29
325,296,22,21,21
325,318,12,12,13
325,336,15,14,14
325,1065,11,10,11
325,5433,18,18,19
326,5,33,30,32
326,7,21,20,21
326,8,22,20,20
326,24,25,21,20
326,169,13,13,13
326,1105,22,22,24
326,2575,23,20,21
326,2587,37,31,30
326,4168,20,19,20
327,83,12,11,11
327,102,11,11,13
327,167,9,8,9
327,171,13,13,16
327,289,0,1,1
327,348,17,16,17
327,530,17,19,20
327,714,9,9,9
327,3331,26,23,23
328,11,45,42,44
328,18,13,10,11
328,71,30,27,28
328,119,32,31,34
328,157,41,39,39
328,160,33,28,28
328,281,18,18,19
328,788,19,19,19
328,1114,19,18,20
328,1147,19,17,18
329,36,30,28,30
329,45,24,21,20
329,62,12,11,10
329,68,11,13,12
329,70,19,19,21
329,74,10,9,9
329,91,14,14,14
329,128,16,16,16
329,190,27,25,24
329,229,13,13,13
333,15,50,46,46
333,56,16,16,16
333,379,20,19,18
333,444,18,19,20
333,1009,24,25,25
333,2175,24,23,25
333,2221,24,24,25
333,2702,21,19,20
333,4381,33,33,35
334,13,21,18,20
334,17,35,30,32
334,34,31,29,29
334,48,22,18,18
334,59,35,33,35
334,79,29,27,29
334,92,26,21,21
334,267,29,24,23
334,338,17,16,16
334,888,17,16,15
334,7249,12,12,12
335,9,29,28,26
335,19,67,57,58
335,30,33,30,33
335,37,40,38,40
335,69,60,54,52
335,82,16,15,16
335,95,42,38,36
335,122,19,19,20
335,152,32,31,31
335,188,38,33,35
335,337,23,22,24
336,21,37,33,34
336,29,38,35,37
336,65,28,26,26
336,89,30,29,28
336,101,32,30,33
336,219,43,43,45
336,354,24,23,23
336,357,26,22,22
336,815,22,21,22
336,5477,26,22,22
339,60,33,31,31
339,145,19,19,19
339,243,33,33,33
339,648,27,23,22
339,1021,27,25,28
339,1161,27,24,24
339,1188,10,10,10
339,1265,16,14,16
339,2600,22,18,17
339,2616,32,29,31
339,5313,30,30,29
339,5927,16,16,15
340,99,24,24,24
340,172,38,35,38
340,295,23,18,18
340,313,35,34,35
340,805,33,29,28
340,1177,16,16,17
340,1514,43,41,41
340,2213,24,23,24
340,2694,17,16,16
340,3061,13,13,13
340,5150,22,20,21
341,201,27,26,29
341,253,25,23,24
341,256,36,32,31
341,328,33,28,35
341,361,23,20,22
341,1071,34,33,35
341,1418,29,22,22
341,1761,21,20,22
341,4695,36,34,36
344,108,21,18,19
344,132,14,11,11
344,134,25,23,24
344,150,24,23,23
344,178,10,10,10
344,221,23,21,21
344,227,18,17,17
344,392,23,20,21
344,499,27,25,27
344,564,30,26,28
344,622,29,27,30
345,41,48,43,46
345,168,37,34,37
345,207,16,13,15
345,246,20,18,19
345,576,27,24,24
345,823,29,27,30
