Store Number,WM Item #,Item Desc,Kayak Type,# Pallets,Total Qty,DTS PO #,MABD
871,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216016,45367
1775,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216165,45360
1775,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216165,45360
1775,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216165,45360
1775,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216165,45360
1775,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216165,45360
1775,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216165,45360
1775,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216165,45360
1775,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216165,45360
1775,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216165,45360
2888,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216168,45374
2888,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216168,45374
2888,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216168,45374
2888,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216168,45374
2888,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,4,28,818216168,45374
2888,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216168,45374
2888,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216168,45374
2888,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216168,45374
4249,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216187,45374
4249,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216187,45374
4249,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216187,45374
4249,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216187,45374
4249,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216187,45374
4249,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216187,45374
4249,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216187,45374
4249,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216187,45374
1789,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216155,45353
1789,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216155,45353
1789,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216155,45353
1789,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216155,45353
1789,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216155,45353
1789,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,3,21,818216155,45353
1789,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216155,45353
2772,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216177,45360
2772,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216177,45360
2772,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216177,45360
2772,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,4,28,818216177,45360
2772,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216177,45360
2772,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216177,45360
2772,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216177,45360
2827,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216159,45374
2827,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216159,45374
2827,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216159,45374
2827,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216159,45374
2827,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216159,45374
2827,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216159,45374
2827,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216159,45374
2827,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216159,45374
5232,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216318,45374
5232,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216318,45374
5232,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216318,45374
5232,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216318,45374
5232,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216318,45374
5232,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216318,45374
5232,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216318,45374
5232,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216318,45374
21,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216033,45367
21,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216033,45367
21,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216033,45367
21,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216033,45367
21,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216033,45367
21,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216033,45367
21,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216033,45367
21,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216033,45367
1887,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216305,45374
1887,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216305,45374
1887,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216305,45374
1887,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216305,45374
1887,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216305,45374
1887,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216305,45374
1887,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216305,45374
2761,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216249,45367
2761,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216249,45367
2761,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216249,45367
2761,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216249,45367
2761,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216249,45367
2761,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,3,21,818216249,45367
2761,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216249,45367
5234,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216313,45374
5234,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216313,45374
5234,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216313,45374
5234,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216313,45374
5234,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216313,45374
5234,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216313,45374
5234,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216313,45374
5234,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216313,45374
1608,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216215,45353
1608,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216215,45353
1608,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216215,45353
1608,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216215,45353
1608,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216215,45353
1608,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216215,45353
1608,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216215,45353
1608,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216215,45353
1608,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216215,45353
1608,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216215,45353
1616,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216166,45374
1616,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216166,45374
1616,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216166,45374
1616,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216166,45374
1616,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216166,45374
1616,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216166,45374
1616,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,4,28,818216166,45374
1767,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216254,45360
1767,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216254,45360
1767,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216254,45360
1767,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216254,45360
1767,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216254,45360
1767,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216254,45360
1767,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216254,45360
7129,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216113,45374
7129,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216113,45374
7129,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216113,45374
7129,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216113,45374
7129,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216113,45374
7129,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216113,45374
7129,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216113,45374
7129,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216113,45374
340,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216021,45360
340,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216021,45360
340,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216021,45360
340,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216021,45360
340,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216021,45360
340,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216021,45360
340,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216021,45360
131,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216060,45353
131,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216060,45353
131,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216060,45353
131,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216060,45353
131,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216060,45353
131,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216060,45353
131,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216060,45353
1029,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216195,45353
1029,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216195,45353
1029,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216195,45353
1029,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216195,45353
1029,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216195,45353
1029,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216195,45353
1029,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216195,45353
3805,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216348,45374
3805,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216348,45374
3805,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216348,45374
3805,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216348,45374
3805,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216348,45374
3805,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216348,45374
3805,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216348,45374
3805,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216348,45374
3805,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216348,45374
2070,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,2,24,820101211,45388
2070,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,820101211,45388
2070,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,2,12,820101211,45388
2070,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,820101211,45388
2070,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,820101211,45388
2070,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,820101211,45388
2070,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,820101211,45388
2070,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,820101211,45388
2070,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,820101211,45388
2070,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,820101211,45388
1978,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216038,45381
1978,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216038,45381
1978,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216038,45381
1978,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216038,45381
1978,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216038,45381
1978,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216038,45381
1978,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216038,45381
2712,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215974,45353
2712,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818215974,45353
2712,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818215974,45353
2712,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818215974,45353
2712,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818215974,45353
2712,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818215974,45353
2712,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215974,45353
2712,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818215974,45353
129,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216028,45360
129,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216028,45360
129,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216028,45360
129,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216028,45360
129,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216028,45360
129,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216028,45360
129,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216028,45360
129,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216028,45360
71,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216150,45360
71,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216150,45360
71,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,4,32,818216150,45360
71,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,4,28,818216150,45360
71,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216150,45360
71,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216150,45360
71,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216150,45360
5745,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216027,45360
5745,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216027,45360
5745,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216027,45360
5745,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216027,45360
5745,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216027,45360
5745,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216027,45360
5745,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216027,45360
1007,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216237,45381
1007,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216237,45381
1007,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216237,45381
1007,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216237,45381
1007,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216237,45381
1007,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216237,45381
1007,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216237,45381
1007,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216237,45381
856,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216375,45360
856,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216375,45360
856,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216375,45360
856,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216375,45360
856,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216375,45360
856,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216375,45360
856,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216375,45360
856,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216375,45360
67,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216088,45360
67,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216088,45360
67,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216088,45360
67,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216088,45360
67,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216088,45360
67,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216088,45360
67,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216088,45360
4412,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216345,45381
4412,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216345,45381
4412,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216345,45381
4412,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216345,45381
4412,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216345,45381
4412,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216345,45381
4412,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216345,45381
4412,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216345,45381
4412,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216345,45381
4412,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216345,45381
2482,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216185,45353
2482,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216185,45353
2482,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216185,45353
2482,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216185,45353
2482,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216185,45353
2482,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216185,45353
2482,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216185,45353
2482,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216185,45353
2482,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216185,45353
2482,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216185,45353
4849,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216152,45388
4849,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216152,45388
4849,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216152,45388
4849,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216152,45388
4849,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216152,45388
4849,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216152,45388
726,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215971,45353
726,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818215971,45353
726,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818215971,45353
726,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818215971,45353
726,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818215971,45353
726,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818215971,45353
726,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818215971,45353
1699,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216326,45374
1699,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216326,45374
1699,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216326,45374
1699,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216326,45374
1699,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216326,45374
1699,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216326,45374
1699,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216326,45374
1699,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216326,45374
82,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216067,45367
82,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216067,45367
82,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216067,45367
82,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216067,45367
82,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216067,45367
82,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216067,45367
82,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216067,45367
40,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215998,45374
40,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818215998,45374
40,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818215998,45374
40,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818215998,45374
40,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818215998,45374
40,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818215998,45374
40,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215998,45374
40,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818215998,45374
1100,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216039,45353
1100,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216039,45353
1100,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216039,45353
1100,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216039,45353
1100,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216039,45353
1100,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216039,45353
1100,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216039,45353
2522,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216377,45388
2522,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216377,45388
2522,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216377,45388
2522,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,818216377,45388
2522,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216377,45388
2522,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216377,45388
2522,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216377,45388
2522,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216377,45388
3730,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216265,45374
3730,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216265,45374
3730,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216265,45374
3730,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216265,45374
3730,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,4,28,818216265,45374
3730,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216265,45374
3730,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216265,45374
3730,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216265,45374
3730,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216265,45374
