Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
2543,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
4276,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
1644,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
1794,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
1887,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
1945,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
2185,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
2208,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
2528,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
2481,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
2535,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
3634,4.07,,2.17,,3.76,,2.02,,3.53,,1.9,,3.34,,1.81,,3.82,,2.05,
1591,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1886,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2574,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
3412,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1529,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2023,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2205,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2334,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2340,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2519,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
2888,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
4404,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
5200,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1537,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1823,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1850,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
3633,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
5358,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
5469,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
5888,4.23,,2.27,,3.86,,2.09,,3.6,,1.96,,3.39,,1.85,,3.99,,2.15,
1770,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
4644,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
4643,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1820,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1883,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1885,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2603,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3223,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3738,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3838,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2008,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2597,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2909,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5360,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1568,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1656,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2278,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2287,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2561,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2674,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3253,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3281,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5445,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1739,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2281,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2300,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2420,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5040,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5446,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2019,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2588,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2611,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
4501,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5241,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5339,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
5379,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2059,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
2502,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
3228,4.51,,2.4,,4.19,,2.24,,3.95,,2.12,,3.77,,2.03,,4.24,,2.26,
1769,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1792,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2540,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
3429,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
3514,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1607,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1640,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2049,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2129,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2230,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
4348,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
5470,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1684,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1765,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
1935,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2318,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2663,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
2664,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
5356,4.75,,2.51,,4.42,,2.34,,4.18,,2.22,,4.04,,2.15,,4.51,,2.39,
