Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
157,16,2180,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,90.00%,95.60%,9.4,94.80%,91.40%,90.00%,83.80%
157,16,2640,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,86.30%,91.10%,6.3,94.60%,84.30%,83.80%,82.70%
180,16,1866,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,85.00%,100.00%,4.2,98.10%,93.50%,64.30%,75.00%
180,16,2140,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,51.90%,99.10%,5.2,68.30%,40.70%,30.40%,58.80%
180,16,2202,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,5,89.20%,93.30%,9.1,94.60%,88.80%,86.30%,87.50%
180,16,2634,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,77.00%,97.70%,6.5,86.50%,59.10%,88.90%,66.70%
184,16,1796,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,49,88.80%,91.70%,8.1,94.70%,85.00%,86.20%,89.40%
184,16,1907,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,49,89.60%,92.80%,8,94.30%,81.20%,90.70%,92.50%
184,16,1930,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,89.80%,94.10%,8.6,86.50%,90.40%,90.70%,91.20%
181,16,2138,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,5,71.70%,97.90%,5.2,47.50%,67.40%,86.60%,81.80%
181,16,2224,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,3,89.30%,96.90%,7.6,91.60%,88.60%,88.70%,88.70%
181,16,2332,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,87.80%,95.30%,8,83.60%,81.00%,90.60%,97.50%
187,16,2424,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,7,95.40%,100.00%,6.1,96.30%,85.70%,100.00%,100.00%
162,17,2854,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,88.20%,95.50%,8.5,88.60%,85.60%,89.20%,89.00%
163,17,2899,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,13,91.00%,98.00%,5.8,93.00%,92.60%,91.00%,87.00%
171,17,2286,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,85.20%,98.70%,8.5,88.90%,86.00%,87.20%,81.30%
173,17,3543,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,90.50%,99.30%,7.8,92.70%,92.30%,89.40%,87.40%
226,17,2480,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,9,87.20%,99.30%,7.8,81.70%,87.30%,89.80%,90.10%
194,76,2164,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,4,78.60%,100.00%,5.3,80.60%,71.40%,80.00%,88.00%
304,26,1064,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,25,89.00%,91.60%,6.1,92.20%,91.60%,97.70%,76.80%
304,26,1064,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,8,87.90%,93.60%,9,88.20%,83.70%,94.10%,85.70%
498,59,7304,UBER,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,9,92.30%,98.60%,5.5,73.30%,94.10%,100.00%,100.00%
280,76,1703,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,4,87.20%,92.90%,6.8,88.90%,88.10%,84.70%,87.10%
280,76,2790,ROADIE,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,8,93.40%,95.40%,5.4,97.70%,93.30%,94.90%,86.80%
283,76,3035,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,85.80%,97.60%,7.7,81.80%,82.20%,91.30%,87.90%
283,76,5968,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,84.30%,91.50%,9.2,71.10%,85.10%,91.30%,89.90%
286,76,3573,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,87.60%,93.90%,5.1,94.30%,88.10%,92.60%,77.60%
292,76,2038,ROADIE,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,88.80%,96.90%,8.8,87.20%,90.70%,89.50%,87.80%
320,76,2833,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,18,74.40%,99.30%,5.6,53.70%,59.00%,95.80%,89.30%
320,76,3215,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,6,90.60%,97.90%,7.5,92.30%,84.40%,88.90%,93.70%
296,26,1579,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,92.30%,94.70%,7.7,99.30%,97.00%,88.10%,84.70%
296,26,3182,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,34,94.00%,91.10%,9.2,99.50%,95.50%,96.80%,84.40%
301,26,2000,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,16,91.40%,98.30%,6.1,97.10%,88.20%,93.10%,83.30%
302,26,7238,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,7,90.00%,98.60%,6.8,90.50%,85.50%,85.70%,98.60%
496,59,7162,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,17,92.40%,95.30%,8,93.50%,84.60%,93.10%,98.50%
500,59,4147,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,87.70%,98.70%,7.7,89.10%,87.90%,86.20%,88.10%
314,75,1465,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,8,90.60%,91.50%,7.9,91.60%,82.20%,96.70%,93.50%
315,75,1335,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,9,90.60%,98.70%,7.8,92.10%,89.80%,91.60%,89.10%
315,75,1399,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,2,81.80%,100.00%,5.4,91.70%,80.30%,84.50%,67.40%
315,75,1780,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,8,90.20%,92.50%,9.8,85.40%,88.20%,93.40%,93.80%
315,75,2565,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,8,93.10%,95.50%,9.9,95.20%,88.60%,96.00%,92.80%
287,75,1525,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,17,90.10%,94.70%,9.2,84.40%,87.80%,94.90%,94.90%
287,75,2295,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,76.90%,88.80%,9.8,71.10%,76.00%,70.00%,89.40%
287,75,2295,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,12,85.70%,90.60%,9.8,81.40%,82.80%,86.60%,91.80%
288,75,1687,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,7,80.10%,93.80%,9.4,75.80%,90.70%,84.60%,68.00%
288,75,1759,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,85.30%,99.00%,8.4,87.30%,85.50%,86.00%,77.30%
288,75,1773,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,23,79.70%,98.40%,8.4,78.30%,74.60%,83.70%,83.30%
288,75,3831,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,5,83.00%,95.80%,8,87.50%,79.60%,87.50%,78.40%
289,75,1841,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,92.20%,97.80%,9.9,91.40%,93.60%,94.80%,89.50%
289,75,5253,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,17,88.90%,96.80%,8.3,89.10%,87.80%,90.60%,88.20%
290,75,1524,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,3,90.00%,97.30%,9.6,94.80%,91.20%,84.80%,89.00%
281,75,3489,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,6,91.50%,95.20%,9.8,91.60%,89.10%,92.80%,96.90%
281,75,5344,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,85.90%,91.40%,8.5,81.50%,82.70%,88.40%,90.40%
282,75,3490,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,6,88.40%,97.80%,9.3,85.10%,89.10%,87.00%,90.90%
282,75,5228,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,1,87.30%,94.80%,9,89.30%,86.10%,88.70%,85.80%
293,75,2850,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202337,3,74.80%,93.00%,9.5,82.70%,80.30%,60.60%,74.60%
41,4,4420,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,28,88.70%,91.60%,9.4,95.40%,81.20%,88.40%,89.30%
294,4,1795,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,34,73.50%,97.10%,6.5,58.30%,71.90%,78.60%,84.90%
497,59,5378,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202337,7,87.70%,90.60%,8.3,90.40%,84.80%,88.00%,87.80%
29,4,635,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,88.70%,93.00%,8.7,84.70%,91.20%,88.90%,89.90%
29,4,1383,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,12,81.80%,95.90%,9.5,74.50%,79.90%,92.30%,81.70%
29,4,2832,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,74.40%,91.10%,5.9,75.90%,81.50%,63.20%,81.50%
29,4,2832,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,30,88.90%,89.20%,8.7,93.90%,92.20%,85.30%,84.50%
29,4,4556,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202337,4,87.00%,98.20%,8.7,87.30%,88.90%,86.30%,85.40%
29,4,7181,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,12,88.40%,96.40%,7.2,92.10%,88.70%,83.20%,89.30%
36,4,3367,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,33,84.60%,98.00%,5.9,83.10%,83.30%,,86.10%
39,4,1130,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,4,88.00%,93.80%,9.7,91.50%,89.70%,83.00%,87.80%
300,4,1268,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202337,6,92.00%,96.20%,8.6,90.20%,96.50%,95.30%,85.80%
310,4,1261,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202337,27,90.80%,97.80%,9.3,96.70%,90.50%,95.70%,80.30%
310,4,3595,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202337,49,92.40%,97.20%,9.9,89.70%,97.20%,94.30%,88.10%
44,5,3284,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,90.00%,99.00%,16.2,94.90%,91.30%,87.80%,86.00%
44,5,4503,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,91.20%,94.50%,12.8,85.20%,90.40%,95.30%,94.40%
49,5,471,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,9,85.60%,94.80%,17.4,80.30%,91.00%,91.40%,80.00%
49,5,3014,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,10,85.50%,91.40%,12.1,86.50%,85.00%,90.60%,80.10%
49,5,5810,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,6,84.50%,97.20%,13.6,83.80%,92.90%,94.70%,60.50%
58,64,5613,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,85.80%,77.70%,11.8,82.40%,92.00%,81.00%,87.60%
561,64,7224,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,89.20%,88.90%,11.1,94.40%,93.20%,85.40%,83.30%
51,5,202,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,9,89.00%,98.40%,10.4,91.50%,88.90%,89.10%,86.80%
51,5,1117,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,20,88.10%,95.10%,13.6,90.00%,92.80%,77.80%,89.60%
51,5,3406,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.40%,96.80%,11.1,88.80%,86.00%,88.10%,86.80%
583,5,789,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,85.60%,90.20%,16.6,86.50%,81.80%,89.40%,84.70%
583,5,3225,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,88.80%,95.20%,12.2,92.60%,90.30%,83.50%,87.80%
583,5,5823,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,84.30%,97.90%,11.7,85.20%,88.60%,83.10%,80.40%
583,5,8930,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,84.20%,92.30%,14.5,82.20%,83.50%,82.60%,88.50%
48,5,590,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,6,86.00%,98.80%,12.1,91.80%,85.60%,81.00%,85.90%
50,5,2649,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.00%,91.80%,17.1,85.10%,91.10%,89.00%,83.00%
479,5,5247,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,83.60%,87.30%,9.6,89.10%,89.00%,80.80%,77.00%
344,44,622,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,12,80.20%,89.20%,20.1,80.60%,61.00%,90.20%,91.90%
352,44,1626,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,22,89.40%,90.70%,12.6,91.30%,83.70%,93.80%,89.90%
352,44,2803,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,84.20%,85.20%,15.4,91.90%,81.30%,85.10%,78.80%
352,44,2804,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,89.10%,89.90%,14.9,88.00%,82.50%,95.60%,91.20%
347,44,130,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,91.70%,94.30%,12,95.30%,93.00%,91.40%,87.20%
409,44,1507,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,8,83.70%,79.00%,16,68.60%,83.70%,89.30%,91.40%
541,64,4048,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,86.70%,81.50%,13.2,90.80%,84.90%,80.50%,91.40%
46,13,180,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,7,86.60%,90.20%,11.9,87.20%,87.00%,84.20%,88.30%
66,13,331,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,90.00%,84.30%,14.3,90.10%,88.00%,85.30%,96.10%
66,13,1204,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,83.70%,94.50%,18.2,87.50%,80.30%,84.10%,83.10%
68,13,400,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,4,88.50%,90.80%,11.8,88.70%,91.40%,88.30%,85.70%
68,13,602,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,81.60%,84.90%,17,83.70%,76.80%,85.90%,79.70%
68,13,3390,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,9,87.60%,80.20%,11.2,92.00%,92.60%,79.00%,86.60%
68,13,5287,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,86.80%,76.60%,13.2,86.70%,88.70%,81.50%,90.00%
132,13,2938,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,82.30%,97.20%,13.4,77.20%,77.50%,87.70%,87.40%
134,13,1128,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,6,88.80%,93.50%,11.5,95.90%,84.00%,86.10%,90.60%
134,13,4295,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,87.30%,87.90%,11.9,88.30%,85.10%,87.40%,88.70%
503,13,140,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,8,84.30%,94.30%,15.8,91.60%,86.70%,85.50%,73.60%
125,13,1163,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,86.50%,86.60%,15.4,86.80%,90.00%,94.20%,76.40%
125,13,2706,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,85.30%,95.80%,13.3,90.50%,91.20%,88.00%,72.30%
125,13,5022,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,11,87.30%,94.40%,11.4,87.30%,83.70%,90.00%,88.80%
128,13,489,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,10,82.30%,85.60%,15,84.10%,82.70%,90.50%,72.70%
128,13,541,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,8,83.10%,78.30%,14.6,90.40%,86.40%,80.70%,75.20%
128,13,911,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,86.60%,85.70%,14,92.90%,82.60%,91.60%,78.90%
128,13,989,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,47,83.70%,86.60%,14.8,83.70%,91.80%,92.10%,65.40%
128,13,1353,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,83.20%,93.50%,13.8,87.50%,85.60%,84.90%,73.20%
128,13,4129,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,88.50%,93.10%,18.5,87.80%,92.30%,89.30%,84.10%
141,13,501,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,82.00%,77.70%,14.7,86.40%,75.70%,78.10%,88.20%
141,13,1025,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,17,89.30%,92.50%,17,87.40%,88.40%,88.20%,93.10%
143,13,1066,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,15,89.20%,82.80%,15,88.40%,96.60%,93.00%,81.30%
143,13,1346,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,79.10%,72.00%,18.2,88.40%,48.90%,89.20%,79.90%
143,13,2715,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,85.50%,79.50%,13,88.60%,92.60%,90.20%,71.60%
82,6,1253,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.70%,83.00%,11.8,86.00%,75.70%,86.10%,86.90%
82,6,2133,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,5,83.10%,85.50%,10.7,84.40%,81.50%,81.40%,85.10%
83,6,3569,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,13,79.20%,76.00%,16.3,79.80%,79.60%,82.00%,75.80%
83,6,5479,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,87.30%,85.40%,14.2,87.70%,89.90%,89.80%,82.20%
83,6,5480,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,80.00%,74.40%,16.3,65.40%,74.90%,88.00%,89.60%
86,7,2599,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,89.50%,96.90%,10.1,93.10%,89.60%,86.00%,89.40%
62,6,3572,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,12,86.60%,92.40%,12.7,89.40%,88.70%,86.60%,81.20%
64,6,3296,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,86.20%,96.00%,13.1,91.00%,80.50%,86.40%,87.00%
64,6,3584,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,86.80%,92.70%,12,94.30%,83.30%,92.20%,77.80%
65,6,3640,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.60%,93.40%,11.9,86.70%,79.60%,79.30%,88.70%
67,6,3297,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,86.20%,87.90%,12.5,89.10%,88.00%,89.20%,78.60%
60,6,194,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,78.90%,87.80%,18.9,84.80%,76.50%,80.30%,74.50%
60,6,1137,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.40%,96.60%,12,88.40%,88.20%,83.10%,89.90%
60,6,3298,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,25,90.90%,90.70%,12.1,93.60%,88.90%,88.60%,92.50%
61,6,504,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,17,87.70%,95.10%,10.8,85.70%,83.10%,90.70%,91.50%
71,7,6898,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,5,89.40%,80.60%,14.9,95.80%,94.80%,90.50%,80.10%
73,7,537,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,10,83.30%,81.20%,17.2,88.40%,79.30%,80.60%,83.00%
73,7,608,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,9,81.90%,79.10%,16.4,73.00%,91.90%,81.30%,84.20%
74,7,535,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,6,85.40%,89.70%,16.5,91.00%,91.20%,90.00%,64.90%
371,46,2482,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,2,89.30%,90.30%,16.4,90.50%,89.10%,88.30%,89.10%
371,46,3771,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,80.50%,87.50%,19.7,69.90%,84.10%,89.20%,78.40%
371,46,5768,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,25,87.70%,92.70%,14.1,85.70%,91.30%,91.00%,83.00%
372,46,1646,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,86.80%,85.30%,14.5,87.70%,83.90%,88.50%,87.10%
366,46,5031,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,84.70%,86.10%,14,83.40%,87.70%,83.10%,84.60%
367,46,3884,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,80.90%,86.30%,21.3,77.50%,74.30%,86.20%,85.00%
375,46,2656,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,32,88.00%,89.70%,10.6,89.60%,85.40%,88.70%,88.30%
385,46,835,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,8,78.60%,80.50%,19,72.80%,75.20%,92.30%,73.40%
385,46,850,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,4,78.60%,86.30%,19.5,87.70%,73.00%,76.30%,76.30%
387,46,868,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,86.50%,84.70%,12.6,86.30%,84.90%,89.10%,85.60%
253,41,282,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,95.30%,94.00%,10.3,93.80%,98.50%,98.20%,89.40%
254,41,1341,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,86.90%,88.30%,13.3,86.90%,87.70%,87.30%,85.50%
254,41,1676,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,2,84.40%,96.30%,12,81.20%,87.00%,85.10%,84.30%
494,59,5804,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,74.30%,77.80%,18.9,82.40%,72.40%,63.60%,79.60%
580,41,492,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,88.20%,96.40%,11.8,86.60%,93.30%,90.50%,82.80%
580,41,870,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,18,77.20%,77.80%,19.1,75.10%,67.50%,82.20%,83.20%
580,41,1002,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,5,90.40%,87.40%,7.7,83.30%,92.50%,100.00%,85.30%
249,41,1580,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,46,90.70%,93.40%,15.2,91.00%,90.60%,92.40%,88.70%
249,41,2787,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,79.60%,88.60%,15.8,85.20%,77.70%,75.10%,80.40%
249,41,3529,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,3,83.90%,88.70%,14.5,94.30%,82.10%,79.60%,79.00%
249,41,5443,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,76.20%,76.60%,18.8,70.50%,76.70%,85.50%,71.20%
257,41,689,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,3,87.30%,90.50%,14.5,88.70%,86.70%,89.00%,84.70%
260,41,720,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,9,83.50%,80.00%,14.5,82.40%,81.20%,89.80%,80.60%
260,41,2628,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,8,83.30%,87.70%,15.1,93.40%,85.60%,78.40%,75.60%
242,41,526,,Scheduled Delivery Standard,Active Monitoring,Recovering,Store Focus,202337,4,88.70%,80.00%,12.8,94.40%,86.50%,85.70%,87.80%
242,41,3294,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,8,92.00%,96.40%,11.9,94.10%,93.80%,94.30%,85.80%
242,41,4450,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,9,91.20%,95.20%,12,91.20%,93.80%,90.10%,89.80%
242,41,5417,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,17,93.00%,96.70%,12,96.60%,92.30%,94.70%,89.10%
242,41,5418,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,16,75.80%,77.00%,19.7,86.20%,73.60%,80.80%,60.80%
256,41,729,,Scheduled Delivery Standard,Active Monitoring,Degrading,Store Focus,202337,1,83.10%,86.10%,16.3,83.00%,78.30%,83.30%,87.60%
197,19,1790,,Scheduled Delivery Standard,At Risk,Degrading,Store Focus,202337,7,89.60%,89.50%,12.1,85.80%,91.00%,92.00%,89.70%
197,19,2631,,Scheduled Delivery Standard,Executive Review,Recovering,Store Focus,202337,16,86.60%,91.70%,11.2,90.40%,89.40%,89.90%,76.60%
197,19,2912,,Scheduled Delivery Standard,At Risk,Recovering,Store Focus,202337,7,88.50%,89.30%,16.5,93.00%,92.80%,91.90%,74.40%
197,19,3476,,Scheduled Delivery Standard,Executive Review,Degrading,Store Focus,202337,49,89.30%,90.70%,11.4,89.70%,89.20%,90.10%,88.40%
