Market,Region,Store Nbr,Tier,Details
505,46,964,Tier 2,GM Pause
475,60,2101,Tier 2,GM Pause
484,57,2251,Tier 2,GM Pause
18,2,1070,Tier 2,GM Pause
438,53,1202,Tier 2,GM Pause
583,5,1055,Tier 2,GM Pause
8,14,4318,Tier 2,GM Pause
234,22,1886,Tier 2,GM Pause
400,56,5494,Tier 2,GM Pause
465,57,2110,Tier 2,GM Pause
410,44,39,Tier 2,GM Pause
367,46,5799,Tier 2,GM Pause
281,75,1968,Tier 2,GM Pause
278,25,197,Tier 2,GM Pause
32,3,1153,Tier 2,GM Pause
121,2,1467,Tier 2,GM Pause
388,54,4377,Tier 2,GM Pause
76,5,211,Tier 2,GM Pause
351,44,210,Tier 2,GM Pause
179,16,2013,Tier 2,GM Pause
399,56,1951,Tier 2,GM Pause
187,17,2092,Tier 2,GM Pause
273,25,492,Tier 2,GM Pause
325,42,261,Tier 2,GM Pause
35,2,640,Tier 2,GM Pause
446,57,5152,Tier 2,GM Pause
123,2,6370,Tier 2,GM Pause
299,26,3889,Tier 2,GM Pause
392,56,2453,Tier 2,GM Pause
554,59,3071,Tier 2,GM Pause
557,61,7043,Tier 2,GM Pause
265,25,3790,Tier 2,GM Pause
543,64,7099,Tier 2,GM Pause
314,75,4636,Tier 2,GM Pause
581,57,5956,Tier 2,GM Pause
427,54,4569,Tier 2,GM Pause
191,17,1705,Tier 2,GM Pause
453,56,2052,Tier 2,GM Pause
333,40,15,Tier 2,GM Pause
196,53,2079,Tier 2,GM Pause
167,22,2236,Tier 2,GM Pause
505,46,5717,Tier 2,GM Pause
204,19,5159,Tier 2,GM Pause
130,13,532,Tier 2,GM Pause
546,72,5903,Tier 2,GM Pause
557,61,5205,Tier 2,GM Pause
93,3,538,Tier 2,GM Pause
460,57,2077,Tier 2,GM Pause
541,64,5125,Tier 2,GM Pause
149,12,304,Tier 2,GM Pause
237,22,1935,Tier 2,GM Pause
424,52,1562,Tier 2,GM Pause
190,17,5240,Tier 2,GM Pause
105,9,1957,Tier 2,GM Pause
93,3,1297,Tier 2,GM Pause
9,61,5725,Tier 2,GM Pause
285,75,2419,Tier 2,GM Pause
173,17,2284,Tier 2,GM Pause
85,6,1042,Tier 2,GM Pause
400,56,2831,Tier 2,GM Pause
167,22,3252,Tier 2,GM Pause
381,54,4653,Tier 2,GM Pause
450,56,2030,Tier 2,GM Pause
459,57,5140,Tier 2,GM Pause
800,29,3692,Tier 2,GM Pause
80,6,3886,Tier 2,GM Pause
321,42,358,Tier 2,GM Pause
9,61,4490,Tier 2,GM Pause
77,6,290,Tier 2,GM Pause
37,4,586,Tier 2,GM Pause
557,61,4180,Tier 2,GM Pause
302,26,1236,Tier 2,GM Pause
208,20,2910,Tier 2,GM Pause
181,16,2530,Tier 2,GM Pause
45,5,3764,Tier 2,GM Pause
74,5,438,Tier 2,GM Pause
232,22,1794,Tier 2,GM Pause
228,17,5360,Tier 2,GM Pause
302,26,7179,Tier 2,GM Pause
473,60,3754,Tier 2,GM Pause
327,42,171,Tier 2,GM Pause
301,26,2000,Tier 2,GM Pause
68,6,351,Tier 2,GM Pause
405,46,1573,Tier 2,GM Pause
9,61,3143,Tier 2,GM Pause
46,5,523,Tier 2,GM Pause
259,41,693,Tier 2,GM Pause
474,60,2485,Tier 2,GM Pause
111,9,1712,Tier 2,GM Pause
430,54,1543,Tier 2,GM Pause
333,40,56,Tier 2,GM Pause
391,47,1200,Tier 2,GM Pause
20,2,4472,Tier 2,GM Pause
152,41,587,Tier 2,GM Pause
279,25,957,Tier 2,GM Pause
263,53,1955,Tier 2,GM Pause
537,72,5789,Tier 2,GM Pause
163,17,2719,Tier 2,GM Pause
209,20,5387,Tier 2,GM Pause
411,47,6392,Tier 2,GM Pause
306,4,4574,Tier 2,GM Pause
439,53,1828,Tier 2,GM Pause
533,64,7308,Tier 2,GM Pause
426,52,1005,Tier 2,GM Pause
189,17,1677,Tier 2,GM Pause
497,59,5371,Tier 2,GM Pause
216,20,2115,Tier 2,GM Pause
239,21,2275,Tier 2,GM Pause
397,61,3655,Tier 2,GM Pause
413,52,2935,Tier 2,GM Pause
476,60,2550,Tier 2,GM Pause
373,46,2778,Tier 2,GM Pause
388,54,986,Tier 2,GM Pause
438,53,1679,Tier 2,GM Pause
225,21,3342,Tier 2,GM Pause
500,59,4545,Tier 2,GM Pause
557,61,3094,Tier 2,GM Pause
373,46,3751,Tier 2,GM Pause
128,13,1342,Tier 2,GM Pause
389,47,1384,Tier 2,GM Pause
546,72,4426,Tier 2,GM Pause
347,44,90,Tier 2,GM Pause
559,72,3617,Tier 2,GM Pause
504,64,6078,Tier 2,GM Pause
438,53,1007,Tier 2,GM Pause
387,46,4601,Tier 2,GM Pause
251,25,1629,Tier 2,GM Pause
26,2,615,Tier 2,GM Pause
97,3,488,Tier 2,GM Pause
294,2,1663,Tier 2,GM Pause
387,46,806,Tier 2,GM Pause
375,46,3428,Tier 2,GM Pause
60,6,5116,Tier 2,GM Pause
45,5,827,Tier 2,GM Pause
455,56,1760,Tier 2,GM Pause
194,17,2405,Tier 2,GM Pause
498,59,3959,Tier 2,GM Pause
541,64,6583,Tier 2,GM Pause
406,47,978,Tier 2,GM Pause
418,52,559,Tier 2,GM Pause
298,26,5320,Tier 2,GM Pause
237,22,1640,Tier 2,GM Pause
426,52,1546,Tier 2,GM Pause
421,52,1473,Tier 2,GM Pause
469,60,2071,Tier 2,GM Pause
335,40,37,Tier 2,GM Pause
298,26,1842,Tier 2,GM Pause
162,17,5777,Tier 2,GM Pause
407,47,558,Tier 2,GM Pause
381,54,1617,Tier 2,GM Pause
455,56,2457,Tier 2,GM Pause
35,2,2265,Tier 2,GM Pause
138,14,1059,Tier 2,GM Pause
512,61,3123,Tier 2,GM Pause
557,61,5109,Tier 2,GM Pause
460,57,2245,Tier 2,GM Pause
317,20,1351,Tier 2,GM Pause
515,61,5691,Tier 2,GM Pause
52,5,3286,Tier 2,GM Pause
320,75,2474,Tier 2,GM Pause
188,17,2844,Tier 2,GM Pause
298,26,1498,Tier 2,GM Pause
180,16,1866,Tier 2,GM Pause
287,75,1525,Tier 2,GM Pause
349,44,893,Tier 2,GM Pause
544,72,5248,Tier 2,GM Pause
229,20,2540,Tier 2,GM Pause
379,47,5341,Tier 2,GM Pause
359,40,40,Tier 2,GM Pause
406,47,1214,Tier 2,GM Pause
309,26,1010,Tier 2,GM Pause
270,25,4641,Tier 2,GM Pause
370,46,4232,Tier 2,GM Pause
291,75,5343,Tier 2,GM Pause
326,42,24,Tier 2,GM Pause
566,59,4591,Tier 2,GM Pause
152,41,668,Tier 2,GM Pause
432,47,776,Tier 2,GM Pause
548,72,4667,Tier 2,GM Pause
28,3,593,Tier 2,GM Pause
18,2,5786,Tier 2,GM Pause
195,17,2088,Tier 2,GM Pause
383,54,1872,Tier 2,GM Pause
329,12,91,Tier 2,GM Pause
401,54,2921,Tier 2,GM Pause
302,26,3825,Tier 2,GM Pause
13,14,4330,Tier 2,GM Pause
391,47,984,Tier 2,GM Pause
413,52,1764,Tier 3,Total Store ISA Pause
444,53,1650,Tier 2,GM Pause
78,6,5460,Tier 2,GM Pause
195,17,2210,Tier 2,GM Pause
253,41,204,Tier 2,GM Pause
110,9,2091,Tier 2,GM Pause
38,4,1017,Tier 2,GM Pause
382,54,1778,Tier 2,GM Pause
401,54,4272,Tier 2,GM Pause
436,53,5444,Tier 2,GM Pause
269,25,1228,Tier 2,GM Pause
496,59,7162,Tier 2,GM Pause
289,75,1687,Tier 2,GM Pause
294,2,2440,Tier 2,GM Pause
541,64,6590,Tier 2,GM Pause
275,25,1451,Tier 2,GM Pause
367,46,3807,Tier 2,GM Pause
510,61,3845,Tier 2,GM Pause
433,47,3823,Tier 2,GM Pause
569,6,456,Tier 2,GM Pause
242,41,1053,Tier 2,GM Pause
287,75,3869,Tier 2,GM Pause
102,72,2392,Tier 2,GM Pause
301,26,4459,Tier 2,GM Pause
189,17,2874,Tier 2,GM Pause
470,60,2314,Tier 2,GM Pause
214,20,2316,Tier 2,GM Pause
16,3,1112,Tier 2,GM Pause
554,59,3072,Tier 2,GM Pause
159,16,2336,Tier 2,GM Pause
141,13,785,Tier 2,GM Pause
533,64,2877,Tier 2,GM Pause
554,59,3070,Tier 2,GM Pause
372,46,2768,Tier 2,GM Pause
114,9,713,Tier 2,GM Pause
457,56,5629,Tier 2,GM Pause
481,61,5605,Tier 2,GM Pause
227,20,5088,Tier 2,GM Pause
468,56,2069,Tier 2,GM Pause
367,46,1149,Tier 2,GM Pause
223,21,2124,Tier 2,GM Pause
388,54,5232,Tier 2,GM Pause
269,25,4177,Tier 2,GM Pause
388,54,921,Tier 2,GM Pause
412,52,2957,Tier 2,GM Pause
327,42,339,Tier 2,GM Pause
157,16,2222,Tier 2,GM Pause
167,22,3541,Tier 2,GM Pause
534,72,2686,Tier 2,GM Pause
432,47,3267,Tier 2,GM Pause
121,2,4635,Tier 2,GM Pause
284,75,5450,Tier 2,GM Pause
449,57,5337,Tier 2,GM Pause
429,47,790,Tier 2,GM Pause
488,72,3011,Tier 2,GM Pause
378,54,2729,Tier 2,GM Pause
36,4,1037,Tier 2,GM Pause
500,59,3456,Tier 2,GM Pause
138,14,183,Tier 2,GM Pause
476,60,3742,Tier 2,GM Pause
111,9,3372,Tier 2,GM Pause
422,52,3404,Tier 2,GM Pause
275,25,3210,Tier 2,GM Pause
534,72,5837,Tier 2,GM Pause
206,19,2692,Tier 2,GM Pause
229,20,2287,Tier 2,GM Pause
405,46,4678,Tier 2,GM Pause
302,26,3864,Tier 2,GM Pause
542,64,4605,Tier 2,GM Pause
378,54,5051,Tier 2,GM Pause
419,52,1609,Tier 2,GM Pause
312,75,1301,Tier 2,GM Pause
510,61,3315,Tier 2,GM Pause
533,64,2875,Tier 2,GM Pause
37,4,643,Tier 2,GM Pause
477,60,5440,Tier 2,GM Pause
505,46,512,Tier 2,GM Pause
228,17,3514,Tier 2,GM Pause
412,52,1632,Tier 2,GM Pause
63,6,5959,Tier 2,GM Pause
254,41,1263,Tier 2,GM Pause
373,46,4451,Tier 2,GM Pause
452,56,2697,Tier 2,GM Pause
475,60,1870,Tier 2,GM Pause
546,72,6732,Tier 2,GM Pause
293,75,2436,Tier 2,GM Pause
429,47,598,Tier 2,GM Pause
111,9,1513,Tier 2,GM Pause
407,47,418,Tier 2,GM Pause
509,59,6264,Tier 2,GM Pause
506,6,3057,Tier 2,GM Pause
397,61,5306,Tier 2,GM Pause
278,25,1713,Tier 2,GM Pause
254,41,5236,Tier 2,GM Pause
279,25,633,Tier 2,GM Pause
70,46,900,Tier 2,GM Pause
46,5,345,Tier 2,GM Pause
421,52,4374,Tier 2,GM Pause
526,64,3385,Tier 2,GM Pause
528,64,3450,Tier 2,GM Pause
46,5,180,Tier 2,GM Pause
335,40,95,Tier 2,GM Pause
333,40,1009,Tier 2,GM Pause
131,13,2822,Tier 2,GM Pause
510,61,5349,Tier 2,GM Pause
160,16,2366,Tier 2,GM Pause
270,25,1377,Tier 2,GM Pause
534,72,3479,Tier 2,GM Pause
96,72,5132,Tier 2,GM Pause
209,20,1857,Tier 2,GM Pause
542,64,3743,Tier 2,GM Pause
101,3,2626,Tier 2,GM Pause
205,19,1798,Tier 2,GM Pause
533,64,3637,Tier 2,GM Pause
235,20,2611,Tier 2,GM Pause
378,54,4599,Tier 2,GM Pause
554,59,3069,Tier 2,GM Pause
309,26,1133,Tier 2,GM Pause
537,72,4579,Tier 2,GM Pause
327,42,167,Tier 2,GM Pause
275,25,609,Tier 2,GM Pause
68,6,400,Tier 2,GM Pause
21,2,3627,Tier 2,GM Pause
216,20,1937,Tier 2,GM Pause
165,22,2254,Tier 3,Total Store ISA Pause
154,16,1984,Tier 2,GM Pause
209,20,3250,Tier 2,GM Pause
378,54,1008,Tier 2,GM Pause
151,12,735,Tier 2,GM Pause
476,60,2947,Tier 2,GM Pause
48,5,3431,Tier 2,GM Pause
315,75,4682,Tier 2,GM Pause
503,6,140,Tier 2,GM Pause
399,56,2862,Tier 2,GM Pause
473,60,1947,Tier 2,GM Pause
143,13,1088,Tier 2,GM Pause
97,3,5172,Tier 2,GM Pause
399,56,2508,Tier 2,GM Pause
442,53,3322,Tier 2,GM Pause
181,16,4389,Tier 2,GM Pause
800,29,3399,Tier 2,GM Pause
121,2,676,Tier 2,GM Pause
90,9,5214,Tier 2,GM Pause
350,44,232,Tier 2,GM Pause
264,25,1553,Tier 2,GM Pause
345,44,3055,Tier 2,GM Pause
415,52,1506,Tier 2,GM Pause
315,75,1350,Tier 2,GM Pause
468,56,1834,Tier 2,GM Pause
491,61,5855,Tier 2,GM Pause
545,72,5653,Tier 2,GM Pause
549,72,525,Tier 2,GM Pause
179,16,2047,Tier 2,GM Pause
526,64,5960,Tier 2,GM Pause
173,17,3546,Tier 2,GM Pause
159,16,2122,Tier 2,GM Pause
118,9,3349,Tier 2,GM Pause
503,6,236,Tier 2,GM Pause
409,44,346,Tier 2,GM Pause
73,46,898,Tier 2,GM Pause
130,13,428,Tier 2,GM Pause
515,61,4762,Tier 2,GM Pause
418,52,797,Tier 2,GM Pause
180,16,2183,Tier 2,GM Pause
239,21,1745,Tier 2,GM Pause
138,14,411,Tier 2,GM Pause
195,17,2107,Tier 2,GM Pause
4,12,118,Tier 2,GM Pause
292,75,5227,Tier 2,GM Pause
356,44,4637,Tier 2,GM Pause
32,3,1367,Tier 2,GM Pause
581,57,2536,Tier 2,GM Pause
154,16,2901,Tier 2,GM Pause
475,60,2476,Tier 2,GM Pause
490,61,3175,Tier 2,GM Pause
181,16,2369,Tier 2,GM Pause
361,40,2856,Tier 2,GM Pause
421,52,1738,Tier 2,GM Pause
131,13,1136,Tier 2,GM Pause
97,3,858,Tier 2,GM Pause
243,25,2691,Tier 2,GM Pause
77,6,478,Tier 2,GM Pause
227,20,1948,Tier 2,GM Pause
326,42,8,Tier 2,GM Pause
507,64,5840,Tier 2,GM Pause
491,61,3173,Tier 2,GM Pause
477,60,1793,Tier 2,GM Pause
128,13,803,Tier 2,GM Pause
498,59,7296,Tier 2,GM Pause
429,47,5170,Tier 2,GM Pause
65,6,768,Tier 2,GM Pause
548,72,3013,Tier 2,GM Pause
550,61,3050,Tier 2,GM Pause
228,17,1656,Tier 2,GM Pause
494,59,5297,Tier 2,GM Pause
9,61,4264,Tier 2,GM Pause
351,44,121,Tier 2,GM Pause
284,75,2555,Tier 2,GM Pause
74,5,1249,Tier 2,GM Pause
537,72,3723,Tier 2,GM Pause
441,53,1176,Tier 2,GM Pause
302,26,7009,Tier 2,GM Pause
327,42,289,Tier 2,GM Pause
541,64,5310,Tier 2,GM Pause
235,20,5379,Tier 2,GM Pause
94,3,1079,Tier 2,GM Pause
71,46,2653,Tier 2,GM Pause
273,25,454,Tier 2,GM Pause
559,72,5988,Tier 2,GM Pause
243,25,1180,Tier 2,GM Pause
104,9,967,Tier 2,GM Pause
243,25,922,Tier 2,GM Pause
66,13,383,Tier 2,GM Pause
558,22,4456,Tier 2,GM Pause
401,54,3848,Tier 2,GM Pause
485,59,6585,Tier 2,GM Pause
176,17,5867,Tier 2,GM Pause
73,46,897,Tier 2,GM Pause
202,19,3791,Tier 2,GM Pause
491,61,3172,Tier 2,GM Pause
345,44,207,Tier 2,GM Pause
84,6,463,Tier 2,GM Pause
478,60,3239,Tier 2,GM Pause
144,12,1248,Tier 3,Total Store ISA Pause
351,44,123,Tier 2,GM Pause
127,42,448,Tier 2,GM Pause
440,53,1908,Tier 2,GM Pause
427,54,4352,Tier 2,GM Pause
406,47,592,Tier 2,GM Pause
554,59,3074,Tier 2,GM Pause
391,47,1896,Tier 2,GM Pause
135,42,1109,Tier 2,GM Pause
327,42,102,Tier 2,GM Pause
439,53,1727,Tier 2,GM Pause
545,72,6531,Tier 2,GM Pause
498,59,5143,Tier 2,GM Pause
146,41,64,Tier 2,GM Pause
406,47,419,Tier 2,GM Pause
467,60,5853,Tier 2,GM Pause
415,52,753,Tier 2,GM Pause
462,57,1922,Tier 2,GM Pause
361,40,326,Tier 2,GM Pause
423,52,1786,Tier 2,GM Pause
418,52,784,Tier 2,GM Pause
258,41,1247,Tier 2,GM Pause
430,54,3237,Tier 2,GM Pause
504,64,5657,Tier 2,GM Pause
425,53,2812,Tier 2,GM Pause
474,60,4394,Tier 2,GM Pause
290,75,1524,Tier 2,GM Pause
375,46,826,Tier 2,GM Pause
284,75,2041,Tier 2,GM Pause
391,47,4335,Tier 2,GM Pause
282,75,2435,Tier 2,GM Pause
537,72,7317,Tier 2,GM Pause
325,42,133,Tier 2,GM Pause
460,57,2952,Tier 2,GM Pause
381,54,4471,Tier 2,GM Pause
258,41,1743,Tier 2,GM Pause
585,47,4734,Tier 2,GM Pause
315,75,1335,Tier 2,GM Pause
379,47,4567,Tier 2,GM Pause
74,5,601,Tier 2,GM Pause
344,44,150,Tier 2,GM Pause
397,61,4339,Tier 2,GM Pause
585,47,5957,Tier 2,GM Pause
201,19,2010,Tier 2,GM Pause
320,75,1522,Tier 2,GM Pause
392,56,2617,Tier 2,GM Pause
502,59,3156,Tier 2,GM Pause
135,42,1110,Tier 2,GM Pause
184,16,1796,Tier 2,GM Pause
444,53,5438,Tier 2,GM Pause
505,46,2201,Tier 2,GM Pause
438,53,5397,Tier 2,GM Pause
498,59,4528,Tier 2,GM Pause
436,53,1819,Tier 2,GM Pause
471,60,2450,Tier 2,GM Pause
581,57,5859,Tier 2,GM Pause
289,75,3644,Tier 2,GM Pause
111,9,4690,Tier 2,GM Pause
120,2,1458,Tier 2,GM Pause
419,52,4849,Tier 2,GM Pause
9,61,3357,Tier 2,GM Pause
44,5,5147,Tier 2,GM Pause
284,75,1736,Tier 2,GM Pause
372,46,2112,Tier 2,GM Pause
172,17,5295,Tier 2,GM Pause
454,56,4393,Tier 2,GM Pause
77,6,4103,Tier 2,GM Pause
474,60,4395,Tier 2,GM Pause
320,75,1544,Tier 2,GM Pause
396,57,1584,Tier 2,GM Pause
279,25,830,Tier 2,GM Pause
538,72,5693,Tier 2,GM Pause
508,75,1717,Tier 2,GM Pause
302,26,3701,Tier 2,GM Pause
383,54,2147,Tier 2,GM Pause
229,20,1885,Tier 2,GM Pause
65,6,1040,Tier 2,GM Pause
156,16,1918,Tier 2,GM Pause
316,20,1450,Tier 2,GM Pause
412,52,3758,Tier 2,GM Pause
103,72,5615,Tier 2,GM Pause
251,25,1013,Tier 2,GM Pause
383,54,2259,Tier 2,GM Pause
82,5,4163,Tier 2,GM Pause
449,57,1815,Tier 2,GM Pause
14,14,1605,Tier 2,GM Pause
196,53,1936,Tier 2,GM Pause
184,16,1907,Tier 2,GM Pause
383,54,4247,Tier 2,GM Pause
102,72,5453,Tier 2,GM Pause
512,61,3022,Tier 2,GM Pause
101,3,1083,Tier 2,GM Pause
447,57,2507,Tier 2,GM Pause
439,53,1471,Tier 2,GM Pause
118,9,778,Tier 2,GM Pause
534,72,5738,Tier 2,GM Pause
349,44,420,Tier 2,GM Pause
73,46,537,Tier 2,GM Pause
509,59,6176,Tier 2,GM Pause
94,3,860,Tier 2,GM Pause
391,47,3227,Tier 2,GM Pause
257,41,1190,Tier 2,GM Pause
152,41,1376,Tier 2,GM Pause
504,64,3521,Tier 2,GM Pause
551,61,3101,Tier 2,GM Pause
128,13,4129,Tier 2,GM Pause
349,44,5071,Tier 2,GM Pause
188,17,3583,Tier 3,Total Store ISA Pause
421,52,3806,Tier 2,GM Pause
115,9,769,Tier 2,GM Pause
533,64,2393,Tier 2,GM Pause
233,22,4404,Tier 2,GM Pause
90,9,4332,Tier 2,GM Pause
455,56,4309,Tier 2,GM Pause
453,56,2553,Tier 2,GM Pause
103,72,2907,Tier 3,Total Store ISA Pause
534,72,3164,Tier 2,GM Pause
156,16,2267,Tier 2,GM Pause
413,52,1393,Tier 2,GM Pause
246,21,5403,Tier 2,GM Pause
27,3,7194,Tier 2,GM Pause
108,9,1398,Tier 2,GM Pause
285,75,2931,Tier 2,GM Pause
213,19,1445,Tier 2,GM Pause
253,41,736,Tier 2,GM Pause
481,61,3179,Tier 2,GM Pause
152,41,308,Tier 2,GM Pause
317,20,1477,Tier 2,GM Pause
538,72,6971,Tier 2,GM Pause
542,64,4367,Tier 2,GM Pause
432,47,4568,Tier 2,GM Pause
329,12,128,Tier 2,GM Pause
96,72,5365,Tier 2,GM Pause
426,52,1625,Tier 2,GM Pause
436,53,2192,Tier 2,GM Pause
92,9,771,Tier 2,GM Pause
507,64,4655,Tier 2,GM Pause
336,40,895,Tier 2,GM Pause
474,60,3472,Tier 2,GM Pause
21,2,2811,Tier 2,GM Pause
485,59,6500,Tier 2,GM Pause
205,19,4243,Tier 2,GM Pause
285,75,2791,Tier 2,GM Pause
542,64,4373,Tier 2,GM Pause
263,53,802,Tier 2,GM Pause
365,57,5342,Tier 2,GM Pause
436,53,4281,Tier 2,GM Pause
359,40,189,Tier 2,GM Pause
190,17,3221,Tier 2,GM Pause
311,20,2761,Tier 2,GM Pause
61,6,527,Tier 2,GM Pause
538,72,3111,Tier 2,GM Pause
415,52,750,Tier 2,GM Pause
235,20,5446,Tier 2,GM Pause
267,25,3725,Tier 2,GM Pause
76,5,248,Tier 2,GM Pause
68,6,3390,Tier 2,GM Pause
132,13,309,Tier 2,GM Pause
373,46,2671,Tier 2,GM Pause
243,25,1160,Tier 2,GM Pause
462,57,2288,Tier 2,GM Pause
325,42,33,Tier 2,GM Pause
472,60,2196,Tier 2,GM Pause
429,47,637,Tier 2,GM Pause
299,26,5743,Tier 2,GM Pause
217,21,1990,Tier 2,GM Pause
412,52,5806,Tier 3,Total Store ISA Pause
260,41,519,Tier 2,GM Pause
321,42,209,Tier 2,GM Pause
414,52,581,Tier 2,GM Pause
380,47,3566,Tier 2,GM Pause
269,25,5199,Tier 2,GM Pause
389,47,1019,Tier 2,GM Pause
232,22,2481,Tier 3,Total Store ISA Pause
470,60,2308,Tier 2,GM Pause
146,41,675,Tier 2,GM Pause
382,54,2608,Tier 2,GM Pause
460,57,2527,Tier 2,GM Pause
216,20,2078,Tier 2,GM Pause
367,46,5858,Tier 2,GM Pause
47,44,226,Tier 2,GM Pause
190,17,1976,Tier 2,GM Pause
104,9,994,Tier 2,GM Pause
357,40,78,Tier 2,GM Pause
110,9,1680,Tier 2,GM Pause
365,57,1474,Tier 2,GM Pause
213,19,2613,Tier 2,GM Pause
268,25,2815,Tier 2,GM Pause
438,53,971,Tier 2,GM Pause
64,6,2066,Tier 2,GM Pause
149,12,695,Tier 2,GM Pause
152,41,674,Tier 2,GM Pause
543,64,4586,Tier 2,GM Pause
418,52,1475,Tier 2,GM Pause
159,16,2128,Tier 2,GM Pause
228,17,3429,Tier 2,GM Pause
325,42,296,Tier 2,GM Pause
811,29,2721,Tier 2,GM Pause
472,60,2319,Tier 2,GM Pause
353,44,277,Tier 2,GM Pause
414,52,1787,Tier 2,GM Pause
465,57,4101,Tier 2,GM Pause
4,12,273,Tier 2,GM Pause
321,42,230,Tier 2,GM Pause
251,25,902,Tier 2,GM Pause
360,40,234,Tier 2,GM Pause
334,42,267,Tier 2,GM Pause
549,72,5819,Tier 2,GM Pause
13,14,3271,Tier 2,GM Pause
534,72,3654,Tier 2,GM Pause
316,20,2610,Tier 2,GM Pause
378,54,5033,Tier 2,GM Pause
154,16,2797,Tier 2,GM Pause
270,25,1211,Tier 2,GM Pause
290,75,5847,Tier 2,GM Pause
469,60,4359,Tier 2,GM Pause
18,2,1403,Tier 2,GM Pause
419,52,1447,Tier 2,GM Pause
320,75,2809,Tier 2,GM Pause
477,60,1843,Tier 2,GM Pause
196,53,2434,Tier 2,GM Pause
452,56,3352,Tier 2,GM Pause
316,20,2849,Tier 2,GM Pause
336,40,65,Tier 2,GM Pause
283,75,2357,Tier 2,GM Pause
361,40,573,Tier 2,GM Pause
258,41,552,Tier 2,GM Pause
280,75,4423,Tier 2,GM Pause
91,9,1374,Tier 2,GM Pause
422,52,1952,Tier 2,GM Pause
422,52,2643,Tier 2,GM Pause
48,5,220,Tier 2,GM Pause
140,13,903,Tier 2,GM Pause
4,12,274,Tier 2,GM Pause
471,60,2595,Tier 2,GM Pause
397,61,3355,Tier 2,GM Pause
433,47,2847,Tier 2,GM Pause
80,6,452,Tier 2,GM Pause
101,3,1225,Tier 2,GM Pause
458,57,3524,Tier 2,GM Pause
440,53,2813,Tier 2,GM Pause
76,5,7156,Tier 2,GM Pause
419,52,1634,Tier 2,GM Pause
320,75,1714,Tier 2,GM Pause
310,26,1774,Tier 2,GM Pause
500,59,4157,Tier 2,GM Pause
183,16,2659,Tier 2,GM Pause
383,54,1901,Tier 2,GM Pause
396,57,2593,Tier 2,GM Pause
119,2,619,Tier 2,GM Pause
544,72,3990,Tier 2,GM Pause
433,47,885,Tier 2,GM Pause
558,22,3266,Tier 2,GM Pause
385,46,824,Tier 2,GM Pause
317,20,4278,Tier 2,GM Pause
170,22,2445,Tier 2,GM Pause
118,9,1874,Tier 2,GM Pause
344,44,221,Tier 2,GM Pause
496,59,7137,Tier 2,GM Pause
46,5,165,Tier 2,GM Pause
256,41,445,Tier 2,GM Pause
296,26,5346,Tier 2,GM Pause
181,16,2332,Tier 2,GM Pause
93,3,4368,Tier 2,GM Pause
467,60,4137,Tier 2,GM Pause
415,52,646,Tier 2,GM Pause
388,54,1808,Tier 2,GM Pause
446,57,2032,Tier 2,GM Pause
585,47,2293,Tier 2,GM Pause
254,41,694,Tier 2,GM Pause
98,3,3702,Tier 2,GM Pause
66,13,469,Tier 2,GM Pause
48,5,4509,Tier 2,GM Pause
381,54,1412,Tier 2,GM Pause
476,60,1876,Tier 2,GM Pause
30,3,1143,Tier 2,GM Pause
231,22,3228,Tier 2,GM Pause
184,16,1753,Tier 2,GM Pause
216,20,2823,Tier 2,GM Pause
361,40,363,Tier 2,GM Pause
418,52,1241,Tier 2,GM Pause
388,54,1550,Tier 2,GM Pause
105,9,1119,Tier 2,GM Pause
421,52,1865,Tier 2,GM Pause
526,64,4366,Tier 2,GM Pause
317,20,1360,Tier 2,GM Pause
550,61,2590,Tier 2,GM Pause
263,53,958,Tier 2,GM Pause
479,5,3773,Tier 2,GM Pause
231,22,2502,Tier 2,GM Pause
70,46,793,Tier 2,GM Pause
101,3,1219,Tier 2,GM Pause
229,20,1820,Tier 2,GM Pause
282,75,1875,Tier 2,GM Pause
127,42,116,Tier 2,GM Pause
325,42,58,Tier 2,GM Pause
469,60,2710,Tier 2,GM Pause
562,64,5353,Tier 2,GM Pause
269,25,1404,Tier 2,GM Pause
502,59,3157,Tier 2,GM Pause
231,22,1792,Tier 2,GM Pause
284,75,5436,Tier 2,GM Pause
509,59,3622,Tier 2,GM Pause
184,16,3549,Tier 2,GM Pause
196,53,2358,Tier 2,GM Pause
379,47,905,Tier 2,GM Pause
82,5,4130,Tier 2,GM Pause
19,2,3741,Tier 3,Total Store ISA Pause
234,22,1823,Tier 2,GM Pause
294,2,1795,Tier 2,GM Pause
389,47,1273,Tier 2,GM Pause
112,9,3197,Tier 2,GM Pause
470,60,3149,Tier 2,GM Pause
464,57,3248,Tier 3,Total Store ISA Pause
401,54,3454,Tier 2,GM Pause
381,54,1456,Tier 2,GM Pause
387,46,4341,Tier 2,GM Pause
160,16,2157,Tier 2,GM Pause
384,46,3596,Tier 2,GM Pause
85,6,951,Tier 2,GM Pause
129,13,311,Tier 2,GM Pause
394,57,1559,Tier 2,GM Pause
203,19,2866,Tier 2,GM Pause
61,6,529,Tier 2,GM Pause
347,44,50,Tier 2,GM Pause
214,20,4255,Tier 2,GM Pause
418,52,1621,Tier 2,GM Pause
543,64,6588,Tier 2,GM Pause
293,75,1867,Tier 2,GM Pause
213,19,1429,Tier 2,GM Pause
