Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category,Store-UPC
781,MARBLE FALLS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,7817874208819
781,MARBLE FALLS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,7817874206990
781,MARBLE FALLS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,7817874222690
781,MARBLE FALLS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,7817874222689
781,MARBLE FALLS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,7817874229660
781,MARBLE FALLS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,7817874201467
781,MARBLE FALLS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,7817874206209
781,MARBLE FALLS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,7817874206203
781,MARBLE FALLS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,7811630022001
781,MARBLE FALLS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,7811630022005
781,MARBLE FALLS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,7811630022006
781,MARBLE FALLS,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,7813120003469
781,MARBLE FALLS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,7817874235188
781,MARBLE FALLS,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,7817874235189
781,MARBLE FALLS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,7817874235202
781,MARBLE FALLS,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,7817874235203
781,MARBLE FALLS,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk,7814127100411
781,MARBLE FALLS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,7817874235186
781,MARBLE FALLS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,7817874235200
781,MARBLE FALLS,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk,7817002635126
781,MARBLE FALLS,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk,7814127100356
782,UVALDE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,7827294561103
782,UVALDE,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,7827874235327
782,UVALDE,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,7827874243020
782,UVALDE,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,7827874207964
782,UVALDE,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,7827874221730
782,UVALDE,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,7827874237458
782,UVALDE,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,7827874206773
782,UVALDE,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,7827874243021
782,UVALDE,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,7827874209747
782,UVALDE,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,7827874243019
782,UVALDE,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,7827874211907
782,UVALDE,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,7827874243022
782,UVALDE,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,7827874214878
782,UVALDE,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,7824171623216
782,UVALDE,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,7827874206257
782,UVALDE,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women,7827874235228
782,UVALDE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women,7827874222979
782,UVALDE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,7827874212237
782,UVALDE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,7827874237167
782,UVALDE,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,7827874208819
782,UVALDE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,7827874206990
782,UVALDE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,7827874222690
782,UVALDE,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,7827874222689
782,UVALDE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,7827874229660
782,UVALDE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,7827874201467
782,UVALDE,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,7827874206209
782,UVALDE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,7827874206203
782,UVALDE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,7821630022001
782,UVALDE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,7821630022005
782,UVALDE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,7821630022006
782,UVALDE,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,7823120003469
782,UVALDE,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,7827874235188
782,UVALDE,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,7827874235189
782,UVALDE,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,7827874235202
782,UVALDE,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,7827874235203
782,UVALDE,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk,7824127100411
782,UVALDE,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,7827874235186
782,UVALDE,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,7827874235200
782,UVALDE,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk,7827002635126
782,UVALDE,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk,7824127100356
789,MESQUITE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,7897294561103
789,MESQUITE,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,7897874235327
789,MESQUITE,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,7897874243020
789,MESQUITE,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,7897874207964
789,MESQUITE,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,7897874221730
789,MESQUITE,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,7897874237458
789,MESQUITE,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,7897874206773
789,MESQUITE,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,7897874243021
789,MESQUITE,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,7897874209747
789,MESQUITE,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,7897874243019
789,MESQUITE,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,7897874211907
789,MESQUITE,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,7897874243022
789,MESQUITE,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,7897874214878
789,MESQUITE,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,7894171623216
789,MESQUITE,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,7897874206257
789,MESQUITE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women,7897874222979
789,MESQUITE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,7897874212237
789,MESQUITE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,7897874237167
789,MESQUITE,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,7897874208819
789,MESQUITE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,7897874206990
789,MESQUITE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,7897874222690
789,MESQUITE,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,7897874222689
789,MESQUITE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,7897874229660
789,MESQUITE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,7897874201467
789,MESQUITE,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,7897874206209
789,MESQUITE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,7897874206203
789,MESQUITE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,7891630022001
789,MESQUITE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,7891630022005
789,MESQUITE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,7891630022006
789,MESQUITE,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,7893120003469
789,MESQUITE,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,7897874235188
789,MESQUITE,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,7897874235189
789,MESQUITE,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,7897874235202
789,MESQUITE,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,7897874235203
789,MESQUITE,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk,7897206000012
789,MESQUITE,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,7897874235186
789,MESQUITE,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,7897874235200
789,MESQUITE,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk,7897206000055
789,MESQUITE,Milk,Skim Milk Quart,PRAIRIE FARMS HILAND SKIM QT-032OZ,7206000086,52,1,,Milk,7897206000086
791,ALICE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,7917294561103
791,ALICE,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,7917874235327
791,ALICE,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,7917874243020
791,ALICE,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,7917874207964
791,ALICE,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,7917874221730
791,ALICE,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,7917874237458
791,ALICE,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,7917874206773
791,ALICE,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,7917874243021
791,ALICE,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,7917874209747
791,ALICE,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,7917874243019
791,ALICE,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,7917874211907
791,ALICE,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,7917874243022
791,ALICE,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,7917874214878
791,ALICE,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,7914171623216
791,ALICE,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,7917874206257
791,ALICE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,7917874212237
791,ALICE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,7917874237167
791,ALICE,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,7917874208819
791,ALICE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,7917874206990
791,ALICE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,7917874222690
791,ALICE,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,7917874222689
791,ALICE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,7917874229660
791,ALICE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,7917874201467
791,ALICE,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,7917874206209
791,ALICE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,7917874206203
791,ALICE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,7911630022001
791,ALICE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,7911630022005
791,ALICE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,7911630022006
791,ALICE,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,7913120003469
791,ALICE,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,7917874235188
791,ALICE,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,7917874235189
791,ALICE,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,7917874235202
791,ALICE,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,7917874235203
791,ALICE,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk,7914127100411
791,ALICE,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,7917874235186
791,ALICE,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,7917874235200
791,ALICE,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk,7917002635126
791,ALICE,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk,7914127100356
791,ALICE,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk,7914127100356
793,CANYON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,7937294561103
793,CANYON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,7937874235327
793,CANYON,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,7937874243020
793,CANYON,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,7937874207964
793,CANYON,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,7937874221730
793,CANYON,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,7937874237458
793,CANYON,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,7937874206773
793,CANYON,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,7937874243021
793,CANYON,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,7937874209747
793,CANYON,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,7937874243019
793,CANYON,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,7937874211907
793,CANYON,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,7937874243022
793,CANYON,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,7937874214878
793,CANYON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,7934171623216
793,CANYON,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,7937874206257
793,CANYON,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women,7937874235228
793,CANYON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,7937874212237
793,CANYON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,7937874237167
793,CANYON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,7937874208819
793,CANYON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,7937874206990
793,CANYON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,7937874222690
793,CANYON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,7937874222689
793,CANYON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,7937874229660
793,CANYON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,7937874201467
793,CANYON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,7937874206209
793,CANYON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,7937874206203
793,CANYON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,7931630022001
793,CANYON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,7931630022005
793,CANYON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,7931630022006
793,CANYON,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,7933120003469
793,CANYON,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,7937874235188
793,CANYON,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,7937874235189
793,CANYON,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,7937874235202
793,CANYON,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,7937874235203
793,CANYON,Milk,Whole Milk Quart,DFA GANDYS WHOLE QT-032OZ,7265000003,50,1,,Milk,7937265000003
793,CANYON,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,7937874235186
793,CANYON,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,7937874235200
793,CANYON,Milk,1% Milk Quart,DFA GANDYS 1% QT-032OZ,7265000079,52,1,,Milk,7937265000079
793,CANYON,Milk,Skim Milk Quart,Plains Fat Free Milk Quart- 7104400083,7104400083,52,1,,Milk,7937104400083
793,CANYON,Milk,Skim Milk Quart,PLAINS SKIM QT-032OZ,7104400083,52,1,,Milk,7937104400083
793,CANYON,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,7265000052,1,3,,Milk,7937265000052
804,MINERAL WELLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,8047294561103
804,MINERAL WELLS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,8047874235327
804,MINERAL WELLS,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,8047874243020
804,MINERAL WELLS,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,8047874207964
804,MINERAL WELLS,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,8047874221730
804,MINERAL WELLS,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,8047874237458
804,MINERAL WELLS,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,8047874206773
804,MINERAL WELLS,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,8047874243021
804,MINERAL WELLS,Cheese,Cheese,GV Mont Jack - 2 lb,7874209747,2,12,,Cheese,8047874209747
804,MINERAL WELLS,Cheese,Cheese,GV Mozzarella - 1 lb,7874243019,2,12,,Cheese,8047874243019
804,MINERAL WELLS,Cheese,Cheese,GV Mozzarella -2 lb,7874211907,2,12,,Cheese,8047874211907
804,MINERAL WELLS,Cheese,Cheese,GV Sharp Cheddar 1lb,7874243022,2,12,,Cheese,8047874243022
804,MINERAL WELLS,Cheese,Cheese,GV Sharp Cheddar 2lb,7874214878,2,12,,Cheese,8047874214878
804,MINERAL WELLS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese,8044171623216
804,MINERAL WELLS,Cheese,Cheese,GV XSharp Cheddar 1lb,7874206257,2,12,,Cheese,8047874206257
804,MINERAL WELLS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women,8047874235228
804,MINERAL WELLS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women,8047874222979
804,MINERAL WELLS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women,8047874212237
804,MINERAL WELLS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women,8047874237167
804,MINERAL WELLS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children,8047874208819
804,MINERAL WELLS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children,8047874206990
804,MINERAL WELLS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,7874222690,4,4,,Juice - Children,8047874222690
804,MINERAL WELLS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children,8047874222689
804,MINERAL WELLS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children,8047874229660
804,MINERAL WELLS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children,8047874201467
804,MINERAL WELLS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children,8047874206209
804,MINERAL WELLS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children,8047874206203
804,MINERAL WELLS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women,8041630022001
804,MINERAL WELLS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women,8041630022005
804,MINERAL WELLS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women,8041630022006
804,MINERAL WELLS,Juice  ,Cranberry 64 oz,OS Cranberry 64 oz,3120003469,4,4,,Juice - Children,8043120003469
804,MINERAL WELLS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk,8047874235188
804,MINERAL WELLS,Milk,Skim Milk Gallon,GV Skim Milk Gallon,7874235189,1,2,,Milk,8047874235189
804,MINERAL WELLS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk,8047874235202
804,MINERAL WELLS,Milk,Skim Milk Half Gallon ,GV Skim Milk Half Gallon,7874235203,1,6,,Milk,8047874235203
804,MINERAL WELLS,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk,8044127100411
804,MINERAL WELLS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk,8047874235186
804,MINERAL WELLS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk,8047874235200
804,MINERAL WELLS,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk,8047002635126
804,MINERAL WELLS,Milk,1% Quart Milk,Oak Farms LF 1% Quart,7002635126,52,1,,Milk,8047002635126
804,MINERAL WELLS,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk,8044127100356
807,NORTH RICHLAND HILLS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread,8077294561103
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese,8077874235327
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Colby 1lb,7874243020,2,12,,Cheese,8077874243020
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Colby Jack 1 lb,7874207964,2,12,,Cheese,8077874207964
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Med Cheddar 1lb,7874221730,2,12,,Cheese,8077874221730
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mild Cheddar 1lb,7874237458,2,12,,Cheese,8077874237458
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mild Cheddar 2lb,7874206773,2,12,,Cheese,8077874206773
807,NORTH RICHLAND HILLS,Cheese,Cheese,GV Mont Jack - 1 lb,7874243021,2,12,,Cheese,8077874243021
