STORE_NBR,WeekNumber,ITEM1_DESC,ITEM_NBR,TY_Projection,LY_UNITS,LLY_UNITS
3406,39,12CT WHITE CUPCAKES,9804080,4.8,4,8
2196,39,24CT CPCK ASRT BCRM,9873326,4.8,4,2
1520,39,24CT CPCK ASRT BCRM,9873326,4.8,4,2
1180,39,6CT WHITE CUPCAKES,568472602,4.8,4,0
2023,39,6CT ASRT CUPCAKES,568472664,4.8,4,0
9,39,6CT WHITE CUPCAKES,568472602,4.8,4,0
2424,39,24CT CPCK ASRT BCRM,9873326,4.8,4,0
1499,39,6CT WHITE CUPCAKES,568472602,4.8,4,2
3516,39,6CT WHITE CUPCAKES,568472602,4.8,4,0
5385,39,12CT WHITE CUPCAKES,9804080,4.8,4,1
2912,39,6CT WHITE CUPCAKES,568472602,4.8,4,0
3525,39,6CT ASRT CUPCAKES,568472664,4.8,4,0
4600,39,24CT CPCK ASRT BCRM,9873326,4.8,4,0
1526,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
1463,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
359,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
2610,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
125,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
5930,39,12CT WHITE CUPCAKES,9804080,4.8,4,0
477,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
3627,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
2255,39,12CT CHOC CUPCAKES,9804094,4.8,4,0
3273,39,12CT WHITE CUPCAKES,9804080,4.8,4,1
1671,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
1356,40,12CT CHOC CUPCAKES,9804094,4.8,4,5
2783,40,12CT CHOC CUPCAKES,9804094,4.8,4,4
1898,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
4273,40,12CT ASRT CUPCAKES,9809315,4.8,4,14
302,40,6CT ASRT CUPCAKES,568472664,4.8,4,1
3623,40,12CT WHITE CUPCAKES,9804080,4.8,4,17
802,40,12CT WHITE CUPCAKES,9804080,4.8,4,12
1650,40,6CT WHITE CUPCAKES,568472602,4.8,4,6
968,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
384,40,12CT WHITE CUPCAKES,9804080,4.8,4,2
1547,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
571,40,6CT ASRT CUPCAKES,568472664,4.8,4,13
529,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
736,40,24CT CPCK ASRT BCRM,9873326,4.8,4,13
5293,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
818,40,12CT WHITE CUPCAKES,9804080,4.8,4,10
3018,40,6CT ASRT CUPCAKES,568472664,4.8,4,12
572,40,6CT ASRT CUPCAKES,568472664,4.8,4,12
2964,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
1316,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
1640,40,12CT CHOC CUPCAKES,9804094,4.8,4,11
4273,40,6CT WHITE CUPCAKES,568472602,4.8,4,14
3483,40,12CT ASRT CUPCAKES,9809315,4.8,4,13
1174,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
2509,40,12CT WHITE CUPCAKES,9804080,4.8,4,4
934,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
3390,40,6CT ASRT CUPCAKES,568472664,4.8,4,1
1274,40,12CT ASRT CUPCAKES,9809315,4.8,4,11
2149,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
5118,40,12CT ASRT CUPCAKES,9809315,4.8,4,7
1505,40,24CT CPCK ASRT BCRM,9873326,4.8,4,20
1037,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
530,40,6CT WHITE CUPCAKES,568472602,4.8,4,14
905,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
2828,40,24CT CPCK ASRT BCRM,9873326,4.8,4,12
5303,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
2774,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
2812,40,12CT CHOC CUPCAKES,9804094,4.8,4,2
5252,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
211,40,6CT ASRT CUPCAKES,568472664,4.8,4,18
3192,40,12CT ASRT CUPCAKES,9809315,4.8,4,28
1607,40,6CT ASRT CUPCAKES,568472664,4.8,4,3
5275,40,12CT WHITE CUPCAKES,9804080,4.8,4,23
1520,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
966,40,12CT CHOC CUPCAKES,9804094,4.8,4,3
295,40,12CT ASRT CUPCAKES,9809315,4.8,4,8
1543,40,6CT WHITE CUPCAKES,568472602,4.8,4,7
3281,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
1205,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
362,40,6CT ASRT CUPCAKES,568472664,4.8,4,24
2619,40,12CT CHOC CUPCAKES,9804094,4.8,4,12
620,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
1434,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
790,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
5369,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
19,40,24CT CPCK ASRT BCRM,9873326,4.8,4,25
1880,40,12CT WHITE CUPCAKES,9804080,4.8,4,2
3624,40,6CT ASRT CUPCAKES,568472664,4.8,4,17
502,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
3422,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
5625,40,12CT CHOC CUPCAKES,9804094,4.8,4,9
2365,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
58,40,24CT CPCK ASRT BCRM,9873326,4.8,4,25
1866,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
4262,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
5115,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
3796,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
927,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
1062,40,12CT WHITE CUPCAKES,9804080,4.8,4,7
1962,40,12CT ASRT CUPCAKES,9809315,4.8,4,53
5458,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
448,40,12CT WHITE CUPCAKES,9804080,4.8,4,23
692,40,6CT ASRT CUPCAKES,568472664,4.8,4,17
1799,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
3523,40,6CT ASRT CUPCAKES,568472664,4.8,4,3
1738,40,12CT WHITE CUPCAKES,9804080,4.8,4,10
3501,40,12CT WHITE CUPCAKES,9804080,4.8,4,2
608,40,24CT CPCK ASRT BCRM,9873326,4.8,4,0
3742,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
5944,40,12CT ASRT CUPCAKES,9809315,4.8,4,6
5987,40,6CT WHITE CUPCAKES,568472602,4.8,4,15
5260,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
5272,40,6CT ASRT CUPCAKES,568472664,4.8,4,42
3894,40,12CT ASRT CUPCAKES,9809315,4.8,4,48
1448,40,24CT CPCK ASRT BCRM,9873326,4.8,4,16
4644,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
1410,40,12CT CHOC CUPCAKES,9804094,4.8,4,2
1614,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
5172,40,12CT WHITE CUPCAKES,9804080,4.8,4,8
3163,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
1770,40,6CT ASRT CUPCAKES,568472664,4.8,4,9
388,40,12CT ASRT CUPCAKES,9809315,4.8,4,30
1570,40,6CT ASRT CUPCAKES,568472664,4.8,4,12
1650,40,12CT WHITE CUPCAKES,9804080,4.8,4,5
530,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
757,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
2125,40,12CT ASRT CUPCAKES,9809315,4.8,4,2
1929,40,6CT WHITE CUPCAKES,568472602,4.8,4,9
6173,40,12CT ASRT CUPCAKES,9809315,4.8,4,56
4350,40,12CT WHITE CUPCAKES,9804080,4.8,4,10
1449,40,12CT ASRT CUPCAKES,9809315,4.8,4,0
2400,40,12CT CHOC CUPCAKES,9804094,4.8,4,8
2771,40,6CT ASRT CUPCAKES,568472664,4.8,4,11
308,40,12CT WHITE CUPCAKES,9804080,4.8,4,16
386,40,12CT WHITE CUPCAKES,9804080,4.8,4,12
1975,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
5881,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
1188,40,6CT ASRT CUPCAKES,568472664,4.8,4,15
5410,40,6CT WHITE CUPCAKES,568472602,4.8,4,9
5320,40,6CT ASRT CUPCAKES,568472664,4.8,4,3
4451,40,6CT ASRT CUPCAKES,568472664,4.8,4,14
7188,40,6CT WHITE CUPCAKES,568472602,4.8,4,10
3112,40,24CT CPCK ASRT BCRM,9873326,4.8,4,12
1007,40,6CT ASRT CUPCAKES,568472664,4.8,4,12
5376,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
2561,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
4435,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
1673,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
2581,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
4065,40,12CT ASRT CUPCAKES,9809315,4.8,4,8
4554,40,12CT WHITE CUPCAKES,9804080,4.8,4,5
1503,40,12CT CHOC CUPCAKES,9804094,4.8,4,2
531,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
2445,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
810,40,12CT CHOC CUPCAKES,9804094,4.8,4,6
1866,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
287,40,12CT ASRT CUPCAKES,9809315,4.8,4,43
815,40,12CT WHITE CUPCAKES,9804080,4.8,4,3
1476,40,6CT WHITE CUPCAKES,568472602,4.8,4,19
2284,40,24CT CPCK ASRT BCRM,9873326,4.8,4,7
1855,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
3274,40,6CT ASRT CUPCAKES,568472664,4.8,4,0
440,40,12CT ASRT CUPCAKES,9809315,4.8,4,48
2027,40,6CT ASRT CUPCAKES,568472664,4.8,4,13
993,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
784,40,6CT ASRT CUPCAKES,568472664,4.8,4,2
4273,40,6CT ASRT CUPCAKES,568472664,4.8,4,20
673,40,6CT WHITE CUPCAKES,568472602,4.8,4,17
216,40,24CT CPCK ASRT BCRM,9873326,4.8,4,20
170,40,12CT ASRT CUPCAKES,9809315,4.8,4,0
1066,40,6CT WHITE CUPCAKES,568472602,4.8,4,7
643,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
1827,40,12CT ASRT CUPCAKES,9809315,4.8,4,1
2910,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
2143,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
5864,40,24CT CPCK ASRT BCRM,9873326,4.8,4,1
5154,40,24CT CPCK ASRT BCRM,9873326,4.8,4,7
529,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
1567,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
1524,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
2104,40,12CT WHITE CUPCAKES,9804080,4.8,4,16
730,40,6CT WHITE CUPCAKES,568472602,4.8,4,13
3454,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
3733,40,6CT ASRT CUPCAKES,568472664,4.8,4,0
3388,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
3297,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
52,40,12CT CHOC CUPCAKES,9804094,4.8,4,15
644,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
1637,40,12CT CHOC CUPCAKES,9804094,4.8,4,14
4378,40,24CT CPCK ASRT BCRM,9873326,4.8,4,0
5389,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
6173,40,24CT CPCK ASRT BCRM,9873326,4.8,4,7
1545,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
818,40,6CT ASRT CUPCAKES,568472664,4.8,4,2
3824,40,12CT WHITE CUPCAKES,9804080,4.8,4,2
5048,40,12CT WHITE CUPCAKES,9804080,4.8,4,1
2662,40,6CT WHITE CUPCAKES,568472602,4.8,4,11
682,40,12CT WHITE CUPCAKES,9804080,4.8,4,8
530,40,12CT WHITE CUPCAKES,9804080,4.8,4,67
2722,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
2275,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
3640,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
3867,40,6CT ASRT CUPCAKES,568472664,4.8,4,33
402,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
2355,40,12CT WHITE CUPCAKES,9804080,4.8,4,10
2149,40,12CT ASRT CUPCAKES,9809315,4.8,4,6
5987,40,24CT CPCK ASRT BCRM,9873326,4.8,4,26
5707,40,12CT CHOC CUPCAKES,9804094,4.8,4,20
5470,40,6CT ASRT CUPCAKES,568472664,4.8,4,2
3488,40,6CT WHITE CUPCAKES,568472602,4.8,4,6
459,40,6CT WHITE CUPCAKES,568472602,4.8,4,11
2053,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
2592,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
3412,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
1742,40,12CT ASRT CUPCAKES,9809315,4.8,4,27
2948,40,6CT ASRT CUPCAKES,568472664,4.8,4,33
634,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
1356,40,6CT WHITE CUPCAKES,568472602,4.8,4,9
572,40,12CT WHITE CUPCAKES,9804080,4.8,4,17
6951,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
5369,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
2684,40,12CT ASRT CUPCAKES,9809315,4.8,4,13
6932,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
1633,40,12CT WHITE CUPCAKES,9804080,4.8,4,18
705,40,12CT CHOC CUPCAKES,9804094,4.8,4,4
1010,40,6CT WHITE CUPCAKES,568472602,4.8,4,6
1778,40,6CT WHITE CUPCAKES,568472602,4.8,4,7
5429,40,24CT CPCK ASRT BCRM,9873326,4.8,4,16
2242,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
506,40,12CT CHOC CUPCAKES,9804094,4.8,4,1
2081,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
5173,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
2149,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
502,40,6CT WHITE CUPCAKES,568472602,4.8,4,9
5470,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
2366,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
1524,40,6CT WHITE CUPCAKES,568472602,4.8,4,11
737,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
1866,40,12CT ASRT CUPCAKES,9809315,4.8,4,9
4689,40,24CT CPCK ASRT BCRM,9873326,4.8,4,0
2522,40,12CT WHITE CUPCAKES,9804080,4.8,4,8
115,40,12CT ASRT CUPCAKES,9809315,4.8,4,12
2497,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
6998,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
2864,40,24CT CPCK ASRT BCRM,9873326,4.8,4,12
5403,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
1753,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
2253,40,6CT ASRT CUPCAKES,568472664,4.8,4,0
2199,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
1216,40,12CT WHITE CUPCAKES,9804080,4.8,4,4
2722,40,6CT ASRT CUPCAKES,568472664,4.8,4,1
678,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
1965,40,6CT WHITE CUPCAKES,568472602,4.8,4,9
1360,40,12CT CHOC CUPCAKES,9804094,4.8,4,4
4325,40,12CT ASRT CUPCAKES,9809315,4.8,4,67
5772,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
3243,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
521,40,6CT ASRT CUPCAKES,568472664,4.8,4,11
5752,40,12CT ASRT CUPCAKES,9809315,4.8,4,67
2619,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
2294,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
5203,40,12CT ASRT CUPCAKES,9809315,4.8,4,8
1255,40,6CT ASRT CUPCAKES,568472664,4.8,4,17
60,40,6CT ASRT CUPCAKES,568472664,4.8,4,13
2520,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
4279,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
3219,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
4111,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
2102,40,12CT WHITE CUPCAKES,9804080,4.8,4,7
1126,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
1573,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
4176,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
3060,40,6CT WHITE CUPCAKES,568472602,4.8,4,2
1010,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
2218,40,12CT WHITE CUPCAKES,9804080,4.8,4,4
4594,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
624,40,24CT CPCK ASRT BCRM,9873326,4.8,4,13
1370,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
966,40,12CT WHITE CUPCAKES,9804080,4.8,4,5
1811,40,12CT CHOC CUPCAKES,9804094,4.8,4,16
681,40,24CT CPCK ASRT BCRM,9873326,4.8,4,22
5992,40,6CT ASRT CUPCAKES,568472664,4.8,4,60
449,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
1642,40,12CT ASRT CUPCAKES,9809315,4.8,4,46
1416,40,6CT WHITE CUPCAKES,568472602,4.8,4,7
216,40,6CT WHITE CUPCAKES,568472602,4.8,4,15
363,40,6CT WHITE CUPCAKES,568472602,4.8,4,8
1842,40,12CT CHOC CUPCAKES,9804094,4.8,4,17
2852,40,6CT WHITE CUPCAKES,568472602,4.8,4,2
574,40,6CT ASRT CUPCAKES,568472664,4.8,4,10
2354,40,6CT ASRT CUPCAKES,568472664,4.8,4,3
1417,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
1296,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
4664,40,24CT CPCK ASRT BCRM,9873326,4.8,4,7
1592,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
1143,40,12CT ASRT CUPCAKES,9809315,4.8,4,27
2566,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
3567,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
2771,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
4330,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
1505,40,12CT ASRT CUPCAKES,9809315,4.8,4,58
3295,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
1635,40,12CT CHOC CUPCAKES,9804094,4.8,4,10
1351,40,12CT CHOC CUPCAKES,9804094,4.8,4,9
5871,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
3660,40,12CT WHITE CUPCAKES,9804080,4.8,4,7
988,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
1112,40,6CT WHITE CUPCAKES,568472602,4.8,4,1
3632,40,12CT WHITE CUPCAKES,9804080,4.8,4,7
7324,40,24CT CPCK ASRT BCRM,9873326,4.8,4,3
5124,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
459,40,6CT ASRT CUPCAKES,568472664,4.8,4,17
450,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
2213,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
1708,40,12CT CHOC CUPCAKES,9804094,4.8,4,8
727,40,24CT CPCK ASRT BCRM,9873326,4.8,4,1
1597,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
3912,40,12CT WHITE CUPCAKES,9804080,4.8,4,16
3611,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
1981,40,6CT ASRT CUPCAKES,568472664,4.8,4,3
1267,40,12CT CHOC CUPCAKES,9804094,4.8,4,4
4615,40,6CT ASRT CUPCAKES,568472664,4.8,4,18
2762,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
402,40,6CT ASRT CUPCAKES,568472664,4.8,4,0
1391,40,12CT WHITE CUPCAKES,9804080,4.8,4,17
3213,40,24CT CPCK ASRT BCRM,9873326,4.8,4,12
5361,40,6CT WHITE CUPCAKES,568472602,4.8,4,2
321,40,24CT CPCK ASRT BCRM,9873326,4.8,4,0
1770,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
12,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
2074,40,6CT WHITE CUPCAKES,568472602,4.8,4,11
73,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
2516,40,12CT CHOC CUPCAKES,9804094,4.8,4,2
2506,40,12CT WHITE CUPCAKES,9804080,4.8,4,11
1477,40,12CT WHITE CUPCAKES,9804080,4.8,4,20
3868,40,24CT CPCK ASRT BCRM,9873326,4.8,4,7
1376,40,6CT WHITE CUPCAKES,568472602,4.8,4,13
4383,40,12CT ASRT CUPCAKES,9809315,4.8,4,24
3078,40,6CT WHITE CUPCAKES,568472602,4.8,4,10
5028,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
83,40,12CT WHITE CUPCAKES,9804080,4.8,4,8
881,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
1901,40,12CT WHITE CUPCAKES,9804080,4.8,4,9
3434,40,12CT WHITE CUPCAKES,9804080,4.8,4,4
3406,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
4299,40,6CT WHITE CUPCAKES,568472602,4.8,4,2
1352,40,12CT WHITE CUPCAKES,9804080,4.8,4,1
368,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
5147,40,12CT ASRT CUPCAKES,9809315,4.8,4,77
768,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
2474,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
755,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
145,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
664,40,12CT CHOC CUPCAKES,9804094,4.8,4,3
3078,40,12CT WHITE CUPCAKES,9804080,4.8,4,20
5096,40,12CT CHOC CUPCAKES,9804094,4.8,4,7
2612,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
4476,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
1929,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
1469,40,12CT WHITE CUPCAKES,9804080,4.8,4,18
3367,40,6CT ASRT CUPCAKES,568472664,4.8,4,6
702,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
3630,40,6CT WHITE CUPCAKES,568472602,4.8,4,5
7009,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
2766,40,12CT CHOC CUPCAKES,9804094,4.8,4,8
894,40,6CT ASRT CUPCAKES,568472664,4.8,4,5
1528,40,12CT CHOC CUPCAKES,9804094,4.8,4,10
2796,40,12CT WHITE CUPCAKES,9804080,4.8,4,6
3648,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
790,40,12CT CHOC CUPCAKES,9804094,4.8,4,4
3624,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
673,40,6CT ASRT CUPCAKES,568472664,4.8,4,10
2793,40,6CT WHITE CUPCAKES,568472602,4.8,4,33
1521,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
39,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
2749,40,24CT CPCK ASRT BCRM,9873326,4.8,4,8
824,40,12CT ASRT CUPCAKES,9809315,4.8,4,3
1441,40,12CT WHITE CUPCAKES,9804080,4.8,4,8
2365,40,6CT WHITE CUPCAKES,568472602,4.8,4,0
1485,40,24CT CPCK ASRT BCRM,9873326,4.8,4,13
3842,40,12CT WHITE CUPCAKES,9804080,4.8,4,4
5334,40,24CT CPCK ASRT BCRM,9873326,4.8,4,0
4216,40,12CT CHOC CUPCAKES,9804094,4.8,4,1
5239,40,12CT WHITE CUPCAKES,9804080,4.8,4,1
1497,40,12CT CHOC CUPCAKES,9804094,4.8,4,13
1194,40,24CT CPCK ASRT BCRM,9873326,4.8,4,9
1275,40,12CT WHITE CUPCAKES,9804080,4.8,4,5
532,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
2992,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
5159,40,24CT CPCK ASRT BCRM,9873326,4.8,4,16
5104,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
3328,40,6CT ASRT CUPCAKES,568472664,4.8,4,8
1395,40,6CT ASRT CUPCAKES,568472664,4.8,4,15
2639,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
1660,40,24CT CPCK ASRT BCRM,9873326,4.8,4,22
2403,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
61,40,12CT WHITE CUPCAKES,9804080,4.8,4,10
2250,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
2137,40,12CT ASRT CUPCAKES,9809315,4.8,4,24
1694,40,12CT CHOC CUPCAKES,9804094,4.8,4,2
849,40,6CT ASRT CUPCAKES,568472664,4.8,4,7
1878,40,12CT CHOC CUPCAKES,9804094,4.8,4,5
260,40,6CT ASRT CUPCAKES,568472664,4.8,4,23
2199,40,12CT CHOC CUPCAKES,9804094,4.8,4,3
536,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
2086,40,12CT ASRT CUPCAKES,9809315,4.8,4,5
3454,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
753,40,12CT CHOC CUPCAKES,9804094,4.8,4,5
1368,40,12CT WHITE CUPCAKES,9804080,4.8,4,24
2691,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
982,40,6CT ASRT CUPCAKES,568472664,4.8,4,10
5193,40,12CT CHOC CUPCAKES,9804094,4.8,4,46
2939,40,12CT WHITE CUPCAKES,9804080,4.8,4,36
963,40,12CT WHITE CUPCAKES,9804080,4.8,4,11
1233,40,24CT CPCK ASRT BCRM,9873326,4.8,4,18
911,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
4420,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
3093,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
5498,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
2508,40,24CT CPCK ASRT BCRM,9873326,4.8,4,6
1128,40,12CT CHOC CUPCAKES,9804094,4.8,4,0
3390,40,6CT WHITE CUPCAKES,568472602,4.8,4,4
3460,40,12CT WHITE CUPCAKES,9804080,4.8,4,7
2242,40,6CT ASRT CUPCAKES,568472664,4.8,4,4
3534,40,6CT WHITE CUPCAKES,568472602,4.8,4,11
2121,40,6CT ASRT CUPCAKES,568472664,4.8,4,2
2680,40,24CT CPCK ASRT BCRM,9873326,4.8,4,5
2795,40,12CT CHOC CUPCAKES,9804094,4.8,4,3
2644,40,12CT WHITE CUPCAKES,9804080,4.8,4,0
2958,40,24CT CPCK ASRT BCRM,9873326,4.8,4,13
198,40,6CT WHITE CUPCAKES,568472602,4.8,4,2
292,40,24CT CPCK ASRT BCRM,9873326,4.8,4,1
1902,40,24CT CPCK ASRT BCRM,9873326,4.8,4,4
3308,40,24CT CPCK ASRT BCRM,9873326,4.8,4,17
1682,40,24CT CPCK ASRT BCRM,9873326,4.8,4,10
376,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
1164,40,24CT CPCK ASRT BCRM,9873326,4.8,4,11
3061,40,12CT ASRT CUPCAKES,9809315,4.8,4,8
2911,40,12CT WHITE CUPCAKES,9804080,4.8,4,14
2354,40,6CT WHITE CUPCAKES,568472602,4.8,4,3
1941,40,24CT CPCK ASRT BCRM,9873326,4.8,4,2
