Store Nbr,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack
3584,YES,YES,YES,YES
3585,YES,YES,YES,YES
3587,YES,YES,,YES
3588,YES,YES,YES,YES
3590,YES,YES,YES,YES
3591,YES,YES,YES,YES
3595,YES,YES,YES,YES
3596,YES,YES,YES,YES
3597,,,,
3601,YES,YES,,YES
3602,YES,YES,YES,YES
3607,YES,,,
3608,,,,
3609,YES,YES,YES,YES
3611,YES,YES,YES,
3612,YES,,,YES
3616,YES,,,
3620,,,,
3624,YES,YES,YES,YES
3626,YES,YES,YES,YES
3627,YES,YES,YES,YES
3630,YES,YES,,YES
3631,YES,YES,YES,
3632,YES,YES,YES,
3633,YES,YES,,YES
3634,,,,
3639,,,,
3641,YES,,,YES
3643,,,,
3644,,,,
3648,,,,
3652,YES,YES,,YES
3658,YES,,,YES
3659,,,,
3660,,,,
3700,YES,YES,YES,YES
3701,YES,,,YES
3702,YES,YES,YES,YES
3705,,,,
3708,YES,YES,,YES
3712,,,,
3720,YES,YES,,YES
3722,,,,
3725,,,,
3726,,,,
3728,YES,,,YES
3729,,,,
3730,YES,YES,,
3731,YES,YES,YES,YES
3732,YES,YES,YES,YES
3733,,,,
3734,,,,
3738,,,,
3739,YES,YES,YES,YES
3742,,,,
3747,YES,,,YES
3748,,,,
3749,YES,,,YES
3750,YES,YES,YES,YES
3751,,,,
3757,,,,
3758,,,,
3760,YES,,,YES
3761,YES,YES,YES,
3762,,,,
3764,,,,
3765,YES,YES,YES,YES
3771,YES,YES,,YES
3772,YES,,,YES
3773,YES,YES,YES,YES
3774,,,,
3777,,,,
3778,YES,YES,YES,YES
3780,YES,YES,,YES
3781,YES,,,YES
3783,YES,,,YES
3784,YES,YES,YES,YES
3785,YES,,,YES
3786,,,,
3790,,,,
3791,YES,,,YES
3792,YES,YES,YES,YES
3794,YES,YES,YES,YES
3795,,YES,,YES
3796,,,,
3801,,,,
3802,,,,
3804,YES,YES,,YES
3805,YES,YES,YES,
3806,YES,,,
3810,,,,
3823,YES,YES,YES,YES
3824,YES,YES,YES,YES
3825,,,,
3826,YES,YES,YES,YES
3827,YES,YES,YES,YES
3828,YES,,,YES
3829,YES,YES,YES,YES
3830,,,,
3833,YES,YES,,YES
3835,YES,YES,YES,YES
3837,,,,
3838,,,,
3840,YES,YES,YES,YES
3842,,,,
3843,,,,
3847,,,,
3848,YES,YES,YES,YES
3850,,,,
3851,YES,YES,YES,YES
3852,,,,
3853,YES,,,
3857,,,,
3860,YES,YES,YES,YES
3861,,,,
3864,YES,YES,YES,YES
3867,,,,
3868,YES,,,YES
3869,YES,,,
3872,YES,YES,YES,YES
3874,YES,YES,YES,YES
3875,,,,
3876,,,,
3877,YES,YES,YES,YES
3883,YES,,,
3887,YES,YES,YES,YES
3889,,,,
3891,YES,YES,,YES
3893,YES,YES,,YES
3894,YES,YES,YES,YES
3896,YES,YES,,YES
3897,,,,
3912,YES,YES,,YES
3947,YES,YES,,
4049,YES,YES,,YES
4055,YES,YES,YES,YES
4064,YES,YES,YES,YES
4065,,,,
4068,YES,YES,YES,
4108,YES,YES,YES,
4115,,,,
4118,YES,YES,YES,YES
4129,YES,YES,YES,
4130,YES,YES,YES,YES
4137,,,,
4144,YES,,,
4153,,,,
4156,,,,
4163,,,,
4164,YES,YES,YES,
4166,YES,,,
4168,YES,YES,YES,YES
4176,,,,
4183,YES,,,YES
4187,YES,YES,YES,YES
4195,YES,YES,YES,YES
4200,YES,YES,YES,YES
4201,YES,YES,YES,YES
4202,,,,
4203,,,,
4208,,,,
4215,,,,
4216,YES,YES,YES,YES
4223,YES,YES,YES,YES
4224,YES,YES,YES,YES
4226,YES,YES,YES,YES
4230,,,,
4231,YES,,,YES
4232,,,,
4235,YES,YES,YES,YES
4237,,,,
4239,,,,
4240,YES,YES,YES,YES
4241,YES,YES,YES,YES
4243,YES,YES,YES,YES
4244,,,,
4246,,,,
4247,,,,
4249,,,,
4250,,,,
4253,,,,
4255,YES,YES,YES,YES
4256,YES,YES,,YES
4257,YES,YES,YES,YES
4258,,,,
4260,YES,YES,YES,YES
4262,YES,YES,YES,YES
4272,YES,YES,YES,YES
4273,YES,YES,YES,YES
4274,,,,
4276,YES,,,YES
4277,YES,YES,YES,YES
4278,YES,,,
4279,YES,YES,YES,YES
4281,,,,
4283,YES,YES,YES,
4284,YES,,,
4285,YES,,,YES
4286,,,,
4288,,,,
4295,YES,,,YES
4298,YES,YES,YES,YES
4299,YES,YES,YES,YES
4318,YES,YES,YES,YES
4321,YES,YES,YES,YES
4323,YES,,,YES
4325,YES,YES,,YES
4330,YES,YES,YES,YES
4333,YES,YES,YES,YES
4334,,,,
4335,,,,
4340,YES,YES,,YES
4348,YES,YES,,YES
4350,,,,
4352,,,,
4356,,,,
4358,YES,YES,YES,YES
4359,YES,,,
4365,,,,
4368,YES,YES,YES,YES
4370,,,,
4372,YES,,,
4374,,,,
4377,,,,
4378,,,,YES
4381,YES,YES,YES,YES
4383,YES,,,YES
4384,,,,
4387,YES,YES,,YES
4392,YES,YES,,YES
4394,,,,
4395,YES,YES,YES,YES
4399,YES,YES,YES,YES
4403,,,,
4404,,,,
4405,,,,
4407,YES,YES,YES,YES
4409,YES,YES,YES,
4410,YES,YES,YES,YES
4412,YES,YES,YES,YES
4414,,,,
4417,YES,YES,YES,YES
4420,YES,YES,YES,YES
4423,YES,YES,,YES
4424,YES,YES,YES,YES
4427,YES,,,
4430,,,,
4435,YES,,,YES
4438,YES,YES,YES,YES
4439,,,,
4440,,,,
4444,,,,
4446,,,,
4450,YES,YES,YES,YES
4451,,,,
4456,,,,
4458,YES,YES,YES,YES
4459,YES,,,YES
4460,YES,YES,YES,YES
4461,,,,YES
4471,,,,
4474,,,,
4475,YES,YES,YES,YES
4476,,,,
4477,,,,
4479,YES,,,
4482,,,,
4483,YES,YES,YES,YES
4484,YES,YES,YES,YES
4487,YES,YES,YES,
4497,YES,,,YES
4499,YES,YES,YES,YES
4501,YES,YES,YES,YES
4506,YES,YES,YES,YES
4509,,,,
4511,YES,,,YES
4512,YES,YES,YES,YES
4514,,,,
4520,,,,
4521,YES,YES,YES,YES
4529,,,,
4531,,,,
4533,YES,,,YES
4538,YES,YES,YES,YES
4540,,,,
4553,YES,,,YES
4556,YES,,,YES
4558,YES,YES,YES,
4564,YES,YES,YES,YES
4567,,,,
4568,,,,
4569,,,,
4574,,,,
4583,,,,
4588,YES,YES,YES,YES
4590,YES,YES,YES,YES
4593,YES,YES,YES,YES
4594,YES,YES,YES,YES
4597,,,,
4599,,,,
4600,,,,
4606,,,,
4609,YES,,,YES
4611,,,,
4612,,,,
4615,YES,YES,YES,YES
4616,YES,YES,YES,
4623,YES,,,YES
4627,YES,YES,YES,YES
4631,YES,YES,,YES
4635,YES,YES,YES,YES
4637,YES,YES,YES,YES
4638,YES,YES,YES,YES
4639,,,,
4641,,,,
4643,,,,
4644,,,,
4653,YES,YES,YES,YES
4660,,,,
4664,,,,
4677,,,,
4678,YES,YES,YES,YES
4679,YES,YES,YES,YES
4681,,,,
4682,,,,
4683,YES,YES,YES,
4687,,,,
4689,,,,
4695,YES,YES,YES,YES
4696,,,,
4697,,,,
4699,,,,
4734,,,,
4849,,,,
4865,YES,YES,YES,YES
5012,YES,YES,,YES
5022,YES,YES,YES,YES
5027,,,,
5028,,,,
5029,YES,,,YES
5030,YES,YES,YES,YES
5031,YES,YES,,YES
5033,YES,YES,YES,
5034,YES,YES,YES,YES
5035,YES,YES,YES,YES
5036,YES,YES,YES,YES
5037,,,,
5039,,,,
5040,YES,YES,YES,
5041,,,,
5045,YES,YES,YES,YES
5046,,,,
5048,,,,
5049,,,,
5051,,,,
5054,YES,YES,YES,YES
5056,,,,
5057,YES,YES,YES,YES
5058,YES,,,YES
5060,,,,
5063,YES,YES,YES,YES
5064,YES,,,YES
5065,,,,
5066,,,,
5070,,,,
5071,YES,YES,YES,YES
5075,,,,
5076,YES,YES,,
5077,YES,,,
5078,,,,
5079,YES,YES,YES,YES
5082,,,,
5085,YES,YES,YES,YES
5087,YES,YES,YES,YES
5088,YES,YES,YES,YES
5089,,,,
5090,,,,
5091,YES,YES,YES,YES
5092,YES,YES,YES,YES
5096,YES,YES,,YES
5097,YES,YES,YES,YES
5099,YES,YES,YES,YES
5101,YES,YES,YES,YES
5104,YES,,,YES
5105,YES,YES,,YES
5111,,,,
5113,YES,YES,YES,YES
5115,YES,YES,,YES
5116,YES,YES,YES,YES
5117,YES,YES,YES,YES
5118,YES,YES,YES,YES
5123,,,,
5126,YES,,,YES
5127,YES,YES,YES,YES
5133,YES,YES,,YES
5134,YES,YES,,YES
5136,,,,
5137,,,,
5139,,,,
5141,,,,
5142,,,,
5144,,,,
5150,YES,YES,YES,YES
5151,YES,YES,YES,YES
5154,YES,YES,,YES
5156,YES,YES,,YES
5157,YES,YES,,
5159,YES,YES,YES,YES
5160,YES,YES,YES,YES
5162,,,,
5167,YES,YES,YES,YES
5170,,,,
5172,YES,,,
5173,YES,YES,YES,YES
5174,YES,YES,YES,YES
5175,YES,YES,YES,YES
5178,YES,,,
5184,YES,YES,YES,YES
5185,YES,,,YES
5186,,,,
5190,,,,
5191,YES,YES,YES,YES
5192,,,,
5196,YES,,,YES
5197,YES,YES,YES,YES
5199,,,,
5201,YES,,,
5202,YES,,,YES
5203,YES,,,YES
5210,,,,
5211,,,,
5214,,,,
5216,YES,YES,YES,YES
5218,YES,YES,YES,YES
5219,,,,
5231,,,,
5232,YES,YES,YES,YES
5234,YES,YES,YES,YES
5235,YES,YES,YES,YES
5236,YES,YES,YES,YES
5239,,,,
5240,,,,
5241,,,,
5242,,,,
5244,,,,
5247,,,,
5250,,,,
5251,YES,,,YES
5252,YES,YES,YES,YES
5253,,,,
5254,YES,YES,YES,YES
5260,YES,YES,YES,YES
5261,YES,YES,YES,YES
5262,,,,
5263,YES,YES,YES,YES
5264,YES,YES,YES,YES
5266,,,,
5270,YES,YES,YES,YES
5272,YES,YES,YES,YES
5273,YES,YES,YES,YES
5274,YES,,,
5275,,,,
5278,YES,YES,,YES
5280,,,,
5282,YES,YES,,
5285,YES,YES,YES,YES
5287,YES,YES,YES,YES
5288,YES,YES,YES,YES
5292,YES,YES,YES,YES
5293,,,,
5295,YES,YES,,YES
5296,YES,YES,YES,YES
5298,YES,,,YES
5299,YES,YES,YES,YES
5300,YES,YES,YES,YES
5301,YES,YES,YES,YES
5303,YES,YES,,
5307,YES,YES,YES,YES
5309,,,,
5311,,,,
5312,YES,,,YES
5313,,,,
5316,,,,
5319,YES,YES,YES,YES
5320,YES,YES,YES,YES
5326,YES,YES,YES,YES
5329,,,,
5334,YES,YES,YES,YES
5337,,,,
5341,,,,
5343,,,,
5346,,,,
5347,YES,YES,YES,YES
5348,YES,,,YES
5350,,,,
5352,,,,
5355,YES,,,
5356,YES,YES,,
5358,YES,YES,,
5359,YES,YES,YES,YES
5360,YES,,,
5361,YES,YES,YES,YES
5363,YES,YES,YES,YES
5368,,,,
5369,,,,
5370,YES,YES,YES,YES
5373,,,,
5374,YES,YES,YES,
5376,,,,
5379,YES,YES,,YES
5382,,,,
5384,YES,,,
5385,YES,YES,YES,YES
5386,,,,
5387,,,,
5388,YES,YES,YES,YES
5389,YES,YES,YES,YES
5390,YES,YES,YES,YES
5391,YES,YES,YES,
5392,YES,,,YES
5396,YES,YES,YES,YES
5397,YES,YES,YES,YES
5398,YES,,,YES
5399,YES,YES,,YES
5403,YES,YES,YES,YES
5409,YES,,,YES
5410,YES,YES,YES,YES
5411,YES,,,YES
5414,,,,
5417,YES,,,YES
5418,YES,,,YES
5419,YES,,,
5422,YES,YES,YES,YES
5424,YES,YES,,YES
5425,YES,,,YES
5428,,,,
5429,,,,
5432,YES,YES,YES,
5433,,,,
5438,,,,
5441,YES,YES,YES,YES
5443,YES,YES,YES,YES
5444,,,,
5445,YES,,,YES
5446,YES,YES,YES,YES
5447,YES,YES,,YES
5448,YES,YES,,YES
5449,YES,,,YES
5450,YES,YES,,YES
5455,YES,YES,YES,YES
5458,YES,YES,YES,YES
5461,,,,
5462,YES,YES,YES,YES
5463,,,,
5466,YES,YES,YES,YES
5469,,,,
5470,YES,YES,,YES
5471,YES,YES,YES,YES
5476,,,,
5477,YES,YES,YES,YES
5479,YES,YES,YES,YES
5480,YES,YES,YES,YES
5481,YES,YES,YES,YES
5482,,,,
5483,YES,YES,YES,YES
5485,YES,,,YES
5486,YES,,,YES
5487,,,,
5488,YES,YES,YES,YES
5489,YES,,,
5491,YES,YES,YES,YES
5494,YES,YES,YES,YES
5497,,,,
5498,,,,
5499,YES,YES,YES,YES
5628,,,,
5649,,,,
5667,,,,
5668,,,,
5669,YES,,,YES
5672,,,,
5673,,,,
5686,YES,YES,,YES
5703,YES,YES,YES,YES
5705,,,,
5706,YES,YES,YES,YES
5707,,,,
5709,YES,YES,YES,
5727,YES,YES,YES,YES
5728,YES,YES,YES,YES
5731,,,,
5732,YES,YES,,
5735,YES,YES,YES,
5743,,,,
5745,,,,
5748,,,,
5752,,YES,,YES
5753,,,,
5761,YES,,,YES
5763,YES,YES,YES,YES
5764,,,,
5772,YES,YES,YES,YES
5777,,,,
5779,,,,
5786,YES,YES,YES,YES
5787,YES,YES,YES,
5795,,,,
5797,YES,,,YES
5799,,,,
5806,,,,
5810,YES,,,
5812,YES,YES,YES,
5814,,,,
5823,,,,
5835,,,,
5839,,,,
5841,,,,
5842,YES,,,YES
5844,YES,YES,YES,YES
5845,,,,
5847,,,,
5851,YES,YES,YES,YES
5853,YES,YES,YES,YES
5861,,,,
5864,,,,
5866,,,,
5869,,,,
5872,,,,
5879,YES,YES,YES,YES
5880,YES,YES,,
5881,YES,YES,,
5883,YES,YES,YES,YES
5884,,,,
5886,,,,
5891,,,,
5893,,,,
5922,,,,
5927,YES,,,YES
5929,YES,YES,YES,YES
5935,,,,
5936,,,,
5944,YES,YES,,
5956,,,,
5959,YES,YES,YES,
5964,YES,,,YES
5965,YES,,,
5968,,,,
5969,,,,
5976,,,,
5977,YES,,,
5987,YES,YES,YES,
5992,,,,
6286,YES,YES,YES,YES
6300,,,,
6370,YES,YES,YES,YES
6392,YES,,,YES
6394,YES,,,YES
6395,,,,
6467,YES,YES,YES,YES
6469,YES,,,YES
6476,YES,YES,YES,
6480,,,,
6576,YES,YES,YES,YES
6579,YES,YES,YES,YES
6789,YES,YES,YES,YES
6807,YES,,,YES
6878,YES,YES,YES,YES
6879,YES,,,YES
6887,,,,
6898,YES,YES,YES,YES
6929,YES,YES,YES,YES
6931,YES,,,YES
6932,YES,,,YES
6951,YES,,,
6952,YES,,,YES
6958,,,,
6963,,,,
6964,YES,,,YES
6978,YES,YES,YES,YES
7009,YES,YES,YES,
7020,YES,,,YES
7032,YES,,,YES
7087,YES,YES,YES,YES
7156,YES,YES,YES,YES
7178,,,,
7179,,,,
7181,,,,
7185,,,,
7194,YES,,,YES
7199,,,,
7238,,,,
7245,,,,
7246,,,,
7247,,,,
7249,,,,
7280,YES,YES,YES,YES
7281,YES,,,YES
7290,,,,
7294,YES,YES,YES,YES
7301,,,,
7324,YES,YES,YES,YES
7326,YES,YES,YES,YES
8331,,,,
8930,,,,
2319,,,,
2905,,,,
1917,,,,
5228,,,,
2144,YES,,,
2865,,,,
982,YES,,,YES
1328,YES,,,YES
2556,YES,,,
554,YES,,,
1840,,,,
2113,YES,YES,,YES
5402,YES,,,
1583,,,,
812,YES,,,
3401,,,,
2450,YES,YES,YES,YES
2458,YES,,,
1271,YES,,,YES
1467,,,,
5859,YES,,,
787,,,,
146,,,,
2239,YES,,,
3741,,,,
4508,YES,,,
4526,YES,,,
1586,YES,YES,YES,YES
1437,YES,,,YES
927,YES,,,YES
2222,YES,YES,,YES
5898,YES,YES,YES,YES
1188,,,,
2401,YES,,,
1436,,,,
3137,YES,YES,YES,
2609,YES,,,
2828,YES,,,YES
5713,YES,,,YES
3480,,,,
1340,YES,YES,YES,YES
3372,YES,YES,YES,YES
429,YES,,,YES
1641,YES,,,YES
2292,YES,,,
3384,YES,,,
3589,YES,,,YES
782,YES,,,YES
2831,YES,,,
2747,YES,YES,,YES
1181,YES,YES,YES,
3304,YES,YES,YES,
3709,,,,
227,YES,YES,YES,YES
2523,YES,YES,,YES
4557,YES,YES,YES,
1184,YES,YES,YES,YES
1372,YES,,,YES
2952,,YES,,
3106,YES,,,YES
3621,,,,
2099,YES,,,
2257,YES,,,
2206,YES,YES,,
2291,,,,
4111,YES,YES,YES,YES
5882,YES,YES,YES,
2128,,,,
999,YES,,,YES
2277,YES,,,
759,YES,,,
1777,YES,YES,,
3328,YES,YES,YES,YES
2925,YES,YES,,
1551,YES,,,
1296,YES,,,
5103,,,,
3252,,,,
5912,YES,,,
1512,YES,,,YES
1731,YES,YES,,YES
2106,YES,YES,,YES
5227,YES,YES,,
5129,YES,,,YES
102,YES,,,
2066,YES,,,YES
1226,,,,
1043,,,,
4209,YES,,,
5938,,,,
1059,,,,
1793,YES,YES,YES,YES
135,YES,,,
2457,,,,
641,YES,,,YES
2555,YES,,,YES
2810,YES,,,
3067,YES,,,
2251,YES,,,
5930,YES,,,
5416,YES,YES,YES,YES
4219,YES,YES,YES,YES
568,YES,,,
2110,YES,,,
2094,YES,YES,,
1137,YES,,,YES
5325,YES,YES,YES,YES
5220,YES,YES,YES,YES
5245,YES,,,YES
1005,YES,YES,YES,
1651,YES,YES,,YES
915,YES,,,YES
1398,YES,YES,YES,
3188,YES,,,
454,,,,
4472,,,,
3886,YES,,,YES
1960,YES,YES,YES,YES
5130,YES,,,
1275,,,,
2023,YES,YES,,YES
3568,YES,,,YES
71,,,,
1373,YES,YES,YES,YES
5701,,,,
1000,YES,,,YES
452,YES,,,YES
2242,YES,YES,,
5281,YES,,,
5612,YES,,,YES
442,YES,,,YES
1332,YES,,,YES
5843,YES,YES,,
2134,YES,YES,YES,YES
2082,YES,YES,,
2531,YES,,,
5747,YES,YES,YES,
1041,YES,,,YES
2627,YES,YES,YES,
3518,YES,,,YES
3548,,,,YES
3888,YES,YES,YES,YES
2177,YES,YES,,
1147,YES,,,YES
1958,,,,
2763,YES,,,
6998,,,,
5168,YES,,,YES
3717,YES,,,YES
3197,YES,YES,YES,YES
3623,YES,,,YES
2735,YES,,,YES
2752,YES,,,
2724,YES,,,YES
3567,YES,,,YES
4161,YES,,,
2512,YES,YES,,YES
5632,YES,,,
3296,YES,,,YES
1531,YES,YES,,YES
5857,YES,,,
2080,,,,
160,,,,
2028,YES,,,
1499,YES,YES,YES,
5809,YES,,,YES
2184,,YES,,YES
3645,YES,,,YES
2117,YES,,,YES
5439,YES,YES,,YES
1380,YES,YES,YES,
5165,YES,,,YES
3768,YES,YES,YES,
203,YES,,,YES
2441,,,,
464,YES,YES,YES,YES
390,YES,,,
1624,,,,
50,,,,
1676,,,,
3320,YES,,,YES
3569,YES,,,YES
1476,YES,YES,YES,YES
3710,YES,YES,YES,YES
397,YES,,,YES
1103,,,,
2204,,,,
1900,YES,,,
4112,YES,,,YES
2341,YES,YES,,YES
1800,YES,YES,YES,YES
2482,YES,YES,,YES
4252,YES,YES,,
2667,YES,,,YES
1914,YES,YES,,
463,YES,,,YES
3494,YES,,,
5215,YES,,,YES
1967,YES,YES,,
2241,YES,,,
1040,YES,YES,YES,YES
447,YES,YES,YES,YES
4238,YES,YES,,YES
2591,YES,YES,YES,YES
5617,YES,YES,,
1494,YES,,,YES
1118,YES,,,
5671,YES,YES,YES,
4063,YES,YES,YES,YES
3573,YES,YES,YES,YES
3640,YES,YES,YES,YES
3754,YES,YES,YES,
2754,YES,,,
1367,,,,
5808,,,,YES
395,YES,,,
5335,YES,,,YES
3831,YES,,,YES
5932,YES,YES,YES,
2656,YES,YES,YES,
2891,YES,,,YES
2515,YES,YES,,
5330,YES,,,YES
1511,YES,YES,YES,YES
5340,YES,,,
5025,YES,YES,YES,YES
305,,,,
3200,,,,
1832,YES,YES,,YES
5317,,,,
4690,YES,,,
669,YES,,,YES
1692,YES,,,
115,YES,,,YES
3522,YES,YES,,YES
791,YES,,,YES
6190,YES,YES,YES,YES
3217,,,,
3053,YES,,,
1352,YES,,,YES
3543,,,,
5854,YES,,YES,
1747,YES,YES,,YES
436,,,,
2194,YES,YES,,
1387,YES,YES,YES,YES
1409,YES,,,
3465,YES,YES,,YES
3004,YES,YES,,YES
5166,YES,YES,,YES
1815,YES,YES,,YES
595,YES,,,YES
4355,YES,YES,,
4503,YES,,,YES
2329,YES,,,YES
240,,,,
5140,YES,,,
2950,YES,YES,,YES
757,YES,,,
5294,YES,,,
2332,YES,,,
2258,YES,,,YES
2032,YES,YES,,YES
2849,,,,
5331,YES,,,YES
5145,YES,,,YES
1852,YES,YES,YES,YES
1253,,,,
1349,YES,YES,YES,YES
3397,YES,YES,YES,YES
5189,YES,,,YES
5233,YES,,,YES
5947,YES,YES,YES,YES
2636,YES,,,
1549,YES,,,YES
2496,,,,
5435,YES,,,YES
3500,YES,,,
299,YES,YES,YES,YES
1862,YES,YES,,YES
5147,YES,YES,YES,YES
4102,YES,,,YES
4132,YES,YES,,YES
5095,YES,YES,,YES
456,YES,,,YES
3058,YES,,,YES
5626,YES,,,
1951,YES,YES,YES,YES
2145,YES,YES,,YES
1953,YES,,,YES
2646,,,,
2002,YES,YES,,YES
3180,YES,YES,,
5055,YES,YES,YES,YES
2924,YES,YES,YES,YES
1590,YES,YES,YES,YES
1313,YES,,,YES
2902,YES,,,YES
2954,YES,YES,,
1474,YES,YES,,YES
5430,YES,YES,YES,YES
2228,,,,
3625,YES,,,YES
167,YES,,,
5023,YES,YES,,
806,YES,YES,YES,YES
7188,YES,,,
890,YES,YES,YES,YES
5155,YES,YES,YES,YES
4162,YES,,,YES
5394,YES,YES,,YES
5146,YES,,,YES
4337,YES,,,
2900,,,,
490,,,,
5867,YES,YES,,
2841,YES,,,YES
3490,YES,,,
461,YES,,,
3763,YES,YES,YES,YES
1153,YES,,,YES
829,,,,
5073,YES,,,
795,YES,,,
5342,YES,YES,,YES
5768,,,,
77,YES,,,
2568,,,,
2584,YES,,,
2264,YES,,,
2935,YES,,,YES
470,YES,,,YES
3302,YES,,,YES
458,YES,,,
714,YES,,,YES
2250,YES,,,YES
2965,YES,,,
500,YES,YES,YES,YES
2621,YES,,,
1185,,,,
1716,,,,
2530,,,,
5495,,,,
4601,YES,YES,YES,YES
5460,YES,,,
5152,YES,,,YES
465,YES,,,YES
5131,YES,,,
1347,YES,,,YES
5229,,,,
2227,YES,,,
1933,,,,
964,YES,,,YES
1693,YES,,,
1211,YES,,,
1779,,,,
4131,YES,,,YES
3803,YES,,,
2769,YES,,,
4194,YES,,,
2730,YES,,,YES
1073,YES,,,
2901,,YES,,
3229,,,,
2612,YES,YES,YES,YES
3276,YES,,,YES
1756,,,,
1612,YES,YES,,YES
4191,,,,
3136,YES,YES,YES,YES
5717,YES,YES,YES,YES
512,YES,YES,YES,YES
2224,,,,
1015,YES,YES,YES,YES
5874,,,,
2585,,,,
1521,YES,,,YES
3170,YES,,,
1922,,,,
1920,,,,
5047,,,,
1489,YES,,,
1743,YES,,,
2683,YES,,,
292,YES,,,
1098,YES,,,YES
1555,YES,YES,,YES
1482,,,,
1803,YES,,,YES
3546,YES,,,
2201,YES,YES,YES,YES
344,YES,,,YES
2536,,,,
3087,,,,
2594,YES,,,
1235,,,,
443,YES,,,
1365,YES,,,
2317,YES,,,
5276,YES,,,
2404,YES,,,YES
4554,YES,,,
5345,,,,
1670,YES,,,YES
1537,,,,
2904,YES,,,
2710,YES,,,
5996,YES,,,
1859,YES,YES,,YES
2538,YES,,,YES
5616,YES,,,
956,YES,,,
1992,YES,,,
1906,YES,,,
1843,,,,
2571,YES,,,
2156,,,,
1501,YES,,,
2315,YES,,,
290,YES,,,
2507,,,,
2551,YES,,,
2815,YES,,,
1887,YES,,,
1562,YES,,,
2138,,,,
2288,YES,,,
5032,,,,
2558,,,,
5246,YES,,,YES
2885,YES,,,
2582,YES,,,
3650,,,,
1857,YES,,,
5381,,,,
2008,YES,,,
2422,,,,
2167,YES,,,
1974,YES,,,
1084,YES,,,
2333,YES,,,
2118,YES,,,
873,,YES,,
2043,,,,
1918,,,,
1374,,,,
5440,YES,,,
1751,YES,,,
3322,YES,,,
1821,,,,
2867,YES,,,
2009,,,,
696,,,,
2898,,,,
1785,YES,,,
2398,YES,,,
1138,YES,,,
2866,,,,
1895,,,,
2236,,,,
1323,,,,
2899,,,,
1990,,,,
898,,,,
1838,,,,
2057,,,,
977,,,,
411,,,,
1610,,,,
2001,YES,,,
6477,YES,,,YES
4171,YES,,,
2546,YES,,,YES
2547,YES,YES,,YES
4165,YES,,,YES
937,YES,YES,YES,YES
6173,,,,
4581,,,,
3425,YES,,,YES
5124,YES,,,YES
1846,YES,,,YES
5436,,,,YES
4416,YES,,,YES
2872,,,,
3799,YES,,,YES
5338,YES,YES,,YES
2671,YES,YES,,YES
2778,,,,
2768,YES,,,YES
5193,YES,,,YES
4336,YES,YES,,YES
3248,YES,YES,,YES
3782,YES,YES,YES,YES
2948,YES,,,
1912,YES,,,YES
6397,YES,YES,YES,
1826,YES,YES,,YES
855,,,,
908,YES,YES,YES,YES
576,YES,YES,YES,YES
1324,YES,,,
1279,YES,,,YES
2077,YES,YES,,YES
2987,YES,YES,YES,
5420,YES,YES,YES,YES
1574,YES,,,YES
1680,YES,YES,YES,
2150,,,,
2814,YES,YES,YES,YES
4303,YES,YES,YES,YES
5305,YES,,,
817,YES,YES,YES,YES
3235,YES,YES,YES,YES
2091,YES,YES,YES,YES
377,,,,
525,,,,
840,,,,
920,,,,
998,,,,
2226,,,,
2328,,,,
2391,,,,
2392,,,,
2393,,,,
2394,,,,
2395,,,,
2396,,,,
2397,,,,
2406,,,,
2414,,,,
2425,,,,
2431,,,,
2433,,,,
2442,,,,
2451,,,,
2465,,,,
2468,,,,
2486,,,,
2487,,,,
2488,,,,
2499,,,,
2590,,,,
2632,,,,
2686,,,,
2689,,,,
2699,,,,
2731,,,,
2741,,,,
2742,,,,
2743,,,,
2744,,,,
2745,,,,
2773,,,,
2801,,,,
2826,,,,
2835,,,,
2839,,,,
2840,,,,
2858,,,,
2870,,,,
2875,,,,
2876,,,,
2877,,,,
2878,,,,
2880,,,,
2887,,,,
2907,,,,
2919,,,,
2930,,,,
2940,,,,
2944,,,,
2974,,,,
2975,,,,
2976,,,,
2977,,,,
2979,,,,
2981,,,,
2984,,,,
2995,,,,
2998,,,,
3011,,,,
3013,,,,
3015,,,,
3019,,,,
3022,,,,
3023,,,,
3026,,,,
3042,,,,
3043,,,,
3046,,,,
3047,,,,
3049,,,,
3050,,,,
3062,,,,
3066,,,,
3070,,,,
3071,,,,
3072,,,,
3074,,,,
3082,,,,
3083,,,,
3084,,,,
3090,,,,
3094,,,,
3098,,,,
3099,,,,
3101,,,,
3104,,,,
3110,,,,
3111,,,,
3123,,,,
3126,,,,
3127,,,,
3128,,,,
3131,,,,
3132,,,,
3133,,,,
3135,,,,
3138,,,,
3139,,,,
3140,,,,
3141,,,,
3143,,,,
3144,,,,
3145,,,,
3146,,,,
3147,,,,
3152,,,,
3153,,,,
3154,,,,
3155,,,,
3156,,,,
3157,,,,
3161,,,,
3162,,,,
3164,,,,
3168,,,,
3172,,,,
3173,,,,
3175,,,,
3176,,,,
3178,,,,
3179,,,,
3183,,,,
3184,,,,
3185,,,,
3198,,,,
3199,,,,
3202,,,,
3204,,,,
3238,,,,
3275,,,,
3287,,,,
3299,,,,
3314,,,,
3315,,,,
3317,,,,
3327,,,,
3330,,,,
3338,,,,
3340,,,,
3341,,,,
3354,,,,
3355,,,,
3356,,,,
3357,,,,
3359,,,,
